l,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
param_0,0.896399,0.0826021,0.0826021,0.0799771,0.0815654,0.0815654,0.0801449,0.0801449,0.0801623,0.0791494,0.0810127,0.0784477,0.0814893,0.0809018,0.0816603,0.0802496,0.0809765,0.0807889,0.0808445,0.0808958,0.0806599,0.0806267,0.0805776,0.0807649,0.080768,0.0806386,0.0807883,0.080724,0.0807535,0.0807474,0.0807461,0.0807476,0.0807308,0.0807385,0.0807318,0.0807421,0.0807306,0.0807343,0.0807382,0.0807382,0.0807374,0.0807367,0.0807385,0.0807369,0.0807353,0.0807353,0.0807362,0.0807354,0.0807354,0.0807356,
param_1,0.931824,0.0541195,0.0541195,0.0540793,0.054074,0.054074,0.0558871,0.0558871,0.0543731,0.0545831,0.0536342,0.0559254,0.0543221,0.0547206,0.0545312,0.0548243,0.0543948,0.0545489,0.054607,0.0545088,0.0546195,0.0545405,0.0546754,0.0544873,0.0545692,0.0545886,0.0545224,0.0545695,0.0545529,0.0545526,0.054552,0.0545476,0.0545631,0.054558,0.0545538,0.0545512,0.0545558,0.054557,0.0545536,0.0545536,0.0545535,0.0545539,0.0545531,0.0545534,0.0545547,0.0545547,0.0545537,0.0545546,0.0545543,0.0545544,
