mc_step,l = 0_gamma,l = 0_delta_gamma,l = 1_gamma,l = 1_delta_gamma,l = 2_gamma,l = 2_delta_gamma,l = 3_gamma,l = 3_delta_gamma,l = 4_gamma,l = 4_delta_gamma,l = 5_gamma,l = 5_delta_gamma,l = 6_gamma,l = 6_delta_gamma,l = 7_gamma,l = 7_delta_gamma,l = 8_gamma,l = 8_delta_gamma,l = 9_gamma,l = 9_delta_gamma,l = 10_gamma,l = 10_delta_gamma,l = 11_gamma,l = 11_delta_gamma,l = 12_gamma,l = 12_delta_gamma,l = 13_gamma,l = 13_delta_gamma,l = 14_gamma,l = 14_delta_gamma,l = 15_gamma,l = 15_delta_gamma,l = 16_gamma,l = 16_delta_gamma,l = 17_gamma,l = 17_delta_gamma,l = 18_gamma,l = 18_delta_gamma,l = 19_gamma,l = 19_delta_gamma,l = 20_gamma,l = 20_delta_gamma,l = 21_gamma,l = 21_delta_gamma,l = 22_gamma,l = 22_delta_gamma,l = 23_gamma,l = 23_delta_gamma,l = 24_gamma,l = 24_delta_gamma,l = 25_gamma,l = 25_delta_gamma,l = 26_gamma,l = 26_delta_gamma,l = 27_gamma,l = 27_delta_gamma,l = 28_gamma,l = 28_delta_gamma,l = 29_gamma,l = 29_delta_gamma,l = 30_gamma,l = 30_delta_gamma,l = 31_gamma,l = 31_delta_gamma,l = 32_gamma,l = 32_delta_gamma,l = 33_gamma,l = 33_delta_gamma,l = 34_gamma,l = 34_delta_gamma,l = 35_gamma,l = 35_delta_gamma,l = 36_gamma,l = 36_delta_gamma,l = 37_gamma,l = 37_delta_gamma,l = 38_gamma,l = 38_delta_gamma,l = 39_gamma,l = 39_delta_gamma,l = 40_gamma,l = 40_delta_gamma,l = 41_gamma,l = 41_delta_gamma,l = 42_gamma,l = 42_delta_gamma,l = 43_gamma,l = 43_delta_gamma,l = 44_gamma,l = 44_delta_gamma,l = 45_gamma,l = 45_delta_gamma,l = 46_gamma,l = 46_delta_gamma,l = 47_gamma,l = 47_delta_gamma,l = 48_gamma,l = 48_delta_gamma,l = 49_gamma,l = 49_delta_gamma,
110,0.157036,0.958036,0.326938,0.760872,0.705245,0.916773,0.842922,0.955515,0.821948,0.618337,0.84489,0.674002,0.902493,0.76842,0.911574,0.632409,0.563292,0.755308,0.396897,0.69063,0.686626,0.707821,0.347431,0.762136,0.407116,0.914226,0.753491,0.831762,0.988686,0.942615,0.824954,0.899557,0.441409,0.684013,0.803359,0.987529,0.56796,0.590021,0.381977,0.505701,0.608034,0.374111,0.392885,0.832259,0.407817,0.433286,0.691313,0.342889,0.331576,0.386437,0.809982,0.243808,0.346854,0.368517,0.475329,0.267308,0.272868,0.341343,0.249183,0.27933,0.632382,0.134406,0.383378,0.200583,0.496718,0.147784,0.243148,0.196057,0.308301,0.136496,0.671905,0.076559,0.536324,0.0874626,0.0827445,0.241627,0.547918,0.0597753,0.9257,0.0420801,0.677305,0.0502611,0.313788,0.135274,0.53312,0.0784458,0.439182,0.106279,0.157809,0.173961,0.114056,0.217577,0.31359,0.124444,0.0598251,0.227885,0.495366,0.00937406,0.0518551,0.136109,
120,0.857144,0.695293,0.945923,0.7837,0.924502,0.680678,0.561468,0.750182,0.39001,0.678049,0.692183,0.734486,0.350202,0.79673,0.424916,0.915463,0.7183,0.766716,0.986304,0.945558,0.835829,0.894297,0.730044,0.949649,0.787204,0.96639,0.777698,0.589184,0.321333,0.78508,0.568181,0.564219,0.399567,0.834998,0.616256,0.386945,0.395236,0.474474,0.160453,0.969032,0.798864,0.92752,0.448506,0.682773,0.690051,0.356805,0.342612,0.431727,0.759627,0.242907,0.336707,0.362374,0.298897,0.344191,0.48009,0.267308,0.227307,0.329514,0.236147,0.269355,0.629075,0.122445,0.357896,0.169168,0.496456,0.129131,0.243148,0.193027,0.644897,0.0741745,0.918736,0.038735,0.0827445,0.232173,0.494963,0.0766357,0.43473,0.0813123,0.306766,0.118463,0.112342,0.205542,0.293491,0.103211,0.31246,0.124125,0.534616,0.0567979,0.530613,0.0772317,0.674028,0.046649,0.156566,0.173005,0.0594538,0.227885,0.495192,0.00936285,0.0517617,0.135731,
130,0.678275,0.736024,0.387757,0.762606,0.414252,0.979365,0.690037,0.753604,0.996488,0.980023,0.884402,0.83853,0.738889,0.967504,0.786038,0.965735,0.763281,0.601875,0.313184,0.762926,0.597017,0.586528,0.44149,0.813833,0.568116,0.739053,0.398711,0.469727,0.152105,0.997052,0.833502,0.925057,0.907006,0.638797,0.955878,0.787537,0.410946,0.697728,0.843856,0.745253,0.616045,0.383688,0.461171,0.686588,0.684838,0.327408,0.339485,0.421006,0.344483,0.371998,0.755093,0.2322,0.284695,0.30403,0.470075,0.213119,0.203991,0.310265,0.224304,0.242017,0.353633,0.161444,0.590402,0.100558,0.190517,0.180545,0.634133,0.0662796,0.480079,0.0794673,0.0653893,0.213352,0.918736,0.0152692,0.289478,0.124125,0.304915,0.0779619,0.526604,0.0726464,0.0988184,0.187564,0.154576,0.168618,0.492694,0.0715984,0.673817,0.0454183,0.434458,0.073026,0.0592738,0.226657,0.293491,0.0975892,0.533901,0.0554745,0.494846,0.00925629,0.0517349,0.135416,
140,0.855451,0.814039,0.793706,0.988519,0.758762,0.972775,0.751629,0.611747,0.286098,0.773619,0.57058,0.610665,0.415605,0.811962,0.589111,0.745453,0.351507,0.456866,0.139495,0.99661,0.847929,0.928817,0.924083,0.651513,0.899972,0.806487,0.360037,0.781753,0.848283,0.753841,0.421969,0.933549,0.71445,0.696255,0.445283,0.703988,0.450641,0.668898,0.66416,0.74569,0.99784,0.977394,0.607612,0.365724,0.693111,0.326191,0.3506,0.35783,0.329982,0.368665,0.746478,0.183641,0.275789,0.26686,0.195421,0.287399,0.455046,0.16505,0.20475,0.233768,0.34321,0.148564,0.58402,0.0598499,0.16413,0.160428,0.282198,0.106547,0.526604,0.0656554,0.476276,0.0426696,0.134689,0.168618,0.634133,0.00639922,0.898497,0.00689966,0.457722,0.0507871,0.673094,0.0439597,0.0407996,0.212517,0.0573488,0.223383,0.2997,0.0730227,0.097558,0.184619,0.432939,0.0724065,0.533703,0.0547618,0.29302,0.0971319,0.494488,0.00878168,0.0516901,0.135189,
150,0.582758,0.631162,0.44842,0.7787,0.608397,0.741618,0.325722,0.478028,0.128102,0.9713,0.821612,0.944385,0.944284,0.626888,0.895515,0.819088,0.355325,0.788689,0.860932,0.740566,0.429143,0.931965,0.847786,0.799348,0.443468,0.738275,0.422746,0.658655,0.657293,0.751453,0.98071,0.979398,0.734726,0.622495,0.762749,0.973439,0.817629,0.995632,0.272793,0.742294,0.758971,0.658591,0.602203,0.333842,0.690631,0.310399,0.341284,0.333072,0.325192,0.333027,0.728663,0.168804,0.256148,0.26476,0.1744,0.274793,0.435502,0.153388,0.179509,0.225969,0.318993,0.116231,0.155369,0.153733,0.517246,0.0554577,0.125802,0.159928,0.889393,0.00476184,0.657422,0.0255549,0.568701,0.0166607,0.0527474,0.222436,0.262199,0.0711334,0.0920777,0.184481,0.458179,0.0228272,0.425945,0.0721292,0.628031,0.000391009,0.5327,0.0544333,0.456218,0.0484336,0.292891,0.0958717,0.0404987,0.211588,0.299302,0.0712917,0.494167,0.00878168,0.0514142,0.135081,
160,0.832465,0.928433,0.929613,0.638848,0.900088,0.822381,0.437413,0.817332,0.841774,0.76385,0.396118,0.950559,0.851143,0.777733,0.403531,0.714322,0.582938,0.617964,0.693766,0.714981,0.958357,0.936281,0.129145,0.999526,0.771275,0.978533,0.801444,0.970548,0.288556,0.45756,0.797214,0.663802,0.360341,0.752534,0.271073,0.773155,0.611448,0.745574,0.737251,0.61411,0.388775,0.643102,0.587829,0.303105,0.687892,0.296358,0.329088,0.337414,0.313308,0.312987,0.245404,0.247594,0.69665,0.120141,0.166338,0.20299,0.163541,0.210879,0.410563,0.116971,0.318993,0.0947179,0.851563,0.00476184,0.10432,0.151709,0.0527474,0.171215,0.086552,0.17709,0.484455,0.0379258,0.406051,0.0721292,0.0990686,0.114894,0.527683,0.0463762,0.617703,0.0152811,0.292891,0.0926437,0.551995,0.0019249,0.0347003,0.210997,0.249817,0.0711334,0.456028,0.0476895,0.458179,0.021369,0.298709,0.0708653,0.62761,0.000391009,0.493931,0.00855938,0.0510417,0.134856,
170,0.384149,0.937802,0.832094,0.779878,0.402366,0.705331,0.580117,0.626065,0.659878,0.705346,0.969633,0.911285,0.121935,0.98868,0.788554,0.922407,0.773512,0.959661,0.851498,0.934434,0.404322,0.81014,0.947532,0.671211,0.313477,0.798675,0.602683,0.736669,0.918171,0.850106,0.803804,0.621616,0.344277,0.735557,0.786201,0.594869,0.845571,0.774258,0.37297,0.625654,0.698286,0.305554,0.259541,0.43026,0.569703,0.267636,0.301863,0.319468,0.28785,0.291237,0.215649,0.230276,0.694804,0.0864659,0.148874,0.210879,0.157388,0.199218,0.389794,0.09937,0.850605,0.00287386,0.280432,0.0940437,0.0832352,0.157497,0.527683,0.0269195,0.39544,0.0346169,0.292891,0.0721474,0.480047,0.0379258,0.063778,0.119496,0.0309274,0.186854,0.446544,0.0421869,0.0275859,0.165838,0.60873,0.0101099,0.0990686,0.09078,0.296703,0.068368,0.626734,0.000320012,0.551031,0.000628924,0.249568,0.0704151,0.457233,0.0205269,0.493636,0.00816468,0.0508368,0.134597,
180,0.99657,0.908705,0.148344,0.966529,0.779631,0.912375,0.776927,0.990232,0.878454,0.961459,0.396355,0.795662,0.875775,0.686306,0.348202,0.802282,0.571253,0.723622,0.911039,0.827455,0.425838,0.699454,0.390337,0.906504,0.756132,0.576221,0.826089,0.782676,0.802827,0.639865,0.814817,0.782712,0.370353,0.717665,0.668347,0.710585,0.552331,0.608824,0.418687,0.640526,0.670113,0.28521,0.275573,0.433191,0.308053,0.316673,0.576003,0.229172,0.306463,0.28442,0.190186,0.218959,0.677494,0.0873082,0.131478,0.186201,0.374926,0.0947376,0.125706,0.168746,0.840929,0.00287386,0.274723,0.070798,0.485775,0.0200134,0.452375,0.00505726,0.434194,0.0221709,0.073169,0.115936,0.59968,0.0101099,0.28086,0.0409288,0.290597,0.06487,0.626734,0.000320012,0.0117996,0.175814,0.548214,0.000158924,0.392305,0.0344835,0.247822,0.0690951,0.0542376,0.119496,0.457166,0.0199673,0.0258142,0.164852,0.493503,0.00812068,0.0984506,0.0901663,0.0504582,0.134511,
190,0.386201,0.788043,0.901641,0.714069,0.373117,0.820718,0.585311,0.723774,0.87133,0.778434,0.423049,0.671075,0.410512,0.916784,0.752348,0.551017,0.843137,0.835789,0.796242,0.646823,0.79085,0.779976,0.374531,0.720192,0.664074,0.754604,0.99115,0.868724,0.156569,0.976487,0.566502,0.61483,0.407862,0.675166,0.777174,0.893387,0.796984,0.990005,0.914406,0.972069,0.707497,0.291436,0.25746,0.428926,0.286247,0.289694,0.57961,0.227964,0.297524,0.282243,0.190186,0.205201,0.659537,0.0701136,0.102006,0.162041,0.0919304,0.147125,0.807378,0.00287386,0.377544,0.0488378,0.587777,0.0101099,0.481759,0.0198565,0.405932,0.0166742,0.615356,0.000320012,0.243324,0.0465748,0.532603,0.000158924,0.444768,0.00285145,0.243011,0.0517969,0.276694,0.0220102,0.455668,0.0148546,0.0592936,0.104497,0.491372,0.00734678,0.270329,0.0409288,0.386513,0.0338691,0.0117996,0.175033,0.0254129,0.163315,0.0504002,0.134043,0.0539144,0.118796,0.0980813,0.0900441,
200,0.438662,0.654931,0.396848,0.902527,0.792013,0.579043,0.829143,0.840021,0.791163,0.605575,0.767368,0.79597,0.35356,0.699962,0.668172,0.770681,0.992498,0.885436,0.553754,0.726711,0.536137,0.582899,0.395305,0.659778,0.780993,0.849783,0.787389,0.939853,0.944638,0.959279,0.859032,0.77705,0.928368,0.709124,0.157846,0.955581,0.377385,0.791069,0.343388,0.793011,0.689803,0.262092,0.211199,0.414605,0.579775,0.225947,0.279525,0.269871,0.254892,0.279786,0.122457,0.200438,0.609897,0.0647522,0.771839,0.00041292,0.0685892,0.160583,0.615356,0.000320012,0.557393,0.00837455,0.329005,0.0488378,0.525102,0.000158924,0.461831,0.00236701,0.0506532,0.117118,0.445703,0.00487376,0.413502,0.00285145,0.488334,0.00463632,0.366653,0.00305201,0.386513,0.0327439,0.223329,0.0453193,0.0126388,0.17138,0.0239263,0.162859,0.240671,0.0492213,0.0499264,0.132126,0.276694,0.0205405,0.269932,0.0406629,0.0572722,0.101803,0.0537577,0.118401,0.0980218,0.0899476,
210,0.748327,0.804142,0.366437,0.681902,0.686753,0.791641,0.991425,0.965237,0.596096,0.746466,0.796522,0.649303,0.334708,0.654458,0.749819,0.847987,0.806964,0.947092,0.993076,0.89891,0.878068,0.856142,0.882604,0.806527,0.121877,0.979758,0.35361,0.776008,0.39414,0.882335,0.454722,0.600231,0.949552,0.73919,0.327607,0.827103,0.805616,0.660175,0.533647,0.589987,0.23741,0.415971,0.670776,0.253698,0.57311,0.201471,0.250173,0.246294,0.228883,0.269627,0.589994,0.0635473,0.113724,0.17467,0.7533,0.00041292,0.558209,0.00837455,0.571721,0.00036849,0.486887,0.000158924,0.318058,0.0252255,0.486855,0.00285344,0.018596,0.150829,0.452686,0.00236701,0.438764,0.0016413,0.385511,0.00285145,0.0134205,0.156173,0.366047,0.00766193,0.366653,0.00589872,0.0449593,0.100843,0.0239263,0.149026,0.0451339,0.131866,0.267485,0.0400337,0.239859,0.0465931,0.0530385,0.116968,0.275955,0.0198649,0.222502,0.0424828,0.0978066,0.089868,0.0571588,0.101748,
220,0.792142,0.606612,0.343651,0.630323,0.736584,0.849789,0.798937,0.937458,0.983701,0.939921,0.892782,0.821,0.961305,0.802458,0.149975,0.990182,0.347203,0.766609,0.404038,0.883498,0.482417,0.636056,0.990633,0.72622,0.729782,0.811738,0.948779,0.992251,0.789208,0.799615,0.339063,0.795111,0.560883,0.581678,0.332509,0.670306,0.8227,0.628124,0.585304,0.72873,0.687129,0.234174,0.194279,0.404029,0.553485,0.198656,0.201588,0.265429,0.243035,0.229012,0.586827,0.0372725,0.0945589,0.156538,0.740487,0.00208608,0.538134,0.00036849,0.543493,0.00120516,0.481118,0.00216597,0.46871,0.000379208,0.429206,0.00236701,0.438764,0.0016413,0.368553,0.0060029,0.355708,0.0101677,0.358415,0.00766533,0.316402,0.012481,0.0145066,0.154902,0.0187124,0.135536,0.0174071,0.142437,0.238277,0.0444397,0.266361,0.0368628,0.041092,0.123428,0.0515654,0.115727,0.042797,0.0980797,0.2754,0.0189238,0.0973243,0.08941,0.222326,0.0422369,0.0570749,0.101425,
230,0.906483,0.794097,0.964532,0.774245,0.0968873,0.974832,0.353015,0.742407,0.424876,0.835478,0.496531,0.609895,0.983772,0.772769,0.77916,0.759962,0.975557,0.918328,0.773199,0.82835,0.311254,0.790773,0.645371,0.888389,0.323163,0.705984,0.82549,0.639863,0.557347,0.725119,0.80551,0.544509,0.970412,0.921689,0.792654,0.985313,0.593821,0.581561,0.338803,0.642388,0.682846,0.230927,0.171244,0.390928,0.500746,0.177422,0.185127,0.245868,0.192816,0.203023,0.580945,0.0370604,0.70045,0.00208608,0.535761,0.00036849,0.520847,0.00120516,0.0589079,0.137347,0.46871,0.00208894,0.446132,0.00216597,0.424882,0.00375355,0.400237,0.00236701,0.347772,0.0060029,0.351981,0.00807783,0.0149695,0.154902,0.324976,0.0104868,0.294207,0.012481,0.232854,0.0444397,0.0202371,0.129683,0.0200909,0.135072,0.264697,0.0201433,0.039082,0.123059,0.0508488,0.114829,0.273268,0.0181654,0.221989,0.0422153,0.0972142,0.0886282,0.0570261,0.101161,0.0425895,0.0976632,
