mc_step,l = 0error,l = 1error,l = 2error,l = 3error,l = 4error,l = 5error,l = 6error,l = 7error,l = 8error,l = 9error,l = 10error,l = 11error,l = 12error,l = 13error,l = 14error,l = 15error,l = 16error,l = 17error,l = 18error,l = 19error,l = 20error,l = 21error,l = 22error,l = 23error,l = 24error,l = 25error,l = 26error,l = 27error,l = 28error,l = 29error,l = 30error,l = 31error,l = 32error,l = 33error,l = 34error,l = 35error,l = 36error,l = 37error,l = 38error,l = 39error,l = 40error,l = 41error,l = 42error,l = 43error,l = 44error,l = 45error,l = 46error,l = 47error,l = 48error,l = 49error,
100,0.0575472,0.0552387,0.0602523,0.0595586,0.0534077,0.0541664,0.0527783,0.058506,0.0593434,0.054711,0.0557441,0.0579462,0.0555533,0.0543143,0.0523877,0.0548218,0.0534957,0.0559661,0.0475227,0.0519448,0.0592038,0.0474511,0.0466101,0.0452786,0.043674,0.0434127,0.0429,0.0394687,0.0395399,0.0356161,0.0360857,0.0359335,0.0337608,0.0286702,0.0253925,0.0254238,0.0251786,0.022281,0.024608,0.0211931,0.022937,0.0219221,0.023105,0.0226095,0.0229253,0.0227893,0.0228121,0.0188,0.0093918,0.00695259,
110,0.0531442,0.052961,0.0583339,0.0593998,0.0547883,0.0558822,0.0575543,0.0555538,0.0553049,0.0525621,0.0554562,0.0532553,0.056181,0.0576069,0.0598575,0.0587467,0.0529468,0.059533,0.0523036,0.0478929,0.0464092,0.0549116,0.0459041,0.0460772,0.0426042,0.0424152,0.0421106,0.0391427,0.0389608,0.0344072,0.030817,0.0320855,0.0295326,0.0271345,0.0227014,0.0237792,0.0224442,0.0223958,0.0181426,0.0227282,0.0195263,0.0227395,0.0209225,0.0227112,0.0204955,0.0225069,0.0212462,0.0187249,0.00938206,0.0068987,
120,0.0562853,0.0579498,0.0564104,0.0552106,0.0522302,0.0559094,0.0538711,0.0563633,0.0565454,0.0598766,0.0587404,0.0588121,0.0592568,0.0539451,0.0533033,0.0517225,0.0550225,0.0469968,0.0471218,0.0533843,0.0589197,0.0530002,0.0466358,0.0446963,0.0417858,0.0416026,0.0398009,0.0392295,0.0369036,0.033236,0.0293408,0.0282667,0.0273147,0.0268229,0.0228349,0.0220634,0.0214686,0.0196178,0.0186617,0.0201284,0.0211057,0.0172732,0.021159,0.0172783,0.0206595,0.0188358,0.0203047,0.0186829,0.00937729,0.00684039,
130,0.0558413,0.0537545,0.0570338,0.0561807,0.0602298,0.0583374,0.0590369,0.059245,0.0540987,0.052805,0.052493,0.0551307,0.055088,0.0470209,0.0535872,0.0590534,0.0556388,0.0580417,0.0528643,0.0569486,0.0468715,0.0532066,0.0453343,0.0442178,0.0422225,0.0410601,0.0371293,0.0351743,0.0348775,0.0306361,0.0272846,0.0256548,0.0230761,0.0213065,0.0196771,0.0178006,0.0183966,0.0202729,0.0135147,0.0197938,0.0180023,0.0196435,0.0187061,0.0186201,0.0172482,0.0185359,0.0163675,0.0170281,0.00936218,0.00679694,
140,0.0579091,0.0594991,0.0591856,0.0542109,0.0525931,0.0527693,0.0548456,0.0553525,0.0457865,0.0532695,0.059156,0.0559423,0.0580255,0.0537462,0.0570908,0.0565609,0.0554543,0.0533615,0.0527553,0.0558933,0.0602111,0.0460699,0.0453723,0.0416819,0.0417549,0.0374186,0.0343798,0.0329808,0.0304249,0.0291139,0.0254448,0.019055,0.0191818,0.0173329,0.0186049,0.0132059,0.018363,0.0121584,0.0169867,0.0140599,0.0183545,0.0147198,0.0179747,0.0124341,0.0175463,0.0170945,0.0168982,0.0162733,0.0093231,0.00676311,
150,0.0532942,0.0546609,0.0554377,0.0460401,0.0525911,0.0591958,0.055632,0.058158,0.053803,0.0569711,0.0566062,0.0576887,0.0539481,0.0522354,0.0559334,0.0601678,0.0542998,0.0592111,0.0596714,0.0518012,0.0551116,0.0446382,0.0446162,0.0402246,0.0398498,0.0358909,0.0335903,0.031125,0.0286764,0.0272323,0.0202629,0.0177736,0.0165798,0.0166236,0.0165957,0.0149973,0.0117798,0.0173289,0.0104764,0.017063,0.00971663,0.0168282,0.011605,0.0168142,0.0136041,0.0160613,0.0145784,0.0121124,0.00931572,0.00672202,
160,0.0590834,0.0557597,0.0582182,0.0551431,0.057194,0.0565273,0.0574266,0.0530873,0.0530306,0.0556179,0.059683,0.0530348,0.0593008,0.0593623,0.0445563,0.0554374,0.0532519,0.0523462,0.0555214,0.0541577,0.0514899,0.0429655,0.0438982,0.0401748,0.0384353,0.031891,0.0303029,0.0242637,0.0249263,0.0234099,0.0169167,0.0159799,0.0138806,0.0114745,0.0156698,0.0126493,0.0161902,0.00809586,0.0152742,0.0127254,0.015527,0.0101916,0.0136819,0.0099069,0.0134692,0.0095455,0.0120127,0.011597,0.00929633,0.00665649,
170,0.0562539,0.0573585,0.0529071,0.0531696,0.0552318,0.0594803,0.052671,0.0588176,0.0591263,0.0592284,0.0547004,0.056378,0.0534238,0.0553177,0.0586196,0.0547363,0.05274,0.0541145,0.0573527,0.0508929,0.0444719,0.0428073,0.0407385,0.0385162,0.0364094,0.029269,0.0257487,0.0240902,0.0233586,0.0201649,0.0157659,0.0152339,0.0128432,0.012117,0.00944223,0.0119955,0.0125238,0.00579034,0.0105236,0.0122429,0.00780591,0.0119713,0.00442534,0.0114883,0.0115763,0.010119,0.00976963,0.00942513,0.00926548,0.00660305,
180,0.059557,0.0530585,0.0586683,0.059439,0.0596074,0.0543901,0.0562458,0.0539362,0.0548636,0.0583273,0.0530661,0.0559167,0.0535322,0.0573645,0.055059,0.0573066,0.0527476,0.0553758,0.0525615,0.0518099,0.0431076,0.0433201,0.0385153,0.0383364,0.0364858,0.0270865,0.0255364,0.0202795,0.0189417,0.0177554,0.0156067,0.0109763,0.0101242,0.00820688,0.00897484,0.00610559,0.0117774,0.00629599,0.0106155,0.0115763,0.00736379,0.0100465,0.00932204,0.00945753,0.00496349,0.00936207,0.00750065,0.0092598,0.00429116,0.00655509,
190,0.054156,0.0567977,0.0545206,0.0549779,0.0575355,0.0524885,0.0562458,0.052964,0.0581127,0.0551408,0.0571429,0.0528469,0.0560257,0.0591235,0.0534014,0.0528187,0.052391,0.05845,0.0595279,0.0598517,0.0438788,0.0426994,0.0362628,0.0383094,0.0360933,0.0257263,0.0224886,0.0150779,0.0122086,0.0150444,0.0111358,0.01152,0.0100015,0.0076731,0.0113591,0.00556231,0.0097388,0.00800729,0.00633331,0.00432168,0.00883083,0.00344789,0.00916725,0.00588226,0.00904619,0.00731221,0.00729842,0.00648932,0.0048463,0.00424738,
200,0.0523434,0.0559298,0.0538362,0.0580953,0.0543548,0.0572268,0.0521907,0.0562866,0.0593047,0.0547714,0.0518365,0.0519253,0.0579704,0.0589925,0.0598494,0.0574569,0.0568575,0.0531271,0.0541041,0.0537252,0.0420741,0.0407688,0.0381682,0.0347113,0.0346286,0.0212751,0.0205027,0.0142133,0.0118354,0.0113591,0.0107066,0.00938166,0.00959056,0.00835507,0.00436791,0.00805727,0.00736523,0.0089742,0.00644,0.00888627,0.00452989,0.00706498,0.0070973,0.0058359,0.0061979,0.00427039,0.00583057,0.00298027,0.00478263,0.00422901,
210,0.0572279,0.0520045,0.056698,0.0600781,0.0554212,0.0551856,0.0509836,0.0577851,0.0591566,0.0594452,0.058511,0.0579455,0.0525367,0.0535709,0.0556337,0.0513514,0.0573826,0.0540701,0.0554267,0.0519709,0.0416102,0.041332,0.0361904,0.031957,0.0329918,0.019832,0.0176182,0.0138925,0.0107245,0.0105161,0.00883454,0.00580071,0.00888469,0.00564861,0.00816669,0.00788174,0.00680791,0.00608151,0.00633123,0.00636177,0.00220633,0.00575523,0.00571453,0.00565025,0.00541639,0.00454128,0.004232,0.00413686,0.00420232,0.00296626,
220,0.054381,0.050578,0.0577351,0.0590222,0.0598135,0.0581685,0.0582483,0.0534397,0.0533298,0.0557487,0.0524347,0.0573906,0.0572216,0.0601659,0.0573924,0.0537046,0.0520515,0.0512912,0.0549709,0.0550581,0.0403195,0.0397207,0.0356101,0.0316022,0.0302447,0.0152346,0.0137215,0.0138064,0.0098545,0.00999057,0.00874937,0.0084771,0.00768672,0.00788174,0.0064,0.00610214,0.00616363,0.0051832,0.00595076,0.00457975,0.00505906,0.00504976,0.00520822,0.0043701,0.00426824,0.00189276,0.0041985,0.00410158,0.00410006,0.00292241,
230,0.057902,0.0579122,0.0516334,0.052979,0.0552857,0.0520289,0.057977,0.0568051,0.0595731,0.0576704,0.0532605,0.0576689,0.0518824,0.055196,0.0547749,0.0531955,0.0595867,0.059464,0.0523553,0.0507782,0.0400469,0.0382252,0.0326872,0.0292835,0.0256312,0.0150551,0.0130802,0.0098075,0.00953508,0.00776124,0.00849279,0.0080311,0.00759789,0.00710738,0.00597172,0.00601916,0.005936,0.00539425,0.00467366,0.00482045,0.00416124,0.00450461,0.00393127,0.00418193,0.00410208,0.0041338,0.0040835,0.00397967,0.00288796,0.00185395,
240,0.0513726,0.0587373,0.0563241,0.059355,0.0574199,0.0541317,0.0577659,0.0523653,0.0550892,0.0555721,0.0524375,0.0596493,0.059557,0.0518538,0.0515915,0.0577005,0.0584358,0.0557482,0.0515701,0.0523343,0.0379303,0.0382353,0.0269251,0.026281,0.0247883,0.0142289,0.0130306,0.00936774,0.00905905,0.00826137,0.00789644,0.00646535,0.0065024,0.00552408,0.00250021,0.00549244,0.00524439,0.004469,0.00362387,0.00352085,0.00398094,0.00379998,0.00397755,0.00384787,0.00375168,0.00381635,0.00387435,0.00380393,0.0028378,0.00180875,
250,0.054819,0.0579041,0.0523681,0.0551521,0.0556543,0.0525658,0.0602836,0.0590358,0.0495831,0.0512749,0.0579761,0.0584959,0.0552702,0.0580022,0.0589849,0.0565359,0.0476343,0.0532503,0.0569581,0.0514132,0.0391556,0.0386198,0.0242573,0.0232343,0.0179824,0.013115,0.011363,0.00930074,0.00836545,0.00783027,0.00729151,0.00639226,0.00627201,0.0051393,0.00502616,0.0048759,0.004469,0.00333311,0.00352643,0.00355749,0.000846961,0.00383817,0.00308705,0.0036589,0.00362449,0.00345034,0.00362743,0.00339225,0.00279414,0.00177614,
260,0.0522065,0.060228,0.0592219,0.0476759,0.0483182,0.057555,0.0586967,0.0544494,0.0578616,0.0599613,0.0563246,0.0555406,0.053049,0.0572322,0.0576316,0.05475,0.0549251,0.0520767,0.0468775,0.0490648,0.0374396,0.0381463,0.0192194,0.0189742,0.0133295,0.0132033,0.0100738,0.00868677,0.00789781,0.00741249,0.00719187,0.0060531,0.00557219,0.00502401,0.00400565,0.0037824,0.00367853,0.00340678,0.00269908,0.00310943,0.0033796,0.00259851,0.00330502,0.00342031,0.00295533,0.00335592,0.00079061,0.00297535,0.00274428,0.00176168,
270,0.0578173,0.0583526,0.0530433,0.0584442,0.0602174,0.0562511,0.0546613,0.0517115,0.057428,0.0577196,0.0483229,0.0551489,0.0599109,0.0591811,0.0477151,0.054561,0.050442,0.047816,0.0513865,0.0479477,0.0372898,0.0316633,0.0110217,0.0150212,0.0125057,0.00908059,0.00860844,0.0073692,0.00770297,0.00742342,0.00719187,0.00570955,0.00519683,0.00498454,0.00367853,0.00353083,0.00266144,0.00253564,0.00305046,0.00246684,0.00316911,0.00261399,0.00280293,0.00239959,0.00276949,0.00253717,0.00260796,0.00247625,0.00173637,0.00078553,
280,0.0565791,0.0556822,0.0526694,0.0573178,0.057848,0.0488713,0.0543055,0.0596734,0.0591257,0.0583483,0.0542013,0.0498786,0.0469735,0.0512026,0.0487125,0.0579736,0.0600285,0.0583823,0.0529443,0.0415525,0.0335525,0.0280195,0.0125741,0.0118613,0.00827106,0.00833976,0.00910308,0.00746791,0.0069969,0.00666422,0.0040483,0.00531963,0.00491872,0.00486864,0.00324285,0.00300627,0.00267619,0.00275451,0.00234824,0.00256231,0.00242095,0.0017917,0.0023942,0.00182886,0.00233988,0.00236243,0.0023761,0.00223961,0.00169289,0.000776767,
290,0.0494789,0.0549177,0.0601486,0.0585657,0.0582763,0.0538475,0.0491923,0.0482352,0.0516663,0.0489385,0.0584282,0.0598897,0.0587778,0.0582924,0.056608,0.0560549,0.0562625,0.0524594,0.0522924,0.0419224,0.0353829,0.0273607,0.0122466,0.0094427,0.00857733,0.00636434,0.00712788,0.00681599,0.00305908,0.00590938,0.00499426,0.00462384,0.00429147,0.00302435,0.00244764,0.00211499,0.00230092,0.00196484,0.00197128,0.00209417,0.00223152,0.0023049,0.00170714,0.00217862,0.00211733,0.00215538,0.00167403,0.00181615,0.00168306,0.000765902,
300,0.0537797,0.0482187,0.0484282,0.0508585,0.0488964,0.0584507,0.0594682,0.058221,0.0576738,0.0547946,0.0561475,0.0563847,0.058037,0.0519679,0.0523002,0.0564199,0.0601561,0.0581079,0.0488649,0.0411348,0.0331387,0.0236178,0.0114131,0.00979446,0.00844708,0.00666509,0.00677121,0.00598685,0.00551115,0.00468859,0.00403768,0.00362691,0.00298736,0.00154865,0.00151641,0.00187786,0.00182255,0.00212831,0.00159197,0.00168387,0.00190852,0.0020964,0.00138964,0.0017219,0.00139991,0.00174669,0.00163841,0.00166902,0.00164379,0.000755129,
310,0.0585337,0.0588977,0.058969,0.0565641,0.0538744,0.0568791,0.0564687,0.0578829,0.0524047,0.0514597,0.054893,0.0598901,0.058226,0.0498863,0.0542845,0.0498636,0.0485901,0.0517349,0.0490729,0.0477173,0.0249162,0.0179131,0.0112409,0.0089178,0.00797133,0.00621853,0.00617161,0.00544679,0.00511416,0.00365979,0.00351756,0.0033025,0.00273883,0.00149667,0.00145023,0.00129606,0.00181013,0.00112452,0.00143196,0.00119035,0.000903461,0.001529,0.00153221,0.00154185,0.00154741,0.00112795,0.00161644,0.00119964,0.00135302,0.000746119,
320,0.0569917,0.0564806,0.0581135,0.0533098,0.0519892,0.0554376,0.0596708,0.0582921,0.0489202,0.0536861,0.0502531,0.0591649,0.0558776,0.0480003,0.0415642,0.0583911,0.0586767,0.054967,0.0513402,0.0489278,0.017699,0.0143941,0.0110426,0.00848093,0.00775378,0.00619543,0.00527545,0.00501721,0.00426758,0.00321492,0.00269925,0.00224568,0.00199886,0.0017113,0.00107495,0.00101488,0.00135333,0.00101765,0.00115306,0.00151878,0.000928904,0.00143798,0.000666565,0.0014197,0.00105726,0.00132106,0.00110367,0.00105677,0.000865351,0.000739125,
330,0.0549944,0.0597389,0.059182,0.0495789,0.0539481,0.0486701,0.0590564,0.0558159,0.0498151,0.0483759,0.0585837,0.0589545,0.0575973,0.056479,0.0571989,0.0540688,0.0559207,0.0524077,0.0502349,0.0485564,0.0159639,0.0109631,0.0112015,0.00805754,0.00693454,0.00572589,0.00478184,0.00459276,0.00351513,0.00303027,0.00253519,0.00190134,0.00139465,0.00133838,0.000966133,0.000913401,0.00123606,0.000745981,0.00141789,0.000709744,0.00113794,0.000492178,0.00103816,0.0005515,0.000933566,0.00103369,0.000816795,0.000858528,0.000637699,0.000731001,
340,0.0498937,0.0595517,0.0547232,0.0504717,0.0472273,0.0587009,0.0588532,0.0572271,0.055934,0.0569597,0.0542243,0.0564183,0.0531581,0.0599954,0.0494332,0.0542314,0.0595618,0.0534298,0.0500777,0.0486232,0.0143334,0.0116246,0.0109176,0.00876508,0.00703313,0.00481638,0.00431827,0.00409345,0.00237296,0.00269161,0.0022969,0.00128246,0.000732801,0.00100997,0.000953656,0.00101107,0.00067582,0.000947869,0.000366109,0.000834165,0.00100015,0.000768902,0.000779429,0.0006011,0.000802396,0.000645162,0.000692876,0.000406941,0.000618179,0.000538489,
350,0.0584328,0.0593065,0.05687,0.0562001,0.0575109,0.0550669,0.0554656,0.0520527,0.0602608,0.055089,0.0541253,0.0596384,0.0446864,0.0597093,0.048174,0.0480067,0.0495059,0.0489176,0.053601,0.0498075,0.0102709,0.0125531,0.0111306,0.00754984,0.00705044,0.004279,0.00444521,0.00368978,0.00202841,0.00187525,0.0016088,0.000778362,0.000558922,0.000398512,0.000700447,0.000705972,0.000347569,0.000739537,0.000421977,0.000771069,0.000488654,0.000493521,0.000482484,0.000609691,0.000323807,0.00059708,0.000592029,0.000555994,0.000531937,0.00040472,
360,0.0558193,0.0559539,0.0520885,0.0601233,0.0544336,0.0529134,0.0594977,0.0442364,0.0596544,0.0469804,0.0485983,0.0501355,0.0471571,0.0538108,0.05874,0.0593241,0.0570475,0.0567559,0.0571557,0.0510836,0.0105903,0.0117603,0.0100483,0.00666572,0.00706175,0.00296822,0.00374445,0.00374888,0.00140672,0.00145933,0.00132884,0.00059375,0.000635234,0.000604258,0.00044881,0.000352284,0.000353353,0.000182292,0.000521248,0.000258993,0.000387273,0.000332069,0.000591383,0.000259137,0.000514091,8.23516e-05,0.00051837,0.000470109,0.000395547,0.00029527,
370,0.0535279,0.0595526,0.0423802,0.0596517,0.0471369,0.0491913,0.0515909,0.0472908,0.052945,0.0576498,0.059363,0.0573059,0.0570208,0.0568648,0.0512948,0.0565075,0.0564218,0.0600771,0.054302,0.0522739,0.0107378,0.00892636,0.0102631,0.00669695,0.00560722,0.0036776,0.00275599,0.00249303,0.00131258,0.000986609,0.000656542,0.000460851,0.000367555,0.000424878,0.000129389,0.000223155,0.000301319,0.000238628,0.000141176,0.000416285,0.000269193,0.00038821,0.000131174,0.0004333,0.000199983,0.000365337,0.000327007,0.000294585,0.000243436,7.67244e-05,
380,0.0492609,0.0510429,0.0471352,0.0529778,0.0571354,0.0592694,0.0580755,0.0568866,0.0569638,0.051065,0.0563078,0.0558457,0.0601563,0.0457392,0.0542823,0.0543537,0.0598329,0.0586731,0.0375685,0.0518185,0.0100214,0.00999335,0.00710576,0.00594873,0.00362018,0.00328293,0.00225247,0.0019644,0.000871296,0.00101561,0.000433715,0.00035737,0.000260184,0.00022437,0.000345197,0.000229377,0.000126521,0.000125148,0.000272953,0.000115191,0.000320801,6.37535e-05,0.000272727,6.65316e-05,0.000248666,0.000179121,0.000237778,0.00010762,0.000181089,6.34717e-05,
390,0.0592377,0.0572355,0.0564767,0.0572017,0.0522461,0.0567212,0.0563887,0.0598778,0.0501269,0.0551,0.0536103,0.0594258,0.0586773,0.0529336,0.0513536,0.0504001,0.0479458,0.0569917,0.0433945,0.0365707,0.0096838,0.00835071,0.00643154,0.0054245,0.00219596,0.00230674,0.00251541,0.00145185,0.000438649,0.000299915,0.000353496,0.000187094,0.000214123,0.00022105,0.000126284,0.000254608,7.2234e-05,0.000216969,5.28179e-05,0.000147108,5.08304e-05,0.000201471,3.67819e-05,0.000138253,0.000114059,0.000152709,5.58689e-05,0.000100837,5.49472e-05,5.99426e-05,
400,0.0569448,0.0556672,0.0595084,0.0473736,0.0541845,0.0531988,0.059519,0.0579917,0.0588692,0.0509574,0.0508972,0.04791,0.0571815,0.0589673,0.0522699,0.0569015,0.0564084,0.0530865,0.0439685,0.0360791,0.00828543,0.00867897,0.00677976,0.00548508,0.00194795,0.00208596,0.00145193,0.00150224,0.000370315,0.000211188,0.00023647,0.000178053,0.000160362,9.86422e-05,7.45075e-05,0.000109945,0.00012329,4.00516e-06,9.76089e-05,9.1257e-05,7.88044e-05,1.16703e-05,8.41165e-05,2.18636e-05,8.66589e-05,3.68947e-05,4.85549e-05,1.79526e-05,5.50098e-05,5.33194e-05,
410,0.0535591,0.0597802,0.0582999,0.058331,0.0502314,0.0493564,0.0475578,0.0568828,0.0594638,0.0514333,0.0571229,0.0554471,0.0521506,0.0575214,0.0560647,0.0592894,0.0547668,0.0468954,0.0460213,0.0367237,0.00704316,0.00687231,0.00723398,0.0047598,0.00153975,0.0014461,0.00167601,0.0013673,0.000335413,0.000173251,3.95234e-05,8.34829e-05,7.15126e-05,7.53831e-05,9.41074e-05,2.02953e-05,8.4733e-05,8.41112e-05,6.0404e-05,7.62636e-05,5.28172e-05,5.96111e-05,4.21442e-06,5.33511e-05,3.06965e-05,4.71751e-05,8.95709e-06,3.25373e-05,1.96849e-05,1.58837e-05,
420,0.0513346,0.0458268,0.0560577,0.0587994,0.0520065,0.0563308,0.0556801,0.0523387,0.057161,0.0567438,0.0588305,0.0594052,0.0545941,0.0531412,0.0574586,0.0461798,0.0582955,0.0507487,0.0449883,0.0358583,0.00698618,0.00653664,0.00713411,0.0045367,0.00102262,0.0013783,0.00108996,0.000875807,0.000301789,0.000122774,0.000138008,1.80727e-05,5.44892e-05,2.75522e-05,4.66021e-05,2.25895e-05,5.65309e-05,3.71677e-05,4.59708e-05,1.68847e-05,4.71751e-05,4.94685e-07,3.10526e-05,2.74664e-05,1.726e-05,2.17172e-05,1.67644e-05,1.49165e-05,2.96492e-06,7.77287e-06,
430,0.0574903,0.0543361,0.0503608,0.0556504,0.0567003,0.0587922,0.0599068,0.0495244,0.0540952,0.0579542,0.0456435,0.0589715,0.0565718,0.047352,0.050096,0.0546291,0.0584418,0.0503832,0.0432826,0.0371648,0.0073872,0.0073846,0.00627453,0.0054336,0.000568357,0.000909828,0.000898481,0.000590767,0.000104606,0.000112015,0.000233451,7.76578e-05,4.94064e-05,5.17448e-05,3.91819e-05,4.71751e-05,1.07365e-05,2.24398e-05,3.07183e-06,2.25895e-05,1.49841e-05,4.35182e-06,7.85383e-06,1.22987e-05,7.90053e-06,1.49028e-05,1.15379e-05,6.44929e-06,4.43495e-07,2.90188e-06,
