mc_step,l = 0error,l = 1error,l = 2error,l = 3error,l = 4error,l = 5error,l = 6error,l = 7error,l = 8error,l = 9error,l = 10error,l = 11error,l = 12error,l = 13error,l = 14error,l = 15error,l = 16error,l = 17error,l = 18error,l = 19error,l = 20error,l = 21error,l = 22error,l = 23error,l = 24error,l = 25error,l = 26error,l = 27error,l = 28error,l = 29error,l = 30error,l = 31error,l = 32error,l = 33error,l = 34error,l = 35error,l = 36error,l = 37error,l = 38error,l = 39error,l = 40error,l = 41error,l = 42error,l = 43error,l = 44error,l = 45error,l = 46error,l = 47error,l = 48error,l = 49error,
5570,0.0457656,0.0645493,0.0390107,0.0476197,0.0274422,0.0180602,0.0592509,0.0615495,0.06189,0.061553,0.0538041,0.0647842,0.0528055,0.016592,0.0226489,0.0223132,0.00353913,0.00588544,0.00245176,0.00186633,0.00225505,0.00172268,0.00307621,0.000752958,0.000802483,0.000784329,0.000657257,0.000788583,0.000784353,0.000650031,0.000664172,0.00065964,0.000657503,0.000649409,0.000649464,0.000649893,0.000648899,0.000649174,0.000649246,0.000651299,0.000648845,0.000649053,0.000648872,0.000649001,0.000648814,0.00064886,0.000648785,0.000648784,0.000648807,0.00064878,
5580,0.0308092,0.0613256,0.0540359,0.0572759,0.0536737,0.0636411,0.047717,0.05148,0.0424726,0.0453233,0.0580466,0.00891075,0.0663453,0.0458632,0.0636357,0.0493708,0.00205758,0.00546278,0.00196939,0.00250313,0.00353246,0.00125355,0.000872212,0.000823282,0.00113212,0.000696843,0.000690776,0.000649343,0.000715058,0.000655356,0.00569581,0.000726244,0.000658737,0.000649075,0.000651656,0.000651235,0.000649622,0.000648783,0.000648841,0.00064986,0.000649035,0.000648852,0.000648859,0.000648795,0.000648783,0.000651709,0.000649847,0.000648816,0.000648781,0.000648798,
5590,0.0366167,0.0651549,0.0662035,0.0541573,0.0373259,0.054465,0.0604662,0.0541205,0.0583732,0.0429624,0.0369372,0.0569479,0.0496471,0.0414341,0.0225972,0.00638871,0.00430418,0.00132186,0.0038505,0.000748172,0.00172793,0.00400006,0.000824822,0.000712246,0.000829749,0.00556017,0.000835652,0.000699702,0.000669788,0.000652177,0.000671262,0.000652042,0.00066329,0.000654163,0.000655099,0.000649328,0.000648942,0.00064882,0.000649418,0.000648907,0.000651323,0.000648918,0.000650333,0.000648896,0.000649644,0.00064878,0.000648782,0.000648789,0.000648889,0.00064878,
5600,0.0605875,0.0575619,0.0389629,0.0447492,0.0536182,0.0383975,0.0370382,0.0628791,0.0140708,0.0634742,0.063813,0.0154878,0.0280617,0.00221394,0.000798478,0.00128795,0.00642388,0.0024909,0.0657898,0.0030763,0.0115594,0.00401844,0.0016089,0.000885348,0.000688268,0.000839153,0.000946104,0.000760278,0.00068935,0.000653207,0.000652162,0.000654252,0.000660776,0.000648922,0.000655215,0.000651831,0.000652567,0.000662683,0.000649095,0.000651105,0.000648817,0.000648872,0.000648949,0.000648948,0.000648847,0.000648792,0.000648784,0.00064878,0.000648795,0.000648809,
5610,0.0452151,0.0426558,0.0536005,0.0357696,0.058619,0.0561539,0.0124225,0.00605154,0.048283,0.0228812,0.0531205,0.0140684,0.0429501,0.0654375,0.00437575,0.0139232,0.00652078,0.00363026,0.00314479,0.001177,0.00126914,0.000943733,0.000744636,0.000932279,0.000894622,0.00291474,0.000777203,0.000705704,0.000669321,0.000648931,0.000653141,0.000659112,0.000661511,0.000686316,0.000653516,0.000650637,0.000649471,0.000650632,0.000650443,0.000648816,0.000651463,0.000648919,0.000648803,0.000648789,0.000648795,0.000648843,0.000648781,0.000648783,0.000648783,0.000648799,
5620,0.0537525,0.0563182,0.0249479,0.0639846,0.041624,0.0554897,0.0646005,0.049336,0.0656256,0.0561255,0.0649718,0.0245133,0.0188783,0.0185894,0.000820364,0.000731986,0.0013426,0.0123888,0.0449361,0.00189296,0.00334811,0.0121558,0.000780344,0.000969712,0.000888914,0.000705532,0.000699746,0.000763545,0.000716694,0.000657234,0.000656887,0.000654086,0.000649042,0.000648942,0.000649663,0.000649262,0.000659845,0.00064881,0.0006505,0.000650169,0.000648845,0.000648783,0.000648882,0.000648901,0.000648796,0.000648891,0.000648818,0.00064882,0.000648814,0.000648779,
5630,0.0521863,0.0309686,0.0189518,0.0666287,0.0176326,0.0619032,0.0616905,0.0639551,0.0450019,0.048062,0.0369148,0.0503482,0.0379263,0.0372685,0.0486103,0.00252481,0.00487055,0.0114326,0.00220607,0.00109153,0.00076159,0.00115566,0.00143324,0.000830062,0.00068422,0.00068895,0.000659683,0.000677538,0.000653126,0.000687341,0.000654773,0.000660227,0.000693945,0.00066717,0.000653454,0.000651124,0.000648902,0.000648975,0.000649504,0.000648824,0.000648868,0.000648856,0.000648814,0.000652573,0.000648807,0.000648817,0.000648814,0.000648808,0.000648797,0.000648779,
5640,0.0431164,0.0451767,0.0546448,0.052338,0.0614305,0.0555962,0.0653295,0.0561292,0.055411,0.0605177,0.048191,0.041662,0.00936494,0.00263646,0.00676634,0.000768557,0.0057573,0.00281435,0.00131773,0.0190576,0.00381819,0.000895163,0.000770682,0.000935902,0.000742207,0.000660852,0.000718049,0.000668943,0.000660453,0.000658041,0.000666516,0.000673499,0.000649467,0.00066159,0.000650045,0.000648882,0.000649095,0.000648883,0.000650499,0.000652531,0.000649544,0.000650346,0.000649374,0.00064881,0.000648873,0.00064889,0.000648818,0.000648805,0.000648779,0.000648821,
5650,0.0245517,0.0661198,0.0597497,0.0558405,0.0491877,0.0564275,0.00380335,0.0525716,0.0661782,0.0658284,0.0176559,0.00110542,0.0357313,0.0312079,0.0338704,0.00195029,0.0110661,0.00310856,0.00304318,0.00252565,0.00247425,0.00127532,0.000771529,0.000676087,0.000667817,0.00064913,0.000733805,0.000675886,0.000655066,0.000658232,0.000670705,0.000656897,0.00065112,0.000651891,0.000652741,0.000650686,0.000649425,0.000649338,0.000649057,0.000648997,0.000648846,0.000648865,0.00064879,0.000648784,0.000648788,0.000648823,0.00109647,0.00064878,0.000648798,0.000648809,
5660,0.0596737,0.0659062,0.0474613,0.0498251,0.0562584,0.0332456,0.030745,0.0513336,0.0149285,0.053535,0.0191042,0.00951559,0.00138955,0.00631783,0.0298146,0.0244628,0.0626868,0.00379265,0.019354,0.00379993,0.00114019,0.000953751,0.000846816,0.000840049,0.00066616,0.000657937,0.00068333,0.000668211,0.000650988,0.000667675,0.000690346,0.0662328,0.000682381,0.00145104,0.000649057,0.000650787,0.000649216,0.000649322,0.000648983,0.000648815,0.000648783,0.00109647,0.000649043,0.0006488,0.000648802,0.000648872,0.000648796,0.000648796,0.000648797,0.000648782,
5670,0.0607243,0.0474344,0.0493353,0.0620695,0.0353413,0.058453,0.0649884,0.0572908,0.00473042,0.0563476,0.0302058,0.0413266,0.0507864,0.0387896,0.0607535,0.00813727,0.00840468,0.00374136,0.00530941,0.000782123,0.00208361,0.000819048,0.00066777,0.000689877,0.0178037,0.00222657,0.0662277,0.000650174,0.0011801,0.000660135,0.00083416,0.000649795,0.00065654,0.00066589,0.000656724,0.000649577,0.00107237,0.000649345,0.000649078,0.000649246,0.000648787,0.000648924,0.000648921,0.000648834,0.000648811,0.000648806,0.00064884,0.000648779,0.000648782,0.00064892,
5680,0.0650395,0.0498052,0.054908,0.0448323,0.0590651,0.0535548,0.0305315,0.0584356,0.0595637,0.0557517,0.0520013,0.0204574,0.0496379,0.060753,0.001517,0.0113392,0.0146479,0.00622772,0.000714379,0.0172849,0.00123234,0.0663446,0.000853246,0.00204553,0.00080793,0.000925526,0.00120986,0.000906,0.000806686,0.000658538,0.000652426,0.00105906,0.000659146,0.000649328,0.000649128,0.000649788,0.000649939,0.000648976,0.000648982,0.000649097,0.000651718,0.000648822,0.000651038,0.000649015,0.000648959,0.000648781,0.000648826,0.00064878,0.000648783,0.000648789,
5690,0.0478343,0.0659703,0.0514616,0.0423926,0.0535223,0.0336745,0.0346641,0.0515447,0.0613141,0.0462178,0.0596725,0.0645642,0.00603423,0.00357606,0.013347,0.0491607,0.0656886,0.0486467,0.00170393,0.00156648,0.00125046,0.000683438,0.000836131,0.000938991,0.000913284,0.000742377,0.00884164,0.000768414,0.000771116,0.000687844,0.000692109,0.000657197,0.000651499,0.000649341,0.000650269,0.00065312,0.000651513,0.00065653,0.000649902,0.000648975,0.000648874,0.000648976,0.000649168,0.000649168,0.000648823,0.000648779,0.000648799,0.000648789,0.000648791,0.000648857,
5700,0.0500946,0.0385649,0.0640938,0.0626242,0.0589237,0.0634985,0.0617259,0.0532285,0.0423628,0.0234609,0.0138646,0.0564318,0.0591023,0.0425999,0.0533229,0.0373278,0.0161558,0.000708402,0.00127681,0.000869106,0.000871378,0.00866074,0.00223634,0.00302612,0.00344253,0.000777559,0.00070895,0.000691335,0.000728174,0.000774116,0.000693322,0.000661321,0.000662852,0.000650279,0.000649261,0.00064992,0.000652301,0.00064913,0.000649169,0.000648846,0.00064888,0.00064878,0.000648791,0.000648783,0.000648841,0.000649672,0.000649117,0.000648802,0.000648809,0.000648784,
5710,0.0573035,0.0456829,0.0467437,0.0605497,0.0557562,0.0525775,0.0532826,0.0538452,0.0447522,0.0333556,0.0645224,0.041004,0.0118444,0.0261538,0.0150292,0.00369288,0.0118033,0.0382976,0.000834668,0.00245863,0.00253343,0.00156689,0.0012759,0.000775663,0.000746104,0.000711846,0.000841834,0.000711229,0.000679287,0.000670524,0.000653524,0.000649848,0.000653478,0.000734308,0.000653051,0.000649323,0.000648873,0.000648919,0.000648811,0.000658156,0.000649648,0.000649548,0.000648922,0.000649016,0.000648977,0.00064885,0.000648813,0.000648779,0.000648781,0.000648784,
5720,0.0607398,0.0175705,0.0335844,0.0447187,0.060519,0.0648975,0.0565199,0.0566976,0.0227944,0.043077,0.0556406,0.0313715,0.0207775,0.0128445,0.0383863,0.0125658,0.0116272,0.00260166,0.00342212,0.00404089,0.00248743,0.00156223,0.000676249,0.000712027,0.000908734,0.000668341,0.000830951,0.000658677,0.000681226,0.000649219,0.000699029,0.000649456,0.000649819,0.000659279,0.000648845,0.000654336,0.000658987,0.000662544,0.000650896,0.000650568,0.000649158,0.000649564,0.000648993,0.000648856,0.000648788,0.000648796,0.000648804,0.00064878,0.000648799,0.000648834,
5730,0.0665357,0.0298215,0.0496415,0.0418164,0.0264168,0.0529448,0.00327119,0.0385436,0.0570117,0.0601986,0.0259318,0.0262741,0.0431247,0.00494347,0.00844903,0.0135878,0.0239689,0.00183976,0.000862163,0.000693025,0.000958743,0.000938641,0.00495873,0.00243145,0.00159338,0.000663726,0.000779823,0.000675074,0.000679063,0.00065516,0.000734178,0.000662381,0.000664893,0.000648836,0.000651951,0.000649449,0.000650797,0.000651245,0.000649456,0.000648835,0.00064898,0.000648836,0.000648852,0.000649142,0.000649113,0.000648796,0.000648945,0.000648789,0.000648784,0.000648792,
5740,0.0660912,0.0331004,0.0286773,0.0638005,0.0634369,0.0512001,0.0555722,0.0517361,0.065127,0.0171774,0.0411359,0.0415949,0.0107462,0.00386287,0.0049755,0.0101348,0.0530478,0.0580449,0.00441376,0.000927369,0.00491478,0.000951381,0.0019508,0.000796027,0.000894719,0.000715498,0.000776449,0.000654293,0.000656226,0.000666243,0.000651051,0.000650784,0.000651741,0.00065189,0.000707747,0.000650979,0.000648862,0.000649311,0.000649003,0.000649108,0.000649656,0.00064889,0.000650225,0.00064952,0.000648874,0.000648792,0.000648846,0.000648843,0.000648782,0.000648788,
5750,0.0547643,0.0368546,0.0533425,0.0624766,0.0324928,0.0580746,0.0631142,0.0588954,0.0185635,0.0251773,0.0107481,0.0278741,0.0296779,0.0447741,0.0640666,0.0627759,0.00235978,0.0115029,0.000806715,0.000837447,0.00113461,0.00151667,0.000660186,0.00121989,0.000734046,0.00132539,0.000797013,0.000760395,0.000682735,0.00068335,0.000791872,0.000717884,0.000661447,0.000653167,0.000649226,0.000649831,0.000649496,0.000649683,0.000649111,0.000648782,0.000649092,0.000649022,0.000648859,0.000648884,0.000648836,0.000648809,0.000648791,0.000648795,0.0006489,0.000648779,
5760,0.064656,0.0437251,0.0645043,0.0279443,0.022375,0.0604173,0.0144674,0.0373836,0.0262281,0.0580952,0.0593107,0.0543349,0.0665711,0.0211458,0.0113408,0.0237481,0.000869967,0.001629,0.00286503,0.000865271,0.00121144,0.000715532,0.000668493,0.000933125,0.00097714,0.000704159,0.000868261,0.00338291,0.000683923,0.000667847,0.000659594,0.000649688,0.000655532,0.000649045,0.00064902,0.000649264,0.000648963,0.0006505,0.000650247,0.00065101,0.000656045,0.00064884,0.000648877,0.000648852,0.000648965,0.000648888,0.000648816,0.000648793,0.000648789,0.000648781,
5770,0.051378,0.0542691,0.0378478,0.0656003,0.0325725,0.0647857,0.0558517,0.0529327,0.0557478,0.0593258,0.0582432,0.0655405,0.0418984,0.00138094,0.00742664,0.00314104,0.00155099,0.00127714,0.00243846,0.00359877,0.00201903,0.000841419,0.00104494,0.0342615,0.000681809,0.000838866,0.000681334,0.000675322,0.000682593,0.000673582,0.000651726,0.000649055,0.000654824,0.000651045,0.000651073,0.000652988,0.000651988,0.000651109,0.000649045,0.000648937,0.000648818,0.000648958,0.000648785,0.000648805,0.000739049,0.000648834,0.000648792,0.000648817,0.00064878,0.000648784,
5780,0.0496725,0.0651446,0.0612665,0.0606872,0.032731,0.0576598,0.055779,0.0373869,0.0619449,0.0520454,0.0446326,0.00127814,0.0238485,0.059994,0.0201888,0.00221101,0.00808622,0.0129876,0.033705,0.000692868,0.00191535,0.000900609,0.000917023,0.000667589,0.000766951,0.00093445,0.000653725,0.000858531,0.000650499,0.000679353,0.000654004,0.000666622,0.000651898,0.00064936,0.00065203,0.000648857,0.00064908,0.000648829,0.000649067,0.000723724,0.000650764,0.00064901,0.00064887,0.000648831,0.000648788,0.000648815,0.000648779,0.000648806,0.000648806,0.000648783,
5790,0.0402067,0.061699,0.0621842,0.0558663,0.0161072,0.0318415,0.0557541,0.0662079,0.0512782,0.0614969,0.0532714,0.048376,0.000656992,0.00789437,0.0613386,0.00165368,0.00252401,0.000717964,0.00101393,0.00373759,0.00175947,0.000668434,0.00313098,0.00101691,0.00067227,0.00071181,0.000721284,0.000652467,0.000653459,0.000784747,0.000913071,0.000662662,0.000653913,0.000649047,0.000714693,0.00065581,0.000658441,0.000649469,0.00065246,0.000649003,0.000648951,0.000648923,0.000649622,0.000648847,0.000648813,0.000648797,0.00064878,0.000648793,0.000648782,0.000648788,
5800,0.0435001,0.0627389,0.0552407,0.0580061,0.0607157,0.0553729,0.0664152,0.0576168,0.0194495,0.0547251,0.0599665,0.034041,0.0278437,0.00869634,0.00506641,0.00974176,0.0525275,0.00224767,0.00118861,0.0501777,0.000710789,0.00236248,0.00102791,0.000679686,0.00113012,0.000804085,0.000668673,0.000661386,0.000652528,0.000699161,0.000809274,0.000654754,0.000651523,0.000662846,0.000653178,0.000649233,0.000649179,0.000649518,0.00064878,0.000648831,0.000649075,0.000649043,0.000648877,0.000648782,0.000648882,0.000648779,0.000648823,0.000648837,0.000648828,0.000648779,
5810,0.0541188,0.0198438,0.0555313,0.00730522,0.0656279,0.0181462,0.0256402,0.0336253,0.0334389,0.0580837,0.0601194,0.0379653,0.0221203,0.00607079,0.0465836,0.0484194,0.0488894,0.00385401,0.00191413,0.00296111,0.00240168,0.000935625,0.0010752,0.000975437,0.000811213,0.000667047,0.000804554,0.000681253,0.000714583,0.000659799,0.000649292,0.000650408,0.000663463,0.000923553,0.000650723,0.00065089,0.000652655,0.000663432,0.000742816,0.000650028,0.000649679,0.00064885,0.000648971,0.000648876,0.00064881,0.00064878,0.000648814,0.000648782,0.000648781,0.000648779,
5820,0.0614792,0.052102,0.0529517,0.0637224,0.0595564,0.053399,0.0389054,0.0542752,0.0508588,0.0203191,0.0621101,0.033602,0.0593033,0.0173796,0.0241546,0.040738,0.00614104,0.00264121,0.00270926,0.0127895,0.00179819,0.00161532,0.000705458,0.00139433,0.00093319,0.0007512,0.000667144,0.00069812,0.000710542,0.000665028,0.000657397,0.000669378,0.000655677,0.000703096,0.00125041,0.000649668,0.000651136,0.000650321,0.000649283,0.000649931,0.000649098,0.00064886,0.000648861,0.00064881,0.000648885,0.00064899,0.000648789,0.00064879,0.000648779,0.000648794,
5830,0.0391045,0.0663169,0.0502835,0.022329,0.0428377,0.0533955,0.0570445,0.00858463,0.0629335,0.0201441,0.032209,0.0260692,0.0532715,0.0107275,0.0135194,0.00413176,0.00761989,0.0116991,0.0592891,0.000764653,0.000680325,0.00115535,0.000740708,0.000810007,0.00125208,0.00122716,0.000935733,0.000849796,0.000652037,0.00115339,0.000652501,0.000670923,0.000650327,0.000650667,0.00065461,0.000654486,0.000649684,0.000648834,0.00064885,0.000648849,0.000649502,0.00064931,0.000648969,0.00064887,0.000648805,0.000648802,0.000648794,0.000648783,0.000648789,0.000648783,
5840,0.0441411,0.0533814,0.0477313,0.0603731,0.053184,0.0370577,0.0518027,0.0475839,0.0549167,0.064737,0.0438458,0.0573767,0.0572586,0.0589657,0.0195736,0.0367282,0.0258062,0.0142323,0.0100966,0.00179902,0.000941869,0.000999533,0.000707443,0.000680486,0.00160679,0.000711597,0.000702574,0.000673534,0.000701074,0.000730935,0.000681728,0.000651344,0.00065108,0.000654603,0.000649068,0.000648992,0.00065029,0.000650012,0.000649325,0.000648954,0.000648919,0.000648899,0.000648862,0.000648977,0.000648794,0.000648825,0.000648845,0.000648787,0.000648783,0.000648785,
5850,0.050331,0.0477454,0.00436933,0.0229393,0.0557242,0.0286684,0.0457167,0.0609055,0.0603955,0.0587111,0.0594132,0.0611461,0.018555,0.0603694,0.00107219,0.0452202,0.00338264,0.00876495,0.000651816,0.00167739,0.0120773,0.0013296,0.000727438,0.000863764,0.000858699,0.000663118,0.000687411,0.000722033,0.000667451,0.000659086,0.000653618,0.0006579,0.000661007,0.000678805,0.00065688,0.000651962,0.000649339,0.000648942,0.000649342,0.000649462,0.000649857,0.00064886,0.000648806,0.000648799,0.000648792,0.000648809,0.000648779,0.000648861,0.000648798,0.000648789,
5860,0.0609502,0.0398634,0.0619452,0.0619712,0.0565721,0.0280949,0.0423766,0.0575894,0.0626424,0.0598571,0.0445131,0.0566416,0.0642224,0.0637995,0.00867543,0.00183243,0.00159711,0.0010242,0.0013414,0.000792711,0.000896113,0.00163782,0.000804647,0.000761785,0.000713805,0.000766266,0.0053305,0.000670679,0.000675582,0.00066864,0.000666505,0.000659815,0.00065499,0.000649269,0.000653555,0.000649559,0.00064891,0.000650663,0.000653439,0.000650465,0.000648855,0.000648841,0.000648811,0.000648857,0.000649111,0.000648882,0.000648787,0.000648779,0.000648781,0.000648781,
5870,0.0291322,0.0553523,0.0521342,0.0370792,0.0626933,0.037732,0.0668349,0.0463686,0.021102,0.0448138,0.0613759,0.0589378,0.00627495,0.0128752,0.0105021,0.00594253,0.00127779,0.005339,0.0276614,0.0301045,0.000827283,0.00384922,0.000694295,0.000732625,0.000765076,0.000650588,0.00077572,0.000698809,0.000659036,0.000693881,0.000660646,0.000749058,0.000655125,0.000651167,0.000667528,0.000652411,0.000651515,0.000650628,0.000648861,0.000648862,0.000648933,0.000648816,0.000648962,0.000648872,0.000648779,0.000648798,0.000648797,0.000648853,0.000649496,0.000648797,
5880,0.047003,0.0525211,0.0623404,0.0511633,0.0601047,0.0145736,0.059674,0.0413564,0.0525741,0.0433307,0.0567631,0.0164794,0.00615657,0.0218822,0.0220765,0.0354152,0.00248154,0.00275067,0.000684578,0.000726441,0.00109389,0.00127061,0.00612521,0.00120658,0.000662186,0.000675909,0.00076534,0.00068318,0.000814783,0.000683925,0.00064945,0.000658558,0.000655184,0.000649494,0.000650346,0.000649582,0.000649028,0.000649212,0.0006496,0.000653721,0.00065692,0.000650641,0.000648903,0.000649527,0.000648814,0.000648829,0.000648801,0.000648786,0.000648783,0.000648784,
5890,0.0602683,0.0581564,0.0665383,0.0625317,0.0532985,0.0403758,0.0639709,0.0626183,0.0584177,0.0471087,0.0487903,0.0368372,0.0267463,0.00447865,0.00422383,0.00781933,0.00382868,0.00670438,0.00911934,0.0016579,0.00275045,0.00325895,0.000969703,0.000715614,0.000913719,0.000658067,0.000702467,0.00065442,0.000707547,0.000707859,0.000687969,0.000920733,0.000653675,0.000650583,0.000652189,0.000657072,0.000649464,0.000653257,0.000649506,0.000648822,0.000649302,0.000649218,0.000648905,0.000648803,0.000648832,0.000648816,0.000648798,0.000648804,0.000648799,0.000648781,
5900,0.0455326,0.027358,0.0524539,0.0583128,0.00514539,0.0134423,0.0576332,0.0568036,0.0453827,0.0572603,0.0213575,0.0584257,0.0151929,0.00238123,0.00483261,0.00391061,0.00275605,0.000870909,0.00205261,0.0015708,0.063927,0.00226245,0.00105412,0.00109607,0.000686614,0.000663365,0.000804453,0.000773591,0.000832858,0.000661731,0.000667476,0.000651032,0.000667709,0.000650064,0.000649165,0.000649969,0.000649058,0.000649399,0.000649049,0.000648864,0.000648837,0.00064881,0.000648788,0.000648791,0.000648817,0.000648914,0.00065744,0.000648804,0.000648794,0.000648793,
5910,0.0516586,0.0492046,0.0529231,0.013492,0.0426068,0.0416077,0.0303972,0.0363429,0.0568452,0.00703597,0.0182172,0.0191714,0.031596,0.045851,0.00309456,0.0598383,0.00506664,0.0031856,0.00303636,0.00175131,0.000914076,0.00154549,0.00120553,0.000915746,0.000650129,0.000777172,0.00909319,0.000657314,0.000661213,0.00066515,0.000661191,0.000651625,0.000649182,0.000664201,0.000649758,0.000651163,0.000656961,0.00064879,0.000648815,0.000648867,0.000649002,0.000654351,0.000658221,0.000648962,0.000649004,0.000648793,0.000648848,0.000648804,0.000648834,0.000648787,
5920,0.0520864,0.0534662,0.0580032,0.0578875,0.0468402,0.0617673,0.0316493,0.0328934,0.0666183,0.0344473,0.0634298,0.00608769,0.0653152,0.0547713,0.0313472,0.0021367,0.0101011,0.0037724,0.000774941,0.00102566,0.00135668,0.00652556,0.00137569,0.000728469,0.00075825,0.000670667,0.000755037,0.000706856,0.000988549,0.000655347,0.000671995,0.000666701,0.000648833,0.00075806,0.000649707,0.000649925,0.000650362,0.000660726,0.000658579,0.000649944,0.000648816,0.000649051,0.000648833,0.000648832,0.000648876,0.000648936,0.000648796,0.00064879,0.000648805,0.000648796,
5930,0.047333,0.0623589,0.0555378,0.0358474,0.0348429,0.0587615,0.0189142,0.0210705,0.0562635,0.0487093,0.0581872,0.0414978,0.0591456,0.00559091,0.00136219,0.00390727,0.00929788,0.000675232,0.00328312,0.000691187,0.00138956,0.0104671,0.000937301,0.000713099,0.000878882,0.000727451,0.00072182,0.000655225,0.000653802,0.000764886,0.00092806,0.00065803,0.000662054,0.000654145,0.000649017,0.000649784,0.000649197,0.000650873,0.000648983,0.000649287,0.000648818,0.000648874,0.000648836,0.000648893,0.000648845,0.000648795,0.0006488,0.000648788,0.000648803,0.000648782,
5940,0.059057,0.0137002,0.0411378,0.0606464,0.056088,0.0598617,0.0606302,0.0490314,0.0508295,0.0543985,0.0579139,0.0128319,0.0287996,0.01242,0.00801763,0.00281292,0.00433644,0.0256115,0.00193322,0.00139913,0.00137492,0.000745287,0.00106413,0.000871163,0.000759917,0.000829817,0.00196467,0.00839336,0.000665758,0.000657833,0.000657253,0.000660435,0.00065396,0.000649121,0.000653727,0.000650122,0.000659861,0.000649954,0.000648955,0.000648814,0.000648811,0.000648813,0.000648828,0.000648838,0.000648818,0.000648915,0.000648804,0.000648792,0.000648786,0.000648782,
5950,0.0268255,0.0451336,0.0646462,0.0410098,0.0644211,0.0505082,0.0527094,0.0481293,0.0338477,0.0538948,0.033775,0.0146425,0.0229182,0.0611486,0.062908,0.0637573,0.0116078,0.00410265,0.000730706,0.000735666,0.000985474,0.00152748,0.00567386,0.00114882,0.00068143,0.000702225,0.00069763,0.000665305,0.000661624,0.000650244,0.000652314,0.000709705,0.000660473,0.00065844,0.00066997,0.000650518,0.000652495,0.000648869,0.000649219,0.000649019,0.000648858,0.000648899,0.000649875,0.000648827,0.000648806,0.000648833,0.000648801,0.000648784,0.000648788,0.000648814,
5960,0.0648073,0.00908094,0.0568363,0.0340852,0.0586929,0.0231629,0.00758056,0.0517293,0.0612603,0.0396485,0.0364047,0.054596,0.0603597,0.0519113,0.00779223,0.0135304,0.000706765,0.00635111,0.000839431,0.00168284,0.000720465,0.0011601,0.000722291,0.000741066,0.00089725,0.00287308,0.000726535,0.000655484,0.000658208,0.000677226,0.000653809,0.000950023,0.000670875,0.000651931,0.00065932,0.00065435,0.000654479,0.000649008,0.00064932,0.000649081,0.000649388,0.000648835,0.000648805,0.000649253,0.000650652,0.000648819,0.000648857,0.000648821,0.000648809,0.000648791,
5970,0.0626679,0.0657201,0.0630025,0.0334365,0.0508442,0.0579205,0.0591149,0.0507934,0.0286258,0.0621425,0.0258412,0.0123508,0.038874,0.0269817,0.0233488,0.0252809,0.012251,0.00567467,0.000957456,0.00102588,0.00155624,0.00579684,0.00139243,0.000928389,0.000657363,0.000706105,0.000889829,0.000732876,0.000657019,0.000728165,0.000659041,0.000657226,0.000649199,0.000654637,0.000655931,0.000654572,0.000670074,0.000649025,0.000649281,0.000649612,0.000649018,0.00064909,0.000648825,0.000648905,0.000648792,0.000648819,0.000648821,0.000648789,0.000649517,0.000648787,
5980,0.0416841,0.0521581,0.0621792,0.0446565,0.0568186,0.00756749,0.0206786,0.0215909,0.0584875,0.051596,0.0448794,0.03648,0.00392088,0.0114055,0.0130448,0.0505363,0.00743795,0.00723626,0.0142163,0.00185969,0.00144061,0.000934619,0.0020069,0.000686766,0.000777867,0.000653846,0.000671264,0.000693682,0.000674096,0.000649226,0.000682777,0.000667028,0.00066638,0.000662421,0.000659254,0.000652964,0.00065203,0.000649274,0.000649685,0.000649026,0.000653494,0.000648866,0.00064896,0.00064894,0.000648864,0.000648782,0.000648784,0.000648784,0.000648795,0.000648796,
5990,0.00368774,0.0284552,0.0404878,0.00743484,0.0567217,0.0640913,0.046074,0.0520633,0.0594888,0.00616621,0.0558636,0.0618285,0.0502303,0.051909,0.000838114,0.00430247,0.00945525,0.000964488,0.00343155,0.0134643,0.000732733,0.00514245,0.000718872,0.000730814,0.00087883,0.000660283,0.000766737,0.000673574,0.000680187,0.000738131,0.000677542,0.000681434,0.000666446,0.000658285,0.000656774,0.000654588,0.000648913,0.000648819,0.000649954,0.000648895,0.000649463,0.000648805,0.000649466,0.000649234,0.000648798,0.000648824,0.000648805,0.000648858,0.000648789,0.000648792,
6000,0.0586645,0.06693,0.055005,0.0564339,0.0469747,0.0423447,0.0535626,0.0493898,0.0349154,0.0507892,0.0632728,0.0379074,0.0459636,0.00523221,0.0177597,0.000727551,0.00473846,0.00201027,0.000967223,0.000796691,0.000802353,0.0011257,0.0028855,0.000884291,0.000831228,0.000761826,0.000734601,0.000685808,0.000715462,0.000678858,0.000651803,0.000662089,0.000656642,0.0006614,0.00064946,0.000654839,0.000652543,0.000649376,0.000649045,0.000648974,0.000649723,0.000649169,0.000648993,0.000648993,0.000648844,0.000648781,0.000648782,0.000648843,0.000648864,0.000648785,
6010,0.0493848,0.0599757,0.063175,0.0645709,0.0350364,0.0228956,0.0567007,0.0565054,0.0635432,0.0123339,0.0647395,0.0581488,0.0592271,0.0294453,0.00438767,0.00921582,0.000800185,0.00368196,0.0020746,0.0658529,0.00107803,0.00223547,0.000867904,0.000775706,0.000874031,0.000653017,0.000758889,0.00108018,0.000654923,0.000658714,0.000651879,0.000669442,0.000648851,0.000649643,0.000650589,0.000650442,0.000649224,0.000649001,0.000649617,0.000648836,0.000655026,0.000648789,0.00065144,0.000648849,0.000648795,0.000648805,0.000648795,0.00064878,0.000648798,0.00064878,
