mc_step,l = 0error,l = 1error,l = 2error,l = 3error,l = 4error,l = 5error,l = 6error,l = 7error,l = 8error,l = 9error,l = 10error,l = 11error,l = 12error,l = 13error,l = 14error,l = 15error,l = 16error,l = 17error,l = 18error,l = 19error,l = 20error,l = 21error,l = 22error,l = 23error,l = 24error,l = 25error,l = 26error,l = 27error,l = 28error,l = 29error,l = 30error,l = 31error,l = 32error,l = 33error,l = 34error,l = 35error,l = 36error,l = 37error,l = 38error,l = 39error,l = 40error,l = 41error,l = 42error,l = 43error,l = 44error,l = 45error,l = 46error,l = 47error,l = 48error,l = 49error,
120,0.0631735,0.0644701,0.0643186,0.0627498,0.0666894,0.0621839,0.0613305,0.0606965,0.0594889,0.0607936,0.061611,0.0651197,0.062612,0.0598,0.0603292,0.0656908,0.0625014,0.0612648,0.0627606,0.0560512,0.0586187,0.0563917,0.0508786,0.0501162,0.0478981,0.0440541,0.0431975,0.0379726,0.0374267,0.0297422,0.0281979,0.0209592,0.0224555,0.0183348,0.0181152,0.0158383,0.014702,0.014103,0.0133865,0.0129507,0.0121004,0.011963,0.0114616,0.0114932,0.0113405,0.010537,0.00875724,0.00653079,0.00423322,0.0041236,
130,0.0623304,0.0618659,0.0609838,0.060077,0.060092,0.0608724,0.0653664,0.0616317,0.0613963,0.0613904,0.0657412,0.0621644,0.0615948,0.0630109,0.0635196,0.0640775,0.06409,0.0627787,0.0666164,0.0561143,0.0589332,0.0551344,0.0518716,0.0495891,0.0461956,0.0415629,0.0416592,0.0349876,0.0342327,0.0283874,0.0232407,0.0212949,0.0166154,0.0173581,0.0153259,0.0157159,0.0136273,0.0125738,0.0120703,0.0112627,0.0107985,0.0112661,0.0104137,0.0112336,0.0106221,0.010537,0.00849818,0.006422,0.00423319,0.00409453,
140,0.0611864,0.0651023,0.061597,0.0615358,0.0610777,0.065789,0.061904,0.061407,0.0625079,0.0633992,0.0640408,0.0641405,0.0599994,0.0667262,0.06193,0.0625036,0.0620379,0.0614327,0.060428,0.054595,0.0557122,0.058626,0.0491559,0.0496489,0.0451966,0.0406775,0.0390716,0.0313904,0.0267788,0.0248933,0.020631,0.0174707,0.0173581,0.0154998,0.0147092,0.0119426,0.0119458,0.00919528,0.0119279,0.0101961,0.0109099,0.00988411,0.010505,0.00971045,0.0103101,0.0102784,0.00828451,0.00633987,0.00420034,0.00404782,
150,0.0657229,0.0605253,0.0618624,0.062771,0.0634871,0.0642189,0.0639869,0.0599553,0.0668993,0.0619199,0.062391,0.0624253,0.0610396,0.0608658,0.0612773,0.0652562,0.0619627,0.0588062,0.0622316,0.0613831,0.0556195,0.0554005,0.0499012,0.0475539,0.0429469,0.0395196,0.0345854,0.0253607,0.0189747,0.0213246,0.0197913,0.0173581,0.0169306,0.0151551,0.0147092,0.0119458,0.0117483,0.0109149,0.0107891,0.010348,0.00948238,0.00971486,0.00772544,0.00962901,0.00789187,0.00931581,0.00820127,0.00627209,0.00417587,0.00402759,
160,0.0644623,0.0639056,0.0606691,0.0666535,0.0617141,0.0621588,0.062963,0.0608601,0.0612795,0.0610763,0.0653751,0.0625357,0.0658272,0.0609711,0.0613296,0.0615394,0.0626279,0.0628102,0.0631597,0.0590694,0.0554638,0.054428,0.0491331,0.0458994,0.0426352,0.0364414,0.0307643,0.0211612,0.0190146,0.0183437,0.0170517,0.0162611,0.0127786,0.0144028,0.0114268,0.0116769,0.0113237,0.0103749,0.00998147,0.00746822,0.00899156,0.00739306,0.0086876,0.00854029,0.00815205,0.00765105,0.00751092,0.00603362,0.00417348,0.00401719,
170,0.0625063,0.0623589,0.0610109,0.0608278,0.0609961,0.0656101,0.0624197,0.0655277,0.0618696,0.0613578,0.061921,0.0620054,0.063312,0.0630563,0.0579977,0.0639788,0.0667089,0.0643962,0.0613291,0.0597233,0.0552336,0.0529077,0.0451848,0.0452637,0.0413777,0.0361783,0.0259027,0.0190283,0.0162464,0.0156241,0.016831,0.0152606,0.0143814,0.0114468,0.0112773,0.0111325,0.0106292,0.0099612,0.00991523,0.0084681,0.00809668,0.00802497,0.00744063,0.00735657,0.0069885,0.00732666,0.00731844,0.00586039,0.00417344,0.00396249,
180,0.0656807,0.0629573,0.0658123,0.0614737,0.0606281,0.0615781,0.0618842,0.063703,0.0626152,0.0627145,0.0637107,0.0668387,0.0644898,0.060869,0.0626446,0.0599162,0.0582555,0.0610247,0.0614228,0.060224,0.0557135,0.0517801,0.0444914,0.0445527,0.0352392,0.0317324,0.0206386,0.0162823,0.0152533,0.0147382,0.0152917,0.014921,0.0141811,0.0108876,0.00996531,0.010237,0.00972235,0.00944176,0.00828994,0.0080455,0.00743922,0.00744281,0.00714805,0.0071022,0.00696672,0.00678153,0.00682628,0.00570393,0.00417242,0.00395795,
190,0.0614021,0.0614018,0.0636233,0.0622895,0.063304,0.0634841,0.0669026,0.0655385,0.0628673,0.0623733,0.0594318,0.057884,0.0607957,0.0608772,0.060477,0.0643658,0.065706,0.0602506,0.0607164,0.0612617,0.0550712,0.0515835,0.0454899,0.0426035,0.0316144,0.0205455,0.0160216,0.0158374,0.0150956,0.0145106,0.0119362,0.0139808,0.0126968,0.00967819,0.00895708,0.00951749,0.00885452,0.00905543,0.00784561,0.00729419,0.00683194,0.00681625,0.00644092,0.00524659,0.00664817,0.00663106,0.00656902,0.00551213,0.00416008,0.00393037,
200,0.0635416,0.0667421,0.0656437,0.0627012,0.0622895,0.0592924,0.0576505,0.0604401,0.0601069,0.0607142,0.0642185,0.0659367,0.0630119,0.061305,0.0620895,0.0613742,0.0614766,0.0637948,0.0593263,0.062121,0.05062,0.0553575,0.0436067,0.0392968,0.0288979,0.0192556,0.0155379,0.0152121,0.0146609,0.0136902,0.0136295,0.0111149,0.0101378,0.00941908,0.00918542,0.00841639,0.0078634,0.00690571,0.0072,0.00709787,0.00657917,0.005884,0.00627428,0.00638376,0.00604759,0.00593751,0.00542413,0.00520055,0.00414316,0.00389996,
210,0.0595318,0.0576235,0.0607216,0.0600025,0.0603199,0.0638018,0.0656261,0.0633289,0.0617883,0.062718,0.0618413,0.061819,0.0640939,0.060575,0.0629463,0.0633176,0.0663665,0.0658145,0.061893,0.0631528,0.0532657,0.0514989,0.0410562,0.0358732,0.0279778,0.0181618,0.0145362,0.0141725,0.0136262,0.0136196,0.0127234,0.00984259,0.00979179,0.00906197,0.00877083,0.00808311,0.00701067,0.0065605,0.00652312,0.00642352,0.00639171,0.00595607,0.00588571,0.00580464,0.00584007,0.00552568,0.00517414,0.00513506,0.00411832,0.00384753,
220,0.0639386,0.065547,0.0626302,0.061747,0.0623769,0.0615276,0.062281,0.0641741,0.0603927,0.0628264,0.06309,0.0659359,0.0654608,0.0609452,0.063331,0.0610698,0.0591544,0.0616174,0.0581115,0.0527104,0.0515164,0.0603805,0.0362629,0.0338595,0.0247839,0.0171355,0.0141969,0.0133454,0.0133334,0.0129083,0.0122476,0.00975082,0.00905944,0.00858537,0.00756602,0.00775902,0.00640735,0.00638631,0.00613873,0.00597217,0.00585361,0.00583454,0.00549328,0.00543544,0.00537952,0.0052936,0.00515539,0.00504457,0.00407534,0.00380963,
230,0.0614803,0.0618807,0.0640473,0.0599926,0.0633562,0.0634549,0.0658753,0.0657409,0.0612672,0.0633248,0.060429,0.0627921,0.0619393,0.0637707,0.0658635,0.0614705,0.0603653,0.0589359,0.0619397,0.0580148,0.0519079,0.051918,0.033703,0.0304329,0.0223462,0.0158615,0.014145,0.0129357,0.0126958,0.0124652,0.0116053,0.00940556,0.0083929,0.00783532,0.00771933,0.00707324,0.00576947,0.005589,0.00535541,0.00552853,0.00471761,0.00535424,0.00494179,0.00478504,0.00515021,0.00474968,0.00504817,0.00500645,0.00405684,0.00378016,
240,0.0639506,0.0661188,0.0656075,0.0608641,0.0628804,0.0611547,0.0630749,0.0612156,0.0632057,0.0656073,0.0599412,0.0588769,0.059344,0.0621437,0.0612036,0.0600908,0.0603377,0.063697,0.0624505,0.0566407,0.0513743,0.0501669,0.0269929,0.0301952,0.0154957,0.0133945,0.0112279,0.0128638,0.0120778,0.0119979,0.0112354,0.00850693,0.00783193,0.00778529,0.00738755,0.00702305,0.0047627,0.00518872,0.0049441,0.00459509,0.00501141,0.00483711,0.00453959,0.00479496,0.00461921,0.00475909,0.00438408,0.00463796,0.00403939,0.00377288,
250,0.0614613,0.0631504,0.0604469,0.0635003,0.065124,0.0600509,0.0571747,0.0587763,0.0623841,0.0615256,0.0586046,0.0612401,0.0644813,0.0648272,0.0623986,0.0635412,0.0667041,0.0636882,0.06058,0.0559754,0.0517197,0.0484957,0.0252908,0.0193282,0.0150986,0.0126665,0.0125589,0.0120417,0.0109087,0.0111148,0.0100778,0.00781815,0.00679284,0.00656518,0.00668482,0.00634962,0.00500006,0.00450525,0.00352005,0.00436881,0.00448105,0.004252,0.00443406,0.00364673,0.00441828,0.0044159,0.00437875,0.00435623,0.00402118,0.00376334,
260,0.0601969,0.0581898,0.0590406,0.0626543,0.0613455,0.0583511,0.0613462,0.0645604,0.0647331,0.061548,0.0630201,0.0660588,0.0625985,0.0619595,0.0609301,0.0639475,0.0608501,0.0656638,0.0633205,0.0556431,0.051784,0.0375446,0.016549,0.0147764,0.014124,0.0126462,0.0126061,0.0120217,0.0106558,0.0104278,0.00917131,0.00708116,0.00537448,0.00609209,0.00601825,0.00592455,0.0045031,0.00342508,0.00424541,0.00416977,0.00424503,0.00433452,0.00280512,0.00424569,0.00340945,0.00417037,0.00411736,0.00401005,0.00375283,0.00351614,
270,0.058795,0.0623228,0.0647703,0.0639695,0.0613418,0.0620816,0.0662178,0.0629082,0.0623549,0.0612789,0.0638935,0.0606044,0.0651819,0.0630754,0.05884,0.0555781,0.0632731,0.061045,0.0592686,0.0586526,0.0478329,0.0290908,0.0141421,0.013055,0.0113581,0.012771,0.0114684,0.0105946,0.00793743,0.00873418,0.00845123,0.00641605,0.00582608,0.00532629,0.00449463,0.00429941,0.00391171,0.00401492,0.00424569,0.00397645,0.00379001,0.00352861,0.00371092,0.00302188,0.0039857,0.00388239,0.00370696,0.00250994,0.00350235,0.00332346,
280,0.0616287,0.0661019,0.0626171,0.0617968,0.0617026,0.0635014,0.0635474,0.0652746,0.0623889,0.0577958,0.0564698,0.0629645,0.0620657,0.062291,0.0654259,0.0596961,0.0583948,0.0590027,0.0588549,0.0608086,0.0502175,0.0270276,0.0139183,0.0125956,0.0108101,0.0104789,0.00993897,0.00844468,0.00785594,0.00750649,0.00682444,0.00555002,0.00512369,0.00465736,0.00399546,0.0037078,0.00392468,0.00373325,0.00319012,0.00391951,0.00305769,0.00350906,0.00336397,0.00366531,0.0030673,0.00349841,0.00339627,0.00330826,0.00295758,0.00247677,
290,0.0635319,0.0637421,0.064827,0.0618395,0.0585183,0.055187,0.0619562,0.0620095,0.062534,0.0652863,0.0621432,0.0581013,0.0591169,0.0596537,0.0608756,0.0611681,0.066314,0.0623802,0.0613377,0.0606267,0.05039,0.0267358,0.0138769,0.0127562,0.0109088,0.00974176,0.0089365,0.00821467,0.00661936,0.00624946,0.00497545,0.00481805,0.00446654,0.00405692,0.0039249,0.00391088,0.00331672,0.00345064,0.00314977,0.00317605,0.00325241,0.00306283,0.00289626,0.00283743,0.0032581,0.0029752,0.0030109,0.00303323,0.00295488,0.00242289,
300,0.0567937,0.061815,0.0618339,0.0621127,0.065153,0.0626568,0.0582241,0.0579448,0.0610871,0.0611428,0.0609247,0.0664535,0.0601644,0.0598786,0.0599043,0.0620661,0.0639461,0.0640566,0.063037,0.0587878,0.0508799,0.0267172,0.0135637,0.0129852,0.0110336,0.00903455,0.00811633,0.00775451,0.00604023,0.00484408,0.00385809,0.00373214,0.00326828,0.00324996,0.00314648,0.00327185,0.00285644,0.0031874,0.00292039,0.00317242,0.00292452,0.00299889,0.00304101,0.0029356,0.00294902,0.0025347,0.00294845,0.00263802,0.00283219,0.00240405,
310,0.0625448,0.0568793,0.0586958,0.0617488,0.0603226,0.0611521,0.0667331,0.0614056,0.0592371,0.059562,0.0623877,0.0638018,0.0641374,0.0638329,0.0621501,0.0615834,0.0623605,0.0589816,0.0564238,0.0648313,0.0494734,0.0241179,0.0131043,0.0118896,0.0112089,0.00808249,0.00806888,0.0062125,0.00486728,0.00397512,0.00379616,0.00372458,0.00275796,0.00285355,0.00251844,0.00246375,0.00254983,0.0029371,0.00201353,0.00289814,0.00248194,0.0027887,0.00292444,0.00221176,0.00280085,0.0024047,0.00274061,0.00259648,0.00239014,0.00237026,
320,0.0601263,0.0668967,0.0619247,0.0592004,0.0586138,0.0617396,0.0631573,0.0640004,0.0639464,0.0615595,0.0609704,0.0633268,0.0627147,0.0572728,0.0643183,0.0622377,0.0563691,0.0576537,0.0581458,0.0600104,0.0471211,0.0227317,0.0125041,0.0113447,0.0107403,0.00804191,0.00755874,0.00584927,0.00484288,0.002828,0.00358626,0.00254327,0.00285127,0.00219078,0.00202704,0.00216895,0.00220573,0.00290353,0.00213532,0.00270995,0.00168585,0.00258567,0.00200765,0.00242049,0.00154845,0.00240395,0.00235379,0.00236488,0.0021686,0.00231406,
330,0.0631789,0.0634289,0.0632662,0.0634791,0.0615781,0.0610945,0.0630364,0.062673,0.0666888,0.0642607,0.0621538,0.0546842,0.0574584,0.0596893,0.0593621,0.0597647,0.0597948,0.0619669,0.058147,0.0564092,0.0486933,0.0224975,0.0120479,0.0109254,0.0110189,0.00732712,0.00695662,0.00584295,0.00433504,0.00312303,0.00250587,0.00222237,0.00225,0.00189507,0.0022237,0.00169305,0.00223799,0.00170665,0.00205686,0.00169882,0.00221588,0.00173943,0.00209866,0.00229563,0.00193591,0.00210805,0.0016174,0.00215765,0.00199463,0.00153682,
340,0.0618899,0.0630913,0.0625224,0.0666327,0.0644209,0.0612517,0.0539145,0.0571903,0.0604209,0.0595369,0.0603255,0.0596962,0.0621085,0.0634402,0.0624879,0.0616545,0.0561307,0.0625537,0.0628119,0.0576747,0.0470915,0.0212672,0.0121087,0.00974443,0.00993278,0.00664856,0.00591453,0.00525472,0.00339768,0.00248494,0.00210375,0.00193805,0.00160466,0.00195581,0.00117845,0.00142876,0.0013097,0.00181162,0.00198359,0.0012858,0.00167093,0.00138296,0.00199395,0.00144683,0.00196448,0.00137467,0.00180047,0.00167339,0.00161675,0.00153561,
350,0.0605518,0.053733,0.0570183,0.0609098,0.0597183,0.0603669,0.0591706,0.0618457,0.0632334,0.0624689,0.0617937,0.0629031,0.0627453,0.0628315,0.0570176,0.0577621,0.0602464,0.0620869,0.066815,0.0645248,0.046155,0.0203868,0.0120679,0.0101412,0.0100874,0.00581759,0.00548673,0.00302868,0.00331856,0.00180447,0.00163772,0.00100432,0.00150206,0.00164628,0.00114013,0.000857979,0.000935973,0.00160091,0.000966376,0.00176735,0.000698141,0.00156849,0.000855677,0.00160867,0.00120445,0.0016018,0.0013139,0.00153108,0.00143815,0.00134263,
360,0.0598735,0.0596733,0.0621026,0.063468,0.0621588,0.0614269,0.0620595,0.0621921,0.0626042,0.0564393,0.0574696,0.0580176,0.0614092,0.0669178,0.0577414,0.0643676,0.0596503,0.0599614,0.060617,0.0530503,0.0443025,0.0210341,0.0123685,0.00969614,0.00945164,0.00583639,0.00526082,0.00223797,0.00264434,0.00118922,0.00124666,0.000948358,0.00126339,0.00107562,0.00130314,0.000823275,0.00123888,0.000896315,0.0015347,0.000855724,0.0014354,0.0007114,0.00149933,0.000778217,0.00142297,0.000687846,0.00130851,0.000824664,0.00130623,0.0011875,
370,0.0615017,0.0619353,0.0633494,0.0628768,0.0551947,0.0566022,0.0580151,0.0612172,0.0668535,0.0615227,0.0641817,0.05866,0.0607399,0.0608262,0.058494,0.0595265,0.0630355,0.0562987,0.0630308,0.0538576,0.0447575,0.0194697,0.0124481,0.00967441,0.00911866,0.00418022,0.00473379,0.00230335,0.00195746,0.000985154,0.00102914,0.000893864,0.000977086,0.00128218,0.00100731,0.00101721,0.00079253,0.00134114,0.000832609,0.00142335,0.000711628,0.00122999,0.000840833,0.00128122,0.000791978,0.00118722,0.000684757,0.000816514,0.000755279,0.000684472,
380,0.0554196,0.0570227,0.060212,0.0667667,0.0610975,0.0646896,0.0616345,0.0610723,0.0610516,0.0596269,0.0592282,0.0636875,0.0569507,0.0625125,0.0610313,0.0630098,0.0629207,0.0547103,0.0575885,0.0530185,0.043847,0.0182945,0.0122722,0.00936141,0.00744836,0.00404989,0.00367577,0.00213026,0.00133053,0.000929394,0.000959372,0.000823342,0.000918256,0.000711383,0.00122042,0.000800788,0.0010623,0.000866436,0.00111098,0.000768794,0.00116859,0.000748109,0.000810082,0.00080657,0.0007734,0.000705233,0.000771595,0.000746823,0.000681024,0.000682618,
390,0.0646076,0.0610766,0.0618412,0.0607912,0.0595868,0.0585077,0.063833,0.0562553,0.0616748,0.0611804,0.0621652,0.0628573,0.0608031,0.0582279,0.0565948,0.0532969,0.0569592,0.0597781,0.0556327,0.0668871,0.0437376,0.0179922,0.0118626,0.0087152,0.0065952,0.00364899,0.00278478,0.00196489,0.00137187,0.00103964,0.000843613,0.00106127,0.000819469,0.00104858,0.00085066,0.000837165,0.000823342,0.000742265,0.000707342,0.000769529,0.000703041,0.000744862,0.000748034,0.000751016,0.000740356,0.000741481,0.000730864,0.000698428,0.000680006,0.000679809,
400,0.0582397,0.0647227,0.0564725,0.061522,0.0616838,0.0616451,0.0623708,0.0645071,0.0586125,0.0566735,0.0547503,0.0581001,0.0591999,0.0610652,0.0665154,0.0615963,0.0613877,0.0622261,0.0592694,0.0556133,0.0411816,0.0173987,0.0119976,0.00807764,0.00619949,0.00346164,0.00164505,0.00208092,0.00105454,0.000949541,0.000903264,0.000688345,0.000776101,0.000727491,0.00082056,0.000651107,0.000753365,0.000750653,0.000732285,0.000712202,0.000718991,0.000714963,0.000717599,0.0006928,0.000716027,0.000685537,0.000692177,0.000692367,0.000678032,0.000676128,
410,0.0611344,0.0627259,0.0649787,0.0588148,0.0553519,0.0551962,0.0567028,0.0606651,0.0607089,0.0663959,0.0590261,0.0627027,0.0611515,0.0583967,0.0649029,0.0610216,0.058395,0.0555108,0.0614362,0.0600799,0.0378021,0.0180637,0.0114984,0.00717587,0.00496735,0.00299605,0.00160502,0.00127989,0.000767144,0.000896141,0.000778795,0.000712848,0.000717244,0.000717514,0.000666661,0.000705396,0.000677364,0.000704862,0.000663003,0.000695733,0.000696884,0.00070038,0.000650294,0.000695004,0.000685903,0.000681537,0.000681881,0.000680085,0.000676388,0.000674749,
420,0.0557082,0.0564296,0.061146,0.060509,0.0668166,0.0614241,0.062552,0.0613977,0.0587961,0.0640748,0.0621114,0.0646013,0.0638096,0.0584166,0.0588072,0.0613822,0.0629551,0.057971,0.0551004,0.0552063,0.0316663,0.0178922,0.0112448,0.00638501,0.00393471,0.0029189,0.00108564,0.00119747,0.000752853,0.000749235,0.000686522,0.00072189,0.000701279,0.000706133,0.000695733,0.000656648,0.000685459,0.000671897,0.000683346,0.000675077,0.000678164,0.000661697,0.000664391,0.000679256,0.000656197,0.000672263,0.00066188,0.000675424,0.000649728,0.000673479,
430,0.0615718,0.0618227,0.0619501,0.0592271,0.0646258,0.0617484,0.0643869,0.0634829,0.0570846,0.0595666,0.0622803,0.0626076,0.0592721,0.0610262,0.061018,0.0661467,0.0556741,0.0547596,0.0533176,0.0549975,0.027663,0.0159898,0.0108091,0.00522595,0.00273474,0.00190563,0.00108667,0.000974625,0.00076321,0.000700024,0.000706133,0.000699206,0.000661935,0.000683525,0.000663302,0.000657853,0.000658215,0.000664838,0.000675024,0.000651855,0.000664431,0.000652877,0.00067121,0.000659724,0.000673467,0.000655317,0.000659222,0.000658189,0.000655443,0.000649728,
