mc_step,l = 0_gamma,l = 0_delta_gamma,l = 1_gamma,l = 1_delta_gamma,l = 2_gamma,l = 2_delta_gamma,l = 3_gamma,l = 3_delta_gamma,l = 4_gamma,l = 4_delta_gamma,l = 5_gamma,l = 5_delta_gamma,l = 6_gamma,l = 6_delta_gamma,l = 7_gamma,l = 7_delta_gamma,l = 8_gamma,l = 8_delta_gamma,l = 9_gamma,l = 9_delta_gamma,l = 10_gamma,l = 10_delta_gamma,l = 11_gamma,l = 11_delta_gamma,l = 12_gamma,l = 12_delta_gamma,l = 13_gamma,l = 13_delta_gamma,l = 14_gamma,l = 14_delta_gamma,l = 15_gamma,l = 15_delta_gamma,l = 16_gamma,l = 16_delta_gamma,l = 17_gamma,l = 17_delta_gamma,l = 18_gamma,l = 18_delta_gamma,l = 19_gamma,l = 19_delta_gamma,l = 20_gamma,l = 20_delta_gamma,l = 21_gamma,l = 21_delta_gamma,l = 22_gamma,l = 22_delta_gamma,l = 23_gamma,l = 23_delta_gamma,l = 24_gamma,l = 24_delta_gamma,l = 25_gamma,l = 25_delta_gamma,l = 26_gamma,l = 26_delta_gamma,l = 27_gamma,l = 27_delta_gamma,l = 28_gamma,l = 28_delta_gamma,l = 29_gamma,l = 29_delta_gamma,l = 30_gamma,l = 30_delta_gamma,l = 31_gamma,l = 31_delta_gamma,l = 32_gamma,l = 32_delta_gamma,l = 33_gamma,l = 33_delta_gamma,l = 34_gamma,l = 34_delta_gamma,l = 35_gamma,l = 35_delta_gamma,l = 36_gamma,l = 36_delta_gamma,l = 37_gamma,l = 37_delta_gamma,l = 38_gamma,l = 38_delta_gamma,l = 39_gamma,l = 39_delta_gamma,l = 40_gamma,l = 40_delta_gamma,l = 41_gamma,l = 41_delta_gamma,l = 42_gamma,l = 42_delta_gamma,l = 43_gamma,l = 43_delta_gamma,l = 44_gamma,l = 44_delta_gamma,l = 45_gamma,l = 45_delta_gamma,l = 46_gamma,l = 46_delta_gamma,l = 47_gamma,l = 47_delta_gamma,l = 48_gamma,l = 48_delta_gamma,l = 49_gamma,l = 49_delta_gamma,
30110,0.0714726,0.67085,0.460161,0.754293,0.40596,0.0666258,0.967698,0.842986,0.615965,0.280966,0.880921,0.194537,0.681706,0.721904,0.658316,0.301962,0.673502,0.404125,0.404979,0.549623,0.216712,0.789301,0.0534008,0.48703,0.35594,0.0342575,0.102514,0.0847934,0.268168,0.0607669,0.058694,0.0247185,0.105587,0.019215,0.959974,0.162493,0.089526,0.356544,0.264815,0.00119383,0.0476375,0.0762419,0.0382718,0.0925027,0.0515652,0.0751411,0.66015,0.0259939,0.0451631,0.0843647,0.045986,0.0656148,0.0635847,0.0616045,0.0558072,0.0705753,0.0522888,0.0680129,0.053574,0.0674459,0.0568296,0.0642516,0.0621586,0.0604046,0.0568028,0.0662209,0.0504065,0.0709314,0.0530644,0.0696152,0.0542692,0.0668687,0.0538969,0.0684432,0.0567983,0.0663238,0.0556709,0.0665398,0.0543091,0.0672994,0.0546318,0.0673833,0.0547767,0.0674016,0.054392,0.067662,0.0549725,0.067363,0.0549699,0.0673957,0.0548114,0.067388,0.0552299,0.0673795,0.0547465,0.0675042,0.0549379,0.0673959,0.0548286,0.0674477,
30120,0.362879,0.182636,0.948257,0.823315,0.0431288,0.792064,0.832153,0.0383149,0.546849,0.268498,0.611663,0.661539,0.776955,0.360934,0.0714726,0.458635,0.941263,0.335961,0.0993683,0.564057,0.058694,0.0973934,0.0227163,0.431022,0.108317,0.44383,0.392385,0.0478345,0.00286169,0.242283,0.411337,0.962791,0.361674,0.00158759,0.130682,0.0425035,0.6115,0.0143364,0.2373,0.041717,0.0244225,0.0840904,0.0908933,0.0594771,0.0473433,0.0885291,0.031644,0.091615,0.0532204,0.0656148,0.053574,0.0662451,0.0611979,0.0611888,0.043357,0.0767186,0.0600479,0.0654508,0.0559079,0.0615898,0.0492698,0.0717118,0.0535117,0.0681759,0.0571818,0.0654276,0.0555874,0.0670373,0.05582,0.0664614,0.0554798,0.067678,0.0512648,0.0699546,0.0562582,0.0659157,0.0530974,0.0688417,0.0553347,0.0672967,0.0546765,0.0675075,0.055302,0.067186,0.0546474,0.0676091,0.0546173,0.0676933,0.0548322,0.0674534,0.0547149,0.067516,0.0547846,0.0675185,0.0548635,0.067391,0.0549109,0.0674334,0.0548354,0.067413,
30130,0.501043,0.619262,0.946793,0.518871,0.300603,0.775615,0.355707,0.880049,0.604681,0.300374,0.109243,0.945918,0.435424,0.383369,0.901909,0.324573,0.868425,0.793431,0.0472984,0.51803,0.992131,0.330496,0.0633968,0.608597,0.431486,0.0597603,0.158919,0.293997,0.00286169,0.190018,0.15546,0.0324774,0.260536,0.0213045,0.0960609,0.103122,0.0291208,0.0950161,0.0627736,0.0706441,0.0427603,0.0940624,0.0641744,0.0656148,0.0482677,0.0806748,0.0335762,0.09179,0.0589622,0.077328,0.0680648,0.0616825,0.0518535,0.0703051,0.0548867,0.0649281,0.0663958,0.0601847,0.263807,0.0233544,0.0574652,0.064227,0.0526998,0.0711231,0.0508914,0.0722688,0.0541536,0.0701176,0.053455,0.0693882,0.0566301,0.0660847,0.0556595,0.0667919,0.0552806,0.0672269,0.054534,0.0676646,0.0546733,0.0672201,0.0543957,0.0680131,0.0548979,0.0671562,0.0550346,0.0674303,0.0548158,0.0673842,0.0546538,0.0675696,0.0547647,0.0675338,0.0546434,0.0675412,0.0554684,0.0670391,0.0547811,0.0674111,0.0547825,0.067399,
30140,0.919958,0.177826,0.0966496,0.500688,0.413859,0.0653277,0.248943,0.45298,0.313583,0.934606,0.67305,0.108699,0.235682,0.771574,0.0580847,0.990298,0.414412,0.670743,0.70819,0.187767,0.756667,0.897232,0.272625,0.898344,0.259323,0.000998759,0.00286169,0.132023,0.95548,0.838928,0.010878,0.197997,0.126868,0.0545232,0.0462405,0.0697812,0.0433626,0.0735984,0.0668593,0.0806706,0.0574318,0.066783,0.0396937,0.0712999,0.0588765,0.06151,0.0665447,0.0583218,0.250156,0.0270131,0.0720214,0.06389,0.0291208,0.102503,0.1103,0.0457482,0.0478773,0.0718055,0.067318,0.0620842,0.0603534,0.0651183,0.0563532,0.0659957,0.0498804,0.0687511,0.0526529,0.0684751,0.0564872,0.0661959,0.0543957,0.0678645,0.0524618,0.0696864,0.0557034,0.0673358,0.055347,0.0673121,0.0553651,0.0675297,0.054744,0.0670594,0.0546979,0.0675476,0.0554638,0.0669953,0.0555728,0.0668402,0.0549846,0.0672854,0.0551629,0.0671587,0.054737,0.0675546,0.0549425,0.0672801,0.0548629,0.0674174,0.0549025,0.067307,
30150,0.602488,0.95401,0.903773,0.0182114,0.198018,0.8315,0.279023,0.484087,0.461244,0.381295,0.204258,0.868499,0.968819,0.448684,0.160785,0.0892237,0.0270262,0.206231,0.450768,0.914341,0.74018,0.421966,0.843138,0.798013,0.372963,0.00280806,0.382961,0.0451808,0.252985,0.080313,0.142154,0.0381977,0.0396937,0.0908025,0.010878,0.146167,0.0621381,0.0764932,0.277287,0.0208753,0.0972147,0.0574668,0.0825517,0.0507972,0.0501859,0.0637029,0.100569,0.056977,0.0255782,0.095544,0.0498331,0.0696279,0.0633777,0.0602694,0.0476192,0.0684163,0.0555539,0.066345,0.0624394,0.0617441,0.0490464,0.0718826,0.0510885,0.0704695,0.0553407,0.0672825,0.0543813,0.0675617,0.0546547,0.0679685,0.0558085,0.0667948,0.0545804,0.0673055,0.055759,0.0669475,0.0553934,0.0671368,0.0585296,0.0651842,0.0534376,0.0688347,0.0557034,0.0667387,0.0554204,0.0671001,0.0546602,0.067419,0.0549924,0.0673078,0.0550517,0.0673464,0.0549874,0.0673353,0.054781,0.0674368,0.0549549,0.0673668,0.0549437,0.0673603,
30160,0.228526,0.169088,0.169295,0.623499,0.0625719,0.207452,0.284265,0.243027,0.270613,0.752096,0.615451,0.00396122,0.888096,0.277973,0.511684,0.136737,0.420808,0.137262,0.0475877,0.080313,0.718472,0.163706,0.295039,0.0165625,0.010878,0.159578,0.085107,0.95401,0.9142,0.822146,0.9795,0.530265,0.761007,0.579895,0.163161,0.0922816,0.0410608,0.10149,0.363107,0.00438685,0.0804148,0.0580462,0.0329771,0.100195,0.0963093,0.0407683,0.0541495,0.0670953,0.0616955,0.0650194,0.0495368,0.0628454,0.0504387,0.0709923,0.0599086,0.0649862,0.0518568,0.0696317,0.0654357,0.0604398,0.053992,0.0682026,0.0549733,0.0670552,0.0518162,0.0680131,0.0557308,0.0667331,0.0586775,0.0660424,0.054876,0.0667593,0.0530525,0.0682999,0.0541808,0.068055,0.0561033,0.0663236,0.0557587,0.0670185,0.0542695,0.068092,0.0551175,0.0674463,0.054934,0.0672918,0.0552529,0.066917,0.0550904,0.0671862,0.0550467,0.0672918,0.0548406,0.0673394,0.054941,0.0673856,0.0546883,0.067488,0.0547423,0.067541,
30170,0.515753,0.583405,0.911056,0.404791,0.100421,0.946861,0.25576,0.137262,0.433509,0.970588,0.927349,0.847104,0.202319,0.930407,0.8944,0.764714,0.739272,0.915929,0.42866,0.422763,0.0997484,0.785955,0.268748,0.579895,0.939792,0.0957422,0.670227,0.164894,0.270877,0.503545,0.210155,0.012726,0.0329771,0.0709674,0.0371212,0.0536519,0.0527826,0.0946406,0.313022,0.0170925,0.354738,0.00687608,0.0262619,0.105817,0.0594574,0.0612428,0.0573979,0.0681895,0.0685632,0.0621804,0.051876,0.0733069,0.0506701,0.0653637,0.0555824,0.0643698,0.0547874,0.0681894,0.059503,0.0643054,0.0554363,0.0683442,0.0540448,0.0666794,0.053135,0.0682304,0.0544784,0.0666688,0.0547838,0.06683,0.0535916,0.0684907,0.0540128,0.0680866,0.0548669,0.0675362,0.0552529,0.0674468,0.0803631,0.0573756,0.0552201,0.066918,0.0454779,0.0702741,0.0553429,0.0672397,0.055953,0.0671021,0.0548375,0.0674244,0.0551853,0.0671862,0.0549031,0.0672458,0.0548217,0.0674115,0.055072,0.0673021,0.0549652,0.0673348,
30180,0.47669,0.226873,0.646965,0.110315,0.441441,0.351237,0.437126,0.584457,0.86274,0.856681,0.605951,0.75793,0.579106,0.351236,0.0835221,0.471162,0.1843,0.654079,0.149391,0.446107,0.223619,0.333487,0.222795,0.237405,0.0404913,0.514531,0.374185,0.858206,0.285231,0.483538,0.0737024,0.0516931,0.0442497,0.0458087,0.191971,0.0126004,0.278542,0.0124074,0.0718666,0.063245,0.0523444,0.0751756,0.0506701,0.0775197,0.0578887,0.0673967,0.0488053,0.0694296,0.0528637,0.0640578,0.0223019,0.113082,0.0701118,0.0560794,0.0494469,0.0709138,0.0560337,0.0667419,0.0568703,0.067383,0.0531992,0.068987,0.0630372,0.061797,0.0530439,0.0807624,0.0541234,0.0678661,0.0787545,0.0573856,0.0573979,0.0650682,0.0454963,0.0707723,0.0557091,0.0677513,0.0548427,0.0672046,0.0550298,0.0672216,0.0552083,0.0671028,0.0547671,0.0673826,0.055002,0.0674292,0.0550371,0.0674417,0.0550285,0.0673168,0.054908,0.0674419,0.0550884,0.0671612,0.0545377,0.067606,0.054855,0.0674348,0.0548634,0.0673293,
30190,0.0287505,0.0835509,0.868119,0.0588749,0.0131985,0.0485518,0.00614083,0.472112,0.302668,0.147641,0.934336,0.0655268,0.498276,0.0019491,0.940758,0.684884,0.0951895,0.809136,0.543035,0.934119,0.844512,0.634882,0.889915,0.425411,0.227755,0.22533,0.325296,0.144596,0.971682,0.0916137,0.0442497,0.0673563,0.242731,0.0123443,0.0578757,0.0841052,0.0633887,0.0744855,0.0830642,0.055629,0.0287379,0.0920728,0.0856362,0.0688608,0.0859296,0.0635342,0.0943179,0.0414499,0.0889135,0.0497458,0.0552094,0.067683,0.0540524,0.0650986,0.0520813,0.0780639,0.0578887,0.0664175,0.0788338,0.0569256,0.0489278,0.072095,0.047841,0.0707819,0.0553819,0.0657531,0.0573979,0.0662344,0.0566723,0.0658855,0.0564768,0.0675029,0.0549143,0.0678844,0.0561276,0.0664759,0.0544058,0.0677142,0.0547951,0.0671336,0.0550566,0.0671615,0.0551297,0.0672482,0.0543743,0.0678661,0.054693,0.0674419,0.0548682,0.0673514,0.0547941,0.0674076,0.0548843,0.06729,0.0548864,0.0673332,0.0551253,0.0674077,0.0547737,0.0674957,
30200,0.333158,0.409355,0.362128,0.331392,0.940758,0.535844,0.311948,0.628295,0.879228,0.904332,0.672687,0.160978,0.643886,0.110106,0.0951872,0.302507,0.64635,0.175628,0.0624782,0.968747,0.437964,0.288102,0.540777,0.723498,0.202496,0.565134,0.16922,0.18401,0.760415,0.0322939,0.0388846,0.0631507,0.094473,0.0536361,0.0377792,0.0883323,0.0872535,0.045556,0.116467,0.0638591,0.0967567,0.0461735,0.0614304,0.0636443,0.0529861,0.0680877,0.0639472,0.0497458,0.0405318,0.0737039,0.0730026,0.058499,0.0534012,0.0642231,0.0500544,0.0691553,0.0498944,0.102596,0.0541367,0.0676608,0.0554716,0.0664343,0.0557612,0.0669195,0.0491949,0.0710634,0.0482274,0.0721897,0.0564042,0.0656161,0.056484,0.0663986,0.0563033,0.0660182,0.0545925,0.0677802,0.054138,0.0678534,0.0543166,0.0679412,0.0551297,0.0671723,0.0547839,0.0672127,0.0549477,0.0674245,0.0549583,0.0673921,0.0558335,0.0667158,0.0550743,0.0674121,0.0548953,0.0673105,0.0549317,0.0673696,0.0548007,0.0674156,0.0547543,0.0674633,
30210,0.899318,0.894836,0.731932,0.723269,0.333162,0.207817,0.0981162,0.422708,0.607978,0.968747,0.735224,0.0334863,0.560213,0.193236,0.188389,0.169981,0.123233,0.277456,0.504454,0.0322939,0.160167,0.10706,0.242156,0.442266,0.503413,0.302166,0.299313,0.929113,0.207472,0.0524092,0.934867,0.433747,0.108417,0.0143121,0.12391,0.0593199,0.0842229,0.0509022,0.0552012,0.0670354,0.0969162,0.0452576,0.0701173,0.0598173,0.0425922,0.0883323,0.0347517,0.0880552,0.16207,0.0379108,0.0992748,0.0268727,0.0520664,0.0717821,0.0496227,0.0710634,0.0522583,0.0682373,0.0535176,0.0687668,0.0509014,0.0698982,0.0614304,0.0650874,0.0561241,0.0662859,0.0553287,0.0667093,0.0569057,0.0662792,0.0536542,0.0677175,0.0552234,0.0676851,0.0521453,0.0690653,0.0545901,0.0673516,0.0541497,0.0677802,0.0549837,0.0670508,0.0555072,0.0669008,0.0554346,0.0668142,0.0547672,0.0673679,0.0547364,0.0673902,0.0549107,0.0672695,0.054364,0.0678098,0.0547404,0.0675045,0.0547878,0.0674641,0.0548551,0.0674333,
30220,0.149435,0.637031,0.856705,0.240123,0.0410667,0.800706,0.204001,0.277456,0.360704,0.0322939,0.554399,0.10706,0.227535,0.359677,0.347705,0.0104726,0.400442,0.323471,0.351044,0.102453,0.908072,0.505942,0.0867054,0.284977,0.0797796,0.364116,0.405334,0.194961,0.288162,0.00261839,0.248623,0.0216737,0.0662155,0.0445513,0.0427653,0.0537105,0.148618,0.0340053,0.266508,0.0313675,0.138456,0.0435496,0.142384,0.0299083,0.0938724,0.0670354,0.093588,0.0517009,0.0542432,0.072428,0.047301,0.0744115,0.0497665,0.0679132,0.0532274,0.0661792,0.0551195,0.0698924,0.0590026,0.0655215,0.0539639,0.0665862,0.0546425,0.0669168,0.0525924,0.0680651,0.0328971,0.084307,0.0815104,0.0597967,0.0505462,0.0686633,0.0555821,0.067621,0.0552997,0.0670086,0.0554346,0.0670069,0.0530897,0.0687945,0.0541706,0.0679748,0.0550706,0.067298,0.054364,0.0677691,0.0545901,0.0675368,0.0548146,0.0674559,0.0547007,0.0674889,0.0548707,0.067382,0.0547294,0.0674274,0.0548044,0.0674512,0.0547896,0.0674795,
30230,0.774128,0.740112,0.80585,0.483524,0.500211,0.687455,0.0626052,0.896163,0.615675,0.751326,0.94854,0.218371,0.327612,0.371856,0.417771,0.228673,0.363474,0.117877,0.273342,0.172171,0.792702,0.62177,0.0662155,0.262223,0.0462028,0.221842,0.0472602,0.607328,0.434344,0.0385173,0.186171,0.0099321,0.260485,0.0202527,0.0294335,0.783551,0.209187,0.653951,0.167866,0.0340053,0.063606,0.042601,0.128374,0.0479952,0.0507512,0.066018,0.0503983,0.0579976,0.0953736,0.0492984,0.0393238,0.0829502,0.0527581,0.0720704,0.0554581,0.0710354,0.0389565,0.0842167,0.059573,0.0615937,0.0809507,0.0588561,0.0569351,0.0664639,0.0511025,0.0699715,0.0590327,0.0652024,0.0538246,0.0675546,0.0532704,0.0694415,0.0521347,0.0676537,0.0547516,0.0676782,0.0549107,0.067223,0.0555367,0.0673458,0.0550705,0.0674848,0.054661,0.0674737,0.0543345,0.0677272,0.0561319,0.0667441,0.0545341,0.067621,0.0546076,0.067663,0.0547201,0.0674708,0.0550086,0.0673294,0.0549136,0.0674746,0.0548223,0.0674198,
30240,0.987835,0.286028,0.0399948,0.487572,0.846226,0.181079,0.140217,0.514589,0.238363,0.153483,0.657438,0.686928,0.689361,0.315753,0.171823,0.550474,0.0750047,0.269041,0.299319,0.372959,0.110685,0.192316,0.306783,0.92992,0.0294335,0.642602,0.275126,0.819514,0.925898,0.742836,0.785506,0.804054,0.329544,0.575712,0.260485,0.0152132,0.252436,0.0475165,0.0974174,0.0594503,0.167075,0.0294375,0.0881095,0.0445439,0.0590154,0.0663845,0.0389123,0.0835093,0.0414821,0.0825123,0.0741256,0.0576585,0.0763984,0.0513136,0.0677123,0.0612297,0.0571889,0.0616411,0.0616697,0.0626401,0.0526263,0.0677813,0.0563779,0.0664217,0.0554747,0.0675074,0.0513837,0.0689722,0.0527333,0.0683958,0.0545243,0.0673215,0.0546026,0.0674575,0.054811,0.0676307,0.055639,0.066684,0.0538246,0.068744,0.0557722,0.0666031,0.0545629,0.0675014,0.0549572,0.0672542,0.0548417,0.067314,0.0545136,0.0676825,0.0553464,0.0670641,0.0547037,0.0674859,0.0547905,0.0674355,0.0549236,0.0673318,0.0548168,0.0674134,
30250,0.76206,0.306959,0.818692,0.0394449,0.195918,0.935948,0.478472,0.0637483,0.628619,0.403192,0.533629,0.901331,0.321874,0.850423,0.186399,0.426971,0.596525,0.159062,0.318605,0.417524,0.750271,0.983712,0.470338,0.662451,0.917201,0.672632,0.825756,0.550186,0.447147,0.17355,0.806402,0.115046,0.234084,0.0273091,0.211377,0.0184076,0.189769,0.0242851,0.0711947,0.0909239,0.0389123,0.0875213,0.0656316,0.0455159,0.0653462,0.070383,0.0726932,0.0625808,0.0706499,0.0601012,0.0707575,0.0602673,0.0627185,0.0651412,0.0633297,0.0607252,0.05852,0.0620029,0.057547,0.0680359,0.0369892,0.0932169,0.0578675,0.0633143,0.0572129,0.0670284,0.052816,0.0677898,0.0538246,0.0689207,0.0551549,0.0669296,0.0558926,0.0664014,0.0531195,0.0682637,0.0555025,0.0671617,0.0551354,0.0672813,0.0549589,0.067248,0.0545311,0.067582,0.0550861,0.0672876,0.0549117,0.0674768,0.0549337,0.0672548,0.0548722,0.0675479,0.0545593,0.0675664,0.0548197,0.0674589,0.0551177,0.0672411,0.0549581,0.067263,
30260,0.179326,0.0695773,0.330814,0.439987,0.0183556,0.419813,0.973292,0.711244,0.161754,0.424733,0.797571,0.436684,0.336013,0.086207,0.525359,0.188782,0.387323,0.395902,0.880286,0.524653,0.424961,0.530105,0.308902,0.321102,0.462846,0.512668,0.944063,0.254776,0.13488,0.0720576,0.214058,0.0931001,0.306712,0.0171043,0.0987498,0.0788297,0.0349237,0.0768413,0.57633,0.000919195,0.264354,0.0697949,0.134117,0.0455159,0.0501999,0.0600204,0.0620804,0.0598129,0.0405565,0.0747932,0.028082,0.0895449,0.193324,0.0298921,0.0554857,0.0645914,0.0575032,0.0695618,0.0606655,0.0602229,0.0527792,0.0699937,0.0551526,0.0668459,0.053758,0.0681318,0.0512098,0.0687253,0.0577106,0.0649982,0.0548577,0.0670748,0.0538299,0.0679086,0.0544265,0.0676346,0.0548016,0.0673187,0.0552789,0.0673487,0.0550301,0.06723,0.0581793,0.0642641,0.0511067,0.0680359,0.0550187,0.0674151,0.0557916,0.0668276,0.0550561,0.0671677,0.0547483,0.0674547,0.055031,0.067353,0.0548416,0.0674347,0.0548744,0.0673404,
30270,0.231165,0.515493,0.333551,0.0228897,0.302002,0.18809,0.158451,0.0658671,0.905627,0.22017,0.853898,0.0110897,0.514443,0.142955,0.767721,0.512668,0.28934,0.173829,0.5822,0.0695773,0.519142,0.0616304,0.713377,0.0447683,0.811048,0.0625807,0.0349237,0.0868224,0.397758,0.00671545,0.578919,0.538605,0.179378,0.216476,0.865012,0.16497,0.0875706,0.0814719,0.0770673,0.0703581,0.0965656,0.0694247,0.192083,0.0298921,0.198891,0.0408072,0.095936,0.0438468,0.0493926,0.0696039,0.0624355,0.0614021,0.0715456,0.0572054,0.0588163,0.0657998,0.0529122,0.0683887,0.0585191,0.0634654,0.0546528,0.069603,0.0517323,0.0715552,0.0581494,0.0652501,0.0543955,0.0680745,0.0539111,0.0672897,0.0540469,0.0680957,0.0580431,0.0643371,0.0550731,0.0676048,0.0525783,0.0681633,0.0550838,0.0673263,0.0555863,0.0671946,0.0544531,0.0676144,0.0550862,0.0670886,0.0541988,0.0678388,0.0548103,0.0675155,0.0549946,0.067428,0.0548064,0.0673782,0.054987,0.0673148,0.0550229,0.0672573,0.0548805,0.0673969,
30280,0.926529,0.534279,0.621545,0.988859,0.121612,0.937072,0.131484,0.173829,0.810434,0.274032,0.976418,0.674307,0.664881,0.612736,0.517284,0.491715,0.912918,0.661544,0.256073,0.00671545,0.2853,0.105065,0.0710502,0.315722,0.478235,0.11215,0.234114,0.392272,0.176316,0.0408953,0.44471,0.198424,0.312739,0.0120485,0.81692,0.00111518,0.177237,0.0484938,0.192211,0.0373329,0.0698385,0.0510033,0.0672906,0.0598252,0.073951,0.0682651,0.0477438,0.0814719,0.0749034,0.0546428,0.117157,0.0419346,0.0547611,0.0694016,0.0541494,0.0681702,0.0613884,0.0634846,0.0518917,0.0676674,0.0544229,0.0696543,0.0608396,0.0643652,0.056249,0.0659948,0.0545379,0.0686735,0.0538684,0.0689751,0.0527691,0.0677585,0.0528248,0.0692251,0.0535768,0.0682028,0.0555878,0.0667471,0.0543319,0.0676762,0.0549946,0.0674094,0.0550748,0.0672648,0.0545979,0.067685,0.0550862,0.0670426,0.0548754,0.0673905,0.0550229,0.067257,0.0549412,0.0673398,0.0548182,0.0674146,0.0546833,0.0675396,0.0550575,0.0672524,
30290,0.437531,0.566722,0.545704,0.903812,0.641227,0.553701,0.792833,0.0690064,0.206899,0.645524,0.301925,0.145226,0.831509,0.494091,0.603255,0.286485,0.430637,0.0468527,0.729958,0.602671,0.98794,0.230226,0.7975,0.0152311,0.623941,0.0349529,0.0534371,0.0471587,0.111334,0.0872522,0.0920121,0.0113995,0.141967,0.0821275,0.0488819,0.861975,0.259995,0.159378,0.053128,0.0655507,0.0666418,0.0514119,0.110159,0.0520404,0.0550478,0.0722232,0.0557003,0.0639169,0.0564963,0.0676674,0.0689125,0.0601588,0.0595648,0.0676414,0.0563166,0.0697977,0.0587678,0.0664279,0.0559333,0.0684024,0.0594885,0.0643327,0.0576086,0.0657795,0.0528415,0.0691841,0.0668789,0.0614759,0.0542761,0.0675937,0.0508994,0.0696448,0.0557039,0.0672224,0.0527691,0.0676331,0.0532292,0.0687527,0.0540274,0.0689026,0.0552565,0.0673766,0.0549692,0.0670915,0.0548182,0.0675079,0.0548434,0.0674963,0.0549075,0.0672524,0.0550766,0.0673158,0.0548868,0.0674144,0.0549049,0.0674223,0.05481,0.0674545,0.0544764,0.0675389,
30300,0.90917,0.145226,0.888157,0.214101,0.435642,0.373482,0.316011,0.0904565,0.729958,0.740062,0.546422,0.307791,0.495313,0.725001,0.184907,0.258827,0.352621,0.151366,0.129432,0.620416,0.0920121,0.185764,0.392116,0.0566265,0.0187011,0.873905,0.706699,0.417521,0.339973,0.0477785,0.190329,0.116171,0.860198,0.0308793,0.753429,0.806071,0.449703,0.659708,0.067424,0.0542925,0.0554756,0.0595058,0.0578113,0.0614913,0.0550366,0.0740834,0.0699683,0.0609585,0.0637328,0.0664856,0.0634926,0.0612351,0.0746742,0.0571298,0.0704858,0.0634723,0.0544615,0.0688263,0.0579858,0.0656103,0.051183,0.0729162,0.0629321,0.0648141,0.0536422,0.0678866,0.0569268,0.066249,0.0532696,0.0684441,0.0532591,0.0686537,0.0529709,0.0684729,0.0546678,0.0675937,0.0551304,0.067251,0.0550912,0.0673861,0.0549938,0.0673776,0.0548637,0.0673172,0.0548285,0.0674998,0.0547566,0.0674127,0.0547223,0.0675604,0.0551859,0.0672712,0.0536798,0.0686326,0.0552172,0.0671603,0.0549311,0.0673394,0.0548929,0.0673107,
30310,0.805527,0.337853,0.549005,0.403597,0.194216,0.20579,0.326399,0.876761,0.0137634,0.524342,0.340969,0.32511,0.26043,0.0700917,0.0311672,0.670982,0.799956,0.447677,0.671542,0.0390288,0.294402,0.515239,0.120249,0.0308793,0.935596,0.647924,0.454838,0.0653816,0.479865,0.607861,0.241403,0.608222,0.526431,0.411911,0.736874,0.0150402,0.30757,0.0112302,0.0423566,0.0734835,0.0543294,0.0897691,0.0615116,0.0679129,0.0572853,0.0697261,0.045936,0.0794007,0.0576257,0.0578621,0.0591217,0.0687527,0.0584147,0.0617732,0.0601291,0.0661168,0.053147,0.0633504,0.0572926,0.0635764,0.0532591,0.0664524,0.0529709,0.0673854,0.0603788,0.0638105,0.0569241,0.0661483,0.0566212,0.06795,0.053289,0.0690787,0.0550677,0.0665001,0.0548907,0.0672239,0.0551931,0.06719,0.0544755,0.0674737,0.0550337,0.067715,0.0536798,0.0683235,0.0552095,0.0672373,0.0539652,0.0679894,0.0548744,0.0675585,0.0555724,0.0669728,0.0551638,0.0672229,0.0546298,0.0675479,0.0548546,0.0674247,0.0549635,0.0673086,
30320,0.595624,0.0196975,0.580987,0.635256,0.0230772,0.200679,0.617224,0.425701,0.656696,0.118193,0.442352,0.577703,0.526449,0.352928,0.714899,0.620683,0.900013,0.190186,0.535615,0.908408,0.144805,0.727345,0.08156,0.49985,0.0870865,0.17724,0.0159229,0.783172,0.590128,0.539803,0.832828,0.0238988,0.370607,0.197262,0.810268,0.0575122,0.0455651,0.0790064,0.0514533,0.0701722,0.0478683,0.0692301,0.0376059,0.0758931,0.176514,0.0183764,0.123003,0.0489843,0.0545233,0.0740851,0.0608962,0.0593504,0.0513773,0.0649767,0.0473728,0.0690043,0.0562513,0.0673131,0.052623,0.068809,0.058673,0.0635764,0.0546798,0.0668951,0.0626645,0.062317,0.0543666,0.0677319,0.0543574,0.0669114,0.0550849,0.0674234,0.0542259,0.0673196,0.0563269,0.0666008,0.0566212,0.0663037,0.055537,0.0670325,0.0557508,0.0666451,0.0553002,0.0672557,0.0549201,0.0676647,0.0552908,0.0670681,0.0550598,0.067219,0.0547251,0.0674927,0.0550302,0.067226,0.0555888,0.0670004,0.0541683,0.0679609,0.0548481,0.0673718,
