mc_step,0&1,1&2,2&3,3&4,4&5,5&6,6&7,7&8,8&9,9&10,10&11,11&12,12&13,13&14,14&15,15&16,16&17,17&18,18&19,19&20,20&21,21&22,22&23,23&24,24&25,25&26,26&27,27&28,28&29,29&30,30&31,31&32,32&33,33&34,34&35,35&36,36&37,37&38,38&39,39&40,40&41,41&42,42&43,43&44,44&45,45&46,46&47,47&48,48&49,
2200,0.998182,0.993636,0.995455,0.997273,0.999091,0.994545,0.988182,0.985455,0.976364,0.961818,0.942727,0.913636,0.848182,0.812727,0.744545,0.685455,0.718182,0.680909,0.645455,0.594545,0.598182,0.549091,0.585455,0.632727,0.633636,0.639091,0.630909,0.624545,0.636364,0.648182,0.636364,0.643636,0.645455,0.642727,0.674545,0.668182,0.666364,0.658182,0.659091,0.657273,0.67,0.646364,0.678182,0.677273,0.688182,0.627273,0.614545,0.602727,0.61,
2400,0.998333,0.994167,0.995833,0.9975,0.998333,0.994167,0.9875,0.985,0.976667,0.953333,0.938333,0.91,0.848333,0.803333,0.741667,0.68,0.713333,0.6875,0.654167,0.605,0.605833,0.575,0.605833,0.638333,0.64,0.645,0.625,0.6375,0.651667,0.655833,0.640833,0.6575,0.656667,0.645,0.675,0.6725,0.6725,0.665833,0.665833,0.665,0.6775,0.659167,0.685,0.685833,0.694167,0.636667,0.625,0.611667,0.6275,
2600,0.997692,0.994615,0.996154,0.996154,0.998462,0.993077,0.986923,0.983846,0.975385,0.951538,0.937692,0.903077,0.851538,0.795385,0.732308,0.680769,0.713077,0.695385,0.643077,0.617692,0.616154,0.586923,0.616923,0.643077,0.647692,0.65,0.635385,0.651538,0.662308,0.656154,0.652308,0.657692,0.664615,0.648462,0.683077,0.676923,0.679231,0.676154,0.676154,0.669231,0.684615,0.663077,0.683846,0.683077,0.696923,0.637692,0.630769,0.625385,0.639231,
2800,0.997143,0.995,0.995714,0.996429,0.997857,0.992857,0.984286,0.983571,0.972857,0.95,0.931429,0.9,0.848571,0.783571,0.739286,0.677857,0.709286,0.683571,0.652857,0.623571,0.63,0.590714,0.628571,0.652857,0.657143,0.651429,0.64,0.659286,0.669286,0.655,0.652857,0.665,0.670714,0.656429,0.686429,0.682143,0.685714,0.676429,0.675714,0.670714,0.687857,0.665714,0.688571,0.686429,0.697857,0.645714,0.635714,0.631429,0.647143,
3000,0.996667,0.995333,0.996,0.996667,0.998,0.992,0.984,0.983333,0.969333,0.947333,0.930667,0.896,0.843333,0.784,0.728667,0.668,0.708,0.687333,0.658,0.632667,0.636667,0.603333,0.635333,0.666,0.664,0.660667,0.636667,0.658667,0.666667,0.666667,0.664,0.677333,0.677333,0.661333,0.682667,0.685333,0.685333,0.678667,0.674,0.675333,0.693333,0.676,0.692,0.694,0.698,0.652667,0.645333,0.643333,0.648667,
3200,0.996875,0.995625,0.99625,0.99625,0.9975,0.991875,0.983125,0.983125,0.9675,0.945,0.93125,0.895625,0.841875,0.786875,0.719375,0.664375,0.7125,0.6925,0.668125,0.6375,0.63875,0.603125,0.63875,0.6725,0.668125,0.6625,0.6425,0.661875,0.67375,0.673125,0.6725,0.68,0.681875,0.661875,0.688125,0.68875,0.6925,0.688125,0.675,0.68125,0.696875,0.676875,0.695,0.7,0.70375,0.658125,0.653125,0.64625,0.6525,
3400,0.997059,0.995294,0.995882,0.996471,0.997647,0.991176,0.982353,0.983529,0.966471,0.944706,0.926471,0.898824,0.841765,0.783529,0.708824,0.664706,0.715294,0.69,0.669412,0.637647,0.639412,0.609412,0.642353,0.675294,0.678235,0.671765,0.649412,0.668824,0.683529,0.674118,0.677059,0.680588,0.680588,0.663529,0.688824,0.69,0.698824,0.691765,0.675882,0.680588,0.706471,0.684706,0.695882,0.705294,0.702941,0.664706,0.655294,0.645882,0.657059,
3600,0.997222,0.995556,0.996111,0.996111,0.997778,0.990556,0.982222,0.982778,0.963889,0.943889,0.923889,0.895556,0.841667,0.780556,0.704444,0.667222,0.712222,0.69,0.673889,0.642222,0.641111,0.613333,0.649444,0.680556,0.685,0.671667,0.651111,0.670556,0.686667,0.681111,0.685556,0.678889,0.685556,0.667778,0.688333,0.690556,0.697222,0.692778,0.678889,0.682222,0.708333,0.689444,0.698333,0.711667,0.709444,0.666667,0.662222,0.651667,0.66,
3800,0.996842,0.995789,0.996316,0.996316,0.997895,0.991053,0.982105,0.981053,0.965263,0.943684,0.920526,0.892105,0.838947,0.779474,0.703158,0.662632,0.715789,0.691579,0.676842,0.650526,0.642632,0.620526,0.658421,0.683158,0.687895,0.672105,0.657368,0.673684,0.689474,0.683684,0.684211,0.677895,0.688421,0.665789,0.688947,0.697895,0.703158,0.701053,0.688421,0.687368,0.706842,0.688421,0.705789,0.716842,0.711579,0.67,0.663158,0.654737,0.664737,
4000,0.9965,0.996,0.9965,0.996,0.9975,0.9915,0.9815,0.981,0.965,0.9435,0.92,0.8905,0.8355,0.778,0.696,0.668,0.7125,0.6945,0.681,0.6555,0.649,0.625,0.6625,0.686,0.6885,0.6735,0.657,0.6805,0.6935,0.686,0.6865,0.681,0.6915,0.6695,0.6915,0.699,0.7095,0.7065,0.6905,0.69,0.7085,0.69,0.707,0.7195,0.7125,0.678,0.665,0.6605,0.6695,
4200,0.99619,0.99619,0.99619,0.995238,0.997619,0.991429,0.981429,0.980952,0.964762,0.941429,0.918095,0.889048,0.832381,0.776667,0.697619,0.668095,0.707143,0.69,0.679524,0.659048,0.655238,0.630952,0.667143,0.685714,0.692381,0.672381,0.663333,0.687143,0.691905,0.690476,0.685714,0.682381,0.693333,0.67381,0.695238,0.700476,0.70381,0.704286,0.69,0.695238,0.710952,0.69,0.709048,0.717619,0.717143,0.681905,0.668571,0.662381,0.672381,
4400,0.996364,0.995909,0.996364,0.995455,0.997727,0.990455,0.982273,0.980455,0.965455,0.94,0.917727,0.887273,0.831818,0.775909,0.693636,0.663636,0.707273,0.690909,0.683636,0.66,0.656364,0.635,0.668182,0.69,0.695455,0.676818,0.667273,0.685909,0.692273,0.694091,0.683182,0.683182,0.697273,0.674091,0.696364,0.705909,0.707273,0.706818,0.692727,0.699091,0.712273,0.694545,0.713636,0.718182,0.716818,0.683636,0.668636,0.666818,0.674091,
4600,0.996522,0.996087,0.996522,0.995652,0.997826,0.99087,0.98087,0.98,0.965652,0.94,0.916522,0.885217,0.83,0.776087,0.690435,0.659565,0.710435,0.687826,0.691304,0.663913,0.66087,0.639565,0.66913,0.691739,0.69913,0.68,0.67,0.687391,0.692174,0.696957,0.683913,0.684348,0.700435,0.681304,0.698696,0.702174,0.708261,0.707391,0.693913,0.702174,0.713913,0.697391,0.714783,0.715217,0.714783,0.689565,0.675217,0.667826,0.672609,
4800,0.996667,0.99625,0.996667,0.995833,0.997917,0.990417,0.98125,0.98,0.964583,0.93875,0.915,0.884583,0.828333,0.774583,0.690833,0.662083,0.709167,0.684167,0.69,0.6675,0.66375,0.6425,0.671667,0.691667,0.700417,0.684583,0.674167,0.686667,0.6925,0.697917,0.684583,0.683333,0.70375,0.68375,0.704167,0.705417,0.711667,0.708333,0.696667,0.701667,0.714583,0.697083,0.712083,0.715833,0.715417,0.69375,0.677917,0.673333,0.6775,
5000,0.9964,0.9964,0.9968,0.9956,0.9972,0.9908,0.9816,0.98,0.9652,0.9396,0.9108,0.8808,0.8304,0.7744,0.6908,0.6584,0.7068,0.6856,0.6892,0.6716,0.6668,0.6456,0.6728,0.6936,0.7012,0.6892,0.6784,0.6908,0.6932,0.6992,0.688,0.6856,0.7028,0.6864,0.7096,0.7036,0.7152,0.7132,0.6992,0.7008,0.7152,0.7,0.7152,0.7148,0.7176,0.6952,0.6768,0.6748,0.682,
5200,0.996154,0.996154,0.996923,0.995385,0.997308,0.990769,0.981538,0.98,0.963846,0.939615,0.912308,0.880769,0.827308,0.771923,0.685,0.658846,0.708077,0.688462,0.693462,0.674615,0.669615,0.648846,0.673462,0.696923,0.7,0.691923,0.68,0.696154,0.696154,0.702692,0.691154,0.687308,0.707692,0.689231,0.712692,0.705385,0.716538,0.711538,0.697692,0.702308,0.713077,0.702308,0.712692,0.717308,0.713846,0.698846,0.679231,0.676923,0.681923,
5400,0.996296,0.996296,0.997037,0.995185,0.996667,0.991111,0.981852,0.979259,0.964444,0.938519,0.912593,0.878519,0.827037,0.768519,0.683704,0.655556,0.705926,0.688519,0.694444,0.675556,0.66963,0.651852,0.671111,0.700741,0.702593,0.695185,0.685556,0.694444,0.695185,0.703704,0.695556,0.688889,0.708519,0.687407,0.715185,0.707407,0.71963,0.711852,0.699259,0.706296,0.714815,0.706667,0.714074,0.719259,0.715926,0.696667,0.676667,0.68,0.683704,
5600,0.996429,0.996429,0.997143,0.995,0.996429,0.991429,0.980357,0.978571,0.965357,0.938929,0.9125,0.879286,0.824643,0.767143,0.685,0.654286,0.705714,0.691071,0.697143,0.6775,0.671786,0.6525,0.672857,0.698929,0.699643,0.697857,0.69,0.696071,0.696071,0.707143,0.697857,0.688214,0.708214,0.691071,0.714286,0.707143,0.721429,0.710714,0.7,0.704643,0.715714,0.708571,0.716071,0.719643,0.715357,0.694286,0.680357,0.678929,0.685714,
5800,0.996552,0.996552,0.997241,0.994828,0.995862,0.991379,0.98,0.977241,0.964828,0.938966,0.911034,0.87931,0.822414,0.765517,0.687241,0.657241,0.703103,0.689655,0.698621,0.68069,0.675172,0.653793,0.676552,0.700345,0.699655,0.698621,0.692414,0.698276,0.695517,0.71,0.699655,0.688276,0.707931,0.690345,0.714828,0.708276,0.725172,0.712069,0.699655,0.706552,0.718276,0.708966,0.716207,0.721379,0.715517,0.693103,0.681034,0.681379,0.683448,
6000,0.996667,0.996667,0.997333,0.994667,0.996,0.991333,0.98,0.977333,0.965667,0.938333,0.910667,0.876,0.820667,0.764333,0.687667,0.66,0.704,0.689667,0.698333,0.683333,0.677,0.655333,0.682,0.701333,0.704,0.700333,0.693333,0.701,0.695667,0.714333,0.704,0.688,0.711,0.691333,0.714667,0.71,0.724667,0.712,0.702667,0.709667,0.718667,0.709333,0.72,0.720333,0.716333,0.692333,0.681667,0.684,0.683667,
6200,0.996774,0.996774,0.997097,0.994839,0.996129,0.99129,0.979355,0.976774,0.966129,0.939355,0.911613,0.875484,0.82,0.763226,0.688387,0.659677,0.702903,0.69,0.696129,0.684516,0.680968,0.658387,0.682581,0.699355,0.707097,0.704194,0.693548,0.70129,0.699032,0.715806,0.703871,0.691935,0.712258,0.693226,0.714839,0.711613,0.720968,0.715161,0.702581,0.71,0.717419,0.707419,0.719355,0.720645,0.719032,0.693871,0.685806,0.684839,0.684839,
6400,0.996875,0.996563,0.997188,0.995,0.99625,0.991563,0.979688,0.977187,0.965938,0.93875,0.909375,0.874062,0.819688,0.759062,0.68625,0.66125,0.704688,0.68875,0.6975,0.685,0.680312,0.660937,0.685937,0.701875,0.706562,0.705313,0.694375,0.702812,0.702187,0.71625,0.704688,0.694688,0.709375,0.693438,0.716562,0.712812,0.719375,0.715,0.701875,0.711562,0.720625,0.709063,0.721875,0.720313,0.7225,0.69625,0.685312,0.685312,0.685,
6600,0.99697,0.996364,0.997273,0.994848,0.995758,0.990909,0.979697,0.977879,0.966364,0.938788,0.908182,0.874848,0.818485,0.761212,0.685152,0.659697,0.703939,0.688485,0.69697,0.686364,0.681818,0.661515,0.687576,0.702727,0.710303,0.702727,0.696667,0.704545,0.703939,0.716364,0.705455,0.695758,0.711212,0.693939,0.718788,0.713333,0.720909,0.716061,0.703333,0.711515,0.720303,0.706667,0.721515,0.722121,0.721818,0.698485,0.686667,0.686061,0.685455,
6800,0.997059,0.996471,0.997353,0.995,0.995588,0.991176,0.979706,0.977353,0.965294,0.938529,0.907941,0.874706,0.816471,0.759412,0.687941,0.658235,0.705,0.689412,0.696471,0.686176,0.683529,0.662941,0.690588,0.703824,0.71,0.705882,0.696765,0.702647,0.705588,0.716471,0.706765,0.697059,0.711765,0.694706,0.720588,0.712647,0.723235,0.716765,0.703529,0.712647,0.722059,0.707059,0.719118,0.722941,0.722941,0.697941,0.685882,0.685882,0.687059,
7000,0.997143,0.996571,0.997143,0.994857,0.995714,0.991429,0.979429,0.977429,0.965429,0.939143,0.907714,0.872571,0.816571,0.759143,0.687143,0.658571,0.706286,0.686,0.694286,0.688286,0.685714,0.667429,0.695429,0.707714,0.711714,0.705429,0.697143,0.705143,0.706286,0.715714,0.706,0.696571,0.712,0.694571,0.720286,0.714857,0.724286,0.716286,0.701714,0.711714,0.719143,0.707714,0.720286,0.718857,0.723714,0.699714,0.685143,0.687429,0.688286,
7200,0.997222,0.996667,0.997222,0.995,0.995833,0.991111,0.979167,0.976944,0.965556,0.939444,0.907222,0.870556,0.816944,0.757222,0.685,0.66,0.706111,0.687778,0.695556,0.690556,0.686111,0.668889,0.695278,0.708889,0.709444,0.706389,0.697222,0.703889,0.708611,0.717778,0.706944,0.698611,0.714167,0.693889,0.721111,0.715,0.723889,0.716111,0.701111,0.710833,0.720278,0.71,0.721667,0.720833,0.725556,0.702778,0.686944,0.688889,0.689444,
7400,0.997297,0.996757,0.997297,0.995135,0.995676,0.99027,0.978919,0.977027,0.965676,0.938378,0.907568,0.868919,0.817297,0.755135,0.685676,0.661081,0.705405,0.688108,0.696757,0.69027,0.688108,0.667027,0.695676,0.710811,0.710541,0.707297,0.698649,0.703784,0.709189,0.717838,0.706216,0.698108,0.715676,0.693514,0.724595,0.715676,0.725676,0.717297,0.702703,0.714595,0.72027,0.710811,0.71973,0.723514,0.725676,0.702162,0.687568,0.689459,0.690541,
7600,0.997105,0.996842,0.997368,0.995263,0.995789,0.990263,0.978421,0.976842,0.965789,0.938684,0.907895,0.868947,0.813684,0.753947,0.685,0.660526,0.706842,0.688158,0.696053,0.690263,0.689211,0.67,0.696316,0.711842,0.712368,0.708947,0.697368,0.704474,0.712895,0.717895,0.705263,0.697105,0.713158,0.694474,0.726842,0.717105,0.726842,0.719211,0.704737,0.715526,0.720789,0.711053,0.718684,0.722632,0.726053,0.702368,0.690526,0.690789,0.692105,
7800,0.997179,0.996923,0.997436,0.995385,0.995385,0.99,0.978462,0.977179,0.965897,0.937692,0.907692,0.870769,0.815641,0.753846,0.682051,0.663333,0.706154,0.688462,0.69641,0.689231,0.69,0.668718,0.697692,0.713333,0.712564,0.708718,0.696923,0.706154,0.713333,0.718718,0.706667,0.698718,0.714359,0.695641,0.726667,0.715385,0.725897,0.718974,0.704359,0.717692,0.722821,0.713077,0.719744,0.722821,0.722821,0.703333,0.688974,0.691282,0.691538,
8000,0.99725,0.997,0.99675,0.99525,0.995,0.99025,0.979,0.97775,0.9665,0.93775,0.90875,0.869,0.8135,0.75325,0.6845,0.6635,0.7015,0.68775,0.69125,0.6905,0.691,0.67075,0.70025,0.71625,0.715,0.7085,0.6965,0.70575,0.7145,0.7195,0.711,0.69875,0.71475,0.69825,0.7285,0.716,0.72425,0.71825,0.704,0.7175,0.7235,0.7145,0.7205,0.7245,0.722,0.704,0.6895,0.6915,0.69375,
8200,0.997317,0.996829,0.996585,0.995366,0.995122,0.990488,0.979024,0.977805,0.966585,0.936829,0.909756,0.86878,0.813902,0.750976,0.686098,0.663659,0.701707,0.689024,0.691463,0.69122,0.69122,0.673659,0.700488,0.718293,0.715122,0.710244,0.698049,0.707073,0.715854,0.719756,0.712439,0.700244,0.714634,0.697805,0.72561,0.716098,0.727317,0.72,0.704878,0.719512,0.72439,0.714146,0.720732,0.727317,0.720244,0.705854,0.689512,0.690976,0.692195,
8400,0.997381,0.996905,0.996429,0.994762,0.995,0.990714,0.979286,0.978333,0.965476,0.936905,0.909762,0.869524,0.813571,0.752381,0.685714,0.664524,0.700952,0.684286,0.690952,0.692619,0.69381,0.675952,0.702619,0.718333,0.715714,0.71119,0.69881,0.705476,0.715952,0.719524,0.714762,0.702619,0.714048,0.698095,0.724524,0.718095,0.73,0.722619,0.704524,0.721429,0.725476,0.714048,0.720714,0.728571,0.719286,0.705476,0.69,0.689048,0.692143,
8600,0.996977,0.996977,0.996512,0.994884,0.994419,0.990698,0.979535,0.978372,0.965349,0.937442,0.909535,0.869535,0.812791,0.753256,0.686512,0.666279,0.70093,0.683953,0.690465,0.689767,0.693023,0.673721,0.706977,0.720233,0.718605,0.710233,0.697674,0.706744,0.716744,0.720233,0.715814,0.703023,0.715814,0.69814,0.724419,0.717442,0.729535,0.723488,0.706279,0.721395,0.725116,0.715349,0.720233,0.730698,0.72186,0.706279,0.691628,0.691628,0.693023,
8800,0.997045,0.996818,0.996591,0.995,0.994545,0.990909,0.979773,0.978636,0.965227,0.936591,0.907273,0.870455,0.811591,0.753182,0.685455,0.666364,0.702273,0.685682,0.69,0.691364,0.692955,0.676364,0.705909,0.718636,0.719545,0.711818,0.697727,0.708182,0.717727,0.722045,0.716136,0.704091,0.715682,0.697727,0.722273,0.719773,0.729545,0.723182,0.707045,0.722727,0.725227,0.715909,0.720455,0.729545,0.720682,0.707045,0.692273,0.6925,0.694773,
9000,0.996667,0.996667,0.996667,0.995111,0.994444,0.990667,0.979333,0.978889,0.965333,0.936889,0.906889,0.869333,0.811111,0.752889,0.685111,0.666444,0.702222,0.687778,0.689333,0.692444,0.692889,0.676889,0.707333,0.716889,0.718667,0.712889,0.698889,0.710444,0.717778,0.722667,0.718,0.706222,0.716667,0.698222,0.722667,0.719333,0.729778,0.723778,0.707556,0.722444,0.725111,0.715556,0.720667,0.730889,0.720444,0.707556,0.694444,0.694667,0.695111,
9200,0.996739,0.996739,0.996739,0.995217,0.994348,0.99087,0.979565,0.978696,0.965435,0.936522,0.905652,0.86913,0.811522,0.75087,0.684565,0.666304,0.702826,0.686304,0.688478,0.692391,0.693913,0.680217,0.708043,0.718261,0.720435,0.711957,0.7,0.71087,0.71913,0.724348,0.718696,0.706304,0.718696,0.700652,0.721957,0.720217,0.730435,0.723478,0.708913,0.723043,0.725652,0.71587,0.721522,0.73,0.718696,0.706957,0.690435,0.696957,0.696739,
9400,0.996809,0.996809,0.996809,0.995319,0.994043,0.990426,0.979787,0.978723,0.964681,0.936383,0.905957,0.866596,0.811277,0.75,0.685319,0.666383,0.704468,0.687021,0.687234,0.693404,0.69383,0.68234,0.708723,0.720213,0.720851,0.711915,0.702553,0.711702,0.721064,0.723617,0.719574,0.708085,0.718511,0.7,0.723404,0.720426,0.730426,0.720851,0.709149,0.724043,0.728511,0.715957,0.720213,0.730213,0.718723,0.706383,0.691702,0.697234,0.697447,
9600,0.996458,0.996875,0.996875,0.995208,0.993958,0.990625,0.98,0.978958,0.964583,0.936667,0.906042,0.865625,0.810208,0.749167,0.685,0.669792,0.705208,0.68625,0.686667,0.694375,0.695208,0.683542,0.708333,0.720208,0.719375,0.713542,0.7025,0.711042,0.7225,0.724375,0.720208,0.708333,0.718125,0.700833,0.723125,0.719375,0.731458,0.722292,0.710625,0.72375,0.727917,0.715417,0.723125,0.731875,0.717083,0.707917,0.6925,0.697708,0.696667,
9800,0.996531,0.996939,0.996939,0.995306,0.994082,0.990816,0.979592,0.979184,0.964286,0.936531,0.905306,0.865714,0.81102,0.748571,0.685306,0.667347,0.70449,0.687143,0.688163,0.695918,0.696531,0.683878,0.71,0.720816,0.720612,0.714082,0.702653,0.711837,0.722857,0.725714,0.722245,0.708367,0.71898,0.701224,0.722857,0.719388,0.732041,0.722857,0.710204,0.723673,0.726327,0.716122,0.724286,0.732857,0.71551,0.708776,0.693878,0.69898,0.697959,
10000,0.9964,0.9968,0.9968,0.9948,0.994,0.9906,0.9796,0.9796,0.9642,0.9366,0.9052,0.8642,0.8116,0.7478,0.685,0.6674,0.7048,0.6874,0.6886,0.697,0.6978,0.684,0.7098,0.7204,0.72,0.7132,0.7042,0.7132,0.7226,0.7268,0.7228,0.7088,0.7198,0.7006,0.7226,0.7198,0.7306,0.7228,0.7106,0.7242,0.7258,0.7166,0.7232,0.7306,0.716,0.7096,0.6954,0.6994,0.697,
10200,0.996471,0.996863,0.996863,0.994902,0.993922,0.990392,0.979608,0.979412,0.963922,0.936863,0.905098,0.863725,0.811569,0.747647,0.68549,0.665098,0.703333,0.688431,0.689608,0.697255,0.697647,0.685882,0.711373,0.721961,0.721569,0.713922,0.704118,0.714902,0.722941,0.727451,0.721765,0.70902,0.721176,0.700784,0.72098,0.721765,0.730392,0.722745,0.71,0.725294,0.726078,0.717647,0.723529,0.731765,0.716078,0.709608,0.697843,0.699608,0.696471,
10400,0.996154,0.996923,0.996923,0.994615,0.993654,0.990577,0.979808,0.979423,0.963462,0.936538,0.905962,0.864231,0.811923,0.746346,0.683846,0.664615,0.702885,0.688654,0.689808,0.6975,0.697692,0.685385,0.711731,0.721731,0.722115,0.713846,0.704038,0.714808,0.720577,0.724808,0.721538,0.708077,0.722885,0.7,0.721154,0.723654,0.73,0.721346,0.710962,0.726346,0.725962,0.7175,0.721346,0.730769,0.715577,0.710192,0.696923,0.7,0.698077,
10600,0.996038,0.996981,0.996604,0.994717,0.993396,0.990566,0.98,0.979434,0.963962,0.935472,0.906038,0.863774,0.812453,0.746604,0.68283,0.663585,0.703019,0.688679,0.690377,0.699811,0.700189,0.687547,0.713585,0.721509,0.723019,0.713962,0.703774,0.715472,0.721321,0.725472,0.722453,0.708491,0.722453,0.700377,0.722264,0.723019,0.727736,0.721321,0.712642,0.72717,0.726038,0.717358,0.721321,0.732264,0.714528,0.709057,0.698113,0.700189,0.699811,
10800,0.996111,0.997037,0.996667,0.99463,0.993519,0.990556,0.979815,0.979444,0.963148,0.936111,0.907407,0.863889,0.812222,0.746296,0.681667,0.663333,0.702778,0.688333,0.692778,0.702037,0.698704,0.688704,0.714815,0.721296,0.722963,0.714815,0.704815,0.716296,0.721296,0.725926,0.724074,0.709074,0.722222,0.699444,0.723889,0.723704,0.728704,0.723889,0.713148,0.727037,0.725185,0.714815,0.721667,0.733519,0.71537,0.708333,0.698519,0.702593,0.7,
11000,0.996182,0.997091,0.996727,0.994727,0.993455,0.990727,0.98,0.978909,0.962909,0.936,0.907636,0.864545,0.812364,0.745818,0.679818,0.664364,0.702909,0.69,0.693636,0.700727,0.701091,0.69,0.715636,0.720364,0.722182,0.714545,0.707091,0.715455,0.722182,0.727818,0.725091,0.710364,0.723273,0.699273,0.723818,0.724,0.727273,0.723636,0.712727,0.726545,0.724909,0.714,0.722182,0.733273,0.715818,0.707818,0.699091,0.702909,0.699455,
11200,0.99625,0.996964,0.996786,0.994821,0.993571,0.990536,0.98,0.97875,0.962857,0.935536,0.907679,0.864464,0.8125,0.745,0.680357,0.662143,0.701964,0.689821,0.695536,0.703036,0.701786,0.69125,0.716429,0.721071,0.721071,0.714821,0.708571,0.716429,0.720893,0.726964,0.725714,0.710179,0.724643,0.699643,0.725,0.725714,0.72875,0.724107,0.713393,0.726607,0.724107,0.714107,0.7225,0.7325,0.71375,0.709107,0.700179,0.704643,0.698929,
