mc_step,0&1,1&2,2&3,3&4,4&5,5&6,6&7,7&8,8&9,9&10,10&11,11&12,12&13,13&14,14&15,15&16,16&17,17&18,18&19,19&20,20&21,21&22,22&23,23&24,24&25,25&26,26&27,27&28,28&29,29&30,30&31,31&32,32&33,33&34,34&35,35&36,36&37,37&38,38&39,39&40,40&41,41&42,42&43,43&44,44&45,45&46,46&47,47&48,48&49,
23200,0.995776,0.997328,0.997069,0.997069,0.993448,0.989914,0.984828,0.975259,0.963793,0.94431,0.915345,0.869224,0.826466,0.756897,0.689138,0.6675,0.678534,0.690086,0.704483,0.711466,0.713276,0.718707,0.724914,0.72319,0.718966,0.730517,0.726552,0.727155,0.732931,0.720431,0.728793,0.726293,0.723362,0.730172,0.737414,0.743621,0.74069,0.7325,0.733621,0.729828,0.726724,0.731121,0.735345,0.732931,0.738707,0.73319,0.72569,0.708362,0.700431,
23400,0.995726,0.99735,0.997094,0.997094,0.993419,0.989829,0.984701,0.975214,0.963675,0.944274,0.915556,0.868718,0.826752,0.756923,0.688718,0.666752,0.679231,0.690085,0.704103,0.711795,0.713248,0.718547,0.724103,0.72359,0.719487,0.730256,0.727179,0.727094,0.732906,0.720342,0.728376,0.726325,0.724359,0.729573,0.73735,0.744017,0.740171,0.732991,0.734103,0.729402,0.727778,0.731624,0.734359,0.73359,0.738718,0.73265,0.725726,0.708376,0.700855,
23600,0.995763,0.997373,0.997119,0.997034,0.99339,0.989831,0.984831,0.975085,0.963729,0.944322,0.915593,0.868898,0.826864,0.756017,0.687881,0.666186,0.680593,0.690339,0.704068,0.712542,0.714068,0.71839,0.723729,0.723729,0.720254,0.730254,0.727458,0.727119,0.73322,0.721186,0.728983,0.726525,0.724576,0.729407,0.736441,0.743475,0.740085,0.733051,0.733898,0.729322,0.727712,0.731864,0.734576,0.733644,0.738305,0.733051,0.72661,0.708475,0.700508,
23800,0.995714,0.997395,0.997059,0.997059,0.993445,0.989832,0.984622,0.974706,0.963445,0.944286,0.91563,0.868739,0.826891,0.755798,0.688487,0.666723,0.680588,0.690084,0.703782,0.712773,0.71437,0.718487,0.724118,0.723866,0.719664,0.730168,0.726975,0.727563,0.732689,0.721345,0.728571,0.726303,0.724622,0.729328,0.73521,0.743782,0.740084,0.733361,0.734538,0.729412,0.728151,0.732185,0.73437,0.733613,0.738487,0.733866,0.726134,0.708571,0.700672,
24000,0.99575,0.997417,0.997083,0.997083,0.9935,0.989833,0.98475,0.974667,0.963583,0.944,0.915417,0.868583,0.826833,0.755667,0.687917,0.66575,0.6805,0.69075,0.703917,0.713333,0.714333,0.718667,0.724,0.724083,0.719667,0.730333,0.727167,0.7275,0.732833,0.72175,0.728583,0.725583,0.724417,0.729333,0.735833,0.744083,0.740833,0.733417,0.734667,0.730417,0.728583,0.732333,0.734667,0.733083,0.738667,0.734417,0.725167,0.709,0.700583,
24200,0.995785,0.997438,0.997107,0.997025,0.993471,0.989752,0.984876,0.974628,0.963554,0.943471,0.915124,0.868264,0.826529,0.75562,0.688182,0.666612,0.680083,0.690413,0.703967,0.713884,0.714711,0.718678,0.723802,0.724545,0.719587,0.729835,0.726942,0.727686,0.732727,0.722066,0.729008,0.725785,0.723884,0.729174,0.736116,0.743719,0.740826,0.733388,0.734793,0.730744,0.728926,0.732727,0.735124,0.733058,0.73843,0.734793,0.725537,0.709669,0.700248,
24400,0.99582,0.997377,0.997131,0.997049,0.993525,0.989754,0.985,0.974754,0.963443,0.943361,0.915328,0.868197,0.826885,0.755492,0.687869,0.666148,0.68,0.69,0.704672,0.714016,0.715328,0.718852,0.724508,0.725328,0.719508,0.730082,0.726967,0.728033,0.732705,0.722869,0.729344,0.725902,0.723607,0.72918,0.736885,0.742705,0.740984,0.734016,0.734918,0.730492,0.729016,0.733197,0.735,0.732459,0.738607,0.734918,0.725738,0.709836,0.700492,
24600,0.995854,0.997398,0.997154,0.997073,0.993415,0.989837,0.984959,0.974715,0.963496,0.943089,0.915772,0.868211,0.827154,0.75561,0.687886,0.666179,0.679187,0.689106,0.704878,0.714065,0.716098,0.71878,0.724634,0.725854,0.720407,0.730407,0.727154,0.727317,0.732276,0.721951,0.729593,0.726504,0.724065,0.72935,0.736585,0.742276,0.741057,0.733821,0.734228,0.730732,0.728537,0.733171,0.734797,0.733089,0.738699,0.735447,0.725854,0.709187,0.701301,
24800,0.995887,0.997419,0.997177,0.997097,0.993468,0.989919,0.984919,0.974758,0.963629,0.943226,0.915806,0.868468,0.826694,0.755806,0.687581,0.66629,0.679194,0.688952,0.705645,0.714435,0.716048,0.719516,0.724435,0.725161,0.720242,0.729919,0.727258,0.727339,0.732661,0.721532,0.730403,0.727177,0.724194,0.729032,0.736855,0.742339,0.740968,0.733629,0.734677,0.730565,0.728871,0.733306,0.734597,0.733226,0.738952,0.734839,0.725968,0.709758,0.70129,
25000,0.99584,0.99728,0.9972,0.99712,0.99352,0.99,0.98488,0.97488,0.96344,0.94336,0.91552,0.8684,0.8264,0.7544,0.68784,0.66664,0.67912,0.68896,0.70608,0.71456,0.71704,0.71968,0.72408,0.72432,0.72016,0.72968,0.7272,0.72776,0.73312,0.72168,0.73088,0.72768,0.72376,0.72952,0.73728,0.74192,0.7412,0.73272,0.73328,0.7304,0.72856,0.7328,0.73424,0.73336,0.73904,0.73536,0.72616,0.70952,0.70024,
25200,0.995873,0.997222,0.997222,0.996984,0.993571,0.989841,0.984762,0.975079,0.963254,0.943175,0.915397,0.868254,0.827063,0.755317,0.687698,0.667063,0.679048,0.68881,0.705714,0.714841,0.71627,0.718651,0.72373,0.724524,0.721111,0.730397,0.726746,0.727937,0.733889,0.721349,0.73119,0.728492,0.723333,0.729365,0.737619,0.741667,0.741111,0.732778,0.733492,0.730714,0.729365,0.733492,0.734921,0.733095,0.738889,0.735714,0.726667,0.709921,0.700397,
25400,0.995906,0.997087,0.997165,0.997008,0.993622,0.989921,0.984724,0.975039,0.963228,0.943307,0.914882,0.86874,0.827717,0.755354,0.687559,0.667323,0.67874,0.689213,0.706378,0.71378,0.715906,0.718504,0.724173,0.724567,0.721654,0.730787,0.725827,0.727795,0.734409,0.721811,0.731181,0.728425,0.723701,0.729134,0.737087,0.741969,0.741575,0.733465,0.732835,0.731496,0.729764,0.733622,0.735118,0.732441,0.738661,0.735354,0.726614,0.709843,0.700472,
25600,0.995938,0.997031,0.997188,0.997031,0.993672,0.989844,0.984844,0.975078,0.963281,0.943281,0.914531,0.868828,0.827734,0.755,0.687578,0.668203,0.678672,0.689922,0.706484,0.713906,0.715938,0.719219,0.724531,0.725,0.721406,0.730781,0.726406,0.727969,0.734141,0.721875,0.731406,0.728672,0.723594,0.728906,0.73625,0.741875,0.742109,0.734453,0.733437,0.731016,0.730156,0.73375,0.734453,0.732187,0.738828,0.734531,0.726406,0.709844,0.700859,
25800,0.995969,0.997054,0.997209,0.997054,0.993721,0.989922,0.984961,0.975039,0.963178,0.943178,0.914651,0.86907,0.827597,0.755039,0.687752,0.667519,0.67814,0.689612,0.706357,0.713798,0.715426,0.71938,0.724574,0.725039,0.72124,0.730388,0.726512,0.727752,0.734884,0.722016,0.731395,0.728682,0.724109,0.729302,0.735659,0.741473,0.742248,0.734651,0.733333,0.731318,0.729612,0.733798,0.734186,0.732093,0.73907,0.734574,0.726667,0.709767,0.700388,
26000,0.995923,0.997077,0.997231,0.997077,0.993769,0.989923,0.984846,0.975077,0.962923,0.943077,0.914615,0.869462,0.827462,0.754923,0.688,0.667231,0.678692,0.688846,0.706615,0.714,0.715769,0.718923,0.724385,0.724923,0.720615,0.730462,0.726769,0.728308,0.735308,0.722462,0.731385,0.729,0.723615,0.729538,0.735385,0.741538,0.742231,0.735231,0.732692,0.730769,0.730231,0.734077,0.734692,0.732,0.738538,0.734231,0.727231,0.710846,0.700538,
26200,0.995954,0.997099,0.997252,0.997099,0.993664,0.989847,0.984809,0.975267,0.963053,0.94313,0.914656,0.869466,0.82687,0.755191,0.688168,0.66771,0.678702,0.688702,0.706947,0.714427,0.715496,0.718702,0.724656,0.725267,0.720687,0.730992,0.726489,0.728321,0.735496,0.722443,0.730763,0.729618,0.724046,0.730534,0.735496,0.742366,0.742366,0.73542,0.732214,0.730916,0.730458,0.734122,0.734427,0.732366,0.73855,0.734198,0.727557,0.710611,0.69916,
26400,0.995985,0.997121,0.997273,0.997045,0.993712,0.989924,0.984773,0.975379,0.962803,0.94303,0.914697,0.869545,0.826894,0.754621,0.688864,0.667955,0.679091,0.688864,0.707121,0.715152,0.715833,0.718258,0.724394,0.724924,0.721061,0.730682,0.725985,0.729091,0.736212,0.722424,0.731288,0.729318,0.724015,0.730379,0.735455,0.74303,0.742121,0.735682,0.731818,0.730758,0.730682,0.734545,0.734545,0.732424,0.739167,0.734621,0.727197,0.710985,0.699545,
26600,0.996015,0.997143,0.997293,0.997068,0.993759,0.98985,0.984737,0.975338,0.962782,0.943158,0.914511,0.869323,0.826767,0.755414,0.688872,0.66797,0.678872,0.689173,0.706391,0.715263,0.715414,0.718947,0.725038,0.72594,0.721504,0.731278,0.725564,0.729549,0.73609,0.722406,0.731203,0.729248,0.724436,0.730451,0.735789,0.743459,0.742331,0.735489,0.732632,0.730752,0.730827,0.734511,0.734436,0.732556,0.738872,0.734737,0.727368,0.711353,0.699624,
26800,0.996045,0.997164,0.997239,0.997015,0.993731,0.989851,0.984776,0.975299,0.96291,0.943284,0.914851,0.869552,0.826791,0.755896,0.688507,0.668134,0.678881,0.68806,0.706493,0.715821,0.715672,0.718507,0.725,0.725075,0.721418,0.731791,0.726119,0.72903,0.736194,0.722612,0.731493,0.729403,0.725075,0.730597,0.735522,0.743507,0.741716,0.735299,0.732537,0.731269,0.731119,0.734627,0.734254,0.733209,0.738582,0.734627,0.727388,0.711343,0.699478,
27000,0.996,0.997185,0.997259,0.997037,0.993704,0.98963,0.984815,0.975407,0.962667,0.943259,0.915037,0.868815,0.826519,0.75563,0.689111,0.668444,0.679259,0.688,0.705778,0.714963,0.716296,0.718815,0.725259,0.725852,0.721926,0.732296,0.726296,0.728889,0.736148,0.722889,0.73163,0.729333,0.725111,0.730444,0.735333,0.743333,0.741778,0.735037,0.733185,0.731852,0.731407,0.735481,0.733778,0.733852,0.739111,0.734667,0.727407,0.711185,0.699407,
27200,0.995956,0.997206,0.997206,0.997059,0.99375,0.989706,0.984926,0.975368,0.962353,0.943456,0.914926,0.868824,0.826544,0.756103,0.689412,0.668088,0.678015,0.688088,0.705441,0.715441,0.716544,0.717794,0.725074,0.725956,0.722132,0.732794,0.726397,0.729412,0.735956,0.723015,0.731765,0.729118,0.725294,0.730515,0.735294,0.742941,0.742059,0.735882,0.733162,0.732279,0.730956,0.735221,0.734191,0.733603,0.738603,0.735,0.727353,0.711324,0.7,
27400,0.995985,0.997226,0.997226,0.99708,0.993796,0.989708,0.984891,0.975328,0.962336,0.943431,0.914891,0.868686,0.826423,0.755693,0.689781,0.668686,0.677664,0.687591,0.70562,0.715547,0.716715,0.717664,0.725036,0.726204,0.722774,0.733212,0.725766,0.730365,0.736131,0.723285,0.731314,0.728832,0.725255,0.730876,0.735182,0.742628,0.741898,0.735328,0.733212,0.731898,0.730876,0.735693,0.734453,0.734526,0.739124,0.735474,0.727591,0.711241,0.7,
27600,0.996014,0.997246,0.997246,0.997029,0.993623,0.98971,0.984783,0.975435,0.962246,0.943333,0.915217,0.868768,0.826087,0.75558,0.68971,0.669203,0.676739,0.687609,0.70529,0.716014,0.716449,0.718478,0.724928,0.726594,0.722681,0.732826,0.725942,0.730725,0.736522,0.722899,0.731449,0.729058,0.726304,0.731232,0.734855,0.742754,0.741884,0.735362,0.732971,0.731884,0.731522,0.73558,0.734203,0.734493,0.738333,0.735072,0.727536,0.711232,0.70058,
27800,0.996043,0.997122,0.997266,0.996978,0.993597,0.989784,0.984748,0.975324,0.962518,0.943381,0.915108,0.868921,0.826043,0.755827,0.690216,0.669424,0.676835,0.687626,0.705683,0.716331,0.715971,0.718561,0.725108,0.727194,0.722374,0.732374,0.725827,0.731367,0.735683,0.722662,0.731727,0.729424,0.726547,0.731079,0.73518,0.74223,0.742302,0.735324,0.732806,0.732518,0.731295,0.735755,0.734532,0.734173,0.737842,0.734532,0.72741,0.710216,0.700863,
28000,0.995929,0.997143,0.997286,0.997,0.993643,0.989786,0.984571,0.975357,0.962429,0.943286,0.915071,0.868786,0.825571,0.755571,0.690357,0.669214,0.676643,0.688,0.705857,0.716214,0.715286,0.719,0.724643,0.7265,0.722429,0.732571,0.725929,0.731714,0.735929,0.722571,0.7315,0.729357,0.727,0.731,0.735286,0.742357,0.742714,0.735071,0.732214,0.732214,0.731214,0.736357,0.734643,0.734286,0.738071,0.734643,0.7275,0.7105,0.7005,
28200,0.995887,0.997163,0.997234,0.997021,0.993688,0.989716,0.984255,0.975319,0.962411,0.943262,0.914965,0.868582,0.825957,0.755532,0.69,0.668156,0.675957,0.688085,0.705957,0.716525,0.715887,0.719149,0.724539,0.726596,0.72305,0.732837,0.726454,0.731844,0.736312,0.722837,0.731986,0.729149,0.727092,0.731064,0.734823,0.742411,0.74234,0.734539,0.732128,0.731773,0.731489,0.736596,0.734326,0.734823,0.738369,0.734681,0.728085,0.710496,0.700213,
28400,0.995845,0.997183,0.997254,0.996972,0.993662,0.989718,0.984296,0.975282,0.962183,0.943239,0.914718,0.868662,0.826056,0.756056,0.690211,0.667746,0.675845,0.688873,0.705775,0.716408,0.716197,0.719296,0.724789,0.726268,0.723662,0.732817,0.725845,0.73169,0.736197,0.722746,0.732324,0.729437,0.726831,0.730845,0.735141,0.743099,0.742535,0.734437,0.73162,0.731831,0.732254,0.736338,0.73493,0.734718,0.738451,0.734718,0.727887,0.710423,0.701127,
28600,0.995804,0.997203,0.997273,0.996923,0.993706,0.98979,0.984266,0.975315,0.962378,0.943357,0.915105,0.868811,0.826084,0.755734,0.69,0.668112,0.675734,0.688252,0.705524,0.716573,0.716783,0.71972,0.725105,0.725804,0.723916,0.732308,0.725455,0.732098,0.736643,0.722378,0.732448,0.72958,0.727413,0.731259,0.735385,0.742378,0.742657,0.734266,0.731818,0.732028,0.732238,0.736084,0.734056,0.735035,0.738601,0.734965,0.727902,0.710769,0.701189,
28800,0.995764,0.997153,0.997292,0.996944,0.99375,0.989861,0.984236,0.975139,0.962361,0.943264,0.915139,0.868542,0.825556,0.755764,0.690208,0.668333,0.676042,0.688333,0.704861,0.715972,0.716944,0.720069,0.725972,0.726528,0.724792,0.732847,0.725625,0.731944,0.736458,0.722361,0.732847,0.729792,0.727153,0.73125,0.735417,0.742847,0.742708,0.734375,0.731806,0.731736,0.731667,0.736111,0.733819,0.735278,0.737986,0.734792,0.728056,0.710694,0.701181,
29000,0.995724,0.997172,0.99731,0.996897,0.993655,0.989862,0.984276,0.975103,0.962276,0.943379,0.91531,0.868552,0.825448,0.755103,0.69069,0.668552,0.676138,0.688276,0.704552,0.715724,0.71669,0.720138,0.726207,0.726759,0.724897,0.732759,0.725793,0.731931,0.736483,0.722207,0.733379,0.729655,0.727862,0.73131,0.735241,0.742345,0.742759,0.733931,0.731655,0.731793,0.732069,0.736276,0.734276,0.735172,0.738207,0.733931,0.728759,0.711034,0.700828,
29200,0.995685,0.997192,0.997329,0.996918,0.993425,0.989932,0.984041,0.975205,0.96226,0.943151,0.914932,0.868767,0.825616,0.754589,0.690068,0.668219,0.676301,0.688219,0.705479,0.716233,0.716575,0.720205,0.725548,0.726507,0.725342,0.733288,0.725685,0.732397,0.736233,0.721575,0.733219,0.729726,0.727603,0.731918,0.735342,0.74226,0.742877,0.734247,0.731507,0.731644,0.732603,0.73637,0.734041,0.735068,0.738082,0.733767,0.729178,0.71137,0.701164,
29400,0.995646,0.997211,0.997347,0.996871,0.993401,0.989864,0.983946,0.975306,0.962041,0.943333,0.914694,0.869116,0.825646,0.754626,0.69,0.667959,0.676531,0.688231,0.705306,0.716463,0.716871,0.720068,0.725442,0.726531,0.725782,0.733537,0.725442,0.732789,0.736463,0.721429,0.733673,0.730136,0.727347,0.732517,0.73551,0.742313,0.743061,0.734286,0.731633,0.731633,0.731769,0.736463,0.733741,0.734966,0.738231,0.73415,0.729116,0.71102,0.701701,
29600,0.995676,0.99723,0.997297,0.996824,0.993446,0.989797,0.983986,0.975338,0.961689,0.943378,0.914662,0.868784,0.825608,0.754459,0.690338,0.668378,0.676689,0.687838,0.705203,0.716284,0.716959,0.72027,0.725068,0.726351,0.725743,0.733581,0.72527,0.732973,0.735878,0.722027,0.734189,0.730203,0.727905,0.732568,0.735811,0.742297,0.743378,0.734662,0.731757,0.731824,0.731351,0.736081,0.733649,0.735338,0.737905,0.734459,0.729122,0.710743,0.701486,
29800,0.995705,0.997181,0.997315,0.996779,0.993356,0.989799,0.98396,0.975302,0.961946,0.943221,0.914698,0.868725,0.825369,0.754094,0.689799,0.668121,0.676711,0.688523,0.705101,0.716309,0.716443,0.720067,0.724899,0.726913,0.726443,0.733087,0.725705,0.733289,0.73604,0.721544,0.733289,0.730805,0.728725,0.732886,0.73557,0.741812,0.743289,0.735101,0.732282,0.731812,0.730872,0.736107,0.732886,0.735436,0.738121,0.73396,0.729262,0.710805,0.701678,
30000,0.995733,0.9972,0.997333,0.9968,0.9934,0.989667,0.983933,0.975267,0.961867,0.943133,0.9146,0.868267,0.825333,0.7542,0.689467,0.6686,0.6762,0.688267,0.705867,0.716067,0.716267,0.720267,0.7252,0.726267,0.726733,0.733333,0.726533,0.733467,0.7362,0.721733,0.733467,0.730933,0.7288,0.733533,0.736067,0.741867,0.743333,0.735333,0.7322,0.732267,0.730533,0.735733,0.7334,0.7358,0.738733,0.734333,0.729333,0.711067,0.701867,
30200,0.995762,0.997219,0.997351,0.996821,0.993444,0.989735,0.983974,0.975298,0.961987,0.943377,0.914768,0.868013,0.82543,0.754371,0.689536,0.669007,0.676291,0.687616,0.705563,0.715828,0.716556,0.720265,0.725695,0.725762,0.726689,0.733775,0.726755,0.733311,0.736093,0.721722,0.734106,0.730795,0.728609,0.733709,0.736424,0.741921,0.743907,0.734901,0.732318,0.731921,0.73053,0.73543,0.733576,0.735563,0.738411,0.734106,0.729272,0.711854,0.702185,
30400,0.995724,0.997171,0.997303,0.996842,0.993487,0.989737,0.984013,0.975395,0.962039,0.943355,0.914342,0.868158,0.825461,0.754868,0.689276,0.66875,0.675921,0.687105,0.706316,0.715789,0.716908,0.720461,0.725921,0.725921,0.726974,0.733618,0.725987,0.733618,0.736382,0.722105,0.734013,0.730987,0.728355,0.733684,0.736316,0.742171,0.743816,0.734671,0.732368,0.732039,0.730461,0.735461,0.733816,0.735066,0.738816,0.734079,0.728289,0.712105,0.702303,
30600,0.995686,0.997124,0.99732,0.996863,0.993529,0.989739,0.983987,0.97549,0.961634,0.943464,0.914314,0.868366,0.825229,0.754837,0.689935,0.668366,0.676013,0.686797,0.706993,0.715882,0.717124,0.720588,0.726536,0.725948,0.72732,0.733791,0.726601,0.733595,0.736013,0.722157,0.73451,0.731176,0.728497,0.733922,0.73634,0.74281,0.743922,0.734837,0.732484,0.73183,0.730784,0.735359,0.734052,0.734575,0.738627,0.733725,0.728627,0.71183,0.702288,
30800,0.995714,0.997143,0.997338,0.996818,0.993571,0.98961,0.984026,0.975649,0.961753,0.943377,0.914481,0.868701,0.825455,0.75487,0.690325,0.668831,0.676104,0.687078,0.706494,0.715325,0.716753,0.720325,0.726623,0.72513,0.727468,0.734026,0.726818,0.732727,0.73539,0.721948,0.734805,0.731429,0.727987,0.734026,0.736299,0.743117,0.743831,0.734935,0.733052,0.731883,0.730714,0.734416,0.734156,0.73526,0.739091,0.733571,0.728182,0.712078,0.702922,
31000,0.995742,0.997097,0.997355,0.996839,0.993548,0.989677,0.983935,0.975548,0.961484,0.943484,0.914645,0.868581,0.825161,0.754774,0.690452,0.668839,0.676129,0.687161,0.706774,0.715161,0.716903,0.720774,0.727032,0.725355,0.727419,0.733484,0.726387,0.733613,0.735677,0.721871,0.734903,0.730903,0.728065,0.734968,0.736323,0.742968,0.743355,0.735226,0.732903,0.731677,0.730581,0.735419,0.734645,0.735355,0.739355,0.733871,0.728258,0.711871,0.703161,
31200,0.995705,0.997115,0.997372,0.996859,0.993462,0.989744,0.983974,0.975705,0.961346,0.943333,0.914679,0.868782,0.824872,0.753718,0.69109,0.668974,0.677051,0.687564,0.707179,0.715385,0.71641,0.721026,0.726987,0.725577,0.7275,0.733205,0.725897,0.733526,0.735769,0.722308,0.735192,0.731026,0.727564,0.735128,0.736218,0.743205,0.743397,0.734744,0.732308,0.732115,0.730769,0.735385,0.735256,0.735385,0.739167,0.733462,0.728333,0.711923,0.703333,
31400,0.995669,0.997134,0.997325,0.996879,0.993503,0.98949,0.983758,0.975541,0.961274,0.943376,0.914522,0.869045,0.824904,0.754013,0.691146,0.668726,0.676433,0.687389,0.707389,0.715032,0.716497,0.720828,0.727325,0.72586,0.727834,0.733567,0.726115,0.733503,0.735924,0.72242,0.734713,0.731146,0.727707,0.734777,0.735732,0.742866,0.743121,0.735159,0.732611,0.732102,0.731019,0.735478,0.735287,0.735669,0.738981,0.732994,0.728344,0.711592,0.703694,
31600,0.995696,0.997152,0.997342,0.996835,0.993481,0.989367,0.983797,0.97538,0.961329,0.943101,0.91462,0.868987,0.824937,0.753924,0.691456,0.669304,0.676646,0.687911,0.707152,0.714557,0.716392,0.720127,0.726709,0.72519,0.727595,0.733481,0.726203,0.733481,0.735949,0.722405,0.734494,0.731709,0.727405,0.73538,0.735823,0.743354,0.743165,0.735063,0.732405,0.731709,0.731076,0.735886,0.735506,0.735759,0.739367,0.733544,0.728544,0.711646,0.703291,
31800,0.99566,0.99717,0.997358,0.996855,0.993522,0.989434,0.983774,0.975535,0.961195,0.943208,0.914528,0.869371,0.825031,0.753711,0.691698,0.668994,0.676918,0.687925,0.707044,0.714717,0.716352,0.720503,0.726352,0.72478,0.727547,0.733648,0.726855,0.734025,0.73566,0.722201,0.734591,0.731698,0.727862,0.735157,0.735157,0.743396,0.743585,0.735597,0.732893,0.731761,0.731509,0.735849,0.735409,0.736352,0.739371,0.733333,0.728428,0.711824,0.703333,
32000,0.995625,0.997188,0.997313,0.996875,0.993563,0.989437,0.98375,0.975625,0.961187,0.94325,0.91425,0.869375,0.824313,0.75325,0.692063,0.66925,0.677438,0.688063,0.707125,0.714688,0.716688,0.72025,0.726562,0.724812,0.726625,0.733875,0.726625,0.733875,0.73575,0.722625,0.734875,0.732437,0.727563,0.735625,0.735313,0.743437,0.743687,0.735,0.732563,0.731563,0.731437,0.73575,0.735625,0.736625,0.73875,0.733187,0.72875,0.711812,0.702937,
32200,0.995652,0.997205,0.997329,0.996894,0.993602,0.989379,0.983727,0.975466,0.96118,0.943292,0.914472,0.869689,0.823975,0.75323,0.691739,0.668944,0.677702,0.68795,0.707205,0.714845,0.716894,0.720062,0.726398,0.724907,0.727143,0.733665,0.727453,0.734224,0.73559,0.722795,0.734845,0.732981,0.727578,0.735342,0.735652,0.742609,0.744286,0.734783,0.732857,0.73118,0.73205,0.735963,0.736025,0.736708,0.738447,0.733292,0.729068,0.712174,0.703168,
32400,0.995556,0.997222,0.997346,0.996914,0.993642,0.989444,0.983765,0.975185,0.961235,0.943457,0.914383,0.869691,0.823889,0.753086,0.691914,0.669259,0.677963,0.687469,0.70716,0.714691,0.716852,0.720309,0.726667,0.725309,0.72679,0.733519,0.727407,0.734136,0.73537,0.723025,0.734444,0.732531,0.727469,0.735,0.735556,0.743148,0.744506,0.735247,0.732716,0.731296,0.732222,0.735926,0.735926,0.73679,0.738519,0.733519,0.728704,0.712901,0.703519,
32600,0.995521,0.997239,0.997301,0.996933,0.99362,0.989509,0.983742,0.975215,0.961166,0.943374,0.914417,0.869264,0.823804,0.75319,0.69135,0.668773,0.678037,0.687117,0.707301,0.715031,0.716871,0.720491,0.726135,0.725153,0.727239,0.733558,0.727546,0.734294,0.735399,0.722945,0.734417,0.731902,0.727853,0.735215,0.735276,0.74319,0.74454,0.735644,0.733129,0.73184,0.732577,0.735644,0.735828,0.73681,0.738405,0.733742,0.728896,0.713067,0.703558,
32800,0.995549,0.997256,0.997317,0.996951,0.993598,0.989573,0.983659,0.975366,0.96122,0.943171,0.914329,0.868963,0.823232,0.753354,0.690976,0.669207,0.678902,0.687561,0.707317,0.715244,0.717439,0.720549,0.725915,0.725061,0.727256,0.733841,0.727866,0.734329,0.735366,0.722683,0.734573,0.731402,0.727744,0.735061,0.735183,0.743293,0.744634,0.735061,0.732683,0.731768,0.732744,0.735549,0.735732,0.736951,0.737988,0.733476,0.729024,0.713598,0.704268,
33000,0.995576,0.997152,0.997333,0.99697,0.993576,0.989636,0.983636,0.975394,0.96103,0.943212,0.914364,0.869273,0.823697,0.753091,0.690667,0.669273,0.678788,0.687515,0.707576,0.715212,0.717758,0.720848,0.725939,0.724788,0.726788,0.734424,0.727879,0.734424,0.735455,0.722121,0.734848,0.731818,0.728061,0.73497,0.735394,0.743394,0.744182,0.73503,0.73297,0.731879,0.732848,0.736182,0.735818,0.737152,0.737879,0.733576,0.728424,0.713515,0.704303,
33200,0.995602,0.997169,0.997289,0.996988,0.993554,0.989578,0.983554,0.975422,0.960964,0.943253,0.914096,0.869217,0.823675,0.753373,0.690783,0.669277,0.678373,0.687771,0.707349,0.715181,0.717771,0.721145,0.725723,0.72488,0.726867,0.734157,0.728434,0.734699,0.735542,0.722289,0.734518,0.731747,0.728675,0.735422,0.735783,0.743554,0.744337,0.734639,0.733253,0.732169,0.732771,0.735723,0.736145,0.73747,0.738072,0.733193,0.728795,0.713675,0.704518,
33400,0.995629,0.997186,0.997305,0.996946,0.993593,0.989581,0.983593,0.975509,0.960958,0.943293,0.914132,0.869162,0.823952,0.753413,0.691437,0.669162,0.677904,0.687844,0.707545,0.71503,0.717305,0.721557,0.72521,0.725329,0.726946,0.734491,0.728503,0.734551,0.736168,0.722335,0.734431,0.731617,0.728084,0.73497,0.73521,0.743713,0.744311,0.735269,0.733772,0.732335,0.732994,0.735569,0.735449,0.735928,0.738084,0.733114,0.728922,0.714012,0.704012,
33600,0.995655,0.997202,0.997321,0.996964,0.993571,0.989583,0.983631,0.975655,0.961012,0.943333,0.914464,0.869107,0.824107,0.753155,0.691667,0.669286,0.677321,0.688095,0.707381,0.715119,0.717202,0.721667,0.725476,0.725298,0.727083,0.733929,0.729048,0.734702,0.735893,0.722917,0.734524,0.732202,0.72881,0.735357,0.735595,0.74369,0.743929,0.735298,0.733512,0.732976,0.73244,0.735238,0.736131,0.736548,0.738571,0.733274,0.729821,0.714405,0.704226,
33800,0.99568,0.997219,0.997278,0.996923,0.99355,0.989645,0.983669,0.97568,0.960947,0.943432,0.914497,0.869172,0.823609,0.752722,0.691657,0.669467,0.677337,0.687929,0.707101,0.715266,0.716923,0.721361,0.726036,0.724734,0.726864,0.733728,0.728817,0.734793,0.736331,0.723314,0.734911,0.732071,0.728935,0.735148,0.735503,0.743491,0.744083,0.735207,0.733077,0.733077,0.732544,0.736036,0.736213,0.736686,0.738757,0.733136,0.729349,0.714083,0.704083,
34000,0.995706,0.997176,0.997235,0.996941,0.993412,0.989647,0.983706,0.975765,0.961,0.943294,0.914706,0.869176,0.823647,0.752941,0.691941,0.669294,0.676824,0.688353,0.707765,0.715941,0.716176,0.721529,0.725765,0.725471,0.727176,0.734353,0.728647,0.734647,0.736294,0.723471,0.735,0.732,0.729118,0.735412,0.735647,0.743706,0.744706,0.735,0.733412,0.733118,0.732471,0.736235,0.736,0.736118,0.738471,0.733294,0.729353,0.714529,0.704118,
