l,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
param_0,0.643748,0.0532013,0.0532013,0.0533502,0.056044,0.0582026,0.054681,0.0574997,0.056621,0.056621,0.0562654,0.0550895,0.0551656,0.0553433,0.054544,0.0546367,0.0550895,0.0551464,0.0549581,0.0549299,0.0549673,0.054819,0.05493,0.0547988,0.0548361,0.0548361,0.0548126,0.0548631,0.0548482,0.0548299,0.0548593,0.0548337,0.054849,0.054849,0.054859,0.0548555,0.0548571,0.054853,0.0548513,0.0548513,0.054851,0.0548501,0.05485,0.0548508,0.0548509,0.0548518,0.0548507,0.0548514,0.054851,0.054851,
param_1,0.404177,0.067917,0.067917,0.0694446,0.068228,0.0631692,0.0668646,0.0662729,0.0664946,0.0664946,0.0667543,0.0673822,0.0673506,0.0672538,0.0678827,0.0676331,0.0673822,0.0671391,0.0672692,0.0672561,0.0673388,0.067384,0.0673877,0.0674592,0.0674283,0.0674283,0.0674283,0.0673989,0.0674155,0.0674187,0.0674037,0.067419,0.0674084,0.0674084,0.0674047,0.0674057,0.0674064,0.0674085,0.067408,0.067408,0.067409,0.0674088,0.0674089,0.0674082,0.067408,0.067408,0.0674084,0.0674081,0.0674083,0.0674083,
