mc_step,l = 0_gamma,l = 0_delta_gamma,l = 1_gamma,l = 1_delta_gamma,l = 2_gamma,l = 2_delta_gamma,l = 3_gamma,l = 3_delta_gamma,l = 4_gamma,l = 4_delta_gamma,l = 5_gamma,l = 5_delta_gamma,l = 6_gamma,l = 6_delta_gamma,l = 7_gamma,l = 7_delta_gamma,l = 8_gamma,l = 8_delta_gamma,l = 9_gamma,l = 9_delta_gamma,l = 10_gamma,l = 10_delta_gamma,l = 11_gamma,l = 11_delta_gamma,l = 12_gamma,l = 12_delta_gamma,l = 13_gamma,l = 13_delta_gamma,l = 14_gamma,l = 14_delta_gamma,l = 15_gamma,l = 15_delta_gamma,l = 16_gamma,l = 16_delta_gamma,l = 17_gamma,l = 17_delta_gamma,l = 18_gamma,l = 18_delta_gamma,l = 19_gamma,l = 19_delta_gamma,l = 20_gamma,l = 20_delta_gamma,l = 21_gamma,l = 21_delta_gamma,l = 22_gamma,l = 22_delta_gamma,l = 23_gamma,l = 23_delta_gamma,l = 24_gamma,l = 24_delta_gamma,l = 25_gamma,l = 25_delta_gamma,l = 26_gamma,l = 26_delta_gamma,l = 27_gamma,l = 27_delta_gamma,l = 28_gamma,l = 28_delta_gamma,l = 29_gamma,l = 29_delta_gamma,l = 30_gamma,l = 30_delta_gamma,l = 31_gamma,l = 31_delta_gamma,l = 32_gamma,l = 32_delta_gamma,l = 33_gamma,l = 33_delta_gamma,l = 34_gamma,l = 34_delta_gamma,l = 35_gamma,l = 35_delta_gamma,l = 36_gamma,l = 36_delta_gamma,l = 37_gamma,l = 37_delta_gamma,l = 38_gamma,l = 38_delta_gamma,l = 39_gamma,l = 39_delta_gamma,l = 40_gamma,l = 40_delta_gamma,l = 41_gamma,l = 41_delta_gamma,l = 42_gamma,l = 42_delta_gamma,l = 43_gamma,l = 43_delta_gamma,l = 44_gamma,l = 44_delta_gamma,l = 45_gamma,l = 45_delta_gamma,l = 46_gamma,l = 46_delta_gamma,l = 47_gamma,l = 47_delta_gamma,l = 48_gamma,l = 48_delta_gamma,l = 49_gamma,l = 49_delta_gamma,
110,0.43688,0.742401,0.646606,0.880987,0.623441,0.927352,0.674082,0.982565,0.464393,0.945346,0.729949,0.737335,0.913508,0.563704,0.757406,0.69267,0.451884,0.621863,0.610445,0.88384,0.713045,0.799585,0.41257,0.707332,0.265134,0.806869,0.316179,0.874838,0.270919,0.871042,0.47931,0.557008,0.192757,0.699942,0.243185,0.876162,0.841699,0.997591,0.926102,0.743106,0.833554,0.337896,0.915096,0.462386,0.0482958,0.79221,0.160594,0.563248,0.599077,0.342165,0.82999,0.264194,0.394492,0.355195,0.0613763,0.596735,0.371552,0.265574,0.401783,0.223045,0.293475,0.25933,0.171796,0.279109,0.00432321,0.612113,0.730288,0.103234,0.85697,0.0706732,9.39507e-05,0.817711,0.74474,0.0911035,0.00204874,0.456243,0.486758,0.079279,0.428481,0.0955469,0.486352,0.0752007,0.901069,0.0171994,0.869144,3.37699e-05,0.321516,0.091098,6.43936e-05,0.498756,0.000139088,0.474239,4.24188e-06,0.483472,3.99604e-05,0.412344,0.000865901,0.292408,0.374638,0.0223037,
120,0.721684,0.742463,0.886105,0.572228,0.742012,0.635375,0.462681,0.613402,0.607388,0.904043,0.709117,0.815183,0.417495,0.673346,0.27886,0.817074,0.355858,0.893115,0.265243,0.863127,0.447324,0.929677,0.181363,0.657503,0.26758,0.885168,0.815708,0.994915,0.905703,0.734556,0.484096,0.558503,0.675295,0.954163,0.657736,0.884263,0.592916,0.934042,0.460193,0.755025,0.939917,0.485126,0.553482,0.328759,0.815106,0.333475,0.046606,0.777794,0.160458,0.542282,0.836312,0.226866,0.395516,0.340129,0.0445946,0.550999,0.371552,0.246845,0.271488,0.251842,0.345776,0.213445,0.165105,0.263748,0.00259279,0.593569,9.39507e-05,0.799257,0.71027,0.0533936,0.721165,0.0861756,0.00204874,0.442496,0.85697,0.013129,0.883075,0.0153527,0.416188,0.0768966,0.472682,0.0714054,0.486352,0.0634794,0.86422,3.37699e-05,6.43936e-05,0.497013,2.36307e-05,0.473132,0.319407,0.0885191,4.24188e-06,0.483005,3.99604e-05,0.412043,0.000865901,0.291564,0.374196,0.0223037,
130,0.708792,0.769372,0.446662,0.668968,0.257844,0.841406,0.337195,0.923656,0.305257,0.857733,0.417897,0.910175,0.16794,0.662298,0.269688,0.896212,0.800579,0.988391,0.904806,0.730678,0.923804,0.536709,0.665991,0.985897,0.665957,0.913155,0.600893,0.898414,0.624827,0.913406,0.722381,0.701088,0.766678,0.645879,0.917226,0.528264,0.454454,0.615009,0.431039,0.759403,0.48544,0.567953,0.815745,0.259651,0.0252431,0.78386,0.134256,0.528655,0.552733,0.28797,0.376439,0.327087,0.83261,0.198278,0.0186912,0.548278,0.353169,0.221593,0.266037,0.236931,0.338348,0.190317,0.144412,0.256558,0.00259279,0.570964,9.39507e-05,0.754231,0.707898,0.0693992,0.00123461,0.427001,0.689873,0.0265809,0.472682,0.0672801,0.869599,0.000127236,0.838975,0.00928303,0.486304,0.0560541,0.858663,3.37699e-05,0.413232,0.0710844,6.43936e-05,0.494085,0.317279,0.0882075,4.24188e-06,0.482173,2.36307e-05,0.472406,4.81773e-05,0.411614,0.000873498,0.29102,0.374126,0.0220313,
140,0.429555,0.898196,0.141066,0.621911,0.264365,0.943463,0.789885,0.993199,0.920136,0.758114,0.929173,0.527524,0.660201,0.949285,0.665551,0.919648,0.616524,0.930102,0.616248,0.878161,0.715881,0.687591,0.80873,0.640084,0.21791,0.863496,0.69002,0.748867,0.429883,0.736836,0.494165,0.599913,0.455106,0.618781,0.926449,0.531377,0.330947,0.908178,0.308179,0.825755,0.420704,0.642447,0.812604,0.230319,0.561919,0.285256,0.135933,0.492681,0.00813942,0.782201,0.366473,0.313795,0.833148,0.169336,0.341815,0.221593,0.245395,0.235052,0.00070714,0.543515,0.338348,0.17798,9.39507e-05,0.749456,0.00259279,0.535358,0.120904,0.246542,0.674063,0.0615291,0.00123461,0.416124,0.447396,0.0672801,0.862033,0.000127236,0.827751,0.0060675,0.832226,3.37699e-05,6.43936e-05,0.493529,0.677602,0.0174256,0.409367,0.0678511,0.316339,0.0873175,0.485946,0.0526597,4.24188e-06,0.48092,2.36307e-05,0.472271,7.16334e-05,0.411049,0.000873498,0.290999,0.37366,0.0218082,
150,0.920743,0.540596,0.640266,0.995627,0.664426,0.891244,0.616607,0.943303,0.642012,0.870022,0.736595,0.691031,0.769685,0.629472,0.258729,0.841066,0.681633,0.8029,0.289426,0.967826,0.467998,0.617443,0.433349,0.597633,0.894292,0.512489,0.373537,0.897251,0.293183,0.839673,0.4483,0.905386,0.799113,0.977224,0.384196,0.632553,0.921869,0.711281,0.442323,0.776772,0.143467,0.643896,0.798619,0.206529,0.579853,0.265364,0.0950881,0.477191,0.364483,0.281706,0.808968,0.138644,0.0024616,0.759258,0.336152,0.184224,0.240336,0.207318,0.293359,0.177284,9.39507e-05,0.733316,0.0716914,0.236469,0.00070714,0.491042,0.000356216,0.519993,0.00123461,0.392197,0.84629,0.000127236,0.663212,0.0276497,0.832226,3.37699e-05,0.437264,0.0638658,0.808714,0.000226693,6.43936e-05,0.484241,0.316166,0.0873175,0.407484,0.0667249,4.24188e-06,0.480732,0.481717,0.0521582,0.677362,0.0157522,2.36307e-05,0.471746,7.16334e-05,0.409998,0.000880453,0.29082,0.37356,0.0217886,
160,0.693185,0.680659,0.757932,0.580386,0.26111,0.814053,0.657331,0.801624,0.292897,0.929884,0.47613,0.609483,0.462521,0.578007,0.861056,0.546762,0.355458,0.897946,0.28475,0.847384,0.490502,0.912333,0.804935,0.969083,0.643031,0.960562,0.670252,0.869965,0.884947,0.541144,0.410702,0.757602,0.946175,0.730037,0.648972,0.94305,0.664482,0.868729,0.40871,0.652281,0.133908,0.633693,0.77808,0.21121,0.0770863,0.473582,0.585236,0.221906,0.349941,0.259417,0.0024616,0.753224,0.799001,0.127431,0.331784,0.161478,0.275102,0.157825,9.39507e-05,0.706298,0.206507,0.16933,0.00070714,0.458742,0.000356216,0.501479,0.81586,3.37699e-05,0.813766,0.000127236,0.0603307,0.193706,6.43936e-05,0.48341,0.792438,0.000108566,4.24188e-06,0.480732,0.00123461,0.371666,0.309933,0.0850023,0.656899,0.00941425,0.477833,0.048942,0.404309,0.0629333,0.435799,0.0328946,2.36307e-05,0.469265,0.677244,0.015105,7.16334e-05,0.409749,0.00088171,0.29082,0.37333,0.0216187,
170,0.492701,0.617235,0.474383,0.602447,0.830618,0.568266,0.373926,0.906578,0.317356,0.91331,0.460881,0.93231,0.81279,0.989947,0.593624,0.947928,0.694138,0.894272,0.847164,0.540373,0.381426,0.73533,0.948831,0.719906,0.629368,0.97647,0.628676,0.901292,0.675067,0.686978,0.287494,0.941191,0.271592,0.759899,0.428557,0.653499,0.63644,0.793973,0.776587,0.594962,0.141379,0.620741,0.0773646,0.44243,0.761491,0.172855,0.575596,0.180637,0.0024616,0.758761,0.349941,0.214826,0.784349,0.0929718,9.39507e-05,0.691161,0.184903,0.149301,0.275102,0.140792,0.302777,0.104791,0.000356216,0.49945,0.00070714,0.442444,0.803164,0.000127236,0.797192,3.37699e-05,4.24188e-06,0.480732,0.792438,0.000108566,0.471285,0.0333993,6.43936e-05,0.43975,0.295794,0.0746203,2.36307e-05,0.465769,0.0565156,0.160817,0.671381,0.013429,0.397575,0.0602962,0.000965151,0.365807,0.653602,0.00928521,7.16334e-05,0.409138,0.434716,0.0323794,0.00088171,0.290681,0.373156,0.0215177,
180,0.415954,0.924087,0.849844,0.951808,0.596846,0.954685,0.674287,0.886603,0.870605,0.53412,0.388368,0.727572,0.93036,0.730699,0.639254,0.99284,0.651356,0.900935,0.366233,0.886373,0.268722,0.95351,0.478057,0.598652,0.432629,0.652672,0.64266,0.80749,0.742673,0.577418,0.275934,0.7644,0.468913,0.555722,0.819675,0.584894,0.67246,0.677821,0.346884,0.901984,0.137944,0.603794,0.753028,0.168736,0.0024616,0.764123,0.568343,0.169632,0.0419759,0.433983,0.33315,0.214826,0.761597,0.0656978,9.39507e-05,0.682542,0.260042,0.116719,0.000356216,0.492979,0.160769,0.138919,0.791896,0.000127236,0.296089,0.0705069,4.24188e-06,0.479264,0.7744,0.000108566,0.00070714,0.400723,0.774476,3.37699e-05,2.36307e-05,0.460067,0.668634,0.00860132,0.395106,0.0602962,6.43936e-05,0.405534,0.653602,0.00652989,0.457158,0.0264589,7.16334e-05,0.407899,0.293206,0.072016,0.000371308,0.365449,0.0555418,0.160191,0.434611,0.0319023,0.000896287,0.290354,0.372906,0.0214782,
190,0.401162,0.724261,0.9684,0.738105,0.630398,0.969957,0.685358,0.912086,0.375454,0.856926,0.243559,0.918971,0.467805,0.579054,0.401845,0.655257,0.649908,0.8141,0.731673,0.619178,0.836859,0.971,0.462372,0.544001,0.811932,0.598418,0.653306,0.688581,0.312795,0.946893,0.407078,0.922204,0.583058,0.873721,0.644496,0.888516,0.881963,0.546439,0.281414,0.769266,0.118897,0.616261,0.0024616,0.740693,0.760476,0.141075,0.580151,0.14672,0.316968,0.209925,0.0121922,0.396865,9.39507e-05,0.667401,0.741244,0.0539175,0.000356216,0.473195,4.24188e-06,0.480582,0.251939,0.0976384,0.778421,0.000127236,0.774476,3.37699e-05,0.131286,0.106407,0.760735,0.000108566,0.00070714,0.388985,2.36307e-05,0.444701,0.655748,0.00718715,0.27917,0.0538243,8.02209e-05,0.398782,7.16334e-05,0.402894,0.64776,0.00419957,0.386075,0.0452438,0.000198563,0.361906,0.291357,0.06966,0.433953,0.0319023,0.45584,0.0258792,0.000899038,0.289813,0.0550387,0.160052,0.37288,0.0213389,
200,0.252195,0.922633,0.454377,0.599272,0.404878,0.622111,0.648248,0.842559,0.734101,0.628014,0.881053,0.999801,0.444354,0.541082,0.823149,0.588597,0.662385,0.695282,0.330882,0.941969,0.385172,0.941798,0.602813,0.865434,0.653307,0.884412,0.63733,0.972653,0.705805,0.926184,0.341588,0.856336,0.966373,0.750358,0.858566,0.559969,0.280229,0.776277,0.376029,0.707733,0.120673,0.590552,0.746563,0.139481,0.0024616,0.728564,0.29071,0.206115,0.577459,0.124477,9.39507e-05,0.627401,0.732353,0.0479235,0.00516,0.387635,0.000356216,0.472027,4.24188e-06,0.480085,0.767738,0.000127236,0.767378,3.37699e-05,0.735068,0.000108566,0.00070714,0.388985,2.36307e-05,0.419309,0.219244,0.087059,7.16334e-05,0.392968,0.652989,0.000171778,0.638628,0.00419957,8.02209e-05,0.390247,0.107336,0.0757241,0.000198563,0.360308,0.289616,0.06966,0.384376,0.0438006,0.274705,0.0538243,0.45584,0.024483,0.432975,0.0294651,0.000899038,0.289555,0.0548944,0.159885,0.372639,0.0212313,
210,0.882433,0.988298,0.436362,0.579016,0.838633,0.556369,0.669838,0.679796,0.317132,0.944785,0.360296,0.952482,0.570064,0.881108,0.672117,0.881755,0.598604,0.954886,0.641073,0.929231,0.242002,0.905089,0.933991,0.746365,0.73547,0.609521,0.295341,0.850776,0.424089,0.706094,0.308395,0.869694,0.450147,0.6533,0.503662,0.630583,0.6127,0.845099,0.863365,0.444444,0.0595889,0.60237,0.00203423,0.740245,0.280266,0.185751,0.538425,0.115814,0.736376,0.0716754,9.39507e-05,0.624132,0.695828,0.0479235,0.000356216,0.465055,0.000520714,0.387635,4.24188e-06,0.48799,0.762299,0.000127236,0.767378,3.37699e-05,2.36307e-05,0.419479,0.700652,0.000108566,0.00070714,0.361913,0.647192,0.000171778,7.16334e-05,0.371042,9.50026e-05,0.373706,0.63215,0.000446245,0.000198563,0.348195,0.211644,0.0750117,0.383497,0.0414911,0.28601,0.0644745,0.452014,0.0221137,0.432854,0.0286849,0.105428,0.0742075,0.000921092,0.289307,0.0545589,0.159885,0.27439,0.0533347,0.372639,0.0209681,
220,0.378069,0.891149,0.569735,0.789644,0.694645,0.847441,0.659412,0.967936,0.63753,0.919953,0.158519,0.910165,0.948318,0.712271,0.742267,0.570109,0.263072,0.841331,0.944113,0.981732,0.365841,0.884798,0.324845,0.969759,0.504413,0.659517,0.622289,0.824323,0.464526,0.612239,0.440414,0.67129,0.667289,0.635012,0.86733,0.548307,0.44836,0.672844,0.879004,0.400767,0.00203423,0.754401,0.0094842,0.608096,0.525896,0.0863633,0.253345,0.163915,0.710524,0.067147,9.39507e-05,0.607935,0.683761,0.0385014,0.000356216,0.464358,4.24188e-06,0.480799,0.749609,3.37699e-05,0.734716,0.000127236,2.36307e-05,0.404806,0.67497,0.000108566,0.000520714,0.366356,0.00070714,0.357752,7.16334e-05,0.36418,0.626816,0.000171778,9.50026e-05,0.355071,0.607195,0.000446245,0.000198563,0.344999,0.28601,0.0601738,0.427293,0.0237034,0.450942,0.0201826,0.383497,0.0330272,0.000921092,0.287681,0.207114,0.0745106,0.0542521,0.159454,0.274245,0.0532849,0.372266,0.0209681,0.105248,0.0733904,
