mc_step,0&1,1&2,2&3,3&4,4&5,5&6,6&7,7&8,8&9,9&10,10&11,11&12,12&13,13&14,14&15,15&16,16&17,17&18,18&19,19&20,20&21,21&22,22&23,23&24,24&25,25&26,26&27,27&28,28&29,29&30,30&31,31&32,32&33,33&34,34&35,35&36,36&37,37&38,38&39,39&40,40&41,41&42,42&43,43&44,44&45,45&46,46&47,47&48,48&49,
3000,0.996667,0.998,0.997333,0.997333,0.992667,0.994,0.987333,0.975333,0.966,0.954667,0.935333,0.896,0.859333,0.814,0.748,0.678667,0.673333,0.634,0.615333,0.654667,0.66,0.651333,0.672667,0.698,0.633333,0.666667,0.642,0.670667,0.653333,0.668667,0.658,0.660667,0.686667,0.646667,0.686667,0.692667,0.707333,0.704,0.692,0.678667,0.708,0.723333,0.691333,0.667333,0.682,0.656667,0.615333,0.620667,0.614,
3200,0.996875,0.998125,0.9975,0.9975,0.993125,0.99375,0.988125,0.974375,0.963125,0.953125,0.93375,0.894375,0.851875,0.81375,0.751875,0.67625,0.67625,0.63375,0.6275,0.658125,0.6675,0.655,0.676875,0.701875,0.64,0.670625,0.646875,0.675625,0.655625,0.660625,0.66,0.661875,0.680625,0.649375,0.69125,0.698125,0.714375,0.708125,0.691875,0.67875,0.708125,0.72375,0.691875,0.671875,0.684375,0.66625,0.624375,0.624375,0.624375,
3400,0.996471,0.998235,0.997059,0.997059,0.992941,0.993529,0.988824,0.974118,0.964118,0.951765,0.932941,0.894706,0.853529,0.810588,0.748235,0.673529,0.675294,0.639412,0.635882,0.66,0.674118,0.66,0.681176,0.704706,0.65,0.677059,0.65,0.675882,0.657059,0.665882,0.668235,0.667059,0.688824,0.655882,0.692941,0.696471,0.717059,0.709412,0.692353,0.685882,0.712941,0.73,0.697059,0.679412,0.687059,0.674706,0.630588,0.631765,0.627059,
3600,0.996111,0.998333,0.997222,0.997222,0.992778,0.992778,0.988333,0.973333,0.964444,0.949444,0.931111,0.893333,0.852222,0.807778,0.75,0.670556,0.671667,0.641111,0.635,0.665556,0.68,0.665556,0.684444,0.708333,0.655556,0.680556,0.656111,0.678889,0.661111,0.667778,0.673333,0.666111,0.689444,0.658889,0.699444,0.697222,0.721111,0.706667,0.692222,0.69,0.709444,0.728333,0.699444,0.678889,0.693333,0.678889,0.632778,0.637778,0.632222,
3800,0.995789,0.998421,0.997368,0.996842,0.993158,0.992632,0.988421,0.973158,0.964211,0.947368,0.931579,0.888421,0.849474,0.807368,0.745263,0.669474,0.675263,0.643684,0.638947,0.668421,0.680526,0.668421,0.683158,0.707368,0.66,0.681053,0.66,0.683684,0.667368,0.671579,0.673158,0.67,0.693684,0.661579,0.695263,0.700526,0.723684,0.708947,0.692632,0.693684,0.710526,0.731053,0.705263,0.681579,0.690526,0.683684,0.637368,0.644211,0.635789,
4000,0.996,0.998,0.997,0.9965,0.9935,0.993,0.988,0.974,0.965,0.9485,0.93,0.8865,0.8445,0.8045,0.744,0.6665,0.6735,0.645,0.6455,0.6695,0.684,0.6745,0.685,0.712,0.6595,0.6795,0.6605,0.6815,0.667,0.6695,0.676,0.672,0.6925,0.664,0.6965,0.699,0.726,0.7125,0.6955,0.691,0.7115,0.733,0.706,0.687,0.6885,0.6875,0.641,0.6445,0.6405,
4200,0.995714,0.997619,0.997143,0.996667,0.993333,0.992857,0.988095,0.973333,0.965238,0.947143,0.93,0.884762,0.840476,0.801905,0.741905,0.663333,0.669524,0.65,0.65,0.671429,0.688095,0.674762,0.688095,0.712857,0.66381,0.681429,0.668095,0.682381,0.669048,0.677143,0.679048,0.668571,0.697143,0.669524,0.698571,0.700476,0.724762,0.712857,0.695238,0.689048,0.713333,0.73381,0.704286,0.688095,0.690952,0.68619,0.645714,0.649048,0.644762,
4400,0.995,0.997727,0.997273,0.996818,0.993182,0.993182,0.988636,0.972273,0.965455,0.948182,0.927727,0.880909,0.839091,0.800455,0.739545,0.666818,0.669091,0.647273,0.655909,0.671364,0.688182,0.679545,0.692727,0.713182,0.667273,0.685,0.670909,0.689091,0.670909,0.682273,0.680909,0.672727,0.702727,0.670455,0.698182,0.701818,0.725909,0.713182,0.695909,0.693636,0.716364,0.730455,0.702273,0.690909,0.690455,0.692273,0.648182,0.655455,0.642727,
4600,0.995217,0.997826,0.996957,0.996522,0.993043,0.992609,0.988261,0.973043,0.966087,0.947391,0.928696,0.88087,0.838696,0.79913,0.741304,0.667826,0.668696,0.645652,0.655652,0.673913,0.69,0.682609,0.693043,0.711304,0.669565,0.688261,0.676087,0.691739,0.677391,0.684783,0.683913,0.677826,0.706087,0.673478,0.69913,0.701739,0.726087,0.713913,0.696087,0.698261,0.716522,0.731304,0.703043,0.694348,0.695652,0.693043,0.651304,0.66087,0.644783,
4800,0.995,0.9975,0.996667,0.996667,0.993333,0.9925,0.987917,0.9725,0.965833,0.947083,0.93,0.880417,0.832083,0.799583,0.742917,0.67125,0.667917,0.6525,0.660833,0.675417,0.693333,0.685833,0.694583,0.710833,0.674167,0.692917,0.67875,0.69375,0.68125,0.685417,0.682917,0.680417,0.71,0.675,0.69875,0.70375,0.7275,0.712917,0.695,0.703333,0.717083,0.7325,0.706667,0.69625,0.692083,0.69375,0.649583,0.664583,0.648333,
5000,0.9952,0.9976,0.9968,0.9964,0.9928,0.9928,0.9884,0.9728,0.9644,0.9468,0.9288,0.882,0.8312,0.796,0.742,0.6712,0.6712,0.6524,0.6596,0.676,0.6944,0.6884,0.6956,0.7084,0.6784,0.6932,0.6812,0.6932,0.6836,0.6872,0.6848,0.6844,0.7112,0.6804,0.7024,0.7084,0.728,0.7116,0.6952,0.7052,0.7156,0.7356,0.7076,0.6968,0.6932,0.6956,0.6508,0.6716,0.6504,
5200,0.994615,0.997692,0.996923,0.995769,0.992692,0.992692,0.988077,0.973846,0.964231,0.946923,0.928846,0.881538,0.829615,0.793846,0.736154,0.668462,0.673462,0.653846,0.662692,0.677692,0.695769,0.690385,0.696923,0.712308,0.682308,0.695,0.68,0.694615,0.691538,0.690385,0.687692,0.685769,0.713077,0.681538,0.702692,0.708846,0.726923,0.711538,0.698077,0.711154,0.716538,0.738077,0.706923,0.701923,0.696538,0.695769,0.655385,0.678077,0.655,
5400,0.994815,0.997407,0.997037,0.995926,0.992963,0.992593,0.987407,0.974444,0.964444,0.947037,0.929259,0.882963,0.831481,0.792222,0.735556,0.663704,0.671111,0.653333,0.662963,0.675556,0.696667,0.693333,0.699259,0.715185,0.686296,0.697778,0.680741,0.695556,0.691111,0.692963,0.68963,0.688148,0.715926,0.683333,0.704444,0.710741,0.727037,0.715926,0.70037,0.712963,0.717407,0.738519,0.706667,0.702963,0.69963,0.697778,0.656296,0.683704,0.655556,
5600,0.995,0.9975,0.997143,0.995714,0.992857,0.992857,0.987143,0.974286,0.962857,0.947857,0.929286,0.883929,0.832143,0.786786,0.733214,0.6625,0.670357,0.656786,0.667857,0.678214,0.697857,0.697143,0.701429,0.715,0.691071,0.698214,0.680714,0.696786,0.694286,0.694643,0.688929,0.6925,0.715,0.686786,0.708929,0.71,0.726429,0.717143,0.705714,0.711786,0.719643,0.739286,0.708571,0.704643,0.694643,0.696429,0.654643,0.686429,0.654286,
5800,0.994828,0.997586,0.997241,0.995862,0.993103,0.993103,0.987241,0.975172,0.963103,0.946897,0.93,0.883793,0.828621,0.787931,0.73069,0.661724,0.672414,0.658966,0.667586,0.681724,0.698621,0.698621,0.703793,0.718276,0.69069,0.700345,0.682069,0.696897,0.697931,0.697931,0.691034,0.693793,0.718966,0.689655,0.708966,0.709655,0.725862,0.717241,0.706552,0.714138,0.721034,0.741034,0.708621,0.705862,0.695172,0.698276,0.658966,0.68931,0.652759,
6000,0.994667,0.997667,0.997333,0.996,0.993,0.993,0.987333,0.976,0.963333,0.947667,0.927667,0.884,0.829333,0.787,0.728333,0.659667,0.674333,0.663333,0.670333,0.681333,0.701667,0.700667,0.705333,0.718,0.693333,0.702667,0.684,0.701667,0.699667,0.702,0.697333,0.698,0.721667,0.691333,0.709667,0.711667,0.724667,0.719,0.707333,0.713,0.717333,0.740667,0.708667,0.708,0.696333,0.697667,0.662333,0.691,0.655,
6200,0.994839,0.997742,0.997419,0.996129,0.992903,0.993226,0.987097,0.976129,0.962581,0.947419,0.928065,0.884839,0.83,0.783871,0.725161,0.660968,0.676452,0.663871,0.671613,0.678065,0.702581,0.702581,0.70871,0.720968,0.694839,0.703226,0.685484,0.702903,0.702258,0.703226,0.697419,0.698387,0.721613,0.69129,0.712581,0.712581,0.725484,0.721613,0.706129,0.714516,0.72,0.740968,0.70871,0.708065,0.696774,0.697097,0.662258,0.695161,0.658387,
6400,0.995,0.997812,0.996875,0.99625,0.993125,0.9925,0.987187,0.975313,0.9625,0.9475,0.926562,0.88625,0.830625,0.781875,0.72375,0.66125,0.678125,0.66625,0.671875,0.677188,0.70375,0.702812,0.704688,0.720313,0.695937,0.709063,0.689375,0.702812,0.704375,0.704688,0.7,0.698438,0.7225,0.69375,0.714688,0.714688,0.725938,0.721875,0.706875,0.716875,0.722187,0.740938,0.70875,0.706562,0.69875,0.7,0.665,0.695937,0.66125,
6600,0.995152,0.997879,0.99697,0.996364,0.99303,0.992424,0.987576,0.974545,0.962424,0.947879,0.925455,0.885152,0.828788,0.780303,0.723939,0.66303,0.679091,0.66697,0.67303,0.677879,0.701515,0.700303,0.702121,0.721515,0.698182,0.709394,0.691515,0.705152,0.706667,0.704242,0.700909,0.700909,0.725152,0.696061,0.716364,0.714848,0.726061,0.722727,0.706364,0.717576,0.722727,0.742424,0.710909,0.708788,0.700909,0.698788,0.662727,0.695152,0.664545,
6800,0.995294,0.997941,0.996765,0.996471,0.993235,0.991765,0.987059,0.974118,0.961765,0.946765,0.924706,0.886471,0.827941,0.777353,0.721765,0.665,0.681471,0.666765,0.670588,0.680294,0.704412,0.702353,0.701765,0.722059,0.7,0.708235,0.694706,0.708824,0.710882,0.707353,0.702059,0.701176,0.722647,0.695588,0.718529,0.716176,0.727647,0.721176,0.709412,0.717059,0.723824,0.743235,0.711471,0.710294,0.703529,0.697059,0.665294,0.697353,0.665,
7000,0.995429,0.998,0.996857,0.996571,0.993143,0.991714,0.987429,0.973714,0.961714,0.946,0.923429,0.887429,0.828286,0.776571,0.724857,0.666571,0.676857,0.67,0.668571,0.681714,0.702286,0.702571,0.702857,0.721429,0.698857,0.710286,0.697429,0.708857,0.714857,0.708571,0.704571,0.700571,0.722571,0.698571,0.717143,0.718286,0.725714,0.723714,0.71,0.719143,0.724571,0.743143,0.710286,0.710857,0.704857,0.695429,0.668,0.696857,0.668,
7200,0.995556,0.998056,0.996944,0.996389,0.993333,0.991667,0.987778,0.973889,0.962222,0.945556,0.922222,0.886944,0.8275,0.776111,0.725278,0.665556,0.678056,0.669167,0.671667,0.680556,0.701667,0.703333,0.706944,0.723889,0.697778,0.711944,0.7,0.708611,0.713889,0.711667,0.705556,0.699444,0.723611,0.700278,0.719167,0.717778,0.723611,0.725833,0.710833,0.718056,0.726389,0.742222,0.711667,0.713889,0.706667,0.696389,0.668333,0.699167,0.669167,
7400,0.995676,0.998108,0.997027,0.996216,0.993514,0.991892,0.987568,0.973514,0.962432,0.944054,0.921892,0.887568,0.827027,0.775405,0.725135,0.664865,0.68,0.668378,0.673243,0.682162,0.701622,0.702162,0.704054,0.721081,0.700811,0.713514,0.69973,0.708919,0.715676,0.711081,0.707027,0.701351,0.721351,0.701622,0.721081,0.717568,0.722703,0.725946,0.711081,0.718649,0.726757,0.741351,0.711081,0.712162,0.706216,0.697568,0.671351,0.701351,0.672973,
7600,0.995526,0.998158,0.997105,0.996316,0.993684,0.991842,0.987368,0.973158,0.962105,0.945,0.922368,0.887895,0.828158,0.775526,0.725526,0.665526,0.677368,0.669737,0.676316,0.685789,0.701842,0.703684,0.703684,0.722632,0.702895,0.713158,0.700263,0.709737,0.715526,0.712368,0.707368,0.701579,0.724211,0.703421,0.722105,0.714737,0.723421,0.727632,0.710789,0.719737,0.726842,0.738684,0.712368,0.712368,0.709211,0.699211,0.674474,0.703684,0.673684,
7800,0.995385,0.998205,0.997179,0.99641,0.993846,0.992051,0.986667,0.973077,0.963077,0.945128,0.921282,0.887692,0.828205,0.774615,0.721538,0.663846,0.676667,0.668718,0.678718,0.689231,0.702564,0.707179,0.70359,0.721282,0.703333,0.714359,0.703077,0.712051,0.715128,0.714103,0.709231,0.702051,0.725897,0.704615,0.722051,0.716667,0.72359,0.727179,0.713077,0.718974,0.726154,0.736667,0.714615,0.715641,0.712308,0.700513,0.675641,0.704872,0.673846,
8000,0.9955,0.99825,0.99675,0.9965,0.994,0.99225,0.9865,0.9735,0.963,0.946,0.91925,0.888,0.8275,0.7745,0.72175,0.66275,0.67775,0.6715,0.6785,0.68925,0.7045,0.7105,0.70525,0.721,0.70375,0.7155,0.7025,0.71225,0.71725,0.71375,0.7105,0.6995,0.726,0.706,0.7215,0.71875,0.72675,0.72825,0.7145,0.71875,0.72475,0.73475,0.715,0.716,0.71275,0.70225,0.67825,0.70625,0.67275,
8200,0.99561,0.998293,0.996829,0.996585,0.993659,0.991707,0.986585,0.973415,0.962683,0.945122,0.919024,0.887073,0.825854,0.777073,0.721463,0.664878,0.67561,0.673902,0.676585,0.688049,0.705366,0.711951,0.706829,0.722927,0.705122,0.714878,0.703171,0.709756,0.718049,0.715366,0.713171,0.699756,0.726098,0.706341,0.720732,0.718293,0.726341,0.725854,0.714878,0.719024,0.725122,0.734146,0.715854,0.717073,0.713902,0.702683,0.677561,0.707317,0.674634,
8400,0.995714,0.998333,0.996667,0.996429,0.993571,0.991667,0.985714,0.97381,0.963095,0.945238,0.919524,0.885476,0.825,0.777143,0.718333,0.666429,0.677857,0.672857,0.676667,0.687619,0.705714,0.71119,0.708571,0.723333,0.707143,0.71619,0.70381,0.709524,0.717857,0.714762,0.714524,0.702381,0.723095,0.707143,0.721429,0.72119,0.725238,0.725714,0.71619,0.717381,0.724048,0.735,0.717857,0.719048,0.71381,0.704286,0.678095,0.70619,0.676429,
8600,0.995814,0.998372,0.996744,0.996512,0.993721,0.99186,0.985349,0.973721,0.963721,0.945116,0.918837,0.886047,0.824186,0.776977,0.718605,0.666744,0.675349,0.672326,0.677907,0.688372,0.707209,0.712326,0.709767,0.724651,0.705349,0.716047,0.706744,0.71,0.71814,0.716047,0.716744,0.701628,0.721395,0.706512,0.722791,0.721163,0.725116,0.726512,0.717209,0.716977,0.725814,0.736047,0.718372,0.718605,0.715581,0.703721,0.678372,0.706744,0.67814,
8800,0.995682,0.998409,0.996818,0.996364,0.993636,0.992045,0.985455,0.974318,0.963864,0.945455,0.918636,0.886591,0.822727,0.7725,0.719091,0.668636,0.675455,0.6725,0.679091,0.69,0.708182,0.712955,0.706818,0.726136,0.707955,0.716364,0.706364,0.709773,0.7175,0.717273,0.72,0.704091,0.722273,0.707955,0.722045,0.721136,0.722727,0.725227,0.718182,0.7175,0.7275,0.735909,0.719091,0.7175,0.716818,0.706364,0.679545,0.705682,0.677727,
9000,0.995778,0.998444,0.996889,0.996222,0.993778,0.991778,0.984667,0.973778,0.963556,0.944667,0.918889,0.886444,0.823778,0.770667,0.716889,0.667778,0.675333,0.671778,0.677778,0.688222,0.71,0.714,0.708444,0.725556,0.709333,0.717111,0.707111,0.710889,0.718222,0.715556,0.720444,0.705333,0.720444,0.709333,0.724444,0.722667,0.723556,0.726889,0.720222,0.718,0.728222,0.737556,0.719778,0.716667,0.717111,0.706222,0.680222,0.706667,0.678222,
9200,0.995652,0.998478,0.996957,0.996087,0.993696,0.991739,0.984783,0.97413,0.963696,0.94413,0.918913,0.887609,0.823913,0.765217,0.716957,0.667391,0.67587,0.673913,0.68,0.691304,0.71087,0.712609,0.708696,0.723043,0.709348,0.718913,0.708696,0.711087,0.718696,0.716522,0.719783,0.703696,0.72087,0.711739,0.725652,0.722609,0.721739,0.727174,0.719565,0.716304,0.727609,0.737609,0.71913,0.717391,0.717826,0.707174,0.679783,0.706522,0.678478,
9400,0.995532,0.998511,0.997021,0.99617,0.993404,0.991489,0.984894,0.974043,0.964468,0.94383,0.918723,0.886383,0.823404,0.763191,0.71766,0.669787,0.675957,0.675532,0.680426,0.693404,0.710851,0.710638,0.709574,0.722979,0.710213,0.718298,0.707872,0.712128,0.717447,0.716383,0.720851,0.705745,0.721489,0.710426,0.725745,0.723191,0.721064,0.728298,0.72,0.716596,0.726809,0.738936,0.721064,0.717447,0.717447,0.705319,0.680213,0.707021,0.678511,
9600,0.995625,0.998542,0.996667,0.996042,0.992708,0.991667,0.984792,0.974583,0.963958,0.943542,0.919167,0.885833,0.824375,0.762083,0.71625,0.667917,0.67625,0.677083,0.681875,0.692083,0.7125,0.708542,0.71,0.723542,0.710833,0.717917,0.71,0.714167,0.718125,0.718125,0.720417,0.707708,0.72125,0.710833,0.725,0.7225,0.721458,0.728125,0.720417,0.716875,0.72625,0.739375,0.721667,0.717083,0.717708,0.70375,0.680833,0.706458,0.680417,
9800,0.995714,0.998571,0.996735,0.996122,0.992449,0.991429,0.985102,0.974082,0.963878,0.943469,0.919592,0.885714,0.822653,0.761837,0.713673,0.667755,0.676531,0.678571,0.683265,0.693061,0.71102,0.709796,0.71,0.723469,0.712449,0.718163,0.710612,0.715918,0.719796,0.719592,0.720612,0.707755,0.722857,0.712041,0.725102,0.724898,0.720408,0.728776,0.720612,0.716327,0.723673,0.739184,0.722653,0.718571,0.717551,0.705714,0.682245,0.707755,0.682041,
10000,0.9956,0.9986,0.9968,0.9962,0.9926,0.9916,0.985,0.9744,0.9632,0.944,0.9194,0.8848,0.822,0.7618,0.7134,0.6686,0.6774,0.6778,0.6836,0.6946,0.7122,0.7098,0.7116,0.723,0.7136,0.7172,0.7114,0.7154,0.7194,0.7192,0.722,0.7066,0.7236,0.7124,0.7232,0.7242,0.7232,0.7288,0.722,0.7154,0.7258,0.7398,0.7228,0.718,0.7202,0.707,0.6824,0.7074,0.6836,
10200,0.995098,0.998627,0.996863,0.996275,0.992549,0.991569,0.985098,0.974902,0.963137,0.944314,0.919412,0.884706,0.821765,0.763333,0.714118,0.668235,0.676471,0.677843,0.682745,0.693529,0.712157,0.708824,0.711961,0.723725,0.715098,0.717647,0.711176,0.715882,0.720588,0.720196,0.723529,0.707647,0.72451,0.713922,0.722941,0.724314,0.722941,0.727843,0.720784,0.715882,0.72451,0.740196,0.72451,0.718824,0.721176,0.70902,0.684902,0.708431,0.684314,
10400,0.995192,0.998654,0.996923,0.996346,0.992692,0.991538,0.984808,0.975192,0.9625,0.944423,0.918654,0.885,0.8225,0.762308,0.713077,0.666923,0.676346,0.68,0.682692,0.693462,0.712308,0.709423,0.712308,0.724423,0.715769,0.719231,0.710577,0.716923,0.719423,0.718846,0.723846,0.706923,0.724038,0.715,0.723077,0.724038,0.722308,0.726923,0.721346,0.715577,0.725769,0.741923,0.724615,0.719423,0.721538,0.709808,0.685192,0.708462,0.684615,
10600,0.995283,0.998491,0.996792,0.996415,0.99283,0.991698,0.984906,0.975094,0.963208,0.94434,0.918491,0.885472,0.822642,0.762642,0.713774,0.664528,0.674717,0.68,0.683208,0.695849,0.713585,0.71,0.712075,0.72283,0.714906,0.720566,0.712075,0.717925,0.718679,0.717925,0.724717,0.709245,0.725094,0.715849,0.72434,0.725283,0.722264,0.72434,0.719811,0.715849,0.725849,0.741509,0.725849,0.719057,0.723585,0.71,0.68717,0.709057,0.684717,
10800,0.99537,0.998519,0.996852,0.996481,0.992778,0.991296,0.985185,0.974444,0.963333,0.94463,0.918519,0.88537,0.822778,0.762407,0.713519,0.663704,0.674259,0.680185,0.68463,0.696852,0.712593,0.711481,0.712778,0.724074,0.715185,0.722778,0.713333,0.717778,0.717778,0.718704,0.72463,0.710556,0.72463,0.715185,0.725741,0.724444,0.722778,0.724259,0.721667,0.717037,0.726296,0.741296,0.725185,0.718333,0.723333,0.71037,0.688704,0.709259,0.685185,
11000,0.995273,0.998545,0.996909,0.996545,0.992909,0.991091,0.985273,0.973818,0.962909,0.944909,0.917818,0.884545,0.822545,0.762,0.713818,0.664364,0.674545,0.679818,0.685818,0.696909,0.713091,0.711818,0.714,0.724727,0.716727,0.723636,0.712727,0.719455,0.718909,0.718909,0.724545,0.711818,0.725091,0.716545,0.724909,0.723636,0.72,0.724182,0.721818,0.718,0.727273,0.741636,0.726,0.717636,0.724182,0.711091,0.689636,0.708,0.685455,
11200,0.995179,0.998571,0.996964,0.996607,0.992321,0.990893,0.985179,0.973393,0.962679,0.945179,0.916071,0.884286,0.821607,0.763214,0.715179,0.665357,0.673571,0.680536,0.685,0.696964,0.713214,0.709643,0.715,0.72625,0.716607,0.723571,0.713571,0.720357,0.718929,0.719821,0.725179,0.711607,0.724464,0.71625,0.725893,0.724643,0.719821,0.72375,0.722321,0.718929,0.726071,0.742321,0.725536,0.718214,0.723214,0.712321,0.690893,0.708571,0.684464,
