l,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
param_0,0.198297,0.084239,0.0798082,0.0816189,0.080743,0.0790305,0.0842098,0.0842098,0.0842098,0.0842098,0.0805834,0.0812987,0.0812987,0.0808017,0.0808017,0.0809461,0.0809461,0.080928,0.080928,0.0808713,0.080855,0.0808676,0.0808971,0.0809061,0.0810212,0.080891,0.0809477,0.0809672,0.0809731,0.0809749,0.080948,0.0809464,0.0809394,0.0809487,0.080948,0.0809454,0.0809569,0.0809546,0.0809521,0.0809541,0.0809521,0.0809551,0.0809537,0.0809534,0.0809522,0.0809522,0.0809532,0.080952,0.0809517,0.0809522,
param_1,0.514165,0.0533001,0.0547273,0.0538223,0.0541481,0.0547904,0.0532332,0.0532332,0.0532332,0.0532332,0.0546737,0.0542293,0.0542293,0.0546672,0.0546672,0.0546906,0.0546906,0.0545871,0.0545871,0.0546441,0.0546748,0.0546386,0.0546705,0.0546168,0.054578,0.0546596,0.0546032,0.0546049,0.0545905,0.0546011,0.0546125,0.0546156,0.0546129,0.054607,0.0546125,0.0546162,0.0546084,0.0546109,0.054611,0.0546092,0.0546107,0.0546107,0.0546102,0.0546112,0.0546115,0.0546115,0.0546114,0.0546116,0.0546117,0.0546112,
