mc_step,l = 0_gamma,l = 0_delta_gamma,l = 1_gamma,l = 1_delta_gamma,l = 2_gamma,l = 2_delta_gamma,l = 3_gamma,l = 3_delta_gamma,l = 4_gamma,l = 4_delta_gamma,l = 5_gamma,l = 5_delta_gamma,l = 6_gamma,l = 6_delta_gamma,l = 7_gamma,l = 7_delta_gamma,l = 8_gamma,l = 8_delta_gamma,l = 9_gamma,l = 9_delta_gamma,l = 10_gamma,l = 10_delta_gamma,l = 11_gamma,l = 11_delta_gamma,l = 12_gamma,l = 12_delta_gamma,l = 13_gamma,l = 13_delta_gamma,l = 14_gamma,l = 14_delta_gamma,l = 15_gamma,l = 15_delta_gamma,l = 16_gamma,l = 16_delta_gamma,l = 17_gamma,l = 17_delta_gamma,l = 18_gamma,l = 18_delta_gamma,l = 19_gamma,l = 19_delta_gamma,l = 20_gamma,l = 20_delta_gamma,l = 21_gamma,l = 21_delta_gamma,l = 22_gamma,l = 22_delta_gamma,l = 23_gamma,l = 23_delta_gamma,l = 24_gamma,l = 24_delta_gamma,l = 25_gamma,l = 25_delta_gamma,l = 26_gamma,l = 26_delta_gamma,l = 27_gamma,l = 27_delta_gamma,l = 28_gamma,l = 28_delta_gamma,l = 29_gamma,l = 29_delta_gamma,l = 30_gamma,l = 30_delta_gamma,l = 31_gamma,l = 31_delta_gamma,l = 32_gamma,l = 32_delta_gamma,l = 33_gamma,l = 33_delta_gamma,l = 34_gamma,l = 34_delta_gamma,l = 35_gamma,l = 35_delta_gamma,l = 36_gamma,l = 36_delta_gamma,l = 37_gamma,l = 37_delta_gamma,l = 38_gamma,l = 38_delta_gamma,l = 39_gamma,l = 39_delta_gamma,l = 40_gamma,l = 40_delta_gamma,l = 41_gamma,l = 41_delta_gamma,l = 42_gamma,l = 42_delta_gamma,l = 43_gamma,l = 43_delta_gamma,l = 44_gamma,l = 44_delta_gamma,l = 45_gamma,l = 45_delta_gamma,l = 46_gamma,l = 46_delta_gamma,l = 47_gamma,l = 47_delta_gamma,l = 48_gamma,l = 48_delta_gamma,l = 49_gamma,l = 49_delta_gamma,
110,0.8308,0.379927,0.313188,0.610054,0.596936,0.908634,0.653715,0.56223,0.918409,0.64312,0.946548,0.659084,0.428874,0.882974,0.431177,0.806211,0.77376,0.721947,0.180053,0.828845,0.985019,0.723327,0.529235,0.786081,0.748919,0.538769,0.634815,0.499727,0.465293,0.606386,0.604296,0.763247,0.462002,0.384144,0.666779,0.490375,0.382046,0.459715,0.451075,0.375137,0.520227,0.335097,0.702873,0.262067,0.222408,0.415395,0.0934196,0.469419,0.28477,0.34395,0.0553647,0.467036,0.485357,0.191749,0.0409792,0.468446,0.671506,0.142795,0.000243913,0.80977,0.183784,0.226801,0.763426,0.0890626,0.480075,0.097594,0.639224,0.0920771,0.0756671,0.266837,0.359577,0.156065,0.480196,0.0786112,0.859602,0.0605867,0.031014,0.308344,0.457032,0.133099,0.0452135,0.27386,0.899709,0.0691409,0.503752,0.0912836,0.0122677,0.428955,1.61404e-05,0.815349,0.650234,0.0889581,0.0391124,0.301977,0.0038532,0.440455,0.137088,0.0976584,0.0541904,0.0634399,
120,0.934428,0.640743,0.452818,0.862899,0.414614,0.799725,0.795788,0.724898,0.197419,0.835862,0.972527,0.674876,0.494018,0.769477,0.736938,0.543841,0.634957,0.505605,0.446168,0.581471,0.594015,0.717951,0.847689,0.354594,0.647665,0.501182,0.362789,0.507081,0.298865,0.632321,0.591114,0.927084,0.958246,0.618198,0.435611,0.376704,0.677928,0.572289,0.461119,0.410464,0.494979,0.332357,0.699888,0.26685,0.302337,0.334088,0.209476,0.363415,0.0766829,0.447945,0.0553647,0.460729,0.465555,0.191749,0.657271,0.130095,0.00965835,0.467255,0.000243913,0.794238,0.729932,0.0583872,0.343161,0.123925,0.167584,0.189568,0.602798,0.0912863,0.420338,0.108997,0.0742724,0.237132,0.890028,0.0515214,0.7936,0.0376063,0.00241652,0.421109,1.61404e-05,0.800206,0.479174,0.0585927,0.647265,0.087444,0.469981,0.0725888,0.0371852,0.301718,0.0290516,0.295994,0.0038532,0.438954,0.0428127,0.273364,0.503232,0.0908817,0.136709,0.0973868,0.054676,0.063531,
130,0.982767,0.635655,0.517728,0.768045,0.695896,0.570896,0.612001,0.512617,0.438583,0.583712,0.602457,0.737203,0.85422,0.35337,0.664264,0.485086,0.376937,0.514928,0.310526,0.658382,0.597424,0.952149,0.966858,0.637113,0.944973,0.68324,0.656557,0.573303,0.488569,0.430192,0.439317,0.84359,0.786227,0.737037,0.41532,0.833223,0.186959,0.819648,0.435261,0.374245,0.494187,0.336094,0.698551,0.243877,0.305103,0.293798,0.0746983,0.429562,0.195103,0.317485,0.435694,0.171676,0.0331231,0.411796,0.000243913,0.783071,0.640069,0.101804,0.00646796,0.450368,0.572384,0.0720028,0.329249,0.104217,0.393321,0.0808256,0.706855,0.0297667,1.61404e-05,0.757558,0.156797,0.100001,0.629615,0.0814936,0.86347,0.0141354,0.0345355,0.284266,0.00213064,0.41082,0.00173093,0.432901,0.0384428,0.211075,0.501234,0.0894442,0.786822,0.0375071,0.0419726,0.272699,0.477193,0.0555604,0.0283186,0.294996,0.467613,0.0692655,0.136568,0.0973868,0.0547137,0.0637963,
140,0.56425,0.743597,0.84384,0.364611,0.621326,0.49801,0.400408,0.528762,0.330696,0.655455,0.60939,0.948542,0.987532,0.617959,0.958756,0.680125,0.687777,0.591334,0.465105,0.416716,0.458541,0.839996,0.777077,0.697514,0.524475,0.739486,0.227307,0.842333,0.420701,0.837832,0.972001,0.63523,0.610903,0.495871,0.700339,0.528276,0.43629,0.592068,0.407852,0.350222,0.692522,0.24413,0.507923,0.310188,0.276273,0.260762,0.0706199,0.42081,0.16918,0.322474,0.000243913,0.773121,0.406028,0.141766,0.025601,0.383284,0.623283,0.0916486,1.61404e-05,0.750298,0.00565603,0.432993,0.629027,0.0675871,0.56081,0.0475741,0.0330212,0.284266,0.326322,0.0822928,0.00173093,0.42429,0.338974,0.0550274,0.501234,0.0758293,0.682866,0.0165552,0.0331385,0.250798,0.00213064,0.409474,0.021917,0.290947,0.154877,0.0833813,0.784792,0.035235,0.843005,0.00438151,0.467241,0.0691216,0.0350371,0.209699,0.476731,0.0551077,0.136207,0.0971269,0.0549028,0.0640051,
150,0.579095,0.938267,0.986749,0.628253,0.949073,0.677814,0.67111,0.577111,0.471121,0.42358,0.471978,0.835867,0.754209,0.708765,0.535337,0.747403,0.232163,0.847647,0.415493,0.83939,0.970238,0.641539,0.623928,0.47119,0.712182,0.53377,0.444317,0.614996,0.56945,0.736846,0.418759,0.520876,0.875131,0.348566,0.575102,0.50819,0.320706,0.702538,0.412278,0.33641,0.485209,0.2728,0.721104,0.240119,0.253812,0.254441,0.138278,0.325091,0.0434445,0.419056,0.000243913,0.736999,0.38895,0.138799,1.61404e-05,0.732045,0.584592,0.0758386,0.00565603,0.398206,0.00114014,0.383284,0.00173093,0.409588,0.613035,0.0368643,0.0147644,0.259883,0.0174729,0.236538,0.00081958,0.391267,0.488261,0.0335802,0.0134296,0.271308,0.545143,0.0322373,0.777178,0.0235003,0.310165,0.080686,0.460415,0.0600375,0.338681,0.0503083,0.8415,0.00328751,0.475686,0.0540738,0.68029,0.0129674,0.0347572,0.209525,0.15441,0.0824509,0.135625,0.0966552,0.0550389,0.0642858,
160,0.504379,0.823286,0.772535,0.670432,0.517677,0.756159,0.208587,0.843312,0.428534,0.879906,0.986344,0.632074,0.648373,0.471138,0.700748,0.550681,0.428802,0.63278,0.612263,0.704296,0.565436,0.954426,0.970498,0.672852,0.66813,0.546781,0.322298,0.694356,0.396808,0.55958,0.996189,0.639142,0.521873,0.500256,0.87376,0.354748,0.477707,0.423765,0.719665,0.21648,0.384062,0.334033,0.47147,0.27282,0.124089,0.300475,0.237596,0.245416,0.000243913,0.721742,0.0191486,0.408573,1.61404e-05,0.707055,0.389319,0.0836812,0.00565603,0.347161,0.00173093,0.403763,0.00114014,0.351817,0.00081958,0.343905,0.555762,0.040766,0.00385148,0.267863,0.745332,0.0177139,0.604435,0.012364,0.449928,0.0532507,0.00139585,0.254467,0.827332,0.00328751,0.0129291,0.228853,0.467728,0.0495795,0.475322,0.0243144,0.303014,0.080686,0.538021,0.0306192,0.680272,0.0116154,0.0333006,0.209137,0.336818,0.04946,0.135399,0.0959749,0.15441,0.0820522,0.0551885,0.0644291,
170,0.999743,0.604248,0.687921,0.458708,0.701495,0.542765,0.42419,0.610218,0.63052,0.68371,0.560249,0.950638,0.934808,0.70812,0.676691,0.479308,0.320203,0.644233,0.396077,0.588442,0.997231,0.620262,0.742205,0.701271,0.521802,0.77971,0.415265,0.861943,0.469591,0.805174,0.534847,0.490868,0.91708,0.357254,0.212312,0.864627,0.49973,0.434876,0.367452,0.323821,0.699617,0.211178,0.481864,0.256184,0.232232,0.233682,0.127418,0.253126,0.000243913,0.692651,1.61404e-05,0.687438,0.00664355,0.402561,0.00173093,0.386461,0.00114014,0.347148,0.00125532,0.335332,0.00081958,0.330314,0.738862,2.9461e-05,0.389319,0.0494344,0.818184,0.00143711,0.418537,0.0329735,0.00320826,0.246874,0.521337,0.0164846,0.288593,0.0762815,0.58204,0.00166016,0.673961,0.00679389,0.439195,0.027017,0.0302455,0.207894,0.00599656,0.231681,0.535951,0.0288266,0.00630024,0.221951,0.473005,0.0205828,0.336818,0.0479458,0.135051,0.0958904,0.154333,0.0818292,0.0553974,0.0649374,
180,0.540889,0.96023,0.981475,0.697685,0.664159,0.51315,0.300238,0.649229,0.407463,0.594661,0.990493,0.625693,0.734216,0.70239,0.507656,0.814463,0.400999,0.858042,0.47682,0.82577,0.499732,0.523731,0.895539,0.344447,0.238039,0.857293,0.999743,0.611555,0.658892,0.501104,0.699187,0.503359,0.630225,0.669154,0.41564,0.645864,0.549393,0.442437,0.47645,0.271437,0.679121,0.209414,0.330224,0.323769,0.195035,0.219882,0.000243913,0.693452,0.113094,0.239135,1.61404e-05,0.675281,0.00218016,0.39199,0.00173093,0.367025,0.00125532,0.335332,0.00081958,0.330899,0.00114014,0.307598,0.800748,0.00143711,0.72572,2.9461e-05,0.00528358,0.227844,0.671634,0.00446072,0.264854,0.0614675,0.499949,0.0145911,0.572324,0.00166016,0.52866,0.0266456,0.367159,0.036443,0.00523872,0.22905,0.400357,0.0115168,0.00630024,0.220731,0.0181331,0.19504,0.472135,0.0179268,0.436319,0.0199858,0.335857,0.0470609,0.135051,0.0955643,0.15417,0.0816389,0.0555582,0.0652377,
190,0.986269,0.62766,0.72164,0.687345,0.492847,0.822359,0.413971,0.857096,0.46553,0.860424,0.500565,0.501336,0.887021,0.346159,0.25341,0.846398,0.975171,0.613886,0.646207,0.499295,0.701931,0.485582,0.631568,0.632751,0.442845,0.632649,0.557062,0.971114,0.990883,0.706898,0.318093,0.656309,0.677275,0.524451,0.446482,0.6283,0.55438,0.413706,0.477369,0.291373,0.710702,0.212559,0.310978,0.302342,0.000243913,0.666088,0.161928,0.202045,1.61404e-05,0.659667,0.0711067,0.205519,0.00218016,0.376541,0.00173093,0.338088,0.00154285,0.315705,0.00153275,0.327207,0.788662,0.00143711,0.00114014,0.28424,0.712892,2.9461e-05,0.634295,0.0029791,0.527504,0.0250607,0.00523872,0.216648,0.54441,0.00015078,0.00630024,0.21454,0.0057522,0.211565,0.487551,0.013972,0.469003,0.00720179,0.0166443,0.1891,0.244468,0.0548979,0.335857,0.0430936,0.435856,0.0174132,0.365069,0.0317314,0.134669,0.0952806,0.399045,0.00980729,0.15405,0.0810281,0.0558753,0.0653708,
200,0.527326,0.479311,0.865767,0.371627,0.236184,0.817551,0.964532,0.571532,0.607628,0.475614,0.694043,0.497561,0.631666,0.61407,0.420225,0.61312,0.559358,0.982474,0.953083,0.706396,0.993265,0.613698,0.718758,0.537807,0.432696,0.645554,0.683001,0.730013,0.453269,0.833653,0.46523,0.86451,0.56147,0.420946,0.442145,0.802862,0.346782,0.654875,0.472893,0.313315,0.702395,0.205113,0.306284,0.242743,0.000243913,0.641894,0.154173,0.182197,1.61404e-05,0.622247,0.00218016,0.376541,0.00153275,0.326082,0.0334901,0.198125,0.00154285,0.311261,0.00173093,0.315059,0.766006,0.000284104,0.00114014,0.260117,0.706709,2.9461e-05,0.612665,0.0029791,0.510941,0.00129698,0.532698,0.00015078,0.00523872,0.176374,0.0057522,0.181403,0.487551,0.00312251,0.450371,0.00720179,0.432619,0.0146628,0.00907267,0.172028,0.333933,0.0367819,0.0107688,0.186021,0.364709,0.0311539,0.133184,0.0940812,0.398597,0.00935921,0.243252,0.0545215,0.153489,0.0808232,0.0560468,0.0654792,
210,0.622395,0.499155,0.626642,0.659069,0.389124,0.668675,0.644336,0.981251,0.896077,0.734053,0.976457,0.655977,0.737463,0.527128,0.445727,0.653629,0.720244,0.71673,0.455388,0.807498,0.431325,0.870563,0.536145,0.454947,0.451313,0.788646,0.221966,0.82159,0.382357,0.576761,0.982471,0.603938,0.606036,0.484675,0.485985,0.30926,0.861804,0.317656,0.573474,0.376022,0.684412,0.185327,0.264839,0.207334,0.000243913,0.605209,1.61404e-05,0.604627,0.140618,0.132478,0.00218016,0.370306,0.00153275,0.311306,0.00173093,0.311201,0.75764,0.000284104,0.00154285,0.289435,0.705113,2.9461e-05,0.00666529,0.243152,0.610614,0.0029791,0.525865,0.00015078,0.0308062,0.17238,0.505387,0.000585346,0.472918,0.000410269,0.0117058,0.170302,0.441897,0.00142553,0.432619,0.00420711,0.009598,0.17027,0.0111146,0.183742,0.361231,0.0277802,0.329653,0.0348516,0.132633,0.0938779,0.00966408,0.171039,0.398483,0.00878396,0.242484,0.0541412,0.152893,0.0808232,0.0562161,0.0655225,
220,0.987567,0.610462,0.710803,0.505326,0.471589,0.677146,0.697464,0.692228,0.622372,0.659069,0.424683,0.87262,0.600871,0.444957,0.454069,0.824528,0.199029,0.778832,0.416782,0.561688,0.919145,0.588175,0.611734,0.490413,0.333848,0.765031,0.434361,0.707461,0.578299,0.376597,0.598435,0.449296,0.825623,0.323718,0.72227,0.976201,0.902142,0.716439,0.471586,0.288892,0.683911,0.184987,0.264085,0.196199,1.61404e-05,0.615654,0.000243913,0.603776,0.00218016,0.35139,0.00173093,0.303508,0.751428,0.000805201,0.00153275,0.297029,0.00154285,0.288958,0.140618,0.0930792,0.676522,2.9461e-05,0.609778,0.00245397,0.00666529,0.220606,0.505387,0.000585346,0.495404,0.00015078,0.452237,0.000410269,0.414398,0.00227092,0.432619,0.00159657,0.0261055,0.143236,0.0111146,0.179999,0.130269,0.0935655,0.356846,0.0218794,0.327673,0.0330317,0.397886,0.00674643,0.0136963,0.167029,0.0114009,0.170674,0.0130482,0.155977,0.242202,0.0536308,0.152682,0.0808232,0.0563097,0.065731,
