mc_step,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
200,0.0138058,0.014,0.014,0.014,0.0138795,0.014,0.014,0.014,0.0138058,0.014,0.014,0.014,0.014,0.014,0.014,0.0138795,0.014,0.014,0.014,0.014,0.0138077,0.014,0.0136774,0.014,0.0136809,0.014,0.0135604,0.014,0.0137959,0.013902,0.013898,0.013902,0.014,0.0136809,0.0138947,0.0137143,0.0135146,0.0132784,0.0133578,0.0127912,0.0132784,0.0123495,0.0130435,0.0127059,0.0109,0.0114,0.0117451,0.0105306,0.01,0.01,0.00905376,0.00923364,0.00843396,0.01,0.0078,0.01,0.0079,0.01,0.0072381,0.00852632,0.00795604,0.00895413,0.00718182,0.00944643,0.009,0.0086,0.0086789,0.0083956,0.00905051,0.01,0.00863158,0.00866667,0.00803846,0.0086875,0.00865347,0.00894949,0.00695647,0.00790687,0.00570941,0.00486398,0.00323533,0.00353983,0.00231196,0.00219149,0.00169168,0.00151475,0.00104349,0.00100942,0.0006812,0.000751856,0.000451114,0.000441832,0.00029419,0.000314382,0.000222772,0.000196127,0.000126658,0.000128924,8.53008e-05,9.04714e-05,
400,0.0193282,0.0194526,0.0194679,0.0190043,0.0192852,0.0193333,0.0196,0.0196,0.0190405,0.0196,0.0196,0.0196,0.0196,0.0196,0.0196,0.0192939,0.0194462,0.0194716,0.0194667,0.0194526,0.0193308,0.0194478,0.0190169,0.0193083,0.0191532,0.0196,0.0188567,0.0191532,0.0193143,0.0193303,0.0194571,0.019167,0.0196,0.0188975,0.0193123,0.0186569,0.0159601,0.0174715,0.0126768,0.0147752,0.0150822,0.013348,0.0119255,0.0141771,0.009919,0.0114,0.0117451,0.00883282,0.00846602,0.00853608,0.00763591,0.0077209,0.00665346,0.00747826,0.00540913,0.00714815,0.00650891,0.00816667,0.00608623,0.00580108,0.00610207,0.00604158,0.00621311,0.00560157,0.00781277,0.0054683,0.00655924,0.00510733,0.00781889,0.00642718,0.00707481,0.00612576,0.00692544,0.00546755,0.00692277,0.00585785,0.0048364,0.00615903,0.00423015,0.00385644,0.00263952,0.00291768,0.00178859,0.00174113,0.00148934,0.00127053,0.000958825,0.000779618,0.00062618,0.000751856,0.000451114,0.000393557,0.000253235,0.000282944,0.000210809,0.000176514,0.000116687,0.000102652,7.00805e-05,8.41938e-05,
600,0.0268538,0.0270502,0.0270435,0.02643,0.0269993,0.0270667,0.0272618,0.02744,0.0264771,0.0272315,0.02744,0.02744,0.0267523,0.02744,0.0270594,0.0268126,0.0272246,0.0272602,0.0272533,0.0272337,0.0270631,0.0266435,0.0266236,0.0270317,0.0266248,0.027044,0.0263994,0.0260707,0.0266108,0.0263596,0.0270598,0.0264171,0.0270185,0.0250436,0.026452,0.0242724,0.00753578,0.0237816,0.0169182,0.0147752,0.0190651,0.0122196,0.0147486,0.0124814,0.0121087,0.0105026,0.0133341,0.00883282,0.00936699,0.00735416,0.00854267,0.00613218,0.00715539,0.00638261,0.00592883,0.00555805,0.00599362,0.00617212,0.00544623,0.00474224,0.00543738,0.00481953,0.00483778,0.00362658,0.00520851,0.0031083,0.00448917,0.00333379,0.00516373,0.00405407,0.00437097,0.00319282,0.00434414,0.00301691,0.00399839,0.00284704,0.00289271,0.00285674,0.0025215,0.00162128,0.00173454,0.00156633,0.00141004,0.00109135,0.00111859,0.000759924,0.000696616,0.00048,0.000502172,0.000469527,0.000361872,0.000270389,0.000225217,0.000190586,0.000194213,0.000155532,0.000116687,7.99293e-05,7.37689e-05,6.97606e-05,
800,0.0375953,0.0378702,0.0373458,0.0367238,0.0375148,0.0373778,0.0378734,0.0376467,0.0365636,0.0372641,0.0381547,0.038416,0.0374532,0.037878,0.0376255,0.0375376,0.0378777,0.0378435,0.0372849,0.0376133,0.0378883,0.0370205,0.0365403,0.0372502,0.0369915,0.0373514,0.0366897,0.0359877,0.0366949,0.034895,0.0371179,0.0361408,0.0348568,0.0304658,0.026452,0.027012,0.00859079,0.0273489,0.0219046,0.0147752,0.0230597,0.0133772,0.0175687,0.0124814,0.0132264,0.0105026,0.0133341,0.00883282,0.010491,0.00735416,0.00949551,0.00532733,0.00802648,0.00593207,0.00666047,0.00489738,0.00599362,0.00436326,0.00544623,0.00416264,0.00497439,0.00402114,0.00387022,0.00271205,0.00415716,0.00252718,0.00339894,0.00250792,0.00339331,0.00251779,0.0027146,0.00200691,0.00299746,0.0016593,0.00242785,0.00168263,0.00172481,0.00144987,0.00166524,0.000991474,0.00115296,0.000946194,0.000933635,0.000639057,0.000756832,0.000526211,0.000530003,0.000336466,0.000377457,0.000291193,0.00027015,0.000170973,0.000210461,0.000144301,0.000168062,0.000109344,0.000116687,6.71406e-05,7.37689e-05,5.69136e-05,
1000,0.0519105,0.0522294,0.051506,0.0489415,0.051035,0.0508187,0.0522653,0.050823,0.0508198,0.0510629,0.053035,0.0510933,0.0524345,0.0522146,0.0516305,0.0517366,0.0530288,0.0525948,0.0515084,0.0510233,0.052657,0.0500139,0.0504734,0.0493465,0.0501971,0.0501975,0.048604,0.0480285,0.0477397,0.0449758,0.0481385,0.042176,0.0450108,0.0341895,0.029745,0.027012,0.0114257,0.0254344,0.0247118,0.0147752,0.0252443,0.0143965,0.0195533,0.0124814,0.014696,0.0105026,0.0140233,0.00883282,0.010491,0.00735416,0.00949551,0.00568248,0.00802648,0.00552819,0.00714847,0.00428397,0.00635324,0.00379603,0.00544623,0.00364726,0.00441629,0.00344864,0.00342335,0.00229603,0.00415716,0.00194194,0.00307493,0.00178521,0.00251039,0.00170794,0.00229233,0.00145719,0.00219814,0.0010945,0.00183651,0.000978987,0.00141228,0.000946785,0.00136725,0.00065154,0.000853428,0.000580577,0.000777709,0.000398325,0.000599224,0.000353532,0.000450502,0.00024562,0.000321831,0.000224634,0.000240321,0.00013908,0.000195372,0.000125266,0.00013725,9.9461e-05,0.000116687,6.31122e-05,7.37689e-05,5.19519e-05,
1200,0.0694637,0.0690645,0.0694806,0.0665988,0.0694862,0.0690287,0.070584,0.0685854,0.0706898,0.0674719,0.0707794,0.0671355,0.0729041,0.0720126,0.0706172,0.0709807,0.069998,0.0720549,0.0666108,0.0656464,0.0691187,0.0633166,0.0683892,0.0635406,0.0619098,0.0654498,0.0629827,0.0566182,0.0602182,0.0538801,0.0575879,0.0457517,0.0537605,0.0341895,0.0375496,0.027012,0.0133593,0.0254344,0.0277322,0.0147752,0.027089,0.0158061,0.0217603,0.0124814,0.014696,0.00979477,0.0150079,0.00883282,0.0114352,0.00735416,0.0100068,0.00568248,0.00802648,0.00513796,0.00714847,0.0035148,0.00635324,0.00379603,0.00516669,0.00313581,0.00407785,0.00312232,0.00318372,0.00195162,0.00351049,0.00179581,0.00241481,0.00159688,0.00221198,0.00133728,0.00209585,0.00113508,0.00185369,0.000958486,0.00135365,0.000726743,0.00114328,0.000717564,0.00104024,0.000570572,0.000716241,0.00045697,0.000684982,0.000308702,0.000524757,0.000265331,0.000384202,0.000213219,0.0002824,0.000170621,0.000207617,0.000129898,0.000166442,0.000110129,0.000124871,9.15447e-05,0.000116687,6.31122e-05,7.37689e-05,5.19519e-05,
1400,0.0925737,0.0916543,0.0937988,0.0892424,0.0965568,0.0926578,0.0951414,0.0914032,0.0951447,0.0876377,0.0964697,0.0896113,0.0985941,0.0962695,0.0965861,0.0980462,0.0956896,0.0929442,0.0867709,0.0858686,0.0915072,0.0804355,0.0900458,0.0816252,0.0816708,0.0812614,0.0816603,0.0677414,0.0738594,0.0595851,0.068983,0.0485141,0.0619479,0.0341895,0.0413477,0.0287332,0.016409,0.0254344,0.0314743,0.0158864,0.0286037,0.0158061,0.0231413,0.0124814,0.0156757,0.00979477,0.0165087,0.00883282,0.012042,0.00777234,0.0100068,0.00568248,0.00802648,0.00513796,0.00714847,0.0035148,0.00635324,0.00345439,0.00516669,0.00280757,0.00379864,0.00261713,0.00318372,0.00182688,0.00317649,0.00162549,0.00241481,0.00143719,0.00187013,0.0011144,0.0018653,0.00103292,0.00159199,0.000875139,0.00115193,0.000639238,0.000987698,0.000593557,0.0008097,0.000439789,0.000716241,0.00036657,0.000513736,0.000308702,0.000477748,0.000223491,0.000354929,0.000168331,0.000265021,0.000155336,0.000207617,0.000129898,0.000166442,0.000110129,0.000124871,7.94051e-05,0.000116687,6.31122e-05,7.37689e-05,5.19519e-05,
1600,0.123123,0.123733,0.123419,0.11984,0.129815,0.122671,0.124089,0.121928,0.128584,0.119079,0.12747,0.115768,0.131459,0.122617,0.129367,0.123674,0.123225,0.117365,0.113591,0.110864,0.118431,0.105069,0.114474,0.10603,0.106097,0.0994783,0.105687,0.0835477,0.0916171,0.0744251,0.0893905,0.0534588,0.0677134,0.0341895,0.0490266,0.0272683,0.0201124,0.0241487,0.0314743,0.0167419,0.0286037,0.0158061,0.0255499,0.0118451,0.0156757,0.0108258,0.0148579,0.00883282,0.0129963,0.00682974,0.0100068,0.00621916,0.00762074,0.00478915,0.00652851,0.00370872,0.00587835,0.00309185,0.00516669,0.00280757,0.00379864,0.00238326,0.00318372,0.00182688,0.0029834,0.00162549,0.00228309,0.00132905,0.00187013,0.00104754,0.00164546,0.000777038,0.00135625,0.000875139,0.00103115,0.000591789,0.000836187,0.0005495,0.0008097,0.000386453,0.000716241,0.00036657,0.000513736,0.000282706,0.000409201,0.000203211,0.000319436,0.000168331,0.000240078,0.000155336,0.000207617,0.000101032,0.000157519,9.96511e-05,0.00011806,7.94051e-05,0.000116687,5.55635e-05,7.7713e-05,5.19519e-05,
1800,0.164343,0.158333,0.164713,0.156178,0.168888,0.160587,0.160724,0.157865,0.16474,0.153479,0.173091,0.152152,0.164463,0.157782,0.165097,0.160125,0.158338,0.153519,0.149005,0.140503,0.148215,0.131177,0.138514,0.127236,0.136615,0.124034,0.118772,0.0941011,0.106314,0.0863045,0.102361,0.0562954,0.075266,0.0364687,0.0581315,0.0272683,0.0237577,0.0241487,0.033342,0.0167419,0.0286037,0.0158061,0.026873,0.0118451,0.0176586,0.011504,0.0148579,0.00883282,0.0140231,0.00623285,0.00889967,0.00565592,0.00762074,0.00420833,0.00692269,0.00370872,0.00587835,0.00309185,0.00472245,0.00260229,0.00379864,0.00220278,0.00318372,0.00182688,0.00276196,0.00162549,0.00206609,0.00124313,0.00174835,0.000942786,0.0015442,0.000777038,0.00135625,0.000746171,0.00103115,0.000535661,0.000836187,0.000502552,0.000724721,0.00036147,0.000623551,0.000344875,0.000513736,0.000266727,0.000374481,0.000183896,0.000319436,0.000151498,0.000218738,0.000136978,0.000193626,9.5606e-05,0.000157519,9.96511e-05,0.00011806,7.94051e-05,0.000116687,5.18592e-05,7.7713e-05,4.7334e-05,
2000,0.205785,0.210489,0.209186,0.204594,0.210593,0.212227,0.199038,0.199129,0.201349,0.189756,0.211653,0.194151,0.205188,0.189339,0.206012,0.198971,0.20548,0.188883,0.178806,0.174224,0.182799,0.146169,0.167336,0.156715,0.162572,0.140159,0.133025,0.101629,0.11829,0.0910398,0.116889,0.0562954,0.0844652,0.0387679,0.063999,0.0272683,0.0291396,0.0255219,0.0356727,0.0158444,0.0322168,0.0158061,0.026873,0.0118451,0.0176586,0.0103536,0.0148579,0.00945203,0.0140231,0.00623285,0.00889967,0.00565592,0.00762074,0.00420833,0.00692269,0.00340917,0.00538741,0.00291031,0.00472245,0.00226001,0.00379864,0.00220278,0.00318372,0.0016036,0.00276196,0.00162549,0.00206609,0.00124313,0.00174835,0.000866295,0.00170493,0.000777038,0.0012809,0.000698688,0.00103115,0.000484645,0.000836187,0.000502552,0.000724721,0.000325323,0.000623551,0.000311969,0.00045712,0.000234824,0.000374481,0.000183896,0.00033578,0.000162927,0.000239949,0.000128027,0.000172246,8.78839e-05,0.000157519,9.23552e-05,0.00011806,7.94051e-05,0.000103661,5.18592e-05,7.7713e-05,4.7334e-05,
