mc_step,l = 0error,l = 1error,l = 2error,l = 3error,l = 4error,l = 5error,l = 6error,l = 7error,l = 8error,l = 9error,l = 10error,l = 11error,l = 12error,l = 13error,l = 14error,l = 15error,l = 16error,l = 17error,l = 18error,l = 19error,l = 20error,l = 21error,l = 22error,l = 23error,l = 24error,l = 25error,l = 26error,l = 27error,l = 28error,l = 29error,l = 30error,l = 31error,l = 32error,l = 33error,l = 34error,l = 35error,l = 36error,l = 37error,l = 38error,l = 39error,l = 40error,l = 41error,l = 42error,l = 43error,l = 44error,l = 45error,l = 46error,l = 47error,l = 48error,l = 49error,
6170,0.058999,0.0444055,0.0419615,0.0557951,0.0598994,0.0391234,0.0576481,0.0437965,0.0682613,0.0590544,0.0361434,0.0567259,0.0551147,0.0106575,0.059429,0.0505243,0.0098723,0.00869106,0.0103979,0.00826737,0.00719924,0.00624807,0.00571999,0.00556207,0.00590731,0.00548119,0.00561531,0.00571814,0.00548286,0.00548191,0.0054743,0.00547998,0.00547405,0.00546988,0.00547103,0.00547004,0.00547136,0.00547161,0.00547474,0.00548554,0.00547032,0.0054695,0.00546916,0.00546909,0.00546909,0.00546909,0.00546912,0.0054691,0.00546908,0.00546909,
6180,0.0491232,0.0523079,0.0640818,0.0566834,0.0588822,0.0664352,0.058663,0.0620167,0.0620878,0.0538564,0.0644636,0.0257022,0.0493498,0.0625851,0.048947,0.00795733,0.00815385,0.00862509,0.00748102,0.00784419,0.0065921,0.00551139,0.00551627,0.0055818,0.00552813,0.00549083,0.00547112,0.00547699,0.00551979,0.00548934,0.00548583,0.0055727,0.00556611,0.00547372,0.00547875,0.00547217,0.00547174,0.00547382,0.00547226,0.00547231,0.00547026,0.00546923,0.00546928,0.00546911,0.00546914,0.00546909,0.0054691,0.00546908,0.00546908,0.00546908,
6190,0.0505951,0.0652031,0.0532564,0.0218338,0.0581944,0.0647673,0.0697596,0.0670461,0.0400283,0.0378311,0.0550289,0.058964,0.00991589,0.0490659,0.022265,0.00772811,0.0120326,0.00727879,0.00725548,0.00549523,0.011,0.00548959,0.00569885,0.00593602,0.00575161,0.00766717,0.00553199,0.00549732,0.00551011,0.00554786,0.00549777,0.00555989,0.00547476,0.00547955,0.00551714,0.00546991,0.00547889,0.00547071,0.00547118,0.0054717,0.00546922,0.0054691,0.00546916,0.00546908,0.00546909,0.00546908,0.00547009,0.00546908,0.00546924,0.0054692,
6200,0.0573548,0.0388057,0.0596147,0.0278255,0.0597169,0.0666337,0.0390045,0.0656019,0.0486802,0.0271189,0.0386264,0.0539765,0.0293496,0.0608829,0.0194631,0.0212325,0.010444,0.0070973,0.00713357,0.0135705,0.00991102,0.00689429,0.00736586,0.00561044,0.00547168,0.00553458,0.00550447,0.00550147,0.00550846,0.0055132,0.0055991,0.00548917,0.00548146,0.00547079,0.0054721,0.00547243,0.00547103,0.0054701,0.00546965,0.00547599,0.00546941,0.00547017,0.00546924,0.00546924,0.00546909,0.00546917,0.0054691,0.00546908,0.00546909,0.00546909,
6210,0.0536749,0.0660394,0.0251393,0.0141021,0.0105756,0.0645317,0.0653905,0.0492722,0.0604736,0.034995,0.0495064,0.0266987,0.0162643,0.0340815,0.00949793,0.00679885,0.00821206,0.0102963,0.00689514,0.00681268,0.00745436,0.00636713,0.0479957,0.00606898,0.00551648,0.00549189,0.00562316,0.00554258,0.00547499,0.00549843,0.00547008,0.00548606,0.00547752,0.00547538,0.00547134,0.00548009,0.00547486,0.0054705,0.00546985,0.00546931,0.00546968,0.00546914,0.00546917,0.00546927,0.00546912,0.00546912,0.00546908,0.00546909,0.00546909,0.00546909,
6220,0.0631259,0.0697525,0.0673783,0.0612453,0.057864,0.0669885,0.017452,0.0272167,0.0421489,0.0389861,0.0305806,0.0184611,0.0291717,0.0232836,0.0107463,0.00866562,0.00656978,0.0454753,0.0119614,0.0066375,0.0063761,0.00650084,0.00661786,0.00554951,0.0055602,0.00550263,0.00567509,0.00547386,0.00549346,0.00563203,0.00547659,0.00559046,0.00547989,0.00548501,0.0054704,0.00547034,0.00547173,0.0054705,0.0054699,0.00546953,0.00546908,0.00546908,0.00546919,0.00546913,0.00546909,0.00546909,0.00546915,0.00546918,0.00546945,0.00546945,
6230,0.0634223,0.00855279,0.0595045,0.0632596,0.0569067,0.00818946,0.0575853,0.0188279,0.0662973,0.0504408,0.0457565,0.0495231,0.0135989,0.00751729,0.0115829,0.00709217,0.0054846,0.008179,0.0114934,0.0131499,0.0105194,0.00848081,0.00611884,0.00551127,0.00590445,0.00549891,0.0055944,0.00562823,0.00566678,0.00549021,0.00547716,0.00549077,0.00547907,0.00550581,0.00547088,0.00547089,0.00546909,0.0054691,0.00546993,0.00546909,0.00546922,0.00546915,0.00546922,0.00546935,0.00546945,0.00546912,0.0054692,0.00546911,0.00546909,0.00546909,
6240,0.0636095,0.0302211,0.0587794,0.0666137,0.0553169,0.0384551,0.0407788,0.0667202,0.0574875,0.0422401,0.0126711,0.0227062,0.00762659,0.0603171,0.0353704,0.0543598,0.0623978,0.0180973,0.0448056,0.0114317,0.00884062,0.00559067,0.0056161,0.00573609,0.00558631,0.00770972,0.00555494,0.00601428,0.00553629,0.00548057,0.00547837,0.00548775,0.00547156,0.00547944,0.0054723,0.00547085,0.00546932,0.00547001,0.00546925,0.00546909,0.00546942,0.00546945,0.00547057,0.00546947,0.00546917,0.00546909,0.00546908,0.0054691,0.00546909,0.00546912,
6250,0.0600037,0.033752,0.0520649,0.0368268,0.0572112,0.0671332,0.0298225,0.0342151,0.0420194,0.064592,0.0538535,0.0572583,0.0624482,0.0680809,0.0579337,0.0485762,0.0277117,0.0166433,0.00676537,0.0099495,0.00825403,0.00609721,0.00598164,0.00562142,0.00573789,0.00577343,0.00549785,0.00555295,0.00549288,0.0054934,0.00547316,0.00546986,0.00546921,0.00546917,0.0054692,0.00547794,0.00546972,0.00547129,0.00546957,0.00547318,0.00548614,0.00546917,0.00546938,0.0054691,0.00546913,0.00546914,0.0054691,0.00546911,0.00546912,0.00546908,
6260,0.0219358,0.0532268,0.0485026,0.043105,0.0597461,0.0382737,0.0579175,0.0507702,0.0637638,0.0672076,0.0620556,0.0470336,0.0388522,0.0342012,0.0179676,0.0573751,0.0550265,0.0155946,0.00841022,0.00873175,0.00756763,0.00599505,0.00550845,0.00608038,0.00590457,0.00553963,0.00549698,0.00550669,0.00550266,0.00550235,0.00547,0.00548119,0.00551936,0.00555319,0.0054812,0.00548034,0.00547056,0.0054714,0.00546934,0.00546929,0.00546922,0.00546935,0.0054697,0.00546913,0.0054691,0.00546916,0.00546908,0.00546909,0.00546909,0.00546908,
6270,0.0627077,0.0649286,0.0596873,0.0613694,0.0582326,0.0667043,0.0661044,0.0570693,0.0302781,0.0660444,0.0646457,0.0110009,0.0491256,0.0650479,0.0111993,0.0142905,0.0128303,0.00852457,0.00719451,0.00586592,0.00564076,0.00554431,0.0055618,0.00568,0.00547259,0.00548702,0.00565113,0.00582843,0.00696859,0.00556965,0.00552112,0.00549409,0.00547455,0.00548323,0.00547165,0.00547812,0.00547423,0.00547029,0.00546915,0.00546965,0.00546943,0.00546969,0.00546917,0.0054691,0.0054691,0.0054691,0.00546912,0.0054692,0.00546911,0.00546909,
6280,0.0211117,0.0335801,0.0644104,0.0521302,0.0632914,0.0452785,0.0412296,0.0236737,0.0576445,0.0520956,0.00581094,0.0641679,0.0678647,0.00698283,0.065651,0.0178347,0.0162507,0.0130558,0.0058736,0.00573057,0.00570007,0.00565732,0.00701218,0.00549449,0.00653028,0.00664878,0.00560813,0.00549174,0.00548704,0.00547552,0.0054807,0.00546954,0.00547275,0.00551179,0.00556456,0.00547203,0.00547128,0.00547044,0.00546976,0.00546928,0.00546919,0.0054691,0.00546928,0.00546935,0.00546913,0.00546911,0.0054691,0.00546909,0.0054691,0.00546909,
6290,0.0636408,0.0617448,0.064979,0.0641389,0.0688565,0.00589015,0.0609428,0.0646081,0.0245989,0.0398904,0.0657929,0.0351573,0.0211681,0.0155649,0.0631268,0.00682302,0.00639424,0.00935012,0.00649198,0.00635179,0.00550874,0.00560207,0.00579497,0.00561711,0.00549466,0.00548214,0.0054815,0.00547692,0.0054693,0.00575948,0.00554193,0.00548194,0.00547131,0.0054707,0.00546991,0.00547186,0.00547014,0.00546966,0.00546944,0.00546944,0.00546963,0.00546921,0.00546911,0.00546918,0.00546911,0.00546908,0.00546909,0.00546909,0.0054691,0.00546908,
6300,0.0638915,0.0672201,0.0630982,0.0483448,0.0595826,0.0571662,0.0247434,0.0439841,0.0500887,0.0657382,0.0628563,0.0650217,0.0582541,0.0341459,0.0257607,0.0234832,0.00578724,0.00630592,0.00612978,0.00591949,0.00574303,0.00558411,0.0056861,0.0054836,0.00567027,0.00605376,0.00697581,0.00548116,0.00548272,0.00547737,0.00547907,0.00547065,0.00547101,0.005471,0.00548419,0.00547049,0.00546928,0.0054697,0.00546942,0.00547598,0.00551103,0.00546928,0.00546917,0.00546941,0.00546912,0.00546908,0.00546911,0.00546912,0.00546909,0.00546908,
6310,0.0694524,0.0639687,0.0638775,0.055734,0.0671803,0.0644456,0.0519117,0.0635128,0.0644968,0.0583117,0.0463966,0.0643512,0.058755,0.0194592,0.0139462,0.00594265,0.00586055,0.00575959,0.00593809,0.00582883,0.0060194,0.0061774,0.00576959,0.00576025,0.00573852,0.0637455,0.00550982,0.00547696,0.0054833,0.00547271,0.00551051,0.00547162,0.00548843,0.00547305,0.00547092,0.00549576,0.005927,0.00547168,0.00547071,0.00546911,0.00546931,0.00546911,0.00546918,0.00546909,0.00546913,0.00546935,0.00546934,0.0054691,0.00546909,0.00546908,
6320,0.0646735,0.0670849,0.0648313,0.0635271,0.0501207,0.0555195,0.0637647,0.0658501,0.0373347,0.0560125,0.0458672,0.0137284,0.0209505,0.0240567,0.0105655,0.0394237,0.00712471,0.00862098,0.00593933,0.00612575,0.0633991,0.00634411,0.0579288,0.0419433,0.00575871,0.0056478,0.00551645,0.00549138,0.00551064,0.00550428,0.00549596,0.00564165,0.0054742,0.00551446,0.00547497,0.00547254,0.00547002,0.00547082,0.00546955,0.00546933,0.00546945,0.00546913,0.00546911,0.00546912,0.00546929,0.00546913,0.00546911,0.0054691,0.0054691,0.00546908,
6330,0.0405215,0.0604218,0.0463477,0.044423,0.0346851,0.0634112,0.0652788,0.0475512,0.0633089,0.0611155,0.017776,0.0645438,0.0645514,0.0456852,0.0344311,0.0637722,0.0095793,0.0566663,0.00757371,0.0355338,0.00561748,0.0274057,0.00582649,0.00603723,0.00571143,0.00553501,0.00548817,0.00556041,0.00551029,0.00547212,0.00547,0.00546969,0.00548014,0.00552314,0.0054738,0.00551011,0.00546964,0.00547821,0.00547013,0.00546916,0.00546914,0.00546916,0.00546908,0.0054691,0.0054691,0.00546913,0.00546909,0.00546926,0.00546909,0.00546912,
6340,0.0483454,0.0679629,0.0286642,0.0562437,0.0266483,0.0637817,0.0535696,0.0577081,0.0467858,0.0586425,0.0693163,0.0359916,0.0432132,0.0632363,0.0236757,0.00760855,0.0193652,0.0566166,0.00808326,0.0060395,0.00706431,0.00598539,0.00553605,0.00556512,0.00555933,0.00562944,0.00555069,0.00549391,0.00550981,0.00567816,0.00547529,0.00550188,0.00547174,0.00548138,0.00547809,0.00548462,0.00547159,0.00546915,0.00546925,0.00546984,0.00546913,0.00546917,0.00546919,0.00546947,0.00546918,0.00546911,0.00546911,0.0054691,0.00546909,0.00546908,
6350,0.0543756,0.0141084,0.0625805,0.0593499,0.0533547,0.0605055,0.0088022,0.0532975,0.0651637,0.00816865,0.0554165,0.0627322,0.0533329,0.0153619,0.00939934,0.0165273,0.016582,0.00874192,0.0062892,0.00596522,0.00615331,0.00710042,0.0062976,0.00578147,0.00584948,0.00646178,0.00553434,0.00548363,0.00549956,0.0054968,0.0054743,0.00553077,0.0055102,0.0054761,0.00547658,0.00547011,0.00546977,0.00546951,0.00546919,0.00546922,0.00546934,0.00546964,0.00546926,0.00546908,0.00546908,0.0054691,0.00546909,0.00546908,0.00546908,0.00546909,
6360,0.0568381,0.0473663,0.0248598,0.0644253,0.0184328,0.0664944,0.0371999,0.0614811,0.0229936,0.0627369,0.023938,0.0639118,0.0679897,0.0641512,0.028892,0.0165566,0.00655005,0.00554252,0.00687869,0.00596858,0.00769727,0.00861528,0.00638813,0.00596949,0.00574833,0.00547663,0.00557529,0.00552406,0.0055313,0.00550749,0.00548616,0.00548066,0.00547154,0.00547099,0.00547348,0.00547384,0.00546987,0.00546935,0.00547054,0.00546909,0.0054691,0.00546949,0.00546924,0.00546928,0.00547012,0.0054691,0.00546908,0.00546908,0.00546909,0.00546909,
6370,0.0565151,0.0531462,0.0274338,0.0421855,0.0643461,0.0686406,0.0631136,0.0372087,0.0144105,0.0530898,0.0692166,0.0558978,0.00551858,0.0121701,0.0198266,0.01929,0.0504436,0.00790156,0.021701,0.00558289,0.00586115,0.00560526,0.00563013,0.00548955,0.00588113,0.00552036,0.00557167,0.00552312,0.00575899,0.00549828,0.00547397,0.00548651,0.0055276,0.0058252,0.00547703,0.0054703,0.00546966,0.00546942,0.00546913,0.00547003,0.00547001,0.0054691,0.0054692,0.00546912,0.00546921,0.00546913,0.00546908,0.00546908,0.00546909,0.00546908,
6380,0.0648892,0.0600574,0.0679294,0.0640763,0.0617141,0.0577111,0.0396013,0.0533627,0.0418895,0.0239969,0.0567268,0.0324675,0.0590372,0.0639256,0.0166116,0.0138722,0.00738045,0.00560544,0.0062299,0.0207199,0.00667842,0.00580191,0.00549514,0.00548558,0.00586913,0.00810397,0.00556553,0.00549617,0.00566876,0.00551802,0.00546964,0.00548764,0.00547011,0.00547156,0.00547361,0.00550211,0.00547156,0.0054698,0.00546979,0.00547011,0.00546909,0.00546924,0.00546919,0.00546912,0.00546919,0.00546911,0.00546916,0.00546909,0.00546908,0.00546909,
6390,0.0648346,0.0679979,0.0264796,0.0556034,0.0607776,0.0230052,0.0545354,0.0544232,0.066267,0.0612579,0.0678664,0.0540759,0.0174641,0.00693705,0.0391627,0.00791887,0.0592219,0.0224061,0.00551954,0.00629905,0.00616866,0.00554828,0.00562921,0.00600268,0.00570296,0.0059804,0.00554241,0.00547353,0.00550549,0.00547358,0.00551773,0.00547224,0.00548197,0.00546933,0.00546921,0.00547052,0.00546916,0.00546987,0.0054695,0.00546917,0.00546917,0.00546958,0.00546986,0.00546982,0.00546948,0.00546912,0.00546911,0.0054691,0.00546908,0.00546908,
6400,0.0508975,0.0613558,0.0588012,0.0239114,0.0659298,0.0553456,0.0522943,0.0428735,0.0517122,0.0381694,0.067387,0.0615091,0.0588212,0.0603046,0.0313312,0.0238485,0.0211669,0.0074152,0.00551119,0.0070065,0.00590842,0.0062314,0.00587604,0.00547242,0.00561847,0.00551753,0.00549983,0.0054874,0.00557926,0.0054778,0.00549289,0.00567005,0.00547042,0.00547092,0.00546973,0.00547116,0.00547017,0.00546978,0.00546929,0.00546924,0.00546916,0.00546934,0.00546937,0.00546914,0.00546911,0.00546914,0.0054691,0.00546909,0.0054692,0.0054691,
6410,0.0561282,0.0555716,0.0371512,0.0637499,0.0411448,0.0602422,0.064002,0.0346397,0.0644178,0.0485744,0.0317647,0.0640063,0.0385251,0.0535023,0.0401895,0.0242686,0.0226247,0.011257,0.00590785,0.00696965,0.00817896,0.00584175,0.00550597,0.00547488,0.00547696,0.00550048,0.00556557,0.00558643,0.00546913,0.00547315,0.00548091,0.00546914,0.0054711,0.00547005,0.00547631,0.00547079,0.00547199,0.00546922,0.00546971,0.00546927,0.00546922,0.0054692,0.00546914,0.00546939,0.00547075,0.00546917,0.00546913,0.00546909,0.00546908,0.0054691,
6420,0.0491125,0.0660266,0.0436285,0.0681423,0.0479284,0.0669696,0.0664575,0.0594227,0.0409098,0.0504059,0.0646435,0.0624151,0.0368312,0.00627584,0.00870155,0.019224,0.00651708,0.00599038,0.00594386,0.00587303,0.00574543,0.00562061,0.00692699,0.00558881,0.00550792,0.00550684,0.00554022,0.00547901,0.0054698,0.0054937,0.00547398,0.00548701,0.005499,0.0054709,0.0054691,0.00546912,0.00546923,0.00546953,0.00546941,0.00546983,0.00547086,0.00560356,0.00546913,0.00546936,0.00546914,0.00546915,0.0054691,0.00546911,0.00546909,0.00546915,
6430,0.0321942,0.0205634,0.0584352,0.0637148,0.0608731,0.02639,0.0603252,0.054854,0.0346077,0.0620302,0.034506,0.0464285,0.0149404,0.0536383,0.0131583,0.032739,0.0114259,0.00739555,0.0662514,0.00806252,0.00740261,0.00548366,0.00562599,0.00578575,0.00548493,0.00548297,0.00619236,0.00621633,0.00574631,0.00547471,0.00548349,0.00547447,0.00548746,0.00546966,0.00546919,0.00548183,0.00558575,0.00546916,0.00547064,0.00546952,0.0054691,0.0054691,0.00546922,0.00546914,0.00546911,0.00546914,0.00546934,0.00546909,0.00546909,0.00546909,
6440,0.0607398,0.0133302,0.0660195,0.0180556,0.0540315,0.0290636,0.0555082,0.0242972,0.0416115,0.0528841,0.0681566,0.0593447,0.0486085,0.0640761,0.037,0.00645848,0.0082174,0.00580023,0.00555788,0.00578561,0.00547223,0.00602253,0.00574817,0.00680167,0.00603122,0.00571405,0.00582743,0.00565676,0.00548372,0.00547114,0.00547149,0.00553395,0.00549688,0.00547166,0.00547048,0.00546954,0.00546932,0.00547059,0.00546916,0.00546948,0.0054691,0.0054694,0.00546908,0.00546953,0.00546908,0.00546908,0.00546909,0.00546909,0.0054691,0.00546909,
6450,0.062269,0.0135283,0.0415514,0.0631516,0.0657979,0.066985,0.0504596,0.0415438,0.0644322,0.0134602,0.0352736,0.050142,0.0588198,0.0661195,0.0144594,0.00945469,0.00570973,0.0060144,0.00608829,0.00865101,0.00625921,0.00594192,0.00862436,0.00549395,0.0057119,0.00555848,0.00549194,0.00555957,0.0054905,0.00547941,0.00546956,0.00547106,0.00547744,0.00547403,0.00546921,0.00546988,0.00547144,0.00547959,0.00547127,0.00547061,0.00546927,0.00546918,0.00546911,0.00546908,0.0054691,0.00546909,0.00546917,0.00546908,0.0054691,0.00546909,
6460,0.0488029,0.0623445,0.0503491,0.0579295,0.044952,0.0178178,0.0475863,0.067062,0.0130758,0.0581954,0.00936967,0.0147318,0.0266183,0.0519449,0.00910614,0.0136994,0.0382118,0.00733553,0.00674714,0.00588643,0.00600927,0.00661623,0.00630681,0.00582407,0.00572994,0.00556125,0.00573383,0.0055111,0.00548796,0.00547355,0.00547213,0.00546996,0.00547171,0.00549495,0.00547993,0.00547312,0.00546915,0.00546956,0.00546928,0.00546931,0.00546992,0.00546918,0.00546914,0.00546974,0.00546908,0.00546909,0.00546909,0.00546909,0.00546908,0.0054691,
6470,0.0318994,0.0543101,0.0369316,0.0105585,0.00877415,0.0431494,0.0663223,0.0665858,0.0618577,0.0662689,0.0224941,0.0326792,0.00897914,0.00951557,0.0191519,0.00579187,0.00653284,0.00853595,0.0114949,0.00798926,0.0474136,0.0138415,0.00571649,0.00580815,0.00548477,0.00550406,0.00588883,0.00547489,0.00548462,0.00548054,0.00549842,0.00547275,0.00549254,0.0054766,0.00547107,0.00547098,0.00547004,0.00546993,0.00546948,0.00546944,0.00546931,0.00546921,0.00546911,0.0054691,0.00546911,0.00547051,0.0054692,0.0054691,0.00546908,0.00546908,
6480,0.032372,0.0334374,0.0508276,0.0665215,0.0656038,0.0128222,0.0176437,0.04833,0.0681473,0.0206161,0.0620946,0.0679089,0.0167059,0.0463565,0.017873,0.0335221,0.00671034,0.0329201,0.0072485,0.0152067,0.00633145,0.00601271,0.00547637,0.00562512,0.00551411,0.00582357,0.00550888,0.00548092,0.00547398,0.00547112,0.00547842,0.00547296,0.0055071,0.00547779,0.00546977,0.00546954,0.0054701,0.00547591,0.00546953,0.00547294,0.00546916,0.00547035,0.00546929,0.0054691,0.00546908,0.00546908,0.00546915,0.00546909,0.00546918,0.0054691,
6490,0.0526952,0.0490324,0.0404877,0.0455781,0.0569963,0.0612446,0.0580888,0.0378445,0.0340821,0.0333287,0.0273533,0.029665,0.0187797,0.0322531,0.0221777,0.0114231,0.00798985,0.00672023,0.00845966,0.066384,0.00547146,0.00605101,0.00591135,0.00596865,0.00654634,0.00560673,0.00549209,0.00552721,0.00551565,0.00547295,0.00548129,0.00548,0.00547524,0.00547085,0.00547375,0.00546946,0.00547113,0.00547039,0.00546948,0.00546971,0.00546976,0.00546929,0.00546916,0.00546914,0.0054691,0.0054691,0.00546912,0.00546912,0.00546909,0.00546909,
6500,0.0588488,0.064609,0.0229776,0.0628937,0.0667895,0.0590529,0.0627704,0.0154434,0.0420349,0.0454708,0.0635691,0.0163603,0.00557858,0.00755678,0.067281,0.0437142,0.0539595,0.0137531,0.0197658,0.00704179,0.00810069,0.00560228,0.0059,0.006239,0.00565374,0.00585582,0.00591262,0.00552529,0.00548632,0.00548079,0.00546938,0.00547065,0.0054754,0.00547279,0.00550615,0.00546999,0.00547007,0.00547219,0.00547328,0.00547817,0.00546925,0.00546913,0.00546911,0.00546912,0.00546912,0.00546908,0.0054691,0.00546921,0.0054692,0.00546908,
6510,0.063211,0.0474166,0.0633907,0.0522425,0.0336852,0.0551506,0.0484635,0.0396781,0.0216553,0.0593402,0.0566749,0.0487117,0.0469008,0.0437579,0.0321151,0.00982653,0.0214092,0.00832486,0.0113298,0.00716305,0.00651308,0.00571629,0.00579515,0.00572799,0.00547352,0.00548191,0.00549525,0.00551107,0.00553439,0.00547913,0.00550042,0.00740733,0.00547538,0.00548047,0.0054691,0.0054711,0.00547326,0.00547439,0.00546926,0.0054691,0.00546909,0.00546935,0.00546929,0.00546974,0.00546947,0.00546922,0.00546908,0.00546909,0.00546914,0.00546909,
6520,0.0632728,0.0419846,0.0136732,0.0230628,0.0671332,0.059943,0.030323,0.0457409,0.0378168,0.0648404,0.0466231,0.0285615,0.00690026,0.0144196,0.0118841,0.00905688,0.0212645,0.0487938,0.0111917,0.00671188,0.00694096,0.00648388,0.00556655,0.00550336,0.00827538,0.00548294,0.00634821,0.00551619,0.00548372,0.00547091,0.00550049,0.00547557,0.00547793,0.00550651,0.00547213,0.0054693,0.00546987,0.00546921,0.00546993,0.00546931,0.00546915,0.00546934,0.00546922,0.0054691,0.00546916,0.00546912,0.0054691,0.00547673,0.00546908,0.00546908,
6530,0.0586219,0.0632325,0.0583127,0.0152728,0.0669654,0.0527637,0.0617292,0.0690354,0.058215,0.0375562,0.0136373,0.0142614,0.0312419,0.0570665,0.0624528,0.0381135,0.0385966,0.0260441,0.00729759,0.009222,0.00583931,0.00694063,0.00717248,0.00595344,0.00558457,0.00550322,0.00548307,0.0054827,0.00549172,0.00547351,0.00547723,0.00547018,0.00547326,0.00547674,0.00547062,0.00547054,0.00546941,0.00546983,0.00546938,0.00546977,0.00546915,0.00546928,0.00547491,0.0054693,0.00546918,0.00546914,0.0054691,0.0054692,0.00546919,0.00546908,
6540,0.0678354,0.0565511,0.0103467,0.0681821,0.0681673,0.0113585,0.047808,0.0461121,0.0587991,0.0564365,0.0612939,0.0143146,0.0214641,0.0292857,0.0421924,0.0129819,0.00966894,0.00760141,0.0058811,0.00864655,0.0136484,0.0240646,0.00550224,0.00569904,0.00550554,0.00547772,0.00556263,0.00552235,0.0055219,0.0057566,0.00546962,0.00556431,0.00554325,0.00547695,0.00547011,0.00546917,0.00546909,0.00547434,0.00547643,0.00546909,0.0054691,0.00546923,0.00546909,0.00547046,0.00546934,0.00546912,0.0054691,0.00546926,0.00546909,0.00546912,
6550,0.0543844,0.0603385,0.0532654,0.0573963,0.0458819,0.0488974,0.0664098,0.00739912,0.0590368,0.0138138,0.03476,0.0121758,0.0107015,0.0093835,0.0150963,0.0205444,0.02301,0.0340954,0.0263701,0.0279963,0.0140926,0.0122134,0.0063151,0.00555983,0.00582755,0.00559298,0.00551452,0.00548308,0.00550595,0.00547405,0.00547151,0.00547852,0.00547206,0.00547748,0.00547268,0.00547008,0.00547205,0.0054695,0.00546972,0.00546912,0.00546935,0.00546931,0.00546933,0.00546913,0.00546918,0.00546911,0.00546913,0.00546911,0.00546908,0.00546909,
6560,0.0483465,0.0669531,0.0181494,0.0638455,0.0503467,0.0569675,0.0433499,0.0187042,0.0682847,0.0398916,0.00814319,0.0685938,0.0574708,0.0579639,0.0268704,0.059602,0.0240971,0.0261977,0.014464,0.0124361,0.0100994,0.0121139,0.00569865,0.00561495,0.00589719,0.00554648,0.00560411,0.00550402,0.00547307,0.00550006,0.00547393,0.0054962,0.00547034,0.00563999,0.00547022,0.0054702,0.00547122,0.00547003,0.00546908,0.00546951,0.00546909,0.00546927,0.00546944,0.00549145,0.00546915,0.00546909,0.00546933,0.00546908,0.00546909,0.0054691,
6570,0.0661386,0.042207,0.048418,0.0578431,0.0509433,0.0498335,0.0662834,0.0402154,0.0136173,0.0398352,0.0675817,0.0598822,0.0599918,0.0463903,0.0565135,0.0317193,0.0126591,0.0185273,0.0129144,0.0150397,0.00930233,0.0104377,0.00568917,0.00639091,0.00552843,0.00598237,0.0055398,0.00547836,0.00555811,0.00552798,0.00548822,0.00549131,0.00547051,0.00547423,0.00547796,0.00547169,0.00546921,0.00546935,0.0054868,0.00546928,0.00546918,0.00546972,0.0054692,0.00546947,0.00546909,0.00546909,0.0054691,0.00546909,0.00546913,0.0054691,
6580,0.0530802,0.0374419,0.053376,0.0557288,0.0442207,0.0656284,0.0382373,0.0175833,0.0445958,0.0438609,0.055223,0.0407902,0.0335775,0.033156,0.0146116,0.0279616,0.0380221,0.0110717,0.00967045,0.00621222,0.00776558,0.00621233,0.00693923,0.00574515,0.00577172,0.00559414,0.00557242,0.00549997,0.00547028,0.00547407,0.00549995,0.00547085,0.00548696,0.00547929,0.00549602,0.00547288,0.00546922,0.00546946,0.0054707,0.00546933,0.00546942,0.00546926,0.00546914,0.0054691,0.00546908,0.00546911,0.00546908,0.00546908,0.0054691,0.00546928,
6590,0.0620687,0.0611906,0.0529947,0.0336619,0.0609307,0.0619959,0.046685,0.0544451,0.0614132,0.0350027,0.023193,0.0675207,0.0133062,0.0390729,0.0339428,0.0065079,0.0116008,0.00697695,0.0137794,0.00654622,0.0144686,0.00857469,0.00553862,0.00613694,0.00560238,0.00547973,0.00553069,0.00561295,0.00547873,0.00550622,0.00547293,0.00550771,0.00548745,0.00547091,0.00547726,0.00547209,0.00546998,0.00546933,0.00546938,0.00546957,0.00546908,0.00546928,0.00546909,0.00546929,0.00546944,0.0054691,0.00546924,0.00546912,0.00546909,0.0054691,
6600,0.0610912,0.0538667,0.047776,0.0544082,0.0615151,0.015565,0.0684236,0.0561265,0.0629719,0.0362138,0.0208242,0.0156347,0.0128515,0.00576706,0.048854,0.0317225,0.0370732,0.0122501,0.00862069,0.00795621,0.00552593,0.00557696,0.00549852,0.00559601,0.00558117,0.00553818,0.00551498,0.00547351,0.00547065,0.00547283,0.00548525,0.0063386,0.0054816,0.00547683,0.00546958,0.00546936,0.00547251,0.00547051,0.00546944,0.00546929,0.00546927,0.00546921,0.00546947,0.00546927,0.0054691,0.00546916,0.00546911,0.00546909,0.00546908,0.00546909,
6610,0.0571777,0.0685915,0.00623116,0.0580143,0.0686534,0.0691706,0.0319735,0.0620462,0.0534153,0.0545428,0.0582636,0.0475127,0.0372394,0.062816,0.0455441,0.0330607,0.0121301,0.00711653,0.00589443,0.00640859,0.00702988,0.00548623,0.00591502,0.00566519,0.0060205,0.0055474,0.00593788,0.00549082,0.0054828,0.00548927,0.00550081,0.00547337,0.00547169,0.00547297,0.00547102,0.00547195,0.00546985,0.00546944,0.00546935,0.00546924,0.0054691,0.00546956,0.00546929,0.00546945,0.00546911,0.00546913,0.00546909,0.00546909,0.00546918,0.00546908,
