mc_step,l = 0_gamma,l = 0_delta_gamma,l = 1_gamma,l = 1_delta_gamma,l = 2_gamma,l = 2_delta_gamma,l = 3_gamma,l = 3_delta_gamma,l = 4_gamma,l = 4_delta_gamma,l = 5_gamma,l = 5_delta_gamma,l = 6_gamma,l = 6_delta_gamma,l = 7_gamma,l = 7_delta_gamma,l = 8_gamma,l = 8_delta_gamma,l = 9_gamma,l = 9_delta_gamma,l = 10_gamma,l = 10_delta_gamma,l = 11_gamma,l = 11_delta_gamma,l = 12_gamma,l = 12_delta_gamma,l = 13_gamma,l = 13_delta_gamma,l = 14_gamma,l = 14_delta_gamma,l = 15_gamma,l = 15_delta_gamma,l = 16_gamma,l = 16_delta_gamma,l = 17_gamma,l = 17_delta_gamma,l = 18_gamma,l = 18_delta_gamma,l = 19_gamma,l = 19_delta_gamma,l = 20_gamma,l = 20_delta_gamma,l = 21_gamma,l = 21_delta_gamma,l = 22_gamma,l = 22_delta_gamma,l = 23_gamma,l = 23_delta_gamma,l = 24_gamma,l = 24_delta_gamma,l = 25_gamma,l = 25_delta_gamma,l = 26_gamma,l = 26_delta_gamma,l = 27_gamma,l = 27_delta_gamma,l = 28_gamma,l = 28_delta_gamma,l = 29_gamma,l = 29_delta_gamma,l = 30_gamma,l = 30_delta_gamma,l = 31_gamma,l = 31_delta_gamma,l = 32_gamma,l = 32_delta_gamma,l = 33_gamma,l = 33_delta_gamma,l = 34_gamma,l = 34_delta_gamma,l = 35_gamma,l = 35_delta_gamma,l = 36_gamma,l = 36_delta_gamma,l = 37_gamma,l = 37_delta_gamma,l = 38_gamma,l = 38_delta_gamma,l = 39_gamma,l = 39_delta_gamma,l = 40_gamma,l = 40_delta_gamma,l = 41_gamma,l = 41_delta_gamma,l = 42_gamma,l = 42_delta_gamma,l = 43_gamma,l = 43_delta_gamma,l = 44_gamma,l = 44_delta_gamma,l = 45_gamma,l = 45_delta_gamma,l = 46_gamma,l = 46_delta_gamma,l = 47_gamma,l = 47_delta_gamma,l = 48_gamma,l = 48_delta_gamma,l = 49_gamma,l = 49_delta_gamma,
6780,0.344998,0.41777,0.634087,0.16542,0.147918,0.203012,0.548979,0.235346,0.157836,0.871694,0.806478,0.217634,0.641122,0.119501,0.669971,0.0705767,0.277446,0.540373,0.00186028,0.48355,0.799951,0.446065,0.428366,0.985927,0.416974,0.579361,0.280538,0.0301397,0.160037,0.126169,0.462646,0.019987,0.14546,0.0825744,0.722799,0.554039,0.127372,0.0433358,0.0254103,0.292302,0.114476,0.042852,0.102434,0.0384479,0.0231306,0.105532,0.10841,0.0324126,0.073172,0.0616522,0.0983416,0.0473658,0.0836022,0.0591614,0.0600122,0.0633589,0.0734196,0.0569273,0.0734149,0.0574916,0.0685402,0.0604224,0.0719098,0.0603839,0.0705403,0.0589974,0.0732399,0.0593526,0.0712634,0.0590709,0.0684646,0.0604768,0.0701334,0.0590364,0.0704296,0.0592318,0.0704969,0.0591667,0.0705508,0.0599119,0.0709807,0.059293,0.0741464,0.0562385,0.0732594,0.0564593,0.0710367,0.0590471,0.0706111,0.0595561,0.0706998,0.0589258,0.0709619,0.0593348,0.0705817,0.0595,0.0709285,0.0592844,0.0706034,0.0594274,
6790,0.626202,0.217634,0.518759,0.117777,0.739187,0.554403,0.767074,0.314174,0.558107,0.083562,0.173627,0.47285,0.0282778,0.747444,0.269248,0.799833,0.0590428,0.646815,0.142999,0.523978,0.981724,0.158768,0.0834692,0.541631,0.823406,0.299492,0.762285,0.283024,0.193357,0.135192,0.0996296,0.023608,0.265247,0.0256952,0.00064799,0.26164,0.139954,0.0189208,0.0836644,0.0450004,0.0747077,0.0428531,0.0540759,0.0926032,0.133895,0.0444636,0.0658771,0.0628104,0.0893896,0.0493311,0.0734137,0.0577265,0.07438,0.0556553,0.0594324,0.067085,0.0925868,0.0483211,0.072176,0.0575037,0.0730462,0.062719,0.07203,0.0588572,0.0724316,0.0580203,0.0701258,0.0614056,0.0706048,0.0595221,0.0705087,0.059862,0.0740618,0.0570322,0.0738535,0.0567988,0.0705545,0.0598819,0.0702592,0.0591778,0.07116,0.0591614,0.070999,0.0591185,0.0713654,0.0593526,0.0707512,0.0597989,0.0708926,0.0593063,0.0705927,0.0595414,0.0708315,0.0594292,0.0709147,0.0593632,0.0704924,0.0595362,0.0706557,0.0594815,
6800,0.39734,0.83731,0.422243,0.292052,0.599498,0.647178,0.383714,0.780423,0.914738,0.811757,0.026942,0.0399358,0.963677,0.582522,0.968333,0.470649,0.303384,0.0306612,0.163386,0.294044,0.34825,0.728519,0.175834,0.0704052,0.201472,0.55751,0.749355,0.0796387,0.991882,0.217532,0.262621,0.0256952,0.412603,0.342626,0.0416381,0.0710798,0.137067,0.0352859,0.0743858,0.065712,0.0680796,0.0569456,0.0671081,0.0709019,0.0594324,0.0753112,0.086147,0.0511961,0.091685,0.052595,0.0389022,0.106755,0.130798,0.0408849,0.0655322,0.097665,0.077736,0.0608589,0.061337,0.0660435,0.0695319,0.0605169,0.0708907,0.0604325,0.0733959,0.0575992,0.0657769,0.0617081,0.0692221,0.0594353,0.0731637,0.0573364,0.070999,0.0595135,0.070607,0.058885,0.0696544,0.0600672,0.0699802,0.0595979,0.0706026,0.0594047,0.0711699,0.059305,0.070496,0.0594486,0.0709569,0.0593419,0.0704313,0.0594333,0.0704971,0.0595175,0.0703451,0.0596474,0.0710234,0.059257,0.0706569,0.0593925,0.0705766,0.0594664,
6810,0.323333,0.323934,0.432726,0.334184,0.94899,0.635981,0.959231,0.672434,0.577662,0.43801,0.916073,0.977572,0.474539,0.743293,0.102143,0.776844,0.865037,0.434653,0.663316,0.0647639,0.414705,0.61402,0.097759,0.213244,0.661915,0.0144442,0.84991,0.479442,0.200367,0.0364654,0.0611191,0.0608057,0.106838,0.0546063,0.0582501,0.0481884,0.112805,0.0285475,0.332659,0.242581,0.280218,0.0613874,0.174318,0.0287685,0.0295965,0.106755,0.0396475,0.0861766,0.0673513,0.0486696,0.0950291,0.0408849,0.0890612,0.0562182,0.070947,0.0593175,0.0690374,0.0607708,0.0731967,0.0594162,0.0486365,0.0754887,0.0710318,0.057058,0.067997,0.0628992,0.0683146,0.0607983,0.0744736,0.0572376,0.0707379,0.0588005,0.0711133,0.0596933,0.0703051,0.0598717,0.0722404,0.0582709,0.070359,0.0597828,0.0710875,0.0594048,0.0702809,0.0595525,0.0702281,0.0597784,0.0704555,0.0595944,0.0699122,0.059563,0.0705808,0.0595334,0.0710024,0.059218,0.0707368,0.0594249,0.0705831,0.0594723,0.0705464,0.0595388,
6820,0.245902,0.977572,0.652202,0.988777,0.336885,0.405692,0.918793,0.454136,0.211891,0.43789,0.94849,0.898238,0.669916,0.0417176,0.23658,0.703435,0.844288,0.609199,0.0244691,0.199877,0.830211,0.0187776,0.959208,0.383228,0.0412483,0.435309,0.961417,0.70144,0.235846,0.474324,0.0613126,0.12179,0.242622,0.0413006,0.0489667,0.0880485,0.0653943,0.121049,0.0611191,0.0634737,0.0989545,0.0374014,0.160478,0.0332252,0.0582501,0.0747146,0.0890793,0.056763,0.0780205,0.0577457,0.0546613,0.0747582,0.0578989,0.075951,0.0945489,0.0538301,0.0783904,0.0552253,0.0713399,0.0579321,0.0702836,0.0587493,0.0715473,0.0613268,0.0710083,0.0581319,0.0709645,0.0590916,0.0683609,0.0601879,0.0732505,0.0602032,0.0652306,0.0621078,0.0709374,0.0594645,0.0701229,0.0596166,0.0701746,0.0597448,0.070534,0.0595273,0.070411,0.0597792,0.070722,0.0593484,0.0710024,0.0592601,0.0706467,0.0594249,0.0705634,0.0595474,0.0705511,0.0594552,0.0706003,0.0595478,0.0705793,0.0594841,0.0720227,0.0585779,
6830,0.873052,0.812665,0.80707,0.241058,0.79053,0.818841,0.0575186,0.0200933,0.523968,0.0299858,0.777925,0.57167,0.282034,0.708461,0.202381,0.896194,0.388385,0.874883,0.0972026,0.459103,0.398304,0.472326,0.0758947,0.998311,0.600176,0.188806,0.331007,0.977572,0.00857154,0.177474,0.401964,0.0413006,0.186906,0.0226545,0.0244691,0.126129,0.0611191,0.0780914,0.0267189,0.0961357,0.0653943,0.056653,0.0788019,0.0578401,0.0584507,0.0590125,0.0588936,0.0636882,0.100821,0.0472063,0.0684703,0.0563571,0.0746266,0.0554228,0.0715232,0.0575597,0.0807028,0.0563188,0.0633613,0.066712,0.0677088,0.0598296,0.0671137,0.0644138,0.0691044,0.0619537,0.108393,0.0466248,0.0712638,0.0590321,0.0697615,0.0599605,0.070106,0.0600664,0.0712869,0.0587149,0.0722951,0.0583129,0.0701124,0.0599495,0.0708261,0.0592441,0.070297,0.0596424,0.0707598,0.0595478,0.0708982,0.0594271,0.0718817,0.0587538,0.0703773,0.0595418,0.0717056,0.0589209,0.0705161,0.0595461,0.0706019,0.0595467,0.0704917,0.0595303,
6840,0.480347,0.0798031,0.815361,0.388559,0.100885,0.407789,0.768267,0.856605,0.68244,0.613679,0.663137,0.414636,0.156019,0.877046,0.0360819,0.307442,0.44178,0.329902,0.0930644,0.290227,0.773927,0.0368527,0.389128,0.267053,0.00427701,0.31588,0.785753,0.321679,0.273546,0.0463836,0.00857154,0.264364,0.120308,0.0641975,0.0360745,0.0764744,0.0703836,0.0867166,0.0717285,0.0622936,0.0471116,0.089382,0.0944965,0.0456352,0.0696886,0.048977,0.0858517,0.0535007,0.0620406,0.0669075,0.183503,0.0236864,0.0489247,0.0844349,0.0814753,0.0521491,0.0661881,0.0568821,0.092541,0.0467295,0.0667196,0.0611773,0.0663147,0.0628641,0.0694662,0.0610486,0.0721695,0.0594818,0.0733143,0.0587788,0.0693797,0.0595199,0.0702981,0.0596275,0.070456,0.0596355,0.0699448,0.0595335,0.0721978,0.0590436,0.0701124,0.0596651,0.0712489,0.059071,0.0698189,0.0598768,0.0715139,0.0584581,0.0703642,0.059452,0.0712638,0.0591082,0.0704224,0.0595919,0.0707374,0.059472,0.0706893,0.059438,0.0705657,0.0594832,
6850,0.715248,0.722277,0.466397,0.0786071,0.598939,0.308488,0.553245,0.684653,0.056902,0.182145,0.864781,0.0368527,0.887967,0.17548,0.0276132,0.57714,0.339493,0.793369,0.72547,0.780086,0.316224,0.604946,0.68244,0.0615112,0.233627,0.0349757,0.0353822,0.0615896,0.468176,0.0688106,0.0511814,0.167559,0.144615,0.044569,0.0696886,0.105269,0.0570058,0.0603037,0.0148377,0.200116,0.237392,0.00893884,0.114998,0.0584166,0.0897262,0.0555302,0.0487443,0.0714478,0.0911697,0.057746,0.0733073,0.0596031,0.0842099,0.0507023,0.0503568,0.073484,0.0452285,0.0867166,0.0726929,0.0604806,0.0660353,0.0631384,0.0752213,0.0576264,0.0710063,0.0595581,0.0693936,0.0592108,0.0705463,0.0595168,0.0670907,0.0613587,0.0673129,0.0606827,0.0685995,0.060708,0.0701558,0.0589839,0.0717229,0.058919,0.0705158,0.0594347,0.0709703,0.0592664,0.0710729,0.0591741,0.07052,0.0595328,0.0703168,0.0595423,0.0700662,0.0599473,0.0705343,0.0594995,0.0706853,0.0593546,0.0706252,0.0594602,0.0707162,0.0593931,
6860,0.868293,0.13509,0.685149,0.570094,0.483188,0.279583,0.147921,0.38365,0.959137,0.079066,0.711427,0.353294,0.982974,0.639144,0.289074,0.328824,0.715625,0.252556,0.468176,0.0688106,0.627854,0.167559,0.153241,0.469856,0.200204,0.0524307,0.107642,0.114287,0.324329,0.621596,0.859975,0.0236479,0.59352,0.0545275,0.393622,0.173158,0.0148377,0.192569,0.0969443,0.0415703,0.271488,0.00860677,0.084597,0.0595332,0.055413,0.0763172,0.0530976,0.0876385,0.0682993,0.0648248,0.0568695,0.0697562,0.114998,0.0418141,0.0770845,0.0543611,0.0701621,0.0611135,0.0702875,0.0598108,0.0701052,0.0611061,0.0684369,0.062588,0.0728096,0.0572482,0.0714743,0.0591049,0.0700025,0.060708,0.0731862,0.0574126,0.0727203,0.056336,0.069612,0.0604479,0.0711203,0.0595433,0.0708685,0.0587914,0.0708407,0.0596897,0.0711717,0.0592453,0.0711425,0.0590064,0.0715378,0.0589837,0.0696232,0.0599473,0.0704024,0.0594138,0.07079,0.0593561,0.0704948,0.0595655,0.0706135,0.0594806,0.0703114,0.0596228,
6870,0.456833,0.800901,0.982974,0.486959,0.737032,0.295554,0.486334,0.803742,0.0778451,0.83236,0.159097,0.424873,0.0256546,0.153621,0.674971,0.372726,0.654059,0.0182179,0.273912,0.372611,0.572156,0.84779,0.14246,0.719107,0.128996,0.309729,0.0666779,0.14366,0.564306,0.0339692,0.939545,0.0293614,0.475811,0.157237,0.0812907,0.0706222,0.177446,0.0259975,0.0148377,0.164058,0.0446004,0.068056,0.086082,0.0418141,0.0451696,0.077309,0.0568695,0.0643219,0.0921432,0.0452895,0.0714329,0.0531362,0.0687731,0.0550846,0.0733959,0.0557038,0.0667503,0.0605855,0.0767657,0.0552746,0.0735036,0.0578544,0.0744334,0.058477,0.0746981,0.0573072,0.0684948,0.0605659,0.0682988,0.0613358,0.0694708,0.0603413,0.0710766,0.0592333,0.0709016,0.0592998,0.0719877,0.0585354,0.0713043,0.0587995,0.0711714,0.0589837,0.0699534,0.0601309,0.0709918,0.0593047,0.0707394,0.0594655,0.0703404,0.0595931,0.0709044,0.0592661,0.0703671,0.0595472,0.0709596,0.0592638,0.0707597,0.0594256,0.0706177,0.0594603,
6880,0.571523,0.696911,0.359705,0.193177,0.205104,0.372726,0.901348,0.804409,0.0576479,0.105936,0.739497,0.786686,0.593676,0.238109,0.214891,0.0659805,0.113826,0.430663,0.0566965,0.770563,0.0819458,0.0847261,0.430498,0.0167957,0.68672,0.499089,0.780079,0.813399,0.928624,0.321316,0.0388216,0.143074,0.181145,0.0307216,0.649976,0.00469279,0.0539498,0.0787721,0.128486,0.046062,0.0927376,0.0448722,0.511176,0.00759119,0.0336492,0.0809137,0.0618734,0.0628323,0.0685411,0.0631952,0.0729158,0.0607157,0.0791751,0.0540405,0.0773381,0.0572579,0.0710342,0.0576139,0.0697187,0.0606602,0.0737561,0.0567645,0.0663221,0.0598848,0.0702332,0.0578662,0.0738037,0.0553046,0.0532759,0.0730853,0.0697531,0.0592532,0.070453,0.0594347,0.0713043,0.0583517,0.0692385,0.060668,0.0709014,0.0591794,0.0705554,0.0594421,0.0705036,0.0597581,0.0709036,0.0592719,0.0707688,0.0595038,0.0712877,0.0592008,0.071052,0.0594111,0.0707223,0.0594831,0.0709932,0.0592414,0.0709196,0.0592437,0.0706031,0.059434,
6890,0.0970996,0.374329,0.196465,0.953247,0.292576,0.178899,0.178609,0.146811,0.175402,0.246661,0.846614,0.516154,0.133474,0.853756,0.357854,0.656005,0.719396,0.429514,0.111936,0.773881,0.4589,0.887232,0.0848905,0.910961,0.713097,0.445315,0.593448,0.131024,0.177138,0.000926653,0.125075,0.0651102,0.533348,0.00759119,0.114196,0.0439806,0.197217,0.0465705,0.0492207,0.102643,0.0473999,0.0809137,0.529261,0.00472869,0.0517878,0.0596484,0.0749106,0.0537715,0.0697083,0.0564509,0.0599607,0.0729706,0.0793555,0.0519753,0.0759387,0.0614468,0.0686529,0.0613054,0.0556336,0.0713487,0.0762238,0.0567108,0.070404,0.0610622,0.0702221,0.059097,0.0694537,0.0602197,0.0710053,0.0590201,0.0726954,0.0590328,0.0704777,0.0606236,0.0695418,0.0601782,0.068888,0.0603501,0.0708979,0.0589739,0.0700763,0.059381,0.0707728,0.0592719,0.070746,0.0592734,0.0709073,0.0593518,0.0707048,0.0594514,0.0708555,0.0595584,0.0705867,0.0595537,0.070988,0.0593467,0.0705771,0.0594866,0.0706802,0.0594357,
6900,0.847218,0.8754,0.220336,0.611761,0.908529,0.615881,0.807408,0.584862,0.0970279,0.807877,0.867536,0.437351,0.345921,0.976614,0.865845,0.564137,0.384728,0.323515,0.515336,0.403208,0.766422,0.809662,0.205088,0.0380545,0.397516,0.0710979,0.746464,0.128146,0.0616341,0.233121,0.0881382,0.0572275,0.479527,0.0212917,0.0469501,0.167978,0.593448,0.0326099,0.194897,0.0402525,0.17096,0.0296088,0.101392,0.0384891,0.0654344,0.0650519,0.0681542,0.0620419,0.0563422,0.0741838,0.0725633,0.0578894,0.061772,0.0649955,0.0738334,0.0584561,0.0667626,0.0622381,0.0730623,0.0586669,0.0707714,0.0592934,0.0691131,0.0613562,0.0795612,0.0572438,0.0687541,0.0605829,0.070211,0.0590741,0.0715134,0.0595785,0.0709317,0.0589739,0.0705107,0.0595956,0.0696036,0.0600687,0.0711066,0.0590864,0.0695943,0.0612389,0.0632239,0.0672659,0.0708165,0.0592813,0.0709391,0.0593786,0.0705885,0.0594382,0.0704722,0.0594715,0.0707179,0.0593819,0.0707428,0.0594826,0.0706697,0.0594293,0.070764,0.0593579,
6910,0.562911,0.620835,0.419951,0.32322,0.832466,0.25068,0.517733,0.285872,0.322721,0.339096,0.767352,0.0640562,0.481127,0.374333,0.101278,0.119179,0.533279,0.689652,0.0312204,0.0220837,0.504136,0.813379,0.588735,0.682238,0.703247,0.584862,0.0970279,0.336074,0.625558,0.0332824,0.137671,0.115207,0.113511,0.0442657,0.10852,0.0408703,0.0681542,0.0699696,0.0930766,0.0490403,0.0122424,0.13819,0.347748,0.00536668,0.174206,0.029366,0.0728141,0.0733773,0.161793,0.0328296,0.0817109,0.0584674,0.101189,0.0435533,0.0644151,0.0623167,0.0728573,0.0579381,0.0704671,0.0590241,0.0718852,0.0557221,0.0696909,0.0605829,0.0699372,0.0604526,0.0687526,0.0600685,0.0704226,0.0597612,0.0684869,0.0612389,0.0615939,0.066622,0.0649999,0.0622689,0.0708107,0.0591764,0.0709214,0.0590681,0.0712115,0.0592533,0.0703602,0.0593909,0.070675,0.0596653,0.0707784,0.0593876,0.0706814,0.0595487,0.0707296,0.0593344,0.0707618,0.0594689,0.0705885,0.0594943,0.0698668,0.0597431,0.0707806,0.05961,
6920,0.768088,0.209181,0.274577,0.904445,0.22531,0.520181,0.762254,0.687724,0.429877,0.6878,0.249593,0.472696,0.599196,0.664791,0.937094,0.162427,0.295852,0.600273,0.493121,0.279801,0.958558,0.0719143,0.739921,0.0522316,0.212506,0.0302817,0.327341,0.0249419,0.111402,0.0459887,0.0122424,0.217224,0.404262,0.00441507,0.0593899,0.323371,0.0746219,0.385095,0.306422,0.0545208,0.0804505,0.0824378,0.172487,0.034579,0.147446,0.029366,0.0828735,0.0442657,0.115891,0.0491786,0.0543758,0.0749769,0.0636251,0.0649468,0.0633477,0.0586,0.0677005,0.0594784,0.0687762,0.0609331,0.0729351,0.0591569,0.0612804,0.0661787,0.0714779,0.0595138,0.0791472,0.0553523,0.0692978,0.0602955,0.0653814,0.0610997,0.0695866,0.0597584,0.0711223,0.0593499,0.0712808,0.0591412,0.0704458,0.0597606,0.0710207,0.0593692,0.0706205,0.0595596,0.0707333,0.0595007,0.0704151,0.0597228,0.0701753,0.0594598,0.0709229,0.0590681,0.0703898,0.0595712,0.0707584,0.0593221,0.070807,0.0594101,0.0707425,0.0593874,
6930,0.716378,0.372281,0.938187,0.664791,0.164727,0.720856,0.972784,0.0862067,0.611938,0.824357,0.267712,0.477509,0.889565,0.663444,0.836383,0.721955,0.896268,0.853724,0.548391,0.162188,0.0122424,0.239312,0.27997,0.146202,0.0593899,0.0391889,0.0233397,0.231019,0.595847,0.330597,0.222305,0.573848,0.603801,0.886413,0.630206,0.0522316,0.305564,0.0319828,0.141472,0.0161411,0.0595438,0.0571323,0.107343,0.0401805,0.111131,0.0462694,0.064528,0.0620695,0.0665148,0.0700786,0.0823084,0.070527,0.0646409,0.0654234,0.0565012,0.0697234,0.0841343,0.0520963,0.0769185,0.0552102,0.0796443,0.0550225,0.0643307,0.0616391,0.0712368,0.0602431,0.0704824,0.0590822,0.0717822,0.0596135,0.0686521,0.0602955,0.0703002,0.0592627,0.0707959,0.0596773,0.0715153,0.0594882,0.066672,0.0623861,0.0709145,0.0592018,0.0710335,0.0592875,0.068203,0.0608491,0.0707504,0.0595049,0.0709563,0.0592511,0.0708699,0.0593521,0.0708176,0.0594279,0.0705388,0.05946,0.0707626,0.0594627,0.070546,0.0595276,
6940,0.441711,0.611532,0.644637,0.269556,0.491182,0.687998,0.314682,0.425132,0.363477,0.705247,0.0246679,0.183239,0.44024,0.394771,0.080993,0.218489,0.519181,0.295107,0.270764,0.907015,0.191006,0.83763,0.256398,0.661965,0.108134,0.774524,0.966638,0.454492,0.113727,0.816,0.110368,0.62321,0.811766,0.00350984,0.0475643,0.142004,0.230785,0.0241603,0.141472,0.0394894,0.0508578,0.061757,0.0768408,0.059745,0.0505123,0.0645159,0.051286,0.0713935,0.104104,0.0477019,0.0453357,0.0812636,0.0595438,0.0721182,0.0621258,0.0653659,0.078247,0.0558977,0.069412,0.0593736,0.0763831,0.0520963,0.0769185,0.0541598,0.0718984,0.0578891,0.070084,0.0607986,0.0681648,0.0615649,0.0653333,0.0626284,0.0698844,0.0598124,0.0692621,0.0601856,0.0703256,0.0593438,0.0707536,0.0592499,0.0712016,0.0592785,0.070861,0.0593489,0.0707079,0.0592875,0.0707227,0.0594493,0.0705423,0.0595135,0.070818,0.0593521,0.0708177,0.0593252,0.07065,0.0595034,0.0708706,0.0593191,0.0707512,0.0594608,
6950,0.835729,0.582405,0.964906,0.16998,0.0364535,0.293904,0.711412,0.82738,0.302704,0.506906,0.701697,0.69194,0.234825,0.578811,0.412703,0.873307,0.667088,0.341397,0.807994,0.981936,0.0863198,0.526053,0.285012,0.108797,0.0276403,0.219545,0.402671,0.775596,0.587538,0.825974,0.572674,0.00350984,0.145868,0.0454869,0.0505123,0.0769372,0.153628,0.0421125,0.0897032,0.0834743,0.0592634,0.0612013,0.0190086,0.143145,0.0578871,0.121059,0.0576987,0.0620562,0.0751018,0.0522468,0.0947061,0.0578759,0.0824605,0.0529419,0.0745268,0.0596024,0.0596462,0.0679927,0.0879386,0.0477019,0.0625895,0.063261,0.0634425,0.0623586,0.0717669,0.0576842,0.0702497,0.0581578,0.0714452,0.0591796,0.0702932,0.0589398,0.0683019,0.0616145,0.0714935,0.0593807,0.0702691,0.0596421,0.0698554,0.0598015,0.0697018,0.060153,0.0705749,0.0600229,0.0703472,0.0596381,0.0704755,0.0594354,0.0706334,0.0594216,0.0700215,0.059779,0.070916,0.0593658,0.0707758,0.059344,0.0707751,0.0593191,0.0706155,0.0595294,
6960,0.543145,0.393452,0.0329558,0.402229,0.908795,0.873307,0.694177,0.108752,0.621568,0.981936,0.735952,0.865408,0.50911,0.108797,0.175436,0.0264654,0.0540406,0.711175,0.580766,0.273067,0.100471,0.278022,0.430325,0.302434,0.480452,0.0992997,0.668752,0.539002,0.148061,0.646851,0.495506,0.786836,0.0465247,0.115057,0.0598096,0.0421125,0.134781,0.0401397,0.0977992,0.0706109,0.0947061,0.0475028,0.0499018,0.0959395,0.0881967,0.0564068,0.0314865,0.108218,0.0231657,0.115966,0.028657,0.102151,0.0638654,0.064535,0.0655384,0.0638638,0.0698113,0.0652268,0.0750565,0.0570064,0.0860022,0.0512388,0.0755233,0.0570905,0.0725175,0.0572071,0.0711929,0.059688,0.0713629,0.0587496,0.0695279,0.0607405,0.0691192,0.0597109,0.0715673,0.0579998,0.0689716,0.060979,0.0698595,0.0599938,0.0700165,0.0597179,0.0715862,0.0586758,0.0708978,0.0591841,0.0704879,0.0596939,0.070646,0.0593102,0.0708255,0.0592952,0.0707751,0.0593516,0.0707348,0.0593058,0.0704506,0.0596068,0.0707404,0.0594618,
6970,0.214755,0.312903,0.547009,0.305774,0.0699702,0.0264654,0.215035,0.251389,0.311684,0.605049,0.902358,0.583343,0.192388,0.706587,0.582957,0.0541347,0.377712,0.133408,0.696039,0.341644,0.220077,0.931432,0.013578,0.250715,0.30622,0.770698,0.0562962,0.224628,0.573574,0.69135,0.062662,0.22552,0.0679647,0.0562251,0.0274552,0.154584,0.0596765,0.0796199,0.0579085,0.0947217,0.0588916,0.093146,0.172021,0.0280995,0.057131,0.0599409,0.0746585,0.0602004,0.0770492,0.0511156,0.0344149,0.0845645,0.0720693,0.0577969,0.0672678,0.0647625,0.0727958,0.0570641,0.0677368,0.0561287,0.0669486,0.0607405,0.0702835,0.0582348,0.0667042,0.0611055,0.071297,0.0602129,0.0693797,0.0612014,0.0714815,0.0592114,0.0711196,0.0585667,0.0706905,0.0585364,0.0700888,0.0598025,0.0774196,0.0527388,0.0706219,0.0593155,0.070881,0.0592005,0.070321,0.0595742,0.0706098,0.059545,0.0707583,0.0593472,0.070313,0.0596878,0.0707791,0.0593832,0.0707722,0.0593506,0.0707158,0.0593976,0.0707043,0.0594243,
6980,0.575845,0.534842,0.67381,0.989605,0.71978,0.64229,0.067114,0.055822,0.415538,0.344336,0.344337,0.92072,0.11481,0.260777,0.686926,0.781689,0.94139,0.312903,0.280158,0.432487,0.821928,0.39058,0.712736,0.413431,0.369083,0.463268,0.274609,0.317743,0.0672416,0.197064,0.0600614,0.227419,0.145282,0.0473903,0.074278,0.0631084,0.0382943,0.0951801,0.0478094,0.112914,0.00978569,0.130899,0.0406164,0.0882306,0.0592482,0.0769279,0.055071,0.0718908,0.0533967,0.0678624,0.0503412,0.0701426,0.0636573,0.0574672,0.0692612,0.0629209,0.0801509,0.0610345,0.0771908,0.0579237,0.0740635,0.0595055,0.0716542,0.0598415,0.0704052,0.0598622,0.0691425,0.0594582,0.0784565,0.05288,0.0700946,0.0594597,0.070863,0.0607836,0.0705184,0.0596927,0.0712529,0.0595105,0.0711416,0.0593602,0.0707318,0.0596152,0.0703067,0.0597946,0.072381,0.0582348,0.071755,0.0587952,0.0703435,0.0594763,0.0709735,0.0592992,0.070835,0.0593118,0.0708403,0.0593659,0.0706219,0.0594566,0.0707519,0.0593591,
6990,0.625639,0.817937,0.926693,0.477626,0.988967,0.743046,0.154931,0.882142,0.785384,0.301951,0.0773613,0.19904,0.528203,0.715404,0.184015,0.471666,0.727326,0.603531,0.653394,0.092211,0.158876,0.449781,0.71978,0.417388,0.067114,0.514315,0.790728,0.325992,0.101494,0.112914,0.113441,0.111655,0.225708,0.175056,0.0516072,0.0659587,0.0532279,0.0473946,0.15119,0.0482042,0.059245,0.0686847,0.0786395,0.060993,0.0604184,0.0638199,0.0527214,0.0796531,0.074321,0.175183,0.0551129,0.0711918,0.0715553,0.058252,0.070639,0.0608706,0.0608661,0.067816,0.0763433,0.0581264,0.0679585,0.0603216,0.0741358,0.0560393,0.0704984,0.0600743,0.0775163,0.0550692,0.0710604,0.0593528,0.0706594,0.0597547,0.0698366,0.0600931,0.0730081,0.058216,0.0705197,0.0592673,0.0682203,0.0609079,0.0702273,0.0595061,0.0716085,0.0591286,0.070912,0.059259,0.0705965,0.0595199,0.0705836,0.0595657,0.0703988,0.0596137,0.0704574,0.0595757,0.0706422,0.0594824,0.0707853,0.0593923,0.0705443,0.0595002,
