mc_step,0&1,1&2,2&3,3&4,4&5,5&6,6&7,7&8,8&9,9&10,10&11,11&12,12&13,13&14,14&15,15&16,16&17,17&18,18&19,19&20,20&21,21&22,22&23,23&24,24&25,25&26,26&27,27&28,28&29,29&30,30&31,31&32,32&33,33&34,34&35,35&36,36&37,37&38,38&39,39&40,40&41,41&42,42&43,43&44,44&45,45&46,46&47,47&48,48&49,
2200,0.995455,0.998182,0.998182,0.997273,0.995455,0.99,0.994545,0.982727,0.987273,0.963636,0.943636,0.920909,0.87,0.810909,0.707273,0.685455,0.688182,0.63,0.597273,0.57,0.581818,0.599091,0.515455,0.637273,0.672727,0.690909,0.644545,0.680909,0.643636,0.624545,0.648182,0.631818,0.609091,0.607273,0.648182,0.648182,0.656364,0.67,0.665455,0.643636,0.659091,0.68,0.666364,0.658182,0.643636,0.62,0.601818,0.601818,0.550909,
2400,0.995833,0.9975,0.9975,0.996667,0.995,0.990833,0.993333,0.981667,0.984167,0.961667,0.945,0.913333,0.861667,0.801667,0.703333,0.683333,0.686667,0.645833,0.610833,0.58,0.595833,0.604167,0.530833,0.65,0.668333,0.691667,0.6525,0.688333,0.650833,0.6375,0.65,0.64,0.6175,0.616667,0.6625,0.653333,0.663333,0.683333,0.68,0.651667,0.669167,0.684167,0.67,0.669167,0.651667,0.631667,0.611667,0.6125,0.563333,
2600,0.996154,0.997692,0.997692,0.996923,0.995385,0.990769,0.993846,0.980769,0.98,0.960769,0.945385,0.904615,0.860769,0.797692,0.697692,0.679231,0.685385,0.640769,0.615385,0.592308,0.606923,0.617692,0.546154,0.654615,0.67,0.697692,0.653846,0.692308,0.66,0.647692,0.655385,0.642308,0.624615,0.627692,0.666923,0.66,0.667692,0.691538,0.69,0.653846,0.677692,0.686154,0.668462,0.672308,0.658462,0.640769,0.622308,0.625385,0.575385,
2800,0.995,0.997857,0.997857,0.997143,0.995,0.990714,0.992857,0.980714,0.981429,0.957143,0.941429,0.904286,0.857143,0.791429,0.694286,0.677857,0.690714,0.650714,0.623571,0.605714,0.617857,0.622857,0.548571,0.653571,0.679286,0.697143,0.660714,0.688571,0.666429,0.649286,0.643571,0.657143,0.634286,0.64,0.671429,0.667143,0.670714,0.696429,0.697857,0.662857,0.680714,0.691429,0.671429,0.671429,0.665714,0.647143,0.622857,0.633571,0.589286,
3000,0.995333,0.997333,0.997333,0.996667,0.995333,0.990667,0.991333,0.981333,0.980667,0.952667,0.939333,0.898667,0.853333,0.788,0.695333,0.678667,0.698,0.654,0.626,0.615333,0.623333,0.636667,0.562,0.663333,0.684,0.694,0.666667,0.694667,0.664667,0.657333,0.65,0.664,0.643333,0.648667,0.682,0.674,0.675333,0.698667,0.704,0.663333,0.672,0.695333,0.674,0.678,0.675333,0.656,0.628,0.636,0.599333,
3200,0.995625,0.9975,0.9975,0.996875,0.995,0.99125,0.991875,0.98,0.98125,0.953125,0.93875,0.898125,0.851875,0.7875,0.685,0.66875,0.698125,0.659375,0.635625,0.618125,0.6275,0.645625,0.565,0.665625,0.691875,0.700625,0.668125,0.6925,0.67,0.6625,0.65375,0.67,0.648125,0.65,0.68625,0.678125,0.680625,0.696875,0.70625,0.668125,0.6775,0.7,0.680625,0.68375,0.68125,0.658125,0.634375,0.649375,0.60875,
3400,0.995882,0.997647,0.997647,0.997059,0.994706,0.99,0.991176,0.979412,0.981176,0.954118,0.935882,0.897059,0.848824,0.781176,0.681176,0.670588,0.697059,0.662353,0.637647,0.625882,0.635882,0.653529,0.572941,0.671765,0.698235,0.702353,0.671176,0.696471,0.671176,0.671765,0.66,0.675294,0.658235,0.657059,0.688824,0.683529,0.682941,0.699412,0.708235,0.668824,0.681765,0.702353,0.683529,0.685882,0.681176,0.662941,0.635882,0.655294,0.617647,
3600,0.995556,0.997778,0.997778,0.997222,0.995,0.99,0.990556,0.979444,0.98,0.951667,0.936111,0.892778,0.843889,0.777222,0.682778,0.673889,0.697778,0.667222,0.637222,0.635556,0.638333,0.656667,0.584444,0.678889,0.702778,0.706111,0.676111,0.696111,0.670556,0.676111,0.665556,0.680556,0.662222,0.658889,0.696111,0.688889,0.683333,0.704444,0.71,0.670556,0.683889,0.703889,0.681111,0.692778,0.685556,0.668333,0.646667,0.656111,0.62,
3800,0.995789,0.997895,0.997368,0.997368,0.995263,0.990526,0.991053,0.979474,0.978421,0.947895,0.933158,0.892105,0.84,0.773684,0.686842,0.675263,0.699474,0.672105,0.638421,0.643158,0.644211,0.659474,0.590526,0.681579,0.702632,0.708947,0.677895,0.693684,0.673684,0.679474,0.668421,0.683158,0.667368,0.663684,0.702632,0.695263,0.682105,0.704737,0.710526,0.669474,0.691053,0.7,0.684211,0.7,0.690526,0.674737,0.652105,0.662105,0.625789,
4000,0.996,0.998,0.9975,0.9975,0.9955,0.991,0.99,0.9795,0.977,0.9455,0.9285,0.8885,0.8375,0.775,0.686,0.6745,0.703,0.6775,0.643,0.6465,0.652,0.66,0.5965,0.681,0.705,0.711,0.68,0.6975,0.6755,0.679,0.674,0.684,0.6735,0.6705,0.7065,0.6955,0.684,0.7085,0.7115,0.669,0.6945,0.702,0.6885,0.707,0.696,0.683,0.658,0.6655,0.6235,
4200,0.99619,0.998095,0.997619,0.997619,0.995714,0.991429,0.989524,0.98,0.974286,0.944762,0.93,0.887143,0.836667,0.775238,0.684762,0.67619,0.704286,0.676667,0.644762,0.649048,0.658095,0.660476,0.603333,0.681905,0.706667,0.709524,0.68,0.694762,0.677143,0.681905,0.675714,0.68619,0.681429,0.673333,0.708095,0.697619,0.685714,0.70619,0.714762,0.673333,0.69619,0.702857,0.692857,0.712381,0.700476,0.687143,0.660952,0.668571,0.630952,
4400,0.996364,0.998182,0.997727,0.997727,0.995455,0.991364,0.988636,0.98,0.973182,0.943636,0.930909,0.883636,0.838182,0.772727,0.685909,0.674545,0.701364,0.679545,0.648182,0.653636,0.66,0.665909,0.611818,0.685,0.709091,0.708636,0.680455,0.693182,0.678636,0.682727,0.680909,0.687727,0.687727,0.677727,0.713182,0.702273,0.685909,0.708636,0.717727,0.677727,0.698182,0.701818,0.69,0.716364,0.700909,0.689091,0.660909,0.669091,0.631364,
4600,0.996087,0.998261,0.997826,0.997826,0.995217,0.991739,0.988696,0.98087,0.972609,0.944348,0.928261,0.87913,0.838261,0.772609,0.69,0.673913,0.696087,0.676957,0.649565,0.656522,0.664348,0.663043,0.62,0.684783,0.711739,0.707391,0.683913,0.695652,0.683043,0.684783,0.678261,0.688261,0.689565,0.682609,0.716087,0.703043,0.684783,0.706957,0.713478,0.675217,0.7,0.701739,0.691304,0.717391,0.701304,0.693478,0.65913,0.670435,0.636957,
4800,0.99625,0.998333,0.997917,0.997917,0.995417,0.992083,0.989167,0.98125,0.971667,0.944167,0.927083,0.877083,0.835,0.771667,0.694583,0.672083,0.696667,0.682917,0.65375,0.658333,0.665417,0.662917,0.624167,0.68875,0.715,0.7075,0.688333,0.700417,0.6875,0.690417,0.678333,0.68375,0.694583,0.68625,0.719583,0.704583,0.685,0.7025,0.717083,0.680833,0.699167,0.700417,0.69375,0.715417,0.70375,0.697083,0.662083,0.674583,0.638333,
5000,0.996,0.9984,0.998,0.998,0.9956,0.992,0.9888,0.9812,0.9716,0.944,0.9288,0.8784,0.8328,0.7708,0.694,0.6708,0.6952,0.682,0.6548,0.6592,0.6668,0.6644,0.6284,0.692,0.7156,0.708,0.6884,0.6976,0.6888,0.6892,0.6844,0.6864,0.7004,0.6904,0.7192,0.7064,0.6848,0.7044,0.7192,0.6848,0.7016,0.704,0.698,0.718,0.7056,0.6968,0.6624,0.676,0.6388,
5200,0.995769,0.998462,0.998077,0.998077,0.995385,0.990769,0.988462,0.981538,0.971538,0.943846,0.927308,0.880385,0.830385,0.769231,0.695385,0.669615,0.693846,0.681538,0.660385,0.663462,0.666923,0.665769,0.63,0.691154,0.713077,0.709231,0.693462,0.702692,0.691923,0.693462,0.687692,0.691154,0.698846,0.688462,0.717692,0.706923,0.683462,0.700385,0.721154,0.688462,0.703077,0.709615,0.702308,0.719231,0.706538,0.696154,0.661538,0.678846,0.641538,
5400,0.995926,0.998519,0.998148,0.998148,0.995185,0.990741,0.988519,0.980741,0.971111,0.942963,0.927407,0.881111,0.831111,0.765556,0.690741,0.667037,0.698519,0.685926,0.665185,0.668889,0.671852,0.664815,0.631111,0.692963,0.715185,0.712593,0.694815,0.707778,0.694444,0.697778,0.684815,0.692222,0.701852,0.692222,0.71963,0.705185,0.685556,0.702222,0.72037,0.692593,0.704815,0.708519,0.704074,0.715556,0.704074,0.696296,0.663333,0.681111,0.643333,
5600,0.995357,0.998571,0.998214,0.9975,0.995357,0.990357,0.988214,0.980714,0.971429,0.943214,0.927143,0.877143,0.828214,0.763214,0.688571,0.668929,0.699643,0.689643,0.663929,0.670357,0.678571,0.666429,0.635,0.695357,0.716429,0.710714,0.693929,0.708929,0.696071,0.700357,0.687143,0.694286,0.701786,0.693571,0.722857,0.709286,0.689643,0.704286,0.7225,0.692143,0.707143,0.708571,0.701429,0.714286,0.706071,0.6975,0.665714,0.683929,0.646429,
5800,0.995172,0.998276,0.998276,0.997586,0.994828,0.99,0.988276,0.98069,0.972069,0.943793,0.926207,0.876552,0.827241,0.763793,0.689655,0.667931,0.700345,0.687931,0.664483,0.671724,0.68,0.668276,0.640345,0.696897,0.715517,0.711379,0.696552,0.71069,0.697931,0.702414,0.691034,0.692759,0.702069,0.693448,0.724138,0.711379,0.69069,0.706552,0.72069,0.695172,0.706552,0.711379,0.702069,0.716552,0.707586,0.701379,0.668966,0.687241,0.647931,
6000,0.995,0.998333,0.998,0.997667,0.994667,0.990333,0.988,0.980667,0.971333,0.943667,0.926333,0.873667,0.826333,0.765,0.69,0.669333,0.701667,0.689333,0.666667,0.671,0.682,0.668,0.643,0.697333,0.716333,0.713,0.696667,0.713667,0.699667,0.703333,0.693333,0.692333,0.706667,0.694333,0.723667,0.711667,0.69,0.708,0.722333,0.696667,0.71,0.711333,0.700667,0.716667,0.709333,0.702333,0.672,0.690667,0.651333,
6200,0.995161,0.998065,0.998065,0.997742,0.994839,0.990323,0.988387,0.980645,0.971613,0.942258,0.925484,0.876129,0.825161,0.764516,0.688387,0.670968,0.703548,0.689355,0.662258,0.671935,0.684839,0.67129,0.645484,0.701613,0.719355,0.713548,0.696129,0.713226,0.701613,0.702903,0.696129,0.692903,0.705806,0.697742,0.725806,0.709355,0.693548,0.710323,0.722258,0.696452,0.709355,0.712903,0.702581,0.715161,0.709355,0.706129,0.671935,0.69,0.655806,
6400,0.995313,0.998125,0.998125,0.9975,0.995,0.99,0.98875,0.980313,0.972187,0.942187,0.926562,0.875938,0.82375,0.763437,0.688125,0.6725,0.703125,0.687813,0.665312,0.674063,0.685312,0.671562,0.648125,0.70125,0.722187,0.712812,0.69625,0.714688,0.702187,0.7025,0.698125,0.694375,0.706562,0.6975,0.724063,0.70875,0.69625,0.71125,0.720938,0.697812,0.709375,0.715,0.703438,0.71625,0.709375,0.707812,0.676562,0.69125,0.658438,
6600,0.995455,0.998182,0.998182,0.997576,0.995152,0.989697,0.988485,0.979091,0.971818,0.942424,0.926667,0.876061,0.823636,0.762121,0.68697,0.672727,0.704242,0.685758,0.668182,0.673636,0.685758,0.668485,0.652424,0.701818,0.723636,0.71303,0.697273,0.714545,0.706061,0.706364,0.701515,0.696667,0.705152,0.696364,0.726061,0.710909,0.698485,0.712121,0.721515,0.700303,0.709091,0.713939,0.705758,0.713939,0.709697,0.709394,0.675152,0.694545,0.660909,
6800,0.995588,0.998235,0.997941,0.997353,0.995,0.99,0.988235,0.979706,0.971765,0.940588,0.926176,0.875882,0.823824,0.759412,0.685588,0.67,0.705294,0.686176,0.670588,0.677353,0.687647,0.670588,0.654118,0.704412,0.724706,0.713235,0.699412,0.715882,0.705294,0.704412,0.703529,0.699118,0.705588,0.696765,0.727647,0.712059,0.701471,0.713529,0.721765,0.702353,0.707941,0.714118,0.707941,0.713235,0.709118,0.712353,0.675588,0.697059,0.662059,
7000,0.995429,0.998,0.997714,0.997429,0.994571,0.99,0.988571,0.979143,0.972,0.941143,0.926,0.875143,0.824286,0.756857,0.687429,0.666857,0.704571,0.687143,0.673429,0.677714,0.686857,0.669429,0.654571,0.707143,0.724286,0.709429,0.700286,0.717143,0.706857,0.704286,0.705429,0.698286,0.708286,0.698571,0.728,0.713143,0.703143,0.712571,0.719714,0.704286,0.711714,0.717429,0.710286,0.714571,0.708571,0.712286,0.676286,0.697143,0.665714,
7200,0.995556,0.998056,0.997778,0.996667,0.994722,0.989722,0.988333,0.979444,0.971667,0.94,0.923611,0.874444,0.824444,0.756667,0.6875,0.666389,0.705278,0.688611,0.673056,0.678889,0.687222,0.670833,0.654722,0.706389,0.726111,0.712778,0.7,0.719722,0.705556,0.706389,0.708333,0.7025,0.708611,0.697778,0.7275,0.7125,0.705833,0.713611,0.719167,0.704444,0.713056,0.716389,0.710278,0.714167,0.71,0.713611,0.676944,0.698333,0.665556,
7400,0.995405,0.998108,0.997838,0.996486,0.994595,0.989189,0.987568,0.98,0.970541,0.94,0.922703,0.874865,0.823514,0.755405,0.686486,0.669459,0.70027,0.688919,0.671892,0.681622,0.688919,0.674324,0.657297,0.708108,0.727027,0.714324,0.701892,0.721351,0.707027,0.707297,0.709189,0.70027,0.711351,0.698108,0.72973,0.714054,0.705405,0.717027,0.718108,0.704054,0.714865,0.715405,0.709459,0.715135,0.709189,0.716216,0.678108,0.698649,0.668108,
7600,0.995263,0.998158,0.997895,0.996316,0.994737,0.989211,0.987632,0.979474,0.969737,0.940526,0.922632,0.875,0.822105,0.756316,0.685789,0.667895,0.703421,0.691316,0.673947,0.683684,0.688947,0.676053,0.658947,0.707105,0.723158,0.715,0.703947,0.723158,0.708158,0.709474,0.710526,0.701579,0.712632,0.696842,0.730789,0.712368,0.705789,0.715263,0.719474,0.702895,0.716579,0.717105,0.711053,0.716579,0.711842,0.716053,0.681579,0.696579,0.668684,
7800,0.995385,0.998205,0.997949,0.99641,0.994872,0.989231,0.987179,0.979744,0.968974,0.94,0.920513,0.873077,0.822308,0.754359,0.686667,0.671795,0.703846,0.691282,0.67359,0.686154,0.691795,0.678974,0.66,0.708205,0.721795,0.714359,0.702821,0.722564,0.706154,0.708974,0.710769,0.702564,0.714872,0.700769,0.732308,0.714872,0.706923,0.715897,0.721026,0.703846,0.717949,0.718205,0.713077,0.715641,0.712564,0.71641,0.684359,0.698718,0.671795,
8000,0.9955,0.99825,0.998,0.9965,0.995,0.9895,0.98725,0.979,0.9685,0.94025,0.92025,0.8725,0.822,0.754,0.68575,0.67175,0.70425,0.694,0.6755,0.6895,0.69375,0.68125,0.66025,0.70775,0.72225,0.714,0.7025,0.72325,0.70875,0.71,0.712,0.703,0.7145,0.70175,0.733,0.71475,0.7055,0.7155,0.7205,0.70575,0.7185,0.71875,0.71275,0.7165,0.71075,0.71625,0.68425,0.701,0.6725,
8200,0.99561,0.998293,0.998049,0.996585,0.994878,0.989512,0.987317,0.979024,0.968293,0.94,0.919512,0.869512,0.819756,0.755854,0.686098,0.672195,0.703659,0.692927,0.676341,0.691951,0.692195,0.681951,0.662683,0.709512,0.71878,0.714634,0.70122,0.724878,0.710976,0.710488,0.713171,0.703659,0.717317,0.704146,0.734146,0.712927,0.703415,0.716098,0.722439,0.709024,0.71878,0.720244,0.712927,0.713902,0.711463,0.717317,0.686098,0.701707,0.672683,
8400,0.995476,0.998333,0.997857,0.996667,0.995,0.989524,0.987381,0.979048,0.967857,0.940238,0.917857,0.869286,0.817857,0.755714,0.685952,0.670714,0.702381,0.693095,0.677619,0.695,0.691905,0.683095,0.664048,0.706667,0.722619,0.714524,0.703095,0.72381,0.711429,0.711429,0.714048,0.703095,0.717143,0.704286,0.735238,0.712381,0.704286,0.716667,0.724048,0.709524,0.720238,0.719762,0.712857,0.715238,0.711667,0.71619,0.688095,0.701429,0.671667,
8600,0.995581,0.998372,0.997907,0.996744,0.994419,0.989767,0.987209,0.97907,0.967674,0.939302,0.916512,0.869302,0.817674,0.754651,0.686279,0.66814,0.704186,0.692093,0.677442,0.697674,0.693488,0.682326,0.665116,0.707674,0.723721,0.715349,0.705349,0.725814,0.713953,0.712326,0.714186,0.703256,0.716977,0.704884,0.735814,0.713256,0.703953,0.715814,0.724419,0.710698,0.72186,0.722326,0.713023,0.71814,0.714419,0.714884,0.690233,0.702558,0.669535,
8800,0.995682,0.998182,0.997727,0.996818,0.994545,0.99,0.9875,0.979091,0.967045,0.939318,0.916364,0.869091,0.818864,0.752045,0.688182,0.664545,0.703864,0.691818,0.678864,0.698636,0.693864,0.683409,0.667727,0.707045,0.722045,0.713409,0.705909,0.725455,0.712273,0.7125,0.714091,0.704318,0.7175,0.706364,0.734773,0.714091,0.704091,0.716818,0.725909,0.712045,0.722045,0.724318,0.714545,0.720455,0.715227,0.716591,0.692727,0.702727,0.671364,
9000,0.995778,0.998222,0.997778,0.996889,0.994667,0.99,0.987556,0.978667,0.966667,0.938889,0.916,0.868889,0.817556,0.750667,0.688222,0.665111,0.704,0.692444,0.681111,0.696222,0.694667,0.684889,0.67,0.706222,0.721333,0.714444,0.706444,0.726222,0.712,0.711333,0.713778,0.706444,0.717333,0.708222,0.734444,0.714444,0.706667,0.718889,0.725333,0.713556,0.720889,0.725333,0.717333,0.721111,0.714889,0.718,0.692889,0.702444,0.672,
9200,0.99587,0.998261,0.997826,0.996957,0.994565,0.99,0.987391,0.978261,0.966087,0.93913,0.915435,0.86913,0.818696,0.752391,0.687609,0.663261,0.70413,0.693696,0.680435,0.693043,0.69587,0.685,0.671087,0.705435,0.722174,0.715652,0.708478,0.726522,0.713043,0.713261,0.713043,0.707391,0.719783,0.708043,0.736304,0.712609,0.708696,0.720652,0.725435,0.714348,0.722391,0.725435,0.716522,0.722174,0.714783,0.717826,0.695435,0.703261,0.674348,
9400,0.995957,0.998298,0.997872,0.996809,0.994681,0.990213,0.987447,0.978085,0.965745,0.938511,0.915532,0.869362,0.818936,0.752979,0.69,0.66383,0.701915,0.69234,0.681489,0.693617,0.695745,0.683404,0.668723,0.706809,0.722128,0.71617,0.709362,0.72766,0.714043,0.71383,0.714255,0.707872,0.720426,0.708936,0.736809,0.711915,0.71,0.719362,0.725106,0.714681,0.72234,0.727447,0.717872,0.724468,0.714681,0.718298,0.694894,0.70234,0.67617,
9600,0.995833,0.998125,0.997917,0.996875,0.994792,0.990208,0.987083,0.978125,0.965625,0.938125,0.913958,0.870625,0.818958,0.7525,0.691042,0.663125,0.698125,0.69375,0.68375,0.694792,0.697083,0.684792,0.670417,0.70625,0.721458,0.716875,0.708125,0.727083,0.712083,0.717083,0.71625,0.708333,0.720208,0.709583,0.738333,0.712917,0.71125,0.720625,0.725833,0.714167,0.721875,0.729167,0.720208,0.725625,0.71625,0.71875,0.695833,0.701875,0.677292,
9800,0.995918,0.998163,0.997959,0.996939,0.994694,0.989796,0.987143,0.978163,0.964694,0.938571,0.912449,0.871837,0.818571,0.750408,0.688367,0.66551,0.698776,0.694694,0.686327,0.697143,0.69898,0.68551,0.67102,0.704898,0.722449,0.718163,0.710408,0.726122,0.714082,0.716122,0.715918,0.709592,0.72102,0.70898,0.738367,0.714286,0.711837,0.71898,0.726939,0.71449,0.723061,0.729796,0.720612,0.722857,0.715714,0.718163,0.696327,0.703061,0.677755,
10000,0.9958,0.9982,0.9978,0.9966,0.9948,0.9894,0.987,0.9784,0.9638,0.9388,0.9132,0.8716,0.8178,0.7506,0.6876,0.6656,0.6992,0.6946,0.6852,0.6984,0.6986,0.6866,0.6748,0.7072,0.7222,0.7172,0.7112,0.7266,0.7138,0.7164,0.7168,0.711,0.722,0.7102,0.7402,0.7156,0.714,0.7188,0.7268,0.7156,0.7228,0.7292,0.72,0.7242,0.7162,0.7168,0.6966,0.705,0.6776,
10200,0.995882,0.998235,0.997647,0.996667,0.994706,0.989608,0.987059,0.978431,0.963725,0.938431,0.912157,0.871569,0.817255,0.751176,0.688627,0.664706,0.697843,0.695686,0.686471,0.699804,0.697451,0.688235,0.677059,0.707059,0.721765,0.718431,0.712941,0.728235,0.714902,0.717059,0.715686,0.712549,0.721176,0.710784,0.738627,0.718431,0.71549,0.72,0.727255,0.717255,0.72451,0.728824,0.723529,0.725686,0.716471,0.717255,0.696471,0.70549,0.677255,
10400,0.995769,0.998077,0.9975,0.996538,0.994808,0.989423,0.986923,0.978077,0.963462,0.938462,0.911154,0.871154,0.816731,0.751346,0.688462,0.662885,0.697115,0.694038,0.686538,0.698654,0.696154,0.690769,0.678269,0.708846,0.721923,0.717692,0.7125,0.727308,0.718077,0.718462,0.715769,0.712692,0.723269,0.710192,0.738077,0.718462,0.714615,0.721538,0.727692,0.718654,0.724423,0.729423,0.724423,0.726538,0.716731,0.718846,0.696923,0.707115,0.678269,
10600,0.995849,0.998113,0.997547,0.996604,0.994906,0.989623,0.986604,0.977547,0.963774,0.939057,0.910755,0.87,0.816415,0.751509,0.689057,0.663585,0.697925,0.694717,0.687358,0.698491,0.695849,0.692264,0.679811,0.710377,0.722453,0.718868,0.712264,0.72717,0.717547,0.719623,0.716038,0.712642,0.723774,0.711698,0.736604,0.719434,0.714906,0.722075,0.727547,0.719245,0.725472,0.727925,0.724151,0.726792,0.717925,0.718113,0.697547,0.707547,0.678113,
10800,0.995926,0.998148,0.997407,0.996481,0.995,0.989444,0.986481,0.977778,0.963889,0.938889,0.910556,0.869815,0.816111,0.750741,0.688333,0.664444,0.697222,0.695556,0.686667,0.698889,0.695185,0.693519,0.680741,0.71,0.721296,0.717778,0.712037,0.726481,0.717963,0.72,0.717037,0.712778,0.723333,0.712222,0.734815,0.72,0.713148,0.723889,0.72963,0.719815,0.726111,0.727222,0.724815,0.726667,0.716852,0.719259,0.697778,0.707593,0.677222,
11000,0.995455,0.998182,0.996909,0.996364,0.995091,0.989636,0.986545,0.977818,0.963273,0.939091,0.910364,0.87,0.817091,0.750182,0.689636,0.663091,0.696364,0.693091,0.687091,0.700364,0.696,0.695273,0.681818,0.710545,0.719818,0.717273,0.712,0.726182,0.717818,0.721818,0.717091,0.713455,0.723273,0.712364,0.736,0.721273,0.712909,0.724182,0.730182,0.721455,0.726727,0.726364,0.726,0.727818,0.716182,0.720364,0.698364,0.709636,0.677818,
11200,0.995357,0.998214,0.996964,0.99625,0.995,0.989821,0.985714,0.977143,0.963036,0.939464,0.909821,0.869286,0.81625,0.750179,0.688929,0.663214,0.695536,0.693571,0.686786,0.700714,0.697143,0.694821,0.683214,0.711964,0.721607,0.717321,0.712857,0.724821,0.716786,0.721964,0.718571,0.714643,0.723393,0.711786,0.736786,0.722321,0.71125,0.725357,0.73125,0.7225,0.726071,0.725714,0.727679,0.728571,0.716607,0.72,0.699107,0.710179,0.677857,
