mc_step,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
200,1,1,1,0.990196,1,0.979798,1,1,1,1,1,0.989011,0.989362,1,1,0.989691,1,1,1,1,1,1,0.989899,0.990099,0.990741,0.98913,0.990291,0.979381,1,0.979381,1,0.99,0.980769,0.979167,0.989583,0.980769,0.979798,0.970297,0.92,0.94,0.945455,0.877778,0.793814,0.776699,0.770833,0.692308,0.50495,0.626263,0.728972,0.623656,0.564356,0.59596,0.588235,0.530612,0.351852,0.608696,0.404255,0.566038,0.315789,0.52381,0.266667,0.554545,0.315789,0.419048,0.443038,0.396694,0.427083,0.519231,0.432432,0.449438,0.416667,0.471154,0.420455,0.508929,0.5,0.489583,0.553191,0.433962,0.505495,0.486239,0.466019,0.391753,0.434343,0.564356,0.486486,0.595506,0.43,0.5,0.47,0.51,0.366337,0.606061,0.3125,0.5,0.428571,0.275229,0.46789,0.516484,0.439252,0.365591,
400,1,0.971963,1,1,1,0.990196,1,1,1,0.988764,1,0.98,0.99,1,0.989796,1,1,0.982301,1,0.990196,1,0.979592,1,0.989011,0.991071,0.977273,1,0.97,0.978947,0.990476,0.968085,0.962264,0.989247,0.934579,0.970297,0.929293,0.92233,0.907216,0.8,0.885714,0.0530973,0.873563,0.04,0.85,0.0291262,0.835052,0.0612245,0.696078,0.26087,0.588235,0.573034,0.27027,0.559524,0.301724,0.672897,0.225806,0.519608,0.183673,0.5,0.125,0.539216,0.214286,0.569892,0.149533,0.484848,0.188119,0.326316,0.238095,0.45045,0.213483,0.488889,0.181818,0.442105,0.171429,0.398148,0.315217,0.526316,0.257143,0.378641,0.28866,0.475248,0.414141,0.423423,0.426966,0.413793,0.571429,0.410526,0.457143,0.434343,0.376238,0.530612,0.568627,0.5,0.52,0.443299,0.504854,0.459184,0.431373,0.541667,0.548077,
600,1,0.970874,0.980952,0.978947,0.990196,0.979592,0.975904,0.982906,1,0.987952,0.98,0.99,1,0.990741,0.99,1,0.990476,0.989474,1,0.990291,1,1,1,0.979167,0.990385,0.989583,1,1,1,0.980769,0.981481,0.98913,1,0.980583,0.72043,0.934579,0.87963,0.771739,0.112245,0.882353,0.242105,0.809524,0.718447,0.525773,0.744681,0.528302,0.759615,0.625,0.659091,0.401786,0.597938,0.514563,0.606061,0.465347,0.539216,0.469388,0.563107,0.453608,0.586538,0.40625,0.528302,0.340426,0.486726,0.344828,0.375,0.261364,0.38835,0.185567,0.408163,0.254902,0.395604,0.238532,0.292135,0.207207,0.206186,0.126214,0.278351,0.174757,0.305263,0.257143,0.333333,0.29703,0.40625,0.230769,0.353535,0.188119,0.47619,0.315789,0.505155,0.378641,0.5,0.298077,0.513761,0.450549,0.53,0.37,0.542553,0.528302,0.541667,0.461538,
800,0.990476,0.989474,1,1,0.966292,1,0.962264,0.989362,0.982759,1,0.990566,0.989362,0.978723,0.981132,0.972222,0.978261,0.978947,0.971429,0.969697,0.990099,0.978261,0.981481,0.978261,0.990741,0.953271,0.967742,0.978022,0.990826,0.89899,0.980198,0.891089,0.949495,0.743119,0.945055,0.591837,0.803922,0.811881,0.494949,0.903846,0.5,0.884211,0.514286,0.798077,0.479167,0.828283,0.544554,0.866667,0.421053,0.817308,0.614583,0.613861,0.555556,0.524272,0.628866,0.554545,0.488889,0.564356,0.424242,0.534884,0.394737,0.485437,0.319588,0.390805,0.353982,0.439252,0.322581,0.295918,0.27451,0.34,0.24,0.169811,0.191489,0.224138,0.0952381,0.292453,0.12766,0.148148,0.0978261,0.136842,0.133333,0.278846,0.125,0.23301,0.134021,0.469388,0.235294,0.333333,0.326733,0.361905,0.294737,0.469388,0.333333,0.505051,0.356436,0.580645,0.448598,0.543478,0.416667,0.628571,0.326316,
1000,0.96875,0.980769,0.949495,0.970297,0.945652,0.990741,0.979798,1,0.968085,0.962264,0.989474,0.971429,0.960396,0.979798,0.93617,0.896226,0.926316,0.933333,0.981481,0.945652,0.963964,0.955056,0.913462,0.90625,0.918367,0.921569,0.87619,0.926316,0.90625,0.865385,0.907216,0.84466,0.907407,0.641304,0.886598,0.592233,0.793103,0.566372,0.941176,0.55102,0.940594,0.565657,0.855769,0.583333,0.807692,0.572917,0.787879,0.554455,0.605505,0.604396,0.621951,0.559322,0.510204,0.519608,0.588235,0.387755,0.488095,0.586207,0.46729,0.548387,0.51,0.28,0.475248,0.363636,0.411765,0.459184,0.446602,0.42268,0.394231,0.3125,0.293478,0.361111,0.347368,0.304762,0.273684,0.238095,0.336538,0.25,0.392523,0.225806,0.343434,0.306931,0.33,0.24,0.359223,0.226804,0.433962,0.223404,0.462264,0.287234,0.534653,0.323232,0.636364,0.355556,0.642105,0.52381,0.680412,0.417476,0.654545,0.622222,
1200,0.944954,0.989011,0.972477,0.956044,0.980952,0.968421,0.959184,0.980392,0.953271,0.967742,0.981982,0.955056,0.98913,0.962963,0.959596,0.950495,0.979798,0.950495,0.9375,0.954545,0.989362,0.924528,0.958333,0.942308,0.94,0.85,0.903226,0.719626,0.9375,0.788462,0.896552,0.628319,0.780952,0.631579,0.8125,0.605769,0.675926,0.619565,0.88,0.6,0.828283,0.584158,0.817308,0.645833,0.714286,0.54902,0.755556,0.581818,0.607477,0.612903,0.618557,0.582524,0.684211,0.571429,0.683168,0.535354,0.561798,0.468468,0.59292,0.517241,0.547368,0.580952,0.510417,0.528846,0.432692,0.447917,0.504587,0.384615,0.458716,0.384615,0.430108,0.401869,0.474747,0.405941,0.43956,0.394495,0.309278,0.378641,0.405941,0.363636,0.418367,0.254902,0.526786,0.352273,0.49505,0.252525,0.467391,0.296296,0.539216,0.408163,0.578431,0.438776,0.536364,0.466667,0.59434,0.521277,0.56,0.57,0.626168,0.526882,
1400,0.89,0.96,0.94898,0.95098,0.923729,0.963415,0.958333,0.923077,0.926316,0.952381,0.932039,0.979381,0.925234,0.924731,0.898148,0.934783,0.921569,0.928571,0.971698,0.93617,0.864865,0.921348,0.857143,0.95098,0.883495,0.886598,0.877778,0.781818,0.772277,0.747475,0.82,0.67,0.650943,0.755319,0.740741,0.652174,0.745098,0.622449,0.82,0.54,0.932692,0.510417,0.830189,0.659574,0.767677,0.554455,0.797753,0.495495,0.688679,0.510638,0.591837,0.558824,0.674157,0.585586,0.574713,0.663717,0.5,0.597826,0.572917,0.5,0.60396,0.484848,0.556522,0.635294,0.543478,0.62963,0.525253,0.50495,0.539216,0.489796,0.559633,0.472527,0.451923,0.5,0.490385,0.4375,0.354167,0.423077,0.536842,0.361905,0.475248,0.383838,0.469388,0.490196,0.408602,0.448598,0.505155,0.495146,0.438776,0.470588,0.53271,0.365591,0.625,0.427083,0.603604,0.561798,0.551724,0.535714,0.613208,0.595745,
1600,0.894737,0.942857,0.813187,0.917431,0.935484,0.925234,0.92381,0.936842,0.885965,0.918605,0.972222,0.967391,0.929825,0.953488,0.888889,0.956522,0.867925,0.925532,0.786408,0.917526,0.882353,0.887755,0.897959,0.843137,0.818182,0.844444,0.850575,0.787611,0.717172,0.554455,0.738739,0.707865,0.814433,0.631068,0.742857,0.610526,0.701923,0.708333,0.700935,0.526882,0.849558,0.62069,0.796117,0.587629,0.727273,0.534653,0.815217,0.601852,0.737374,0.574257,0.587629,0.495146,0.618557,0.660194,0.5,0.61,0.55102,0.460784,0.615385,0.59633,0.473118,0.523364,0.602041,0.558824,0.653846,0.53125,0.584158,0.505051,0.510638,0.481132,0.556701,0.475728,0.402174,0.444444,0.516129,0.53271,0.509091,0.4,0.488636,0.4375,0.490196,0.459184,0.555556,0.536364,0.574468,0.518868,0.594059,0.555556,0.583333,0.538462,0.595238,0.534483,0.613208,0.489362,0.578431,0.530612,0.560748,0.483871,0.637255,0.612245,
1800,0.892562,0.949367,0.847826,0.944444,0.888889,0.918182,0.933333,0.927273,0.916667,0.923077,0.868132,0.908257,0.882979,0.90566,0.89011,0.834862,0.904762,0.873684,0.836364,0.877778,0.878788,0.821782,0.904762,0.884211,0.88,0.85,0.846154,0.825688,0.757009,0.698925,0.670103,0.68932,0.619835,0.544304,0.690722,0.631068,0.666667,0.714286,0.8,0.657143,0.789474,0.495238,0.8,0.568421,0.810526,0.628571,0.719626,0.634409,0.742857,0.578947,0.67619,0.663158,0.58427,0.486486,0.707317,0.59322,0.66,0.61,0.625,0.576923,0.605769,0.614583,0.549451,0.559633,0.571429,0.6,0.617021,0.566038,0.466667,0.547368,0.530612,0.5,0.539216,0.530612,0.479167,0.490385,0.452632,0.571429,0.546392,0.61165,0.584906,0.606383,0.574257,0.565657,0.647619,0.631579,0.531915,0.5,0.5,0.579545,0.528846,0.5625,0.594059,0.464646,0.526882,0.504673,0.659341,0.559633,0.716814,0.666667,
2000,0.818182,0.940594,0.848837,0.912281,0.813084,0.88172,0.842105,0.857143,0.835294,0.843478,0.822222,0.881818,0.885057,0.884956,0.867347,0.843137,0.936842,0.866667,0.89011,0.899083,0.878788,0.841584,0.839623,0.797872,0.797872,0.764151,0.73913,0.759259,0.777778,0.745455,0.78125,0.644231,0.659794,0.640777,0.646465,0.673267,0.630952,0.603448,0.69,0.69,0.808081,0.623762,0.732673,0.575758,0.72381,0.568421,0.783505,0.582524,0.647059,0.581633,0.663462,0.5625,0.623656,0.485981,0.625,0.491071,0.612613,0.58427,0.578947,0.571429,0.621053,0.666667,0.57,0.58,0.56,0.57,0.622449,0.539216,0.451613,0.616822,0.554348,0.537037,0.568182,0.669643,0.533333,0.518182,0.556818,0.5625,0.6,0.542857,0.532609,0.546296,0.570093,0.473118,0.425532,0.509434,0.666667,0.515789,0.585859,0.524752,0.584906,0.43617,0.583333,0.603448,0.575758,0.514851,0.592593,0.608696,0.533333,0.527273,
2200,0.840426,0.792453,0.867925,0.808511,0.802083,0.875,0.783019,0.87234,0.851485,0.858586,0.82906,0.879518,0.851485,0.848485,0.857143,0.833333,0.86,0.87,0.838095,0.757895,0.809091,0.766667,0.75,0.682692,0.859813,0.784946,0.8,0.705263,0.721649,0.776699,0.565217,0.601852,0.829787,0.792453,0.724771,0.615385,0.677778,0.581818,0.699115,0.586207,0.72381,0.6,0.647727,0.464286,0.716981,0.5,0.559524,0.663793,0.666667,0.528846,0.578431,0.581633,0.565217,0.592593,0.59,0.57,0.692308,0.59375,0.663462,0.59375,0.663043,0.657407,0.571429,0.558824,0.568807,0.472527,0.609524,0.610526,0.613861,0.484848,0.618557,0.61165,0.678161,0.486726,0.561224,0.5,0.556701,0.553398,0.533333,0.557895,0.537736,0.670213,0.430108,0.523364,0.580645,0.570093,0.632184,0.575221,0.570093,0.612903,0.572816,0.505155,0.516854,0.594595,0.568421,0.6,0.522936,0.571429,0.721649,0.572816,
2400,0.8625,0.725,0.792079,0.747475,0.833333,0.817308,0.734694,0.794118,0.818182,0.822222,0.75,0.75,0.737374,0.752475,0.803738,0.806452,0.8,0.752381,0.814433,0.786408,0.891089,0.707071,0.81982,0.719101,0.711538,0.770833,0.78125,0.605769,0.747475,0.574257,0.72549,0.571429,0.697917,0.538462,0.826923,0.552083,0.619565,0.638889,0.650485,0.618557,0.679612,0.639175,0.635417,0.740385,0.593407,0.642202,0.55914,0.598131,0.666667,0.618182,0.59434,0.62766,0.598214,0.556818,0.558559,0.617978,0.57732,0.524272,0.504425,0.597701,0.596154,0.520833,0.543689,0.546392,0.541667,0.519231,0.5,0.614583,0.580952,0.673684,0.515152,0.594059,0.596154,0.572917,0.704545,0.5,0.630435,0.546296,0.465517,0.5,0.586538,0.552083,0.596154,0.46875,0.576923,0.510417,0.649485,0.543689,0.571429,0.557895,0.574257,0.727273,0.585366,0.61039,0.59375,0.615385,0.59596,0.574257,0.575758,0.564356,
2600,0.752688,0.738318,0.8,0.772727,0.813725,0.663265,0.803738,0.763441,0.691489,0.754717,0.731183,0.71028,0.75,0.721154,0.76,0.71,0.766355,0.677419,0.786408,0.639175,0.757009,0.698925,0.752381,0.684211,0.819048,0.663158,0.700935,0.634409,0.666667,0.626168,0.654545,0.744444,0.692308,0.577982,0.601852,0.673913,0.686747,0.598291,0.637931,0.547619,0.641304,0.574074,0.613861,0.636364,0.6,0.6,0.598039,0.5,0.59434,0.531915,0.59596,0.623762,0.588235,0.581633,0.571429,0.568182,0.527778,0.630435,0.623853,0.692308,0.5625,0.653846,0.623762,0.616162,0.585106,0.556604,0.57,0.61,0.564356,0.535354,0.615385,0.513761,0.493671,0.53719,0.510204,0.696078,0.567308,0.520833,0.617978,0.54955,0.627451,0.55102,0.524272,0.618557,0.59434,0.574468,0.552083,0.673077,0.5625,0.596154,0.585859,0.653465,0.574074,0.597826,0.638095,0.526316,0.666667,0.516854,0.572917,0.567308,
2800,0.666667,0.738318,0.759615,0.739583,0.72973,0.696629,0.709677,0.757009,0.739583,0.673077,0.705882,0.632653,0.572727,0.655556,0.68,0.67,0.680851,0.801887,0.719101,0.738739,0.637255,0.704082,0.747475,0.70297,0.673267,0.666667,0.712766,0.650943,0.731959,0.728155,0.730769,0.479167,0.715789,0.67619,0.71875,0.519231,0.636364,0.70297,0.657143,0.526316,0.76,0.63,0.653061,0.568627,0.622642,0.553191,0.572917,0.673077,0.430108,0.663551,0.536842,0.52381,0.568182,0.633929,0.597938,0.631068,0.610526,0.666667,0.614583,0.605769,0.533981,0.546392,0.514286,0.610526,0.57,0.58,0.721154,0.53125,0.427083,0.548077,0.556701,0.514563,0.582418,0.678899,0.542857,0.6,0.534653,0.505051,0.628319,0.609195,0.553398,0.494845,0.592233,0.608247,0.632184,0.610619,0.532609,0.583333,0.597826,0.564815,0.605769,0.614583,0.544304,0.636364,0.653465,0.59596,0.564356,0.616162,0.636364,0.594059,
3000,0.690265,0.632184,0.698113,0.659574,0.646465,0.70297,0.637255,0.683673,0.72549,0.693878,0.705357,0.738636,0.733333,0.631579,0.699029,0.814433,0.688889,0.709091,0.663158,0.790476,0.662921,0.621622,0.699029,0.690722,0.711538,0.614583,0.67,0.68,0.63,0.59,0.690909,0.666667,0.583333,0.663462,0.56,0.6,0.607843,0.561224,0.673913,0.657407,0.659574,0.660377,0.666667,0.584158,0.586538,0.614583,0.54,0.61,0.596154,0.614583,0.589474,0.590476,0.584158,0.585859,0.58,0.69,0.635417,0.596154,0.554545,0.611111,0.699029,0.56701,0.612613,0.550562,0.58,0.6,0.608247,0.61165,0.634615,0.645833,0.613208,0.691489,0.59596,0.564356,0.529412,0.55102,0.560748,0.569892,0.666667,0.641304,0.565217,0.453704,0.701031,0.640777,0.683673,0.578431,0.634783,0.541176,0.597938,0.601942,0.610526,0.590476,0.674419,0.640351,0.633663,0.666667,0.608696,0.592593,0.54902,0.561224,
3200,0.682243,0.666667,0.678161,0.707965,0.682243,0.645161,0.648936,0.669811,0.679612,0.649485,0.634615,0.71875,0.666667,0.653465,0.666667,0.690265,0.676471,0.622449,0.649485,0.650485,0.663265,0.754902,0.697248,0.549451,0.690722,0.601942,0.707547,0.691489,0.733333,0.557895,0.707547,0.755319,0.62963,0.608696,0.663043,0.555556,0.6875,0.673077,0.628866,0.699029,0.646465,0.673267,0.555556,0.690909,0.603774,0.56383,0.62,0.54,0.641509,0.574468,0.677419,0.672897,0.516484,0.724771,0.56,0.51,0.7,0.555556,0.626087,0.611765,0.633663,0.575758,0.572816,0.628866,0.5,0.68,0.579439,0.548387,0.683673,0.568627,0.622642,0.659574,0.6,0.6,0.578431,0.520408,0.572816,0.608247,0.505263,0.666667,0.546296,0.565217,0.666667,0.652632,0.48,0.57,0.540816,0.578431,0.584906,0.595745,0.570093,0.462366,0.663158,0.685714,0.585586,0.685393,0.619048,0.663158,0.554348,0.638889,
3400,0.591837,0.686275,0.683168,0.616162,0.689655,0.654762,0.693069,0.606061,0.670213,0.584906,0.682243,0.645161,0.698795,0.641026,0.734694,0.607843,0.615385,0.65625,0.648936,0.622642,0.63,0.71,0.669811,0.638298,0.684783,0.62037,0.62766,0.575472,0.673469,0.607843,0.58,0.54,0.653061,0.588235,0.747475,0.613861,0.557895,0.580952,0.654206,0.655914,0.672727,0.566667,0.666667,0.554455,0.594059,0.535354,0.636364,0.577778,0.65,0.61,0.591837,0.696078,0.643564,0.525253,0.61,0.58,0.565217,0.574074,0.553398,0.515464,0.59633,0.571429,0.60396,0.575758,0.682692,0.5625,0.640777,0.659794,0.651685,0.621622,0.550562,0.504505,0.619565,0.555556,0.631579,0.619048,0.459459,0.550562,0.535714,0.586207,0.604167,0.586538,0.656863,0.632653,0.537736,0.553191,0.633663,0.616162,0.628571,0.536842,0.6,0.536842,0.625,0.604167,0.57,0.68,0.602041,0.529412,0.587629,0.601942,
3600,0.72549,0.602041,0.63,0.68,0.659341,0.633028,0.673913,0.675926,0.648936,0.641509,0.583333,0.711538,0.677778,0.718182,0.619469,0.724138,0.576577,0.662921,0.590909,0.571429,0.730337,0.693694,0.619048,0.684211,0.579439,0.612903,0.638889,0.695652,0.621359,0.618557,0.659341,0.486239,0.679245,0.553191,0.660377,0.5,0.576923,0.572917,0.654545,0.633333,0.603774,0.521277,0.495726,0.542169,0.59633,0.538462,0.747475,0.643564,0.575758,0.643564,0.645833,0.653846,0.618557,0.621359,0.632653,0.627451,0.518868,0.62766,0.689655,0.535714,0.563218,0.59292,0.609091,0.633333,0.633663,0.626263,0.591837,0.617647,0.582524,0.587629,0.51,0.69,0.617647,0.632653,0.686047,0.614035,0.707547,0.574468,0.647059,0.602041,0.574257,0.69697,0.591398,0.588785,0.541667,0.692308,0.666667,0.635514,0.636364,0.564356,0.615385,0.678899,0.666667,0.584158,0.564356,0.505051,0.622449,0.509804,0.60396,0.585859,
