mc_step,l = 0_gamma,l = 0_delta_gamma,l = 1_gamma,l = 1_delta_gamma,l = 2_gamma,l = 2_delta_gamma,l = 3_gamma,l = 3_delta_gamma,l = 4_gamma,l = 4_delta_gamma,l = 5_gamma,l = 5_delta_gamma,l = 6_gamma,l = 6_delta_gamma,l = 7_gamma,l = 7_delta_gamma,l = 8_gamma,l = 8_delta_gamma,l = 9_gamma,l = 9_delta_gamma,l = 10_gamma,l = 10_delta_gamma,l = 11_gamma,l = 11_delta_gamma,l = 12_gamma,l = 12_delta_gamma,l = 13_gamma,l = 13_delta_gamma,l = 14_gamma,l = 14_delta_gamma,l = 15_gamma,l = 15_delta_gamma,l = 16_gamma,l = 16_delta_gamma,l = 17_gamma,l = 17_delta_gamma,l = 18_gamma,l = 18_delta_gamma,l = 19_gamma,l = 19_delta_gamma,l = 20_gamma,l = 20_delta_gamma,l = 21_gamma,l = 21_delta_gamma,l = 22_gamma,l = 22_delta_gamma,l = 23_gamma,l = 23_delta_gamma,l = 24_gamma,l = 24_delta_gamma,l = 25_gamma,l = 25_delta_gamma,l = 26_gamma,l = 26_delta_gamma,l = 27_gamma,l = 27_delta_gamma,l = 28_gamma,l = 28_delta_gamma,l = 29_gamma,l = 29_delta_gamma,l = 30_gamma,l = 30_delta_gamma,l = 31_gamma,l = 31_delta_gamma,l = 32_gamma,l = 32_delta_gamma,l = 33_gamma,l = 33_delta_gamma,l = 34_gamma,l = 34_delta_gamma,l = 35_gamma,l = 35_delta_gamma,l = 36_gamma,l = 36_delta_gamma,l = 37_gamma,l = 37_delta_gamma,l = 38_gamma,l = 38_delta_gamma,l = 39_gamma,l = 39_delta_gamma,l = 40_gamma,l = 40_delta_gamma,l = 41_gamma,l = 41_delta_gamma,l = 42_gamma,l = 42_delta_gamma,l = 43_gamma,l = 43_delta_gamma,l = 44_gamma,l = 44_delta_gamma,l = 45_gamma,l = 45_delta_gamma,l = 46_gamma,l = 46_delta_gamma,l = 47_gamma,l = 47_delta_gamma,l = 48_gamma,l = 48_delta_gamma,l = 49_gamma,l = 49_delta_gamma,
110,0.886553,0.822457,0.840869,0.8902,0.250516,0.897253,0.805547,0.58879,0.561678,0.93155,0.949233,0.67682,0.527335,0.522306,0.494543,0.722927,0.783603,0.402739,0.30715,0.604078,0.831716,0.56933,0.498367,0.797591,0.217877,0.902422,0.943194,0.976176,0.566426,0.522865,0.908161,0.473439,0.520894,0.51139,0.284448,0.732586,0.223441,0.890203,0.0609067,0.871034,0.749965,0.290883,0.633783,0.238884,0.746363,0.2049,0.33562,0.268532,0.556615,0.1948,0.599605,0.177374,0.0623131,0.427469,0.0661604,0.405665,0.000577917,0.810321,0.240676,0.244801,0.000454605,0.728758,0.00320141,0.584601,0.476988,0.10306,0.00012314,0.702095,0.1526,0.208683,0.513565,0.110692,8.47424e-06,0.75741,0.79459,0.061132,0.538463,0.0905505,0.0451434,0.290211,0.75003,0.0543644,0.717268,0.0634596,0.30735,0.097065,0.84483,0.04204,0.183205,0.154984,0.00422159,0.24744,0.0288509,0.199489,0.611047,3.30407e-05,0.331904,0.025087,0.330889,0.00910755,
120,0.975162,0.663264,0.501452,0.495602,0.506542,0.725155,0.755207,0.402306,0.312477,0.569521,0.804654,0.59252,0.497806,0.794165,0.200019,0.871064,0.985227,0.953627,0.562073,0.531979,0.904893,0.440609,0.500079,0.542115,0.313802,0.729233,0.220988,0.902485,0.244464,0.937713,0.8318,0.868166,0.92937,0.830943,0.548889,0.911823,0.807798,0.612528,0.0752385,0.876403,0.75503,0.298881,0.730608,0.164633,0.591207,0.206784,0.325178,0.253828,0.542128,0.188954,0.0594616,0.359578,0.000577917,0.801543,0.0434564,0.417855,0.580245,0.144487,0.228798,0.225277,0.000454605,0.707338,0.00181146,0.575118,0.00012314,0.688961,8.47424e-06,0.725119,0.489392,0.0934171,0.514733,0.0905505,0.449524,0.0892364,0.130542,0.197443,0.71643,0.0613288,0.021118,0.286578,0.744615,0.051404,0.775816,0.0422935,0.838843,0.0401922,0.182855,0.154636,0.30681,0.0930471,0.00427219,0.247072,0.028706,0.198534,0.610774,3.30407e-05,0.331521,0.0243698,0.330889,0.00910754,
130,0.789537,0.601314,0.493884,0.796056,0.196547,0.883058,0.991506,0.920999,0.55418,0.541774,0.899773,0.414967,0.516628,0.56091,0.34306,0.716901,0.166471,0.894036,0.226604,0.873813,0.839004,0.875623,0.925449,0.809807,0.576442,0.893412,0.732205,0.434255,0.952403,0.687516,0.316832,0.592179,0.802144,0.62548,0.466926,0.514652,0.0744773,0.856762,0.513701,0.716988,0.747618,0.261781,0.588877,0.205717,0.726691,0.133763,0.530005,0.184091,0.314138,0.260998,0.000577917,0.783393,0.0380997,0.407739,0.193443,0.221459,0.572566,0.0945359,0.000220914,0.664669,0.0307052,0.312605,0.00012314,0.664564,8.47424e-06,0.710417,0.00063968,0.539397,0.486196,0.0897819,0.120303,0.172359,0.71887,0.0500816,0.710762,0.0253266,0.836384,0.0198959,0.761496,0.0386222,0.464567,0.0728642,0.172027,0.154636,0.444737,0.0753276,0.0174681,0.28296,0.304942,0.0924118,0.00427219,0.245254,0.028706,0.198534,0.610236,3.30407e-05,0.331177,0.0241657,0.330796,0.00910754,
140,0.877204,0.418736,0.518357,0.579486,0.318973,0.706743,0.17957,0.896872,0.226501,0.862375,0.85707,0.866678,0.945252,0.800529,0.576854,0.870384,0.728303,0.423698,0.9177,0.654993,0.211326,0.882484,0.793412,0.646311,0.50396,0.522876,0.079622,0.884367,0.470077,0.736689,0.8023,0.58145,0.468655,0.795399,0.959589,0.922045,0.566498,0.564229,0.304755,0.584049,0.737367,0.242087,0.593752,0.201314,0.302758,0.238276,0.000577917,0.768256,0.511829,0.156693,0.72514,0.102552,0.173032,0.210911,0.00703238,0.398831,1.44493e-05,0.621099,0.00012314,0.653122,8.47424e-06,0.698272,0.565008,0.0802295,0.00063968,0.516404,0.695324,0.032514,0.750524,0.0266455,0.00771742,0.292741,0.473025,0.0640372,0.149371,0.147903,0.455012,0.0725316,0.0909159,0.164781,0.435657,0.0694713,0.816293,0.0139617,0.015702,0.280814,0.70808,0.0174272,0.302628,0.0918612,0.00426987,0.243302,0.028706,0.197457,0.61006,1.54491e-05,0.330768,0.0239065,0.330572,0.00910754,
150,0.849675,0.900225,0.975154,0.831571,0.584984,0.845996,0.733356,0.443593,0.882452,0.65418,0.226942,0.877609,0.804833,0.659535,0.4804,0.523823,0.0763862,0.880132,0.47797,0.710353,0.773279,0.568605,0.447422,0.765238,0.955027,0.94707,0.550208,0.573988,0.59263,0.579796,0.33692,0.697507,0.157654,0.910899,0.228715,0.85463,0.891263,0.413515,0.320624,0.586805,0.735874,0.179732,0.585376,0.206441,0.28643,0.232185,0.000119452,0.763907,0.483642,0.128963,0.72514,0.089582,0.00012314,0.643462,8.47424e-06,0.670998,0.141494,0.202204,1.44493e-05,0.595647,0.00063968,0.499104,0.00535939,0.384162,0.51889,0.0669895,0.680278,0.0294098,0.455012,0.0394519,0.141008,0.126916,0.00541544,0.275363,0.440199,0.0325823,0.729807,0.00190104,0.302628,0.076517,0.00256551,0.257122,0.815519,0.00576168,0.429312,0.0547343,0.706179,0.0163461,0.0833903,0.160342,0.00441049,0.241485,0.0285353,0.196628,0.61006,1.54491e-05,0.330371,0.0238783,0.330442,0.00914914,
160,0.239696,0.870309,0.785897,0.690638,0.464215,0.528839,0.0726086,0.856711,0.492759,0.716988,0.781238,0.562568,0.416943,0.730893,0.948428,0.973177,0.992293,0.82202,0.5876,0.560348,0.309468,0.69633,0.205029,0.898292,0.243405,0.850272,0.885386,0.412539,0.304734,0.559687,0.865324,0.922587,0.845952,0.636938,0.6008,0.817034,0.732365,0.439616,0.566999,0.592843,0.7467,0.173168,0.558099,0.189401,0.289858,0.21632,0.000119452,0.754943,0.453974,0.127273,0.00012314,0.640253,0.693861,0.073926,8.47424e-06,0.64476,1.44493e-05,0.592326,0.00063968,0.477095,0.00535939,0.381149,0.103168,0.186063,0.668348,0.0260802,0.0052061,0.260136,0.516564,0.034156,0.13528,0.117044,0.813499,0.00191128,0.27099,0.0576187,0.704654,0.0107421,0.694464,0.00190104,0.425391,0.0488973,0.43307,0.0195139,0.0830015,0.156645,0.427474,0.0299996,0.00256551,0.253793,0.00476059,0.239192,0.0285353,0.196456,0.609531,1.54491e-05,0.330024,0.0234633,0.330089,0.00919072,
170,0.810258,0.568207,0.399111,0.747542,0.959839,0.994793,0.976959,0.832373,0.558547,0.557609,0.299085,0.691558,0.218933,0.877596,0.236999,0.858425,0.887563,0.442794,0.797457,0.705725,0.887219,0.936785,0.268705,0.880385,0.582946,0.862545,0.0705134,0.868029,0.580119,0.609716,0.743322,0.424992,0.326883,0.57713,0.813044,0.656786,0.443908,0.571338,0.497494,0.724064,0.756111,0.157187,0.536982,0.152008,0.280883,0.187788,0.000119452,0.757744,0.00012314,0.640253,0.444628,0.115084,0.681579,0.073926,8.47424e-06,0.622571,1.44493e-05,0.591972,0.00063968,0.46958,0.00535939,0.373658,0.096109,0.178374,0.788077,0.00191128,0.700397,0.00430976,0.658726,0.00712839,0.0050922,0.248888,0.694464,0.00131764,0.495553,0.0157155,0.073592,0.153431,0.00402956,0.246829,0.13528,0.104489,0.00476059,0.237785,0.422444,0.0248688,0.0281664,0.195132,0.243794,0.0537291,0.608665,1.54491e-05,0.429511,0.0182977,0.425587,0.0299445,0.329711,0.0228947,0.32995,0.00918471,
180,0.286102,0.692542,0.228098,0.886119,0.253865,0.854061,0.911764,0.456481,0.793471,0.681676,0.913169,0.919318,0.244564,0.891621,0.57207,0.869033,0.0784541,0.873382,0.590969,0.615486,0.965445,0.819388,0.324358,0.602116,0.824452,0.674848,0.827992,0.542961,0.502478,0.736505,0.401355,0.730715,0.953336,0.997448,0.750737,0.388435,0.466174,0.588357,0.553032,0.557617,0.737118,0.132296,0.510389,0.137166,0.000119452,0.717144,0.262793,0.171806,0.00012314,0.61727,0.428495,0.115084,0.659155,0.0638166,8.47424e-06,0.6096,1.44493e-05,0.550743,0.00063968,0.46958,0.000708587,0.352793,0.756312,0.00191128,0.0650356,0.165132,0.689119,0.00430976,0.679817,0.000117616,0.0050922,0.228414,0.618864,0.00712839,0.00433231,0.217044,0.00476059,0.217755,0.024169,0.192648,0.605663,1.54491e-05,0.073592,0.137521,0.485497,0.0146223,0.42463,0.0274994,0.134976,0.100329,0.41884,0.0235297,0.429158,0.016956,0.243185,0.0533946,0.329552,0.0223693,0.329504,0.00925989,
190,0.913812,0.919549,0.295095,0.884161,0.615405,0.869033,0.0770058,0.879073,0.577444,0.625265,0.993287,0.834383,0.320863,0.557618,0.797612,0.65464,0.871749,0.510084,0.468892,0.724852,0.415877,0.732436,0.987914,0.974294,0.283804,0.680734,0.473282,0.610265,0.505089,0.57806,0.220234,0.911709,0.246767,0.812688,0.784792,0.677043,0.908461,0.445084,0.743455,0.362272,0.730814,0.144843,0.49442,0.116592,0.000119452,0.688283,8.47424e-06,0.606316,0.00012314,0.58121,0.201258,0.152792,1.44493e-05,0.52245,0.420377,0.0824783,0.00063968,0.449119,0.62735,0.0510376,0.000708587,0.326,0.728849,0.000476371,0.672692,0.00284967,0.657146,8.29374e-05,0.00538493,0.228414,0.611099,0.00224891,0.0423189,0.118454,0.0224764,0.182677,0.00956746,0.207685,0.569064,1.54491e-05,0.00634607,0.195502,0.481873,0.00999602,0.42265,0.0242294,0.0697669,0.132439,0.13287,0.0978362,0.418223,0.0212335,0.428348,0.016956,0.242929,0.0527024,0.329485,0.0220989,0.329471,0.00926763,
200,0.986708,0.814875,0.356463,0.554406,0.78566,0.665,0.842983,0.503897,0.476971,0.739826,0.447163,0.720103,0.986234,0.958548,0.323046,0.686571,0.480613,0.62046,0.484241,0.577827,0.238144,0.963239,0.263561,0.845386,0.796435,0.696377,0.911216,0.918604,0.264024,0.898741,0.601273,0.866097,0.59347,0.617892,0.894094,0.456622,0.0841438,0.871636,0.757519,0.368504,0.711127,0.133968,0.000119452,0.717291,0.00012314,0.596246,8.47424e-06,0.609877,1.44493e-05,0.472958,0.00063968,0.447737,0.485217,0.0675463,0.177472,0.138463,0.40378,0.0491037,0.000708587,0.317638,0.580594,0.019252,0.71087,0.000220507,0.627729,0.00284967,0.637374,8.29374e-05,0.58383,0.00224891,0.00682115,0.212364,0.55817,1.54491e-05,0.0147979,0.183683,0.00968457,0.188245,0.478454,0.00270524,0.0122171,0.160146,0.0669802,0.128528,0.412605,0.020281,0.0417028,0.0874202,0.418516,0.0192962,0.13275,0.0959411,0.427548,0.0162732,0.242591,0.0523409,0.329207,0.0217078,0.329352,0.0092569,
210,0.435041,0.724008,0.995835,0.987883,0.320293,0.714614,0.434882,0.569058,0.487172,0.611392,0.206803,0.933737,0.279824,0.811522,0.794766,0.722697,0.812178,0.931551,0.29932,0.915582,0.592021,0.90541,0.613446,0.610352,0.417557,0.544476,0.0781435,0.847162,0.984198,0.828183,0.479557,0.70955,0.879022,0.446022,0.744785,0.387763,0.759396,0.626518,0.808993,0.472167,0.641938,0.105857,0.000119452,0.713645,8.47424e-06,0.605634,0.00012314,0.546868,1.44493e-05,0.470763,0.00063968,0.415796,0.143168,0.133182,0.00535589,0.279159,0.466712,0.0445733,0.698569,0.000220507,0.613286,8.29374e-05,0.620171,0.000109208,0.378789,0.0405517,0.556136,0.00935192,0.565527,0.00224891,0.00682115,0.20087,0.543126,1.54491e-05,0.0111177,0.187056,0.440473,0.00270524,0.411946,0.0169259,0.0147996,0.164063,0.426565,0.0155952,0.410506,0.0101741,0.132036,0.0944479,0.0594757,0.128528,0.0148598,0.159177,0.242062,0.0521992,0.329003,0.0217078,0.0419966,0.0867008,0.329255,0.00923801,
220,0.172823,0.917951,0.245608,0.824221,0.79753,0.69787,0.785204,0.96761,0.296505,0.913961,0.554323,0.914326,0.609668,0.620415,0.40076,0.515363,0.081404,0.873081,0.966895,0.825507,0.963868,0.963346,0.858115,0.469683,0.460644,0.767051,0.761354,0.624214,0.471666,0.679132,0.785069,0.48096,0.34016,0.73505,0.490346,0.569033,0.481864,0.601934,0.783264,0.38115,0.000119452,0.722993,0.612963,0.0831752,8.47424e-06,0.594978,0.00012314,0.515136,1.44493e-05,0.471539,0.00063968,0.42246,0.00311325,0.26537,0.686991,0.000220507,0.131126,0.116054,0.446537,0.0126364,0.608929,0.000109208,0.607742,8.29374e-05,0.554797,0.00703417,0.565527,0.000700765,0.00682115,0.200272,0.527376,1.54491e-05,0.0111177,0.187056,0.374665,0.0317978,0.132036,0.0932608,0.439062,0.00270524,0.415171,0.00520074,0.395737,0.0139382,0.409061,0.00622803,0.0594757,0.12567,0.0154559,0.159177,0.0153881,0.157994,0.241444,0.0501389,0.328931,0.0215412,0.328935,0.0092725,0.0420566,0.086535,
