mc_step,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
200,0.014,0.014,0.014,0.013902,0.014,0.013798,0.014,0.014,0.014,0.014,0.014,0.0138901,0.0138936,0.014,0.014,0.0138969,0.014,0.014,0.014,0.014,0.014,0.014,0.013899,0.013901,0.0139074,0.0138913,0.0139029,0.0137938,0.014,0.0137938,0.014,0.0139,0.0138077,0.0137917,0.0138958,0.0138077,0.013798,0.013703,0.0132,0.0134,0.0134545,0.0127778,0.0119381,0.011767,0.0117083,0.0109231,0.0090495,0.01,0.0112897,0.01,0.01,0.01,0.01,0.00930612,0.00751852,0.01,0.00804255,0.01,0.00715789,0.0092381,0.00666667,0.01,0.00715789,0.00819048,0.00843038,0.00796694,0.00827083,0.00919231,0.00832432,0.00849438,0.00816667,0.00871154,0.00820455,0.00908929,0.009,0.00889583,0.00856411,0.00714215,0.00516984,0.0050599,0.00329631,0.00301363,0.00211716,0.00253752,0.00149965,0.00169168,0.000936061,0.00101501,0.000654115,0.000684189,0.000384117,0.000501238,0.000238088,0.000300743,0.000184583,0.000150422,0.000128895,0.000136111,8.30943e-05,7.58011e-05,
400,0.0196,0.0192075,0.0196,0.0194627,0.0196,0.0191819,0.0196,0.0196,0.0196,0.0194427,0.0196,0.0191684,0.0193121,0.0196,0.0194571,0.0194557,0.0196,0.0193522,0.0196,0.0194627,0.0196,0.0193143,0.0194586,0.0193086,0.0193462,0.0191321,0.0194641,0.0188975,0.0193053,0.01918,0.0191532,0.0189355,0.0191823,0.0184061,0.0190414,0.0183545,0.0182455,0.0179127,0.01584,0.0172286,0.00609622,0.0162733,0.00525278,0.0147087,0.00502435,0.0134906,0.00417385,0.0109608,0.00746103,0.01,0.01,0.0067027,0.01,0.00653033,0.0080666,0.00625806,0.00739599,0.00583673,0.00644211,0.00485,0.00626144,0.00614286,0.00715789,0.00450093,0.00745961,0.00468551,0.00600724,0.00586557,0.00707943,0.00521116,0.00725926,0.00506853,0.00690909,0.00519388,0.00718333,0.00636245,0.00793307,0.00469341,0.00402545,0.00348455,0.00288508,0.00245352,0.00174332,0.00209844,0.0012204,0.00169168,0.000758702,0.000870005,0.000545757,0.000531094,0.000357464,0.000501238,0.000214279,0.000276683,0.000155658,0.00013611,0.000110744,0.000113159,7.82471e-05,7.18653e-05,
600,0.02744,0.026331,0.0270667,0.0268381,0.0272478,0.0264632,0.0269677,0.027105,0.02744,0.0269855,0.027048,0.026644,0.027037,0.0272585,0.0270454,0.0272379,0.0272533,0.0268894,0.02744,0.0270589,0.02744,0.02704,0.027242,0.0266298,0.0268987,0.0265857,0.0272497,0.0264565,0.0270274,0.0264831,0.0264598,0.0263038,0.0268552,0.0254111,0.0213346,0.0244955,0.0233475,0.0209891,0.00811396,0.0220931,0.00391441,0.019683,0.00587496,0.013617,0.00575128,0.0125233,0.00484006,0.0109608,0.00790191,0.00801786,0.01,0.00613004,0.01,0.005651,0.00757627,0.00544068,0.00739599,0.00498228,0.00644211,0.00391031,0.0058125,0.00454833,0.00634709,0.00335242,0.0057812,0.00309882,0.0047358,0.00343468,0.00572133,0.0034128,0.0057755,0.00323642,0.00478202,0.00315376,0.00435443,0.00334801,0.00538141,0.00269757,0.002839,0.00228985,0.00211573,0.00171018,0.00140555,0.00132363,0.000919617,0.000994907,0.000664768,0.000622741,0.000493994,0.000413531,0.000321717,0.000349902,0.0001958,0.000235333,0.000144762,0.000104805,0.000104382,0.000105046,7.36827e-05,6.19147e-05,
800,0.0381547,0.0365863,0.0378933,0.0375733,0.0372285,0.0370485,0.0367371,0.0376586,0.0379429,0.0377797,0.037612,0.0370182,0.0372765,0.0376476,0.0371123,0.037541,0.0375809,0.0368769,0.0375845,0.0376145,0.0378195,0.0373553,0.0375466,0.0370352,0.0364012,0.0363623,0.0375507,0.0367964,0.0351083,0.0365519,0.0341619,0.0354969,0.0306987,0.0341793,0.0213346,0.0294907,0.0282943,0.0187842,0.0105794,0.0198838,0.00502693,0.0179958,0.00703865,0.0119716,0.0070642,0.011829,0.00613075,0.00899938,0.00961906,0.00801786,0.01,0.00613004,0.00924272,0.005651,0.00757627,0.00483616,0.00739599,0.00410661,0.00602262,0.00310767,0.00514661,0.00327292,0.00501931,0.00252767,0.00485188,0.00223915,0.00329573,0.00231673,0.00423379,0.00218419,0.00329094,0.00191431,0.00298464,0.00156186,0.00301524,0.00176661,0.00294981,0.00134292,0.00152409,0.00122125,0.00143625,0.000897842,0.000889727,0.000706846,0.000799504,0.000632059,0.000487496,0.000452566,0.000376376,0.000287295,0.000279697,0.000256595,0.000177209,0.000178014,0.000144762,8.89373e-05,9.84823e-05,8.57876e-05,7.36827e-05,4.49696e-05,
1000,0.0522242,0.0505172,0.0511369,0.0514866,0.0500966,0.0515248,0.0506898,0.052722,0.0519091,0.051466,0.0522609,0.0507678,0.0507108,0.0519461,0.0495884,0.0486616,0.0498442,0.0491692,0.0519223,0.0506161,0.0515844,0.0506185,0.049316,0.0483772,0.0479901,0.0480553,0.0479218,0.0488037,0.0458602,0.0462523,0.044657,0.0441816,0.0401357,0.0341793,0.027449,0.0294907,0.0337581,0.0187842,0.0141888,0.0198838,0.00673908,0.0179958,0.00883892,0.0119716,0.00853138,0.011829,0.00728259,0.00899938,0.00961906,0.00801786,0.01,0.00613004,0.00841276,0.0051967,0.00757627,0.00380971,0.00656835,0.00410661,0.00522336,0.00294727,0.00468341,0.00222559,0.00439314,0.00193022,0.00393859,0.00192384,0.00279017,0.00190593,0.0033626,0.00155624,0.0022822,0.001457,0.00223063,0.00110074,0.00203132,0.00112727,0.00217265,0.000872899,0.00120788,0.000764267,0.00106776,0.000634712,0.000649501,0.000452382,0.000607002,0.000396177,0.000406554,0.000282132,0.000324536,0.000197439,0.00026142,0.000185578,0.000177209,0.0001345,0.000144762,8.21611e-05,0.000106402,7.01292e-05,7.77018e-05,4.49696e-05,
1200,0.0702392,0.0701689,0.0701842,0.0698181,0.0691811,0.0705076,0.0688968,0.0727771,0.0702471,0.0703922,0.0722237,0.0687932,0.0704439,0.0708006,0.0674202,0.0657173,0.0687749,0.0664027,0.069446,0.0685618,0.0716694,0.0670456,0.0669876,0.0649371,0.0643068,0.0600691,0.062453,0.0546419,0.061338,0.054969,0.0579002,0.0441816,0.0473984,0.0341793,0.0332819,0.0294907,0.0363212,0.0187842,0.0181616,0.0198838,0.00827749,0.0179958,0.0107597,0.0119716,0.00950639,0.0112259,0.00841543,0.00899938,0.00961906,0.00801786,0.01,0.00613004,0.0091212,0.0051967,0.00820638,0.00356343,0.00656835,0.00356646,0.00522336,0.00270336,0.00443692,0.00222559,0.00399958,0.00179287,0.00327963,0.00163126,0.00252395,0.00149542,0.00288752,0.00122105,0.00189447,0.00116832,0.00195124,0.000887132,0.00170542,0.000895607,0.00154101,0.000679675,0.00097348,0.000583622,0.00087382,0.000415674,0.000601948,0.000340314,0.000543297,0.000258515,0.000352641,0.000196447,0.000304809,0.000159563,0.00026142,0.000155658,0.000165932,0.000116566,0.000144762,7.56931e-05,0.000106402,7.01292e-05,7.77018e-05,4.16815e-05,
1400,0.0906085,0.0954298,0.094677,0.0943229,0.091577,0.0961311,0.0935848,0.0962897,0.0931698,0.095197,0.0962047,0.094892,0.0933547,0.0937918,0.0875214,0.0877183,0.0908907,0.0882208,0.095259,0.0916102,0.0906521,0.0885906,0.084213,0.0877287,0.0825374,0.0772848,0.079801,0.0645768,0.0719051,0.0630756,0.0706382,0.0472743,0.049813,0.039488,0.0379661,0.0310293,0.0415913,0.0187842,0.0221572,0.0186908,0.0110313,0.0163837,0.0132364,0.0126848,0.0111004,0.0112259,0.0100796,0.0080589,0.0104721,0.00730137,0.01,0.00613004,0.00979761,0.0051967,0.00820638,0.00379048,0.00591151,0.00356646,0.00522336,0.00243303,0.00443692,0.00196931,0.00399958,0.00179287,0.00309426,0.00163126,0.0023353,0.00135328,0.002712,0.00108648,0.00189447,0.0010194,0.0016623,0.000798419,0.00151848,0.000750071,0.00116218,0.000559425,0.000911997,0.000444664,0.000764809,0.000325821,0.000523326,0.000302947,0.000439311,0.000219376,0.000319195,0.000175849,0.000255667,0.000138914,0.000243829,0.000119171,0.000165932,9.641e-05,0.000144762,7.56931e-05,0.000106402,6.56209e-05,7.77018e-05,4.16815e-05,
1600,0.117314,0.128149,0.114861,0.124264,0.1223,0.127396,0.123888,0.128724,0.119813,0.125527,0.132014,0.129755,0.124145,0.126946,0.112805,0.118992,0.115243,0.116939,0.113016,0.120699,0.116248,0.114083,0.109305,0.109059,0.100546,0.0961767,0.0997972,0.0766921,0.0803304,0.0630756,0.0804385,0.0523735,0.0604946,0.039488,0.0433898,0.0310293,0.0458305,0.0208191,0.0243936,0.0173241,0.0137843,0.0163837,0.0158323,0.0126848,0.0125132,0.0104923,0.0122489,0.0080589,0.0119107,0.00730137,0.01,0.00548728,0.00979761,0.00550951,0.00738574,0.00379048,0.00591151,0.00306995,0.00522336,0.00243303,0.00387395,0.00181839,0.00399958,0.00179287,0.00326087,0.00151911,0.0023353,0.00122479,0.00246965,0.000957335,0.00189447,0.000892713,0.00133346,0.00067422,0.00139112,0.000699599,0.00105653,0.00044754,0.000810434,0.000372406,0.00068083,0.00027994,0.000523326,0.000283668,0.000439311,0.000201577,0.000319195,0.000175849,0.000255667,0.000130365,0.000243829,0.000111363,0.000165932,8.57434e-05,0.000144762,7.04409e-05,0.000106402,5.80004e-05,7.77018e-05,4.16815e-05,
1800,0.151636,0.172919,0.143326,0.167066,0.157631,0.167931,0.165185,0.170852,0.157754,0.166082,0.167411,0.169752,0.159276,0.165748,0.145531,0.146938,0.150364,0.148944,0.139729,0.154226,0.148657,0.139385,0.142617,0.140055,0.128698,0.120221,0.124363,0.0940005,0.092943,0.0693153,0.0860774,0.0570516,0.0604946,0.0372887,0.0473262,0.0310293,0.0488858,0.0231984,0.0292724,0.0183141,0.0163961,0.0146673,0.0189988,0.0126848,0.0151475,0.0104923,0.0137142,0.0080589,0.0136122,0.00730137,0.0107619,0.00583385,0.00979761,0.00488411,0.00817836,0.00379048,0.0062662,0.00306995,0.00522336,0.00243303,0.00387395,0.00181839,0.00379741,0.00179287,0.00326087,0.00151911,0.0023353,0.00122479,0.00214037,0.000906949,0.00176302,0.000803442,0.0012524,0.000627438,0.00122303,0.000622912,0.000900828,0.00044754,0.000766988,0.000372406,0.00068083,0.00027994,0.000523326,0.000283668,0.000439311,0.000201577,0.000297462,0.000158264,0.0002301,0.000130365,0.00022648,0.000111363,0.000165932,7.41377e-05,0.000134178,6.3726e-05,0.000112715,5.80004e-05,8.67784e-05,4.44603e-05,
2000,0.18472,0.231815,0.178991,0.219238,0.191219,0.215241,0.205177,0.214785,0.194873,0.20652,0.204614,0.217592,0.204679,0.212979,0.184439,0.182665,0.201013,0.188662,0.180266,0.200353,0.1901,0.173058,0.176791,0.167767,0.154164,0.139955,0.141665,0.108971,0.109466,0.0793975,0.101679,0.0570516,0.0641118,0.0372887,0.0473262,0.0333027,0.0488858,0.0231984,0.0319069,0.0199624,0.0198078,0.0146673,0.0215194,0.0126848,0.0170229,0.0104923,0.0162308,0.0080589,0.0136122,0.00730137,0.0114449,0.00583385,0.00979761,0.00432723,0.00817836,0.00337759,0.0062662,0.00306995,0.00522336,0.00243303,0.00387395,0.00193961,0.00379741,0.00179287,0.00326087,0.00151911,0.0023353,0.00115034,0.00182276,0.000906949,0.00176302,0.000752855,0.0012524,0.000671134,0.00114149,0.000571946,0.000900828,0.00044754,0.000766988,0.000351126,0.000634948,0.000264907,0.000523326,0.000247676,0.000362665,0.000183321,0.000317293,0.000144936,0.0002301,0.000120555,0.00022648,9.31183e-05,0.000165932,7.41377e-05,0.000134178,5.82998e-05,0.000112715,5.80004e-05,8.09932e-05,4.12268e-05,
