l,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
param_0,0.670023,0.0875804,0.0827321,0.0827321,0.0880719,0.0844629,0.0870314,0.088109,0.0860971,0.0860971,0.0860971,0.088954,0.0882032,0.0882032,0.0882032,0.0867209,0.0871624,0.0870656,0.0874663,0.0872326,0.0872511,0.0872285,0.0872285,0.0873766,0.0872605,0.0873766,0.0873155,0.0873345,0.0872851,0.0872887,0.0873376,0.0873303,0.0873312,0.0873154,0.0873129,0.0873126,0.0873126,0.0873159,0.0873192,0.0873126,0.0873116,0.0873147,0.0873162,0.0873158,0.0873147,0.0873152,0.0873149,0.0873144,0.0873144,0.0873154,
param_1,0.384832,0.0505236,0.0515247,0.0515247,0.0499663,0.0514602,0.0496845,0.0495138,0.0506171,0.0506171,0.0506171,0.0496818,0.0501556,0.0501556,0.0501556,0.050463,0.0503835,0.0505024,0.0504575,0.0503018,0.0503404,0.0503105,0.0503105,0.0502674,0.0503301,0.0502674,0.0503088,0.0502682,0.0503039,0.0503163,0.0502863,0.0502841,0.0502898,0.050296,0.0502986,0.0502985,0.0502985,0.0502956,0.0502947,0.0502964,0.050299,0.0502974,0.0502972,0.0502971,0.0502974,0.0502969,0.0502972,0.0502973,0.0502973,0.0502968,
