mc_step,0&1,1&2,2&3,3&4,4&5,5&6,6&7,7&8,8&9,9&10,10&11,11&12,12&13,13&14,14&15,15&16,16&17,17&18,18&19,19&20,20&21,21&22,22&23,23&24,24&25,25&26,26&27,27&28,28&29,29&30,30&31,31&32,32&33,33&34,34&35,35&36,36&37,37&38,38&39,39&40,40&41,41&42,42&43,43&44,44&45,45&46,46&47,47&48,48&49,
4000,0.996,0.9985,0.998,0.9965,0.9945,0.9945,0.986,0.981,0.963,0.9515,0.935,0.8945,0.8425,0.794,0.7335,0.689,0.6705,0.6145,0.6045,0.652,0.634,0.653,0.6905,0.6775,0.6795,0.688,0.697,0.684,0.668,0.672,0.68,0.6475,0.663,0.666,0.6965,0.7,0.6805,0.68,0.7005,0.707,0.6935,0.6965,0.6985,0.694,0.684,0.665,0.6245,0.6515,0.6345,
4200,0.995238,0.998571,0.998095,0.996667,0.994762,0.994762,0.985238,0.980476,0.961905,0.949048,0.934762,0.892381,0.841905,0.794762,0.734286,0.685714,0.673333,0.619048,0.601429,0.656667,0.638095,0.656667,0.694286,0.677619,0.679048,0.692857,0.700952,0.686667,0.674762,0.670476,0.679048,0.652857,0.67,0.67,0.692381,0.700476,0.688095,0.685714,0.700952,0.709048,0.695714,0.7,0.7,0.691429,0.689048,0.671429,0.631905,0.654286,0.635238,
4400,0.995,0.998636,0.998182,0.996818,0.994545,0.994091,0.985455,0.980909,0.961818,0.948182,0.935455,0.890455,0.839091,0.791818,0.729545,0.681818,0.674091,0.625,0.603182,0.661364,0.640455,0.658636,0.688636,0.683182,0.685,0.692273,0.704545,0.687273,0.679091,0.676364,0.684545,0.653182,0.673636,0.672273,0.694091,0.702273,0.691364,0.689091,0.703182,0.709545,0.697273,0.700909,0.703182,0.695455,0.689545,0.674091,0.635455,0.655909,0.637727,
4600,0.995217,0.998696,0.998261,0.996957,0.994783,0.994348,0.986087,0.981739,0.963043,0.946087,0.934783,0.888696,0.836957,0.791739,0.721304,0.68,0.679565,0.632609,0.608696,0.664348,0.642174,0.65913,0.691739,0.687826,0.687826,0.697826,0.706522,0.693043,0.68087,0.682174,0.689565,0.656087,0.67087,0.674348,0.692609,0.703478,0.691304,0.692174,0.704348,0.712174,0.69913,0.7,0.704348,0.699565,0.69,0.673043,0.643043,0.657391,0.640435,
4800,0.995,0.998333,0.997917,0.997083,0.994583,0.994167,0.985417,0.980833,0.962917,0.94625,0.933333,0.88625,0.834167,0.786667,0.721667,0.680833,0.679167,0.634167,0.61125,0.667083,0.64375,0.658333,0.695,0.68875,0.689583,0.701667,0.709167,0.6925,0.682083,0.683333,0.692917,0.66125,0.67625,0.675417,0.689583,0.705833,0.694583,0.696667,0.705,0.712917,0.70125,0.700833,0.705417,0.705417,0.690417,0.6775,0.642917,0.6625,0.641667,
5000,0.9952,0.998,0.998,0.9972,0.9944,0.9936,0.986,0.9808,0.9632,0.946,0.9328,0.886,0.8348,0.7852,0.722,0.68,0.6744,0.6376,0.6184,0.6692,0.6464,0.6628,0.6976,0.6896,0.6904,0.7056,0.7068,0.692,0.6848,0.6868,0.6932,0.6624,0.6788,0.68,0.6892,0.708,0.6948,0.7004,0.7056,0.7172,0.7056,0.6992,0.704,0.7092,0.6928,0.6812,0.6492,0.6644,0.6452,
5200,0.995,0.997692,0.998077,0.997308,0.994615,0.993077,0.986154,0.98,0.962308,0.946538,0.933462,0.886154,0.835769,0.778462,0.722308,0.680385,0.673846,0.64,0.625,0.667308,0.649231,0.665385,0.7,0.691538,0.693846,0.707692,0.706538,0.694231,0.682692,0.686538,0.696154,0.665769,0.680385,0.682308,0.694231,0.708077,0.696538,0.701154,0.703846,0.717692,0.706538,0.700385,0.704615,0.709615,0.694231,0.680385,0.651538,0.666538,0.649231,
5400,0.994815,0.997778,0.998148,0.997407,0.994444,0.993333,0.986667,0.979259,0.963333,0.946667,0.931111,0.886667,0.837407,0.776296,0.718889,0.681111,0.678148,0.63963,0.628519,0.672593,0.651481,0.67,0.70037,0.68963,0.692963,0.71,0.705926,0.697407,0.685556,0.691481,0.7,0.669259,0.681111,0.681111,0.698889,0.71037,0.698519,0.703333,0.705185,0.719259,0.711481,0.704074,0.704074,0.711481,0.696667,0.679259,0.653333,0.666296,0.652593,
5600,0.994643,0.997857,0.998214,0.997143,0.994643,0.992857,0.986429,0.979643,0.962857,0.946429,0.928929,0.886071,0.836786,0.775,0.718214,0.680714,0.676071,0.640714,0.634286,0.675714,0.655,0.671071,0.703571,0.693929,0.695357,0.708571,0.704643,0.6975,0.685714,0.6925,0.698929,0.669286,0.686071,0.685357,0.700357,0.713214,0.698214,0.707143,0.706071,0.720357,0.713571,0.703929,0.703929,0.714286,0.6975,0.680357,0.653929,0.667143,0.656071,
5800,0.994828,0.997931,0.998276,0.997241,0.994828,0.992759,0.986207,0.98,0.961724,0.946207,0.929655,0.885517,0.834138,0.773793,0.718966,0.680345,0.674828,0.642069,0.636897,0.675862,0.656207,0.673448,0.704138,0.693448,0.696207,0.708621,0.704138,0.703103,0.688621,0.694138,0.701724,0.671724,0.689655,0.687931,0.703103,0.717586,0.698966,0.708966,0.706897,0.721379,0.715517,0.703103,0.706207,0.711724,0.698966,0.682414,0.654483,0.669655,0.656552,
6000,0.995,0.997667,0.998,0.997333,0.995,0.993,0.986333,0.979,0.961667,0.946667,0.927333,0.884333,0.836,0.773333,0.721,0.681333,0.671333,0.645333,0.640333,0.676667,0.658667,0.675333,0.704333,0.697,0.698333,0.71,0.707,0.705333,0.693333,0.698,0.701667,0.675333,0.692333,0.689,0.702333,0.716,0.703,0.711,0.71,0.721333,0.714333,0.706,0.708,0.713667,0.697333,0.683667,0.657333,0.673,0.659333,
6200,0.995161,0.997742,0.997742,0.997097,0.995161,0.993226,0.986452,0.97871,0.961613,0.947097,0.927097,0.883548,0.835806,0.770323,0.718387,0.681935,0.671935,0.646774,0.644194,0.677742,0.659032,0.679677,0.706129,0.7,0.700323,0.709677,0.706774,0.706452,0.695484,0.698387,0.703548,0.678065,0.693871,0.689355,0.704194,0.716129,0.702903,0.710645,0.706452,0.721935,0.711613,0.706452,0.709032,0.716129,0.7,0.685806,0.657742,0.674839,0.659032,
6400,0.995313,0.997812,0.997812,0.997188,0.995313,0.993125,0.98625,0.978437,0.961562,0.9475,0.925937,0.881875,0.835313,0.770625,0.719375,0.68375,0.67,0.644375,0.644375,0.680312,0.658125,0.683438,0.710938,0.699688,0.701875,0.708438,0.707812,0.706875,0.699688,0.7025,0.703125,0.681562,0.694688,0.689063,0.705625,0.718437,0.7025,0.713437,0.707812,0.724375,0.713125,0.708125,0.709688,0.716875,0.700313,0.687187,0.66,0.678438,0.660312,
6600,0.995152,0.997879,0.997576,0.99697,0.995455,0.993333,0.986061,0.978485,0.961212,0.946364,0.924848,0.882121,0.831818,0.768788,0.719697,0.685758,0.670606,0.643636,0.64697,0.68,0.657879,0.684545,0.711818,0.696667,0.700606,0.711818,0.707576,0.70697,0.701212,0.703333,0.701212,0.681515,0.696667,0.692121,0.709091,0.719697,0.703333,0.714242,0.709394,0.720909,0.716061,0.71,0.71,0.719091,0.703939,0.689697,0.66303,0.678788,0.660303,
6800,0.995,0.997941,0.997647,0.997059,0.995588,0.993529,0.986176,0.978529,0.961176,0.946471,0.924118,0.883824,0.831471,0.765588,0.720588,0.686471,0.67,0.645,0.645882,0.682941,0.660588,0.685588,0.713824,0.7,0.701765,0.709118,0.709412,0.707647,0.703235,0.705294,0.703235,0.682647,0.7,0.693235,0.708235,0.717647,0.705588,0.716471,0.708824,0.718529,0.718824,0.713235,0.710882,0.719412,0.704412,0.692059,0.665,0.677353,0.662647,
7000,0.995143,0.998,0.997429,0.996857,0.995714,0.992857,0.985714,0.979143,0.962286,0.946571,0.923714,0.88,0.831714,0.767143,0.723143,0.688,0.668286,0.644571,0.646571,0.685714,0.661714,0.688,0.711429,0.698286,0.702286,0.711429,0.709714,0.708286,0.703429,0.706857,0.702857,0.684571,0.700286,0.694571,0.709429,0.717429,0.706571,0.716571,0.710286,0.719429,0.72,0.713714,0.711429,0.716571,0.701714,0.691143,0.666286,0.679714,0.664571,
7200,0.995,0.998056,0.997222,0.996944,0.995833,0.9925,0.985556,0.979167,0.962778,0.945833,0.923333,0.881389,0.830278,0.767222,0.722778,0.686389,0.666389,0.645556,0.649167,0.687778,0.664444,0.688889,0.711944,0.701389,0.704444,0.712778,0.708611,0.708056,0.705,0.708611,0.703889,0.684444,0.703056,0.694722,0.710556,0.717222,0.708056,0.718056,0.710278,0.720278,0.719722,0.712222,0.713611,0.719167,0.704167,0.695556,0.667778,0.680556,0.667778,
7400,0.995135,0.998108,0.997297,0.997027,0.995946,0.992432,0.984865,0.978919,0.962973,0.946216,0.922973,0.880811,0.82973,0.765405,0.721351,0.686486,0.668378,0.648378,0.652973,0.689459,0.664865,0.68973,0.713784,0.703514,0.702973,0.714865,0.708108,0.708378,0.705946,0.707297,0.704595,0.686216,0.704054,0.694865,0.712703,0.718108,0.708649,0.719459,0.70973,0.718378,0.721892,0.714054,0.715405,0.721081,0.704324,0.698108,0.67,0.682703,0.669459,
7600,0.995,0.998158,0.997368,0.997105,0.996053,0.992632,0.985,0.979474,0.963158,0.946579,0.922368,0.879474,0.827632,0.765526,0.720789,0.687632,0.667895,0.648947,0.655,0.687632,0.665263,0.691316,0.712105,0.703158,0.705526,0.715526,0.707368,0.708158,0.707895,0.708158,0.706053,0.688684,0.706053,0.695,0.713947,0.719737,0.708684,0.717895,0.71,0.716579,0.720789,0.715,0.716842,0.721053,0.706053,0.701842,0.673421,0.684474,0.670789,
7800,0.995128,0.998205,0.997179,0.997179,0.996154,0.992821,0.984615,0.98,0.962564,0.946923,0.922821,0.877949,0.825897,0.764872,0.719487,0.685641,0.669487,0.651026,0.66,0.69,0.667436,0.690513,0.711795,0.70359,0.706154,0.715897,0.710513,0.707436,0.708462,0.706923,0.705385,0.690256,0.705897,0.696154,0.714359,0.719231,0.709744,0.719231,0.71,0.716667,0.722564,0.714872,0.715128,0.722308,0.707179,0.703333,0.676154,0.685385,0.670513,
8000,0.99525,0.99825,0.99725,0.997,0.996,0.9925,0.9845,0.97875,0.96225,0.94625,0.92275,0.87675,0.82575,0.7635,0.717,0.686,0.6695,0.65275,0.66075,0.69125,0.66775,0.6905,0.711,0.703,0.706,0.718,0.714,0.711,0.71075,0.7095,0.706,0.6915,0.70625,0.697,0.71275,0.7195,0.71225,0.71925,0.7105,0.7165,0.72225,0.7165,0.717,0.7235,0.7065,0.70275,0.67675,0.6885,0.67225,
8200,0.995122,0.998293,0.997317,0.997073,0.995854,0.992683,0.984878,0.978049,0.962195,0.945366,0.923171,0.877805,0.826585,0.764878,0.714878,0.683659,0.671463,0.65439,0.660488,0.692195,0.667805,0.692683,0.713415,0.704878,0.706098,0.718293,0.714146,0.710244,0.71122,0.709512,0.708049,0.693659,0.706098,0.697317,0.712195,0.718293,0.713902,0.720488,0.713171,0.715366,0.723171,0.716098,0.714878,0.723902,0.706585,0.703902,0.676829,0.687805,0.674634,
8400,0.995,0.998333,0.997381,0.996667,0.995714,0.992619,0.985238,0.977143,0.962619,0.945476,0.922857,0.879286,0.827381,0.765238,0.713095,0.682857,0.671667,0.656429,0.659524,0.689048,0.67119,0.694286,0.714048,0.707619,0.706905,0.719762,0.715476,0.710238,0.711667,0.711905,0.709524,0.694524,0.709524,0.698333,0.712857,0.717381,0.716667,0.720952,0.712381,0.717619,0.724524,0.716667,0.715476,0.722857,0.707143,0.705476,0.677857,0.689762,0.678333,
8600,0.995116,0.99814,0.997442,0.996744,0.995581,0.992558,0.984884,0.977209,0.962791,0.944884,0.923256,0.876744,0.826977,0.765349,0.712791,0.683023,0.672791,0.657209,0.660698,0.688372,0.671628,0.692326,0.716047,0.709767,0.707442,0.720233,0.715581,0.711395,0.713953,0.713721,0.71,0.696977,0.712791,0.699767,0.712558,0.717907,0.717209,0.723023,0.714186,0.719767,0.724419,0.716279,0.717674,0.723953,0.707442,0.707674,0.679302,0.689767,0.67907,
8800,0.994773,0.998182,0.9975,0.996591,0.995682,0.9925,0.985,0.977045,0.962955,0.945,0.922273,0.877045,0.8275,0.764545,0.714318,0.682727,0.671818,0.655227,0.661136,0.688636,0.673636,0.693636,0.717727,0.711364,0.707727,0.721364,0.717045,0.712955,0.713636,0.710455,0.71,0.696818,0.715682,0.703182,0.713182,0.719773,0.717045,0.723182,0.715227,0.721136,0.721818,0.716136,0.717727,0.725909,0.707955,0.709091,0.683182,0.692045,0.68,
9000,0.994667,0.998222,0.997556,0.996667,0.995778,0.992444,0.985111,0.976667,0.963556,0.945111,0.921111,0.876889,0.827333,0.764667,0.710222,0.683778,0.672,0.657556,0.661333,0.690889,0.674889,0.692667,0.718444,0.714222,0.711111,0.721556,0.717556,0.713556,0.715111,0.710667,0.710222,0.696222,0.715778,0.706222,0.713556,0.718889,0.718222,0.725333,0.715111,0.720444,0.721556,0.717111,0.717778,0.726,0.708444,0.709778,0.686,0.690222,0.681111,
9200,0.994783,0.998261,0.997609,0.996739,0.995652,0.992391,0.985217,0.976957,0.963478,0.945652,0.920652,0.877609,0.826957,0.765652,0.708696,0.683478,0.672174,0.659348,0.663043,0.691957,0.675652,0.693478,0.718913,0.712609,0.711522,0.721522,0.718696,0.713043,0.715,0.709565,0.711304,0.699565,0.717826,0.707609,0.716087,0.717826,0.717826,0.726522,0.715435,0.720217,0.720217,0.718478,0.719565,0.726957,0.70587,0.711304,0.686739,0.691304,0.682391,
9400,0.994681,0.998298,0.997447,0.996809,0.995745,0.992553,0.985319,0.977234,0.963404,0.944468,0.921064,0.877872,0.826596,0.764681,0.708085,0.679149,0.674894,0.658936,0.665532,0.693191,0.679149,0.695106,0.719362,0.713617,0.711277,0.722979,0.71617,0.714894,0.71617,0.710851,0.712979,0.701277,0.719787,0.707872,0.715319,0.718723,0.718298,0.728298,0.715532,0.72,0.720638,0.719149,0.720851,0.72766,0.707021,0.712553,0.688723,0.690851,0.684468,
9600,0.994792,0.998125,0.9975,0.99625,0.995417,0.992708,0.985208,0.976875,0.963542,0.945,0.921458,0.877917,0.826458,0.7625,0.708542,0.679375,0.675,0.65875,0.665,0.6925,0.681667,0.69625,0.721042,0.714167,0.711458,0.72375,0.71875,0.715625,0.7175,0.71125,0.714375,0.701667,0.720417,0.709375,0.716667,0.719792,0.719792,0.728542,0.715,0.718958,0.720625,0.718542,0.723125,0.729792,0.707083,0.713958,0.689167,0.692083,0.686458,
9800,0.994898,0.997959,0.997551,0.996122,0.99551,0.992857,0.985102,0.977143,0.963061,0.945306,0.921224,0.877959,0.826939,0.761429,0.708367,0.679184,0.674286,0.660612,0.665102,0.691633,0.682857,0.69898,0.720612,0.71449,0.712449,0.723673,0.717755,0.714898,0.716939,0.711224,0.715102,0.702245,0.722041,0.709184,0.717959,0.720204,0.721429,0.727959,0.715918,0.720612,0.719388,0.717347,0.724898,0.730816,0.708163,0.71551,0.690816,0.692449,0.686939,
10000,0.9948,0.998,0.9974,0.9962,0.9954,0.9928,0.9848,0.9776,0.9628,0.9438,0.9216,0.8758,0.8272,0.762,0.7082,0.678,0.676,0.6622,0.666,0.6926,0.684,0.7004,0.7226,0.7148,0.7128,0.7244,0.7164,0.7148,0.7158,0.7124,0.7152,0.7026,0.7232,0.711,0.7198,0.7212,0.7226,0.7278,0.7176,0.7222,0.7192,0.7174,0.7258,0.7308,0.7086,0.714,0.6898,0.6924,0.6884,
10200,0.994902,0.998039,0.997255,0.996275,0.995098,0.992549,0.984902,0.977451,0.963333,0.943529,0.919804,0.874902,0.827255,0.762157,0.708039,0.67902,0.674314,0.662157,0.665098,0.693333,0.684902,0.701765,0.722353,0.71549,0.714118,0.723529,0.717255,0.715882,0.715686,0.711961,0.716275,0.705294,0.725686,0.712549,0.721176,0.718824,0.724314,0.728431,0.718235,0.722157,0.719216,0.717843,0.727059,0.731373,0.709804,0.714706,0.69,0.693333,0.69,
10400,0.995,0.998077,0.997308,0.996346,0.995,0.9925,0.985,0.977692,0.963846,0.943846,0.919808,0.874423,0.825769,0.761538,0.708269,0.679038,0.675962,0.661923,0.662885,0.694615,0.684423,0.700769,0.7225,0.715769,0.713654,0.724615,0.719038,0.715962,0.716346,0.711923,0.716346,0.707885,0.725962,0.711923,0.721923,0.719038,0.724423,0.729038,0.718654,0.722308,0.719231,0.718846,0.728654,0.732308,0.710385,0.715962,0.69,0.693077,0.691538,
10600,0.995094,0.998113,0.997358,0.996226,0.995094,0.992264,0.984528,0.977547,0.963396,0.943019,0.920189,0.874906,0.824528,0.759811,0.707358,0.680943,0.675283,0.664717,0.66434,0.695283,0.685283,0.700566,0.724717,0.716038,0.713585,0.724906,0.719057,0.716038,0.717358,0.713019,0.717358,0.708302,0.724906,0.712075,0.722075,0.719623,0.725472,0.729623,0.719057,0.720377,0.720189,0.720755,0.729245,0.732642,0.709623,0.714717,0.691321,0.69434,0.693019,
10800,0.995185,0.998148,0.997407,0.995926,0.995,0.992222,0.984815,0.977778,0.963704,0.943333,0.919259,0.876111,0.824444,0.760185,0.706296,0.679815,0.673519,0.665185,0.665556,0.697593,0.688148,0.700741,0.723889,0.715,0.712037,0.724444,0.717037,0.71537,0.718333,0.712407,0.717407,0.709074,0.726667,0.712222,0.722037,0.719444,0.725185,0.729815,0.72,0.720556,0.72037,0.720741,0.72963,0.732963,0.709815,0.715185,0.692222,0.693333,0.693519,
11000,0.995273,0.998182,0.997455,0.996,0.994909,0.992364,0.984909,0.977818,0.963091,0.943273,0.918545,0.875636,0.822909,0.761636,0.705636,0.680364,0.674,0.666,0.665636,0.696,0.688,0.701273,0.723636,0.714727,0.712545,0.723273,0.717273,0.713636,0.718545,0.712,0.716545,0.711091,0.727273,0.713455,0.723455,0.72,0.725091,0.729818,0.719636,0.721636,0.720727,0.720182,0.730182,0.733636,0.709091,0.714364,0.693273,0.694909,0.693091,
11200,0.995,0.997857,0.997321,0.995893,0.995,0.992321,0.985179,0.977679,0.962857,0.942857,0.918214,0.875893,0.823036,0.760357,0.705714,0.681071,0.673036,0.6675,0.666607,0.696964,0.688571,0.700714,0.72375,0.714643,0.713571,0.721429,0.718393,0.713929,0.7175,0.712321,0.718036,0.711429,0.727857,0.714821,0.724286,0.719286,0.725357,0.730893,0.720179,0.72125,0.720714,0.718393,0.73125,0.732679,0.711071,0.714286,0.694464,0.694464,0.693929,
