mc_step,l = 0error,l = 1error,l = 2error,l = 3error,l = 4error,l = 5error,l = 6error,l = 7error,l = 8error,l = 9error,l = 10error,l = 11error,l = 12error,l = 13error,l = 14error,l = 15error,l = 16error,l = 17error,l = 18error,l = 19error,l = 20error,l = 21error,l = 22error,l = 23error,l = 24error,l = 25error,l = 26error,l = 27error,l = 28error,l = 29error,l = 30error,l = 31error,l = 32error,l = 33error,l = 34error,l = 35error,l = 36error,l = 37error,l = 38error,l = 39error,l = 40error,l = 41error,l = 42error,l = 43error,l = 44error,l = 45error,l = 46error,l = 47error,l = 48error,l = 49error,
100,0.0587332,0.0585391,0.050932,0.0566404,0.0529043,0.0500615,0.0500702,0.0456268,0.0467831,0.0491855,0.0528599,0.0557483,0.0540225,0.0586949,0.0464981,0.0482011,0.0455113,0.0482686,0.0450768,0.0450582,0.0553208,0.0453451,0.0415759,0.0387561,0.0375369,0.0344485,0.0310151,0.0304617,0.0296206,0.0275127,0.0279225,0.0248967,0.0238771,0.0221922,0.0218853,0.0220277,0.0174473,0.0163781,0.0158967,0.0150594,0.0132081,0.013884,0.0140395,0.00979795,0.00957765,0.00741984,0.00659598,0.00312936,0.000331681,0.000125229,
110,0.0503668,0.0500443,0.0449863,0.0468215,0.0493085,0.0529237,0.0556855,0.0541589,0.058657,0.0531303,0.0478994,0.0584533,0.0563706,0.0449733,0.0443642,0.0550025,0.0587205,0.0453607,0.0511426,0.0469875,0.0440408,0.0451449,0.0390144,0.0390787,0.034726,0.0292298,0.0281519,0.0276726,0.027254,0.024539,0.0222956,0.0238076,0.0218796,0.0202248,0.0183807,0.0182814,0.0159728,0.0143191,0.0140479,0.0137112,0.0128614,0.0123348,0.0119744,0.00965536,0.00957745,0.00737662,0.00648925,0.00303234,0.000324923,0.000124837,
120,0.0525039,0.0565996,0.0547323,0.0587993,0.0536848,0.0448147,0.0584655,0.0567845,0.0488882,0.0440741,0.05477,0.058565,0.0513866,0.0513933,0.0465528,0.0454422,0.0428294,0.0460193,0.0478145,0.0493702,0.0475584,0.0440427,0.0360204,0.0376587,0.0334246,0.0272244,0.0267049,0.0215716,0.0238076,0.0230059,0.0212247,0.0183834,0.0174735,0.0164787,0.0157528,0.0153629,0.0132693,0.0128159,0.012507,0.0119855,0.00937561,0.0106528,0.0109558,0.0095381,0.00945532,0.00731348,0.00634005,0.00295467,0.000321121,0.000118532,
130,0.0456882,0.0583012,0.0571293,0.0490958,0.0432702,0.0546583,0.058719,0.0523254,0.0533446,0.0468948,0.046965,0.0450273,0.0459935,0.0468499,0.0484955,0.0564846,0.0588468,0.0541559,0.0545793,0.0523056,0.0465126,0.0428907,0.0375421,0.0316135,0.0276549,0.0267765,0.023815,0.0231674,0.018314,0.0176152,0.017454,0.0135963,0.0155584,0.014924,0.0126347,0.00937948,0.012409,0.0120907,0.0118954,0.0103139,0.00884626,0.00941138,0.00906587,0.00938059,0.00868931,0.00719772,0.00614886,0.00287479,0.000309203,0.000116107,
140,0.0545199,0.0582481,0.0518665,0.0530362,0.0469127,0.0465333,0.0461843,0.0454972,0.0468804,0.0481443,0.0564639,0.0584702,0.0586143,0.0483798,0.0547452,0.0522374,0.0573608,0.0437919,0.0548576,0.0459494,0.0456065,0.0417443,0.0358902,0.0278503,0.0259797,0.025289,0.0234966,0.0215151,0.0134822,0.0159532,0.0127533,0.0154727,0.0132502,0.0120988,0.0119033,0.0101537,0.0118954,0.0107632,0.00898249,0.00798321,0.00854488,0.00808171,0.00821828,0.00851479,0.0082792,0.00706501,0.00606875,0.00276631,0.000301195,0.000114088,
150,0.0481736,0.0460843,0.0453095,0.0487565,0.048056,0.0566606,0.05827,0.0589666,0.0481286,0.0544843,0.0524601,0.0567437,0.0553118,0.0543526,0.0579579,0.0505853,0.047239,0.0462885,0.0432424,0.0460157,0.0530977,0.0424487,0.0341415,0.0225583,0.0214714,0.0228396,0.0199493,0.0196149,0.0151771,0.0111855,0.0131826,0.0117922,0.0104028,0.0104657,0.0114467,0.00357364,0.0101101,0.00791284,0.00802277,0.00702203,0.00667196,0.0057808,0.00755812,0.00720463,0.00728824,0.0069858,0.00592364,0.00261345,0.000298336,0.000110926,
160,0.0568857,0.0580191,0.0590227,0.0465067,0.0541354,0.052417,0.0569915,0.0550999,0.0544401,0.0576763,0.05152,0.0470073,0.047819,0.0427295,0.0463807,0.05232,0.044115,0.0488346,0.0486242,0.0475303,0.0440674,0.042702,0.0308992,0.0227751,0.0215024,0.0183733,0.017343,0.0150772,0.0139167,0.0128804,0.0117441,0.0104943,0.0101101,0.00971887,0.00841063,0.00801803,0.00711879,0.00728857,0.00605385,0.00545864,0.00688971,0.00532845,0.00674404,0.00253156,0.00626954,0.00581769,0.0056997,0.00251362,0.000281848,0.000108041,
170,0.0521299,0.056649,0.0552527,0.0545679,0.0570243,0.0448261,0.0488346,0.0490052,0.0436298,0.0472823,0.0503485,0.059091,0.0484021,0.0568059,0.0582613,0.0513254,0.0482324,0.0538347,0.0478413,0.045274,0.0449028,0.0420933,0.0283386,0.0228416,0.0216055,0.0168609,0.014577,0.0127531,0.0117902,0.0117831,0.01046,0.00771718,0.010065,0.00780756,0.00600227,0.00473646,0.00598218,0.00666073,0.00548115,0.0051778,0.00545376,0.00440078,0.00539481,0.00527864,0.00528443,0.00488354,0.00250099,0.00244063,0.000272423,0.000103541,
180,0.0439031,0.048759,0.0501382,0.04435,0.0473482,0.0509064,0.0590892,0.057143,0.0569121,0.0578412,0.0516107,0.0477085,0.053995,0.0522716,0.0567912,0.0541624,0.0542199,0.0481787,0.0444841,0.0446585,0.0472838,0.041233,0.0270673,0.0226674,0.0198632,0.0167738,0.0144505,0.0124514,0.0113974,0.0106089,0.0104166,0.00989456,0.00537015,0.00579693,0.0050056,0.00496127,0.00449728,0.00343626,0.00378294,0.00523344,0.00226999,0.00471506,0.00294446,0.00481266,0.00451524,0.00385582,0.00235491,0.00232439,0.000258409,0.000100061,
190,0.0509671,0.0589137,0.0573473,0.0568087,0.0573779,0.0509118,0.0476141,0.053536,0.0528949,0.0562034,0.054411,0.0539187,0.049244,0.0481373,0.0469288,0.0461466,0.048451,0.0445082,0.0436011,0.0422162,0.0423381,0.0458566,0.0251215,0.0227407,0.0195691,0.0164079,0.0128676,0.0122656,0.0112083,0.0101853,0.00977611,0.00944989,0.00493964,0.00417529,0.00470868,0.000908968,0.00293991,0.00332668,0.00361224,0.00274102,0.00350575,0.00144251,0.00344134,0.00334005,0.00286449,0.00194428,0.00219197,0.00222807,0.000255826,9.76109e-05,
200,0.051385,0.048566,0.0529749,0.0529742,0.0558423,0.0539813,0.0539025,0.0491953,0.0479235,0.0464165,0.0459468,0.0492369,0.0517079,0.0591314,0.057171,0.0566279,0.0573723,0.0444252,0.0461162,0.0431701,0.0428928,0.0399623,0.0241275,0.022553,0.0192749,0.0153909,0.0123249,0.0119424,0.0107523,0.00978943,0.00957684,0.00901701,0.00467649,0.00399153,0.00330623,0.00332668,0.00255622,0.00208094,0.000416602,0.0031606,0.001409,0.0023883,0.00109152,0.00191608,0.000720757,0.00186325,0.00192123,0.000997148,0.000241271,9.56048e-05,
210,0.0539174,0.054843,0.0499666,0.047561,0.0466112,0.0472011,0.0497845,0.051951,0.0585007,0.0568079,0.0571193,0.0583825,0.0495745,0.0496185,0.0536635,0.0530929,0.0549312,0.0441327,0.0431958,0.0447719,0.0416952,0.0375189,0.0226741,0.0186552,0.0189875,0.0151491,0.0115611,0.0114439,0.0106615,0.00978943,0.00915862,0.00779197,0.00427215,0.00339732,0.00286878,0.00294427,0.00255515,0.00221231,0.0017044,0.00177818,0.00178182,0.00170954,0.00124363,0.00116351,0.000416441,0.00102168,0.000941374,0.000684464,0.000236907,9.27874e-05,
220,0.0465819,0.0497195,0.0518835,0.0577045,0.0573573,0.0569123,0.0583178,0.0496023,0.0508204,0.0537788,0.0529641,0.0540358,0.0536734,0.0552975,0.0481067,0.0477165,0.0502079,0.0411524,0.0456262,0.0427265,0.0414457,0.0372591,0.0227552,0.0186763,0.0151664,0.0149879,0.0112551,0.0108735,0.0103207,0.00971313,0.00887348,0.00763358,0.00366424,0.00261343,0.00255257,0.00232055,0.00218134,0.00176984,0.00151524,0.00100286,0.00129892,0.00109351,0.000959664,0.000901949,0.000145737,0.00092514,0.000582671,0.000405064,0.000234605,8.968e-05,
230,0.0565648,0.0575605,0.0472152,0.0500355,0.0539991,0.0523892,0.0553375,0.0535934,0.0554742,0.0470302,0.0477114,0.0501177,0.0463203,0.0526299,0.0501951,0.0580677,0.0422268,0.0412194,0.0423626,0.0422365,0.0582274,0.0315599,0.0223745,0.0186763,0.0128548,0.0110567,0.0109158,0.0102891,0.00632885,0.00932053,0.0084199,0.00687671,0.00331237,0.00225303,0.00209738,0.00181133,0.00155191,0.00121458,0.00109078,0.000667606,0.000877683,0.000746442,0.0008202,0.000873442,0.000716327,0.000508484,0.000395677,0.000229589,0.000110538,8.84037e-05,
240,0.0526424,0.0556723,0.0526822,0.0547336,0.0478205,0.0480539,0.0503932,0.0466113,0.0536687,0.0576579,0.057654,0.0489617,0.0571572,0.0476558,0.0417031,0.0579573,0.050308,0.053894,0.0394286,0.044018,0.0415154,0.0293597,0.0222852,0.0176882,0.0134047,0.0109158,0.0105563,0.0101508,0.00913614,0.00805344,0.00676942,0.00276008,0.00215063,0.00169603,0.00194181,0.00150697,0.000721685,0.000790703,0.000810102,0.000677366,0.000489955,0.000600154,0.000632559,0.000499174,0.000583463,0.000473538,0.000385871,0.000222759,9.90993e-05,8.71964e-05,
250,0.0474284,0.0491477,0.0473862,0.0533792,0.0578196,0.0569098,0.0487694,0.0576504,0.0552605,0.0548066,0.0581506,0.0397051,0.0536466,0.0473622,0.0502203,0.0515911,0.0484642,0.0532806,0.0435385,0.03769,0.040007,0.0239739,0.0222777,0.0173025,0.0116202,0.0102608,0.010454,0.0101261,0.00871105,0.00724886,0.00650592,0.00266581,0.00179879,0.00125143,0.000928416,0.000869455,0.00067606,0.000480675,0.000642459,0.000564094,0.000494108,0.000443185,0.000457102,0.000441515,0.000405669,0.00036924,0.000356063,0.000217075,7.94162e-05,8.51416e-05,
260,0.0571898,0.0492649,0.0574794,0.0555058,0.0548945,0.0583392,0.0367012,0.0528895,0.0472676,0.0499627,0.0526813,0.0525746,0.0527763,0.0578884,0.0491565,0.0471837,0.0455938,0.04805,0.0434905,0.0396341,0.0349296,0.0209986,0.0222269,0.0172055,0.0103661,0.0103423,0.010137,0.0101183,0.00831837,0.00670219,0.00590455,0.00252309,0.00158925,0.00060065,0.000749671,0.000514928,0.000401058,0.00049079,0.000361595,0.000420956,0.000435618,0.000208674,0.000397683,0.00035658,0.000347933,0.000338782,0.000265334,0.000203633,7.96975e-05,6.48374e-05,
270,0.0581603,0.0317328,0.0525344,0.0465595,0.051011,0.0534107,0.0531545,0.0521599,0.0578547,0.0478102,0.0571174,0.0573934,0.0485575,0.043874,0.0490245,0.0542848,0.055093,0.0472231,0.0389545,0.0346824,0.0436393,0.0222235,0.0164848,0.0171247,0.00994739,0.0108096,0.00989585,0.00955099,0.00800223,0.00653275,0.00535982,0.00175311,0.00103738,0.000568332,0.000578682,0.000435883,0.000412763,0.000307719,0.000276522,0.000378554,0.000214506,0.000304861,0.000257123,0.000279896,0.000252927,0.000214074,0.000143979,0.000190965,7.87945e-05,5.8189e-05,
280,0.0537051,0.0535581,0.0512265,0.0571887,0.0460419,0.0573282,0.0574558,0.0481857,0.0451084,0.0485955,0.0551962,0.0568081,0.0584399,0.0500188,0.0484785,0.0472736,0.0525255,0.0438834,0.0374013,0.0327038,0.032914,0.0222256,0.0130439,0.0154073,0.010417,0.00978823,0.00950658,0.00899299,0.00746604,0.00535438,0.00536345,0.00171743,0.000407004,0.000410631,0.000336875,0.000309383,0.000162454,0.000249711,0.000239583,0.000247904,0.000237105,0.000174158,0.000203824,0.000151253,0.000177196,0.000169651,0.000131595,0.000100876,7.71495e-05,5.39743e-05,
290,0.0572289,0.0571971,0.0485634,0.0444891,0.0471176,0.05561,0.0571268,0.0588547,0.0539051,0.0482884,0.048986,0.053731,0.0514058,0.0506028,0.0415029,0.0575775,0.0473715,0.0525609,0.0375904,0.030257,0.0315113,0.0222053,0.0150183,0.0126198,0.0100453,0.00906946,0.00925232,0.00832894,0.00622433,0.00535179,0.00535307,0.00166207,0.000326076,0.000291422,0.0001807,0.000249722,0.000198559,0.000197606,0.000120487,0.000136581,3.7682e-05,0.000115981,0.000126886,0.00016428,0.000108446,0.000137602,0.000128,7.55327e-05,6.85898e-05,5.00075e-05,
300,0.0557543,0.0569311,0.0591321,0.0535743,0.0564061,0.0490186,0.0532204,0.0515149,0.0505148,0.0574385,0.057508,0.0436125,0.0508614,0.0426428,0.0482734,0.0485473,0.0479686,0.0465594,0.0334654,0.0382054,0.0288745,0.0222008,0.0146672,0.0123364,0.00946789,0.00950804,0.00881527,0.00687242,0.00600159,0.00496755,0.00503648,0.00132954,0.000290704,0.000190307,0.000166042,0.00010978,9.99063e-05,0.00012376,0.000111015,0.000100573,7.2712e-05,9.4429e-05,0.00012351,8.78453e-05,9.9352e-05,9.56491e-05,7.54702e-05,2.57751e-05,5.96497e-05,4.09392e-05,
310,0.0492549,0.0514838,0.0524053,0.0498832,0.0571527,0.0577795,0.0557885,0.0561373,0.0422628,0.0480311,0.0464231,0.0486679,0.0472013,0.0560991,0.0591654,0.0539278,0.0431916,0.0509091,0.0354956,0.0400514,0.0267872,0.0222221,0.013711,0.0119841,0.00904231,0.00914037,0.00872548,0.00663909,0.00586064,0.00486155,0.00461785,0.00120636,0.000201692,0.000133322,9.63818e-05,9.30119e-05,5.16099e-05,0.000115384,8.13358e-05,7.8454e-05,4.31449e-05,5.44532e-05,3.11787e-05,6.19521e-05,4.50728e-05,7.28717e-05,6.27283e-05,4.24215e-05,3.44186e-05,2.48557e-05,
320,0.0575546,0.0551295,0.055607,0.0397584,0.0471259,0.046926,0.0478075,0.0474669,0.0564259,0.0592977,0.0542776,0.05203,0.0495569,0.0497549,0.0521458,0.0403407,0.0411617,0.0498662,0.056801,0.0275178,0.0222099,0.0213922,0.0138076,0.012537,0.00884332,0.00907682,0.00872548,0.00606981,0.00574221,0.00409912,0.00371682,0.000935357,0.000157724,8.70655e-05,4.19953e-05,7.20161e-05,6.79071e-05,4.62055e-05,4.18499e-05,2.85293e-05,4.96106e-05,1.63901e-05,5.50407e-05,3.62364e-05,4.09291e-05,3.46944e-05,2.934e-05,1.20486e-05,2.57919e-05,2.20784e-05,
330,0.0479811,0.0499766,0.047608,0.0552681,0.0590455,0.0542819,0.0525394,0.0494395,0.0490582,0.0525264,0.0401365,0.0402174,0.0518753,0.0565652,0.0576457,0.0456875,0.0550887,0.0548108,0.0384679,0.0222655,0.0209947,0.0134316,0.0123891,0.0111271,0.00874979,0.00871861,0.00794851,0.0053659,0.00534709,0.00389096,0.00346458,0.000816139,0.00012677,8.70655e-05,8.03946e-05,4.54694e-05,3.85139e-05,4.28005e-05,1.92296e-05,3.79202e-05,2.76628e-06,3.61029e-05,2.67373e-05,2.53215e-05,2.34384e-05,2.2106e-05,1.49734e-05,2.05552e-05,1.86545e-05,1.10467e-05,
340,0.0539589,0.0531539,0.0496929,0.0495519,0.0523805,0.0384188,0.0372897,0.0514088,0.0570727,0.056989,0.0496952,0.0552935,0.0534537,0.0535389,0.0495671,0.0458782,0.0595775,0.0480933,0.0363059,0.0222136,0.0216043,0.0132941,0.0107681,0.0120765,0.00768218,0.00781734,0.00843673,0.00497443,0.00329789,0.00311836,0.0027206,0.000656798,7.27039e-05,4.98409e-05,5.11983e-05,5.08543e-05,3.79202e-05,3.60872e-05,3.64479e-05,2.6153e-05,1.7053e-05,1.52153e-05,1.21142e-05,1.48403e-05,8.18019e-06,1.00469e-05,1.33809e-05,1.36269e-05,1.72306e-06,9.50793e-06,
350,0.0366265,0.036565,0.0518343,0.0578564,0.0567915,0.0504875,0.0560933,0.0542284,0.0533118,0.0498314,0.0476315,0.0591926,0.052074,0.0474979,0.0544726,0.0497988,0.0461633,0.0527702,0.0353575,0.0165632,0.0222023,0.0124072,0.0141975,0.00869638,0.00714688,0.00696775,0.00602262,0.00468982,0.00285674,0.00235367,0.00228514,0.00055532,5.32141e-05,4.03344e-05,2.87166e-05,3.77377e-05,2.30243e-05,2.96602e-05,1.72129e-05,1.27277e-05,1.48403e-05,9.70593e-06,8.11533e-06,1.27891e-05,1.00845e-05,1.0848e-05,8.12658e-06,7.33367e-06,6.45706e-06,1.25012e-06,
360,0.0505425,0.055874,0.0545489,0.0533068,0.0494081,0.0482078,0.0591336,0.0526467,0.0461627,0.0547027,0.0490837,0.0460175,0.0522094,0.0511799,0.0573499,0.056965,0.0375091,0.0331848,0.0344636,0.0222163,0.0126068,0.0128883,0.0142063,0.00855981,0.00702748,0.00635905,0.00537975,0.00421205,0.00220864,0.00209754,0.000751468,0.000299516,4.31823e-05,3.69576e-05,2.87715e-05,1.25382e-06,2.46575e-05,1.7764e-05,1.17633e-05,1.36548e-05,1.13102e-05,9.70593e-06,6.9646e-06,8.73362e-06,7.62528e-06,5.52597e-06,7.64378e-06,6.02818e-06,5.55746e-06,1.1563e-06,
370,0.0486016,0.0591534,0.0523601,0.04564,0.0543395,0.0545187,0.0465392,0.0522543,0.0517011,0.0569784,0.0573599,0.0559964,0.0525436,0.0502236,0.0320129,0.0348411,0.0494909,0.0509478,0.0390553,0.0222018,0.0119452,0.0127777,0.008535,0.00851239,0.00712593,0.00485932,0.00452279,0.0040377,0.00193676,0.00196086,0.000709318,0.000298269,2.29543e-05,2.89372e-05,8.24789e-06,4.31823e-05,1.13102e-05,9.70593e-06,7.20679e-06,5.54973e-06,7.80264e-06,5.87117e-07,5.52597e-06,1.15235e-06,4.28047e-06,3.02139e-06,4.82733e-06,3.53872e-06,4.60022e-06,9.45322e-07,
380,0.0548942,0.0464035,0.0520922,0.0517718,0.0577518,0.0574565,0.0565219,0.0532974,0.053608,0.047878,0.0344408,0.0470506,0.0516308,0.059248,0.0447824,0.0511794,0.0508717,0.0382103,0.032127,0.0222071,0.0123929,0.0108212,0.00821344,0.00749769,0.00715175,0.00475599,0.00420901,0.00386261,0.00154682,0.0011423,0.000446412,0.000129094,4.49571e-05,1.13102e-05,1.45727e-05,7.57844e-06,7.49051e-06,7.20679e-06,4.87522e-06,5.56999e-06,5.16037e-06,4.48778e-06,4.28047e-06,3.31718e-06,1.14138e-06,2.58174e-06,5.57625e-07,2.40662e-06,9.98173e-07,7.8678e-07,
390,0.058034,0.0571432,0.0544982,0.0529403,0.0450117,0.0336477,0.0489739,0.0504733,0.0590727,0.0546824,0.0480609,0.0457307,0.0515311,0.0503466,0.0509623,0.0520478,0.0570599,0.0338669,0.0319878,0.0222101,0.0130849,0.00809274,0.00676223,0.0077933,0.00928677,0.00470272,0.00359998,0.00384868,0.0011277,0.000779852,0.00024739,3.00968e-05,3.0536e-05,2.01768e-05,4.48256e-06,5.95595e-06,5.16037e-06,1.12927e-05,7.20679e-06,4.08753e-06,4.28047e-06,8.14098e-07,3.31718e-06,1.9045e-06,1.76207e-06,1.57376e-06,6.9543e-07,6.65643e-07,6.2093e-07,5.3876e-07,
400,0.0313106,0.0476801,0.0488461,0.0591169,0.0549204,0.0486944,0.0464422,0.0513422,0.050118,0.0508831,0.0533409,0.0569791,0.0581292,0.0566608,0.0545019,0.0449626,0.0508273,0.0330084,0.0335022,0.0222219,0.0138341,0.0100816,0.00780683,0.00826961,0.00660611,0.00472319,0.00309865,0.00313607,0.000726507,0.000395577,0.000238719,2.16879e-05,9.33321e-06,1.3809e-06,7.20679e-06,2.97945e-05,3.51098e-06,5.98833e-06,4.41372e-06,4.10806e-06,4.08753e-06,2.7066e-06,1.57376e-06,8.41396e-07,6.97975e-07,8.43268e-07,5.93929e-07,5.63074e-07,5.32811e-07,5.30701e-07,
410,0.0474907,0.0475737,0.0496383,0.0502436,0.0518256,0.0538385,0.0563386,0.0583677,0.0567668,0.054089,0.0597357,0.0499291,0.048339,0.0443718,0.0366051,0.0538903,0.0482983,0.0369896,0.026922,0.0227987,0.0132394,0.0109285,0.00779084,0.00780159,0.00609907,0.00451035,0.00288454,0.00259838,0.000349575,0.000168506,0.000126528,2.31542e-05,1.39181e-05,2.97945e-05,9.63064e-06,3.4978e-06,3.0285e-06,3.51098e-06,4.00857e-06,2.4668e-06,2.18729e-06,1.80667e-06,1.51378e-06,6.09257e-07,8.57716e-07,5.80254e-07,5.91555e-07,5.36255e-07,5.31669e-07,5.55964e-07,
420,0.0550829,0.0566777,0.0587267,0.0528357,0.0532076,0.0594149,0.0468282,0.0489621,0.0471275,0.0460157,0.0532066,0.0566519,0.0526586,0.0354967,0.0462413,0.0475963,0.0515436,0.0305721,0.030841,0.0223841,0.0126259,0.0102098,0.00708069,0.00633391,0.00404926,0.00284516,0.00284266,0.00196755,0.000104609,2.61008e-05,0.000136149,2.51049e-05,5.63187e-06,1.87845e-05,1.22287e-05,6.05131e-06,3.0285e-06,2.44911e-06,2.34826e-06,1.62305e-06,1.53618e-06,2.38467e-06,8.99305e-07,5.29147e-07,5.67052e-07,5.94078e-07,5.35493e-07,6.02986e-07,6.27518e-07,5.30234e-07,
