l,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
param_0,0.114284,0.081315,0.0846573,0.0818478,0.0817053,0.0808231,0.0822295,0.0822643,0.0822643,0.0786408,0.0807273,0.0810409,0.0800491,0.079752,0.0803312,0.0803312,0.0796511,0.0798418,0.0800096,0.0803463,0.0801845,0.0801215,0.0800795,0.0800795,0.0801682,0.0800219,0.0801719,0.0801007,0.0800996,0.0801074,0.0800821,0.0800793,0.0800793,0.0800793,0.0800957,0.0800871,0.0800819,0.0800871,0.0800832,0.0800807,0.0800846,0.0800883,0.0800883,0.0800837,0.0800872,0.0800845,0.0800838,0.0800867,0.0800849,0.0800848,
param_1,0.292261,0.0537497,0.05351,0.0533496,0.0552142,0.0539113,0.0534083,0.0525738,0.0525738,0.0551533,0.0540755,0.0545839,0.0552179,0.0547311,0.0550371,0.0550371,0.0551938,0.0549553,0.0549314,0.0548917,0.0549372,0.0549683,0.0549442,0.0549442,0.0549111,0.0549847,0.0549146,0.0549383,0.0549581,0.0549315,0.0549665,0.0549621,0.0549621,0.0549621,0.0549512,0.0549592,0.0549599,0.0549592,0.0549578,0.0549598,0.0549576,0.0549573,0.0549569,0.0549594,0.0549581,0.0549588,0.054959,0.0549575,0.0549585,0.0549582,
