mc_step,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
200,0.014,0.014,0.014,0.014,0.014,0.014,0.0139048,0.014,0.0138901,0.014,0.0134949,0.014,0.014,0.014,0.0139048,0.014,0.014,0.014,0.0139099,0.014,0.013901,0.013899,0.014,0.014,0.0138969,0.014,0.014,0.0137701,0.0138824,0.014,0.0138077,0.0137917,0.013802,0.0134949,0.0136262,0.0137849,0.013633,0.0135604,0.013697,0.0128119,0.0125981,0.0130323,0.0126022,0.0124112,0.0116289,0.0114757,0.01,0.0111028,0.01,0.01,0.00841176,0.01,0.01,0.00925253,0.01,0.00806977,0.01,0.00842308,0.009,0.00821569,0.00832692,0.0074375,0.00807407,0.00813043,0.00836893,0.00802062,0.00894505,0.00822018,0.00857447,0.00777358,0.00785965,0.00760465,0.00761446,0.00784615,0.00764486,0.00905376,0.00716106,0.00738453,0.00499989,0.0048736,0.00326705,0.00349884,0.00227168,0.00208343,0.00134664,0.00149688,0.000924056,0.0010519,0.000595588,0.000692015,0.00042833,0.000437688,0.000334158,0.000296764,0.000198267,0.00020495,0.00013049,0.000148515,8.9609e-05,8.76385e-05,
400,0.0192,0.0196,0.0194495,0.0196,0.0194444,0.0196,0.0194667,0.0196,0.0188674,0.0196,0.0187668,0.0194495,0.0194824,0.0196,0.0192092,0.0194478,0.0193143,0.0196,0.0193348,0.0196,0.019204,0.0194586,0.0194542,0.0193308,0.019303,0.0194716,0.0191962,0.0192782,0.0190229,0.0193172,0.0191954,0.0193083,0.0187477,0.0182441,0.0183669,0.0182385,0.0176595,0.0172003,0.013697,0.0164953,0.0144879,0.0144205,0.0112252,0.0137333,0.00979273,0.0123501,0.00875728,0.0111028,0.01,0.00775,0.00841176,0.00739623,0.01,0.00612643,0.00871698,0.00580336,0.00904762,0.00576316,0.009,0.00484293,0.00703162,0.00481597,0.00717695,0.0051,0.00740262,0.00523287,0.00713867,0.00515244,0.00640114,0.00405169,0.00578968,0.00457815,0.00546191,0.00501827,0.00487454,0.0053591,0.00440444,0.00412705,0.0034285,0.00323197,0.00252784,0.00226559,0.00168956,0.0015145,0.00114144,0.00110296,0.000697792,0.000692216,0.000545636,0.000509633,0.000381127,0.000346717,0.000304152,0.000243812,0.000177419,0.000179481,0.000111044,0.000126086,7.74801e-05,7.75731e-05,
600,0.02688,0.02744,0.0272292,0.02744,0.0270501,0.02744,0.0269026,0.0272198,0.0259704,0.02744,0.0259019,0.0272292,0.0270744,0.02744,0.0265008,0.027227,0.0268612,0.02744,0.026888,0.02744,0.0263036,0.027242,0.0270432,0.0270631,0.0263285,0.0268226,0.0261363,0.0265878,0.0256413,0.0266726,0.0257102,0.0268405,0.0249076,0.0244408,0.0183669,0.0221142,0.0176595,0.0203413,0.0149047,0.0164953,0.0182945,0.012537,0.0126638,0.0137333,0.0112388,0.0105175,0.0101713,0.0111028,0.0113,0.00775,0.00908471,0.0066566,0.00924752,0.00612643,0.00739127,0.00472081,0.0077551,0.00479252,0.00805263,0.00364373,0.00515652,0.00332739,0.00505201,0.00328898,0.00485108,0.00337668,0.00437946,0.00322144,0.00424496,0.00254677,0.00350483,0.00261163,0.00334335,0.00250417,0.00265336,0.00235176,0.00239797,0.00206353,0.00205031,0.00174983,0.00147321,0.00118149,0.00107235,0.00073943,0.000819276,0.000642802,0.000518762,0.000393398,0.000387401,0.000315973,0.000301436,0.00020803,0.000254163,0.000161557,0.00014924,0.000123073,0.000111044,0.000100869,7.74801e-05,6.59015e-05,
800,0.0373366,0.037409,0.037529,0.0379079,0.0370746,0.037576,0.0371608,0.0369369,0.0358639,0.0381272,0.0354698,0.037587,0.0371079,0.037576,0.0366104,0.036934,0.0376056,0.0373707,0.0373716,0.0373293,0.0356016,0.036944,0.0373196,0.037347,0.0356062,0.0367046,0.0352152,0.0354504,0.0349117,0.034841,0.0350332,0.0341134,0.0338939,0.0257377,0.0239363,0.0221142,0.0211539,0.0203413,0.0184985,0.0164953,0.0208166,0.012537,0.0148571,0.0137333,0.0128411,0.00973132,0.0118698,0.00947744,0.0123021,0.00730479,0.00908471,0.0066566,0.00924752,0.00540816,0.00739127,0.0037242,0.00670542,0.00405229,0.00617368,0.00337873,0.00485573,0.00296266,0.00451965,0.00254512,0.00427444,0.00232057,0.0032417,0.00225813,0.00284413,0.00175727,0.0026194,0.00161672,0.00216578,0.00154855,0.00178499,0.00131326,0.00158896,0.00123403,0.00125504,0.00106376,0.00104054,0.000738102,0.000707754,0.000517601,0.000632557,0.000426279,0.000393167,0.000292238,0.000361575,0.00022617,0.000240063,0.00014866,0.00020333,0.000126168,0.000137132,9.63633e-05,0.000111044,7.74597e-05,7.74801e-05,6.15951e-05,
1000,0.0509011,0.0507283,0.0516779,0.0524001,0.051163,0.0522306,0.0512589,0.0509945,0.0490526,0.0526654,0.0488606,0.0499129,0.0492023,0.0517895,0.0505505,0.0513228,0.0522391,0.0509348,0.0503938,0.0508113,0.0491373,0.0476167,0.0509026,0.0497681,0.0485656,0.0484996,0.0462243,0.0452449,0.0475464,0.0443765,0.0435149,0.0393116,0.0426095,0.0289888,0.0293736,0.0240841,0.0270453,0.0203413,0.0223929,0.0164953,0.0241186,0.012537,0.0167886,0.0137333,0.0148004,0.00973132,0.0129467,0.00947744,0.011545,0.00680887,0.00908471,0.00606491,0.00924752,0.00540816,0.00739127,0.00353083,0.00670542,0.00345511,0.00568493,0.00281344,0.00485573,0.00246439,0.00421507,0.00233774,0.00359953,0.00181226,0.0029339,0.0016187,0.00231552,0.00139886,0.00198497,0.00133957,0.00180057,0.00106187,0.0016155,0.0010194,0.00118504,0.000878417,0.000903627,0.000733994,0.000797404,0.00054873,0.000597659,0.000401782,0.000575384,0.000299283,0.000323271,0.000196597,0.000294947,0.00016382,0.000219486,0.000120493,0.000186142,0.000109264,0.000127617,7.63348e-05,0.000111044,6.62711e-05,7.74801e-05,5.43357e-05,
1200,0.0682674,0.0694667,0.0703989,0.0700154,0.0695399,0.0690264,0.0689408,0.0702715,0.0666917,0.0716458,0.0674468,0.0673315,0.0668543,0.0714997,0.0701829,0.0678001,0.070121,0.0675948,0.0683604,0.067372,0.0653179,0.0638347,0.0665505,0.0648067,0.0657224,0.0637274,0.0609017,0.0585109,0.0592874,0.0542959,0.0527013,0.0432428,0.049427,0.0315978,0.0330597,0.0265908,0.0309089,0.0226966,0.0267459,0.0164953,0.0256513,0.0143164,0.0183742,0.0125092,0.0160954,0.0106296,0.0129467,0.0100797,0.011545,0.00758702,0.00908471,0.0057445,0.00924752,0.00513478,0.00739127,0.00353083,0.00670542,0.00345511,0.00532589,0.00281344,0.00429658,0.00232776,0.00364454,0.00199981,0.00320744,0.00163103,0.00255588,0.00147369,0.00204816,0.0011707,0.00182618,0.00108505,0.00153395,0.000734457,0.00146919,0.000787325,0.00101267,0.000577494,0.00074872,0.000502282,0.000678232,0.000415827,0.000552123,0.000321425,0.000491692,0.000262704,0.000323271,0.000174846,0.000266884,0.000133083,0.000219486,9.59171e-05,0.000186142,0.000101373,0.000136125,7.07101e-05,9.994e-05,6.26025e-05,7.1771e-05,5.07133e-05,
1400,0.0913603,0.0914158,0.0957704,0.093071,0.0925835,0.0895934,0.0928887,0.0923569,0.0887915,0.0959176,0.0880358,0.086569,0.0863863,0.0942629,0.0909729,0.084101,0.0948303,0.088229,0.0885087,0.0885461,0.0809695,0.0832567,0.0894389,0.0809735,0.085582,0.077417,0.0783778,0.0702131,0.0722229,0.0609619,0.0623251,0.048528,0.0612895,0.0331777,0.0374223,0.0265908,0.0370907,0.0242853,0.0305421,0.0164953,0.0280416,0.0143164,0.0200552,0.0132645,0.0160954,0.0106296,0.0156406,0.0100797,0.011545,0.00758702,0.00908471,0.00527263,0.00924752,0.00473695,0.00739127,0.00328159,0.00670542,0.00345511,0.00532589,0.00281344,0.00429658,0.00232776,0.00364454,0.00199981,0.00288669,0.00143595,0.00221669,0.00147369,0.00204816,0.00108676,0.00182618,0.00090421,0.00142892,0.000665137,0.00127235,0.000590899,0.000901472,0.000496173,0.00074872,0.000467122,0.00064004,0.000329232,0.000499354,0.000265268,0.000491692,0.000224729,0.000323271,0.000159642,0.000266884,0.000133083,0.000219486,9.59171e-05,0.000186142,9.55491e-05,0.000136125,7.07101e-05,9.994e-05,6.26025e-05,7.1771e-05,5.07133e-05,
1600,0.119157,0.122808,0.129685,0.12314,0.123071,0.115673,0.123852,0.121522,0.118606,0.130068,0.113468,0.117262,0.115485,0.123888,0.11971,0.110507,0.123778,0.113437,0.111396,0.115198,0.106944,0.107309,0.115994,0.0976399,0.108104,0.0987989,0.0964047,0.0870643,0.0875171,0.0699737,0.076188,0.0538505,0.0674185,0.0331777,0.0430356,0.0289175,0.043728,0.0242853,0.0322788,0.0177072,0.0296439,0.0132615,0.0215138,0.0132645,0.0160954,0.0106296,0.0156406,0.0100797,0.0125238,0.00758702,0.00908471,0.00575933,0.00924752,0.00473695,0.00739127,0.003512,0.00625839,0.00327326,0.00448496,0.00281344,0.00358483,0.00232776,0.00345874,0.00199981,0.00288669,0.00143595,0.0019656,0.00123316,0.00204816,0.000978084,0.00162725,0.00090421,0.00142892,0.00061781,0.00120803,0.00053452,0.000844537,0.000444193,0.000670141,0.000467122,0.00064004,0.000284429,0.000499354,0.000265268,0.000398529,0.000201186,0.000323271,0.000159642,0.000266884,0.000119129,0.000219486,9.59171e-05,0.000169508,8.14871e-05,0.00011979,7.07101e-05,9.994e-05,5.1665e-05,7.1771e-05,5.07133e-05,
1800,0.153167,0.160122,0.174875,0.164027,0.163508,0.151427,0.157748,0.159715,0.158052,0.170378,0.151979,0.153717,0.150503,0.161865,0.154722,0.144382,0.164205,0.152579,0.137951,0.14759,0.128333,0.137968,0.146994,0.119861,0.128414,0.121689,0.122113,0.105269,0.100179,0.0794796,0.08914,0.061928,0.0674185,0.0360807,0.0485944,0.032977,0.043728,0.0242853,0.0338928,0.0177072,0.0296439,0.0132615,0.022948,0.0132645,0.0176746,0.0106296,0.0174281,0.0100797,0.0125238,0.00758702,0.00957388,0.00575933,0.00809387,0.00473695,0.00661482,0.003512,0.00625839,0.00327326,0.00424032,0.0023758,0.00381232,0.00209498,0.00345874,0.00170724,0.00271123,0.00143595,0.0017956,0.00132461,0.00204816,0.000978084,0.00162725,0.000818265,0.0013188,0.00061781,0.0011275,0.000489508,0.000778443,0.000412113,0.000631644,0.000442444,0.000564469,0.000284429,0.000499354,0.000265268,0.000366979,0.000179133,0.000323271,0.000146198,0.000248045,0.000130312,0.000187948,9.59171e-05,0.000169508,8.14871e-05,0.00011979,6.4319e-05,9.994e-05,5.1665e-05,7.1771e-05,4.3586e-05,
2000,0.198233,0.207492,0.221861,0.21015,0.220569,0.192698,0.202958,0.204993,0.209345,0.214966,0.187441,0.200424,0.189605,0.203985,0.20521,0.174633,0.213282,0.180621,0.180117,0.175224,0.163951,0.160692,0.167109,0.141551,0.155859,0.13808,0.152822,0.11973,0.118707,0.0897302,0.105498,0.066257,0.0765772,0.0393817,0.0567311,0.032977,0.0482793,0.0242853,0.0365053,0.0177072,0.0324523,0.0132615,0.0259762,0.0132645,0.0176746,0.0106296,0.0174281,0.0100797,0.0125238,0.00758702,0.00957388,0.00575933,0.00863346,0.00473695,0.00661482,0.003512,0.00625839,0.00308522,0.00424032,0.0023758,0.00359765,0.00189628,0.00325833,0.00170724,0.00271123,0.00143595,0.00166329,0.00119845,0.00190131,0.000978084,0.00152264,0.000818265,0.0013188,0.00061781,0.00100431,0.00046184,0.000729974,0.000445433,0.000679946,0.000416259,0.000508022,0.000251082,0.000499354,0.000218788,0.000393731,0.000179133,0.000323271,0.000146198,0.000228011,0.000130312,0.000187948,9.59171e-05,0.000157265,8.14871e-05,0.000128544,6.4319e-05,9.13737e-05,5.1665e-05,7.1771e-05,4.7211e-05,
