mc_step,l = 0_gamma,l = 0_delta_gamma,l = 1_gamma,l = 1_delta_gamma,l = 2_gamma,l = 2_delta_gamma,l = 3_gamma,l = 3_delta_gamma,l = 4_gamma,l = 4_delta_gamma,l = 5_gamma,l = 5_delta_gamma,l = 6_gamma,l = 6_delta_gamma,l = 7_gamma,l = 7_delta_gamma,l = 8_gamma,l = 8_delta_gamma,l = 9_gamma,l = 9_delta_gamma,l = 10_gamma,l = 10_delta_gamma,l = 11_gamma,l = 11_delta_gamma,l = 12_gamma,l = 12_delta_gamma,l = 13_gamma,l = 13_delta_gamma,l = 14_gamma,l = 14_delta_gamma,l = 15_gamma,l = 15_delta_gamma,l = 16_gamma,l = 16_delta_gamma,l = 17_gamma,l = 17_delta_gamma,l = 18_gamma,l = 18_delta_gamma,l = 19_gamma,l = 19_delta_gamma,l = 20_gamma,l = 20_delta_gamma,l = 21_gamma,l = 21_delta_gamma,l = 22_gamma,l = 22_delta_gamma,l = 23_gamma,l = 23_delta_gamma,l = 24_gamma,l = 24_delta_gamma,l = 25_gamma,l = 25_delta_gamma,l = 26_gamma,l = 26_delta_gamma,l = 27_gamma,l = 27_delta_gamma,l = 28_gamma,l = 28_delta_gamma,l = 29_gamma,l = 29_delta_gamma,l = 30_gamma,l = 30_delta_gamma,l = 31_gamma,l = 31_delta_gamma,l = 32_gamma,l = 32_delta_gamma,l = 33_gamma,l = 33_delta_gamma,l = 34_gamma,l = 34_delta_gamma,l = 35_gamma,l = 35_delta_gamma,l = 36_gamma,l = 36_delta_gamma,l = 37_gamma,l = 37_delta_gamma,l = 38_gamma,l = 38_delta_gamma,l = 39_gamma,l = 39_delta_gamma,l = 40_gamma,l = 40_delta_gamma,l = 41_gamma,l = 41_delta_gamma,l = 42_gamma,l = 42_delta_gamma,l = 43_gamma,l = 43_delta_gamma,l = 44_gamma,l = 44_delta_gamma,l = 45_gamma,l = 45_delta_gamma,l = 46_gamma,l = 46_delta_gamma,l = 47_gamma,l = 47_delta_gamma,l = 48_gamma,l = 48_delta_gamma,l = 49_gamma,l = 49_delta_gamma,
110,0.960666,0.394885,0.802912,0.422332,0.128068,0.608658,0.23821,0.559251,0.50676,0.494402,0.517349,0.639638,0.517808,0.800603,0.95656,0.542603,0.62638,0.982167,0.482238,0.667858,0.684995,0.390114,0.974724,0.808724,0.814902,0.711548,0.754738,0.302113,0.403572,0.394285,0.653263,0.690364,0.955457,0.838563,0.0781202,0.706071,0.201118,0.775937,0.565289,0.401498,0.168275,0.532992,0.0742096,0.706532,0.435821,0.276735,0.0908138,0.49391,0.643977,0.170214,0.441182,0.156883,0.245278,0.205319,0.000333211,0.699834,0.199259,0.216231,0.159264,0.209445,0.736359,0.0592908,1.42314e-06,0.780512,0.369619,0.115099,0.099602,0.206679,0.0148254,0.305657,0.635577,0.0481662,0.867814,0.00145057,0.699082,0.0138731,0.690769,0.013006,0.230865,0.0986035,0.194368,0.105081,0.352465,0.0607126,0.0809701,0.152811,0.00646293,0.213458,0.00699842,0.212211,0.384043,0.0198977,0.0975694,0.105292,0.166748,0.0535844,0.0553835,0.069278,0.0990234,0.0466873,
120,0.502114,0.626605,0.560761,0.842243,0.930151,0.578355,0.639984,0.988497,0.505382,0.685174,0.120827,0.61279,0.998892,0.801342,0.798722,0.745818,0.821385,0.382522,0.454461,0.36747,0.662901,0.672768,0.952096,0.826292,0.986447,0.422755,0.200044,0.790365,0.765796,0.3348,0.0797763,0.705614,0.0571358,0.665721,0.559132,0.378195,0.69181,0.385872,0.512341,0.494249,0.230203,0.591597,0.182691,0.519387,0.0521396,0.492849,0.418024,0.261358,0.643471,0.156742,0.000333211,0.686164,0.233943,0.195474,0.168674,0.177723,1.42314e-06,0.780512,0.433591,0.109283,0.137026,0.191302,0.722382,0.0377737,0.369619,0.0867787,0.072306,0.195409,0.858138,0.000779333,0.594399,0.0366957,0.00379261,0.280412,0.681338,0.00235645,0.652371,0.00544325,0.35103,0.0590312,0.208975,0.0796896,0.0765457,0.14618,0.190565,0.0948408,0.00699842,0.211541,0.00683425,0.210068,0.381831,0.0198977,0.0970733,0.104564,0.166054,0.0532309,0.0554418,0.0690453,0.0988012,0.0471152,
130,0.117381,0.648118,0.980832,0.794003,0.816786,0.763481,0.812207,0.390783,0.477615,0.341619,0.689942,0.65547,0.910538,0.855334,0.989692,0.456092,0.231377,0.868263,0.744145,0.348274,0.101405,0.723515,0.102309,0.648217,0.594821,0.366484,0.680293,0.363568,0.491876,0.473295,0.538466,0.846155,0.640045,0.993202,0.56137,0.683285,0.907157,0.577237,0.499517,0.61848,0.216996,0.566211,0.169162,0.499732,0.414919,0.260605,0.0268027,0.47059,0.631109,0.108724,0.000333211,0.672682,1.42314e-06,0.780985,0.213629,0.171585,0.408731,0.0839887,0.129586,0.165612,0.137026,0.160409,0.715078,0.00417541,0.846111,0.000779333,0.0645091,0.189098,0.579157,0.0211191,0.360097,0.04172,0.659807,0.00235645,0.0030285,0.258648,0.63968,0.000357942,0.075757,0.144263,0.174765,0.087714,0.00699842,0.209358,0.343602,0.0434397,0.00719722,0.20887,0.206269,0.0765303,0.381831,0.0184439,0.0957667,0.103969,0.165686,0.0527269,0.055865,0.068812,0.0987122,0.0473149,
140,0.677041,0.652935,0.886897,0.823822,0.999363,0.436811,0.227185,0.853679,0.740622,0.349584,0.103406,0.702549,0.117242,0.666567,0.55766,0.365821,0.671636,0.366697,0.492572,0.461819,0.524567,0.852673,0.63628,0.958632,0.996799,0.814606,0.793967,0.37488,0.539948,0.728109,0.500496,0.61482,0.804985,0.785337,0.514245,0.340734,0.927479,0.585627,0.108489,0.671539,0.199405,0.551814,0.164525,0.474247,0.391626,0.244504,0.630795,0.110246,0.000333211,0.649118,0.00725292,0.453538,1.42314e-06,0.759854,0.200795,0.163095,0.101538,0.15063,0.397697,0.0722449,0.118719,0.13591,0.841051,0.000743027,0.696551,0.00417541,0.650734,0.000282785,0.0030285,0.254321,0.0496216,0.16381,0.63968,0.000357942,0.558238,0.0080508,0.00719722,0.201851,0.00738331,0.181489,0.343602,0.0400907,0.350171,0.035349,0.173295,0.0845037,0.20528,0.0758178,0.0728898,0.131632,0.38136,0.0167471,0.0947281,0.103969,0.165144,0.0520429,0.0561274,0.0685922,0.0985195,0.0473638,
150,0.141288,0.711127,0.120861,0.657421,0.588452,0.351997,0.668479,0.41975,0.538327,0.441556,0.516976,0.872265,0.605221,0.9573,0.991867,0.847239,0.783725,0.370512,0.537924,0.713618,0.517491,0.617128,0.80391,0.740969,0.706675,0.686625,0.93884,0.556828,0.89946,0.795391,0.993496,0.394696,0.129636,0.689042,0.702288,0.343985,0.570767,0.312434,0.228032,0.540805,0.212871,0.873942,0.177067,0.480859,0.37324,0.227533,0.000333211,0.552408,0.615737,0.0695722,1.42314e-06,0.709804,0.00185979,0.42323,0.181888,0.155985,0.823049,0.000743027,0.35301,0.0540435,0.69297,0.00417541,0.634452,0.000282785,0.101623,0.129029,0.00423505,0.2255,0.616083,0.000357942,0.104334,0.0826696,0.545359,0.00150075,0.00864145,0.184004,0.329097,0.0400907,0.00979591,0.168837,0.0709931,0.121487,0.0324433,0.142945,0.205032,0.0702926,0.344701,0.0300233,0.168947,0.0804881,0.380168,0.0160016,0.0944876,0.103132,0.164296,0.0510794,0.0561292,0.0682793,0.0982114,0.0474388,
160,0.527995,0.883336,0.611862,0.930612,0.986778,0.854151,0.779975,0.33043,0.584758,0.671228,0.520315,0.61377,0.826851,0.749677,0.70371,0.675244,0.957515,0.555943,0.859681,0.788176,0.998126,0.424777,0.15318,0.648735,0.710548,0.380881,0.562259,0.304724,0.251079,0.534903,0.199802,0.842462,0.61715,0.317597,0.144629,0.735383,0.687248,0.410257,0.586056,0.409709,0.0936737,0.629938,0.17817,0.486493,0.354477,0.19606,1.42314e-06,0.704075,0.000184776,0.54318,0.615361,0.0514016,0.000275621,0.398069,0.81674,0.000795062,0.145871,0.130774,0.685358,0.00221788,0.631911,0.000282785,0.566979,0.000357942,0.545359,0.00150075,0.00771416,0.214168,0.345746,0.0386915,0.0761503,0.127692,0.00864145,0.165813,0.201153,0.0698959,0.0204377,0.155483,0.325437,0.0129747,0.335945,0.0298146,0.166761,0.0693264,0.37518,0.0139163,0.0933819,0.0801666,0.0677302,0.120686,0.0933716,0.102999,0.0324433,0.142199,0.163538,0.0505088,0.0566924,0.0678134,0.0979556,0.0475384,
170,0.506795,0.60684,0.814978,0.730224,0.705584,0.683528,0.942524,0.566469,0.824317,0.752985,0.740656,0.30219,0.180523,0.690332,0.690471,0.420801,0.563875,0.322268,0.280303,0.543922,0.12635,0.83758,0.97056,0.866371,0.164856,0.690275,0.503263,0.892159,0.624649,0.945535,0.981976,0.421649,0.657272,0.407583,0.609612,0.644043,0.697218,0.385117,0.102982,0.655863,0.596152,0.340453,0.190586,0.460422,0.340153,0.174742,1.42314e-06,0.709979,0.000184776,0.546336,0.000275621,0.375178,0.787021,0.000795062,0.684159,0.000786948,0.603774,0.00862828,0.632882,0.00063871,0.56523,0.000357942,0.138416,0.0945606,0.542833,0.0016497,0.00771416,0.178832,0.305065,0.0312508,0.182545,0.0601071,0.0145556,0.156429,0.375142,0.0117193,0.320716,0.0185105,0.0201326,0.145114,0.0609724,0.119086,0.0641459,0.109272,0.0892918,0.102272,0.0299184,0.140221,0.318255,0.0129747,0.166761,0.0665072,0.0928824,0.0801666,0.16334,0.0499341,0.0569868,0.0674069,0.0974795,0.0476261,
180,0.750559,0.281563,0.173,0.695747,0.698987,0.454856,0.552408,0.341023,0.295608,0.535914,0.143989,0.838836,0.964817,0.86834,0.780054,0.779082,0.515463,0.893078,0.57328,0.936822,0.995279,0.428595,0.627411,0.401659,0.618522,0.6487,0.474304,0.629456,0.841873,0.730007,0.710123,0.620939,0.922295,0.555019,0.146438,0.70431,0.594595,0.331639,0.0817194,0.672646,0.680545,0.374711,0.188254,0.441559,0.297454,0.176005,1.42314e-06,0.693913,0.000184776,0.491534,0.000275621,0.370128,0.779612,0.000795062,0.667874,0.000786948,0.61273,0.00063871,0.573247,0.000158277,0.563187,0.000271542,0.534407,0.0016497,0.321787,0.0117193,0.126866,0.0874353,0.018062,0.14281,0.0160381,0.140453,0.285527,0.0144998,0.241404,0.0173424,0.0767588,0.0976299,0.316136,0.0129747,0.173415,0.0439591,0.0256993,0.137199,0.0330328,0.114012,0.0200426,0.140302,0.164837,0.0648016,0.0616304,0.106616,0.162356,0.0495525,0.0924154,0.0790237,0.0574995,0.0669996,0.097056,0.0476605,
190,0.131216,0.862926,0.954533,0.856111,0.809843,0.782379,0.527673,0.877429,0.557938,0.905807,0.976023,0.409047,0.587416,0.411637,0.611284,0.627916,0.505932,0.643802,0.80439,0.704512,0.705514,0.635858,0.923745,0.540271,0.655534,0.438859,0.155335,0.690973,0.105027,0.715592,0.645087,0.355741,0.157414,0.701563,0.615233,0.32645,0.614784,0.307704,0.227483,0.435938,0.755487,0.252246,0.254257,0.516111,0.288675,0.161588,1.42314e-06,0.700912,0.000184776,0.481771,0.000563378,0.36801,0.693155,6.78746e-05,0.657931,0.000786948,0.602632,0.000754125,0.551617,0.000158277,0.528563,0.0016497,0.514231,0.000271542,0.302867,0.0117182,0.271363,0.0144998,0.293664,0.0129747,0.0879159,0.0685856,0.0273883,0.114292,0.0204854,0.106504,0.0200426,0.118931,0.0245721,0.106601,0.1597,0.0597782,0.0628678,0.0854151,0.0585906,0.105118,0.240131,0.0207575,0.0320972,0.113268,0.171844,0.0407095,0.16203,0.0481284,0.091285,0.0787958,0.0575649,0.066767,0.097056,0.0479683,
200,0.939988,0.43338,0.593419,0.437809,0.592529,0.608136,0.51998,0.640878,0.802441,0.682374,0.692821,0.618066,0.947475,0.533026,0.690319,0.426727,0.137062,0.706476,0.109094,0.688334,0.680363,0.341519,0.183439,0.704563,0.147101,0.879271,0.975501,0.86828,0.790233,0.777035,0.503222,0.878143,0.600425,0.881354,0.600075,0.328829,0.628791,0.359572,0.198754,0.481422,0.267587,0.426536,0.739152,0.218168,0.269855,0.159294,1.42314e-06,0.682065,0.000184776,0.471746,0.000563378,0.327803,0.663581,6.78746e-05,0.639174,0.00128159,0.579264,0.000754125,0.531526,0.000158277,0.518752,0.0016497,0.492402,0.000271542,0.293112,0.0145366,0.259344,0.0129747,0.234191,0.0169205,0.0204854,0.106504,0.0326906,0.109159,0.0362171,0.102333,0.0522682,0.0699259,0.233162,0.0216577,0.0355168,0.0807792,0.0313985,0.106633,0.143625,0.0432014,0.161252,0.0455508,0.0858086,0.0674634,0.0908215,0.076063,0.171444,0.0405938,0.0622002,0.0809089,0.0581994,0.0666796,0.096994,0.0482341,
210,0.707244,0.609398,0.943509,0.58023,0.648994,0.464837,0.184267,0.634728,0.114777,0.686723,0.666881,0.376323,0.158896,0.759992,0.143269,0.89993,0.988758,0.807789,0.771041,0.758417,0.523468,0.905013,0.605165,0.967907,0.643664,0.45338,0.924472,0.380038,0.567897,0.653582,0.49723,0.658161,0.75747,0.645069,0.591474,0.324971,0.262678,0.436949,0.604556,0.335157,0.199294,0.443879,0.681123,0.196016,1.42314e-06,0.694578,0.262224,0.120784,0.000184776,0.461631,0.000563378,0.311956,0.622662,0.000151794,0.61674,6.78746e-05,0.572832,0.00153073,0.531526,0.000158277,0.498734,0.00117072,0.42978,0.000271542,0.27575,0.0145366,0.241575,0.02337,0.221137,0.0216577,0.224219,0.0214745,0.0267966,0.106504,0.0310779,0.103488,0.033651,0.0945343,0.0393028,0.0977908,0.0898494,0.0758324,0.171444,0.0369419,0.15396,0.0391711,0.0382233,0.0821633,0.0522682,0.0698341,0.143115,0.0420682,0.061739,0.0804302,0.0856566,0.0671072,0.0584095,0.066678,0.0967942,0.0485153,
220,0.688814,0.354595,0.168751,0.744133,0.169295,0.856607,0.988758,0.744679,0.823904,0.7776,0.490026,0.909187,0.55282,0.993358,0.60864,0.46604,0.970482,0.407266,0.52726,0.67917,0.49548,0.652512,0.764838,0.594885,0.715649,0.594138,0.960033,0.599671,0.141607,0.707843,0.160363,0.667613,0.656056,0.470869,0.236125,0.405778,0.62212,0.349717,0.585004,0.298464,0.212101,0.428562,0.679305,0.193103,1.42314e-06,0.702254,0.000184776,0.450205,0.256704,0.0999773,0.0063954,0.294875,0.606871,6.78746e-05,0.5861,0.000481476,0.555778,0.00153073,0.527663,0.000158277,0.484723,0.00101374,0.423241,0.00270447,0.251017,0.0167257,0.21094,0.0226772,0.209641,0.0258292,0.0267966,0.0969521,0.194921,0.0289599,0.0381432,0.0977277,0.0340662,0.0839248,0.0464653,0.0852891,0.159995,0.0328535,0.0391693,0.080943,0.14554,0.0366598,0.141782,0.0395564,0.0898494,0.0566678,0.0615131,0.0803212,0.0853112,0.0660204,0.0525872,0.0694735,0.0584095,0.0662539,0.0964533,0.0485235,
