noise,seed,0&1,1&2,2&3,3&4,4&5,5&6,6&7,7&8,8&9,9&10,10&11,11&12,12&13,13&14,14&15,15&16,16&17,17&18,18&19,19&20,20&21,21&22,22&23,23&24,24&25,25&26,26&27,27&28,28&29,29&30,30&31,31&32,32&33,33&34,34&35,35&36,36&37,37&38,38&39,39&40,40&41,41&42,42&43,43&44,44&45,45&46,46&47,47&48,48&49,
0.1,1383,0.99632,0.99792,0.99596,0.9956,0.99288,0.98988,0.98584,0.97692,0.96392,0.94572,0.91848,0.87776,0.81948,0.75548,0.696,0.66328,0.68288,0.69728,0.7084,0.71844,0.7242,0.72836,0.73416,0.7372,0.73888,0.73788,0.74028,0.74108,0.7404,0.7428,0.73828,0.73544,0.74432,0.73532,0.73836,0.73588,0.74468,0.74156,0.74108,0.73532,0.74244,0.73668,0.74128,0.73772,0.7394,0.74392,0.72736,0.72572,0.71672,
0.1,1384,0.99588,0.99792,0.99776,0.99504,0.99276,0.9892,0.98484,0.97588,0.96304,0.94328,0.91856,0.87672,0.82276,0.75924,0.69068,0.67264,0.67384,0.6846,0.70872,0.71436,0.72864,0.7248,0.7426,0.74,0.74244,0.74216,0.73996,0.74032,0.74528,0.74016,0.73652,0.73936,0.73408,0.74192,0.74396,0.74112,0.739,0.7416,0.74272,0.73916,0.73968,0.7418,0.73852,0.74268,0.73992,0.7368,0.73148,0.72768,0.71632,
0.1,1385,0.9958,0.998,0.99708,0.99612,0.99248,0.98876,0.98372,0.97448,0.961,0.94356,0.91164,0.87632,0.816,0.74568,0.69044,0.67472,0.67976,0.69168,0.7078,0.71892,0.72728,0.73648,0.7356,0.73628,0.73808,0.74256,0.7382,0.74632,0.74276,0.7388,0.74032,0.73852,0.74712,0.73724,0.73864,0.74032,0.74528,0.74072,0.73944,0.73484,0.73436,0.73956,0.7394,0.74468,0.7366,0.73276,0.72944,0.72736,0.71096,
0.1,1386,0.99524,0.99768,0.99704,0.99548,0.9918,0.98816,0.98284,0.97072,0.96248,0.93776,0.91168,0.87,0.81068,0.74208,0.69188,0.67136,0.6778,0.6914,0.70828,0.71872,0.72496,0.73388,0.73636,0.73368,0.73476,0.74048,0.74168,0.74172,0.74312,0.74148,0.74464,0.73592,0.73764,0.73256,0.73544,0.73868,0.73956,0.735,0.73372,0.74412,0.73788,0.73272,0.74096,0.74244,0.73952,0.74072,0.7296,0.71692,0.71248,
0.1,1387,0.99568,0.99784,0.9966,0.99508,0.9932,0.98976,0.98276,0.9746,0.95972,0.93716,0.91056,0.86804,0.81004,0.744,0.68512,0.66708,0.6804,0.70088,0.70492,0.71644,0.72616,0.73128,0.7344,0.73972,0.73804,0.73376,0.74096,0.7384,0.7426,0.7396,0.73768,0.73828,0.73688,0.73972,0.73836,0.7416,0.73792,0.73956,0.74352,0.73876,0.73768,0.74524,0.74308,0.73936,0.74092,0.7306,0.72932,0.72396,0.71564,
0.1,1388,0.99584,0.99824,0.99644,0.99524,0.993,0.98856,0.9832,0.97412,0.95956,0.9424,0.91404,0.87552,0.81152,0.75096,0.6854,0.6708,0.68396,0.69808,0.71312,0.71744,0.72848,0.73376,0.72904,0.7368,0.73976,0.73808,0.73896,0.74208,0.7446,0.7346,0.74236,0.73532,0.74072,0.7412,0.73732,0.74344,0.7416,0.74368,0.74388,0.73992,0.74004,0.7382,0.74,0.7458,0.74268,0.73788,0.73048,0.7294,0.7158,
0.1,1389,0.99524,0.99756,0.99664,0.9952,0.99208,0.98944,0.98356,0.97464,0.96084,0.94308,0.91476,0.87456,0.81692,0.74516,0.6956,0.66704,0.67628,0.69028,0.70648,0.71892,0.73056,0.73132,0.73216,0.7322,0.74012,0.73496,0.73544,0.74436,0.73812,0.73212,0.7444,0.73852,0.74264,0.73856,0.738,0.7396,0.73796,0.7434,0.73616,0.73968,0.73472,0.73424,0.73636,0.74108,0.73372,0.7302,0.73288,0.72604,0.71452,
0.1,1390,0.99724,0.99808,0.997,0.99492,0.99228,0.98992,0.98108,0.97456,0.96144,0.94056,0.91164,0.871,0.8084,0.73636,0.68724,0.67596,0.68352,0.70356,0.71312,0.72608,0.72904,0.7296,0.73332,0.73656,0.735,0.7432,0.73564,0.73696,0.73468,0.7422,0.74668,0.74172,0.73596,0.73872,0.74488,0.73988,0.73572,0.74456,0.74156,0.74108,0.74052,0.741,0.74036,0.74104,0.74368,0.7318,0.73076,0.7264,0.72084,
0.1,1391,0.99596,0.99764,0.99728,0.99564,0.99324,0.98972,0.98308,0.97452,0.96192,0.94308,0.91368,0.87732,0.82468,0.75244,0.6972,0.67184,0.68032,0.69728,0.71024,0.72252,0.7264,0.73312,0.73452,0.74096,0.73732,0.74096,0.73332,0.74016,0.73912,0.73676,0.74268,0.74488,0.74136,0.74168,0.73548,0.74256,0.73828,0.73524,0.73828,0.73984,0.74228,0.73416,0.74372,0.74296,0.73836,0.73612,0.7338,0.72536,0.7146,
0.1,1392,0.99564,0.99752,0.99684,0.9952,0.9924,0.98932,0.98252,0.9722,0.9622,0.93924,0.90776,0.86388,0.802,0.73036,0.67712,0.66812,0.68988,0.7032,0.72488,0.72768,0.73456,0.73508,0.73636,0.73308,0.73912,0.73392,0.73728,0.7412,0.74328,0.7406,0.7424,0.73984,0.74292,0.74136,0.74036,0.7398,0.73984,0.73868,0.74416,0.74232,0.74032,0.73788,0.74048,0.73972,0.74028,0.7334,0.72832,0.72332,0.7214,
0.1,1393,0.996,0.99796,0.99632,0.99472,0.9922,0.98944,0.98296,0.97252,0.95968,0.94,0.91468,0.87004,0.8186,0.74536,0.68544,0.67204,0.67828,0.69408,0.71116,0.71708,0.72632,0.7314,0.73172,0.73764,0.73372,0.73816,0.74124,0.7404,0.74184,0.74032,0.73908,0.73252,0.74192,0.73752,0.74148,0.74252,0.73988,0.74412,0.73756,0.7426,0.7396,0.74012,0.73744,0.73936,0.73748,0.74092,0.73476,0.73584,0.71524,
0.1,1394,0.996,0.998,0.997,0.99544,0.99264,0.98752,0.98328,0.97468,0.9602,0.94112,0.91356,0.8666,0.80892,0.73364,0.67552,0.67488,0.69084,0.71224,0.71684,0.72332,0.731,0.73252,0.73352,0.7376,0.73684,0.73428,0.73804,0.73524,0.74152,0.73412,0.74788,0.73776,0.73684,0.74,0.7438,0.74092,0.74016,0.73208,0.74412,0.74252,0.74224,0.74124,0.739,0.7402,0.73672,0.73804,0.73712,0.72764,0.71332,
0.1,1395,0.9962,0.998,0.99692,0.99532,0.9944,0.99048,0.98388,0.97684,0.967,0.9454,0.91708,0.87892,0.8256,0.76416,0.706,0.66264,0.6768,0.69064,0.70996,0.7132,0.73284,0.7272,0.7348,0.7364,0.73652,0.74384,0.73884,0.73888,0.742,0.7416,0.74396,0.74348,0.73996,0.7406,0.74028,0.73488,0.73596,0.74344,0.73684,0.74064,0.74032,0.73692,0.74152,0.74124,0.7396,0.74024,0.73508,0.72752,0.71404,
0.1,1396,0.99476,0.99792,0.99664,0.99384,0.99192,0.98788,0.98168,0.973,0.95812,0.9366,0.90572,0.85872,0.80072,0.733,0.67652,0.67084,0.684,0.70744,0.724,0.72368,0.72968,0.73548,0.73528,0.73668,0.73384,0.73904,0.7368,0.73752,0.7408,0.742,0.7408,0.73956,0.7454,0.73676,0.73812,0.73888,0.74508,0.7434,0.74036,0.74104,0.74408,0.74212,0.7312,0.73884,0.73768,0.73424,0.73152,0.72616,0.71764,
0.1,1397,0.99624,0.99796,0.9968,0.99372,0.99252,0.98856,0.98088,0.97336,0.95696,0.93456,0.902,0.85328,0.78928,0.723,0.67652,0.66628,0.68252,0.70148,0.71532,0.7176,0.72484,0.72936,0.73292,0.73732,0.73736,0.73764,0.74072,0.74284,0.74448,0.74144,0.74064,0.73504,0.73828,0.7386,0.73868,0.74052,0.73584,0.74172,0.7386,0.73388,0.73792,0.74088,0.74024,0.74368,0.746,0.72996,0.73516,0.73008,0.70856,
0.1,1398,0.99668,0.99788,0.99676,0.99536,0.994,0.99056,0.98348,0.9746,0.96304,0.94584,0.91784,0.87868,0.8298,0.75964,0.69544,0.67104,0.66932,0.69468,0.71096,0.71728,0.731,0.72364,0.73584,0.73188,0.73732,0.73364,0.74672,0.74052,0.74384,0.73772,0.73724,0.7392,0.7418,0.7412,0.73896,0.737,0.74104,0.73648,0.7342,0.74016,0.73348,0.74228,0.74064,0.74024,0.73732,0.73908,0.72292,0.7296,0.72,
0.1,1399,0.99552,0.99804,0.99696,0.99536,0.9928,0.98828,0.98304,0.97244,0.96236,0.93836,0.91216,0.87216,0.81432,0.74704,0.68652,0.67188,0.67924,0.69784,0.71312,0.72004,0.7342,0.73532,0.73612,0.73712,0.73524,0.73116,0.73808,0.73992,0.73556,0.74416,0.73776,0.73764,0.738,0.73856,0.73856,0.73456,0.73836,0.73324,0.7434,0.74256,0.73812,0.74112,0.74268,0.74348,0.74048,0.73728,0.73364,0.72836,0.72028,
0.1,1400,0.99608,0.99832,0.99748,0.99572,0.993,0.98872,0.98304,0.97348,0.96212,0.93956,0.91192,0.86416,0.80472,0.73788,0.67896,0.66572,0.67676,0.69932,0.70884,0.71712,0.72936,0.73088,0.73844,0.73556,0.73348,0.73456,0.74048,0.74836,0.74016,0.7364,0.74108,0.74312,0.73908,0.73432,0.74076,0.732,0.73292,0.74092,0.73688,0.74036,0.73944,0.74168,0.73752,0.73916,0.74196,0.74012,0.72768,0.72352,0.71608,
0.1,1401,0.9962,0.99796,0.99684,0.99528,0.99228,0.9886,0.984,0.97528,0.96248,0.94144,0.91144,0.87264,0.8122,0.74796,0.68008,0.67216,0.68448,0.69276,0.71624,0.72572,0.7322,0.73428,0.7342,0.734,0.73852,0.74448,0.73928,0.73608,0.74092,0.74448,0.7404,0.742,0.74452,0.74292,0.74076,0.7402,0.74216,0.73676,0.73856,0.73412,0.74508,0.73984,0.73216,0.73588,0.73024,0.73636,0.73384,0.73116,0.72344,
0.1,1402,0.99552,0.99804,0.99724,0.9958,0.99384,0.98956,0.98312,0.97416,0.96348,0.94168,0.9146,0.87904,0.82456,0.76076,0.69232,0.67012,0.68112,0.69384,0.71184,0.70696,0.72348,0.72752,0.73264,0.74068,0.73312,0.74584,0.73316,0.74456,0.7356,0.73384,0.74464,0.73172,0.73396,0.73968,0.73972,0.73596,0.74592,0.73884,0.74112,0.74164,0.73872,0.73876,0.73708,0.73688,0.74168,0.74112,0.73516,0.73068,0.7144,
0.1,1403,0.99616,0.99732,0.99672,0.99516,0.99316,0.98852,0.98276,0.97352,0.961,0.93836,0.9118,0.86524,0.81128,0.73928,0.67856,0.66956,0.68144,0.70264,0.71692,0.72264,0.72748,0.7302,0.73496,0.73568,0.74292,0.73768,0.74288,0.73844,0.73652,0.74056,0.73848,0.74028,0.74748,0.73744,0.7452,0.74156,0.74972,0.7366,0.73304,0.7432,0.74088,0.73844,0.7446,0.74588,0.7408,0.73924,0.73064,0.72956,0.71236,
0.1,1404,0.99584,0.99792,0.99704,0.99524,0.9938,0.98816,0.9834,0.97456,0.96112,0.94232,0.91204,0.87096,0.81796,0.73956,0.68064,0.67328,0.6868,0.7028,0.71976,0.72584,0.73048,0.73568,0.74252,0.73768,0.73668,0.73164,0.7392,0.74016,0.73736,0.73816,0.74,0.74088,0.74288,0.74528,0.73792,0.74284,0.73852,0.74004,0.73948,0.73296,0.74152,0.74212,0.73912,0.74436,0.73872,0.73816,0.73312,0.7202,0.70896,
0.1,1405,0.99596,0.99836,0.99668,0.99548,0.99292,0.9898,0.98324,0.97664,0.96256,0.9448,0.91588,0.87728,0.82528,0.74784,0.70068,0.6738,0.681,0.70152,0.71028,0.71748,0.72956,0.73532,0.73644,0.73636,0.73556,0.74488,0.73764,0.73632,0.7416,0.74452,0.74016,0.73908,0.73796,0.73796,0.74416,0.73604,0.74232,0.74392,0.74684,0.74064,0.73712,0.7358,0.74052,0.73748,0.73596,0.73712,0.73128,0.72452,0.7156,
0.1,1406,0.99536,0.99736,0.99664,0.99412,0.99304,0.988,0.98292,0.9712,0.96032,0.93696,0.90644,0.86036,0.80884,0.737,0.67676,0.671,0.68636,0.69856,0.70324,0.71872,0.72672,0.72936,0.7308,0.73288,0.73992,0.74392,0.7408,0.73584,0.73576,0.73456,0.73716,0.737,0.73828,0.746,0.74476,0.74204,0.73764,0.73908,0.73972,0.742,0.74408,0.73656,0.73324,0.73596,0.7362,0.7318,0.74028,0.72832,0.71448,
0.1,1407,0.99572,0.9978,0.99756,0.99564,0.993,0.99148,0.98504,0.97792,0.96312,0.94652,0.9208,0.88016,0.83628,0.77264,0.70144,0.67372,0.68036,0.6926,0.71052,0.7172,0.72524,0.72692,0.73456,0.73488,0.73724,0.7374,0.74276,0.7418,0.741,0.73608,0.74192,0.74268,0.73884,0.74232,0.74148,0.74116,0.74192,0.73764,0.73812,0.7382,0.74264,0.73752,0.74212,0.74404,0.73816,0.73836,0.73712,0.73356,0.70964,
0.1,1408,0.99616,0.99844,0.99716,0.99524,0.99176,0.98896,0.98248,0.974,0.96036,0.94,0.91032,0.8626,0.81048,0.733,0.68116,0.67356,0.68076,0.69576,0.71152,0.71496,0.73112,0.73856,0.73376,0.73888,0.73936,0.7348,0.73416,0.7332,0.73612,0.7368,0.74156,0.74528,0.73612,0.74308,0.74284,0.73424,0.73804,0.73456,0.74108,0.73908,0.73888,0.74456,0.73496,0.73556,0.74012,0.72636,0.73508,0.72748,0.71132,
0.1,1409,0.996,0.99836,0.9974,0.99472,0.99308,0.98792,0.98584,0.97656,0.96324,0.94444,0.91888,0.87744,0.82604,0.75388,0.69936,0.67228,0.68524,0.69688,0.70964,0.71732,0.72664,0.73556,0.73648,0.73892,0.73296,0.74288,0.738,0.74112,0.74,0.73676,0.73844,0.7414,0.741,0.7408,0.7352,0.74172,0.7362,0.743,0.73944,0.74544,0.74732,0.7384,0.736,0.74264,0.7328,0.73528,0.73756,0.72804,0.71812,
0.1,1410,0.99544,0.99748,0.99716,0.99516,0.99332,0.98808,0.9824,0.97408,0.96236,0.93884,0.91,0.86676,0.80936,0.73808,0.68776,0.67392,0.68544,0.70028,0.70888,0.71456,0.72116,0.73036,0.7316,0.73108,0.7386,0.74068,0.7416,0.7376,0.73808,0.7388,0.738,0.74024,0.73796,0.7404,0.73984,0.74076,0.7328,0.73864,0.74268,0.74076,0.74272,0.73904,0.7398,0.73524,0.73912,0.74396,0.73544,0.72904,0.714,
0.1,1411,0.99568,0.998,0.9968,0.99484,0.99288,0.9892,0.98436,0.97608,0.961,0.94184,0.91048,0.86744,0.81112,0.7348,0.68228,0.66904,0.68452,0.69664,0.71564,0.72364,0.72884,0.72788,0.73444,0.73516,0.74112,0.73708,0.74208,0.7406,0.74336,0.73428,0.73884,0.73408,0.73444,0.74276,0.74052,0.73424,0.74324,0.74196,0.7358,0.73912,0.74028,0.74352,0.73912,0.74444,0.7432,0.73408,0.73312,0.72544,0.71128,
0.1,1412,0.99524,0.99748,0.99732,0.99484,0.9936,0.98892,0.9826,0.97388,0.95916,0.93984,0.90856,0.86804,0.80936,0.74188,0.6878,0.671,0.6804,0.69616,0.71268,0.72,0.72676,0.73164,0.72368,0.7354,0.73288,0.73652,0.74668,0.73636,0.74396,0.7406,0.7352,0.73512,0.74212,0.74016,0.73868,0.73908,0.7386,0.74336,0.74192,0.7396,0.7408,0.74084,0.73876,0.73632,0.73772,0.73892,0.73632,0.72592,0.71196,
0.1,1413,0.9956,0.99824,0.99616,0.99468,0.99276,0.988,0.98084,0.97192,0.95744,0.93888,0.90496,0.8626,0.79848,0.72748,0.68272,0.6682,0.67488,0.70568,0.71428,0.72316,0.7224,0.73496,0.73676,0.73532,0.74084,0.73852,0.73656,0.7364,0.73188,0.74108,0.73776,0.7414,0.74424,0.73972,0.7408,0.7392,0.74268,0.74468,0.73444,0.73492,0.7364,0.74644,0.74472,0.73964,0.72948,0.73328,0.73536,0.72784,0.71628,
0.1,1414,0.99544,0.99764,0.99648,0.9952,0.99176,0.98744,0.98176,0.97308,0.95912,0.93884,0.9104,0.867,0.80444,0.74368,0.6774,0.66488,0.68048,0.70352,0.71552,0.72204,0.72684,0.73668,0.73368,0.7404,0.73408,0.74256,0.74132,0.74028,0.7394,0.7376,0.74036,0.73792,0.74456,0.7422,0.74264,0.73724,0.7414,0.74016,0.74532,0.73704,0.73316,0.735,0.7386,0.73444,0.74048,0.73692,0.72884,0.72988,0.7094,
0.1,1415,0.99564,0.99756,0.99656,0.99452,0.99284,0.98912,0.9826,0.97608,0.9614,0.94148,0.90868,0.87056,0.80764,0.73528,0.68688,0.66816,0.67336,0.68656,0.70476,0.71564,0.71776,0.7336,0.74104,0.74484,0.73756,0.73292,0.73624,0.74108,0.73488,0.73952,0.7406,0.73712,0.73812,0.73768,0.74156,0.74096,0.74044,0.73748,0.74052,0.736,0.73804,0.7446,0.73884,0.7412,0.73504,0.73248,0.73192,0.71444,0.70912,
0.1,1416,0.99536,0.99776,0.99696,0.99464,0.99368,0.98852,0.98148,0.97244,0.95872,0.9406,0.9086,0.86516,0.80168,0.7388,0.67432,0.66064,0.6896,0.70172,0.72156,0.72184,0.72164,0.72872,0.73332,0.7342,0.73592,0.73812,0.73708,0.73784,0.73768,0.7388,0.73724,0.7344,0.73868,0.74484,0.74312,0.74192,0.73908,0.74052,0.74168,0.74616,0.74052,0.74188,0.73668,0.73348,0.73396,0.733,0.734,0.72684,0.71036,
0.1,1417,0.9964,0.9982,0.99708,0.99588,0.99368,0.99016,0.98456,0.97652,0.96444,0.94732,0.9202,0.88196,0.83108,0.76608,0.70172,0.68212,0.68668,0.70224,0.71072,0.71844,0.73156,0.72896,0.73648,0.73708,0.73288,0.73236,0.74168,0.74372,0.74044,0.7458,0.746,0.73912,0.74136,0.74284,0.7412,0.74476,0.73644,0.74088,0.74252,0.74204,0.73212,0.73772,0.73804,0.73788,0.73288,0.73404,0.73728,0.73268,0.71344,
0.1,1418,0.99616,0.99824,0.99672,0.99564,0.9932,0.99084,0.98556,0.97676,0.96432,0.94552,0.92232,0.88348,0.83128,0.76872,0.70016,0.6678,0.68452,0.69428,0.70776,0.71276,0.73036,0.73136,0.72684,0.73164,0.73208,0.74092,0.73388,0.73804,0.74664,0.74316,0.74132,0.74268,0.7428,0.73988,0.74408,0.7396,0.73888,0.74664,0.74596,0.73396,0.74104,0.7438,0.73928,0.74156,0.73632,0.73436,0.73432,0.72696,0.71256,
0.1,1419,0.99532,0.99792,0.99636,0.99512,0.99128,0.98796,0.9804,0.9716,0.95624,0.93576,0.90232,0.85536,0.79408,0.72348,0.67404,0.66056,0.67824,0.69768,0.7138,0.7216,0.73148,0.73232,0.73764,0.73596,0.73588,0.73776,0.74092,0.74136,0.74116,0.74164,0.74044,0.74224,0.74072,0.73576,0.7412,0.73824,0.73852,0.74192,0.73828,0.733,0.73668,0.7384,0.73488,0.7386,0.7406,0.73904,0.73656,0.72476,0.71436,
0.1,1420,0.99624,0.99812,0.99732,0.99564,0.99376,0.99132,0.985,0.97628,0.965,0.94416,0.91764,0.87604,0.82532,0.76184,0.69944,0.67848,0.67728,0.69968,0.71548,0.71952,0.72144,0.72752,0.7288,0.74192,0.7368,0.73992,0.73776,0.73844,0.74192,0.74452,0.741,0.7386,0.7316,0.74016,0.73816,0.74068,0.7418,0.74188,0.73692,0.74048,0.73812,0.7448,0.73944,0.73832,0.73732,0.73608,0.73788,0.7304,0.71352,
0.1,1421,0.99564,0.998,0.99644,0.9952,0.99268,0.98832,0.98348,0.97276,0.95908,0.94052,0.91332,0.87252,0.81728,0.74296,0.68364,0.676,0.67952,0.697,0.7134,0.71996,0.72352,0.7352,0.7306,0.73252,0.73736,0.73908,0.74168,0.73872,0.7406,0.73668,0.74332,0.7362,0.74176,0.74068,0.7442,0.73764,0.73648,0.74352,0.73932,0.73976,0.73792,0.74184,0.73824,0.73356,0.73812,0.73832,0.7356,0.72384,0.7136,
0.1,1422,0.99616,0.99792,0.99632,0.9946,0.99268,0.9898,0.985,0.97592,0.96308,0.94244,0.90992,0.86688,0.81856,0.74236,0.69412,0.66204,0.67564,0.69236,0.70384,0.72016,0.72508,0.73244,0.73704,0.73404,0.74308,0.74344,0.73908,0.74032,0.73516,0.7386,0.73544,0.73868,0.74268,0.73704,0.7418,0.74,0.74068,0.74136,0.74316,0.74216,0.74092,0.74468,0.74268,0.74088,0.74076,0.73628,0.73908,0.72836,0.71252,
0.1,1423,0.9964,0.99768,0.9972,0.9952,0.99204,0.98972,0.98328,0.97316,0.95868,0.93692,0.90592,0.8646,0.80088,0.7358,0.68064,0.66876,0.6856,0.69488,0.71152,0.7216,0.73,0.73716,0.73136,0.73644,0.74292,0.7356,0.7376,0.73316,0.7458,0.73908,0.73816,0.73812,0.74192,0.73916,0.73724,0.73468,0.73792,0.73728,0.73868,0.74324,0.7372,0.74048,0.7382,0.73492,0.7402,0.73276,0.73684,0.7316,0.71624,
0.1,1424,0.99616,0.99768,0.99704,0.99516,0.99296,0.98916,0.98236,0.97228,0.96132,0.93528,0.90788,0.8662,0.80352,0.73464,0.68272,0.66544,0.67688,0.6966,0.71668,0.7174,0.72208,0.73712,0.73168,0.7356,0.7322,0.74404,0.7366,0.7398,0.735,0.7312,0.74272,0.73948,0.7416,0.73876,0.74428,0.73812,0.7434,0.73464,0.73588,0.74272,0.74068,0.74076,0.74104,0.74052,0.74188,0.7362,0.7374,0.72852,0.7128,
0.1,1425,0.99548,0.99792,0.99628,0.99504,0.99236,0.98812,0.984,0.9746,0.96124,0.94052,0.9112,0.86616,0.8088,0.73984,0.67556,0.663,0.67956,0.69728,0.7128,0.71772,0.72844,0.7254,0.73548,0.73808,0.7344,0.73204,0.73684,0.73432,0.7418,0.73688,0.74068,0.74324,0.74804,0.74128,0.74124,0.73552,0.73672,0.74108,0.73744,0.74288,0.73884,0.73916,0.7378,0.7426,0.73636,0.73636,0.73864,0.724,0.7154,
0.1,1426,0.99624,0.99848,0.99728,0.99536,0.99264,0.99084,0.98316,0.97628,0.96316,0.9456,0.9172,0.87576,0.83068,0.7582,0.70244,0.67316,0.6756,0.6922,0.70956,0.7112,0.7222,0.73476,0.73212,0.74004,0.7326,0.74028,0.73788,0.73596,0.73624,0.74136,0.74696,0.7432,0.74208,0.73356,0.73444,0.74168,0.73536,0.74128,0.739,0.74264,0.74224,0.73608,0.74268,0.74276,0.74064,0.74064,0.7332,0.72684,0.7074,
0.1,1427,0.99492,0.998,0.9964,0.99524,0.99156,0.98816,0.98052,0.97344,0.95772,0.936,0.90036,0.8578,0.80392,0.73356,0.6764,0.6656,0.69116,0.69904,0.71672,0.72424,0.73,0.7332,0.73616,0.73724,0.73884,0.7432,0.73936,0.73608,0.73416,0.74192,0.74176,0.7434,0.74024,0.73948,0.74232,0.7438,0.74168,0.73956,0.73944,0.74012,0.74144,0.73756,0.73868,0.733,0.73944,0.74164,0.7348,0.72868,0.7124,
0.1,1428,0.99612,0.9972,0.99652,0.99468,0.9936,0.9892,0.98272,0.97244,0.96196,0.9378,0.90548,0.86756,0.8096,0.7414,0.6834,0.66696,0.6824,0.69488,0.70896,0.72512,0.7274,0.73608,0.73596,0.735,0.7378,0.7432,0.74124,0.73732,0.74044,0.7326,0.74056,0.73704,0.73828,0.73828,0.73744,0.74116,0.73668,0.74316,0.74016,0.74152,0.73872,0.73828,0.73876,0.74364,0.73888,0.73424,0.7316,0.72592,0.72128,
0.1,1429,0.9962,0.99748,0.99716,0.9956,0.9928,0.9886,0.983,0.9752,0.96,0.94384,0.91748,0.87232,0.815,0.7526,0.69112,0.67264,0.68144,0.70336,0.7068,0.71272,0.7248,0.73224,0.73584,0.736,0.73508,0.7412,0.74104,0.73884,0.73596,0.74196,0.74212,0.74068,0.73684,0.743,0.73748,0.74368,0.73804,0.74328,0.74068,0.734,0.74392,0.74056,0.73928,0.73972,0.744,0.73956,0.73344,0.7258,0.7176,
0.1,1430,0.9958,0.99752,0.99652,0.99512,0.9926,0.98804,0.98284,0.97224,0.95824,0.93452,0.908,0.86416,0.798,0.73372,0.67852,0.66856,0.67684,0.69524,0.71664,0.717,0.72808,0.7376,0.74164,0.74336,0.7374,0.7392,0.7372,0.73748,0.73388,0.7398,0.73916,0.73684,0.73836,0.74124,0.73924,0.74444,0.73508,0.73556,0.74176,0.74132,0.73976,0.7422,0.74028,0.73648,0.73676,0.7362,0.73228,0.7236,0.70676,
0.1,1431,0.99576,0.99784,0.99696,0.99508,0.99188,0.98924,0.98376,0.97404,0.95976,0.94304,0.9114,0.87424,0.81788,0.74616,0.68132,0.66336,0.67708,0.69284,0.7126,0.71636,0.72968,0.72964,0.73768,0.74336,0.74272,0.73684,0.74156,0.7406,0.73888,0.73768,0.74072,0.74336,0.74468,0.74048,0.74332,0.7372,0.73888,0.73496,0.73884,0.7402,0.73504,0.74184,0.74024,0.739,0.73572,0.73712,0.7296,0.7276,0.7126,
0.1,1432,0.99608,0.99792,0.9966,0.99572,0.99276,0.98812,0.98252,0.97576,0.96256,0.944,0.91576,0.8756,0.82548,0.7478,0.69504,0.67504,0.68048,0.69668,0.71008,0.71996,0.72632,0.7338,0.73476,0.73876,0.74004,0.73448,0.72956,0.73852,0.74168,0.73816,0.74044,0.737,0.74308,0.73892,0.73936,0.739,0.74148,0.73764,0.73872,0.73816,0.74264,0.73448,0.73452,0.73592,0.73524,0.7336,0.731,0.73284,0.71736,
0.1,1433,0.99636,0.99756,0.99648,0.99472,0.992,0.98944,0.98256,0.97404,0.9606,0.93968,0.90844,0.86692,0.81412,0.737,0.68096,0.66192,0.66968,0.69856,0.70832,0.71776,0.7258,0.7314,0.73316,0.73972,0.7396,0.7332,0.7374,0.73548,0.73628,0.73596,0.73816,0.73316,0.73708,0.7448,0.74192,0.7378,0.73744,0.734,0.74256,0.73436,0.73428,0.7286,0.73576,0.7354,0.7372,0.73872,0.73464,0.72708,0.71428,
0.1,1434,0.9954,0.99788,0.99692,0.99468,0.99356,0.98904,0.9836,0.974,0.96204,0.94264,0.914,0.87116,0.81356,0.75,0.68612,0.66604,0.68184,0.69912,0.71532,0.72132,0.72692,0.73104,0.7392,0.73568,0.73676,0.73888,0.7438,0.73632,0.73852,0.74524,0.73632,0.74208,0.74076,0.73416,0.73904,0.73848,0.73956,0.74148,0.7442,0.74148,0.74112,0.73932,0.73876,0.74248,0.7398,0.73476,0.72992,0.72356,0.71416,
0.1,1435,0.99592,0.99772,0.99692,0.9956,0.99244,0.98868,0.9834,0.97504,0.96332,0.94108,0.91392,0.87304,0.81604,0.74508,0.6872,0.66748,0.67636,0.69364,0.7168,0.72112,0.72812,0.73144,0.73364,0.73896,0.74428,0.7346,0.7378,0.74256,0.73936,0.73912,0.74288,0.73884,0.7382,0.73912,0.74432,0.73852,0.74708,0.73904,0.7388,0.73868,0.73392,0.73492,0.7376,0.73848,0.74036,0.74188,0.72748,0.72788,0.71756,
0.1,1436,0.99592,0.99768,0.99668,0.9954,0.99344,0.99072,0.98496,0.9776,0.96712,0.9492,0.92204,0.88028,0.83104,0.76416,0.70144,0.6766,0.67832,0.69804,0.7128,0.72504,0.73264,0.73464,0.72812,0.73576,0.73452,0.73644,0.74192,0.73532,0.73796,0.74304,0.73996,0.74224,0.74052,0.73692,0.74756,0.74028,0.73628,0.73852,0.74048,0.7372,0.74164,0.74848,0.73792,0.73884,0.74076,0.73324,0.72696,0.7296,0.7198,
0.1,1437,0.9956,0.998,0.99708,0.9954,0.9926,0.98848,0.98204,0.97428,0.95948,0.93652,0.91132,0.86568,0.80512,0.73988,0.68288,0.67472,0.68756,0.69964,0.72296,0.71808,0.72796,0.73208,0.7298,0.73264,0.73728,0.74168,0.74216,0.74032,0.74204,0.74572,0.74424,0.73668,0.73932,0.73964,0.74224,0.73588,0.74216,0.73872,0.74528,0.73352,0.7384,0.73888,0.73852,0.73708,0.73744,0.73912,0.73104,0.72872,0.71876,
