noise,seed,0&1,1&2,2&3,3&4,4&5,5&6,6&7,7&8,8&9,9&10,10&11,11&12,12&13,13&14,14&15,15&16,16&17,17&18,18&19,19&20,20&21,21&22,22&23,23&24,24&25,25&26,26&27,27&28,28&29,29&30,30&31,31&32,32&33,33&34,34&35,35&36,36&37,37&38,38&39,39&40,40&41,41&42,42&43,43&44,44&45,45&46,46&47,47&48,48&49,
0.316228,1,0.99624,0.99856,0.99776,0.99616,0.9948,0.99052,0.98624,0.97876,0.96816,0.95304,0.92568,0.8904,0.83528,0.76548,0.703,0.67488,0.68412,0.70636,0.71868,0.72316,0.7356,0.73604,0.73644,0.73944,0.74024,0.73996,0.736,0.73892,0.74196,0.74548,0.74368,0.74236,0.73876,0.73748,0.74152,0.74268,0.7462,0.74316,0.74552,0.73988,0.73848,0.74092,0.73984,0.74036,0.73716,0.73912,0.73936,0.73244,0.71508,
0.316228,2,0.99608,0.99768,0.99688,0.9954,0.9922,0.98888,0.98032,0.97136,0.9552,0.93364,0.89616,0.85328,0.78992,0.72152,0.66188,0.6636,0.68616,0.70156,0.71268,0.72216,0.7282,0.73244,0.73956,0.73832,0.73912,0.73636,0.73508,0.74152,0.74348,0.7366,0.73936,0.73864,0.73968,0.742,0.74216,0.74364,0.73784,0.7406,0.73972,0.7398,0.73604,0.73048,0.73684,0.736,0.7408,0.741,0.7384,0.72752,0.71896,
0.316228,3,0.99724,0.99832,0.997,0.99576,0.99424,0.99224,0.98648,0.98152,0.97092,0.95384,0.93396,0.90312,0.8578,0.7954,0.72872,0.68712,0.67804,0.683,0.69372,0.71112,0.72008,0.72768,0.7386,0.73856,0.73436,0.73436,0.74308,0.73944,0.73764,0.74308,0.74492,0.74436,0.74196,0.74208,0.74496,0.74544,0.7412,0.73732,0.74236,0.7408,0.74592,0.73608,0.7386,0.74168,0.74296,0.7424,0.73308,0.72656,0.70776,
0.316228,4,0.996,0.99824,0.99708,0.99584,0.9922,0.99068,0.98372,0.97408,0.96236,0.9442,0.91504,0.87976,0.82596,0.75992,0.708,0.67928,0.682,0.69312,0.716,0.7242,0.7324,0.73928,0.73376,0.73456,0.73632,0.73408,0.73892,0.73564,0.7364,0.74784,0.73804,0.73844,0.73284,0.73836,0.73816,0.7414,0.73928,0.73868,0.74032,0.74392,0.74244,0.73524,0.73504,0.73716,0.73812,0.73164,0.72916,0.72044,0.71784,
0.316228,5,0.99592,0.99744,0.99648,0.99476,0.99236,0.98788,0.98184,0.9722,0.9562,0.93336,0.90056,0.85352,0.78388,0.71204,0.66164,0.66436,0.68052,0.69904,0.71144,0.72132,0.72268,0.73404,0.7322,0.73744,0.7338,0.7414,0.73872,0.73112,0.73568,0.73104,0.73504,0.73524,0.73472,0.73724,0.73632,0.73344,0.73936,0.7346,0.73652,0.73916,0.73352,0.74332,0.73496,0.73804,0.7324,0.73568,0.73152,0.72192,0.71336,
0.316228,6,0.99496,0.99756,0.99592,0.99316,0.99064,0.986,0.97956,0.9664,0.94788,0.92424,0.88612,0.83168,0.75828,0.68336,0.6526,0.67124,0.69432,0.71488,0.72264,0.72956,0.72516,0.73288,0.73444,0.73784,0.7394,0.73728,0.736,0.73912,0.7384,0.7338,0.73552,0.738,0.73748,0.73964,0.73496,0.73572,0.73556,0.73792,0.73852,0.73904,0.742,0.741,0.74284,0.74052,0.74052,0.7358,0.72836,0.72368,0.71032,
0.316228,7,0.99564,0.9982,0.9964,0.99576,0.99412,0.9896,0.9846,0.97632,0.96316,0.94332,0.91664,0.87164,0.81468,0.74272,0.68936,0.6708,0.68556,0.69952,0.7164,0.72188,0.72756,0.73228,0.73496,0.73236,0.73244,0.73448,0.73956,0.743,0.74052,0.7372,0.74004,0.73408,0.73708,0.74128,0.73724,0.74156,0.74216,0.7418,0.73768,0.73868,0.74396,0.7452,0.73676,0.73376,0.7332,0.73852,0.73292,0.72996,0.71648,
0.316228,8,0.99508,0.998,0.99652,0.99592,0.99224,0.98928,0.984,0.97268,0.95896,0.9422,0.9118,0.8664,0.8108,0.73592,0.67784,0.66572,0.67968,0.70596,0.72728,0.73488,0.73876,0.74228,0.73572,0.73572,0.73748,0.73744,0.73708,0.73576,0.73808,0.73948,0.73956,0.74376,0.74112,0.73788,0.74436,0.74476,0.7372,0.73508,0.7468,0.74144,0.74168,0.73864,0.73328,0.73864,0.74068,0.73612,0.73068,0.72932,0.71024,
0.316228,9,0.99576,0.99772,0.99696,0.99532,0.9932,0.9894,0.98324,0.97312,0.9604,0.9408,0.91132,0.86168,0.80532,0.73072,0.6846,0.676,0.68064,0.7032,0.725,0.73056,0.73576,0.733,0.73388,0.73632,0.73688,0.738,0.73916,0.7392,0.7378,0.74128,0.73676,0.7386,0.73284,0.73928,0.73312,0.74364,0.74596,0.74208,0.7342,0.73784,0.73984,0.74152,0.7412,0.73892,0.73476,0.73152,0.73068,0.72916,0.71556,
0.316228,10,0.99588,0.99832,0.99728,0.9956,0.99432,0.9904,0.98288,0.97644,0.96548,0.94532,0.91532,0.881,0.83336,0.76912,0.7142,0.67792,0.68104,0.69388,0.70172,0.71636,0.7182,0.72456,0.72984,0.73272,0.74292,0.73104,0.73912,0.73364,0.73888,0.7392,0.74364,0.74292,0.7434,0.74776,0.74364,0.74124,0.74308,0.74256,0.74032,0.74048,0.7364,0.73264,0.7384,0.73424,0.73284,0.73604,0.7376,0.72012,0.72084,
0.316228,11,0.99676,0.99708,0.99664,0.99428,0.99216,0.98896,0.98116,0.972,0.95884,0.9368,0.90892,0.86404,0.81984,0.74844,0.70112,0.67124,0.6738,0.68584,0.7048,0.71596,0.72,0.72756,0.7348,0.72964,0.7382,0.7394,0.73032,0.7386,0.72812,0.73728,0.73752,0.73704,0.73596,0.74148,0.73628,0.73108,0.73792,0.73448,0.73188,0.73212,0.73284,0.73344,0.7372,0.73748,0.73916,0.73652,0.73316,0.71888,0.71464,
0.316228,12,0.99596,0.99784,0.99668,0.99392,0.99268,0.9874,0.98096,0.97356,0.95924,0.94132,0.90568,0.8596,0.79204,0.72648,0.6786,0.6578,0.68608,0.703,0.70952,0.71612,0.72604,0.72352,0.73908,0.73312,0.7282,0.73164,0.74888,0.73604,0.73696,0.73904,0.73384,0.73844,0.74176,0.74416,0.73852,0.7414,0.74236,0.73816,0.74516,0.73556,0.7432,0.73588,0.7298,0.74072,0.73804,0.73232,0.7284,0.72516,0.71284,
0.316228,13,0.99528,0.99808,0.99668,0.99468,0.99304,0.98916,0.98196,0.97164,0.95768,0.93384,0.90376,0.86068,0.79112,0.71644,0.66848,0.66224,0.67956,0.69288,0.70964,0.72676,0.72632,0.7372,0.7408,0.73808,0.73616,0.73436,0.74164,0.7358,0.73952,0.74268,0.74488,0.73908,0.73756,0.73856,0.73836,0.73988,0.74324,0.737,0.73492,0.74316,0.74452,0.74356,0.74164,0.74036,0.73856,0.73568,0.73732,0.72476,0.71064,
0.316228,14,0.9968,0.99832,0.99676,0.9956,0.9944,0.99148,0.98668,0.97892,0.9698,0.95192,0.93,0.8956,0.84172,0.7784,0.70684,0.6704,0.67236,0.69712,0.71368,0.71092,0.72476,0.7336,0.7366,0.73228,0.7366,0.72968,0.73676,0.742,0.74556,0.7442,0.74444,0.73948,0.73952,0.74408,0.73792,0.74104,0.74628,0.7428,0.73972,0.73824,0.74548,0.73784,0.7414,0.74008,0.73688,0.74012,0.73188,0.72768,0.71288,
0.316228,15,0.99568,0.99744,0.99656,0.99508,0.99256,0.98856,0.9822,0.9704,0.95944,0.9362,0.90604,0.86556,0.79952,0.73424,0.67652,0.66484,0.68008,0.70056,0.71692,0.72212,0.7286,0.7298,0.73452,0.73672,0.73604,0.73528,0.73876,0.73996,0.74204,0.73792,0.73572,0.744,0.73776,0.74344,0.73796,0.7374,0.74416,0.73844,0.74296,0.74068,0.74056,0.7364,0.74588,0.74216,0.74096,0.73536,0.73112,0.72796,0.71252,
0.316228,16,0.99596,0.99756,0.99664,0.99528,0.99128,0.9892,0.98248,0.97376,0.95976,0.93872,0.90844,0.86772,0.81264,0.7448,0.68612,0.66672,0.68508,0.70356,0.70832,0.72264,0.72608,0.7304,0.72976,0.733,0.73892,0.73836,0.74112,0.7462,0.74588,0.74096,0.7372,0.7426,0.73748,0.74376,0.74328,0.74064,0.7444,0.74108,0.73748,0.73664,0.7388,0.74092,0.74292,0.73844,0.73576,0.73776,0.73088,0.72916,0.71452,
0.316228,17,0.99688,0.99792,0.99732,0.99648,0.99408,0.9898,0.98616,0.97728,0.96628,0.95008,0.9202,0.8872,0.83544,0.7766,0.71608,0.68236,0.68376,0.69864,0.712,0.71812,0.72128,0.73172,0.73536,0.73484,0.73484,0.73908,0.7386,0.73652,0.74392,0.73744,0.73992,0.745,0.74812,0.73756,0.74136,0.73812,0.73804,0.74432,0.74592,0.74748,0.73648,0.73544,0.74128,0.74292,0.74492,0.73336,0.73836,0.72852,0.71884,
0.316228,18,0.99664,0.99828,0.99712,0.99516,0.99468,0.99052,0.98632,0.97804,0.9658,0.94412,0.91824,0.8822,0.82524,0.76032,0.69824,0.66364,0.67824,0.6982,0.71396,0.71772,0.72588,0.72744,0.73128,0.73752,0.73684,0.73528,0.73776,0.741,0.74596,0.74004,0.74516,0.73656,0.73508,0.73556,0.74288,0.74068,0.73604,0.74272,0.7458,0.74108,0.73788,0.73536,0.74136,0.7398,0.74004,0.73876,0.73168,0.72336,0.71668,
0.316228,19,0.99624,0.99816,0.99668,0.99504,0.99312,0.98824,0.98436,0.97484,0.95984,0.94268,0.91192,0.87104,0.81884,0.75188,0.6826,0.65932,0.67312,0.6826,0.7062,0.72172,0.72396,0.73548,0.73336,0.73328,0.7384,0.73596,0.73684,0.72944,0.73896,0.73764,0.73416,0.73316,0.734,0.73188,0.73648,0.73392,0.73312,0.73308,0.73412,0.73536,0.73964,0.73416,0.7318,0.73152,0.731,0.73064,0.71868,0.71704,0.71304,
0.316228,20,0.99568,0.9978,0.9966,0.99536,0.99284,0.98928,0.98392,0.97592,0.96276,0.94384,0.9148,0.87748,0.82704,0.75788,0.702,0.6778,0.6676,0.68212,0.70228,0.71944,0.72628,0.737,0.74012,0.73844,0.739,0.74036,0.74388,0.7468,0.7426,0.74264,0.74204,0.73996,0.74232,0.74688,0.7424,0.7416,0.74148,0.74096,0.7368,0.74416,0.74072,0.7374,0.73724,0.7358,0.73808,0.74288,0.74056,0.72664,0.7132,
0.316228,21,0.99636,0.99804,0.9968,0.99428,0.99288,0.98876,0.98344,0.97392,0.95852,0.938,0.90484,0.86936,0.80228,0.72976,0.67036,0.66328,0.68436,0.70596,0.72384,0.73284,0.73116,0.72736,0.7336,0.73784,0.73692,0.73352,0.7386,0.74216,0.73668,0.74096,0.74236,0.74016,0.74412,0.7392,0.73544,0.73484,0.7424,0.7446,0.74288,0.74456,0.73972,0.73996,0.7376,0.73308,0.73352,0.73308,0.73332,0.73192,0.71372,
0.316228,22,0.99484,0.9976,0.99596,0.99432,0.99168,0.98772,0.98108,0.97164,0.955,0.93104,0.89192,0.84596,0.7756,0.6962,0.64952,0.65144,0.67668,0.68908,0.71728,0.72104,0.72328,0.7304,0.74088,0.74168,0.73988,0.73548,0.73988,0.73436,0.73032,0.73656,0.7362,0.73668,0.74208,0.74004,0.74092,0.73604,0.742,0.74036,0.73424,0.73624,0.73604,0.73276,0.73376,0.73168,0.73344,0.7358,0.72876,0.73032,0.71032,
0.316228,23,0.99568,0.99736,0.99676,0.9946,0.99332,0.98828,0.98236,0.97304,0.96036,0.93828,0.90716,0.863,0.80628,0.73096,0.6698,0.65664,0.66796,0.69072,0.70644,0.72764,0.73308,0.73488,0.732,0.7358,0.73632,0.73836,0.73376,0.73716,0.74336,0.74064,0.73664,0.7356,0.74008,0.74712,0.74188,0.74116,0.7326,0.73556,0.74364,0.74236,0.7442,0.73472,0.74004,0.74376,0.74164,0.73212,0.72912,0.72572,0.71124,
0.316228,24,0.99612,0.9978,0.99588,0.99456,0.9932,0.9892,0.98272,0.9734,0.96308,0.942,0.91432,0.8748,0.82604,0.7612,0.69744,0.66932,0.6792,0.68544,0.70872,0.713,0.72724,0.72944,0.73756,0.73324,0.7394,0.73868,0.74036,0.7412,0.73724,0.73656,0.74296,0.743,0.74164,0.74104,0.74044,0.73856,0.74288,0.74328,0.7464,0.74048,0.73992,0.74004,0.74196,0.73628,0.74304,0.7336,0.73036,0.72508,0.71168,
0.316228,25,0.99492,0.9978,0.99692,0.99448,0.99248,0.9874,0.98104,0.97228,0.9558,0.93068,0.89348,0.8444,0.7788,0.69484,0.6538,0.66072,0.66892,0.69764,0.70536,0.71988,0.73496,0.73432,0.72776,0.73432,0.73532,0.73192,0.73428,0.73272,0.73588,0.73644,0.74276,0.73332,0.73996,0.73832,0.7326,0.73624,0.73768,0.73224,0.73568,0.73212,0.73804,0.73284,0.73596,0.7384,0.73176,0.734,0.7296,0.7196,0.71088,
0.316228,26,0.9954,0.99696,0.99704,0.99508,0.99208,0.98772,0.9816,0.968,0.95644,0.92944,0.89652,0.847,0.77388,0.69388,0.65596,0.66144,0.6756,0.69272,0.70908,0.722,0.73072,0.73344,0.73328,0.73816,0.73784,0.73632,0.73444,0.73144,0.73436,0.74132,0.742,0.74064,0.74104,0.73556,0.7358,0.73888,0.74148,0.73796,0.74356,0.7376,0.72908,0.73904,0.73772,0.73516,0.73644,0.72724,0.73368,0.72648,0.71368,
0.316228,27,0.99584,0.99796,0.9968,0.9942,0.9922,0.98688,0.98112,0.97152,0.9566,0.93604,0.9048,0.85016,0.79204,0.71552,0.66884,0.65956,0.66892,0.69128,0.705,0.72172,0.7312,0.739,0.73592,0.73652,0.73892,0.73744,0.74172,0.74016,0.742,0.73728,0.7368,0.74636,0.74456,0.73712,0.74156,0.7364,0.73836,0.73836,0.73472,0.73696,0.74292,0.7436,0.7422,0.74248,0.744,0.73316,0.73316,0.7292,0.71728,
0.316228,28,0.99512,0.99744,0.99584,0.99372,0.99112,0.98652,0.97996,0.97008,0.95428,0.93088,0.89272,0.84236,0.7814,0.70836,0.66008,0.659,0.68064,0.70008,0.7096,0.72092,0.72416,0.73184,0.73208,0.73088,0.73664,0.7324,0.73476,0.7318,0.73808,0.7384,0.73952,0.73728,0.73892,0.73844,0.74352,0.73608,0.73932,0.73264,0.73956,0.74,0.73864,0.74092,0.73788,0.73872,0.73668,0.73304,0.7292,0.72928,0.72116,
0.316228,29,0.996,0.99776,0.99644,0.996,0.99312,0.98808,0.98212,0.97504,0.96268,0.94256,0.91708,0.87188,0.81992,0.75272,0.69016,0.65984,0.67768,0.68716,0.70748,0.71712,0.72592,0.7272,0.73656,0.73484,0.74132,0.74416,0.73984,0.74364,0.74364,0.74172,0.7472,0.74188,0.7424,0.74232,0.74384,0.7456,0.7414,0.73956,0.74032,0.73976,0.7446,0.7376,0.74128,0.73284,0.73264,0.73964,0.72972,0.72416,0.71552,
0.316228,30,0.996,0.99836,0.99688,0.99636,0.99436,0.99152,0.98696,0.97896,0.97036,0.95164,0.92884,0.89752,0.85608,0.79428,0.73588,0.69324,0.67592,0.69548,0.70612,0.71812,0.72448,0.73444,0.734,0.73436,0.73956,0.73748,0.74032,0.74276,0.74232,0.73796,0.73848,0.73612,0.7402,0.73764,0.744,0.7372,0.74176,0.74028,0.74692,0.74064,0.7382,0.738,0.74008,0.74768,0.73808,0.7354,0.73132,0.727,0.71456,
0.316228,31,0.99648,0.998,0.9972,0.99608,0.99292,0.99052,0.98544,0.97548,0.96512,0.94224,0.91488,0.87352,0.82016,0.74068,0.68784,0.66348,0.68356,0.70412,0.72136,0.72092,0.72752,0.72964,0.73768,0.73112,0.73368,0.73692,0.74244,0.7412,0.73004,0.74056,0.73724,0.7394,0.73472,0.73896,0.73728,0.74728,0.7508,0.73848,0.7374,0.73724,0.7414,0.73932,0.74096,0.74128,0.7318,0.73072,0.74208,0.72108,0.71292,
0.316228,32,0.99536,0.99772,0.99704,0.99452,0.99248,0.989,0.98232,0.97488,0.95784,0.94008,0.91316,0.86572,0.80684,0.73864,0.678,0.66188,0.67492,0.69252,0.70684,0.71984,0.72952,0.7298,0.7372,0.7386,0.7438,0.73104,0.74152,0.74384,0.73804,0.73412,0.7428,0.74124,0.74252,0.73856,0.74104,0.74424,0.73748,0.7428,0.74264,0.74348,0.74492,0.7474,0.73828,0.74028,0.73924,0.73532,0.7298,0.72604,0.71644,
0.316228,33,0.99496,0.99704,0.99672,0.99512,0.99236,0.98816,0.98324,0.97268,0.95664,0.93764,0.90612,0.85956,0.80092,0.72196,0.66656,0.6702,0.69408,0.70404,0.71316,0.73288,0.7256,0.73036,0.735,0.743,0.74676,0.74444,0.73216,0.74296,0.73572,0.74008,0.74116,0.73772,0.738,0.73652,0.74436,0.74232,0.7378,0.74532,0.74108,0.74188,0.73728,0.74364,0.73456,0.73356,0.7342,0.73324,0.72944,0.7208,0.71684,
0.316228,34,0.99648,0.99812,0.99772,0.99584,0.99436,0.99028,0.98608,0.97704,0.96432,0.94536,0.91804,0.87272,0.81996,0.74908,0.6822,0.6756,0.68652,0.71516,0.73056,0.73848,0.73832,0.7418,0.73436,0.73692,0.7386,0.74076,0.73892,0.74164,0.74232,0.7406,0.74264,0.73468,0.73768,0.73908,0.73832,0.7426,0.739,0.73812,0.73676,0.74716,0.74408,0.73928,0.7378,0.73904,0.74336,0.73428,0.73152,0.73104,0.71464,
0.316228,35,0.99636,0.99796,0.99648,0.99528,0.99264,0.98924,0.98216,0.975,0.95764,0.94128,0.91004,0.86392,0.80484,0.73732,0.69156,0.672,0.6862,0.7,0.7064,0.721,0.72568,0.72596,0.73216,0.7434,0.74732,0.74364,0.74452,0.73872,0.73924,0.73596,0.7352,0.74224,0.7456,0.7384,0.73556,0.74,0.72916,0.73988,0.741,0.74112,0.73792,0.73732,0.7382,0.73724,0.74584,0.74096,0.73684,0.7318,0.71068,
0.316228,36,0.99476,0.99748,0.99624,0.99504,0.992,0.98796,0.98016,0.96932,0.95648,0.93128,0.89568,0.84116,0.78272,0.70296,0.66288,0.66156,0.68752,0.70256,0.71056,0.71696,0.7236,0.73376,0.73488,0.73428,0.73588,0.74192,0.72992,0.74204,0.73952,0.73568,0.735,0.73704,0.74232,0.74252,0.74276,0.74552,0.73648,0.73756,0.7338,0.73864,0.73728,0.73652,0.7342,0.74236,0.74492,0.73924,0.7322,0.72232,0.71212,
0.316228,37,0.99464,0.99728,0.99588,0.9934,0.99064,0.98484,0.9786,0.96792,0.94932,0.92164,0.8872,0.82932,0.76468,0.688,0.64464,0.63856,0.66784,0.69052,0.71548,0.72196,0.7352,0.73748,0.73724,0.73632,0.73656,0.7352,0.73928,0.72796,0.72768,0.73348,0.73172,0.73792,0.733,0.73408,0.73548,0.73808,0.73612,0.73512,0.73084,0.74204,0.73224,0.73016,0.7336,0.74284,0.73552,0.73564,0.72612,0.73068,0.71304,
0.316228,38,0.99536,0.99768,0.99624,0.99428,0.99192,0.98756,0.98196,0.97032,0.95496,0.9312,0.89904,0.85444,0.79024,0.73268,0.68412,0.66488,0.67836,0.70036,0.71392,0.72172,0.72328,0.73152,0.73048,0.73616,0.73376,0.74136,0.74288,0.73288,0.74252,0.73996,0.7406,0.73516,0.73868,0.73448,0.73664,0.73672,0.74192,0.73824,0.73872,0.73584,0.73848,0.74404,0.73652,0.74312,0.73064,0.73612,0.7274,0.71932,0.70936,
0.316228,39,0.99676,0.9986,0.99768,0.99592,0.99468,0.99096,0.98652,0.98064,0.96896,0.9544,0.93336,0.89876,0.85664,0.80352,0.74512,0.69188,0.67824,0.68956,0.71192,0.72788,0.74552,0.73876,0.74004,0.74336,0.73692,0.73504,0.73964,0.74196,0.7384,0.73664,0.73604,0.74184,0.74216,0.74268,0.74348,0.74136,0.74296,0.739,0.74304,0.7386,0.74348,0.7352,0.73936,0.73888,0.74272,0.73816,0.73868,0.72788,0.7154,
0.316228,40,0.99596,0.9984,0.99712,0.99588,0.99276,0.98956,0.9836,0.9758,0.964,0.94448,0.9192,0.8816,0.82492,0.75668,0.70116,0.67476,0.6834,0.69608,0.71432,0.71908,0.72544,0.72936,0.7334,0.73728,0.73732,0.74072,0.73976,0.74096,0.73752,0.73932,0.73544,0.73496,0.73964,0.74024,0.7392,0.73348,0.74176,0.73672,0.73944,0.74356,0.73928,0.73664,0.74308,0.7362,0.73376,0.73592,0.73328,0.73164,0.70204,
0.316228,41,0.99552,0.9978,0.99636,0.99508,0.99256,0.98904,0.98236,0.9736,0.95848,0.9406,0.91,0.86884,0.80816,0.74568,0.6808,0.64532,0.66096,0.67548,0.70292,0.72008,0.73584,0.74068,0.74144,0.74128,0.73964,0.74552,0.74464,0.74136,0.73952,0.74532,0.73772,0.7396,0.73896,0.73716,0.73872,0.73864,0.7366,0.73984,0.73808,0.74128,0.74144,0.7424,0.7414,0.73888,0.73516,0.73556,0.72984,0.7312,0.7162,
0.316228,42,0.9958,0.99752,0.99768,0.995,0.99312,0.98928,0.98376,0.9766,0.96664,0.94496,0.91628,0.88104,0.82776,0.75188,0.68292,0.66592,0.68516,0.69832,0.71732,0.72796,0.7272,0.7364,0.73396,0.7404,0.73576,0.74076,0.74304,0.74192,0.73956,0.73768,0.73664,0.73728,0.74,0.7448,0.74384,0.74364,0.74,0.73956,0.73652,0.73988,0.73316,0.74636,0.7384,0.74176,0.73752,0.73316,0.7324,0.7344,0.71576,
0.316228,43,0.99612,0.99752,0.99688,0.99504,0.99208,0.9886,0.9838,0.97328,0.96096,0.94308,0.91104,0.86692,0.8144,0.74204,0.67972,0.66824,0.681,0.71012,0.7226,0.73884,0.74096,0.7372,0.73444,0.73788,0.73728,0.7296,0.73232,0.7374,0.73844,0.73932,0.73744,0.74444,0.73892,0.73944,0.7414,0.7388,0.744,0.74168,0.73676,0.7332,0.74256,0.7388,0.73888,0.74,0.74,0.7382,0.73164,0.72576,0.71712,
0.316228,44,0.99644,0.99804,0.99724,0.99656,0.99344,0.99072,0.98624,0.97724,0.969,0.94668,0.92032,0.88344,0.8296,0.76476,0.69884,0.66492,0.67956,0.70536,0.72316,0.72912,0.73064,0.73004,0.73232,0.73512,0.73948,0.73776,0.74136,0.74512,0.73936,0.74448,0.73604,0.73716,0.73956,0.74152,0.73684,0.74704,0.74168,0.74188,0.74028,0.74144,0.74132,0.74228,0.73864,0.73644,0.74304,0.73904,0.73456,0.7332,0.72364,
0.316228,45,0.9948,0.99716,0.99588,0.99336,0.99,0.985,0.97764,0.96376,0.94464,0.91756,0.87448,0.80912,0.72672,0.66568,0.65428,0.68244,0.70596,0.7242,0.72588,0.73208,0.73388,0.7332,0.73476,0.73748,0.74164,0.7402,0.73884,0.73652,0.73688,0.73536,0.73812,0.73804,0.738,0.74192,0.7378,0.73884,0.7374,0.7432,0.73684,0.74152,0.73072,0.7322,0.73912,0.73764,0.73032,0.73768,0.73204,0.73048,0.71168,
0.316228,46,0.99648,0.99868,0.99728,0.99624,0.99364,0.9914,0.98624,0.97916,0.9682,0.95284,0.92932,0.89332,0.84192,0.78512,0.72032,0.68304,0.67572,0.69564,0.7036,0.71392,0.72036,0.72212,0.7324,0.73968,0.74236,0.7464,0.747,0.742,0.741,0.7436,0.73764,0.7462,0.73924,0.74936,0.73836,0.74048,0.74376,0.74104,0.74288,0.73992,0.74092,0.73596,0.73188,0.73892,0.74064,0.73556,0.7334,0.72696,0.71992,
0.316228,47,0.99724,0.9984,0.997,0.99548,0.9944,0.99032,0.98636,0.9792,0.96676,0.95324,0.92792,0.89244,0.84456,0.78448,0.72096,0.68288,0.68652,0.7044,0.71444,0.7256,0.72744,0.72448,0.72812,0.72968,0.73244,0.74228,0.73996,0.74144,0.7354,0.74424,0.74036,0.74256,0.74216,0.73888,0.73992,0.73812,0.72912,0.7402,0.74192,0.73656,0.73864,0.7366,0.74044,0.74044,0.74032,0.73712,0.73444,0.72148,0.71696,
0.316228,48,0.99524,0.99776,0.99704,0.99428,0.99364,0.98876,0.9826,0.97304,0.95796,0.94088,0.91052,0.87024,0.81532,0.74724,0.69248,0.66904,0.67916,0.68128,0.69972,0.71088,0.72608,0.72972,0.736,0.73432,0.73328,0.74132,0.739,0.73608,0.7448,0.74276,0.73292,0.73896,0.74084,0.73872,0.7418,0.73764,0.73888,0.73992,0.73348,0.74364,0.74248,0.7386,0.73896,0.74388,0.73888,0.73756,0.73132,0.72752,0.71152,
0.316228,49,0.99492,0.99756,0.99724,0.99548,0.99344,0.98916,0.98508,0.97528,0.96456,0.94472,0.91512,0.87064,0.8222,0.74384,0.6882,0.67204,0.68648,0.70292,0.7186,0.72332,0.73116,0.73056,0.72548,0.73968,0.73716,0.73764,0.73748,0.73724,0.74336,0.74536,0.73892,0.74972,0.7402,0.74292,0.7416,0.73596,0.73704,0.73904,0.74608,0.74504,0.74272,0.74156,0.73744,0.73248,0.73544,0.7366,0.73148,0.72672,0.71224,
0.316228,50,0.99672,0.99788,0.99664,0.99612,0.99436,0.9912,0.98656,0.97792,0.96948,0.95052,0.92224,0.88112,0.83444,0.75688,0.68376,0.66524,0.68392,0.70648,0.72596,0.74788,0.75648,0.75488,0.75328,0.74644,0.75128,0.73624,0.7364,0.7442,0.73292,0.74124,0.73756,0.74164,0.739,0.73468,0.741,0.73264,0.74144,0.7348,0.73624,0.73672,0.74548,0.74292,0.73476,0.73668,0.73972,0.73836,0.73936,0.72004,0.71764,
0.316228,51,0.99552,0.99776,0.99676,0.9952,0.99312,0.9884,0.98312,0.9736,0.95804,0.93892,0.90468,0.8664,0.81396,0.73816,0.68304,0.65672,0.66696,0.68132,0.70196,0.71804,0.7284,0.73712,0.73084,0.74652,0.74124,0.74028,0.741,0.73592,0.73808,0.74296,0.74116,0.74124,0.73704,0.74404,0.74028,0.74272,0.73708,0.74148,0.73924,0.73768,0.7454,0.73848,0.73684,0.73616,0.73272,0.73792,0.734,0.72508,0.71844,
0.316228,52,0.99616,0.99804,0.997,0.99496,0.99248,0.98908,0.98296,0.97272,0.95948,0.93844,0.9096,0.86176,0.80492,0.72872,0.67452,0.65104,0.66548,0.689,0.70356,0.72284,0.73016,0.73232,0.7336,0.73688,0.74508,0.7464,0.73628,0.7416,0.74664,0.74216,0.74168,0.74476,0.74128,0.74168,0.73596,0.74348,0.7418,0.73596,0.73312,0.74148,0.7466,0.7428,0.74092,0.73292,0.73848,0.73836,0.73464,0.7276,0.70948,
0.316228,53,0.99428,0.9972,0.99584,0.99332,0.99008,0.98636,0.9796,0.96708,0.949,0.92728,0.88744,0.83668,0.7712,0.69732,0.66532,0.67104,0.6854,0.70932,0.71504,0.72408,0.7218,0.73364,0.73296,0.73488,0.73844,0.73276,0.74492,0.73896,0.73916,0.73984,0.73872,0.74252,0.74212,0.73724,0.7384,0.74336,0.73312,0.7398,0.74008,0.73772,0.73912,0.73756,0.73556,0.736,0.73156,0.73024,0.72516,0.73056,0.71804,
0.316228,54,0.99524,0.99796,0.99724,0.99492,0.99296,0.98896,0.98272,0.97288,0.95748,0.937,0.904,0.85964,0.79284,0.71916,0.67016,0.66536,0.68244,0.70732,0.71596,0.72528,0.7302,0.73504,0.73216,0.73004,0.73448,0.73548,0.7388,0.7438,0.73832,0.73568,0.73848,0.733,0.72924,0.73588,0.73432,0.73716,0.74012,0.73976,0.73784,0.74216,0.73496,0.73448,0.74284,0.74284,0.73364,0.73256,0.72832,0.71872,0.71244,
