mc_step,0&1,1&2,2&3,3&4,4&5,5&6,6&7,7&8,8&9,9&10,10&11,11&12,12&13,13&14,14&15,15&16,16&17,17&18,18&19,19&20,20&21,21&22,22&23,23&24,24&25,25&26,26&27,27&28,28&29,29&30,30&31,31&32,32&33,33&34,34&35,35&36,36&37,37&38,38&39,39&40,40&41,41&42,42&43,43&44,44&45,45&46,46&47,47&48,48&49,
4200,0.996667,0.998095,0.994762,0.994762,0.994286,0.994286,0.989048,0.975714,0.971429,0.952857,0.925238,0.878571,0.839048,0.769048,0.675714,0.679048,0.631905,0.64381,0.688095,0.656667,0.655714,0.677619,0.648095,0.678095,0.675714,0.689048,0.708095,0.702381,0.695714,0.71,0.693333,0.696667,0.697619,0.699524,0.697143,0.717619,0.718571,0.705714,0.689048,0.717619,0.685238,0.71619,0.707619,0.72619,0.7,0.709048,0.692857,0.663333,0.647143,
4400,0.996364,0.998182,0.995,0.995,0.994091,0.994091,0.988182,0.975909,0.971364,0.950455,0.920909,0.878636,0.838182,0.768636,0.676364,0.678182,0.634545,0.646818,0.693636,0.656818,0.66,0.681364,0.651364,0.678636,0.677727,0.690909,0.705909,0.7,0.699091,0.712727,0.698182,0.699091,0.696364,0.699545,0.704545,0.720909,0.721364,0.709091,0.692273,0.718182,0.686818,0.718636,0.713182,0.724545,0.700909,0.71,0.697727,0.662727,0.650455,
4600,0.996522,0.998261,0.995217,0.995217,0.993478,0.994348,0.987826,0.975652,0.971304,0.951304,0.92,0.878261,0.831304,0.767391,0.675217,0.681739,0.637826,0.652174,0.692174,0.657391,0.665217,0.682609,0.653478,0.679565,0.678696,0.691304,0.705652,0.703913,0.696957,0.712174,0.701304,0.701304,0.700435,0.70087,0.706957,0.724783,0.723043,0.712174,0.691739,0.720435,0.686957,0.722609,0.71913,0.727391,0.705652,0.70913,0.700435,0.663478,0.654783,
4800,0.996667,0.998333,0.995,0.995,0.99375,0.993333,0.98625,0.975833,0.972083,0.951667,0.9175,0.877083,0.829167,0.762917,0.680833,0.683333,0.644167,0.652917,0.693333,0.6625,0.672083,0.68375,0.659167,0.686667,0.68375,0.691667,0.707083,0.704167,0.697917,0.715417,0.700833,0.701667,0.705,0.699583,0.71,0.72625,0.720833,0.711667,0.697917,0.720833,0.687917,0.725417,0.717917,0.724167,0.707083,0.7075,0.699167,0.669583,0.658333,
5000,0.9968,0.9984,0.9952,0.9952,0.9936,0.9936,0.9852,0.976,0.9716,0.9524,0.9172,0.8764,0.826,0.7624,0.6772,0.68,0.6484,0.6568,0.6948,0.6652,0.6756,0.6836,0.6584,0.6892,0.6856,0.6964,0.71,0.7068,0.7016,0.7164,0.7044,0.7008,0.7084,0.6972,0.712,0.7264,0.7212,0.7172,0.6948,0.7208,0.6896,0.7276,0.7168,0.7272,0.71,0.71,0.7008,0.6732,0.6616,
5200,0.996923,0.998462,0.995,0.995385,0.992692,0.993462,0.985769,0.974615,0.971154,0.952308,0.919231,0.875385,0.824231,0.760385,0.677692,0.681923,0.646154,0.656923,0.695769,0.668846,0.678462,0.688077,0.658077,0.693462,0.688077,0.699615,0.713462,0.704615,0.701923,0.717692,0.706923,0.7,0.71,0.699231,0.716154,0.726538,0.722308,0.715769,0.698846,0.719615,0.691923,0.727692,0.717308,0.727308,0.713077,0.71,0.701538,0.676154,0.661538,
5400,0.997037,0.998519,0.995185,0.995185,0.992963,0.993333,0.986296,0.974074,0.971481,0.952963,0.916667,0.875926,0.826296,0.762963,0.682963,0.683704,0.641852,0.657037,0.692222,0.668889,0.676667,0.688889,0.66,0.696667,0.689259,0.704444,0.713333,0.706667,0.704444,0.718148,0.705926,0.705556,0.711852,0.700741,0.72037,0.728889,0.722963,0.719259,0.700741,0.716667,0.694074,0.726667,0.72037,0.728519,0.712222,0.712593,0.704815,0.677778,0.665556,
5600,0.997143,0.998214,0.995357,0.995357,0.992857,0.993571,0.986429,0.974286,0.970357,0.952143,0.914643,0.875714,0.828214,0.762857,0.681786,0.6825,0.647143,0.658214,0.693214,0.67,0.677143,0.691429,0.665,0.698929,0.693214,0.706429,0.713929,0.705357,0.705714,0.716786,0.706429,0.706429,0.711429,0.7,0.718929,0.731071,0.726429,0.720357,0.700714,0.716786,0.696071,0.726786,0.718929,0.729286,0.712143,0.714643,0.703929,0.681071,0.6675,
5800,0.997241,0.998276,0.995172,0.995172,0.993103,0.993103,0.986207,0.974483,0.96931,0.951379,0.914138,0.873793,0.826897,0.763793,0.681724,0.681724,0.64931,0.658966,0.692759,0.674138,0.678276,0.693448,0.666207,0.700345,0.694138,0.707931,0.714483,0.706897,0.707586,0.716552,0.708276,0.708966,0.714483,0.7,0.718276,0.725517,0.727586,0.72,0.700345,0.714828,0.701034,0.727931,0.720345,0.729655,0.714828,0.717931,0.704483,0.68069,0.663103,
6000,0.997333,0.998333,0.995333,0.995333,0.993,0.992333,0.986667,0.974333,0.968333,0.951667,0.912,0.875,0.826667,0.759667,0.682667,0.682,0.647667,0.662667,0.692667,0.671667,0.678333,0.692333,0.668667,0.701333,0.698,0.711667,0.717,0.708333,0.707,0.714333,0.71,0.711,0.715333,0.701667,0.717667,0.725,0.727667,0.721333,0.703667,0.716667,0.702333,0.729333,0.721,0.732,0.713333,0.717,0.706333,0.681667,0.661333,
6200,0.997419,0.998387,0.995161,0.995484,0.993226,0.992258,0.986452,0.974839,0.96871,0.950968,0.913548,0.873871,0.82871,0.758065,0.683871,0.682581,0.647419,0.666774,0.691613,0.672258,0.677742,0.693226,0.670968,0.70129,0.7,0.713226,0.719355,0.71,0.707742,0.711613,0.708387,0.708387,0.716774,0.705161,0.719032,0.722581,0.725484,0.724194,0.707419,0.718065,0.704839,0.729032,0.720968,0.732903,0.712581,0.715484,0.709355,0.681613,0.663548,
6400,0.9975,0.998125,0.995313,0.995625,0.993125,0.991563,0.986563,0.974375,0.9675,0.950625,0.91125,0.87375,0.829375,0.755938,0.683125,0.682813,0.651563,0.667813,0.694063,0.674375,0.679063,0.695625,0.672188,0.701875,0.701562,0.715,0.720313,0.714063,0.705,0.7125,0.71,0.710625,0.715,0.704063,0.7175,0.723125,0.725625,0.722812,0.71,0.718125,0.708125,0.730938,0.719375,0.732812,0.714375,0.71625,0.708125,0.683438,0.667813,
6600,0.997273,0.998182,0.995455,0.995758,0.992727,0.991515,0.985758,0.973939,0.967273,0.950606,0.911818,0.872727,0.827879,0.755455,0.684242,0.683333,0.653636,0.67,0.695152,0.673333,0.676364,0.69697,0.675455,0.704545,0.70303,0.715152,0.722424,0.716061,0.706061,0.712424,0.712424,0.71,0.717273,0.704848,0.718182,0.724242,0.725455,0.722121,0.711515,0.718182,0.707576,0.730909,0.722121,0.733636,0.714242,0.716364,0.70697,0.686667,0.671818,
6800,0.997059,0.998235,0.995294,0.995588,0.992647,0.991471,0.985294,0.973824,0.966471,0.95,0.910294,0.873235,0.827941,0.757059,0.683824,0.684118,0.655,0.671471,0.693529,0.674706,0.675588,0.695882,0.676765,0.705294,0.705882,0.717059,0.723529,0.717647,0.708529,0.712059,0.715294,0.707353,0.715882,0.705,0.718824,0.725588,0.726471,0.722353,0.712353,0.718235,0.708235,0.730588,0.721176,0.729706,0.714706,0.715294,0.707353,0.691176,0.672353,
7000,0.997143,0.998286,0.995143,0.995143,0.992571,0.991429,0.985143,0.973429,0.965714,0.949429,0.909143,0.871429,0.826571,0.758571,0.685429,0.684,0.655714,0.671429,0.690571,0.675143,0.678857,0.694286,0.678,0.708857,0.705143,0.721429,0.723429,0.720286,0.71,0.714,0.716286,0.708286,0.717143,0.703429,0.72,0.726,0.726,0.722857,0.711429,0.720571,0.708,0.730571,0.721143,0.731714,0.714286,0.714571,0.709143,0.690286,0.673143,
7200,0.997222,0.998333,0.995278,0.994722,0.9925,0.991389,0.985278,0.973889,0.964722,0.948889,0.910278,0.871944,0.825833,0.755556,0.685,0.683611,0.657778,0.673056,0.693611,0.676944,0.681944,0.695556,0.676944,0.707222,0.704444,0.724722,0.723333,0.7225,0.708611,0.713611,0.715833,0.71,0.716667,0.704722,0.72,0.726944,0.725,0.724167,0.7125,0.720833,0.709444,0.731111,0.720833,0.7325,0.713611,0.715,0.71,0.691111,0.673056,
7400,0.997297,0.998108,0.995135,0.994865,0.991351,0.991351,0.985405,0.974324,0.965405,0.948378,0.910541,0.873514,0.826216,0.755946,0.681892,0.684865,0.656486,0.671351,0.694595,0.677027,0.681622,0.694865,0.677838,0.706486,0.705946,0.723784,0.723784,0.72027,0.711622,0.715135,0.714865,0.71027,0.717838,0.706757,0.72027,0.725405,0.727027,0.722432,0.714595,0.720811,0.711622,0.731351,0.721622,0.735405,0.715676,0.715405,0.711622,0.692703,0.673243,
7600,0.997368,0.998158,0.995263,0.995,0.991316,0.991579,0.985526,0.975,0.965789,0.948158,0.908947,0.872895,0.826316,0.754211,0.682895,0.682895,0.656316,0.673158,0.697895,0.676316,0.681842,0.696053,0.68,0.707105,0.706579,0.724474,0.724211,0.718684,0.714474,0.715789,0.713684,0.712632,0.721579,0.708421,0.721842,0.725,0.73,0.720789,0.713684,0.720526,0.711579,0.732368,0.720789,0.734474,0.714737,0.717368,0.713421,0.693421,0.673421,
7800,0.997436,0.998205,0.995385,0.994872,0.991282,0.991282,0.984872,0.974872,0.965897,0.948205,0.907949,0.873077,0.82641,0.75359,0.682308,0.678974,0.657949,0.674872,0.69641,0.677179,0.685128,0.697179,0.682051,0.70641,0.70641,0.725641,0.723846,0.719231,0.714615,0.715897,0.71359,0.713333,0.720769,0.708462,0.721026,0.724103,0.732308,0.721026,0.715641,0.721795,0.711282,0.734359,0.721538,0.73359,0.715385,0.718462,0.714615,0.692564,0.673333,
8000,0.9975,0.99825,0.9955,0.995,0.99125,0.99125,0.9845,0.97475,0.96625,0.94775,0.9075,0.8725,0.82725,0.7515,0.67975,0.68075,0.6615,0.678,0.697,0.67725,0.68475,0.69775,0.68425,0.70675,0.70775,0.72675,0.725,0.71775,0.71525,0.71375,0.71225,0.7145,0.721,0.709,0.72025,0.726,0.73375,0.72075,0.716,0.721,0.712,0.7355,0.721,0.73325,0.71775,0.71925,0.7155,0.695,0.67375,
8200,0.996585,0.997805,0.99561,0.994878,0.991463,0.99122,0.98439,0.97439,0.966585,0.947317,0.906829,0.872439,0.827317,0.75,0.683659,0.678293,0.661707,0.68,0.693902,0.676585,0.686585,0.696341,0.685854,0.708049,0.70561,0.726341,0.723415,0.71878,0.717073,0.715366,0.71439,0.71561,0.721951,0.709024,0.719756,0.724878,0.731951,0.720976,0.716829,0.723659,0.711951,0.73439,0.720244,0.73561,0.717561,0.718293,0.713902,0.697561,0.675366,
8400,0.996667,0.997857,0.995714,0.995,0.990952,0.990714,0.984286,0.974286,0.966429,0.94619,0.906429,0.871905,0.828333,0.749762,0.683333,0.679524,0.662143,0.677857,0.694286,0.679048,0.686667,0.695476,0.687381,0.710238,0.706667,0.724524,0.722857,0.720476,0.718095,0.71881,0.715952,0.717619,0.723571,0.708333,0.720952,0.727619,0.73119,0.719048,0.715,0.724762,0.71381,0.736667,0.720952,0.736905,0.717381,0.719048,0.712381,0.696667,0.675,
8600,0.996512,0.997907,0.995814,0.995116,0.991163,0.990233,0.984186,0.974419,0.966977,0.946744,0.906977,0.870465,0.828837,0.75,0.683023,0.677907,0.663721,0.676512,0.693953,0.677442,0.686977,0.694186,0.68907,0.710698,0.704884,0.726279,0.722791,0.722558,0.71814,0.720698,0.716279,0.716279,0.724651,0.711163,0.721628,0.72907,0.732093,0.718605,0.71186,0.725581,0.716744,0.736744,0.72093,0.737442,0.71814,0.719302,0.711163,0.698605,0.676512,
8800,0.996591,0.997955,0.995455,0.995,0.990909,0.99,0.984091,0.974091,0.966136,0.947273,0.9075,0.871364,0.827955,0.75,0.680682,0.679091,0.663409,0.675909,0.695455,0.679773,0.688636,0.696591,0.689545,0.709545,0.705,0.727727,0.720682,0.723409,0.719318,0.723636,0.717045,0.716364,0.725227,0.711591,0.723409,0.730227,0.731591,0.718409,0.712273,0.724545,0.718182,0.736591,0.7225,0.737273,0.720455,0.720455,0.710455,0.6975,0.677273,
9000,0.996667,0.998,0.995556,0.995111,0.990667,0.990222,0.984,0.974222,0.965778,0.947111,0.908667,0.872,0.825333,0.749556,0.681556,0.680444,0.661778,0.678222,0.694444,0.681778,0.688889,0.697556,0.692222,0.708667,0.706444,0.728,0.721556,0.723556,0.718667,0.723333,0.717778,0.716667,0.724,0.71,0.723556,0.730667,0.731556,0.717556,0.711333,0.726889,0.718889,0.738444,0.723556,0.737111,0.718444,0.721333,0.712222,0.697333,0.677333,
9200,0.996739,0.998043,0.995435,0.995217,0.99087,0.990217,0.98413,0.974348,0.965435,0.946087,0.908913,0.872174,0.826087,0.750217,0.683043,0.679348,0.66,0.679565,0.695,0.681522,0.69,0.698261,0.695,0.707826,0.706304,0.728913,0.722174,0.723261,0.717826,0.722826,0.716739,0.717826,0.726957,0.71087,0.724783,0.731304,0.731957,0.718043,0.711304,0.724783,0.71913,0.737609,0.722609,0.736522,0.717174,0.722609,0.711739,0.698913,0.678261,
9400,0.996809,0.998085,0.995532,0.995319,0.991064,0.990426,0.984043,0.974255,0.965106,0.945957,0.907872,0.871915,0.825532,0.750426,0.681915,0.68,0.658085,0.681064,0.695106,0.682979,0.690851,0.700638,0.695957,0.708936,0.705532,0.727872,0.721915,0.723617,0.718936,0.724468,0.717447,0.717872,0.728298,0.710426,0.725319,0.731915,0.731277,0.719574,0.711915,0.725106,0.720426,0.736809,0.724681,0.734681,0.71766,0.722766,0.712553,0.701064,0.68,
9600,0.996875,0.998125,0.995625,0.995417,0.991042,0.990625,0.983958,0.973958,0.964375,0.946667,0.908542,0.872292,0.825833,0.752292,0.681042,0.680208,0.655833,0.681875,0.695833,0.685208,0.690833,0.7025,0.697083,0.709375,0.705833,0.726458,0.722708,0.725417,0.721667,0.725417,0.717292,0.719167,0.72875,0.710625,0.724167,0.731458,0.73,0.720417,0.712917,0.725208,0.722083,0.736667,0.722708,0.733333,0.717708,0.724375,0.714792,0.702083,0.680208,
9800,0.996939,0.998163,0.995714,0.99551,0.991224,0.990612,0.983878,0.974286,0.964694,0.945918,0.908367,0.872653,0.824694,0.750816,0.681633,0.680816,0.656531,0.684286,0.696735,0.687347,0.690816,0.702245,0.696939,0.709796,0.706122,0.726735,0.722449,0.724694,0.720816,0.726531,0.71898,0.719388,0.728367,0.709592,0.722653,0.730816,0.732653,0.720204,0.712653,0.725306,0.721429,0.737551,0.724082,0.733265,0.715714,0.724286,0.716327,0.703469,0.680204,
10000,0.997,0.9982,0.9956,0.9956,0.9912,0.9906,0.984,0.9746,0.9644,0.9464,0.9074,0.8734,0.8258,0.7518,0.684,0.6772,0.6554,0.685,0.6968,0.6872,0.6898,0.7042,0.6968,0.7096,0.7066,0.7274,0.7214,0.7242,0.7196,0.728,0.7184,0.7186,0.729,0.7094,0.7232,0.7308,0.7322,0.7204,0.7126,0.7246,0.7214,0.7374,0.7232,0.7318,0.7166,0.7234,0.7168,0.704,0.6808,
10200,0.996863,0.998235,0.995686,0.995294,0.991176,0.990588,0.983922,0.974314,0.964118,0.946275,0.906471,0.872549,0.824118,0.750392,0.683725,0.676078,0.656078,0.686667,0.698039,0.688431,0.691765,0.705882,0.696275,0.71,0.707059,0.727647,0.721176,0.724314,0.718627,0.727647,0.720196,0.718235,0.728627,0.71,0.722353,0.731569,0.732941,0.720392,0.712941,0.725098,0.719804,0.736471,0.723333,0.73451,0.717255,0.72451,0.71902,0.70451,0.68098,
10400,0.996731,0.998077,0.995769,0.995385,0.991346,0.990192,0.983846,0.974615,0.964423,0.945577,0.906346,0.872115,0.824038,0.748654,0.683846,0.675577,0.656154,0.686923,0.696731,0.686154,0.691923,0.704423,0.696923,0.710962,0.707308,0.727885,0.720577,0.724808,0.718269,0.728077,0.720192,0.720385,0.729038,0.711731,0.723077,0.730769,0.732308,0.720577,0.713077,0.724038,0.719423,0.734808,0.723462,0.733846,0.718077,0.726923,0.717885,0.705,0.682692,
10600,0.996604,0.998113,0.995849,0.995472,0.991321,0.99,0.983774,0.974717,0.963396,0.945094,0.906415,0.871887,0.825283,0.750377,0.68283,0.676415,0.656981,0.684717,0.693585,0.689057,0.693585,0.703396,0.697358,0.711132,0.70566,0.729623,0.721509,0.726604,0.718868,0.729245,0.721698,0.720377,0.728113,0.712075,0.723962,0.732453,0.733396,0.719811,0.713585,0.723585,0.720189,0.733962,0.723396,0.734528,0.71717,0.728491,0.717925,0.706038,0.684528,
10800,0.996481,0.997963,0.995741,0.995185,0.991481,0.990185,0.984074,0.974444,0.963333,0.945,0.905556,0.871667,0.823519,0.747778,0.684074,0.677222,0.657037,0.68537,0.694815,0.687593,0.694074,0.703333,0.699259,0.712037,0.706852,0.72963,0.722963,0.725556,0.719074,0.729444,0.722778,0.72037,0.727778,0.712407,0.72463,0.732593,0.734815,0.721667,0.715185,0.723519,0.721111,0.734259,0.723704,0.734815,0.71537,0.727407,0.718889,0.706481,0.685,
11000,0.996545,0.998,0.995455,0.995273,0.991273,0.99,0.983818,0.974727,0.962909,0.944909,0.905636,0.872,0.823455,0.748364,0.682909,0.678909,0.657818,0.685273,0.696727,0.689636,0.695818,0.704,0.699455,0.712727,0.707091,0.73,0.722364,0.724,0.720545,0.730727,0.722727,0.721091,0.727455,0.712727,0.723455,0.732909,0.737091,0.722545,0.714909,0.722182,0.722,0.732545,0.725091,0.736182,0.715455,0.727818,0.718,0.705818,0.686727,
11200,0.996429,0.998036,0.995357,0.995,0.991429,0.989643,0.984107,0.974821,0.962679,0.944464,0.905357,0.8725,0.823571,0.746964,0.684643,0.678571,0.656786,0.685357,0.695536,0.688571,0.696429,0.703929,0.699643,0.715,0.708393,0.729821,0.723036,0.724821,0.721786,0.731071,0.723214,0.720714,0.728214,0.711964,0.724464,0.733571,0.737321,0.722857,0.715179,0.722143,0.722143,0.733036,0.725357,0.736964,0.714464,0.7275,0.716786,0.706786,0.685714,
