l,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
param_0,0.289363,0.0704267,0.0673497,0.0690457,0.0689041,0.0689041,0.0690624,0.0690624,0.0690624,0.0690624,0.0685688,0.0706284,0.0713078,0.0713078,0.0706529,0.070967,0.070967,0.0703534,0.0705441,0.0706827,0.0707584,0.0707411,0.0706564,0.0706351,0.0707774,0.0706894,0.0706913,0.070646,0.0706883,0.070701,0.0706815,0.0707042,0.0706908,0.0706908,0.0707044,0.0707017,0.0706983,0.0707004,0.0706894,0.0706942,0.0706938,0.0706966,0.0706951,0.0706982,0.0706943,0.0706954,0.0706955,0.0706953,0.0706951,0.070695,
param_1,0.435397,0.0584294,0.0587909,0.0595568,0.0597164,0.0597164,0.0601203,0.0601203,0.0601203,0.0601203,0.0605355,0.0603295,0.0588158,0.0588158,0.0596769,0.0592067,0.0592067,0.0595345,0.059536,0.059481,0.0593644,0.0593518,0.0594239,0.0594618,0.059407,0.0594187,0.0594118,0.0594317,0.0594106,0.0594071,0.059427,0.0594118,0.0594188,0.0594188,0.0594152,0.0594168,0.059416,0.0594164,0.0594213,0.0594183,0.0594172,0.0594175,0.0594167,0.059416,0.0594176,0.0594173,0.0594174,0.0594175,0.0594175,0.0594179,
