oscillator_number,seed,0&1,1&2,2&3,3&4,4&5,5&6,6&7,7&8,8&9,9&10,10&11,11&12,12&13,13&14,14&15,15&16,16&17,17&18,18&19,19&20,20&21,21&22,22&23,23&24,24&25,25&26,26&27,27&28,28&29,29&30,30&31,31&32,32&33,33&34,34&35,35&36,36&37,37&38,38&39,39&40,40&41,41&42,42&43,43&44,44&45,45&46,46&47,47&48,48&49,
10000,3032,0.99648,0.99804,0.99644,0.9954,0.99284,0.9892,0.98308,0.97468,0.96228,0.94308,0.90736,0.87516,0.81452,0.74396,0.69336,0.66984,0.67432,0.69572,0.7124,0.71696,0.72996,0.73008,0.72996,0.74144,0.74164,0.7392,0.73656,0.73436,0.73608,0.74024,0.74224,0.73904,0.74556,0.74096,0.73256,0.74172,0.73932,0.74092,0.73732,0.74136,0.74424,0.74192,0.7314,0.7346,0.73588,0.73204,0.73568,0.72188,0.71728,
10000,3033,0.99568,0.99808,0.997,0.9952,0.9926,0.9886,0.98376,0.97552,0.96216,0.94128,0.91336,0.8718,0.82108,0.75312,0.69496,0.67076,0.68116,0.69216,0.71516,0.7246,0.72608,0.73392,0.73428,0.73804,0.73912,0.73604,0.74104,0.73648,0.7304,0.73424,0.73496,0.73948,0.73872,0.73924,0.74068,0.74228,0.74348,0.73724,0.742,0.73816,0.73592,0.74052,0.73144,0.7426,0.7378,0.73756,0.74016,0.72756,0.71952,
10000,3034,0.9962,0.9978,0.99696,0.99528,0.99212,0.9896,0.98372,0.97456,0.96156,0.93772,0.9128,0.87028,0.81124,0.74924,0.68824,0.67268,0.68168,0.695,0.71556,0.71788,0.72452,0.72872,0.7356,0.73084,0.73576,0.73524,0.73476,0.74184,0.73504,0.73796,0.73456,0.73036,0.74148,0.7454,0.73748,0.73836,0.74444,0.7392,0.7412,0.7436,0.73904,0.74036,0.743,0.742,0.74132,0.73692,0.72972,0.72688,0.71456,
10000,3035,0.99624,0.9976,0.99716,0.99524,0.992,0.98972,0.98316,0.97324,0.9618,0.94216,0.91312,0.87292,0.81176,0.73572,0.68484,0.66824,0.68672,0.7016,0.71544,0.7242,0.73076,0.73572,0.7326,0.73356,0.73544,0.73948,0.7398,0.7314,0.73808,0.7344,0.73716,0.74448,0.74072,0.7344,0.74572,0.73948,0.74008,0.74036,0.7416,0.73552,0.743,0.73912,0.7398,0.74068,0.73836,0.7316,0.73352,0.72356,0.70876,
10000,3036,0.996,0.99768,0.99604,0.99564,0.99252,0.98944,0.98456,0.97372,0.95904,0.93848,0.913,0.8672,0.81028,0.7444,0.68288,0.67116,0.68308,0.69588,0.71132,0.71772,0.72484,0.73264,0.7344,0.73948,0.73844,0.738,0.73836,0.73712,0.74412,0.74044,0.73912,0.73508,0.73988,0.73884,0.74136,0.74,0.73668,0.74416,0.73388,0.74392,0.74296,0.74268,0.74288,0.74008,0.7382,0.7296,0.7346,0.7236,0.71476,
10000,3037,0.99596,0.998,0.99672,0.99556,0.9924,0.98832,0.98276,0.977,0.96048,0.94464,0.91404,0.86576,0.81736,0.74616,0.68432,0.6636,0.68276,0.7048,0.71632,0.72252,0.72564,0.72648,0.73756,0.73344,0.73576,0.73924,0.7388,0.73688,0.7374,0.73864,0.74424,0.73688,0.74224,0.73904,0.74012,0.74168,0.73896,0.73704,0.73796,0.74236,0.73932,0.738,0.73572,0.733,0.7364,0.73492,0.73376,0.72704,0.71416,
10000,3038,0.99524,0.99784,0.99672,0.99568,0.99232,0.9882,0.98332,0.97688,0.96092,0.9408,0.91164,0.87336,0.81552,0.74744,0.67948,0.66388,0.685,0.69744,0.71088,0.71928,0.7292,0.73112,0.73524,0.72984,0.73596,0.73436,0.7392,0.73936,0.74104,0.73584,0.74188,0.745,0.7412,0.73984,0.73708,0.74272,0.737,0.74412,0.73736,0.7364,0.7444,0.74064,0.73832,0.74176,0.74056,0.73528,0.72612,0.72496,0.71412,
10000,3039,0.99604,0.99764,0.99716,0.9954,0.9926,0.98952,0.98424,0.97412,0.96028,0.94252,0.91204,0.87196,0.81796,0.74644,0.68768,0.67116,0.68108,0.68976,0.70588,0.72164,0.72368,0.73212,0.73484,0.74044,0.73508,0.74196,0.74048,0.74096,0.74124,0.74264,0.74104,0.73936,0.73824,0.73728,0.7372,0.73504,0.73728,0.74336,0.741,0.74148,0.74656,0.74232,0.73688,0.74532,0.74064,0.73856,0.73428,0.7344,0.71396,
10000,3040,0.99524,0.9974,0.99692,0.99456,0.99228,0.98936,0.98328,0.97244,0.96164,0.93988,0.91164,0.86992,0.80924,0.7468,0.67776,0.6772,0.68148,0.70592,0.70924,0.72112,0.72212,0.734,0.73416,0.7384,0.7404,0.73768,0.7408,0.73912,0.73756,0.73756,0.74364,0.7408,0.73956,0.7374,0.73844,0.7434,0.7408,0.74132,0.74016,0.7362,0.73832,0.7376,0.73428,0.73568,0.74012,0.74016,0.72984,0.72956,0.71648,
10000,3041,0.99596,0.99864,0.99696,0.99516,0.99308,0.98888,0.98376,0.97456,0.96164,0.94116,0.91792,0.87164,0.8202,0.75372,0.68824,0.66468,0.67848,0.69752,0.70456,0.71536,0.72324,0.73804,0.73536,0.73384,0.74084,0.73192,0.73552,0.7338,0.74148,0.742,0.74008,0.743,0.73604,0.74248,0.74032,0.7482,0.74288,0.74004,0.74248,0.74528,0.74476,0.73952,0.74048,0.73868,0.74,0.73592,0.73152,0.7278,0.7182,
10000,3042,0.9958,0.9982,0.99736,0.99524,0.99292,0.98964,0.98268,0.97404,0.96192,0.94344,0.91288,0.8744,0.81916,0.743,0.69096,0.66808,0.684,0.69496,0.71044,0.72548,0.72916,0.73148,0.7336,0.7292,0.73196,0.73672,0.73724,0.74224,0.74276,0.73436,0.73952,0.73644,0.73752,0.74304,0.7414,0.74496,0.74272,0.73992,0.73892,0.73888,0.73984,0.74152,0.73804,0.73932,0.73224,0.73116,0.73184,0.7244,0.71524,
10000,3043,0.996,0.99744,0.99716,0.99464,0.99192,0.98924,0.98492,0.97288,0.96192,0.94188,0.91376,0.8748,0.82192,0.74844,0.68708,0.67332,0.68024,0.69672,0.70344,0.72296,0.72448,0.7292,0.73496,0.74032,0.74208,0.74252,0.74004,0.74464,0.74264,0.74188,0.7398,0.73364,0.73696,0.74044,0.74008,0.74032,0.73968,0.74324,0.74372,0.74124,0.7348,0.7388,0.74048,0.73664,0.73372,0.73388,0.72772,0.722,0.7168,
10000,3044,0.99672,0.99796,0.99692,0.99592,0.99224,0.9896,0.98332,0.97472,0.96228,0.94104,0.90768,0.87132,0.80764,0.74468,0.69236,0.67012,0.67868,0.69324,0.71064,0.72312,0.7248,0.72696,0.73344,0.73448,0.73896,0.73848,0.73932,0.74268,0.73824,0.736,0.74688,0.74376,0.74328,0.74152,0.73772,0.73776,0.73684,0.737,0.7426,0.7404,0.7376,0.73732,0.74476,0.74152,0.73708,0.72716,0.73328,0.72904,0.71928,
10000,3045,0.99612,0.9974,0.99684,0.9954,0.9934,0.98872,0.983,0.97464,0.96052,0.9384,0.91,0.87004,0.81316,0.73896,0.67896,0.67516,0.68692,0.69992,0.70772,0.72136,0.72844,0.72844,0.73168,0.73556,0.73764,0.74404,0.74792,0.73856,0.7362,0.73692,0.74276,0.73788,0.73844,0.74112,0.74364,0.74244,0.73632,0.74168,0.73936,0.7472,0.74072,0.73684,0.73424,0.73796,0.73944,0.73368,0.73628,0.72964,0.70984,
10000,3046,0.99664,0.99788,0.99668,0.9956,0.99264,0.99024,0.98228,0.97384,0.96144,0.94216,0.9084,0.866,0.80556,0.73412,0.67544,0.66928,0.68636,0.70352,0.72076,0.71848,0.73416,0.73384,0.73836,0.73708,0.73108,0.73632,0.74376,0.72828,0.74044,0.74144,0.7326,0.73488,0.7348,0.74208,0.74772,0.74032,0.73896,0.74168,0.73588,0.73884,0.73672,0.73704,0.73564,0.73704,0.73808,0.73416,0.73316,0.72748,0.71532,
10000,3047,0.9958,0.99804,0.99712,0.995,0.99364,0.98904,0.98236,0.97436,0.96268,0.94072,0.91552,0.87472,0.81644,0.74772,0.68356,0.66572,0.68752,0.70252,0.71284,0.71784,0.72768,0.73224,0.72948,0.73744,0.73992,0.73624,0.74584,0.7406,0.74128,0.74308,0.73896,0.73948,0.73748,0.73692,0.7436,0.74384,0.74184,0.74384,0.73872,0.7416,0.73396,0.73752,0.73396,0.73668,0.73632,0.7312,0.73364,0.7262,0.71624,
10000,3048,0.9954,0.99788,0.99704,0.9952,0.99364,0.98892,0.98228,0.97604,0.96236,0.94264,0.91188,0.87492,0.81392,0.75628,0.69012,0.66848,0.68348,0.69752,0.71116,0.71924,0.72552,0.72624,0.73528,0.73872,0.73916,0.74112,0.74064,0.7392,0.7398,0.73728,0.73716,0.73564,0.74008,0.73628,0.74356,0.739,0.73764,0.73844,0.74168,0.74192,0.7376,0.7378,0.74408,0.7394,0.73764,0.73432,0.73712,0.72788,0.71804,
10000,3049,0.99568,0.99752,0.99672,0.9954,0.99248,0.98856,0.98376,0.97636,0.96016,0.94228,0.91524,0.87148,0.81756,0.74836,0.69016,0.66304,0.6786,0.69264,0.71248,0.71068,0.73248,0.72784,0.73832,0.73444,0.73712,0.73556,0.74356,0.74572,0.74048,0.73768,0.73884,0.74012,0.73796,0.73556,0.74376,0.73792,0.73872,0.74184,0.73424,0.73928,0.73752,0.73972,0.73764,0.73544,0.74372,0.73848,0.73848,0.72332,0.71144,
10000,3050,0.99584,0.99808,0.99692,0.99504,0.99336,0.99016,0.98416,0.97524,0.95996,0.93788,0.91384,0.87492,0.82316,0.75036,0.691,0.67392,0.68476,0.69068,0.70196,0.71392,0.72268,0.73328,0.73492,0.73804,0.73656,0.74008,0.74032,0.74092,0.73296,0.74424,0.74432,0.73976,0.7454,0.74124,0.7382,0.74008,0.73936,0.73892,0.74284,0.73564,0.74248,0.7422,0.746,0.73268,0.73816,0.73484,0.73404,0.72272,0.71056,
10000,3051,0.99588,0.99724,0.99676,0.99508,0.99228,0.98944,0.98316,0.9738,0.96124,0.94032,0.91464,0.87128,0.81704,0.74552,0.68576,0.6684,0.68016,0.69552,0.70876,0.7184,0.72728,0.73348,0.72952,0.73968,0.73564,0.73664,0.7414,0.7454,0.74252,0.73728,0.73808,0.74192,0.73632,0.74104,0.73752,0.74084,0.73408,0.73476,0.73472,0.74172,0.73584,0.7352,0.73936,0.74628,0.73404,0.744,0.73584,0.72828,0.71264,
10000,3052,0.99616,0.998,0.99688,0.9948,0.992,0.98904,0.98404,0.97408,0.95928,0.94032,0.91,0.87276,0.8112,0.74648,0.688,0.66556,0.67748,0.69656,0.71488,0.7232,0.7326,0.73568,0.73784,0.73556,0.74424,0.73464,0.73664,0.73736,0.7372,0.74136,0.73804,0.73048,0.73888,0.7376,0.74008,0.7426,0.74484,0.74332,0.73892,0.7294,0.73936,0.74084,0.73676,0.73688,0.73652,0.73572,0.7378,0.73104,0.71532,
10000,3053,0.99544,0.99828,0.99632,0.99516,0.99248,0.99012,0.98176,0.9762,0.96352,0.9438,0.91756,0.866,0.81552,0.75072,0.6838,0.6664,0.67772,0.697,0.7116,0.71592,0.72948,0.73188,0.73112,0.73808,0.74004,0.74392,0.74056,0.74196,0.74076,0.74024,0.73656,0.73884,0.73552,0.7352,0.74428,0.73812,0.73532,0.73768,0.74504,0.7494,0.74292,0.73688,0.73864,0.74412,0.74116,0.73008,0.73256,0.72976,0.71324,
10000,3054,0.9956,0.99832,0.99668,0.9946,0.9922,0.98876,0.98316,0.97364,0.96092,0.94124,0.91212,0.87176,0.81392,0.74476,0.68476,0.66032,0.68192,0.69964,0.70824,0.72112,0.72456,0.72876,0.73028,0.73892,0.7338,0.7398,0.74088,0.7406,0.7384,0.73908,0.73484,0.73144,0.7392,0.74384,0.74176,0.74248,0.73572,0.73996,0.73708,0.74112,0.73456,0.74276,0.73824,0.73808,0.7338,0.73508,0.72788,0.72788,0.71592,
10000,3055,0.99572,0.99784,0.99696,0.99536,0.99304,0.98832,0.98416,0.97412,0.96192,0.94424,0.9158,0.86852,0.8102,0.74372,0.69532,0.67304,0.68372,0.7004,0.70844,0.71544,0.72076,0.7306,0.73316,0.74204,0.74352,0.7392,0.73884,0.73236,0.73904,0.738,0.7422,0.74068,0.73956,0.74032,0.73924,0.73836,0.7438,0.74028,0.73476,0.74364,0.73712,0.7394,0.73756,0.73648,0.74288,0.74076,0.7364,0.72744,0.70956,
10000,3056,0.99612,0.99792,0.99692,0.99544,0.99336,0.98752,0.98408,0.97304,0.96144,0.94304,0.912,0.8744,0.81152,0.74308,0.69168,0.67404,0.6776,0.6938,0.70628,0.7176,0.72312,0.72972,0.73596,0.73632,0.73984,0.73556,0.73532,0.73676,0.74232,0.74416,0.74112,0.73892,0.73724,0.74232,0.74432,0.74416,0.74096,0.7396,0.74244,0.74388,0.74456,0.74528,0.74016,0.73688,0.73904,0.73164,0.73204,0.72592,0.71712,
10000,3057,0.99596,0.99804,0.99656,0.99588,0.99268,0.98848,0.9838,0.97404,0.95928,0.9384,0.9124,0.8686,0.80796,0.74308,0.68948,0.6674,0.67944,0.7012,0.71128,0.71792,0.73036,0.73284,0.73692,0.73372,0.73648,0.73496,0.74052,0.74208,0.74292,0.74344,0.74228,0.74156,0.74556,0.74132,0.73944,0.7374,0.739,0.73872,0.73832,0.73796,0.74288,0.73828,0.74104,0.74388,0.74336,0.73952,0.7332,0.72624,0.71872,
10000,3058,0.99592,0.99792,0.99656,0.99516,0.99312,0.99008,0.98308,0.97396,0.95992,0.94172,0.91332,0.86924,0.82192,0.74852,0.68104,0.67444,0.67956,0.6978,0.70256,0.71344,0.72216,0.7294,0.72924,0.73924,0.73912,0.74168,0.73932,0.731,0.73708,0.73936,0.74284,0.74408,0.74172,0.7402,0.74356,0.743,0.73792,0.74432,0.7456,0.7454,0.7422,0.73988,0.73896,0.74012,0.73808,0.73444,0.73216,0.72844,0.71328,
10000,3059,0.99524,0.99856,0.9972,0.99564,0.99236,0.98928,0.98348,0.97532,0.96028,0.93896,0.9148,0.87144,0.81604,0.74136,0.68868,0.66552,0.67536,0.69772,0.70944,0.71996,0.72676,0.73468,0.7332,0.73396,0.736,0.74316,0.74136,0.74096,0.74476,0.73868,0.73784,0.73668,0.73512,0.744,0.73616,0.73804,0.7424,0.74136,0.73876,0.73996,0.73624,0.74128,0.73424,0.73572,0.73748,0.73152,0.7344,0.72844,0.71604,
10000,3060,0.99608,0.99824,0.9968,0.99492,0.99252,0.98908,0.98344,0.97564,0.9624,0.938,0.91168,0.87136,0.81152,0.743,0.682,0.66084,0.67956,0.70112,0.71264,0.7258,0.72568,0.735,0.73624,0.74164,0.7384,0.74036,0.73932,0.73864,0.74188,0.73724,0.7388,0.7338,0.7368,0.735,0.73548,0.73656,0.7362,0.745,0.74148,0.74196,0.74156,0.7428,0.73772,0.74248,0.73896,0.7344,0.73276,0.72464,0.71176,
10000,3061,0.9952,0.99724,0.99708,0.99532,0.99344,0.99036,0.98308,0.97536,0.96256,0.94296,0.91308,0.8708,0.81068,0.73924,0.6876,0.67296,0.67292,0.69804,0.7102,0.71508,0.7302,0.73108,0.735,0.73244,0.73676,0.73056,0.73836,0.74128,0.74128,0.74436,0.74424,0.74764,0.7412,0.73792,0.73712,0.74372,0.74248,0.74644,0.73716,0.73664,0.73556,0.73912,0.73704,0.73308,0.7344,0.73736,0.72568,0.72476,0.71552,
10000,3062,0.99532,0.99756,0.99728,0.995,0.99196,0.98824,0.98268,0.97404,0.96264,0.9428,0.91216,0.86808,0.80728,0.7374,0.6834,0.67424,0.68236,0.69544,0.70476,0.72556,0.7288,0.73056,0.73296,0.73484,0.73356,0.73332,0.73956,0.74424,0.74108,0.73948,0.73988,0.74092,0.73912,0.74028,0.7434,0.7438,0.74056,0.73968,0.7348,0.73568,0.734,0.7408,0.74236,0.74404,0.74028,0.73308,0.73228,0.72424,0.70952,
10000,3063,0.99568,0.99748,0.9968,0.99564,0.99284,0.98964,0.98288,0.97372,0.96204,0.94468,0.91524,0.87324,0.82136,0.74124,0.68436,0.6682,0.67876,0.70132,0.71352,0.72748,0.7266,0.7396,0.73756,0.73936,0.74536,0.73888,0.73692,0.74096,0.74232,0.73956,0.73764,0.74468,0.737,0.73804,0.7418,0.74456,0.74344,0.73776,0.73636,0.74104,0.7392,0.73744,0.74264,0.73488,0.73916,0.7378,0.73768,0.72684,0.717,
10000,3064,0.99556,0.99764,0.99668,0.99612,0.992,0.98984,0.9826,0.97312,0.96312,0.93892,0.91204,0.87172,0.8088,0.7414,0.68716,0.6728,0.68072,0.69656,0.71312,0.71404,0.71928,0.729,0.73896,0.74068,0.74496,0.73948,0.73852,0.73856,0.74256,0.7382,0.73264,0.73892,0.73712,0.74368,0.73728,0.7394,0.74744,0.74056,0.73912,0.74548,0.74256,0.73852,0.74312,0.73568,0.73628,0.73768,0.73504,0.72384,0.71424,
10000,3065,0.99636,0.998,0.99716,0.9946,0.99332,0.98936,0.98308,0.9744,0.9604,0.94324,0.91676,0.87744,0.82056,0.75264,0.69492,0.66748,0.67392,0.69972,0.70436,0.71044,0.72648,0.73008,0.7372,0.73484,0.7418,0.7352,0.74032,0.7466,0.7374,0.7392,0.7416,0.73892,0.74216,0.7364,0.73976,0.74412,0.73876,0.73832,0.74572,0.73932,0.73864,0.7398,0.73808,0.73884,0.73564,0.73512,0.73424,0.72772,0.70992,
10000,3066,0.99604,0.99792,0.99756,0.99552,0.99228,0.98716,0.98256,0.97652,0.96152,0.93896,0.91056,0.87264,0.81576,0.74804,0.69344,0.66668,0.67648,0.69152,0.70448,0.71316,0.72724,0.73508,0.7314,0.72964,0.73528,0.73916,0.73832,0.73228,0.73956,0.74316,0.74092,0.73812,0.73656,0.74792,0.74024,0.74204,0.74052,0.73804,0.74372,0.74204,0.73704,0.73884,0.73604,0.73864,0.7358,0.73496,0.73124,0.7272,0.70756,
10000,3067,0.99648,0.99804,0.99668,0.99504,0.9934,0.98864,0.98432,0.97552,0.9616,0.9446,0.91392,0.8728,0.81584,0.74792,0.67904,0.66712,0.6846,0.6946,0.70584,0.71936,0.72732,0.73264,0.7418,0.73632,0.744,0.74348,0.7422,0.74172,0.74556,0.73576,0.73132,0.73396,0.73084,0.7422,0.74596,0.7442,0.73692,0.73872,0.73816,0.73912,0.7408,0.74196,0.74276,0.7394,0.73996,0.73544,0.734,0.72908,0.71052,
10000,3068,0.99596,0.99804,0.9972,0.99552,0.99192,0.9888,0.98324,0.97316,0.95988,0.943,0.91304,0.8712,0.81064,0.73924,0.68852,0.66736,0.6764,0.69712,0.7118,0.72312,0.72844,0.73468,0.74056,0.73388,0.735,0.736,0.73864,0.73432,0.73428,0.74344,0.744,0.74164,0.73432,0.7444,0.73932,0.7406,0.74424,0.7344,0.73476,0.74292,0.73772,0.74128,0.7362,0.73852,0.73952,0.74212,0.735,0.7306,0.71724,
10000,3069,0.9956,0.99812,0.9972,0.99476,0.99324,0.98932,0.98464,0.97232,0.95984,0.941,0.91108,0.87724,0.81724,0.74592,0.6862,0.66732,0.68344,0.69508,0.71008,0.71624,0.72704,0.73168,0.73588,0.74116,0.7324,0.74052,0.74192,0.74068,0.73828,0.7396,0.74212,0.74136,0.73284,0.73684,0.74132,0.73976,0.7452,0.74188,0.74376,0.73492,0.73704,0.73956,0.74696,0.7392,0.73712,0.73604,0.73464,0.73288,0.71404,
10000,3070,0.9962,0.99796,0.99676,0.99572,0.99216,0.98908,0.98428,0.97428,0.96248,0.9432,0.91352,0.8716,0.81648,0.7476,0.69564,0.67068,0.67552,0.69192,0.71072,0.71224,0.72212,0.73268,0.7348,0.73664,0.73784,0.73344,0.7372,0.74264,0.74512,0.7434,0.74236,0.73636,0.73764,0.74188,0.74552,0.74344,0.73404,0.73844,0.74464,0.7372,0.73776,0.743,0.74108,0.73728,0.74036,0.73144,0.73624,0.7282,0.71352,
10000,3071,0.99596,0.99824,0.99684,0.99544,0.99276,0.98908,0.9834,0.97544,0.9616,0.94244,0.91512,0.87344,0.81436,0.75276,0.68976,0.66476,0.67912,0.69592,0.711,0.71124,0.72604,0.73536,0.73208,0.7402,0.73632,0.73556,0.7382,0.74008,0.73716,0.7396,0.74424,0.74716,0.7438,0.74548,0.73816,0.74604,0.74412,0.74204,0.73844,0.73564,0.73488,0.73552,0.74116,0.74088,0.73836,0.73892,0.7336,0.73012,0.71844,
10000,3072,0.99576,0.998,0.9964,0.99544,0.99268,0.98928,0.98308,0.97212,0.95948,0.9402,0.9086,0.87056,0.80516,0.72912,0.69116,0.67228,0.67996,0.70104,0.71192,0.71828,0.72608,0.73504,0.7364,0.74124,0.73792,0.73268,0.74052,0.73928,0.73324,0.74184,0.74252,0.73924,0.74152,0.73824,0.7346,0.73484,0.74464,0.73504,0.73592,0.73252,0.74024,0.74216,0.74096,0.7382,0.74172,0.7368,0.7332,0.7264,0.70596,
10000,3073,0.9956,0.99748,0.99708,0.99536,0.9924,0.98868,0.98288,0.97508,0.96032,0.94092,0.91612,0.87044,0.81464,0.74888,0.68796,0.66676,0.68224,0.69724,0.71612,0.71684,0.71888,0.72528,0.73664,0.73208,0.73192,0.74532,0.73904,0.74096,0.73984,0.73908,0.73744,0.74584,0.74292,0.73932,0.73888,0.7366,0.74336,0.74064,0.7384,0.74064,0.73996,0.7382,0.73984,0.74048,0.7314,0.7304,0.73256,0.72708,0.71324,
10000,3074,0.99524,0.99796,0.99724,0.99512,0.99264,0.98904,0.98248,0.97552,0.9612,0.94232,0.90848,0.86516,0.81376,0.7366,0.68396,0.66048,0.69144,0.70592,0.71532,0.72644,0.724,0.72504,0.73552,0.73388,0.73784,0.73744,0.73804,0.73652,0.74044,0.7466,0.74392,0.74124,0.74116,0.74188,0.74036,0.7398,0.73796,0.74208,0.74428,0.7418,0.7428,0.73484,0.74468,0.74268,0.73592,0.73612,0.73828,0.7264,0.7126,
10000,3075,0.99524,0.9982,0.99732,0.99516,0.9922,0.98952,0.9836,0.97552,0.96356,0.94424,0.91688,0.87572,0.81572,0.74916,0.68656,0.6652,0.67204,0.69,0.70756,0.71336,0.72676,0.73232,0.73668,0.74244,0.74248,0.74036,0.73764,0.74008,0.7394,0.73192,0.74008,0.74096,0.74136,0.75004,0.74124,0.73736,0.742,0.7382,0.7394,0.7418,0.73824,0.73936,0.74096,0.74092,0.74016,0.73476,0.73612,0.72984,0.71476,
10000,3076,0.99616,0.99736,0.99688,0.99552,0.99364,0.98888,0.98264,0.97464,0.964,0.94512,0.91336,0.8684,0.8184,0.7536,0.69644,0.66968,0.68312,0.69892,0.71484,0.72164,0.73336,0.73032,0.73292,0.73408,0.74016,0.737,0.73688,0.7424,0.73928,0.74156,0.74024,0.73772,0.74468,0.73924,0.74524,0.7454,0.73828,0.74232,0.74404,0.73756,0.73784,0.737,0.73572,0.74144,0.73788,0.73628,0.73256,0.7262,0.71236,
10000,3077,0.99544,0.99776,0.99708,0.99544,0.99264,0.9892,0.98088,0.97548,0.95956,0.93672,0.91164,0.8684,0.8128,0.74352,0.68428,0.6676,0.68224,0.70564,0.71608,0.71868,0.72968,0.73024,0.72448,0.73796,0.73588,0.73664,0.74008,0.73736,0.73992,0.7386,0.74288,0.73808,0.7338,0.73764,0.74368,0.73752,0.73544,0.74784,0.7382,0.73952,0.74172,0.73884,0.73488,0.7394,0.739,0.73604,0.72624,0.72836,0.7124,
10000,3078,0.99628,0.99792,0.9972,0.99408,0.9934,0.9884,0.98252,0.97508,0.96224,0.94464,0.9134,0.8732,0.81248,0.75232,0.68908,0.66624,0.6786,0.69416,0.71076,0.72044,0.72248,0.7282,0.73528,0.73596,0.73212,0.7426,0.7424,0.73804,0.74008,0.73592,0.74136,0.74272,0.74536,0.74084,0.74092,0.74152,0.73964,0.73912,0.739,0.73992,0.7378,0.73884,0.7392,0.74148,0.73796,0.7326,0.73004,0.72852,0.71892,
10000,3079,0.9954,0.99808,0.99688,0.99532,0.99244,0.9898,0.98452,0.975,0.95856,0.94076,0.91576,0.87044,0.81356,0.75028,0.68544,0.66744,0.67412,0.69344,0.7086,0.71964,0.72728,0.73552,0.73572,0.7394,0.73928,0.7378,0.74012,0.7386,0.7424,0.7376,0.73932,0.73564,0.73868,0.7332,0.73312,0.738,0.73464,0.74132,0.7436,0.74424,0.73828,0.74,0.73984,0.73228,0.73648,0.73688,0.733,0.73676,0.71264,
10000,3080,0.99608,0.99816,0.99684,0.99516,0.9926,0.989,0.98368,0.97328,0.959,0.94184,0.91292,0.86856,0.80384,0.74476,0.68592,0.672,0.67236,0.69792,0.71524,0.71728,0.7284,0.73296,0.73896,0.73696,0.73412,0.7364,0.73716,0.7432,0.73944,0.7404,0.73936,0.73636,0.73448,0.73968,0.73788,0.74164,0.74252,0.73792,0.73876,0.74008,0.73996,0.7392,0.73552,0.73216,0.74424,0.74068,0.7312,0.72436,0.70848,
10000,3081,0.99508,0.9976,0.99672,0.99564,0.99284,0.9892,0.9826,0.97448,0.96088,0.9384,0.90984,0.86836,0.80852,0.74224,0.682,0.67644,0.68944,0.69272,0.71492,0.72808,0.72572,0.7318,0.73504,0.73604,0.73504,0.73644,0.7388,0.73784,0.74116,0.74436,0.74468,0.74068,0.74076,0.73924,0.73644,0.73784,0.74056,0.74192,0.7414,0.74004,0.73876,0.7392,0.74324,0.742,0.73364,0.733,0.72568,0.72348,0.71532,
10000,3082,0.99612,0.99796,0.99696,0.99544,0.99252,0.98916,0.98472,0.97624,0.96208,0.94088,0.9104,0.86712,0.80852,0.74292,0.68672,0.67056,0.6834,0.69812,0.70996,0.72328,0.71824,0.72844,0.7318,0.73252,0.73816,0.74444,0.7408,0.74704,0.74724,0.73884,0.74236,0.74316,0.73736,0.73408,0.7364,0.73888,0.7362,0.74136,0.743,0.74248,0.7364,0.74712,0.73228,0.73928,0.74328,0.73708,0.73576,0.721,0.71088,
10000,3083,0.99604,0.99756,0.9972,0.99452,0.99208,0.98992,0.9834,0.97512,0.9618,0.9438,0.91508,0.87376,0.81496,0.75496,0.69592,0.66876,0.68404,0.6986,0.70888,0.7162,0.7314,0.72964,0.73832,0.73448,0.73976,0.74248,0.73732,0.74196,0.73808,0.74176,0.73536,0.74316,0.74352,0.74064,0.73688,0.7394,0.7434,0.73544,0.73328,0.7362,0.7346,0.73524,0.745,0.73548,0.737,0.73796,0.74132,0.72848,0.71612,
10000,3084,0.99604,0.99856,0.99672,0.99468,0.99392,0.98852,0.98152,0.97436,0.96192,0.94376,0.91512,0.87112,0.81256,0.74524,0.68668,0.6722,0.67816,0.69776,0.7118,0.72052,0.72036,0.731,0.73392,0.73112,0.73928,0.7414,0.74416,0.7374,0.74316,0.742,0.74144,0.74696,0.736,0.73204,0.74076,0.73676,0.74076,0.74468,0.74216,0.73552,0.73448,0.73744,0.73888,0.74264,0.73492,0.73776,0.7342,0.72868,0.711,
10000,3085,0.99588,0.99768,0.99688,0.9948,0.99196,0.98844,0.9836,0.97264,0.9618,0.9412,0.91352,0.86616,0.81524,0.7438,0.687,0.66256,0.6784,0.69444,0.71316,0.7184,0.73036,0.72832,0.73512,0.73788,0.73436,0.74024,0.74004,0.74328,0.74424,0.74192,0.74176,0.74164,0.74136,0.74292,0.74544,0.74236,0.7392,0.73268,0.73952,0.73428,0.74108,0.7454,0.74236,0.7426,0.73716,0.73672,0.72656,0.72476,0.71484,
10000,3086,0.99636,0.9978,0.99664,0.99552,0.99244,0.98948,0.98316,0.97504,0.96116,0.94024,0.91624,0.87396,0.81396,0.74832,0.69116,0.66836,0.6824,0.70256,0.7112,0.7154,0.72248,0.73384,0.74224,0.73544,0.73768,0.73552,0.74116,0.73904,0.7386,0.73416,0.73684,0.7414,0.7382,0.74156,0.7396,0.74068,0.73968,0.73472,0.75012,0.7448,0.74384,0.73712,0.73476,0.73392,0.73388,0.73336,0.73176,0.72296,0.71408,
