oscillator_number,seed,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
100000,4218,0.554351,0.60523,0.617202,0.640698,0.629544,0.602946,0.58316,0.631627,0.63413,0.617905,0.622236,0.623924,0.633679,0.56815,0.551397,0.571876,0.597815,0.612774,0.624489,0.587744,0.565341,0.589389,0.613123,0.589759,0.621468,0.6076,0.567172,0.595267,0.558626,0.631373,0.612609,0.618412,0.552629,0.627666,0.568848,0.621715,0.5874,0.61972,0.561014,0.593819,0.612542,0.613868,0.611452,0.636146,0.572414,0.600112,0.562572,0.625596,0.641547,0.618614,0.582699,0.583986,0.626483,0.611616,0.60896,0.595268,0.606,0.596172,0.625972,0.621236,0.594161,0.568089,0.600176,0.591335,0.620132,0.576911,0.648595,0.589139,0.615607,0.624741,0.577977,0.600783,0.583759,0.601884,0.591199,0.6122,0.593285,0.595834,0.594063,0.571731,0.581708,0.57418,0.618321,0.591815,0.5651,0.603525,0.625015,0.620864,0.611182,0.627277,0.622823,0.576828,0.631581,0.601794,0.573605,0.637544,0.644403,0.584458,0.595509,0.580072,
100000,4219,0.565557,0.629208,0.624486,0.598478,0.574195,0.571526,0.548762,0.611686,0.623401,0.634832,0.553367,0.622362,0.560478,0.603977,0.630888,0.589605,0.563271,0.596395,0.586901,0.583866,0.613693,0.574378,0.602641,0.59104,0.625906,0.567894,0.600708,0.594484,0.612421,0.599592,0.612145,0.636622,0.61548,0.598182,0.602374,0.589253,0.609699,0.61481,0.602376,0.609303,0.631671,0.608299,0.634504,0.591416,0.573236,0.597299,0.611607,0.630582,0.616534,0.594071,0.594789,0.592452,0.596659,0.584171,0.630293,0.607381,0.622326,0.586399,0.592335,0.607345,0.624475,0.633049,0.592545,0.613258,0.594599,0.625125,0.601366,0.597347,0.630057,0.592464,0.596616,0.600072,0.590109,0.597009,0.581329,0.632676,0.605279,0.601492,0.578549,0.572781,0.616409,0.598037,0.56461,0.575508,0.609493,0.595194,0.615526,0.592836,0.600322,0.599444,0.58064,0.631991,0.586141,0.630856,0.589999,0.63153,0.595143,0.608489,0.577733,0.613526,
100000,4220,0.596749,0.574817,0.569819,0.626437,0.568052,0.59607,0.631997,0.605795,0.6231,0.62366,0.567467,0.62615,0.599992,0.587847,0.619098,0.559502,0.596738,0.592117,0.617672,0.629467,0.624229,0.648856,0.593607,0.599253,0.619998,0.61687,0.619736,0.588026,0.62208,0.603673,0.618864,0.603096,0.607748,0.634639,0.564747,0.607393,0.604123,0.5658,0.570434,0.62438,0.598189,0.661092,0.56255,0.590508,0.588929,0.613291,0.602046,0.615126,0.590211,0.540818,0.637876,0.571595,0.614672,0.590367,0.610399,0.586953,0.61948,0.615854,0.580243,0.631895,0.593267,0.577004,0.619196,0.599631,0.595942,0.610531,0.614875,0.618031,0.614423,0.58934,0.649149,0.607545,0.583529,0.64224,0.605733,0.621302,0.616448,0.607543,0.622153,0.576964,0.60968,0.587271,0.610125,0.620599,0.572795,0.568815,0.6,0.5933,0.578728,0.620617,0.580617,0.595369,0.571122,0.640104,0.60983,0.604853,0.618746,0.580733,0.593997,0.615181,
100000,4221,0.608177,0.603138,0.610235,0.584413,0.556948,0.608129,0.619623,0.605662,0.595295,0.59227,0.572997,0.573283,0.615382,0.590915,0.596322,0.604559,0.613902,0.637222,0.60865,0.610308,0.59448,0.608859,0.621272,0.614481,0.609628,0.626382,0.596693,0.646302,0.632638,0.65769,0.590286,0.603482,0.591707,0.620843,0.615298,0.630164,0.60324,0.616266,0.589225,0.583639,0.556884,0.598255,0.607466,0.617131,0.583347,0.609357,0.577202,0.562577,0.619323,0.625491,0.566639,0.624806,0.601752,0.60225,0.635719,0.620595,0.592783,0.605786,0.579276,0.637365,0.608414,0.565336,0.638193,0.619571,0.575145,0.601958,0.573452,0.590773,0.582524,0.599879,0.638238,0.593482,0.603606,0.625085,0.630967,0.641639,0.592628,0.602342,0.606271,0.602174,0.614231,0.609489,0.583732,0.622707,0.600048,0.588287,0.584345,0.635199,0.627202,0.579892,0.602207,0.593244,0.64115,0.614613,0.590287,0.58222,0.613013,0.59391,0.601699,0.597207,
100000,4222,0.621456,0.604413,0.603865,0.612431,0.608677,0.561104,0.616816,0.604818,0.640429,0.590057,0.58347,0.550741,0.595452,0.62725,0.565176,0.655323,0.583732,0.619325,0.583353,0.5731,0.61673,0.595031,0.605619,0.594275,0.610042,0.600564,0.602952,0.576402,0.603567,0.614517,0.607994,0.605506,0.611414,0.590826,0.600894,0.611971,0.593322,0.564501,0.593618,0.558278,0.607367,0.641718,0.565661,0.586992,0.570749,0.621808,0.570826,0.595384,0.615999,0.585386,0.607506,0.597976,0.574904,0.588155,0.604995,0.609652,0.557579,0.592209,0.598935,0.617327,0.584928,0.608847,0.596882,0.605007,0.595642,0.596395,0.649572,0.596504,0.592085,0.59315,0.595553,0.6122,0.613975,0.636985,0.616137,0.598947,0.58213,0.61118,0.618251,0.621041,0.595838,0.590187,0.619376,0.606758,0.603544,0.576014,0.590213,0.637576,0.59465,0.58495,0.586999,0.623576,0.578608,0.604508,0.602983,0.586767,0.580608,0.591131,0.594484,0.610408,
100000,4223,0.586685,0.60352,0.578637,0.627258,0.608238,0.562997,0.607369,0.595885,0.614656,0.603858,0.615997,0.637938,0.555458,0.603396,0.611802,0.584144,0.607247,0.623872,0.576221,0.587583,0.577191,0.603613,0.617856,0.63279,0.614912,0.594061,0.622644,0.601362,0.628791,0.612396,0.614151,0.62303,0.59545,0.563079,0.604999,0.581712,0.612244,0.594779,0.620577,0.593823,0.600991,0.642877,0.635082,0.597922,0.629894,0.572719,0.614145,0.598536,0.612731,0.649711,0.605827,0.604535,0.594905,0.591295,0.593776,0.595348,0.586188,0.583719,0.580742,0.57379,0.61329,0.665073,0.621599,0.592855,0.610368,0.598899,0.641609,0.649354,0.618866,0.588221,0.578696,0.62787,0.614838,0.590885,0.594409,0.610309,0.612654,0.550898,0.604442,0.601474,0.588155,0.604755,0.612728,0.619366,0.628064,0.632994,0.608079,0.596223,0.608584,0.632935,0.614316,0.581299,0.576527,0.595612,0.58969,0.594168,0.583711,0.618635,0.594503,0.630009,
100000,4224,0.583568,0.61585,0.570273,0.601899,0.590669,0.586481,0.593022,0.628845,0.580127,0.589003,0.607186,0.607777,0.581803,0.626965,0.623067,0.596159,0.589189,0.556367,0.582872,0.605232,0.602243,0.614743,0.563081,0.57809,0.616669,0.583834,0.591199,0.548206,0.617214,0.57099,0.627482,0.627077,0.611574,0.611586,0.619532,0.583427,0.604559,0.58449,0.574597,0.598028,0.611311,0.582347,0.576139,0.568375,0.665633,0.657475,0.580373,0.602325,0.605242,0.609276,0.600192,0.598284,0.614425,0.631439,0.612353,0.590154,0.5978,0.623443,0.578602,0.583633,0.583661,0.61575,0.589853,0.610046,0.595205,0.631051,0.566882,0.609217,0.616939,0.6044,0.589696,0.620032,0.56019,0.587692,0.63226,0.567804,0.584517,0.588659,0.580055,0.601498,0.568668,0.595753,0.646198,0.602898,0.570794,0.615529,0.630983,0.595314,0.580175,0.579383,0.567981,0.58118,0.577475,0.661316,0.572395,0.598265,0.609951,0.599767,0.615883,0.599889,
100000,4225,0.60812,0.561458,0.619939,0.615403,0.572204,0.574662,0.611169,0.609989,0.632018,0.641206,0.557135,0.621936,0.593969,0.581326,0.585597,0.626374,0.585279,0.583612,0.600451,0.621895,0.633889,0.642743,0.641885,0.604828,0.62211,0.648331,0.621221,0.62378,0.592186,0.612258,0.625546,0.614279,0.622569,0.610262,0.613018,0.589207,0.597604,0.636897,0.587401,0.634463,0.600167,0.610409,0.60081,0.626207,0.596284,0.616053,0.599599,0.614556,0.58869,0.598865,0.597904,0.613898,0.572198,0.598758,0.537027,0.621033,0.627559,0.61573,0.602118,0.601364,0.591563,0.561038,0.561677,0.553771,0.619563,0.593752,0.577933,0.618993,0.63443,0.599904,0.614694,0.606483,0.594456,0.583682,0.588228,0.616483,0.589774,0.59094,0.570593,0.578958,0.644405,0.564685,0.616285,0.568031,0.580132,0.605262,0.596356,0.631162,0.605746,0.613281,0.626366,0.618358,0.592751,0.576308,0.588355,0.609171,0.591169,0.591831,0.624176,0.610125,
100000,4226,0.584163,0.625498,0.632305,0.588297,0.61339,0.620018,0.610406,0.590066,0.58939,0.558604,0.615835,0.596238,0.631285,0.60417,0.629128,0.587924,0.622266,0.614719,0.58899,0.578527,0.613651,0.627514,0.624488,0.628579,0.587546,0.563667,0.575197,0.570079,0.581631,0.596101,0.583307,0.591312,0.588596,0.600762,0.555135,0.596043,0.604529,0.652029,0.605313,0.619646,0.595962,0.623645,0.543992,0.584259,0.56895,0.609105,0.621622,0.587612,0.605149,0.614632,0.594822,0.595421,0.575059,0.568082,0.606799,0.617497,0.635736,0.610587,0.59287,0.573286,0.602421,0.576704,0.580149,0.603506,0.575036,0.626304,0.592958,0.608083,0.617591,0.624369,0.598679,0.642883,0.59374,0.614474,0.638334,0.613821,0.583008,0.579535,0.570223,0.636233,0.599522,0.593576,0.623928,0.594401,0.562851,0.576675,0.594789,0.628273,0.603405,0.589846,0.612242,0.613237,0.613526,0.552111,0.572708,0.610418,0.58598,0.597497,0.612096,0.596754,
100000,4227,0.562513,0.631768,0.589408,0.622286,0.587707,0.54166,0.588364,0.597432,0.658041,0.581338,0.609358,0.599944,0.598731,0.590893,0.579563,0.62207,0.594116,0.618709,0.58809,0.547005,0.59624,0.622139,0.628756,0.609314,0.621949,0.60721,0.599495,0.59763,0.593352,0.592331,0.623249,0.600528,0.605574,0.587313,0.636418,0.574519,0.614652,0.605157,0.649555,0.611808,0.618821,0.635688,0.590957,0.597418,0.592399,0.593571,0.624094,0.60004,0.606953,0.589349,0.612207,0.600503,0.599703,0.607382,0.59225,0.590504,0.586523,0.593422,0.586333,0.632192,0.573537,0.618665,0.604454,0.594061,0.622253,0.59171,0.593184,0.603989,0.601392,0.601287,0.588728,0.591666,0.582255,0.635999,0.580971,0.578752,0.62633,0.606794,0.610447,0.576055,0.59203,0.614963,0.607938,0.614987,0.609031,0.632251,0.591639,0.599834,0.609974,0.607938,0.593106,0.601796,0.587034,0.603487,0.590144,0.555931,0.593856,0.620052,0.596185,0.607099,
100000,4228,0.592946,0.585222,0.602146,0.591745,0.602825,0.597631,0.602566,0.627017,0.618757,0.589163,0.614697,0.59379,0.576787,0.578821,0.607269,0.605775,0.609442,0.593243,0.591803,0.577607,0.600639,0.62955,0.5926,0.589849,0.58778,0.586781,0.579497,0.630825,0.615982,0.603802,0.598906,0.606189,0.580108,0.609231,0.623489,0.598969,0.569824,0.588963,0.606363,0.585395,0.589289,0.599872,0.594308,0.565869,0.598058,0.601318,0.617674,0.609138,0.602473,0.600064,0.630874,0.608263,0.615016,0.599047,0.582126,0.612098,0.596615,0.590085,0.626293,0.563094,0.602422,0.613661,0.564812,0.57683,0.649375,0.598543,0.627072,0.60223,0.622036,0.580876,0.574173,0.609452,0.605296,0.600871,0.594376,0.574443,0.597695,0.629144,0.634135,0.588247,0.590193,0.590847,0.59343,0.621241,0.587988,0.62375,0.596149,0.585543,0.556365,0.601383,0.602314,0.627303,0.628439,0.582146,0.61762,0.595387,0.601648,0.582824,0.605768,0.60507,
100000,4229,0.58526,0.619501,0.645181,0.611353,0.587149,0.589492,0.605647,0.605916,0.592968,0.630437,0.649519,0.556584,0.614974,0.568649,0.597749,0.604065,0.650232,0.589834,0.595739,0.600344,0.598245,0.569333,0.580123,0.629503,0.595675,0.59387,0.547447,0.635754,0.600953,0.636323,0.581201,0.606936,0.580425,0.580175,0.58918,0.609818,0.631364,0.613801,0.595248,0.62075,0.599526,0.612732,0.607617,0.591688,0.605668,0.61096,0.617215,0.624326,0.60071,0.632903,0.574355,0.590362,0.6013,0.610257,0.578411,0.586116,0.577307,0.578928,0.58776,0.594836,0.573362,0.605475,0.613586,0.626403,0.555467,0.613439,0.630586,0.605821,0.607714,0.584185,0.586526,0.569035,0.615338,0.634917,0.634088,0.634392,0.590876,0.616616,0.624331,0.611299,0.59883,0.578041,0.606436,0.596838,0.631884,0.600987,0.617375,0.590577,0.591848,0.584545,0.602234,0.598423,0.605335,0.624207,0.607776,0.62021,0.604322,0.649254,0.599654,0.592024,
100000,4230,0.611906,0.60242,0.591229,0.636122,0.607099,0.572396,0.577084,0.584733,0.592649,0.579495,0.588149,0.582996,0.610758,0.631963,0.620622,0.599665,0.608801,0.590752,0.579748,0.586781,0.607422,0.596718,0.632318,0.620543,0.600846,0.597267,0.567338,0.58569,0.55837,0.569724,0.571996,0.590314,0.554654,0.616678,0.543012,0.613943,0.588628,0.612453,0.585418,0.621606,0.613166,0.612754,0.623468,0.614484,0.616651,0.59858,0.600585,0.585962,0.54633,0.599413,0.552038,0.598788,0.597348,0.569255,0.56919,0.593701,0.601672,0.578126,0.578734,0.592095,0.593327,0.598466,0.612491,0.614599,0.581588,0.607108,0.600777,0.596828,0.611131,0.608133,0.605022,0.581605,0.602072,0.577566,0.607953,0.588592,0.579883,0.601814,0.606336,0.616996,0.618095,0.607153,0.587433,0.611249,0.614386,0.636447,0.607565,0.586765,0.599952,0.623591,0.606463,0.602536,0.594143,0.585716,0.626961,0.582547,0.603622,0.620026,0.601684,0.593494,
100000,4231,0.60485,0.598962,0.626115,0.594159,0.607431,0.589387,0.611291,0.58636,0.578064,0.607117,0.586413,0.589914,0.6088,0.610437,0.555156,0.604233,0.576854,0.65463,0.585711,0.611883,0.59988,0.591533,0.626062,0.602288,0.590953,0.575687,0.617819,0.58667,0.615385,0.597233,0.585808,0.560984,0.590634,0.583031,0.599591,0.584739,0.567097,0.639499,0.595887,0.615348,0.600642,0.564579,0.573096,0.605312,0.598875,0.616335,0.630934,0.623326,0.591802,0.611343,0.593931,0.563413,0.578842,0.590003,0.606538,0.574271,0.593921,0.603561,0.61164,0.59648,0.598151,0.589371,0.613595,0.637495,0.585166,0.58695,0.607123,0.592955,0.607707,0.624499,0.584686,0.621513,0.637659,0.601727,0.618183,0.630488,0.633535,0.601709,0.568349,0.599696,0.629784,0.593485,0.580699,0.61145,0.625558,0.609772,0.629392,0.616828,0.568328,0.611778,0.575698,0.66013,0.556497,0.60534,0.59431,0.613852,0.622903,0.640043,0.579723,0.594545,
100000,4232,0.580277,0.59654,0.601184,0.581449,0.57306,0.6248,0.620986,0.595163,0.567283,0.567795,0.622931,0.573016,0.600232,0.581243,0.610681,0.566663,0.604208,0.603194,0.573964,0.595058,0.612905,0.632391,0.592458,0.610686,0.588553,0.595638,0.591908,0.588746,0.593387,0.63416,0.627235,0.59369,0.616979,0.650624,0.611227,0.667757,0.593393,0.626612,0.625923,0.603959,0.591446,0.616747,0.624027,0.583978,0.591892,0.622564,0.552628,0.595492,0.611921,0.562863,0.588671,0.595111,0.594988,0.557183,0.61922,0.600597,0.588997,0.62913,0.572143,0.607506,0.603573,0.604346,0.60266,0.55556,0.615913,0.575192,0.608363,0.613865,0.564858,0.591897,0.610273,0.586731,0.593091,0.610614,0.603683,0.617605,0.616951,0.613855,0.603994,0.595763,0.614287,0.634719,0.591666,0.590847,0.609408,0.604031,0.611507,0.622788,0.587138,0.59857,0.643638,0.59642,0.635808,0.61042,0.612922,0.614847,0.588184,0.608896,0.614364,0.597877,
100000,4233,0.597531,0.608727,0.587319,0.63064,0.560623,0.612075,0.568497,0.604664,0.591457,0.555992,0.609567,0.573129,0.5919,0.600424,0.569661,0.583886,0.59947,0.59104,0.646971,0.571872,0.635612,0.635708,0.621177,0.596947,0.62039,0.576537,0.608598,0.58969,0.63771,0.613885,0.606223,0.581027,0.588177,0.577226,0.580504,0.563633,0.611415,0.613226,0.640064,0.616174,0.602126,0.602074,0.618254,0.589225,0.629814,0.600177,0.611519,0.611761,0.636444,0.593343,0.567861,0.60032,0.568212,0.603552,0.583399,0.59024,0.587526,0.633178,0.586827,0.616919,0.603966,0.584184,0.595256,0.585223,0.602003,0.567486,0.594683,0.616178,0.623592,0.655581,0.621193,0.587655,0.600478,0.605745,0.591779,0.585933,0.634004,0.606638,0.610428,0.614743,0.592294,0.590825,0.596085,0.568005,0.565546,0.595122,0.584105,0.612966,0.605917,0.605604,0.597484,0.591405,0.625817,0.62279,0.593361,0.625605,0.589275,0.583495,0.582691,0.625996,
100000,4234,0.609195,0.592603,0.614432,0.581783,0.585197,0.61773,0.582758,0.596071,0.626994,0.623498,0.622639,0.595689,0.586348,0.599968,0.610056,0.594972,0.56177,0.598131,0.601318,0.589145,0.62397,0.613158,0.601522,0.614625,0.608338,0.587347,0.582709,0.597959,0.62952,0.603275,0.611565,0.557834,0.611251,0.584836,0.587563,0.610608,0.622779,0.596689,0.611894,0.600913,0.618727,0.579834,0.623412,0.572564,0.640256,0.614849,0.589556,0.595474,0.609343,0.616109,0.613451,0.603517,0.61911,0.583207,0.617931,0.596837,0.605099,0.612678,0.60238,0.630272,0.602494,0.581941,0.591271,0.616746,0.609931,0.591986,0.594155,0.588465,0.591095,0.593423,0.573034,0.603288,0.592572,0.605647,0.589381,0.617085,0.559696,0.615344,0.587951,0.59394,0.62755,0.590962,0.595077,0.580641,0.606068,0.573838,0.629171,0.596832,0.608189,0.630929,0.57622,0.577382,0.585335,0.625906,0.647073,0.59423,0.580571,0.61607,0.573548,0.587416,
100000,4235,0.612617,0.573893,0.589384,0.602806,0.628776,0.573879,0.56971,0.600432,0.641217,0.578731,0.60752,0.586503,0.595492,0.576583,0.577071,0.598352,0.613978,0.606011,0.623475,0.566353,0.605825,0.617667,0.568832,0.59582,0.62998,0.615729,0.649956,0.616572,0.614279,0.63164,0.617452,0.586122,0.548676,0.612449,0.535326,0.629019,0.605033,0.63084,0.590369,0.622714,0.579188,0.614729,0.583233,0.600104,0.625562,0.560287,0.619426,0.646209,0.589702,0.583353,0.617887,0.58085,0.604346,0.617039,0.619822,0.625478,0.597617,0.610586,0.594656,0.598165,0.565849,0.593179,0.623278,0.569459,0.640901,0.586831,0.571694,0.597806,0.606773,0.595982,0.609929,0.5843,0.554539,0.60707,0.570576,0.608993,0.599366,0.592932,0.578038,0.575196,0.606377,0.605623,0.588839,0.586647,0.555187,0.564148,0.600821,0.586493,0.616347,0.625495,0.588646,0.594325,0.616295,0.590013,0.589344,0.632249,0.595434,0.628397,0.608343,0.60886,
100000,4236,0.633036,0.569532,0.538927,0.597293,0.601628,0.592074,0.577961,0.601292,0.587612,0.567702,0.599688,0.614151,0.628728,0.594275,0.614435,0.606853,0.58428,0.633617,0.61932,0.588891,0.623073,0.602429,0.592737,0.644362,0.594381,0.6053,0.617763,0.604246,0.648264,0.562695,0.622895,0.568112,0.632964,0.609695,0.633778,0.635739,0.596552,0.617009,0.629247,0.617731,0.59916,0.652772,0.591956,0.586452,0.618137,0.605087,0.604625,0.59826,0.611776,0.594216,0.582438,0.612276,0.620804,0.586523,0.63617,0.616191,0.56185,0.606532,0.607958,0.609401,0.599569,0.6154,0.621099,0.612527,0.559279,0.616036,0.612251,0.584236,0.596162,0.591965,0.621455,0.614905,0.583203,0.579381,0.582856,0.571012,0.608053,0.598486,0.634071,0.601365,0.575533,0.603138,0.628206,0.579884,0.597148,0.597372,0.623381,0.579303,0.636277,0.62367,0.586469,0.615507,0.62003,0.563125,0.571491,0.607869,0.610062,0.585884,0.604635,0.584259,
100000,4237,0.606128,0.566651,0.616824,0.597484,0.595504,0.641974,0.590665,0.631083,0.62508,0.617247,0.62478,0.614036,0.5945,0.60899,0.602262,0.583908,0.611467,0.648235,0.584918,0.625807,0.605718,0.601819,0.62177,0.640943,0.629006,0.612222,0.605932,0.601705,0.655095,0.627342,0.600303,0.600698,0.610467,0.551268,0.621777,0.606867,0.59833,0.569584,0.575156,0.610883,0.605212,0.562794,0.609443,0.611363,0.578907,0.631262,0.603256,0.588935,0.636771,0.591278,0.587406,0.592597,0.577099,0.587973,0.562665,0.579812,0.592511,0.615886,0.630061,0.594183,0.606029,0.582763,0.623369,0.589274,0.630787,0.601632,0.607143,0.607856,0.600745,0.605725,0.622045,0.639326,0.587202,0.617687,0.57595,0.56746,0.612714,0.613807,0.604657,0.609422,0.595688,0.545531,0.62493,0.622882,0.636539,0.580263,0.610682,0.560168,0.591162,0.641555,0.602178,0.576752,0.611551,0.632331,0.600849,0.599153,0.609251,0.578386,0.627394,0.572345,
100000,4238,0.615467,0.635788,0.594757,0.572409,0.589105,0.604274,0.567755,0.621171,0.628674,0.606153,0.593876,0.613127,0.626331,0.560476,0.633254,0.613552,0.560474,0.584903,0.61939,0.628146,0.664772,0.655105,0.638197,0.63079,0.605593,0.63135,0.620713,0.623384,0.549656,0.593605,0.585953,0.620169,0.635356,0.594893,0.609015,0.61609,0.609062,0.562407,0.619095,0.572793,0.624183,0.593655,0.594523,0.58642,0.611685,0.620512,0.580622,0.585908,0.592684,0.590224,0.603308,0.599896,0.59032,0.588925,0.575083,0.608997,0.633838,0.602758,0.623933,0.591718,0.5862,0.5804,0.584277,0.632638,0.580885,0.62825,0.619053,0.608704,0.573842,0.610807,0.609254,0.579762,0.58798,0.611129,0.608989,0.605346,0.598719,0.596043,0.569642,0.595735,0.547973,0.57648,0.617589,0.620408,0.600931,0.601746,0.617475,0.618929,0.635634,0.621631,0.615732,0.605525,0.618639,0.606305,0.629394,0.619244,0.572252,0.642977,0.61461,0.589835,
100000,4239,0.615027,0.543419,0.587008,0.596393,0.588496,0.631745,0.577426,0.607151,0.594922,0.621286,0.59317,0.598318,0.630788,0.585355,0.620856,0.568186,0.588514,0.602828,0.620074,0.623184,0.608417,0.58606,0.603658,0.575458,0.605908,0.608497,0.575086,0.608765,0.625363,0.603958,0.647444,0.618271,0.595757,0.589261,0.600685,0.587345,0.586072,0.607333,0.609569,0.586513,0.595108,0.628737,0.632639,0.595494,0.577672,0.570842,0.638982,0.55527,0.603146,0.624533,0.56974,0.563569,0.626468,0.602586,0.602,0.60016,0.568971,0.589617,0.615813,0.588092,0.619712,0.610604,0.616537,0.618852,0.624091,0.611409,0.590627,0.616405,0.582728,0.574653,0.610347,0.594574,0.585674,0.619712,0.602395,0.606641,0.570649,0.58855,0.600376,0.634398,0.61222,0.585733,0.577934,0.565963,0.593454,0.615674,0.578025,0.572631,0.638786,0.591331,0.601579,0.544544,0.610713,0.591524,0.600939,0.642481,0.600361,0.61126,0.641356,0.623123,
100000,4240,0.578939,0.622985,0.584021,0.612554,0.59069,0.631459,0.596633,0.599856,0.618169,0.560131,0.555383,0.620322,0.608338,0.607133,0.587497,0.597655,0.600586,0.553637,0.609668,0.59042,0.566372,0.558067,0.604473,0.598448,0.592684,0.600472,0.622327,0.584392,0.631241,0.587787,0.596452,0.593797,0.600759,0.572198,0.642405,0.596395,0.647462,0.63503,0.615875,0.58033,0.581474,0.605982,0.600444,0.62501,0.590623,0.548096,0.606004,0.573093,0.663009,0.604673,0.586384,0.566448,0.603508,0.616476,0.608477,0.586125,0.623194,0.578066,0.599863,0.57538,0.589975,0.606757,0.599984,0.641549,0.609354,0.580038,0.560984,0.560418,0.58328,0.617451,0.596285,0.684694,0.606314,0.579443,0.58045,0.587733,0.602055,0.568781,0.635636,0.587221,0.603195,0.600991,0.574449,0.60386,0.611657,0.605099,0.614324,0.605238,0.6105,0.594666,0.59965,0.592305,0.627431,0.612049,0.591385,0.61531,0.59398,0.620563,0.591372,0.618906,
100000,4241,0.619545,0.589136,0.598246,0.588117,0.586502,0.590385,0.560449,0.599062,0.580001,0.57924,0.569843,0.60776,0.543111,0.597623,0.59347,0.59357,0.580471,0.568914,0.604892,0.581288,0.604629,0.606743,0.643691,0.62586,0.619397,0.59925,0.584921,0.638575,0.598563,0.605173,0.598851,0.610423,0.617538,0.613088,0.638664,0.591972,0.649907,0.589469,0.634382,0.590209,0.582119,0.601143,0.638091,0.598707,0.634351,0.594799,0.610098,0.611227,0.610274,0.606044,0.588158,0.60304,0.631237,0.600519,0.636989,0.578815,0.56012,0.575864,0.600634,0.555928,0.618783,0.610719,0.634086,0.570135,0.588209,0.571766,0.615406,0.592367,0.603798,0.59218,0.568533,0.610249,0.653437,0.567982,0.608154,0.623707,0.635161,0.592507,0.59251,0.593878,0.616634,0.586949,0.579742,0.586521,0.586979,0.662781,0.627321,0.598562,0.610762,0.615911,0.609275,0.59341,0.596558,0.580295,0.615969,0.644197,0.570331,0.611393,0.596858,0.584395,
100000,4242,0.657979,0.590229,0.580378,0.600462,0.640786,0.606501,0.589067,0.622453,0.608718,0.615661,0.618184,0.614379,0.561618,0.613857,0.580315,0.584323,0.634062,0.59219,0.588728,0.600247,0.627137,0.616181,0.613682,0.580502,0.577179,0.590751,0.583655,0.593518,0.572853,0.596808,0.577699,0.620409,0.592363,0.609138,0.589091,0.614328,0.5876,0.612903,0.616312,0.597307,0.62113,0.624011,0.596315,0.629783,0.590925,0.591959,0.613175,0.626403,0.604573,0.585422,0.586162,0.558137,0.635418,0.601552,0.59788,0.629478,0.603114,0.591946,0.576439,0.610251,0.597298,0.574888,0.633694,0.628081,0.601325,0.611434,0.587389,0.604386,0.605587,0.604126,0.592353,0.572202,0.589449,0.570658,0.571698,0.63151,0.604003,0.595636,0.580068,0.582765,0.585672,0.623498,0.605808,0.593633,0.611036,0.645823,0.598049,0.653998,0.590978,0.586477,0.600112,0.603405,0.559656,0.597921,0.599211,0.594461,0.633035,0.589789,0.573597,0.610714,
100000,4243,0.574857,0.556652,0.625324,0.640226,0.619456,0.578592,0.584634,0.597687,0.619731,0.5739,0.618435,0.577084,0.599163,0.620434,0.601547,0.591675,0.615465,0.627638,0.586564,0.581277,0.575425,0.563187,0.588608,0.61819,0.589816,0.588096,0.602964,0.632521,0.595047,0.61053,0.568671,0.596125,0.549962,0.613734,0.612428,0.603993,0.604423,0.587574,0.59907,0.594261,0.575667,0.610417,0.583153,0.573355,0.600624,0.611009,0.581101,0.632752,0.614185,0.579535,0.598683,0.596872,0.601349,0.653199,0.584772,0.62001,0.571285,0.591356,0.588733,0.595087,0.600612,0.613358,0.603387,0.603454,0.623792,0.555734,0.589615,0.591426,0.596352,0.609677,0.577185,0.575405,0.608522,0.563743,0.625296,0.555494,0.630512,0.616782,0.641284,0.586995,0.609376,0.60664,0.609954,0.626777,0.5805,0.615175,0.601174,0.581868,0.595338,0.634973,0.622771,0.576283,0.617009,0.612346,0.581287,0.574042,0.58267,0.619663,0.582718,0.59631,
