oscillator_number,seed,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
10,1,0.521402,0.611193,0.611555,0.560184,0.595171,0.60241,0.622932,0.584076,0.615546,0.639516,0.588826,0.587974,0.601224,0.584464,0.622492,0.603731,0.576396,0.589892,0.624785,0.629412,0.623202,0.583177,0.559003,0.603384,0.572937,0.563299,0.567748,0.581791,0.625765,0.59438,0.615228,0.625986,0.58938,0.5731,0.594961,0.597236,0.583523,0.601103,0.624414,0.588762,0.59205,0.581847,0.621097,0.616041,0.626934,0.594799,0.579575,0.623647,0.601193,0.617595,0.58189,0.60088,0.641007,0.582329,0.599569,0.592417,0.598425,0.622744,0.628112,0.573984,0.575728,0.562413,0.583814,0.586961,0.593387,0.605361,0.619666,0.594193,0.641774,0.584722,0.590942,0.605508,0.584485,0.578852,0.616777,0.6035,0.608863,0.607689,0.645345,0.622635,0.5973,0.574173,0.596946,0.610302,0.594812,0.620051,0.59639,0.594531,0.59904,0.643023,0.58167,0.587666,0.610745,0.630709,0.584482,0.608716,0.619416,0.589378,0.611131,0.609584,
10,2,0.633115,0.611671,0.55958,0.625739,0.592346,0.627311,0.632655,0.607275,0.608134,0.608986,0.601823,0.62768,0.610587,0.569919,0.614427,0.564065,0.603982,0.607186,0.598939,0.631994,0.622519,0.586391,0.551413,0.615726,0.580035,0.60539,0.551322,0.631338,0.59105,0.609902,0.594,0.612336,0.61404,0.580433,0.636723,0.630153,0.664158,0.598649,0.595841,0.602747,0.616097,0.596578,0.625437,0.582124,0.587737,0.590733,0.581585,0.593166,0.58217,0.636211,0.631611,0.579593,0.594649,0.625377,0.60219,0.625996,0.578506,0.593042,0.594883,0.594716,0.620051,0.591473,0.64696,0.574769,0.586733,0.551752,0.604341,0.564853,0.619425,0.579206,0.586389,0.58549,0.59554,0.586075,0.57493,0.587776,0.593347,0.619095,0.590953,0.612334,0.586969,0.588903,0.589193,0.631786,0.574801,0.61676,0.598654,0.617197,0.613246,0.601428,0.605007,0.561567,0.590188,0.57491,0.567587,0.604287,0.612533,0.573849,0.571074,0.615403,
10,3,0.604519,0.586619,0.5907,0.611626,0.599616,0.597706,0.61443,0.584863,0.604876,0.611501,0.637546,0.613935,0.602804,0.603514,0.594476,0.566545,0.570478,0.568697,0.576363,0.605314,0.646986,0.57833,0.628626,0.585709,0.623525,0.614517,0.58773,0.581968,0.610746,0.582847,0.596554,0.593206,0.617696,0.602871,0.615882,0.639751,0.597632,0.609447,0.606236,0.604283,0.623047,0.586153,0.590218,0.594333,0.568342,0.590293,0.595835,0.612385,0.588978,0.588061,0.603876,0.61971,0.629333,0.634303,0.60376,0.602047,0.601211,0.616229,0.626371,0.598241,0.5885,0.579907,0.589038,0.581301,0.587285,0.62385,0.608662,0.620315,0.597989,0.5929,0.656655,0.578667,0.593339,0.588317,0.611878,0.591904,0.600446,0.58686,0.580244,0.583031,0.611827,0.609375,0.58869,0.593849,0.608615,0.653769,0.58515,0.563132,0.57672,0.558,0.611717,0.612919,0.590735,0.582678,0.584164,0.611735,0.611412,0.600853,0.592313,0.602911,
10,4,0.612548,0.587795,0.572841,0.654195,0.62134,0.600088,0.589411,0.5965,0.580503,0.625209,0.562485,0.615655,0.584334,0.603432,0.639388,0.640813,0.615519,0.566772,0.594347,0.562902,0.594564,0.606805,0.603503,0.567243,0.609001,0.583357,0.58284,0.608468,0.572547,0.550484,0.614576,0.621455,0.59739,0.625904,0.613679,0.608113,0.570869,0.62302,0.621688,0.59942,0.584813,0.644132,0.615999,0.605801,0.61766,0.571423,0.610104,0.585719,0.601411,0.565994,0.578859,0.58332,0.586822,0.576886,0.634764,0.587647,0.591925,0.605015,0.583941,0.609923,0.570343,0.590922,0.584625,0.580101,0.590242,0.631007,0.623331,0.593883,0.599705,0.604385,0.618446,0.563988,0.605305,0.556953,0.580579,0.585345,0.593778,0.569635,0.632721,0.610369,0.600772,0.625293,0.622863,0.585231,0.604861,0.582561,0.609603,0.597581,0.603938,0.585555,0.65972,0.55736,0.587847,0.565286,0.60843,0.588012,0.620389,0.611773,0.587316,0.595331,
10,5,0.604753,0.623793,0.58511,0.58589,0.582396,0.612478,0.585707,0.616587,0.609063,0.591182,0.629821,0.580081,0.563667,0.589154,0.573386,0.581578,0.617347,0.620756,0.653376,0.577481,0.62917,0.571034,0.639524,0.592507,0.6531,0.59718,0.619928,0.570112,0.596823,0.579269,0.6071,0.593363,0.610294,0.60258,0.626535,0.591434,0.574207,0.601195,0.608798,0.617026,0.593614,0.626056,0.625469,0.590129,0.572275,0.578636,0.590132,0.595849,0.568521,0.623223,0.604737,0.615207,0.579595,0.624065,0.64305,0.590674,0.60318,0.597787,0.599318,0.623893,0.600562,0.609886,0.602755,0.605036,0.609912,0.626085,0.570491,0.567511,0.56483,0.584649,0.602815,0.596141,0.592411,0.592628,0.634081,0.622453,0.630261,0.600048,0.603713,0.596185,0.597465,0.630993,0.572709,0.562224,0.630506,0.613952,0.604462,0.601747,0.620207,0.59566,0.602722,0.587724,0.609707,0.62963,0.625936,0.587563,0.592263,0.595025,0.577981,0.586878,
10,6,0.638713,0.589585,0.603343,0.589966,0.608563,0.584039,0.566547,0.582266,0.578623,0.565826,0.601674,0.6211,0.577023,0.596498,0.618336,0.608696,0.64695,0.636718,0.615492,0.603271,0.598928,0.61817,0.605552,0.621225,0.579296,0.633909,0.610705,0.633464,0.581801,0.605387,0.561089,0.600008,0.619574,0.600789,0.582358,0.589844,0.607321,0.572237,0.630405,0.581412,0.589439,0.575963,0.600209,0.615191,0.603273,0.574718,0.615277,0.624089,0.594015,0.61677,0.606757,0.59062,0.589945,0.580384,0.643025,0.594237,0.635219,0.61238,0.609937,0.556346,0.60576,0.611,0.649253,0.55953,0.605118,0.615158,0.566125,0.588909,0.598024,0.607537,0.629517,0.606573,0.608081,0.615533,0.587389,0.617719,0.584206,0.582587,0.602794,0.620895,0.61045,0.596976,0.608299,0.604082,0.64539,0.624769,0.611255,0.605729,0.591351,0.585645,0.578551,0.62092,0.619222,0.592546,0.603919,0.613944,0.609891,0.608546,0.605747,0.600547,
10,7,0.632407,0.616124,0.602503,0.590611,0.61532,0.61488,0.612392,0.629423,0.633848,0.593802,0.570604,0.602566,0.640901,0.616978,0.592303,0.602046,0.596437,0.609912,0.592879,0.583774,0.622568,0.563749,0.588238,0.571497,0.627423,0.599815,0.609237,0.63367,0.572478,0.607009,0.59344,0.607143,0.588803,0.589281,0.611535,0.59094,0.612986,0.582914,0.599446,0.561357,0.562699,0.608701,0.596215,0.60957,0.57433,0.578288,0.622277,0.603421,0.595782,0.624006,0.604249,0.579222,0.603463,0.591224,0.653376,0.582751,0.595968,0.583896,0.563085,0.62327,0.660073,0.629121,0.599714,0.615044,0.601718,0.55715,0.591414,0.619423,0.574005,0.594431,0.586578,0.603215,0.620762,0.600388,0.583615,0.632774,0.602322,0.591926,0.586521,0.603751,0.580202,0.573342,0.603802,0.611409,0.633255,0.600426,0.630342,0.597236,0.598828,0.60224,0.599575,0.600463,0.585584,0.573117,0.606667,0.633441,0.632037,0.624661,0.598406,0.550226,
10,8,0.616833,0.609418,0.580668,0.598681,0.620108,0.576611,0.621866,0.576736,0.604216,0.580458,0.599832,0.628942,0.595407,0.639698,0.578064,0.619578,0.615764,0.601204,0.615737,0.632235,0.617646,0.622204,0.613393,0.619685,0.614146,0.633113,0.599206,0.587946,0.614076,0.615963,0.627406,0.586532,0.642365,0.569541,0.62707,0.5815,0.588156,0.582259,0.570134,0.616575,0.584955,0.603619,0.626352,0.580631,0.609825,0.621923,0.588932,0.583863,0.581791,0.61808,0.579261,0.608843,0.628377,0.624179,0.598057,0.575859,0.572992,0.637495,0.608306,0.601568,0.544414,0.565534,0.600858,0.634409,0.557587,0.573811,0.603464,0.574506,0.640896,0.64179,0.616983,0.599672,0.621312,0.576149,0.604212,0.604948,0.609756,0.59226,0.571724,0.598736,0.623854,0.588847,0.616191,0.596731,0.6444,0.568642,0.582168,0.57665,0.611193,0.57156,0.575745,0.614705,0.618036,0.636152,0.588811,0.584727,0.61188,0.61758,0.604279,0.544253,
10,9,0.617009,0.609322,0.599323,0.590898,0.554514,0.644295,0.571585,0.604452,0.589378,0.61406,0.602919,0.596198,0.593645,0.608745,0.611315,0.626902,0.586744,0.600464,0.588983,0.614989,0.628706,0.626255,0.604796,0.641393,0.628029,0.610549,0.649389,0.633933,0.577544,0.568641,0.635759,0.58351,0.592662,0.59675,0.607462,0.594573,0.618705,0.584169,0.584034,0.616588,0.603457,0.579936,0.595552,0.58773,0.633182,0.59753,0.62235,0.605355,0.608183,0.608893,0.609773,0.60503,0.622441,0.595442,0.600553,0.627784,0.551709,0.599388,0.588214,0.603407,0.557321,0.623831,0.57983,0.582824,0.581294,0.577785,0.618361,0.565514,0.618259,0.571474,0.624406,0.563171,0.620103,0.588084,0.634784,0.585319,0.591539,0.61756,0.598166,0.654642,0.554619,0.625493,0.608408,0.608553,0.585178,0.599534,0.571788,0.621636,0.571028,0.629076,0.624536,0.593914,0.609206,0.595495,0.584184,0.593016,0.585473,0.584847,0.600304,0.630565,
10,10,0.601956,0.610503,0.589105,0.614975,0.62323,0.642771,0.629667,0.583601,0.622986,0.58026,0.610725,0.584105,0.612117,0.560377,0.590004,0.575293,0.586254,0.581525,0.628419,0.606342,0.579,0.592532,0.608346,0.585411,0.596022,0.608204,0.608713,0.64559,0.617261,0.633782,0.606878,0.601214,0.558355,0.585167,0.545436,0.616227,0.588904,0.621011,0.611865,0.59992,0.642749,0.584601,0.568278,0.60865,0.654463,0.61165,0.584349,0.626576,0.625647,0.629091,0.626018,0.608716,0.577001,0.598608,0.607689,0.621854,0.613622,0.591613,0.583521,0.602461,0.562277,0.618875,0.612198,0.567122,0.606512,0.62846,0.607093,0.573984,0.57473,0.590891,0.592709,0.617189,0.583363,0.620453,0.605585,0.59356,0.619584,0.611665,0.59976,0.563164,0.613433,0.612132,0.591817,0.604732,0.604087,0.620651,0.589872,0.599161,0.616298,0.595156,0.600976,0.650434,0.590062,0.632125,0.621503,0.612983,0.58497,0.600305,0.597576,0.559115,
10,11,0.616448,0.656215,0.598253,0.594992,0.615714,0.596866,0.586065,0.602307,0.596417,0.554294,0.621914,0.627261,0.599773,0.610105,0.627522,0.614437,0.598186,0.576162,0.610271,0.617645,0.604242,0.615074,0.629695,0.598264,0.637224,0.627435,0.625329,0.640789,0.644825,0.592148,0.595433,0.569439,0.629068,0.619745,0.645477,0.567572,0.646212,0.595032,0.642538,0.554083,0.621872,0.611598,0.564295,0.635831,0.639902,0.623701,0.595655,0.595263,0.607692,0.613965,0.602144,0.592215,0.604218,0.593486,0.561873,0.630964,0.600024,0.587228,0.644707,0.596896,0.590966,0.593429,0.621823,0.611773,0.607762,0.62769,0.618455,0.548141,0.591998,0.596209,0.613461,0.618065,0.604268,0.648885,0.627697,0.602686,0.573014,0.616445,0.618469,0.613523,0.596316,0.591309,0.574853,0.595498,0.567451,0.625479,0.619465,0.578779,0.639127,0.610707,0.575437,0.585185,0.601629,0.577644,0.592525,0.602122,0.606039,0.607114,0.601354,0.602763,
10,12,0.626387,0.586613,0.669148,0.624677,0.605553,0.627092,0.634963,0.578557,0.622177,0.576634,0.584152,0.604469,0.626878,0.627719,0.544724,0.595872,0.603133,0.588805,0.602714,0.588413,0.617496,0.616665,0.620515,0.604918,0.576516,0.63811,0.613419,0.58801,0.621335,0.604708,0.632525,0.597946,0.652321,0.605575,0.646494,0.623378,0.611151,0.608507,0.601883,0.61665,0.635761,0.623181,0.593728,0.595635,0.63265,0.606012,0.58134,0.590598,0.610393,0.602688,0.584241,0.595675,0.590594,0.588092,0.57694,0.58311,0.572676,0.630368,0.619923,0.600462,0.611453,0.609182,0.586197,0.609345,0.593769,0.62844,0.60258,0.5898,0.589816,0.62495,0.621804,0.594401,0.579592,0.6016,0.610982,0.621277,0.596422,0.57368,0.601232,0.608971,0.604825,0.631755,0.605666,0.605335,0.609418,0.584337,0.57503,0.617746,0.602255,0.598411,0.605789,0.600855,0.598837,0.624262,0.594115,0.644611,0.608604,0.604514,0.580288,0.622518,
10,13,0.580117,0.575008,0.59347,0.620099,0.612074,0.639222,0.584802,0.587377,0.600215,0.613382,0.581284,0.592865,0.615281,0.612019,0.601656,0.600664,0.619983,0.614059,0.610895,0.624829,0.636564,0.627096,0.619147,0.577392,0.606383,0.558832,0.617381,0.62522,0.628364,0.579426,0.580915,0.578164,0.619424,0.588385,0.625584,0.595723,0.602071,0.61345,0.623972,0.611463,0.6428,0.590735,0.648889,0.620178,0.581472,0.619644,0.636099,0.65216,0.58658,0.601513,0.628931,0.623,0.611093,0.605065,0.643563,0.606702,0.595584,0.609301,0.576366,0.601537,0.608829,0.578146,0.580235,0.612917,0.622052,0.612365,0.596194,0.597083,0.574257,0.573227,0.576586,0.611468,0.579368,0.606984,0.597046,0.612663,0.592155,0.656646,0.645926,0.602875,0.591935,0.62276,0.614236,0.614324,0.622498,0.558165,0.560842,0.583673,0.642866,0.603257,0.586402,0.613159,0.635394,0.600555,0.60182,0.595273,0.595558,0.625721,0.617476,0.589228,
10,14,0.602383,0.560621,0.596338,0.619717,0.615966,0.576945,0.587764,0.647928,0.616871,0.655592,0.574138,0.564405,0.61002,0.577032,0.586945,0.590995,0.600095,0.571014,0.610598,0.62048,0.609899,0.628218,0.578179,0.615511,0.568944,0.625373,0.602784,0.593111,0.592986,0.604804,0.57512,0.589904,0.608019,0.594706,0.581131,0.621933,0.586259,0.615382,0.58658,0.644286,0.579641,0.600056,0.562041,0.61859,0.584627,0.639584,0.609831,0.606134,0.607952,0.64805,0.616074,0.622992,0.587804,0.627754,0.600056,0.614373,0.590079,0.571211,0.590062,0.606149,0.586678,0.594325,0.604375,0.618178,0.596379,0.604769,0.619105,0.600193,0.600944,0.583211,0.62317,0.550893,0.600898,0.607305,0.595487,0.605311,0.582319,0.583914,0.608545,0.619174,0.572275,0.591676,0.592837,0.632987,0.61524,0.612285,0.593055,0.612977,0.615568,0.608106,0.594321,0.606049,0.564519,0.598274,0.595769,0.596871,0.623346,0.573117,0.597199,0.609768,
10,15,0.592507,0.620962,0.551304,0.600217,0.602967,0.596245,0.639463,0.610011,0.635655,0.601887,0.558692,0.612513,0.571881,0.593483,0.600498,0.625927,0.594057,0.611038,0.661683,0.58335,0.592519,0.615872,0.575153,0.626819,0.60496,0.583633,0.573437,0.613611,0.594017,0.603998,0.612852,0.608533,0.623997,0.570467,0.588044,0.613423,0.623159,0.584133,0.634848,0.616099,0.593513,0.583082,0.591102,0.583752,0.593725,0.592357,0.609088,0.601431,0.583814,0.627617,0.638571,0.612229,0.562257,0.606711,0.560147,0.588758,0.588792,0.618497,0.587671,0.586685,0.614614,0.569532,0.596279,0.617448,0.629003,0.602359,0.613271,0.596779,0.567898,0.601432,0.597742,0.57384,0.6266,0.579935,0.593467,0.606603,0.59355,0.600096,0.608734,0.591572,0.609285,0.612596,0.59867,0.61925,0.596124,0.553465,0.6281,0.568864,0.581944,0.599658,0.587239,0.589088,0.616372,0.631312,0.590871,0.60482,0.625807,0.620996,0.581551,0.604937,
10,16,0.570761,0.622595,0.589389,0.596353,0.643161,0.630754,0.635383,0.625881,0.592078,0.528731,0.589311,0.605432,0.562278,0.629327,0.615253,0.614826,0.645183,0.608297,0.609643,0.567804,0.59797,0.623333,0.614725,0.618605,0.615137,0.605236,0.599793,0.574226,0.583577,0.593789,0.606069,0.584865,0.628164,0.611949,0.604263,0.607852,0.62077,0.581279,0.62477,0.603473,0.597142,0.580901,0.592945,0.560845,0.604338,0.614251,0.632712,0.624321,0.600016,0.608029,0.600257,0.582146,0.595413,0.591149,0.590791,0.588452,0.599847,0.61307,0.630667,0.623506,0.58791,0.61263,0.612491,0.587347,0.588685,0.620444,0.654311,0.585179,0.593457,0.590049,0.582141,0.637845,0.6259,0.592825,0.592619,0.619564,0.573822,0.604374,0.587347,0.595365,0.588554,0.59342,0.599896,0.608725,0.561566,0.626127,0.632331,0.600128,0.598477,0.58196,0.629022,0.593893,0.636429,0.602099,0.595371,0.596313,0.634301,0.6275,0.580866,0.590663,
10,17,0.598647,0.603748,0.586777,0.627454,0.60455,0.583197,0.549897,0.62492,0.613151,0.622092,0.561025,0.581888,0.62117,0.576643,0.612248,0.610511,0.589744,0.616886,0.60075,0.602435,0.650692,0.619733,0.622412,0.569094,0.602921,0.587965,0.587155,0.601716,0.613864,0.528215,0.605831,0.553085,0.60441,0.571822,0.61068,0.5833,0.595837,0.616348,0.604453,0.5679,0.605757,0.628737,0.594511,0.61351,0.620851,0.594543,0.621836,0.602029,0.60073,0.606816,0.594246,0.613522,0.621115,0.621287,0.57866,0.599068,0.61879,0.615292,0.59915,0.61871,0.596949,0.610608,0.579942,0.617056,0.606721,0.593008,0.61671,0.626463,0.611922,0.593341,0.579627,0.602577,0.576218,0.638899,0.61749,0.584975,0.588864,0.584977,0.603496,0.614732,0.6249,0.569823,0.637417,0.601586,0.597942,0.565133,0.613186,0.600265,0.608858,0.595891,0.598611,0.596796,0.61305,0.59142,0.582213,0.60383,0.597858,0.606296,0.593015,0.580263,
10,18,0.613457,0.616861,0.587464,0.623787,0.550942,0.620975,0.58022,0.589958,0.596247,0.618714,0.592967,0.585451,0.610324,0.584021,0.60444,0.569487,0.597602,0.581452,0.604034,0.575125,0.626102,0.5953,0.552963,0.567038,0.586283,0.55163,0.570285,0.564519,0.592069,0.576872,0.619292,0.621197,0.586879,0.605293,0.636527,0.604062,0.64651,0.6142,0.595429,0.610881,0.594757,0.636951,0.570876,0.592805,0.598864,0.625715,0.584139,0.630997,0.586261,0.584426,0.619813,0.590055,0.600789,0.61482,0.639663,0.594093,0.629976,0.594773,0.623453,0.608549,0.59273,0.606019,0.613623,0.60213,0.617101,0.610581,0.59129,0.543389,0.57455,0.586925,0.596009,0.587703,0.591754,0.635978,0.589699,0.617968,0.639667,0.57646,0.592117,0.577736,0.603764,0.579181,0.615115,0.619178,0.632559,0.582511,0.59221,0.598539,0.591705,0.570176,0.605258,0.625045,0.592878,0.581262,0.614641,0.626785,0.604561,0.605597,0.576946,0.595983,
10,19,0.605331,0.635655,0.631199,0.604482,0.568758,0.589024,0.598713,0.630601,0.578436,0.575162,0.621973,0.609674,0.591289,0.625956,0.594883,0.562869,0.557245,0.578746,0.628281,0.592298,0.580554,0.591861,0.603975,0.607721,0.568426,0.571731,0.597948,0.61364,0.574178,0.589006,0.574714,0.60299,0.585098,0.607365,0.594851,0.555887,0.590927,0.587968,0.578515,0.575741,0.619415,0.575226,0.599494,0.608876,0.597998,0.615228,0.584879,0.638573,0.59123,0.590766,0.592851,0.584277,0.612978,0.581428,0.589483,0.577243,0.622011,0.60185,0.625792,0.596709,0.619036,0.590647,0.580959,0.586638,0.572709,0.61039,0.581556,0.598174,0.583891,0.594036,0.572549,0.577029,0.565449,0.567628,0.561256,0.555839,0.637803,0.600349,0.590719,0.601115,0.581568,0.614236,0.619482,0.572583,0.629029,0.611545,0.579955,0.62504,0.585976,0.602958,0.600048,0.563435,0.605661,0.579638,0.607973,0.595935,0.632612,0.597159,0.595548,0.586156,
10,20,0.592983,0.609936,0.632211,0.585233,0.617926,0.616555,0.649843,0.605932,0.58977,0.61673,0.565471,0.603345,0.606795,0.619464,0.590054,0.5963,0.624519,0.588079,0.597552,0.586694,0.613948,0.587591,0.594544,0.565686,0.600184,0.563389,0.615076,0.605881,0.630832,0.569176,0.601732,0.62012,0.637084,0.589472,0.588714,0.596175,0.554288,0.583846,0.586902,0.582079,0.598581,0.609697,0.626491,0.596965,0.586842,0.597172,0.615682,0.606055,0.581287,0.626371,0.589301,0.622198,0.624245,0.596481,0.63161,0.623532,0.593142,0.614978,0.592887,0.594712,0.603922,0.609544,0.638057,0.571139,0.619473,0.607498,0.625499,0.606233,0.619199,0.644381,0.538653,0.605164,0.592758,0.589666,0.607432,0.5943,0.632204,0.605266,0.586603,0.6041,0.59527,0.614114,0.629173,0.599076,0.635211,0.603871,0.633519,0.615948,0.617765,0.605147,0.559015,0.59942,0.573987,0.596301,0.625467,0.603566,0.591466,0.578257,0.612928,0.615148,
10,21,0.632015,0.595195,0.589446,0.627478,0.591863,0.605576,0.615759,0.570594,0.581732,0.605827,0.607364,0.583918,0.576309,0.60075,0.575935,0.605393,0.575258,0.58214,0.604984,0.614561,0.584029,0.615837,0.585195,0.598184,0.583243,0.612385,0.579032,0.581516,0.610199,0.619643,0.623895,0.645755,0.559278,0.619164,0.575965,0.581376,0.567767,0.607143,0.588479,0.610818,0.573831,0.602542,0.60362,0.64113,0.578757,0.624243,0.571571,0.636178,0.587719,0.64045,0.589537,0.584961,0.563917,0.588004,0.596024,0.563937,0.641122,0.591936,0.619437,0.614159,0.586967,0.595117,0.597783,0.627689,0.607566,0.615483,0.577988,0.568691,0.631491,0.581035,0.59009,0.603243,0.571446,0.589128,0.615631,0.638239,0.596818,0.607174,0.58905,0.583908,0.590394,0.587887,0.613589,0.589792,0.600875,0.601363,0.60385,0.574011,0.58534,0.609866,0.61863,0.642392,0.60631,0.62926,0.600369,0.594648,0.610187,0.587495,0.615739,0.604811,
10,22,0.612446,0.572596,0.554416,0.61579,0.641218,0.586938,0.593599,0.623477,0.610046,0.575655,0.626201,0.574973,0.594674,0.588662,0.596344,0.546285,0.596053,0.580612,0.600802,0.628611,0.584726,0.616407,0.616328,0.611416,0.597038,0.602318,0.616075,0.611835,0.610517,0.595153,0.612307,0.601778,0.576447,0.599354,0.591536,0.589048,0.597077,0.586247,0.592728,0.586833,0.604533,0.599083,0.572057,0.635589,0.621303,0.601363,0.633714,0.640298,0.607159,0.572276,0.655272,0.593069,0.58048,0.60716,0.631452,0.575136,0.60541,0.58175,0.598577,0.628647,0.597894,0.619369,0.556964,0.624854,0.592337,0.58344,0.614076,0.580075,0.606203,0.582949,0.593361,0.589374,0.598973,0.58989,0.644969,0.583363,0.599091,0.590875,0.59845,0.579124,0.646311,0.594393,0.607277,0.643461,0.583357,0.62768,0.592184,0.630259,0.609831,0.617225,0.576613,0.609049,0.60484,0.604921,0.608888,0.617206,0.585617,0.605551,0.575324,0.59907,
10,23,0.621818,0.573612,0.599123,0.603413,0.601624,0.610609,0.622451,0.57819,0.603225,0.603655,0.589828,0.597026,0.583723,0.645219,0.576903,0.594742,0.578015,0.61962,0.565735,0.640545,0.630667,0.593386,0.611481,0.609956,0.587951,0.590232,0.618086,0.58912,0.593527,0.629395,0.591844,0.606354,0.617207,0.647238,0.594783,0.603893,0.636851,0.58542,0.588678,0.625125,0.617164,0.633297,0.621824,0.630653,0.594999,0.645756,0.608807,0.600632,0.602003,0.599511,0.584555,0.550635,0.582767,0.60566,0.625335,0.624024,0.615539,0.610108,0.615142,0.595975,0.601838,0.549958,0.605311,0.586269,0.622673,0.610234,0.605746,0.617008,0.612499,0.59057,0.613043,0.607635,0.585025,0.551627,0.605803,0.603641,0.610725,0.554736,0.586586,0.528458,0.599304,0.594056,0.596093,0.614814,0.613837,0.614648,0.560955,0.585846,0.600425,0.589189,0.613528,0.608245,0.608173,0.629988,0.592538,0.615874,0.641944,0.590095,0.613687,0.607291,
10,24,0.602609,0.631155,0.645537,0.592895,0.586554,0.591369,0.62051,0.62813,0.579826,0.609285,0.587855,0.587192,0.603272,0.557267,0.603702,0.602371,0.62078,0.616123,0.601441,0.596762,0.604682,0.593907,0.611956,0.628227,0.598895,0.633356,0.63127,0.665633,0.620514,0.625502,0.597158,0.574855,0.601408,0.557578,0.612555,0.628422,0.613589,0.580461,0.615424,0.567069,0.608513,0.593555,0.582933,0.618547,0.615169,0.607463,0.624361,0.606885,0.600377,0.55793,0.597868,0.618652,0.594665,0.581893,0.606564,0.591969,0.575174,0.596131,0.579144,0.600574,0.60332,0.633276,0.581239,0.605037,0.62507,0.590349,0.580769,0.601346,0.614094,0.589878,0.628586,0.590747,0.623219,0.606062,0.606923,0.618896,0.622487,0.578094,0.605061,0.588316,0.597104,0.616935,0.608725,0.608834,0.603396,0.634023,0.600705,0.614521,0.592599,0.576605,0.577762,0.608703,0.614422,0.621262,0.626431,0.611937,0.642376,0.610056,0.610464,0.589512,
10,25,0.621616,0.591992,0.561924,0.60215,0.602082,0.595377,0.616479,0.574369,0.608629,0.609445,0.641589,0.600846,0.622133,0.608732,0.599904,0.633714,0.616097,0.579364,0.569979,0.599055,0.634658,0.606473,0.630737,0.615655,0.610528,0.637012,0.586498,0.576561,0.591212,0.554584,0.628567,0.589309,0.609938,0.559912,0.574031,0.587133,0.625149,0.57907,0.640316,0.568117,0.595683,0.598168,0.617184,0.541082,0.629421,0.595654,0.552894,0.614195,0.625674,0.596403,0.598305,0.61072,0.592911,0.60405,0.586867,0.567185,0.609482,0.547952,0.62746,0.587059,0.609287,0.599888,0.560481,0.605467,0.571054,0.585416,0.618733,0.629666,0.624219,0.617548,0.628335,0.60874,0.631964,0.601872,0.603556,0.594151,0.617748,0.584555,0.584457,0.578425,0.609805,0.561937,0.628158,0.604222,0.632478,0.584292,0.603504,0.599409,0.61044,0.59659,0.611661,0.606265,0.596995,0.604192,0.599322,0.592659,0.576122,0.638248,0.576535,0.591718,
10,26,0.606831,0.529374,0.619521,0.579567,0.603426,0.59592,0.588678,0.613905,0.592897,0.599482,0.628915,0.587128,0.614413,0.609799,0.610157,0.602348,0.622452,0.56368,0.608827,0.635124,0.600398,0.606393,0.608926,0.591701,0.610534,0.617998,0.605522,0.592363,0.580215,0.573566,0.5815,0.602016,0.643687,0.611976,0.576613,0.593602,0.620602,0.610171,0.63795,0.600978,0.594367,0.618292,0.599769,0.608378,0.592002,0.615193,0.600104,0.607191,0.601484,0.61081,0.607583,0.637782,0.61182,0.608271,0.619127,0.585368,0.6,0.541964,0.617674,0.597252,0.574592,0.633854,0.576145,0.60808,0.591333,0.629,0.623131,0.62279,0.60932,0.590672,0.592551,0.59281,0.600064,0.585383,0.612582,0.604642,0.5627,0.571799,0.579158,0.609108,0.598042,0.619372,0.593423,0.588819,0.596135,0.61188,0.605276,0.599178,0.603091,0.572573,0.590639,0.593171,0.609817,0.599512,0.626619,0.572086,0.587018,0.594731,0.619821,0.623807,
