mc_step,l = 0_gamma,l = 0_delta_gamma,l = 1_gamma,l = 1_delta_gamma,l = 2_gamma,l = 2_delta_gamma,l = 3_gamma,l = 3_delta_gamma,l = 4_gamma,l = 4_delta_gamma,l = 5_gamma,l = 5_delta_gamma,l = 6_gamma,l = 6_delta_gamma,l = 7_gamma,l = 7_delta_gamma,l = 8_gamma,l = 8_delta_gamma,l = 9_gamma,l = 9_delta_gamma,l = 10_gamma,l = 10_delta_gamma,l = 11_gamma,l = 11_delta_gamma,l = 12_gamma,l = 12_delta_gamma,l = 13_gamma,l = 13_delta_gamma,l = 14_gamma,l = 14_delta_gamma,l = 15_gamma,l = 15_delta_gamma,l = 16_gamma,l = 16_delta_gamma,l = 17_gamma,l = 17_delta_gamma,l = 18_gamma,l = 18_delta_gamma,l = 19_gamma,l = 19_delta_gamma,l = 20_gamma,l = 20_delta_gamma,l = 21_gamma,l = 21_delta_gamma,l = 22_gamma,l = 22_delta_gamma,l = 23_gamma,l = 23_delta_gamma,l = 24_gamma,l = 24_delta_gamma,l = 25_gamma,l = 25_delta_gamma,l = 26_gamma,l = 26_delta_gamma,l = 27_gamma,l = 27_delta_gamma,l = 28_gamma,l = 28_delta_gamma,l = 29_gamma,l = 29_delta_gamma,l = 30_gamma,l = 30_delta_gamma,l = 31_gamma,l = 31_delta_gamma,l = 32_gamma,l = 32_delta_gamma,l = 33_gamma,l = 33_delta_gamma,l = 34_gamma,l = 34_delta_gamma,l = 35_gamma,l = 35_delta_gamma,l = 36_gamma,l = 36_delta_gamma,l = 37_gamma,l = 37_delta_gamma,l = 38_gamma,l = 38_delta_gamma,l = 39_gamma,l = 39_delta_gamma,l = 40_gamma,l = 40_delta_gamma,l = 41_gamma,l = 41_delta_gamma,l = 42_gamma,l = 42_delta_gamma,l = 43_gamma,l = 43_delta_gamma,l = 44_gamma,l = 44_delta_gamma,l = 45_gamma,l = 45_delta_gamma,l = 46_gamma,l = 46_delta_gamma,l = 47_gamma,l = 47_delta_gamma,l = 48_gamma,l = 48_delta_gamma,l = 49_gamma,l = 49_delta_gamma,
110,0.746524,0.827596,0.57197,0.915606,0.863127,0.756549,0.97162,0.501568,0.992393,0.5176,0.421106,0.774839,0.0503441,0.784191,0.951153,0.550416,0.916002,0.858,0.187422,0.758416,0.879058,0.679562,0.850517,0.699034,0.49552,0.70332,0.280101,0.641116,0.255685,0.555013,0.499327,0.409706,0.345891,0.588829,0.424462,0.511703,0.499198,0.490929,0.228353,0.716623,0.883083,0.880158,0.323218,0.507095,0.273635,0.378139,0.388615,0.22059,0.548032,0.201684,0.826994,0.13956,0.834663,0.125059,0.162203,0.289997,0.000350086,0.719982,0.4809,0.100609,0.25333,0.126642,0.203302,0.129409,0.641838,0.0372809,0.337338,0.0669518,0.0106704,0.218892,0.0898423,0.116024,0.0382738,0.177676,0.415417,0.0209804,0.454498,0.0255286,0.446639,0.0215948,0.00615951,0.210131,0.0692567,0.111461,0.0292192,0.167971,0.0222812,0.16222,0.0591336,0.0304853,0.215329,0.066721,0.203975,0.0261544,0.0363313,0.0875446,0.0761094,0.0566254,0.0785745,0.0560097,
120,0.437398,0.762098,0.0477622,0.80294,0.929221,0.526462,0.94018,0.864568,0.232618,0.774055,0.86142,0.701059,0.858267,0.673051,0.471133,0.698631,0.994281,0.554504,0.313011,0.562355,0.286438,0.65521,0.343544,0.575352,0.527197,0.940092,0.836477,0.770775,0.24738,0.736316,0.858536,0.875161,0.994344,0.508291,0.727056,0.837953,0.48496,0.442199,0.386539,0.508172,0.307216,0.514455,0.502531,0.466663,0.251803,0.377868,0.541299,0.205581,0.800442,0.134474,0.836983,0.112003,0.37683,0.191435,0.131963,0.277624,0.000350086,0.693976,0.478356,0.0676909,0.233349,0.0876834,0.18803,0.112391,0.641838,0.0143711,0.317537,0.0543678,0.00892052,0.209907,0.00938901,0.196464,0.427694,0.0132158,0.440613,0.0102043,0.0149723,0.164797,0.415417,0.0086401,0.0845222,0.109575,0.0166443,0.16094,0.205532,0.0659655,0.0211476,0.16091,0.0609552,0.0331109,0.0691973,0.111461,0.203179,0.026206,0.0366329,0.086821,0.0764547,0.0565586,0.0787992,0.0558497,
130,0.882517,0.691396,0.834439,0.652582,0.459444,0.700578,0.944293,0.534985,0.332934,0.518536,0.286154,0.637758,0.340255,0.613727,0.484837,0.957786,0.841437,0.762007,0.42811,0.723136,0.839935,0.845863,0.253118,0.762141,0.733663,0.875089,0.939061,0.556579,0.393538,0.537663,0.321018,0.489868,0.512206,0.437725,0.995981,0.508918,0.898847,0.879302,0.295559,0.786059,0.029433,0.815583,0.443016,0.374232,0.231588,0.394863,0.521235,0.204858,0.757662,0.115195,0.782102,0.110867,0.373302,0.17984,0.13079,0.240198,0.000350086,0.673382,0.470203,0.0363761,0.641838,0.000939128,0.223189,0.0644647,0.18803,0.0899042,0.00892052,0.202825,0.294972,0.0437629,0.440613,0.000507046,0.00938901,0.180787,0.427694,0.00329835,0.411963,0.00780433,0.20378,0.0651775,0.016652,0.150054,0.01565,0.156455,0.0170227,0.152613,0.0841374,0.10538,0.0674009,0.111431,0.064213,0.0341867,0.202456,0.026206,0.0370991,0.0862044,0.0764672,0.0565506,0.0790095,0.0555771,
140,0.28572,0.668118,0.334098,0.594257,0.463649,0.978942,0.858189,0.758114,0.424517,0.729123,0.851548,0.828707,0.238901,0.76354,0.759038,0.870769,0.929275,0.541969,0.950698,0.514994,0.336131,0.486404,0.527822,0.432417,0.98542,0.545611,0.900805,0.84953,0.301746,0.517987,0.288814,0.812585,0.827336,0.653081,0.88311,0.668681,0.432182,0.707906,0.401082,0.521235,0.0137086,0.80577,0.414561,0.349926,0.508013,0.177318,0.141365,0.366121,0.738646,0.112291,0.367989,0.166844,0.769729,0.0822307,0.000350086,0.615057,0.0926517,0.234541,0.632319,0.000939128,0.44279,0.0327945,0.00892052,0.202825,0.437558,0.000507046,0.162977,0.0763532,0.372948,0.00349914,0.207904,0.0546192,0.411811,0.00345054,0.0180022,0.14787,0.01565,0.147904,0.017049,0.152613,0.256874,0.0356376,0.0173001,0.148174,0.201365,0.0547281,0.0839151,0.104273,0.0632172,0.108885,0.0655911,0.0351069,0.202175,0.026206,0.0382316,0.0860656,0.076731,0.056456,0.0792315,0.0553631,
150,0.834946,0.828978,0.205749,0.772868,0.776287,0.877656,0.974454,0.567245,0.947558,0.545488,0.327429,0.471391,0.509539,0.392627,0.989293,0.561687,0.873908,0.86551,0.84902,0.725562,0.288306,0.799865,0.832295,0.68611,0.861995,0.683552,0.478914,0.985135,0.37852,0.717384,0.457811,0.711066,0.289181,0.648,0.310844,0.52861,0.345359,0.589873,0.394948,0.506257,0.367723,0.324796,0.00294763,0.792904,0.120237,0.344578,0.466556,0.160881,0.713944,0.0955237,0.354141,0.153497,0.730584,0.0780279,0.000350086,0.594913,0.0532411,0.210532,0.625159,0.000939128,0.410444,0.0235361,0.0110183,0.184297,0.393318,0.00359736,0.379383,0.0104127,0.151838,0.0763532,0.345651,0.011861,0.0200582,0.142987,0.0231067,0.131787,0.0182348,0.137279,0.017049,0.118568,0.0810947,0.0920683,0.163317,0.0491631,0.252431,0.0347571,0.19723,0.0525611,0.0626237,0.108118,0.0660017,0.0352299,0.20187,0.0263909,0.03876,0.0858497,0.0771249,0.0562595,0.0794196,0.0553255,
160,0.334677,0.465657,0.518235,0.381526,0.973442,0.539872,0.885338,0.874749,0.862925,0.733015,0.313045,0.837813,0.844346,0.633996,0.857244,0.691546,0.465362,0.978087,0.39112,0.718396,0.426754,0.690722,0.258648,0.647459,0.828446,0.828595,0.752739,0.856139,0.361049,0.520982,0.361234,0.621984,0.178977,0.781658,0.957642,0.593255,0.946231,0.521478,0.281838,0.5132,0.376463,0.303724,0.00303241,0.780729,0.121325,0.33788,0.47957,0.153918,0.700511,0.0933665,0.337823,0.14044,0.000350086,0.594913,0.717373,0.0591037,0.0337738,0.202996,0.605565,0.00129456,0.0110183,0.17695,0.399086,0.00847748,0.368468,0.00680339,0.362712,0.00582129,0.327405,0.0123036,0.0200582,0.139878,0.0202904,0.135196,0.116456,0.064413,0.244118,0.0337193,0.193789,0.0504827,0.0231067,0.125599,0.0598843,0.107476,0.0233092,0.116436,0.0668748,0.0375883,0.0763022,0.0900598,0.200698,0.0264641,0.163317,0.0482456,0.0391962,0.0854551,0.0773808,0.0561001,0.0798693,0.0550486,
170,0.294809,0.798561,0.836669,0.596105,0.85028,0.695956,0.479543,0.995023,0.379644,0.705999,0.411598,0.691809,0.244589,0.612933,0.824938,0.849859,0.787031,0.872884,0.370496,0.540954,0.381102,0.620582,0.178901,0.781759,0.932943,0.608306,0.97665,0.54935,0.858543,0.731211,0.943791,0.520343,0.911833,0.896392,0.27276,0.506681,0.485536,0.357823,0.377335,0.291764,0.333523,0.457038,0.00303241,0.770818,0.111522,0.327863,0.486579,0.145853,0.000350086,0.588355,0.682433,0.0760146,0.313569,0.134082,0.689898,0.0591037,0.602532,0.000471643,0.0106461,0.176004,0.0106263,0.174905,0.343243,0.0109926,0.332301,0.00886783,0.327458,0.0109428,0.306104,0.0123036,0.0202904,0.135196,0.0200582,0.127537,0.22987,0.0245828,0.0280188,0.119752,0.0533967,0.0999677,0.0284421,0.116436,0.177811,0.0398953,0.0747069,0.086765,0.114791,0.0565086,0.199545,0.0268297,0.0713162,0.0394796,0.16253,0.0474232,0.0393874,0.0854156,0.0779738,0.0559691,0.0800161,0.0549767,
180,0.410179,0.678794,0.287045,0.612956,0.810368,0.833083,0.771131,0.887526,0.403234,0.565744,0.383735,0.626804,0.190869,0.791999,0.939989,0.592967,0.989895,0.542283,0.886749,0.744938,0.37683,0.721653,0.905261,0.887974,0.468646,0.980107,0.939144,0.553996,0.806702,0.685644,0.830879,0.577184,0.29447,0.838056,0.493245,0.358126,0.300587,0.453307,0.239837,0.498199,0.378725,0.270346,0.00207764,0.73352,0.0593441,0.327863,0.470739,0.141707,0.000350086,0.601231,0.6777,0.0747277,0.686807,0.0377986,0.306743,0.0662937,0.586706,0.00232341,0.0149119,0.162142,0.0145015,0.149981,0.319736,0.0123544,0.325315,0.0115565,0.316369,0.0109428,0.29481,0.0123036,0.0224416,0.11651,0.0200582,0.110261,0.219048,0.0234083,0.0342006,0.108442,0.0284421,0.0911922,0.195794,0.0270031,0.157477,0.0467111,0.0706708,0.0861194,0.176102,0.0369218,0.0451913,0.0972368,0.0717985,0.0399098,0.0402109,0.0849445,0.11394,0.0557437,0.0781469,0.0557995,0.0802208,0.0549374,
190,0.374541,0.640585,0.19373,0.794147,0.94122,0.577741,0.948061,0.533337,0.856187,0.724414,0.379986,0.740897,0.909354,0.879924,0.491209,0.985778,0.9283,0.550215,0.808969,0.700476,0.848753,0.5823,0.29619,0.840653,0.273409,0.598142,0.312455,0.450012,0.235773,0.463351,0.421922,0.710798,0.803262,0.87224,0.818091,0.872303,0.402298,0.557503,0.364376,0.283315,0.485424,0.380974,0.00207764,0.730739,0.0591522,0.302401,0.474778,0.102601,0.662063,0.0750928,0.000350086,0.570314,0.657174,0.0377986,0.578924,0.00164761,0.0145015,0.149981,0.0149119,0.135404,0.295988,0.0224137,0.283098,0.011118,0.280269,0.0123544,0.269685,0.0121254,0.259565,0.0123036,0.0224416,0.105247,0.0346322,0.110261,0.207153,0.0234083,0.0309548,0.0943532,0.0372702,0.092233,0.18034,0.0270031,0.174223,0.0362507,0.0422976,0.0917166,0.0722476,0.0405281,0.0700405,0.0806203,0.156743,0.0411065,0.0409529,0.084776,0.113739,0.0553624,0.0782833,0.0557506,0.0802453,0.0548612,
200,0.359671,0.759707,0.928205,0.877777,0.476595,0.955848,0.901085,0.561179,0.840343,0.72293,0.822275,0.593042,0.314713,0.849387,0.378512,0.63201,0.333078,0.407046,0.218465,0.495884,0.441,0.680812,0.809344,0.861564,0.814162,0.856224,0.866887,0.731619,0.379484,0.604859,0.185917,0.773707,0.936087,0.567051,0.935557,0.495285,0.29112,0.55909,0.464177,0.37952,0.335655,0.266281,0.00162805,0.755565,0.669226,0.0667902,0.000350086,0.570314,0.465393,0.0948094,0.0213748,0.272954,0.660737,0.0153201,0.572082,0.00164761,0.0191454,0.147832,0.295988,0.0198392,0.273675,0.0219065,0.023257,0.114251,0.247812,0.0180039,0.24527,0.0209026,0.191237,0.0217916,0.0260545,0.0971594,0.164535,0.0255359,0.0467198,0.0903743,0.163971,0.0326967,0.0512023,0.0835515,0.0397369,0.0916183,0.154867,0.030955,0.0422971,0.0895056,0.154072,0.040057,0.0665344,0.0806203,0.0414066,0.0839349,0.077051,0.0423347,0.11338,0.0553624,0.0783059,0.0557585,0.0804852,0.0548052,
210,0.804692,0.586358,0.325519,0.821002,0.321387,0.642995,0.327716,0.432744,0.189527,0.462214,0.433347,0.706858,0.802851,0.95947,0.864282,0.87479,0.838069,0.745509,0.911635,0.900429,0.158837,0.769071,0.869651,0.567051,0.89511,0.509579,0.383276,0.721735,0.907142,0.551339,0.275569,0.563887,0.384941,0.594202,0.446537,0.942863,0.85681,0.689736,0.445481,0.368739,0.303969,0.273128,0.00130671,0.734833,0.000350086,0.524953,0.664697,0.0447901,0.463655,0.0738639,0.0191298,0.229449,0.658207,0.000725554,0.562371,0.00164761,0.0171786,0.148963,0.283337,0.0174609,0.241108,0.0212657,0.217721,0.0206056,0.212897,0.0275174,0.0303069,0.0933508,0.190076,0.0275735,0.0357935,0.0941946,0.163853,0.0336674,0.154545,0.0326967,0.0401599,0.0852523,0.0446272,0.076394,0.149742,0.0382928,0.151998,0.0335906,0.0431606,0.0838937,0.0434031,0.0820273,0.0501244,0.0835515,0.0642174,0.0794629,0.0771711,0.0424071,0.113114,0.0552567,0.0785179,0.0556592,0.0805338,0.0548512,
220,0.431059,0.644475,0.7828,0.903734,0.835352,0.864967,0.877488,0.764179,0.921738,0.906078,0.182631,0.744023,0.858191,0.589305,0.879972,0.521353,0.384649,0.746072,0.967214,0.565618,0.286388,0.56427,0.365374,0.600793,0.512145,0.947893,0.330019,0.486307,0.837351,0.666212,0.787007,0.560751,0.274502,0.826963,0.184385,0.450551,0.273301,0.646141,0.389098,0.34503,0.352428,0.26836,3.19807e-05,0.705379,0.000350086,0.464743,0.465536,0.0520146,0.646719,0.0189421,0.658207,0.000725554,0.568025,0.00164761,0.00724891,0.190033,0.0171786,0.146142,0.27459,0.0174609,0.216749,0.0235292,0.212897,0.0231373,0.206503,0.025283,0.176698,0.0280871,0.0412915,0.0923378,0.0412227,0.0837315,0.13666,0.0367019,0.147468,0.0364063,0.142188,0.0369241,0.140291,0.0376132,0.0499098,0.0735055,0.0455698,0.0767654,0.0501244,0.0825315,0.0526757,0.0686299,0.0787393,0.0430749,0.0615913,0.0770316,0.111784,0.0545648,0.047223,0.0733814,0.0785423,0.0556173,0.0806323,0.0546879,
