mc_step,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
200,1,1,0.989899,1,0.99,1,0.965517,1,0.990654,1,0.989691,0.990291,1,1,1,1,0.990476,1,0.989011,0.990826,1,1,1,1,1,0.989899,1,0.980952,0.974359,0.991803,0.981818,0.988889,0.962264,0.989362,0.989474,0.961905,0.915094,0.946809,0.981818,0.888889,0.88764,0.828829,0.679612,0.927835,0.804348,0.740741,0.767442,0.54386,0.69697,0.594059,0.596491,0.616279,0.653465,0.494949,0.4,0.494737,0.39604,0.434343,0.467391,0.509259,0.41,0.47,0.524272,0.43299,0.5,0.414894,0.542056,0.397849,0.45045,0.370787,0.460674,0.414414,0.415094,0.489362,0.423529,0.443478,0.504202,0.444444,0.303922,0.469388,0.515464,0.475728,0.522936,0.538462,0.456897,0.392857,0.540816,0.539216,0.480392,0.510204,0.465347,0.393939,0.5,0.352941,0.463636,0.511111,0.413043,0.425926,0.481481,0.434783,
400,1,1,1,1,1,0.989474,1,0.98913,0.990385,1,1,0.990909,1,0.990291,1,0.990196,1,1,0.980198,0.989899,0.989247,1,1,0.990476,1,1,1,1,0.976471,1,0.978723,0.990566,0.962264,0.968085,0.825243,0.948454,0.809091,0.888889,0.553191,0.867925,0.642857,0.607843,0.424242,0.752475,0.494624,0.626168,0.650485,0.484536,0.682927,0.398305,0.646465,0.386139,0.469136,0.327731,0.412281,0.395349,0.494949,0.415842,0.464646,0.168317,0.404255,0.207547,0.422018,0.263736,0.40404,0.217822,0.298969,0.213592,0.326531,0.215686,0.307692,0.114583,0.186813,0.137615,0.230769,0.0833333,0.27,0.18,0.220183,0.164835,0.297872,0.245283,0.292929,0.237624,0.333333,0.287129,0.479592,0.313725,0.405405,0.303371,0.461538,0.409639,0.443478,0.305882,0.490196,0.326531,0.585106,0.358491,0.5,0.42,
600,0.989691,1,0.979167,1,0.990196,0.989796,0.961165,0.979381,0.971698,1,0.989474,1,0.990476,0.978947,0.989691,1,0.980392,1,1,0.979381,0.967391,1,0.989899,1,0.955056,0.981982,0.970874,0.989691,0.95,0.98,0.96,0.97,0.882353,0.928571,0.714286,0.926316,0.165049,0.907216,0.831579,0.628571,0.867347,0.578431,0.90099,0.59596,0.694444,0.532609,0.597826,0.546296,0.651685,0.540541,0.66,0.5,0.623762,0.484848,0.61165,0.391753,0.520833,0.317308,0.4,0.33,0.447619,0.357895,0.293478,0.240741,0.326733,0.30303,0.268519,0.228261,0.226804,0.116505,0.17,0.15,0.261261,0.123596,0.191919,0.207921,0.195876,0.038835,0.204082,0.107843,0.188679,0.0531915,0.280899,0.153153,0.10101,0.188119,0.2,0.17,0.425926,0.184783,0.362637,0.220183,0.415842,0.373737,0.457447,0.386792,0.552083,0.394231,0.595745,0.462264,
800,0.99,1,0.966667,1,0.972973,1,1,1,0.978495,0.971963,1,0.982143,0.989899,0.950495,0.981481,0.98913,0.970297,0.949495,0.98,0.97,0.981651,0.989011,0.948454,0.990291,0.935185,0.978261,0.925532,0.971698,0.934579,0.924731,0.826531,0.843137,0.785714,0.795455,0.711712,0.629213,0.8,0.684211,0.787611,0.666667,0.714286,0.696078,0.72449,0.5,0.608247,0.563107,0.575758,0.653465,0.603774,0.585106,0.5625,0.509615,0.574074,0.619565,0.556604,0.489362,0.602041,0.441176,0.549451,0.449541,0.52,0.34,0.474747,0.455446,0.363636,0.276786,0.376238,0.353535,0.39823,0.264368,0.298851,0.283186,0.173913,0.194444,0.237624,0.171717,0.305263,0.219048,0.380531,0.252874,0.333333,0.214953,0.345794,0.215054,0.473684,0.238095,0.368421,0.238095,0.377778,0.318182,0.55,0.33,0.402174,0.490741,0.534653,0.424242,0.509804,0.489796,0.539216,0.520408,
1000,0.952381,0.968421,0.969697,0.970297,0.953704,0.956522,0.941748,0.948454,0.953271,0.924731,0.944444,0.967391,0.973684,0.976744,0.945055,0.954128,0.968421,0.952381,0.927928,0.910112,0.901786,0.954545,0.94898,0.960784,0.932039,0.907216,0.924528,0.882979,0.860215,0.869159,0.90566,0.776596,0.867925,0.723404,0.87619,0.652632,0.891304,0.638889,0.85567,0.61165,0.877358,0.606383,0.776596,0.603774,0.685185,0.608696,0.605769,0.53125,0.612245,0.578431,0.582609,0.682353,0.588235,0.581633,0.6,0.52381,0.519608,0.5,0.486957,0.517647,0.468085,0.40566,0.489362,0.415094,0.532787,0.487179,0.435185,0.347826,0.365385,0.34375,0.516854,0.315315,0.428571,0.363636,0.37234,0.339623,0.290323,0.35514,0.322917,0.278846,0.4,0.330435,0.299065,0.27957,0.484848,0.415842,0.509804,0.418367,0.466019,0.443299,0.375,0.471154,0.56044,0.394495,0.44898,0.490196,0.628571,0.463158,0.747368,0.504762,
1200,0.980769,0.916667,0.969072,0.980583,0.959596,0.920792,0.961165,0.958763,0.961538,0.947917,0.942308,1,0.930693,0.949495,0.924731,0.962617,0.941748,0.979381,0.954955,0.898876,0.947917,0.942308,0.970588,0.867347,0.920354,0.850575,0.909091,0.851485,0.886792,0.851064,0.87,0.72,0.864583,0.605769,0.742857,0.621053,0.802083,0.625,0.759615,0.552083,0.72449,0.637255,0.743363,0.62069,0.741071,0.602273,0.645833,0.528846,0.670213,0.5,0.705882,0.459184,0.583333,0.461538,0.612245,0.568627,0.528302,0.531915,0.622449,0.490196,0.5,0.619048,0.549451,0.495413,0.47,0.45,0.513274,0.54023,0.53125,0.538462,0.444444,0.455446,0.454545,0.465347,0.54717,0.404255,0.478723,0.330189,0.543478,0.240741,0.5,0.46875,0.466019,0.381443,0.43617,0.518868,0.476636,0.473118,0.663158,0.352381,0.528302,0.521277,0.630435,0.453704,0.61,0.5,0.549451,0.577982,0.571429,0.598039,
1400,0.89899,0.960396,0.942308,0.885417,0.958333,0.971154,0.907407,0.913043,0.947917,0.903846,0.932584,0.891892,0.933333,0.909091,0.902439,0.932203,0.888889,0.945652,0.956522,0.953704,0.933962,0.904255,0.86,0.87,0.891304,0.814815,0.902174,0.824074,0.917431,0.725275,0.847619,0.694737,0.866667,0.6,0.784314,0.612245,0.875,0.583333,0.639175,0.601942,0.623762,0.656566,0.635514,0.55914,0.700935,0.655914,0.723214,0.568182,0.560748,0.634409,0.597826,0.509259,0.57,0.58,0.59375,0.490385,0.530612,0.607843,0.63,0.63,0.55102,0.529412,0.590476,0.494737,0.5,0.519608,0.636364,0.425743,0.581633,0.539216,0.428571,0.488636,0.584158,0.363636,0.459184,0.45098,0.479592,0.5,0.45098,0.44898,0.488636,0.473214,0.53125,0.557692,0.638889,0.565217,0.598039,0.55102,0.5,0.625,0.60396,0.535354,0.547009,0.60241,0.635514,0.505376,0.663366,0.606061,0.611765,0.565217,
1600,0.930693,0.919192,0.956989,0.925234,0.93,0.89,0.906542,0.913978,0.943396,0.93617,0.990196,0.918367,0.934783,0.861111,0.911765,0.877551,0.927928,0.820225,0.933333,0.854545,0.902913,0.824742,0.914286,0.810526,0.971154,0.760417,0.896907,0.805825,0.877193,0.616279,0.797872,0.735849,0.798165,0.703297,0.734694,0.647059,0.763441,0.64486,0.714286,0.733945,0.65,0.62,0.650943,0.670213,0.585106,0.54717,0.568627,0.602041,0.655914,0.560748,0.572917,0.586538,0.652632,0.552381,0.590476,0.589474,0.714286,0.5,0.5,0.5,0.49,0.5,0.568421,0.580952,0.563107,0.43299,0.54902,0.540816,0.478261,0.611111,0.579545,0.473214,0.585586,0.52809,0.5,0.5,0.458716,0.461538,0.5625,0.586538,0.516854,0.594595,0.575472,0.457447,0.663366,0.505051,0.552381,0.6,0.533333,0.547368,0.616162,0.633663,0.595506,0.531532,0.612903,0.635514,0.504762,0.505263,0.505747,0.654867,
1800,0.929293,0.891089,0.887755,0.862745,0.823529,0.959184,0.906542,0.88172,0.883495,0.865979,0.918182,0.877778,0.861386,0.868687,0.859813,0.870968,0.893204,0.814433,0.91,0.81,0.820225,0.828829,0.864078,0.865979,0.825243,0.793814,0.738318,0.784946,0.736842,0.780952,0.78,0.63,0.774194,0.71028,0.777778,0.684783,0.786408,0.618557,0.72381,0.505263,0.730769,0.604167,0.71134,0.621359,0.655914,0.700935,0.704762,0.642105,0.47619,0.551724,0.631068,0.546392,0.55102,0.568627,0.612245,0.588235,0.650602,0.606838,0.567568,0.662921,0.515152,0.544554,0.549451,0.614679,0.685393,0.702703,0.528846,0.5,0.549451,0.605505,0.530612,0.656863,0.62069,0.584071,0.540541,0.47191,0.509259,0.521739,0.557895,0.533333,0.5625,0.509615,0.6,0.56,0.538462,0.46875,0.510417,0.490385,0.571429,0.45098,0.656863,0.540816,0.580645,0.551402,0.716981,0.56383,0.550459,0.648352,0.584158,0.555556,
2000,0.932039,0.85567,0.87963,0.858696,0.864078,0.845361,0.940594,0.868687,0.839623,0.840426,0.927083,0.817308,0.865169,0.828829,0.914286,0.831579,0.855856,0.876404,0.886598,0.805825,0.888889,0.80198,0.888889,0.851485,0.762887,0.854369,0.788889,0.727273,0.743902,0.694915,0.709091,0.677778,0.607843,0.673469,0.673077,0.75,0.744681,0.613208,0.575758,0.653465,0.584906,0.670213,0.696629,0.513514,0.588889,0.581818,0.651376,0.692308,0.67,0.48,0.495238,0.6,0.542553,0.54717,0.605505,0.516484,0.577982,0.67033,0.622449,0.617647,0.627273,0.544444,0.547368,0.580952,0.645161,0.457944,0.526882,0.53271,0.538462,0.541667,0.590361,0.470085,0.572816,0.536082,0.574257,0.545455,0.515464,0.68932,0.561224,0.617647,0.527273,0.577778,0.636364,0.623762,0.673267,0.555556,0.553398,0.453608,0.574074,0.673913,0.505051,0.584158,0.683168,0.585859,0.633663,0.606061,0.64,0.62,0.516854,0.477477,
