mc_step,l = 0_gamma,l = 0_delta_gamma,l = 1_gamma,l = 1_delta_gamma,l = 2_gamma,l = 2_delta_gamma,l = 3_gamma,l = 3_delta_gamma,l = 4_gamma,l = 4_delta_gamma,l = 5_gamma,l = 5_delta_gamma,l = 6_gamma,l = 6_delta_gamma,l = 7_gamma,l = 7_delta_gamma,l = 8_gamma,l = 8_delta_gamma,l = 9_gamma,l = 9_delta_gamma,l = 10_gamma,l = 10_delta_gamma,l = 11_gamma,l = 11_delta_gamma,l = 12_gamma,l = 12_delta_gamma,l = 13_gamma,l = 13_delta_gamma,l = 14_gamma,l = 14_delta_gamma,l = 15_gamma,l = 15_delta_gamma,l = 16_gamma,l = 16_delta_gamma,l = 17_gamma,l = 17_delta_gamma,l = 18_gamma,l = 18_delta_gamma,l = 19_gamma,l = 19_delta_gamma,l = 20_gamma,l = 20_delta_gamma,l = 21_gamma,l = 21_delta_gamma,l = 22_gamma,l = 22_delta_gamma,l = 23_gamma,l = 23_delta_gamma,l = 24_gamma,l = 24_delta_gamma,l = 25_gamma,l = 25_delta_gamma,l = 26_gamma,l = 26_delta_gamma,l = 27_gamma,l = 27_delta_gamma,l = 28_gamma,l = 28_delta_gamma,l = 29_gamma,l = 29_delta_gamma,l = 30_gamma,l = 30_delta_gamma,l = 31_gamma,l = 31_delta_gamma,l = 32_gamma,l = 32_delta_gamma,l = 33_gamma,l = 33_delta_gamma,l = 34_gamma,l = 34_delta_gamma,l = 35_gamma,l = 35_delta_gamma,l = 36_gamma,l = 36_delta_gamma,l = 37_gamma,l = 37_delta_gamma,l = 38_gamma,l = 38_delta_gamma,l = 39_gamma,l = 39_delta_gamma,l = 40_gamma,l = 40_delta_gamma,l = 41_gamma,l = 41_delta_gamma,l = 42_gamma,l = 42_delta_gamma,l = 43_gamma,l = 43_delta_gamma,l = 44_gamma,l = 44_delta_gamma,l = 45_gamma,l = 45_delta_gamma,l = 46_gamma,l = 46_delta_gamma,l = 47_gamma,l = 47_delta_gamma,l = 48_gamma,l = 48_delta_gamma,l = 49_gamma,l = 49_delta_gamma,
10,0.203326,0.144598,0.159251,0.502916,0.466947,0.924656,0.257873,0.911059,0.287348,0.086945,0.664945,0.0385275,0.668047,0.87595,0.194725,0.942678,0.267852,0.916202,0.303698,0.128241,0.320487,0.514548,0.466517,0.378879,0.537844,0.574426,0.515335,0.0476706,0.438638,0.636338,0.291476,0.0272322,0.158141,0.78352,0.784287,0.933986,0.591415,0.00699403,0.36494,0.830053,0.324568,0.292419,0.297726,0.588787,0.405914,0.613523,0.544832,0.62227,0.486196,0.0308861,0.529848,0.922366,0.518688,0.511995,0.600572,0.5606,0.730348,0.409658,0.543299,0.526951,0.824738,0.733109,0.410326,0.0413388,0.821334,0.281198,0.179494,0.361361,0.223186,0.407691,0.8132,0.822364,0.238746,0.295463,0.275428,0.481632,0.321167,0.964927,0.0809255,0.209606,0.871016,0.465543,0.394742,0.221038,0.60862,0.78997,0.146269,0.450851,0.0845733,0.824782,0.576271,0.089685,0.846418,0.314299,0.797301,0.262556,0.211888,0.379466,0.721526,0.207491,
20,0.680104,0.0360972,0.697819,0.879225,0.187362,0.907229,0.269853,0.941065,0.174524,0.490875,0.360609,0.539543,0.535612,0.365801,0.499604,0.569593,0.301541,0.934284,0.41491,0.645445,0.203627,0.155758,0.179605,0.762631,0.79398,0.978865,0.459376,0.941636,0.381248,0.853856,0.290323,0.0901487,0.310758,0.621461,0.441339,0.630835,0.538088,0.631306,0.297214,0.148792,0.508095,0.894786,0.500199,0.0294222,0.589561,0.554657,0.304472,0.0322417,0.540932,0.505128,0.791075,0.727936,0.581869,0.00143146,0.492569,0.489846,0.324546,0.289693,0.711062,0.384586,0.798692,0.785296,0.45892,0.0215102,0.272563,0.468164,0.296723,0.930459,0.817636,0.2394,0.836919,0.461623,0.209833,0.37998,0.603358,0.781489,0.389932,0.0367293,0.0775679,0.807695,0.16766,0.345116,0.844744,0.313011,0.234337,0.272365,0.797301,0.260725,0.0798164,0.198347,0.145561,0.450071,0.393832,0.218943,0.211527,0.379266,0.721489,0.207337,0.576197,0.0889372,
30,0.35399,0.549495,0.524738,0.360107,0.499734,0.542061,0.333911,0.913984,0.460135,0.670192,0.699603,0.893449,0.228489,0.739007,0.80632,0.986723,0.473783,0.961006,0.419211,0.850922,0.175347,0.911017,0.313998,0.587977,0.463338,0.635734,0.524095,0.622543,0.26017,0.913218,0.499355,0.883349,0.154663,0.483064,0.639777,0.551683,0.186436,0.191963,0.542863,0.499532,0.795106,0.735602,0.31695,0.102286,0.473535,0.48925,0.680661,0.0151681,0.675898,0.362264,0.768888,0.780799,0.301339,0.129151,0.217436,0.436032,0.283682,0.876175,0.484015,0.0104812,0.816913,0.461623,0.278364,0.0113297,0.601851,0.780963,0.53797,0.00143146,0.0646557,0.760266,0.282522,0.282722,0.830452,0.292432,0.440392,0.00176751,0.789167,0.260198,0.806445,0.2394,0.142989,0.443248,0.206768,0.357952,0.207562,0.378792,0.389562,0.029528,0.720449,0.206969,0.161135,0.343595,0.393621,0.218943,0.231573,0.268955,0.575506,0.0887899,0.0792074,0.198347,
40,0.678929,0.872175,0.254182,0.716652,0.832256,0.987553,0.464332,0.992155,0.463285,0.903058,0.188638,0.845629,0.488697,0.585415,0.459613,0.63423,0.509189,0.608075,0.281826,0.941888,0.499967,0.903324,0.334924,0.537352,0.635689,0.48634,0.541725,0.352265,0.538578,0.517567,0.795212,0.700163,0.454069,0.677659,0.474329,0.474213,0.339382,0.909105,0.343046,0.574235,0.730176,0.76134,0.647189,0.373016,0.18616,0.422713,0.27363,0.873641,0.128847,0.460167,0.807066,0.446407,0.147099,0.162386,0.569164,0.779949,0.308307,0.0733262,0.0592763,0.729183,0.667137,0.00654535,0.805032,0.261622,0.27237,0.120998,0.776513,0.257767,0.479518,0.00291683,0.792,0.223326,0.260095,0.02064,0.13815,0.429662,0.503469,0.00143146,0.706179,0.20197,0.257921,0.278786,0.20472,0.370382,0.206768,0.353672,0.435408,0.000807809,0.156797,0.343073,0.392678,0.218289,0.230762,0.268881,0.575161,0.0881421,0.389478,0.0290767,0.0790018,0.198209,
50,0.190379,0.855477,0.531218,0.573453,0.41983,0.636858,0.471214,0.634181,0.305434,0.934503,0.449035,0.907045,0.331894,0.553469,0.651916,0.544127,0.268384,0.71668,0.549106,0.546425,0.765029,0.669812,0.449645,0.680779,0.468005,0.51859,0.306031,0.92559,0.634651,0.872216,0.472749,0.958403,0.835907,0.968114,0.714848,0.778046,0.285025,0.870309,0.46384,0.887776,0.814953,0.433658,0.318772,0.517864,0.554223,0.733218,0.485951,0.333532,0.647822,0.337517,0.0509134,0.686539,0.794523,0.234991,0.150886,0.416042,0.756058,0.208127,0.0967197,0.450212,0.777149,0.217537,0.141756,0.142193,0.115637,0.426724,0.266756,0.0560855,0.684649,0.178105,0.654387,0.00422431,0.200835,0.368558,0.264504,0.0985504,0.206768,0.343148,0.473426,0.00180232,0.153572,0.335334,0.241214,0.02064,0.257367,0.276569,0.498993,0.00029074,0.391966,0.215289,0.228757,0.268396,0.574937,0.0876558,0.0783764,0.197473,0.43529,0.000666889,0.389388,0.0287697,
60,0.452884,0.916359,0.324926,0.521317,0.664157,0.516863,0.307603,0.730472,0.574853,0.51113,0.745601,0.665926,0.430528,0.626376,0.465105,0.505418,0.353135,0.901147,0.641871,0.931794,0.448451,0.92952,0.839033,0.941744,0.725776,0.796448,0.305137,0.937743,0.438676,0.905578,0.277986,0.848644,0.190249,0.880555,0.566395,0.72436,0.556666,0.571503,0.483636,0.642617,0.776849,0.420005,0.430667,0.714469,0.350098,0.505619,0.633477,0.304287,0.485951,0.304591,0.0450769,0.652078,0.786449,0.208891,0.723948,0.213695,0.0937412,0.420557,0.727914,0.152875,0.115217,0.379199,0.18172,0.331234,0.0530133,0.44426,0.206768,0.319367,0.647892,0.146017,0.126325,0.309715,0.12209,0.138593,0.253559,0.260203,0.233839,0.0251855,0.379221,0.214598,0.635055,0.00341625,0.227657,0.264595,0.254127,0.0930706,0.574597,0.0876384,0.471375,0.000642015,0.0777689,0.197413,0.241214,0.0189282,0.498891,0.00029074,0.389367,0.0284855,0.435069,0.000487535,
70,0.784953,0.693252,0.431066,0.63331,0.439823,0.500093,0.370046,0.912296,0.637216,0.941672,0.426213,0.956295,0.870732,0.933365,0.741416,0.795309,0.272156,0.937345,0.43322,0.911352,0.454309,0.941719,0.657783,0.508986,0.562139,0.73624,0.255032,0.858775,0.492216,0.621132,0.504281,0.556864,0.426182,0.723796,0.180874,0.875491,0.562182,0.548557,0.260078,0.70422,0.725753,0.41792,0.375096,0.488727,0.276102,0.514057,0.624569,0.29018,0.0393222,0.630185,0.769348,0.19156,0.470481,0.25668,0.729103,0.16271,0.186163,0.312396,0.103352,0.37215,0.150494,0.319021,0.0684033,0.405702,0.698337,0.132199,0.246516,0.24152,0.37654,0.199788,0.616972,0.117137,0.215047,0.234955,0.0169786,0.408802,0.124047,0.280282,0.568152,0.081866,0.0769161,0.190421,0.11377,0.122194,0.253907,0.0912035,0.229687,0.0151195,0.631981,0.00178509,0.497766,4.48381e-05,0.388498,0.0283012,0.471112,3.56734e-05,0.434865,0.000120875,0.241176,0.019004,
80,0.428568,0.953765,0.856781,0.946655,0.721721,0.762997,0.27207,0.918733,0.408662,0.902885,0.468602,0.930639,0.648787,0.548877,0.549792,0.684732,0.221228,0.86898,0.518498,0.614728,0.512302,0.626653,0.420656,0.740008,0.184394,0.869639,0.562082,0.56893,0.272768,0.747798,0.769558,0.699287,0.347834,0.911648,0.610862,0.962213,0.459027,0.646186,0.431858,0.509213,0.25397,0.535139,0.670304,0.445758,0.373814,0.492562,0.629933,0.256437,0.041163,0.618518,0.459264,0.252211,0.725531,0.185598,0.668364,0.163488,0.144256,0.306346,0.064632,0.369183,0.0631303,0.361138,0.183122,0.237126,0.369522,0.175962,0.692185,0.120668,0.233703,0.227259,0.207539,0.213899,0.597384,0.100533,0.113968,0.236967,0.552486,0.0776835,0.00327019,0.376633,0.0603467,0.190139,0.242662,0.0838504,0.631034,1.62264e-05,0.112884,0.118422,0.495979,4.48381e-05,0.388187,0.0277793,0.470197,8.6699e-06,0.434461,2.08696e-05,0.229053,0.0155351,0.240968,0.018996,
90,0.452124,0.924564,0.650206,0.566148,0.59395,0.66683,0.262036,0.868867,0.529358,0.56271,0.509782,0.640302,0.429935,0.741863,0.177099,0.836034,0.541049,0.533775,0.30861,0.756518,0.767609,0.70195,0.337248,0.908367,0.594091,0.959437,0.431194,0.960674,0.755076,0.765097,0.492162,0.605068,0.436084,0.494805,0.791651,0.907607,0.421861,0.925525,0.689073,0.444201,0.293317,0.915737,0.280145,0.53585,0.393755,0.478626,0.606386,0.232444,0.0223937,0.603254,0.411215,0.241731,0.695114,0.158668,0.653956,0.145492,0.131078,0.288532,0.654674,0.106308,0.334996,0.175962,0.0345456,0.339751,0.211593,0.205908,0.0307858,0.330988,0.164142,0.22271,0.173767,0.203911,0.579448,0.0853817,0.112211,0.202996,0.535076,0.0623606,0.00327019,0.345983,0.0524139,0.181066,0.234752,0.0827272,0.62834,1.62264e-05,0.110473,0.117453,0.493605,4.48381e-05,0.387256,0.0277524,0.468196,8.6699e-06,0.433546,2.08696e-05,0.240968,0.019026,0.228903,0.0155573,
100,0.473521,0.660209,0.444329,0.745922,0.199761,0.827302,0.552835,0.52967,0.321232,0.787498,0.743628,0.732788,0.316387,0.90442,0.594206,0.953575,0.482997,0.975544,0.74577,0.766552,0.476623,0.561155,0.479448,0.914768,0.757328,0.943514,0.642578,0.551043,0.416469,0.9354,0.277073,0.84909,0.343188,0.945928,0.492472,0.560563,0.721883,0.419982,0.429539,0.482596,0.672371,0.683073,0.367637,0.48259,0.267004,0.534705,0.61569,0.208416,0.40283,0.214269,0.636003,0.145492,0.691403,0.125608,0.00132655,0.600466,0.314906,0.169863,0.12364,0.252297,0.654674,0.0957554,0.193464,0.20113,0.144802,0.208519,0.147429,0.201602,0.0303642,0.323991,0.0295788,0.303813,0.549375,0.0717889,0.0913539,0.177395,0.00327019,0.318452,0.525202,0.0478451,0.0520098,0.173277,0.624314,1.62264e-05,0.23172,0.0774123,0.109822,0.116424,0.491934,4.48381e-05,0.467359,8.6699e-06,0.387256,0.024952,0.433502,2.08696e-05,0.24058,0.0190497,0.228592,0.0157043,
