mc_step,l = 0_gamma,l = 0_delta_gamma,l = 1_gamma,l = 1_delta_gamma,l = 2_gamma,l = 2_delta_gamma,l = 3_gamma,l = 3_delta_gamma,l = 4_gamma,l = 4_delta_gamma,l = 5_gamma,l = 5_delta_gamma,l = 6_gamma,l = 6_delta_gamma,l = 7_gamma,l = 7_delta_gamma,l = 8_gamma,l = 8_delta_gamma,l = 9_gamma,l = 9_delta_gamma,l = 10_gamma,l = 10_delta_gamma,l = 11_gamma,l = 11_delta_gamma,l = 12_gamma,l = 12_delta_gamma,l = 13_gamma,l = 13_delta_gamma,l = 14_gamma,l = 14_delta_gamma,l = 15_gamma,l = 15_delta_gamma,l = 16_gamma,l = 16_delta_gamma,l = 17_gamma,l = 17_delta_gamma,l = 18_gamma,l = 18_delta_gamma,l = 19_gamma,l = 19_delta_gamma,l = 20_gamma,l = 20_delta_gamma,l = 21_gamma,l = 21_delta_gamma,l = 22_gamma,l = 22_delta_gamma,l = 23_gamma,l = 23_delta_gamma,l = 24_gamma,l = 24_delta_gamma,l = 25_gamma,l = 25_delta_gamma,l = 26_gamma,l = 26_delta_gamma,l = 27_gamma,l = 27_delta_gamma,l = 28_gamma,l = 28_delta_gamma,l = 29_gamma,l = 29_delta_gamma,l = 30_gamma,l = 30_delta_gamma,l = 31_gamma,l = 31_delta_gamma,l = 32_gamma,l = 32_delta_gamma,l = 33_gamma,l = 33_delta_gamma,l = 34_gamma,l = 34_delta_gamma,l = 35_gamma,l = 35_delta_gamma,l = 36_gamma,l = 36_delta_gamma,l = 37_gamma,l = 37_delta_gamma,l = 38_gamma,l = 38_delta_gamma,l = 39_gamma,l = 39_delta_gamma,l = 40_gamma,l = 40_delta_gamma,l = 41_gamma,l = 41_delta_gamma,l = 42_gamma,l = 42_delta_gamma,l = 43_gamma,l = 43_delta_gamma,l = 44_gamma,l = 44_delta_gamma,l = 45_gamma,l = 45_delta_gamma,l = 46_gamma,l = 46_delta_gamma,l = 47_gamma,l = 47_delta_gamma,l = 48_gamma,l = 48_delta_gamma,l = 49_gamma,l = 49_delta_gamma,
110,0.737456,0.722467,0.304024,0.914289,0.566373,0.933712,0.511467,0.966243,0.759957,0.763496,0.481167,0.567575,0.459606,0.939395,0.790027,0.968827,0.653877,0.553017,0.440405,0.927094,0.201617,0.817698,0.365543,0.939674,0.43834,0.758093,0.315081,0.860276,0.341537,0.808587,0.682932,0.6903,0.548234,0.512121,0.485714,0.661709,0.502328,0.552131,0.404225,0.463693,0.728835,0.437168,0.368741,0.474442,0.237402,0.52759,0.594188,0.217073,0.385635,0.201001,0.623499,0.143787,0.679597,0.120367,0.00103374,0.594061,0.287463,0.145221,0.644318,0.0710801,0.152931,0.185982,0.14679,0.181274,0.0814196,0.225528,0.129411,0.177806,0.0140057,0.285704,0.00268078,0.307708,0.524301,0.0244024,0.00327019,0.305427,0.516525,0.0266313,0.0835132,0.15502,0.623501,1.62264e-05,0.0448006,0.16131,0.228581,0.0728589,0.108568,0.113981,0.490454,4.48381e-05,0.466403,8.6699e-06,0.387067,0.0243335,0.433167,2.6493e-05,0.24058,0.0190548,0.228345,0.0159537,
120,0.493881,0.549386,0.462913,0.936204,0.778412,0.973674,0.616986,0.57981,0.417701,0.923813,0.763727,0.742032,0.380326,0.957023,0.44894,0.745143,0.29472,0.840225,0.346475,0.812463,0.69186,0.711156,0.281021,0.92109,0.501612,0.649812,0.4812,0.512369,0.734788,0.731732,0.539726,0.919751,0.546049,0.982837,0.197315,0.845343,0.534648,0.520443,0.73489,0.426999,0.38539,0.453185,0.337885,0.448447,0.232144,0.480002,0.583085,0.210104,0.637534,0.118601,0.377483,0.18016,0.00103374,0.56843,0.6625,0.0638334,0.276253,0.14442,0.626973,0.0675118,0.118602,0.167497,0.0720094,0.192508,0.133633,0.139732,0.0100556,0.270501,0.101633,0.148756,0.00327019,0.290248,0.00268078,0.270433,0.484049,0.0266313,0.0693145,0.132825,0.605869,1.62264e-05,0.517818,0.00329956,0.0414132,0.157222,0.107852,0.110369,0.225383,0.0678585,0.490032,4.48381e-05,0.464804,8.6699e-06,0.386831,0.0238419,0.432992,0.000130502,0.240201,0.0190548,0.228114,0.0161526,
130,0.760512,0.782296,0.338776,0.981406,0.456864,0.73278,0.302922,0.823141,0.322161,0.7892,0.647705,0.702111,0.244879,0.916278,0.458222,0.674135,0.5131,0.52996,0.743908,0.721734,0.549429,0.91966,0.547314,0.973537,0.486132,0.910402,0.778301,0.975955,0.629625,0.539694,0.204093,0.851171,0.749151,0.396766,0.519413,0.504645,0.501508,0.526042,0.415185,0.883566,0.416649,0.43945,0.216174,0.448995,0.329081,0.439153,0.530796,0.210104,0.35449,0.16358,0.612984,0.0915756,0.00103374,0.561696,0.250395,0.139094,0.638869,0.0607197,0.588477,0.0470676,0.106505,0.157454,0.00327019,0.282755,0.00973685,0.2598,0.057137,0.179254,0.00441164,0.229462,0.0684729,0.134382,0.596308,1.62264e-05,0.128518,0.0988764,0.462044,0.00166546,0.517559,0.000450148,0.488523,4.48381e-05,0.0155231,0.157084,0.219952,0.0671448,0.0685964,0.115374,0.463548,8.3305e-06,0.106517,0.106071,0.386342,0.0236106,0.432586,2.76714e-05,0.239629,0.0191707,0.228092,0.0164899,
140,0.645673,0.730526,0.251084,0.897805,0.452554,0.675533,0.499278,0.516411,0.744112,0.719058,0.612298,0.940419,0.537789,0.936379,0.490632,0.907471,0.782529,0.953954,0.327594,0.990372,0.288463,0.830918,0.779325,0.788064,0.448447,0.757724,0.521201,0.521492,0.383873,0.888773,0.309574,0.802142,0.51443,0.507689,0.172858,0.902213,0.639323,0.556776,0.34493,0.470383,0.768247,0.393198,0.397636,0.361032,0.208158,0.444503,0.495523,0.197753,0.00103374,0.561428,0.318206,0.145913,0.612984,0.0455359,0.232215,0.133255,0.621863,0.0468526,0.00973685,0.2598,0.00327019,0.257306,0.547344,0.0262869,0.00441164,0.219761,0.0547885,0.139979,0.0518167,0.146966,0.549144,1.62264e-05,0.474634,0.000450148,0.458619,4.48381e-05,0.453456,0.00166546,0.0619216,0.11278,0.460168,8.3305e-06,0.0943127,0.0936648,0.218469,0.0642767,0.106017,0.103637,0.385613,0.0225285,0.431813,2.29775e-05,0.0163894,0.156219,0.0655387,0.115305,0.23954,0.0192714,0.227549,0.0167063,
150,0.586524,0.952379,0.513805,0.943365,0.495629,0.860739,0.784676,0.967344,0.332843,0.99824,0.283682,0.84768,0.805644,0.765228,0.468315,0.731105,0.562519,0.523642,0.371186,0.872755,0.268873,0.905732,0.491398,0.511922,0.158046,0.90962,0.614044,0.533051,0.653243,0.72186,0.312022,0.789273,0.456512,0.634465,0.498939,0.475037,0.766068,0.412292,0.804932,0.701214,0.215567,0.397609,0.315933,0.436802,0.383293,0.328513,0.472835,0.166729,0.00103374,0.54877,0.219035,0.108586,0.61316,0.0372397,0.286723,0.0942668,0.598723,0.031505,0.00472445,0.258182,0.00327019,0.241154,0.526739,0.0242368,0.00614953,0.215922,0.517508,1.62264e-05,0.450601,0.000450148,0.435271,4.48381e-05,0.442839,0.000234921,0.0335881,0.11054,0.444817,8.3305e-06,0.0316946,0.118904,0.38186,0.0181866,0.105405,0.102019,0.21171,0.059323,0.428727,2.29775e-05,0.0512666,0.108342,0.0163894,0.154494,0.0938626,0.092916,0.0655208,0.115301,0.239411,0.0192651,0.227507,0.0167294,
160,0.284007,0.847968,0.76822,0.768392,0.48618,0.723602,0.589582,0.551389,0.388109,0.880152,0.279366,0.921216,0.452555,0.500537,0.187232,0.899582,0.615509,0.494285,0.684234,0.703634,0.30664,0.78339,0.455735,0.683133,0.544171,0.929528,0.508162,0.942473,0.826672,0.731739,0.514188,0.841065,0.80247,0.986872,0.350144,0.982696,0.488889,0.475369,0.38829,0.317373,0.269975,0.387482,0.800582,0.400817,0.194118,0.411465,0.468268,0.166729,0.000648766,0.531122,0.274462,0.085082,0.200154,0.102537,0.00472445,0.244247,0.604364,0.014358,0.566247,0.014751,0.00571853,0.224832,0.508863,0.0222902,0.00614953,0.184983,0.495177,1.62264e-05,0.437669,8.3305e-06,0.433412,0.000674431,0.420388,0.000234921,0.410164,0.00385582,0.424504,2.29775e-05,0.377735,0.00489419,0.0167351,0.153883,0.0856805,0.0989479,0.204458,0.05822,0.0335881,0.101633,0.0650023,0.114841,0.0316946,0.108708,0.0938626,0.0925907,0.0503339,0.108048,0.239402,0.0192162,0.227431,0.0167294,
170,0.282808,0.897104,0.46178,0.531604,0.217242,0.904116,0.642933,0.467841,0.706027,0.740071,0.324498,0.823709,0.439919,0.694762,0.53204,0.935054,0.525024,0.932815,0.82483,0.767703,0.524345,0.858827,0.774539,0.941412,0.360048,0.986205,0.297014,0.801003,0.510353,0.445927,0.765442,0.743107,0.597469,0.556957,0.462835,0.705625,0.397367,0.865092,0.790239,0.408936,0.376566,0.32248,0.261712,0.358075,0.181643,0.378487,0.459051,0.134447,0.000648766,0.487559,0.195346,0.0955567,0.26588,0.0618645,0.00472445,0.222298,0.0055087,0.224832,0.5245,0.014751,0.579096,7.19037e-05,0.00614953,0.165185,0.50156,0.000540441,0.473298,1.62264e-05,0.435784,0.000107755,0.426536,0.000674431,0.410164,0.00224291,0.39993,0.00290434,0.366894,0.00489419,0.0167351,0.148055,0.346035,0.000234921,0.197491,0.0574581,0.0602709,0.111595,0.081746,0.0963715,0.0930584,0.0920412,0.0500671,0.106725,0.0320742,0.107486,0.239261,0.0192002,0.0354116,0.100881,0.227294,0.0168818,
180,0.32588,0.813741,0.42343,0.684281,0.567323,0.92722,0.506632,0.974584,0.821021,0.777184,0.508178,0.830145,0.777738,0.944511,0.39152,0.995153,0.312183,0.773476,0.642835,0.444528,0.727117,0.734819,0.584407,0.586701,0.466499,0.764814,0.405416,0.817811,0.27597,0.870835,0.219652,0.839439,0.503712,0.470489,0.453477,0.496639,0.806701,0.404009,0.706018,0.708759,0.15824,0.380668,0.377277,0.300141,0.260336,0.322175,0.459305,0.105645,0.000648766,0.467122,0.00472445,0.216805,0.536779,7.19037e-05,0.00907073,0.199704,0.493282,0.00663915,0.187467,0.0795559,0.474252,0.000540441,0.0211194,0.158693,0.464845,1.62264e-05,0.237719,0.0394743,0.435784,0.000296942,0.401976,0.0025061,0.39893,0.000674431,0.390684,0.00290434,0.0207843,0.140222,0.34784,0.00489419,0.346035,0.00517459,0.193155,0.0535604,0.0531886,0.110705,0.0872142,0.091569,0.0801078,0.0960344,0.049455,0.105645,0.0330021,0.107486,0.238785,0.0192002,0.227106,0.0173523,0.0355414,0.100427,
190,0.538992,0.834223,0.787522,0.951549,0.345058,0.994435,0.3014,0.787242,0.640494,0.437144,0.701349,0.726869,0.576723,0.577886,0.46379,0.77422,0.382485,0.803565,0.294301,0.851536,0.354698,0.808688,0.523084,0.471707,0.480682,0.497553,0.791485,0.415715,0.716506,0.700536,0.50571,0.957819,0.406278,0.688355,0.572393,0.942506,0.83577,0.750999,0.240888,0.823149,0.370118,0.295595,0.275623,0.296916,0.129522,0.354203,0.461623,0.0798712,0.000648766,0.463799,0.00472445,0.17382,0.523653,0.00129121,0.487356,0.00106232,0.0129798,0.174195,0.438845,0.000540441,0.438694,1.62264e-05,0.416858,0.00219113,0.162574,0.0733607,0.387776,0.0025061,0.378091,0.000674431,0.375877,0.0047387,0.0209288,0.138648,0.347313,0.00600513,0.225197,0.0213959,0.342247,0.00722109,0.0207843,0.138353,0.0475217,0.110705,0.0783304,0.0947381,0.0864259,0.0901606,0.186645,0.0486954,0.0473618,0.104897,0.0331128,0.106808,0.238058,0.0193556,0.226368,0.01779,0.0358813,0.100074,
200,0.727323,0.733884,0.580627,0.58032,0.431468,0.766104,0.37558,0.796129,0.269242,0.826444,0.325176,0.800173,0.497184,0.494216,0.46362,0.529035,0.802426,0.435074,0.694681,0.664737,0.521865,0.987365,0.763477,0.956815,0.545675,0.917348,0.861491,0.747087,0.527182,0.837192,0.299609,0.802844,0.277953,0.824033,0.368639,0.996586,0.657859,0.41223,0.400998,0.70363,0.360304,0.281774,0.25685,0.276802,0.14061,0.354403,0.000478406,0.460251,0.461517,0.0581381,0.542251,0.0018045,0.484919,0.00106232,0.0138725,0.17566,0.0129798,0.174195,0.425982,0.000540441,0.425398,1.62264e-05,0.37867,0.00219113,0.374129,0.0025061,0.363169,0.00356395,0.354246,0.0047387,0.312059,0.00722109,0.304026,0.0105778,0.143177,0.053017,0.0229981,0.125184,0.025798,0.123775,0.0381891,0.110705,0.0711541,0.0898548,0.0812719,0.086933,0.18595,0.0479491,0.217021,0.0213959,0.045437,0.104099,0.0335115,0.106079,0.237001,0.0194349,0.22607,0.0179477,0.0363112,0.0994716,
210,0.334208,0.843622,0.504618,0.523193,0.460067,0.53494,0.889434,0.390539,0.682359,0.678476,0.477362,0.995468,0.741339,0.934009,0.540609,0.840771,0.853638,0.754261,0.561255,0.85088,0.232787,0.812593,0.32147,0.808667,0.335378,0.991496,0.719777,0.729877,0.540347,0.598813,0.295609,0.665272,0.503726,0.718879,0.361437,0.784079,0.665117,0.453995,0.258555,0.865195,0.320798,0.265206,0.264785,0.265889,0.137763,0.351131,0.000478406,0.438757,0.538972,0.00379921,0.458685,0.021474,0.012402,0.174195,0.462038,0.00106232,0.0138725,0.16523,0.420043,0.000784465,0.40505,0.000540441,0.37867,0.00517832,0.35536,0.00558894,0.347268,0.00840695,0.337594,0.0119486,0.286942,0.011034,0.282848,0.0146089,0.0325248,0.113837,0.0330975,0.112425,0.0370346,0.101105,0.0443692,0.100964,0.182044,0.0406419,0.234637,0.0194349,0.132556,0.050826,0.0343139,0.105309,0.0778746,0.0840473,0.225572,0.0179477,0.0689534,0.0889027,0.216835,0.0215531,0.0364986,0.0994716,
220,0.491698,0.980643,0.712694,0.96414,0.50559,0.849924,0.886777,0.83396,0.593475,0.839555,0.365842,0.865179,0.335217,0.798831,0.320903,0.992355,0.708764,0.727665,0.420021,0.476996,0.24869,0.680782,0.509248,0.697815,0.20094,0.821981,0.349025,0.74422,0.285643,0.857313,0.894262,0.433041,0.546232,0.558377,0.459858,0.534426,0.719864,0.443485,0.594644,0.720751,0.305772,0.236845,0.0886872,0.333297,0.231516,0.232633,0.000478406,0.412329,0.537039,0.00188128,0.457448,0.00452344,0.453802,0.00353841,0.402492,0.000784465,0.0171231,0.15769,0.012402,0.152904,0.394387,0.00244831,0.37867,0.00196685,0.340047,0.00840695,0.319005,0.0129615,0.298055,0.0119486,0.277984,0.0155101,0.272156,0.0146089,0.0312678,0.104674,0.221766,0.0218638,0.0343139,0.105309,0.0342191,0.0981405,0.223955,0.0179477,0.0396284,0.0907536,0.0687145,0.0885125,0.0428103,0.0947677,0.215922,0.0220233,0.181028,0.0389633,0.0367352,0.099432,0.130923,0.0506774,0.0777821,0.0835207,
