mc_step,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
200,1,0.98913,1,0.982456,1,0.979592,1,0.990476,1,0.990099,1,0.99,1,1,1,1,1,0.99,1,1,1,0.972477,1,0.980198,0.989796,1,1,1,1,0.979798,1,0.981308,1,0.980952,0.990099,0.939394,0.988095,0.965517,0.927835,0.902913,0.941748,0.845361,0.852941,0.846939,0.8125,0.730769,0.684211,0.67619,0.4375,0.586538,0.602151,0.560748,0.543478,0.453704,0.490566,0.531915,0.52809,0.432432,0.495652,0.458824,0.485437,0.463918,0.458716,0.406593,0.44186,0.412281,0.494949,0.415842,0.451327,0.494253,0.4,0.421053,0.524272,0.319588,0.58427,0.45045,0.395833,0.355769,0.409524,0.452632,0.53271,0.387097,0.504762,0.452632,0.428571,0.394495,0.48,0.47,0.526316,0.406977,0.5,0.397727,0.445652,0.481481,0.54,0.33,0.451613,0.383178,0.546296,0.478261,
400,1,0.990476,1,0.979167,1,0.959184,1,0.97,1,0.989247,1,0.981308,1,0.98913,1,0.980198,1,0.990741,1,0.960396,1,0.97,1,0.971154,1,0.989362,1,0.951923,0.989474,0.971429,1,0.960396,0.990196,0.938776,0.980952,0.968421,0.951923,0.947917,0.936364,0.944444,0.436893,0.814433,0.541284,0.736264,0.64486,0.537634,0.565217,0.517647,0.72449,0.372549,0.747368,0.352381,0.552381,0.252632,0.533333,0.326316,0.373832,0.344086,0.429907,0.344086,0.373832,0.258065,0.44,0.29,0.455556,0.263636,0.419048,0.252632,0.37,0.16,0.395604,0.220183,0.361111,0.184783,0.320388,0.247423,0.394495,0.263736,0.37234,0.283019,0.431373,0.336735,0.390909,0.366667,0.479167,0.317308,0.453704,0.402174,0.490566,0.414894,0.373832,0.344086,0.454545,0.386139,0.540541,0.550562,0.47,0.55,0.598131,0.537634,
600,0.969697,0.910891,0.980952,0.936842,0.977273,0.982143,0.990476,0.957895,0.971698,0.978723,1,0.981481,0.989796,0.95098,0.98913,0.990741,0.99,0.98,1,0.971698,1,0.99,0.979167,0.961538,0.99,0.96,0.971429,1,0.981982,0.94382,0.988764,0.954955,0.967391,0.944444,0.869159,0.88172,0.775701,0.860215,0.878261,0.670588,0.715686,0.632653,0.798077,0.614583,0.77551,0.568627,0.777778,0.594059,0.770833,0.567308,0.682692,0.583333,0.619048,0.463158,0.609524,0.389474,0.54902,0.387755,0.516484,0.33945,0.423913,0.361111,0.330435,0.270588,0.29703,0.252525,0.235849,0.202128,0.242718,0.134021,0.190476,0.115789,0.178947,0.12381,0.140187,0.129032,0.227273,0.116071,0.188119,0.0808081,0.180723,0.153846,0.206186,0.135922,0.242424,0.19802,0.330097,0.185567,0.252632,0.228571,0.505263,0.32381,0.581633,0.284314,0.482759,0.336283,0.592233,0.443299,0.648936,0.443396,
800,0.980392,0.969388,0.99115,0.988506,0.97619,0.991379,0.967742,0.934579,0.990099,0.969697,0.988372,0.973684,1,0.967742,1,0.962617,0.989362,0.990566,0.942308,0.989583,0.988235,0.965217,0.981308,0.935484,0.990099,0.939394,0.989247,0.943925,0.946237,0.943925,0.93617,0.943396,0.865385,0.854167,0.792079,0.787879,0.877193,0.465116,0.785047,0.569892,0.804124,0.572816,0.805825,0.628866,0.666667,0.521739,0.71,0.57,0.657658,0.52809,0.568627,0.489796,0.5,0.522727,0.572727,0.444444,0.534653,0.434343,0.53,0.45,0.528302,0.319149,0.49,0.4,0.490566,0.287234,0.38,0.25,0.38,0.28,0.378641,0.216495,0.25,0.27,0.247191,0.162162,0.181818,0.166667,0.31068,0.247423,0.32381,0.221053,0.386792,0.234043,0.339623,0.340426,0.368932,0.268041,0.416667,0.2875,0.43662,0.341085,0.47191,0.351351,0.5,0.413462,0.553191,0.311321,0.52381,0.378947,
1000,0.962264,1,0.977011,0.955752,0.971963,0.946237,0.978022,0.990826,0.990291,0.989691,0.969072,0.990291,0.981132,0.968085,0.957895,0.961905,0.970297,0.969697,0.962963,0.956522,0.972477,0.967033,1,0.877551,0.969072,0.92233,0.938596,0.930233,0.979381,0.757282,0.935185,0.652174,0.92233,0.525773,0.882883,0.426966,0.863636,0.589286,0.688172,0.485981,0.785714,0.525862,0.762376,0.515152,0.684783,0.638889,0.670455,0.473214,0.554348,0.601852,0.515152,0.485149,0.628866,0.543689,0.585106,0.528302,0.514563,0.443299,0.533981,0.360825,0.485714,0.452632,0.564356,0.373737,0.52809,0.423423,0.435294,0.417391,0.53,0.36,0.349515,0.443299,0.387387,0.314607,0.346154,0.239583,0.278351,0.262136,0.378947,0.238095,0.342857,0.284211,0.418605,0.324561,0.475248,0.292929,0.418367,0.264706,0.553398,0.43299,0.490566,0.457447,0.532609,0.462963,0.573034,0.468468,0.558559,0.449438,0.59434,0.542553,
1200,0.956044,1,0.917647,0.956522,0.958763,0.951456,0.918367,0.941176,0.92,0.97,0.950495,0.979798,0.943396,0.946809,0.930693,0.979798,0.921053,0.94186,0.971154,0.947917,0.945946,0.932584,0.943396,0.904255,0.940594,0.929293,0.90991,0.797753,0.888889,0.782609,0.86,0.68,0.794872,0.638554,0.824074,0.652174,0.788462,0.6875,0.731959,0.563107,0.801802,0.550562,0.67,0.57,0.759615,0.708333,0.682692,0.583333,0.719626,0.634409,0.588235,0.55102,0.685393,0.63964,0.504673,0.580645,0.619565,0.546296,0.522222,0.509091,0.494949,0.50495,0.386139,0.464646,0.451613,0.457944,0.557692,0.416667,0.391753,0.582524,0.57,0.38,0.403846,0.447917,0.431193,0.296703,0.405405,0.303371,0.344086,0.373832,0.444444,0.415842,0.510638,0.349057,0.524752,0.454545,0.510204,0.470588,0.451613,0.495327,0.59633,0.406593,0.56701,0.572816,0.558559,0.606742,0.563107,0.639175,0.612245,0.529412,
1400,0.967742,0.953271,0.958333,0.951923,0.978022,0.990826,0.95283,0.978723,0.941176,0.959184,0.929293,0.960396,0.944444,0.923913,0.949495,0.990099,0.958333,0.961538,0.919192,0.950495,0.895349,0.938596,0.868687,0.920792,0.870968,0.859813,0.869048,0.818966,0.846154,0.743119,0.776699,0.752577,0.752294,0.769231,0.676768,0.683168,0.666667,0.550562,0.638095,0.631579,0.652174,0.62963,0.586538,0.645833,0.56701,0.485437,0.5,0.617647,0.650943,0.510638,0.63964,0.52809,0.645833,0.615385,0.575472,0.56383,0.654545,0.511111,0.591837,0.558824,0.534653,0.575758,0.588785,0.623656,0.521277,0.518868,0.526316,0.447619,0.617021,0.481132,0.466667,0.494737,0.485437,0.494845,0.51,0.45,0.55,0.52,0.571429,0.452632,0.463918,0.495146,0.433962,0.510638,0.48,0.54,0.553191,0.424528,0.519608,0.459184,0.666667,0.514851,0.495238,0.547368,0.470588,0.489796,0.611111,0.536364,0.570093,0.526882,
1600,0.965116,0.921053,0.9375,0.951923,0.949495,0.940594,0.894231,0.96875,0.923077,0.880734,0.921739,0.894118,0.94,0.87,0.909091,0.891089,0.936842,0.838095,0.886792,0.829787,0.858586,0.831683,0.891089,0.848485,0.89899,0.811881,0.891089,0.777778,0.828571,0.789474,0.807692,0.604167,0.757009,0.741935,0.745614,0.627907,0.752475,0.545455,0.657143,0.694737,0.686957,0.588235,0.640777,0.57732,0.593407,0.559633,0.598131,0.494624,0.607143,0.646552,0.592233,0.597938,0.626374,0.550459,0.475728,0.618557,0.56044,0.53211,0.611111,0.6,0.623853,0.56044,0.606061,0.623762,0.480769,0.541667,0.54023,0.584071,0.505376,0.560748,0.550459,0.494505,0.557692,0.395833,0.481818,0.455556,0.5,0.490741,0.522523,0.595506,0.47,0.41,0.43,0.48,0.575472,0.574468,0.588235,0.632653,0.520408,0.470588,0.571429,0.627451,0.546512,0.526316,0.542553,0.59434,0.52809,0.567568,0.704082,0.578431,
1800,0.891089,0.919192,0.915094,0.904255,0.87,0.91,0.952941,0.886957,0.9,0.9,0.886792,0.893617,0.925926,0.923913,0.885714,0.884211,0.87156,0.835165,0.908257,0.879121,0.892157,0.836735,0.831683,0.828283,0.837838,0.842697,0.762887,0.728155,0.814815,0.695652,0.773196,0.679612,0.778846,0.583333,0.73,0.73,0.701923,0.677083,0.698113,0.595745,0.684211,0.523256,0.614583,0.605769,0.56701,0.601942,0.606061,0.613861,0.632653,0.54902,0.605769,0.614583,0.606383,0.575472,0.504673,0.505376,0.608247,0.631068,0.636364,0.5,0.612245,0.490196,0.598039,0.5,0.52809,0.540541,0.547368,0.561905,0.554455,0.464646,0.475248,0.525253,0.608696,0.62963,0.546392,0.631068,0.582524,0.474227,0.536082,0.543689,0.575758,0.49505,0.662791,0.640351,0.423077,0.375,0.476744,0.482456,0.642105,0.590476,0.518868,0.574468,0.590476,0.610526,0.571429,0.486239,0.538462,0.552083,0.638095,0.621053,
2000,0.865979,0.932039,0.942857,0.873684,0.836538,0.864583,0.774775,0.898876,0.845361,0.864078,0.864583,0.836538,0.882979,0.896226,0.915789,0.790476,0.898876,0.837838,0.821782,0.818182,0.876289,0.825243,0.861386,0.828283,0.860215,0.757009,0.824074,0.695652,0.72449,0.696078,0.701031,0.621359,0.666667,0.651163,0.684211,0.504762,0.59,0.57,0.6875,0.557692,0.651376,0.615385,0.728155,0.639175,0.628866,0.669903,0.608696,0.555556,0.62766,0.650943,0.636364,0.584158,0.617978,0.504505,0.742574,0.575758,0.590476,0.652632,0.612903,0.53271,0.663366,0.525253,0.520408,0.588235,0.631579,0.552381,0.564356,0.515152,0.473684,0.511628,0.558559,0.595506,0.529412,0.581633,0.546392,0.436893,0.58,0.53,0.509091,0.622222,0.59,0.67,0.622642,0.468085,0.6875,0.579545,0.532609,0.638889,0.660377,0.617021,0.565657,0.524752,0.597938,0.601942,0.70297,0.585859,0.585106,0.54717,0.587156,0.582418,
