mc_step,0&1,1&2,2&3,3&4,4&5,5&6,6&7,7&8,8&9,9&10,10&11,11&12,12&13,13&14,14&15,15&16,16&17,17&18,18&19,19&20,20&21,21&22,22&23,23&24,24&25,25&26,26&27,27&28,28&29,29&30,30&31,31&32,32&33,33&34,34&35,35&36,36&37,37&38,38&39,39&40,40&41,41&42,42&43,43&44,44&45,45&46,46&47,47&48,48&49,
2200,0.996364,0.998182,0.998182,0.994545,0.996364,0.989091,0.991818,0.982727,0.971818,0.959091,0.937273,0.918182,0.88,0.807273,0.744545,0.700909,0.612727,0.621818,0.606364,0.566364,0.657273,0.675455,0.634545,0.658182,0.649091,0.671818,0.65,0.633636,0.631818,0.672727,0.636364,0.670909,0.666364,0.670909,0.668182,0.641818,0.660909,0.677273,0.684545,0.695455,0.649091,0.699091,0.673636,0.68,0.644545,0.663636,0.650909,0.607273,0.588182,
2400,0.995,0.998333,0.9975,0.993333,0.996667,0.989167,0.990833,0.9825,0.968333,0.959167,0.935,0.918333,0.870833,0.806667,0.7325,0.695,0.6175,0.628333,0.61,0.5825,0.66,0.6825,0.635833,0.663333,0.658333,0.676667,0.664167,0.635833,0.64,0.683333,0.65,0.674167,0.668333,0.675833,0.6825,0.641667,0.665833,0.675833,0.690833,0.6975,0.660833,0.705833,0.679167,0.689167,0.650833,0.664167,0.655,0.615833,0.593333,
2600,0.994615,0.998462,0.996923,0.993846,0.996154,0.989231,0.99,0.980769,0.966923,0.957692,0.933846,0.913846,0.868462,0.801538,0.720769,0.695385,0.626154,0.639231,0.624615,0.596923,0.665385,0.683846,0.640769,0.663077,0.671538,0.679231,0.676154,0.637692,0.653077,0.691538,0.650769,0.683077,0.672308,0.681538,0.687692,0.647692,0.667692,0.673846,0.696923,0.7,0.669231,0.707692,0.686923,0.692308,0.661538,0.666154,0.661538,0.620769,0.591538,
2800,0.994286,0.998571,0.996429,0.994286,0.996429,0.988571,0.988571,0.980714,0.965714,0.955,0.933571,0.910714,0.865,0.796429,0.719286,0.703571,0.627857,0.637143,0.628571,0.605,0.667143,0.69,0.646429,0.667857,0.675714,0.681429,0.677143,0.652143,0.661429,0.697143,0.658571,0.692857,0.679286,0.683571,0.688571,0.650714,0.673571,0.68,0.702143,0.705,0.672143,0.714286,0.695,0.697857,0.667143,0.671429,0.663571,0.630714,0.600714,
3000,0.994667,0.997333,0.996667,0.994,0.996667,0.989333,0.988667,0.980667,0.965333,0.956,0.937333,0.909333,0.867333,0.792,0.702,0.702,0.637333,0.643333,0.634,0.612667,0.672667,0.697333,0.657333,0.668667,0.68,0.682667,0.684,0.655333,0.67,0.701333,0.666,0.695333,0.682667,0.681333,0.691333,0.658667,0.681333,0.686667,0.704667,0.709333,0.671333,0.712,0.696667,0.687333,0.676,0.679333,0.665333,0.632667,0.605333,
3200,0.995,0.9975,0.996875,0.994375,0.99625,0.989375,0.98625,0.981875,0.96375,0.955625,0.9325,0.909375,0.863125,0.78875,0.6975,0.704375,0.636875,0.643125,0.64,0.6175,0.675625,0.70375,0.664375,0.673125,0.679375,0.688125,0.6875,0.65875,0.671875,0.70625,0.6775,0.696875,0.686875,0.69,0.699375,0.66,0.686875,0.690625,0.699375,0.710625,0.680625,0.7175,0.698125,0.689375,0.68375,0.684375,0.67,0.634375,0.61125,
3400,0.995294,0.997647,0.997059,0.994118,0.996471,0.99,0.984706,0.981765,0.964706,0.954706,0.930588,0.908824,0.86,0.791176,0.697647,0.702941,0.643529,0.643529,0.642353,0.625882,0.68,0.704706,0.671765,0.672353,0.678824,0.693529,0.697059,0.667059,0.675882,0.711765,0.680588,0.694118,0.689412,0.692353,0.704706,0.662941,0.692941,0.695882,0.701765,0.712353,0.678824,0.714706,0.696471,0.691176,0.687059,0.688824,0.671765,0.641176,0.618235,
3600,0.995556,0.997778,0.997222,0.993889,0.995556,0.989444,0.983889,0.981667,0.965,0.955,0.926667,0.906111,0.858889,0.788889,0.697778,0.697222,0.647778,0.645556,0.647778,0.635,0.681111,0.71,0.677222,0.678333,0.683333,0.694444,0.699444,0.671667,0.675556,0.706111,0.68,0.700556,0.694444,0.698333,0.708333,0.667222,0.693333,0.696667,0.701111,0.708889,0.682778,0.715556,0.703889,0.695,0.694444,0.691667,0.672222,0.643889,0.623889,
3800,0.995263,0.997895,0.997368,0.994211,0.995789,0.988421,0.984737,0.981579,0.963158,0.953684,0.924211,0.906316,0.855263,0.791579,0.696842,0.687895,0.651053,0.653684,0.652105,0.642105,0.683684,0.715789,0.681053,0.678421,0.686316,0.698421,0.701053,0.675263,0.672632,0.708421,0.684737,0.703684,0.697895,0.696316,0.705789,0.674211,0.694737,0.701579,0.698421,0.711579,0.680526,0.720526,0.706842,0.697895,0.698947,0.692105,0.677368,0.650526,0.628421,
4000,0.9955,0.9975,0.997,0.9945,0.996,0.989,0.985,0.9815,0.9635,0.955,0.9235,0.903,0.8525,0.787,0.6955,0.687,0.654,0.659,0.6585,0.6455,0.681,0.708,0.6825,0.6815,0.6885,0.703,0.6995,0.681,0.6765,0.711,0.686,0.7045,0.7055,0.698,0.707,0.677,0.6995,0.7045,0.6965,0.7105,0.682,0.7235,0.709,0.703,0.7015,0.688,0.6775,0.6515,0.635,
4200,0.995714,0.997619,0.997143,0.994762,0.99619,0.988571,0.984762,0.981429,0.962857,0.954762,0.922381,0.90381,0.852381,0.781429,0.699048,0.684286,0.652857,0.657143,0.66619,0.649048,0.680476,0.710952,0.686667,0.681905,0.688571,0.702381,0.704286,0.687619,0.677143,0.712857,0.689524,0.707619,0.702857,0.69381,0.707619,0.681429,0.7,0.70381,0.698095,0.712857,0.683333,0.723333,0.712381,0.704762,0.704286,0.690952,0.676667,0.657619,0.639048,
4400,0.995,0.997273,0.997273,0.994545,0.995909,0.988636,0.985,0.981818,0.962727,0.951364,0.920909,0.900455,0.851364,0.779091,0.700455,0.685455,0.655909,0.661364,0.667273,0.648182,0.682273,0.713182,0.686818,0.681818,0.689545,0.703636,0.707727,0.687273,0.68,0.714091,0.693182,0.712727,0.705909,0.694545,0.709545,0.687273,0.700455,0.711364,0.699545,0.712273,0.682727,0.725,0.712273,0.700455,0.707727,0.695455,0.676818,0.660909,0.642273,
4600,0.995217,0.997391,0.996957,0.994783,0.995652,0.988696,0.983478,0.981739,0.963043,0.950435,0.92087,0.897391,0.849565,0.78,0.697826,0.686957,0.658696,0.665217,0.66913,0.651304,0.687826,0.713913,0.687826,0.687391,0.693913,0.707391,0.71,0.691739,0.682174,0.715217,0.696522,0.713478,0.71,0.698696,0.710435,0.689565,0.703043,0.714783,0.702609,0.716957,0.684348,0.716087,0.715217,0.703913,0.707391,0.694348,0.68087,0.665652,0.646522,
4800,0.995417,0.9975,0.99625,0.994583,0.995,0.98875,0.983333,0.98125,0.964167,0.95,0.920833,0.897083,0.85,0.778333,0.697917,0.68125,0.659583,0.661667,0.670833,0.65125,0.685,0.713333,0.693333,0.688333,0.692917,0.70875,0.710417,0.69125,0.68625,0.715833,0.698333,0.71875,0.71125,0.702083,0.709167,0.692917,0.704583,0.713333,0.706667,0.715833,0.682083,0.714583,0.719583,0.704167,0.711667,0.696667,0.682917,0.667917,0.6475,
5000,0.9956,0.9976,0.9964,0.9944,0.9948,0.9884,0.9828,0.9816,0.9644,0.9512,0.9192,0.8956,0.8484,0.7788,0.6948,0.6784,0.6592,0.6664,0.6716,0.6556,0.6856,0.7148,0.6936,0.6896,0.694,0.7132,0.7132,0.6956,0.69,0.7144,0.698,0.7168,0.7132,0.7016,0.7072,0.6964,0.7084,0.7148,0.7084,0.7148,0.6848,0.716,0.7224,0.7064,0.7136,0.6984,0.684,0.672,0.646,
5200,0.995,0.997692,0.996538,0.994615,0.995,0.988462,0.981538,0.981923,0.963846,0.951154,0.918077,0.895,0.848846,0.778462,0.690385,0.679231,0.66,0.670385,0.675,0.658462,0.687308,0.716923,0.697308,0.690769,0.694615,0.714231,0.71,0.694231,0.691154,0.714231,0.700769,0.721538,0.715769,0.698462,0.707692,0.695769,0.71,0.717308,0.710385,0.714615,0.686154,0.715769,0.723462,0.711154,0.716538,0.698462,0.687692,0.671923,0.65,
5400,0.995185,0.997778,0.996667,0.994815,0.994074,0.988889,0.981852,0.981111,0.964815,0.951481,0.918889,0.892963,0.847407,0.777037,0.689259,0.678148,0.660741,0.66963,0.675926,0.658889,0.688519,0.71963,0.702593,0.68963,0.695926,0.714444,0.71037,0.693333,0.688148,0.721111,0.703704,0.723333,0.72,0.701852,0.711111,0.697407,0.711481,0.716296,0.708519,0.714074,0.68963,0.712963,0.721481,0.712593,0.717778,0.702593,0.687778,0.673333,0.653333,
5600,0.995357,0.9975,0.996429,0.994286,0.993929,0.988929,0.9825,0.981071,0.964643,0.952143,0.918929,0.8925,0.8475,0.778929,0.689286,0.675357,0.660714,0.67,0.678929,0.661071,0.691429,0.721429,0.7025,0.692143,0.694643,0.714643,0.7125,0.696786,0.688214,0.720714,0.704643,0.7225,0.723214,0.705,0.713571,0.700357,0.713571,0.718571,0.709643,0.714643,0.695,0.715,0.7225,0.713571,0.716071,0.700714,0.689643,0.676071,0.657857,
5800,0.995517,0.997586,0.996552,0.994138,0.993448,0.98931,0.982759,0.980345,0.964828,0.951379,0.917931,0.892759,0.846552,0.776897,0.692759,0.674138,0.661034,0.670345,0.682414,0.666207,0.691724,0.721379,0.705172,0.695517,0.696552,0.717931,0.711034,0.698621,0.687586,0.721379,0.704483,0.724138,0.724828,0.706552,0.715172,0.700345,0.712414,0.718966,0.71,0.71931,0.698276,0.716897,0.723103,0.715517,0.717586,0.7,0.692414,0.678276,0.65931,
6000,0.995667,0.997667,0.996667,0.994333,0.993667,0.989333,0.983,0.979333,0.964333,0.951,0.916,0.892,0.845667,0.776667,0.693,0.676,0.665667,0.670333,0.681667,0.668,0.691667,0.722667,0.705667,0.694333,0.698,0.719667,0.711667,0.701,0.691333,0.721333,0.704667,0.728,0.725333,0.709,0.713,0.701333,0.714333,0.721,0.710333,0.718667,0.699,0.718333,0.726333,0.715333,0.718667,0.702333,0.694667,0.679,0.659667,
6200,0.995806,0.997742,0.996774,0.994194,0.993548,0.989355,0.983226,0.979677,0.964839,0.951613,0.914839,0.890968,0.847419,0.773226,0.690968,0.676452,0.666774,0.673226,0.685161,0.669355,0.692903,0.722581,0.706774,0.694516,0.702258,0.71871,0.716129,0.703871,0.691613,0.723226,0.704194,0.727742,0.723871,0.712258,0.716452,0.702581,0.713226,0.720323,0.710645,0.71871,0.701613,0.718065,0.727419,0.715161,0.719355,0.702258,0.695161,0.680323,0.660645,
6400,0.995938,0.997812,0.996875,0.994375,0.99375,0.989375,0.98375,0.978437,0.965938,0.951562,0.915,0.890312,0.845938,0.769375,0.692813,0.674687,0.664687,0.674375,0.689375,0.67125,0.694063,0.718125,0.707812,0.695937,0.705313,0.72125,0.719063,0.705625,0.6925,0.725,0.70625,0.727812,0.723125,0.7125,0.715938,0.7025,0.715,0.723437,0.712812,0.722187,0.703125,0.722187,0.724375,0.71875,0.72125,0.702812,0.696562,0.681562,0.6625,
6600,0.996061,0.997879,0.996667,0.994545,0.993636,0.989394,0.983636,0.978485,0.964242,0.950909,0.915758,0.888182,0.844242,0.768182,0.695152,0.675758,0.667273,0.675152,0.690606,0.671515,0.692121,0.715758,0.707879,0.695455,0.706667,0.72303,0.721818,0.707879,0.693939,0.726364,0.709394,0.73,0.724848,0.714545,0.716667,0.698485,0.711212,0.722727,0.713333,0.720909,0.706364,0.723939,0.72697,0.716667,0.722121,0.704242,0.695455,0.680909,0.664848,
6800,0.995882,0.997647,0.996765,0.994706,0.993824,0.988824,0.983824,0.978235,0.963824,0.950882,0.913824,0.889118,0.842941,0.766471,0.692941,0.678824,0.664118,0.673529,0.691176,0.674412,0.694412,0.715588,0.708529,0.693529,0.706176,0.722059,0.720588,0.707941,0.697059,0.725882,0.710588,0.732941,0.725882,0.716176,0.717647,0.702059,0.713529,0.723529,0.715294,0.722059,0.707059,0.724118,0.725588,0.715882,0.724412,0.704118,0.697647,0.684118,0.664412,
7000,0.996,0.997714,0.996857,0.994571,0.993714,0.988286,0.983429,0.978571,0.964,0.951143,0.914286,0.888,0.84,0.766571,0.694,0.678,0.667143,0.672286,0.690857,0.676286,0.696,0.715714,0.709429,0.694286,0.706286,0.723714,0.720857,0.709714,0.7,0.725143,0.713143,0.734286,0.726571,0.716857,0.718286,0.702571,0.714857,0.723429,0.716286,0.724,0.710857,0.725143,0.727714,0.717143,0.723429,0.704,0.698571,0.685143,0.664571,
7200,0.996111,0.997778,0.996667,0.994722,0.993056,0.988611,0.983889,0.979167,0.963611,0.95,0.915,0.888611,0.840556,0.7625,0.692778,0.675833,0.670833,0.673333,0.694167,0.678056,0.695278,0.716389,0.707222,0.6925,0.703056,0.726944,0.721944,0.709167,0.7,0.725278,0.714444,0.733333,0.726667,0.718889,0.720556,0.700556,0.717778,0.724722,0.719444,0.726944,0.711944,0.726667,0.730833,0.718333,0.7225,0.706111,0.699722,0.685278,0.664444,
7400,0.995676,0.997297,0.996757,0.994595,0.992973,0.988649,0.983784,0.978378,0.963514,0.95,0.914324,0.888378,0.840541,0.762973,0.693784,0.675946,0.672162,0.671892,0.694324,0.68,0.692973,0.715946,0.706216,0.692432,0.701351,0.728108,0.724595,0.708919,0.70027,0.726486,0.715676,0.731081,0.727027,0.719459,0.72027,0.698919,0.716486,0.724865,0.718649,0.726486,0.710811,0.723514,0.732703,0.71973,0.721351,0.706757,0.702162,0.686216,0.661622,
7600,0.995789,0.997105,0.996842,0.994737,0.992368,0.988158,0.983158,0.977895,0.963421,0.950263,0.915,0.888158,0.840263,0.764211,0.694474,0.67,0.673158,0.673158,0.691842,0.679211,0.692105,0.716842,0.708684,0.693421,0.703421,0.726316,0.725263,0.71,0.701053,0.724737,0.716053,0.732632,0.727368,0.718158,0.720526,0.700263,0.716579,0.722632,0.721579,0.727105,0.711579,0.723947,0.731842,0.719737,0.722368,0.705,0.702368,0.687895,0.663947,
7800,0.995897,0.997179,0.996923,0.994872,0.992564,0.988205,0.982821,0.977692,0.962564,0.950256,0.914359,0.888462,0.837949,0.762564,0.695897,0.671026,0.673077,0.67359,0.692308,0.679744,0.693333,0.718205,0.706154,0.696667,0.703333,0.725897,0.726667,0.710256,0.697436,0.724615,0.714615,0.73359,0.728462,0.721282,0.72,0.703333,0.716923,0.722821,0.724359,0.728974,0.711538,0.724103,0.733333,0.718462,0.724103,0.70641,0.702051,0.688462,0.666154,
8000,0.996,0.99725,0.997,0.995,0.99275,0.9885,0.98275,0.977,0.96225,0.949,0.9135,0.88725,0.838,0.762,0.69375,0.67275,0.67275,0.67725,0.6925,0.68075,0.69625,0.72,0.7085,0.697,0.7035,0.72575,0.72525,0.711,0.69775,0.72425,0.71725,0.7335,0.73075,0.7225,0.71975,0.70425,0.71675,0.721,0.724,0.732,0.71175,0.72375,0.733,0.71625,0.72475,0.7075,0.70275,0.68825,0.66375,
8200,0.996098,0.997317,0.996829,0.994878,0.992683,0.988537,0.982683,0.976829,0.962683,0.94878,0.913171,0.886098,0.837805,0.762683,0.695854,0.670976,0.675366,0.674878,0.694146,0.679512,0.696098,0.721463,0.706829,0.697805,0.705366,0.724146,0.725854,0.711951,0.698049,0.72439,0.717561,0.735366,0.732927,0.724146,0.72,0.703902,0.717073,0.721463,0.721707,0.732683,0.711707,0.722195,0.730976,0.71561,0.725122,0.71122,0.704634,0.69,0.666341,
8400,0.99619,0.997381,0.996905,0.995,0.992857,0.988571,0.982619,0.976429,0.962143,0.948333,0.911905,0.885476,0.837143,0.761429,0.698095,0.671429,0.677143,0.676429,0.694048,0.68,0.697143,0.720238,0.70881,0.700476,0.706667,0.724762,0.725476,0.712857,0.697143,0.725476,0.718333,0.736667,0.732381,0.724286,0.720476,0.705952,0.715,0.720476,0.720238,0.732381,0.71381,0.724524,0.732619,0.717381,0.727857,0.711667,0.704048,0.689762,0.666429,
8600,0.996047,0.997442,0.996744,0.995116,0.992791,0.988372,0.982326,0.976744,0.962093,0.947907,0.91093,0.884419,0.836512,0.759302,0.698605,0.671628,0.67907,0.675349,0.696512,0.680465,0.699535,0.721395,0.709767,0.699767,0.708605,0.725349,0.722791,0.712791,0.698605,0.725581,0.71907,0.736512,0.731395,0.724651,0.719302,0.707907,0.717209,0.723023,0.719767,0.733256,0.715814,0.726047,0.73186,0.718372,0.727209,0.713023,0.706744,0.692093,0.667209,
8800,0.995909,0.9975,0.996818,0.995227,0.9925,0.988182,0.9825,0.976818,0.962045,0.947955,0.910227,0.885227,0.836136,0.759091,0.694091,0.672273,0.681364,0.677273,0.697727,0.681818,0.699773,0.720682,0.709318,0.700682,0.709545,0.726364,0.722045,0.713182,0.700909,0.726818,0.719545,0.7375,0.732727,0.723409,0.720909,0.707727,0.716818,0.723409,0.720227,0.733409,0.717727,0.724773,0.732273,0.718636,0.725455,0.715,0.710227,0.693409,0.666818,
9000,0.996,0.997556,0.996889,0.995111,0.992444,0.988444,0.982667,0.977111,0.962,0.948,0.911333,0.885778,0.836667,0.760222,0.694,0.668444,0.681778,0.676,0.695778,0.682444,0.698222,0.719778,0.710444,0.700444,0.710889,0.727556,0.723111,0.713333,0.702,0.726,0.719778,0.738222,0.731778,0.724444,0.719778,0.708222,0.717111,0.724,0.723333,0.734444,0.717333,0.723778,0.731111,0.719778,0.726222,0.714222,0.712222,0.694444,0.666,
9200,0.996087,0.997609,0.996957,0.995217,0.992609,0.988043,0.982609,0.976957,0.962174,0.947174,0.911957,0.883913,0.836957,0.761087,0.692609,0.668696,0.682174,0.676957,0.695217,0.682174,0.698913,0.720217,0.709783,0.701087,0.713043,0.727391,0.722826,0.713696,0.702826,0.725435,0.718261,0.738913,0.730652,0.72413,0.72087,0.709783,0.717826,0.725652,0.724565,0.733696,0.718696,0.723043,0.728478,0.721957,0.728043,0.71587,0.715,0.69587,0.667826,
9400,0.99617,0.99766,0.997021,0.995106,0.992766,0.987872,0.982553,0.976809,0.961489,0.947234,0.911915,0.884043,0.836383,0.760213,0.691702,0.668723,0.682553,0.67617,0.693191,0.68383,0.700426,0.721915,0.710851,0.70234,0.713191,0.725106,0.72234,0.715957,0.704255,0.725957,0.719574,0.738936,0.730426,0.724681,0.721277,0.710213,0.718936,0.724255,0.725106,0.731915,0.718511,0.724894,0.727872,0.72383,0.727447,0.716809,0.713404,0.696383,0.668936,
9600,0.99625,0.997708,0.996667,0.995208,0.992708,0.987917,0.982708,0.976875,0.960625,0.9475,0.912083,0.885208,0.835833,0.758333,0.690417,0.670208,0.684375,0.677292,0.692917,0.685208,0.700417,0.721667,0.711042,0.705,0.712917,0.725,0.723333,0.716875,0.705833,0.724583,0.72,0.73875,0.73125,0.72375,0.721667,0.708958,0.719167,0.725,0.725208,0.732083,0.718333,0.725,0.729375,0.722292,0.728125,0.715833,0.712292,0.697292,0.67125,
9800,0.996327,0.997755,0.996735,0.995306,0.992857,0.988163,0.982653,0.977143,0.960612,0.946735,0.911837,0.884898,0.835306,0.759796,0.691224,0.668776,0.682449,0.676735,0.694082,0.684694,0.697959,0.722653,0.711837,0.706939,0.712857,0.722857,0.721837,0.717755,0.705306,0.726735,0.72,0.74102,0.731224,0.725714,0.721429,0.709388,0.719592,0.724694,0.723061,0.731633,0.717347,0.724694,0.729592,0.723878,0.728571,0.716735,0.713061,0.698367,0.673878,
10000,0.9962,0.9976,0.9968,0.9954,0.9928,0.9884,0.9828,0.9772,0.9608,0.9464,0.9116,0.8828,0.8364,0.7582,0.6926,0.6696,0.6834,0.677,0.696,0.6852,0.6992,0.723,0.7136,0.7068,0.7142,0.7234,0.7246,0.7184,0.706,0.7286,0.7206,0.7394,0.7302,0.7238,0.7224,0.7092,0.722,0.725,0.724,0.7306,0.718,0.7256,0.7296,0.7252,0.729,0.716,0.7156,0.6998,0.6742,
10200,0.996275,0.997647,0.996863,0.99549,0.992941,0.988431,0.982941,0.977255,0.96098,0.946863,0.911569,0.881373,0.835686,0.757451,0.693137,0.669216,0.684902,0.676667,0.697843,0.684902,0.699608,0.721569,0.71451,0.709412,0.713725,0.726078,0.725686,0.716667,0.707059,0.728431,0.72,0.74,0.731961,0.725882,0.724118,0.709216,0.720196,0.725294,0.725294,0.730784,0.719216,0.725686,0.731176,0.726275,0.73,0.714706,0.717059,0.69902,0.675686,
10400,0.996346,0.997692,0.996731,0.994808,0.9925,0.988269,0.9825,0.977115,0.960962,0.947115,0.912115,0.880192,0.836731,0.757692,0.692885,0.669423,0.682885,0.678077,0.698846,0.687115,0.700577,0.722308,0.715385,0.710192,0.712885,0.725192,0.726923,0.716923,0.707885,0.729615,0.719615,0.740577,0.731731,0.726923,0.724615,0.71,0.720192,0.726731,0.725769,0.732308,0.720192,0.726538,0.730769,0.727115,0.7325,0.714808,0.717308,0.700385,0.6775,
10600,0.996415,0.997736,0.996792,0.994906,0.992642,0.988302,0.982075,0.976981,0.961321,0.946792,0.911509,0.879623,0.836604,0.758113,0.692453,0.669811,0.68283,0.678679,0.700189,0.686415,0.700566,0.722453,0.715094,0.710943,0.713396,0.726415,0.728113,0.716981,0.707925,0.73,0.721698,0.740377,0.731132,0.725472,0.724528,0.711698,0.720189,0.726981,0.726604,0.732453,0.721132,0.727925,0.732075,0.727736,0.732453,0.715283,0.718113,0.700755,0.678302,
10800,0.996481,0.997778,0.996296,0.995,0.992593,0.988148,0.982037,0.976852,0.961111,0.946667,0.911667,0.879444,0.832963,0.758704,0.693148,0.670556,0.684074,0.679259,0.699815,0.686111,0.700556,0.723519,0.715556,0.712037,0.713148,0.72537,0.727963,0.717963,0.70963,0.731667,0.723704,0.74,0.731852,0.725556,0.725185,0.712963,0.719444,0.729074,0.725556,0.732037,0.722593,0.727963,0.731852,0.726296,0.731481,0.715185,0.719074,0.700556,0.678704,
11000,0.996545,0.997818,0.996364,0.994909,0.992545,0.987818,0.981818,0.976727,0.960909,0.946545,0.911273,0.880182,0.833091,0.757455,0.693455,0.670909,0.683818,0.680545,0.700545,0.688364,0.698364,0.724,0.716182,0.713091,0.714545,0.725636,0.729636,0.719091,0.708364,0.732545,0.724909,0.740727,0.733455,0.725455,0.725091,0.713091,0.718,0.728545,0.726182,0.733091,0.722,0.729273,0.731636,0.725273,0.730909,0.714545,0.719818,0.700909,0.68,
11200,0.996429,0.997857,0.996429,0.995,0.992679,0.988036,0.981607,0.976607,0.960893,0.946607,0.911429,0.880536,0.832679,0.756071,0.693571,0.671786,0.684643,0.681071,0.69875,0.689643,0.698571,0.722679,0.716607,0.713393,0.715893,0.725357,0.728929,0.718929,0.709643,0.733571,0.723214,0.74125,0.734464,0.726429,0.725,0.713571,0.717679,0.728571,0.727143,0.734286,0.723214,0.729643,0.730536,0.727143,0.732321,0.714643,0.719643,0.702321,0.680893,
