l,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,
param_0,0.806,0.0799913,0.0821182,0.084033,0.0784363,0.0781119,0.079511,0.0805248,0.0805248,0.0815274,0.0815274,0.0782431,0.0815274,0.0810722,0.0793831,0.0809366,0.0795887,0.0799208,0.0799208,0.0803147,0.0803147,0.0798915,0.0800922,0.0801422,0.0801441,0.0801544,0.0800985,0.0800985,0.0800485,0.0800747,0.0800922,0.0800713,0.0800968,0.0800973,0.0800872,0.0800748,0.0800833,0.0800854,0.0800854,0.0800833,0.0800843,0.0800838,0.080087,0.0800839,0.0800844,0.0800855,0.0800863,0.0800863,0.0800845,0.0800852,
param_1,0.744273,0.0558852,0.0535713,0.0525967,0.056243,0.0562737,0.055469,0.0554873,0.0554873,0.0547485,0.0547485,0.0553144,0.0547485,0.054601,0.0556131,0.0543213,0.0553354,0.0551156,0.0551156,0.0548479,0.0548479,0.05508,0.0549545,0.0549165,0.054895,0.0549245,0.0549485,0.0549485,0.0549744,0.0549611,0.0549547,0.0549596,0.0549485,0.0549495,0.0549619,0.054962,0.0549607,0.0549572,0.0549572,0.0549578,0.0549583,0.0549585,0.0549579,0.0549587,0.0549584,0.0549583,0.0549577,0.0549578,0.0549583,0.0549579,
