mc_step,0&1,1&2,2&3,3&4,4&5,5&6,6&7,7&8,8&9,9&10,10&11,11&12,12&13,13&14,14&15,15&16,16&17,17&18,18&19,19&20,20&21,21&22,22&23,23&24,24&25,25&26,26&27,27&28,28&29,29&30,30&31,31&32,32&33,33&34,34&35,35&36,36&37,37&38,38&39,39&40,40&41,41&42,42&43,43&44,44&45,45&46,46&47,47&48,48&49,
2200,0.995455,0.999091,1,0.995455,0.995455,0.992727,0.989091,0.983636,0.976364,0.943636,0.94,0.919091,0.865455,0.820909,0.723636,0.69,0.600909,0.668182,0.621818,0.668182,0.658182,0.607273,0.581818,0.551818,0.571818,0.626364,0.657273,0.643636,0.648182,0.628182,0.650909,0.655455,0.653636,0.645455,0.624545,0.640909,0.663636,0.678182,0.653636,0.645455,0.688182,0.661818,0.657273,0.658182,0.647273,0.640909,0.602727,0.596364,0.547273,
2400,0.995833,0.998333,1,0.995833,0.995,0.9925,0.988333,0.983333,0.974167,0.940833,0.939167,0.92,0.8625,0.824167,0.726667,0.679167,0.601667,0.668333,0.625,0.674167,0.6675,0.613333,0.593333,0.565833,0.5925,0.635833,0.665,0.656667,0.655,0.6425,0.654167,0.658333,0.655833,0.658333,0.6275,0.6475,0.675833,0.68,0.663333,0.6525,0.69,0.669167,0.666667,0.663333,0.650833,0.646667,0.615833,0.6075,0.561667,
2600,0.995385,0.998462,1,0.995385,0.994615,0.992308,0.988462,0.983077,0.973846,0.937692,0.936923,0.916923,0.858462,0.824615,0.713846,0.675385,0.614615,0.666154,0.639231,0.676923,0.67,0.623846,0.605385,0.573077,0.598462,0.650769,0.665385,0.665385,0.663846,0.646923,0.66,0.664615,0.662308,0.668462,0.636154,0.650769,0.677692,0.68,0.669231,0.659231,0.696923,0.674615,0.67,0.663846,0.656923,0.65,0.62,0.616923,0.576923,
2800,0.995,0.998571,0.999286,0.995714,0.995,0.992857,0.988571,0.983571,0.973571,0.935,0.935714,0.913571,0.85,0.821429,0.712857,0.677143,0.622143,0.666429,0.645,0.682143,0.674286,0.637143,0.613571,0.588571,0.608571,0.660714,0.67,0.679286,0.67,0.65,0.667143,0.665,0.667143,0.672143,0.647143,0.655714,0.679286,0.686429,0.674286,0.664286,0.697143,0.687143,0.680714,0.669286,0.662857,0.655,0.63,0.628571,0.585,
3000,0.994667,0.998667,0.999333,0.996,0.994667,0.992667,0.989333,0.984,0.971333,0.934667,0.936,0.912,0.845333,0.82,0.716667,0.671333,0.624667,0.666,0.65,0.689333,0.677333,0.642,0.621333,0.597333,0.610667,0.666,0.675333,0.685333,0.68,0.655333,0.677333,0.668667,0.666,0.673333,0.655333,0.660667,0.689333,0.689333,0.682,0.666,0.698,0.692,0.688667,0.674,0.668,0.658,0.637333,0.642,0.590667,
3200,0.995,0.99875,0.99875,0.995625,0.995,0.991875,0.98875,0.9825,0.97125,0.936875,0.935625,0.911875,0.848125,0.820625,0.715625,0.6625,0.62,0.668125,0.655625,0.69625,0.683125,0.649375,0.6275,0.606875,0.615,0.673125,0.68,0.686875,0.6875,0.66625,0.685,0.67375,0.67,0.67625,0.65625,0.663125,0.686875,0.694375,0.685625,0.6775,0.70375,0.69625,0.6925,0.68,0.673125,0.6625,0.64625,0.646875,0.598125,
3400,0.994118,0.998235,0.998235,0.995294,0.994706,0.991765,0.988824,0.982353,0.971176,0.938235,0.932941,0.904118,0.846471,0.817647,0.72,0.662941,0.625882,0.672353,0.660588,0.694706,0.682941,0.655294,0.637647,0.617059,0.621176,0.678235,0.681176,0.691765,0.692941,0.671176,0.693529,0.677647,0.676471,0.677059,0.655294,0.672353,0.690588,0.698824,0.694118,0.682941,0.708235,0.696471,0.694118,0.684706,0.677059,0.671176,0.651176,0.655294,0.608235,
3600,0.994444,0.998333,0.998333,0.995556,0.995,0.992222,0.986667,0.981111,0.971111,0.94,0.933333,0.903333,0.847778,0.816667,0.715,0.658333,0.628333,0.67,0.66,0.699444,0.689444,0.667222,0.641111,0.626111,0.627778,0.682778,0.686111,0.696111,0.695556,0.676111,0.696111,0.683889,0.677222,0.679444,0.663333,0.681667,0.693889,0.702778,0.697778,0.685,0.708889,0.698889,0.697778,0.687222,0.683889,0.676111,0.654444,0.661667,0.614444,
3800,0.994737,0.998421,0.998421,0.995263,0.994737,0.992105,0.984737,0.980526,0.971053,0.94,0.933684,0.901579,0.845263,0.813684,0.711579,0.657368,0.632632,0.667895,0.666316,0.698947,0.693158,0.67,0.647895,0.633158,0.631579,0.683158,0.684737,0.697895,0.696842,0.682105,0.698421,0.684737,0.681053,0.68,0.661053,0.685789,0.699474,0.706842,0.703158,0.687368,0.708947,0.701579,0.701053,0.692632,0.687895,0.679474,0.659474,0.665263,0.614211,
4000,0.995,0.9985,0.998,0.9955,0.995,0.992,0.9855,0.9795,0.9705,0.9415,0.9315,0.902,0.8425,0.8125,0.7105,0.6575,0.6315,0.671,0.6685,0.7025,0.6985,0.6725,0.6485,0.6395,0.639,0.69,0.686,0.6995,0.7,0.6855,0.7,0.688,0.6865,0.6895,0.6695,0.685,0.7045,0.7095,0.7065,0.687,0.709,0.701,0.705,0.6935,0.692,0.6825,0.663,0.666,0.6185,
4200,0.994762,0.998571,0.998095,0.995238,0.994762,0.992381,0.985238,0.978571,0.968571,0.941429,0.932381,0.900476,0.842857,0.81381,0.711429,0.660952,0.633333,0.670952,0.668571,0.7,0.701429,0.671429,0.649048,0.642857,0.64619,0.69619,0.689524,0.698571,0.701429,0.690476,0.70619,0.693333,0.688095,0.690952,0.66619,0.69,0.701429,0.711905,0.707619,0.691429,0.708571,0.699048,0.707619,0.690476,0.693333,0.688571,0.669524,0.670952,0.62381,
4400,0.995,0.998182,0.997727,0.995455,0.994545,0.991364,0.985909,0.979091,0.968182,0.941364,0.929545,0.896364,0.843182,0.811364,0.710909,0.664545,0.635,0.672273,0.671818,0.698182,0.698636,0.671364,0.651818,0.647727,0.652727,0.697273,0.692273,0.697727,0.703636,0.690909,0.709545,0.694545,0.690455,0.691364,0.668182,0.692273,0.702727,0.716364,0.710455,0.695,0.709545,0.701818,0.711818,0.69,0.695,0.691818,0.674545,0.674545,0.63,
4600,0.995217,0.997826,0.997826,0.995652,0.994783,0.991304,0.985217,0.978696,0.967391,0.940435,0.926957,0.896522,0.841739,0.811739,0.71,0.663478,0.635217,0.67,0.676957,0.7,0.698261,0.674348,0.654783,0.649565,0.653913,0.703478,0.696087,0.70087,0.703478,0.691304,0.713043,0.7,0.690435,0.693478,0.673913,0.697826,0.701304,0.717391,0.711304,0.700435,0.713913,0.701304,0.713043,0.691739,0.693913,0.696087,0.673478,0.676087,0.632609,
4800,0.995417,0.997917,0.997917,0.995833,0.994167,0.99125,0.985,0.979167,0.967083,0.94,0.925417,0.89625,0.839167,0.806667,0.7075,0.668333,0.635417,0.67125,0.68,0.697917,0.70125,0.677083,0.6575,0.6525,0.657083,0.705417,0.6975,0.697917,0.703333,0.69625,0.715,0.702083,0.694583,0.69625,0.67875,0.695833,0.700417,0.71625,0.71375,0.702083,0.71625,0.704583,0.713333,0.695833,0.7,0.7,0.676667,0.68125,0.635417,
5000,0.9956,0.998,0.9976,0.996,0.9944,0.9912,0.984,0.9788,0.966,0.9404,0.9244,0.896,0.8404,0.8072,0.7064,0.668,0.6372,0.67,0.6804,0.6964,0.6968,0.6784,0.66,0.6588,0.6596,0.7068,0.6972,0.6984,0.7052,0.6988,0.716,0.7052,0.6936,0.6944,0.6828,0.6964,0.7008,0.718,0.7128,0.7048,0.7188,0.7072,0.7156,0.7008,0.6984,0.6984,0.6812,0.6824,0.6396,
5200,0.995769,0.998077,0.997692,0.996154,0.994615,0.991154,0.982308,0.978846,0.966538,0.940769,0.925,0.893462,0.836538,0.805385,0.708846,0.666154,0.638462,0.674615,0.678462,0.694231,0.696154,0.680769,0.661923,0.663846,0.665769,0.707692,0.699231,0.701538,0.707692,0.702308,0.715385,0.709231,0.695385,0.696923,0.684615,0.697692,0.699615,0.718462,0.715385,0.705769,0.718846,0.707308,0.713846,0.703846,0.701538,0.699615,0.685769,0.683846,0.641154,
5400,0.995926,0.998148,0.997778,0.996296,0.994074,0.991111,0.982222,0.979259,0.966296,0.941481,0.922963,0.892963,0.837407,0.80037,0.71037,0.666296,0.64,0.675926,0.678889,0.69,0.698148,0.679259,0.667037,0.667778,0.668519,0.70963,0.701481,0.703333,0.709259,0.704444,0.714815,0.71,0.695556,0.698148,0.688519,0.70037,0.700741,0.721481,0.715556,0.706296,0.72037,0.705556,0.716296,0.705556,0.705556,0.7,0.685185,0.684815,0.640741,
5600,0.996071,0.998214,0.997857,0.996429,0.993571,0.991429,0.982857,0.979286,0.966786,0.941429,0.922857,0.89,0.835,0.795714,0.710357,0.6675,0.643214,0.678214,0.681071,0.690357,0.695357,0.681429,0.6675,0.671786,0.673571,0.712143,0.704643,0.706071,0.710357,0.705,0.712143,0.711071,0.695,0.698571,0.689286,0.7,0.7025,0.725,0.715714,0.705357,0.723571,0.706429,0.717857,0.705714,0.705714,0.703214,0.687857,0.687143,0.644286,
5800,0.995862,0.998276,0.997931,0.996552,0.993793,0.991724,0.983448,0.978966,0.967241,0.941379,0.921034,0.887931,0.833103,0.793793,0.708966,0.66931,0.64069,0.673103,0.681724,0.693103,0.696897,0.684138,0.669655,0.677586,0.676897,0.712069,0.706207,0.704828,0.707931,0.708621,0.71069,0.712069,0.696207,0.7,0.691724,0.703793,0.702414,0.724483,0.715517,0.705862,0.721724,0.705172,0.717586,0.706897,0.707586,0.704483,0.691034,0.69,0.648966,
6000,0.995333,0.998333,0.998,0.996333,0.993333,0.991667,0.982,0.978667,0.967,0.942,0.921333,0.887333,0.833667,0.791667,0.710333,0.670667,0.640333,0.671,0.682333,0.695,0.700333,0.685333,0.672333,0.678667,0.678,0.711333,0.709667,0.708,0.713667,0.710667,0.712667,0.713667,0.698667,0.703,0.691,0.703,0.702,0.724333,0.717667,0.706333,0.720333,0.707333,0.716333,0.708667,0.708333,0.708667,0.690667,0.693333,0.652,
6200,0.995161,0.998387,0.998065,0.996452,0.993548,0.990968,0.982258,0.978065,0.966452,0.940968,0.921935,0.886452,0.833871,0.79,0.710323,0.665484,0.638387,0.672581,0.688065,0.699032,0.703226,0.688387,0.675806,0.681613,0.677742,0.710323,0.711935,0.70871,0.714194,0.710323,0.711613,0.711935,0.699677,0.705161,0.691935,0.705484,0.702903,0.725806,0.717742,0.706774,0.72,0.708387,0.715484,0.709355,0.709677,0.709677,0.690968,0.696129,0.651613,
6400,0.995,0.998437,0.997812,0.996563,0.99375,0.990938,0.982187,0.97875,0.965625,0.94125,0.922188,0.886875,0.832812,0.78875,0.70875,0.664687,0.642188,0.6725,0.6875,0.7025,0.703438,0.6875,0.676562,0.683125,0.6825,0.71125,0.710938,0.709375,0.7175,0.710625,0.711875,0.71375,0.699688,0.707812,0.692813,0.708125,0.703438,0.724688,0.719063,0.706875,0.722187,0.712812,0.715625,0.710313,0.71,0.711875,0.690937,0.7,0.654687,
6600,0.995152,0.998485,0.997879,0.996364,0.993636,0.990909,0.982121,0.978788,0.966061,0.941212,0.919091,0.88697,0.834242,0.789697,0.708485,0.660303,0.642727,0.675152,0.688485,0.704545,0.703939,0.688182,0.679394,0.683333,0.683939,0.714545,0.712727,0.711818,0.717879,0.712121,0.712727,0.71303,0.701212,0.709697,0.691212,0.708182,0.706364,0.724545,0.720303,0.708788,0.720909,0.717273,0.716364,0.711515,0.712424,0.711212,0.690606,0.699394,0.65697,
6800,0.995294,0.998529,0.997941,0.996471,0.993529,0.990588,0.982059,0.978824,0.966765,0.940882,0.919412,0.886765,0.835294,0.787353,0.705294,0.661471,0.645588,0.677941,0.688235,0.702941,0.705882,0.690882,0.682059,0.685882,0.686765,0.715,0.715,0.714706,0.718235,0.710882,0.715,0.713824,0.702647,0.706765,0.691765,0.704118,0.708824,0.725,0.722647,0.71,0.721765,0.715882,0.716471,0.712647,0.713235,0.715,0.693235,0.697941,0.658824,
7000,0.995429,0.998571,0.997714,0.996286,0.993714,0.990857,0.982286,0.978857,0.966286,0.94,0.918857,0.887143,0.833714,0.785429,0.707143,0.661714,0.644857,0.677429,0.688571,0.701143,0.705143,0.691714,0.682571,0.685714,0.686857,0.715429,0.716286,0.714857,0.718857,0.711429,0.715143,0.715143,0.703429,0.708571,0.695429,0.705714,0.710571,0.725143,0.722571,0.711714,0.720857,0.716286,0.715143,0.713429,0.713714,0.715714,0.695714,0.698286,0.660286,
7200,0.995556,0.998611,0.997778,0.996111,0.993889,0.990833,0.982222,0.977778,0.965556,0.939722,0.918611,0.8875,0.830556,0.783611,0.705833,0.664167,0.646389,0.680556,0.689722,0.700556,0.704167,0.693611,0.684167,0.688611,0.688889,0.715833,0.7175,0.714722,0.719444,0.711111,0.716389,0.716111,0.703889,0.711389,0.698056,0.706389,0.711944,0.724167,0.724444,0.713333,0.721944,0.714167,0.715278,0.715833,0.714722,0.716944,0.694722,0.699722,0.660278,
7400,0.995676,0.998649,0.997838,0.996216,0.994054,0.990811,0.982703,0.978378,0.965135,0.940541,0.918378,0.885946,0.828919,0.781081,0.706486,0.663784,0.648919,0.678378,0.69,0.701351,0.706486,0.694865,0.685676,0.691351,0.69,0.717568,0.717027,0.714865,0.720541,0.710811,0.715405,0.715405,0.702703,0.709189,0.701622,0.708378,0.712703,0.725946,0.726216,0.713514,0.721351,0.715135,0.716486,0.718108,0.715135,0.717027,0.696757,0.702432,0.660541,
7600,0.995789,0.998684,0.997368,0.996316,0.994211,0.991053,0.982895,0.978421,0.964737,0.940789,0.917368,0.886053,0.827895,0.782105,0.705789,0.664211,0.651842,0.681053,0.693158,0.699737,0.704737,0.696842,0.687105,0.691579,0.692632,0.72,0.718684,0.715263,0.720789,0.710526,0.714474,0.715,0.701316,0.710526,0.701053,0.708947,0.712895,0.726579,0.727368,0.717632,0.723158,0.716053,0.716842,0.719474,0.715263,0.717105,0.697895,0.701579,0.657895,
7800,0.995385,0.998718,0.996923,0.99641,0.993846,0.991026,0.982821,0.978205,0.964103,0.940769,0.917692,0.885385,0.826923,0.784103,0.705385,0.664872,0.652051,0.679231,0.694872,0.698205,0.708205,0.698205,0.686923,0.692308,0.694359,0.721538,0.717949,0.714872,0.721538,0.711026,0.713846,0.713846,0.703333,0.712051,0.701538,0.710769,0.712564,0.728205,0.728718,0.717179,0.722051,0.715385,0.717179,0.719487,0.716667,0.718718,0.697949,0.702308,0.657179,
8000,0.9955,0.99825,0.997,0.9965,0.99375,0.99075,0.983,0.9775,0.964,0.94025,0.91875,0.885,0.827,0.78325,0.706,0.6625,0.654,0.67825,0.6945,0.70125,0.706,0.6985,0.68925,0.6935,0.69425,0.71975,0.71975,0.71525,0.72175,0.70975,0.7155,0.7145,0.7045,0.71025,0.702,0.71225,0.714,0.729,0.72625,0.7195,0.724,0.7175,0.71725,0.7195,0.71775,0.718,0.69775,0.70275,0.66,
8200,0.99561,0.998293,0.997073,0.996341,0.993902,0.990976,0.983415,0.976585,0.963415,0.940488,0.919024,0.885366,0.825366,0.782439,0.70561,0.662195,0.65439,0.680732,0.696098,0.701951,0.707805,0.700244,0.689268,0.695366,0.69561,0.71878,0.72,0.714146,0.720244,0.709756,0.717317,0.715122,0.706829,0.712195,0.702927,0.712927,0.714146,0.729268,0.727317,0.719268,0.724634,0.718293,0.719268,0.720488,0.719756,0.717317,0.697805,0.70561,0.662195,
8400,0.995714,0.998333,0.997143,0.996429,0.99381,0.990952,0.983333,0.976429,0.96381,0.941429,0.92,0.884524,0.824762,0.782619,0.705952,0.66,0.657857,0.682143,0.696429,0.702143,0.708095,0.702381,0.689762,0.694048,0.695952,0.719762,0.722143,0.714762,0.720238,0.710952,0.71881,0.713333,0.709286,0.713333,0.704048,0.713095,0.71619,0.728333,0.729048,0.719524,0.724048,0.717619,0.720952,0.722857,0.720476,0.718571,0.697381,0.706429,0.664524,
8600,0.995814,0.998372,0.997209,0.996279,0.993721,0.99093,0.983488,0.976977,0.963721,0.941628,0.91907,0.885349,0.824884,0.781395,0.70186,0.657442,0.656744,0.683256,0.696279,0.703256,0.710233,0.703953,0.690698,0.695116,0.699302,0.720465,0.72093,0.716744,0.722326,0.71,0.716977,0.712791,0.707674,0.714419,0.704651,0.714884,0.716744,0.728837,0.729302,0.720465,0.72186,0.71814,0.72,0.723488,0.72,0.719767,0.700233,0.705116,0.664419,
8800,0.995455,0.998409,0.997273,0.996136,0.993182,0.990682,0.983182,0.977273,0.963636,0.940909,0.917955,0.885,0.825455,0.781591,0.7,0.656818,0.658409,0.6825,0.693864,0.703636,0.712045,0.706136,0.692727,0.698182,0.699318,0.720682,0.722045,0.716136,0.721364,0.710682,0.717045,0.714091,0.709091,0.715909,0.707273,0.715455,0.714318,0.728409,0.729773,0.721136,0.723864,0.72,0.719773,0.724773,0.720227,0.721136,0.701364,0.706591,0.667273,
9000,0.995556,0.998444,0.997111,0.996222,0.993333,0.990889,0.982889,0.977111,0.964,0.940667,0.918222,0.883778,0.824,0.78,0.700889,0.656222,0.660667,0.683778,0.693778,0.704667,0.712222,0.704667,0.694222,0.699778,0.700889,0.720222,0.723333,0.717556,0.721333,0.710444,0.717333,0.712667,0.711556,0.716222,0.707111,0.714222,0.714,0.729556,0.73,0.722667,0.724667,0.721556,0.72,0.724444,0.721111,0.721778,0.700667,0.707778,0.666444,
9200,0.995652,0.998261,0.996957,0.996304,0.993261,0.99087,0.983043,0.977609,0.964348,0.940652,0.917174,0.885217,0.82413,0.779783,0.701957,0.652391,0.663913,0.683913,0.692609,0.707174,0.712609,0.707391,0.693696,0.702174,0.703696,0.720435,0.725217,0.718696,0.720652,0.708043,0.716087,0.714348,0.713696,0.71587,0.708043,0.71587,0.713261,0.729348,0.72913,0.723478,0.724783,0.722826,0.722174,0.726522,0.722174,0.721522,0.701087,0.708913,0.667391,
9400,0.995532,0.998298,0.997021,0.99617,0.993404,0.990851,0.983191,0.976809,0.963404,0.940851,0.917447,0.884894,0.82383,0.776596,0.701277,0.653617,0.66617,0.685532,0.694043,0.708085,0.713191,0.708723,0.693617,0.703404,0.704468,0.721064,0.725106,0.719362,0.718723,0.710213,0.717447,0.712766,0.715106,0.717234,0.707234,0.714468,0.714043,0.727234,0.728511,0.724894,0.723617,0.724681,0.722979,0.726809,0.724681,0.722553,0.702553,0.709574,0.667234,
9600,0.995625,0.998333,0.997083,0.996042,0.993333,0.990417,0.983542,0.976458,0.963333,0.941458,0.917917,0.884375,0.8225,0.774375,0.701458,0.654792,0.666875,0.68625,0.69375,0.709375,0.713333,0.708333,0.69125,0.705,0.703542,0.722708,0.727083,0.720208,0.719583,0.710625,0.718333,0.711667,0.715,0.719583,0.7075,0.714792,0.714583,0.72875,0.729792,0.722708,0.72125,0.725208,0.724375,0.7275,0.724583,0.720417,0.702083,0.710208,0.667917,
9800,0.995714,0.998367,0.997143,0.996122,0.993061,0.990204,0.983061,0.976939,0.963061,0.941837,0.917347,0.884898,0.823061,0.774694,0.699796,0.653061,0.664694,0.687959,0.694898,0.710612,0.712449,0.709184,0.694082,0.707551,0.705918,0.722857,0.727347,0.719592,0.720204,0.711224,0.71898,0.712449,0.71551,0.72102,0.708571,0.716327,0.716531,0.726939,0.729184,0.723878,0.720408,0.725714,0.723469,0.728163,0.723265,0.71898,0.703673,0.709592,0.670408,
10000,0.9954,0.9984,0.9972,0.9958,0.9932,0.9902,0.9828,0.977,0.9628,0.9418,0.9174,0.885,0.8218,0.7744,0.6996,0.6548,0.6636,0.687,0.6942,0.7122,0.7132,0.711,0.695,0.7086,0.7068,0.724,0.7282,0.7206,0.7226,0.7122,0.7196,0.712,0.7142,0.7212,0.7114,0.7168,0.718,0.728,0.7302,0.7248,0.7212,0.7242,0.7228,0.7276,0.724,0.7194,0.7052,0.7076,0.6716,
10200,0.995294,0.998431,0.997255,0.995882,0.993137,0.99,0.982549,0.976078,0.962745,0.942157,0.917059,0.884118,0.820588,0.773725,0.698824,0.655882,0.663137,0.686275,0.693725,0.711961,0.712353,0.711569,0.696275,0.710784,0.708039,0.72451,0.727843,0.720588,0.723137,0.712353,0.720588,0.711765,0.716471,0.722353,0.712549,0.716667,0.716863,0.728235,0.729804,0.723529,0.722353,0.72549,0.72451,0.728235,0.724706,0.718824,0.706078,0.706863,0.673137,
10400,0.995385,0.998462,0.997308,0.995962,0.993269,0.989808,0.982308,0.976154,0.962885,0.942115,0.915769,0.884423,0.818846,0.7725,0.699423,0.655577,0.665,0.687885,0.693462,0.714038,0.7125,0.711731,0.698269,0.709423,0.708269,0.724038,0.727692,0.721346,0.724615,0.713654,0.721154,0.710769,0.716923,0.722308,0.710962,0.717115,0.7175,0.729423,0.729808,0.723654,0.720962,0.726346,0.723462,0.728654,0.725385,0.718846,0.706731,0.7075,0.673462,
10600,0.995094,0.998491,0.997358,0.996038,0.993208,0.989434,0.982453,0.976226,0.963019,0.942453,0.915094,0.88434,0.819434,0.771509,0.699434,0.656792,0.666604,0.689057,0.696038,0.713962,0.711698,0.711887,0.698113,0.708113,0.709623,0.724151,0.726981,0.721132,0.725849,0.714717,0.722075,0.711509,0.718113,0.723585,0.710755,0.717358,0.717736,0.73,0.730755,0.723585,0.719811,0.727358,0.723962,0.729057,0.726038,0.717736,0.707547,0.708868,0.674151,
10800,0.995185,0.998519,0.997407,0.995741,0.992963,0.989444,0.982778,0.976111,0.962222,0.942963,0.91463,0.883889,0.818889,0.772778,0.69963,0.655,0.668519,0.689815,0.697222,0.713889,0.711481,0.71,0.699815,0.708333,0.70963,0.72463,0.726852,0.719444,0.727593,0.714815,0.722778,0.712407,0.717593,0.722778,0.711852,0.717593,0.717963,0.730926,0.731481,0.725556,0.719074,0.727778,0.723333,0.730185,0.725,0.719074,0.708889,0.709444,0.675741,
11000,0.995091,0.998364,0.997455,0.995818,0.992909,0.989455,0.982727,0.976182,0.962182,0.942909,0.915091,0.882,0.819636,0.772182,0.698909,0.655455,0.67,0.690545,0.697091,0.714909,0.711273,0.709455,0.700727,0.707455,0.710909,0.724545,0.727818,0.719636,0.729091,0.714727,0.724182,0.713636,0.717636,0.723818,0.711636,0.717636,0.718909,0.729636,0.730727,0.724727,0.718909,0.728,0.722545,0.731636,0.724727,0.721455,0.709818,0.709273,0.677091,
11200,0.995,0.998393,0.997321,0.995893,0.992857,0.989643,0.982857,0.975714,0.962321,0.943036,0.915179,0.882321,0.819821,0.769821,0.698571,0.656429,0.669107,0.690536,0.695714,0.715357,0.712321,0.70875,0.700357,0.707321,0.710893,0.725536,0.728393,0.721429,0.730536,0.715,0.72375,0.713571,0.718214,0.72375,0.712143,0.719464,0.718929,0.729643,0.730714,0.725714,0.719286,0.729464,0.721964,0.7325,0.724821,0.720357,0.709464,0.710357,0.677857,
