mc_step,l = 0_gamma,l = 0_delta_gamma,l = 1_gamma,l = 1_delta_gamma,l = 2_gamma,l = 2_delta_gamma,l = 3_gamma,l = 3_delta_gamma,l = 4_gamma,l = 4_delta_gamma,l = 5_gamma,l = 5_delta_gamma,l = 6_gamma,l = 6_delta_gamma,l = 7_gamma,l = 7_delta_gamma,l = 8_gamma,l = 8_delta_gamma,l = 9_gamma,l = 9_delta_gamma,l = 10_gamma,l = 10_delta_gamma,l = 11_gamma,l = 11_delta_gamma,l = 12_gamma,l = 12_delta_gamma,l = 13_gamma,l = 13_delta_gamma,l = 14_gamma,l = 14_delta_gamma,l = 15_gamma,l = 15_delta_gamma,l = 16_gamma,l = 16_delta_gamma,l = 17_gamma,l = 17_delta_gamma,l = 18_gamma,l = 18_delta_gamma,l = 19_gamma,l = 19_delta_gamma,l = 20_gamma,l = 20_delta_gamma,l = 21_gamma,l = 21_delta_gamma,l = 22_gamma,l = 22_delta_gamma,l = 23_gamma,l = 23_delta_gamma,l = 24_gamma,l = 24_delta_gamma,l = 25_gamma,l = 25_delta_gamma,l = 26_gamma,l = 26_delta_gamma,l = 27_gamma,l = 27_delta_gamma,l = 28_gamma,l = 28_delta_gamma,l = 29_gamma,l = 29_delta_gamma,l = 30_gamma,l = 30_delta_gamma,l = 31_gamma,l = 31_delta_gamma,l = 32_gamma,l = 32_delta_gamma,l = 33_gamma,l = 33_delta_gamma,l = 34_gamma,l = 34_delta_gamma,l = 35_gamma,l = 35_delta_gamma,l = 36_gamma,l = 36_delta_gamma,l = 37_gamma,l = 37_delta_gamma,l = 38_gamma,l = 38_delta_gamma,l = 39_gamma,l = 39_delta_gamma,l = 40_gamma,l = 40_delta_gamma,l = 41_gamma,l = 41_delta_gamma,l = 42_gamma,l = 42_delta_gamma,l = 43_gamma,l = 43_delta_gamma,l = 44_gamma,l = 44_delta_gamma,l = 45_gamma,l = 45_delta_gamma,l = 46_gamma,l = 46_delta_gamma,l = 47_gamma,l = 47_delta_gamma,l = 48_gamma,l = 48_delta_gamma,l = 49_gamma,l = 49_delta_gamma,
110,0.634911,0.82118,0.691238,0.560155,0.300258,0.85033,0.676812,0.951867,0.664923,0.882928,0.996607,0.591065,0.547925,0.685449,0.91298,0.607496,0.286784,0.833526,0.614996,0.677227,0.82617,0.940636,0.779694,0.947769,0.0280099,0.949909,0.356337,0.738865,0.905988,0.713987,0.939165,0.888975,0.804134,0.725421,0.677387,0.866533,0.0402025,0.853146,0.287354,0.536339,0.488039,0.362953,0.379187,0.399759,0.0660564,0.479523,0.278574,0.280614,0.414764,0.211394,0.00069501,0.828382,0.78105,0.119993,0.125131,0.317348,0.34575,0.208566,0.000310375,0.733363,0.460836,0.122777,5.88824e-06,0.744692,0.0197865,0.318953,0.511434,0.089047,0.241601,0.140345,0.000533597,0.489305,0.00100155,0.464826,0.364012,0.0920391,0.52541,0.0717983,0.407063,0.0868058,0.632373,0.0615719,0.277247,0.124585,0.134256,0.169994,0.000214383,0.415955,0.000505278,0.371327,0.711342,0.00524442,0.0021339,0.289154,0.726701,7.66069e-06,0.643982,0.00437375,0.355573,0.0397903,
120,0.97744,0.578929,0.531879,0.693113,0.928096,0.620464,0.299092,0.80537,0.621293,0.678225,0.851466,0.972452,0.762473,0.932712,0.665059,0.964164,0.3252,0.726456,0.897661,0.715509,0.935782,0.902358,0.816209,0.719072,0.656093,0.881842,0.66939,0.800134,0.325761,0.831887,0.686872,0.558437,0.690779,0.932677,0.525671,0.364148,0.284085,0.51337,0.0465403,0.873082,0.0210606,0.930635,0.377788,0.38129,0.272652,0.286914,0.0563575,0.483053,0.00069501,0.836016,0.41129,0.176098,0.101483,0.315081,0.784085,0.104511,0.345902,0.18842,0.000310375,0.732733,5.88824e-06,0.725705,0.41652,0.106314,0.501819,0.0850794,0.000533597,0.474766,0.00100155,0.42813,0.516055,0.0462558,0.62344,0.0451374,0.272201,0.123282,0.217314,0.10665,0.406756,0.0740357,0.00113481,0.30738,0.133546,0.164653,0.346334,0.0886218,0.000240449,0.411195,0.000505278,0.369186,0.709738,0.00406455,0.726557,7.66069e-06,0.00221144,0.288367,0.643954,0.00423965,0.355,0.0395699,
130,0.83477,0.96655,0.756307,0.921612,0.688837,0.971301,0.324348,0.71209,0.922341,0.681835,0.944133,0.905794,0.532751,0.675337,0.604213,0.896793,0.653009,0.777911,0.357604,0.85226,0.682517,0.518436,0.682853,0.931573,0.929921,0.621901,0.949878,0.562397,0.0413261,0.866347,0.81578,0.7077,0.337859,0.752709,0.603238,0.715341,0.293023,0.502679,0.575904,0.36651,0.0167458,0.880737,0.320857,0.376969,0.266401,0.268273,0.0395442,0.457979,0.00069501,0.806946,0.403381,0.176167,0.329695,0.166775,0.765503,0.0860043,0.000310375,0.716821,0.0809958,0.278967,5.88824e-06,0.714584,0.407402,0.103527,0.000533597,0.451889,0.00100155,0.395843,0.272201,0.110017,0.620468,0.0123524,0.126676,0.156792,0.497351,0.0293017,0.000240449,0.37328,0.498619,0.0430139,0.334183,0.0876734,0.392751,0.0518465,0.000505278,0.368611,0.210009,0.092592,0.00113481,0.305691,0.725899,7.66069e-06,0.708711,0.00360315,0.00220987,0.287866,0.6436,0.00354491,0.355,0.0394757,
140,0.945531,0.897111,0.532577,0.694343,0.616006,0.889865,0.646566,0.755933,0.356729,0.905424,0.664841,0.517401,0.704138,0.913963,0.949405,0.621653,0.944565,0.581069,0.345977,0.723441,0.839575,0.708514,0.92212,0.654738,0.621378,0.712105,0.842196,0.928571,0.754278,0.9001,0.357076,0.789133,0.00703117,0.891044,0.615,0.348431,0.667793,0.985802,0.0566438,0.834366,0.286414,0.506428,0.298531,0.341381,0.274395,0.241662,0.00069501,0.780835,0.0204251,0.418803,0.000310375,0.702698,0.403958,0.142997,0.726612,0.0804826,0.307377,0.154626,0.0801431,0.256751,5.88824e-06,0.708655,0.388691,0.103527,0.000533597,0.427525,0.000242862,0.370777,0.000240449,0.359997,0.329098,0.0785757,0.250934,0.0914122,0.000505278,0.348374,0.0783986,0.134403,0.00220035,0.303802,0.598683,0.00641921,0.496587,0.0388383,0.488453,0.0129144,0.725899,7.66069e-06,0.708165,0.00259771,0.00220987,0.286727,0.643532,0.00250894,0.392751,0.0498264,0.209062,0.0921221,0.354752,0.0392517,
150,0.638774,0.499545,0.656824,0.96055,0.904603,0.635617,0.923332,0.542202,0.37178,0.735751,0.855519,0.70158,0.892967,0.65462,0.622589,0.760894,0.865473,0.919914,0.734708,0.891228,0.975938,0.919002,0.0110506,0.845824,0.615285,0.387777,0.636783,0.965776,0.582228,0.897841,0.655033,0.790787,0.364459,0.906403,0.355203,0.808874,0.514669,0.703908,0.287517,0.476794,0.039597,0.795487,0.332858,0.296258,0.00069501,0.76906,0.250189,0.214751,0.000276866,0.691334,0.383964,0.13795,0.72414,0.0558086,0.0573669,0.254411,5.88824e-06,0.679104,0.276684,0.128725,0.36676,0.0910398,0.000376434,0.391643,0.000533597,0.411723,0.000240449,0.342528,0.000242862,0.341668,0.000537322,0.297452,0.00220035,0.289116,0.489902,0.031363,0.718302,7.66069e-06,0.305637,0.0531528,0.00220987,0.277921,0.244052,0.0741478,0.705947,0.000749863,0.073646,0.126046,0.643532,0.00232201,0.591857,0.000406862,0.39201,0.0495358,0.487599,0.0110518,0.208995,0.0919825,0.354648,0.039227,
160,0.838878,0.689057,0.87046,0.641035,0.656346,0.790174,0.855584,0.908113,0.786822,0.939758,0.999479,0.88365,0.0352392,0.84168,0.627739,0.388892,0.615901,0.956639,0.550293,0.896994,0.632422,0.830972,0.362219,0.903558,0.31312,0.815797,0.518688,0.696817,0.904144,0.575113,0.671017,0.990509,0.901621,0.634966,0.621874,0.490632,0.35998,0.700595,0.287073,0.464787,0.0209629,0.797667,0.340504,0.248554,0.00069501,0.755412,0.000276866,0.654401,0.220236,0.191349,5.88824e-06,0.676575,0.359779,0.111526,0.0564971,0.218922,0.267318,0.115775,0.699799,0.0325552,0.000533597,0.394482,0.000376434,0.379882,0.356152,0.0812571,0.0027159,0.340653,0.000474362,0.329875,0.000537322,0.297649,0.00220035,0.277665,0.696631,0.000118738,0.695701,7.66069e-06,0.00371309,0.27086,0.636218,0.00216775,0.389239,0.0468059,0.471435,0.031363,0.208984,0.090965,0.303238,0.0502989,0.591491,0.000215987,0.242545,0.0730533,0.487457,0.0106354,0.0735588,0.125719,0.354588,0.0390022,
170,0.983287,0.929188,0.0445446,0.841893,0.604194,0.378598,0.600885,0.976694,0.571475,0.893749,0.643484,0.866432,0.35993,0.907642,0.321043,0.793427,0.567019,0.71213,0.965659,0.577074,0.685242,0.980072,0.878814,0.610377,0.600501,0.499734,0.393553,0.682901,0.937027,0.615094,0.810945,0.710813,0.633584,0.783567,0.849261,0.881145,0.806229,0.953914,0.268559,0.465115,0.0203854,0.816646,0.314058,0.24263,0.00069501,0.751949,0.000276866,0.659835,5.88824e-06,0.665247,0.198637,0.158885,0.347798,0.106973,0.703035,0.0270518,0.000376434,0.377957,0.000533597,0.363651,0.246914,0.0899381,0.000474362,0.329875,0.0352985,0.208527,0.00267546,0.29201,0.000537322,0.295196,0.329499,0.04065,0.00365013,0.269834,0.672268,0.000118738,0.654877,7.66069e-06,0.00371309,0.262431,0.614432,0.00197391,0.380071,0.0467519,0.588108,0.000164307,0.468416,0.0270776,0.206456,0.0874574,0.241557,0.0725738,0.486788,0.0104866,0.353796,0.0384231,0.30309,0.0495487,0.0734543,0.125455,
180,0.645518,0.842202,0.36598,0.922416,0.330725,0.841991,0.526328,0.713167,0.950645,0.558342,0.68819,0.99265,0.877834,0.573293,0.993275,0.93959,0.623641,0.324539,0.942839,0.608746,0.81396,0.693768,0.603408,0.784398,0.85159,0.842863,0.80243,0.921298,0.603276,0.946417,0.6316,0.503788,0.404283,0.665427,0.599516,0.910671,0.0234562,0.851929,0.268935,0.441651,0.0155602,0.837254,0.298014,0.224038,0.000276866,0.62521,8.95423e-05,0.758484,5.88824e-06,0.682544,0.331017,0.106973,0.000376434,0.376269,0.700748,0.0270518,0.162359,0.132273,0.000533597,0.343996,0.00284587,0.321579,0.00420203,0.294432,0.00267546,0.280221,0.669359,0.000118738,0.0191813,0.208527,0.00371309,0.261572,0.203725,0.0492424,0.648604,7.66069e-06,0.0057947,0.238308,0.609755,0.00127731,0.323009,0.0236625,0.585573,0.000164307,0.372224,0.0450121,0.206095,0.0862684,0.46531,0.0250412,0.241557,0.0694604,0.486593,0.010093,0.353445,0.0382117,0.302674,0.0495334,0.0731674,0.125088,
190,0.680295,0.979538,0.915337,0.569339,0.981739,0.888881,0.628076,0.342946,0.952893,0.612679,0.819119,0.688269,0.594499,0.765922,0.8559,0.858155,0.817524,0.890423,0.582724,0.907956,0.673109,0.836986,0.560778,0.707215,0.597975,0.888443,0.362797,0.946304,0.293945,0.854626,0.630825,0.488614,0.385587,0.684439,0.950896,0.545028,0.266738,0.434354,0.00355905,0.833642,0.00196653,0.829112,0.26309,0.210431,8.95423e-05,0.750217,0.000276866,0.618453,5.88824e-06,0.620687,0.330853,0.106762,0.000376434,0.365584,0.671427,0.0270518,0.000533597,0.338737,0.00284587,0.304981,0.00267546,0.26136,0.00367426,0.267037,0.661645,0.000118738,0.118697,0.104201,0.645492,7.66069e-06,0.602202,0.00127731,0.00371309,0.222745,0.585573,0.000164307,0.0107821,0.208527,0.00518094,0.230238,0.206095,0.0781104,0.463913,0.0224612,0.19832,0.0465594,0.371099,0.0412422,0.484107,0.00819865,0.239686,0.0690398,0.320877,0.0170572,0.352933,0.0377556,0.302373,0.0494266,0.0730151,0.124913,
200,0.840375,0.700145,0.594248,0.796128,0.855455,0.856211,0.819817,0.894928,0.587704,0.929377,0.660951,0.842705,0.563853,0.666052,0.573416,0.878799,0.401516,0.946231,0.272232,0.852868,0.6897,0.999246,0.956655,0.647687,0.935642,0.552403,0.947736,0.588824,0.620363,0.506217,0.230331,0.428309,0.983767,0.887873,0.412715,0.675699,0.638646,0.342379,0.00690004,0.828658,0.000186821,0.829898,8.95423e-05,0.754526,0.272298,0.189667,0.000263253,0.619443,5.88824e-06,0.617103,0.323268,0.0932998,0.000376434,0.357521,0.000533597,0.30575,0.00147581,0.304981,0.65952,0.00162021,0.657198,0.000118738,0.636372,7.66069e-06,0.00367426,0.238893,0.0111569,0.205329,0.548314,0.00127731,0.535504,0.000164307,0.00509292,0.203107,0.00518094,0.215441,0.103787,0.0995894,0.368728,0.0412422,0.445813,0.0213004,0.00793527,0.201547,0.234894,0.0686745,0.477672,0.00239645,0.201668,0.0781104,0.301999,0.0492455,0.351512,0.0365416,0.072831,0.124913,0.195588,0.0463851,0.320485,0.0170572,
210,0.658969,0.873496,0.575046,0.699781,0.618869,0.843107,0.385939,0.935326,0.251057,0.848611,0.657392,0.979922,0.918592,0.645448,0.930818,0.582116,0.948371,0.5981,0.847469,0.862229,0.284467,0.418266,0.958193,0.906183,0.850074,0.721957,0.519709,0.885786,0.594803,0.832297,0.819636,0.862193,0.360829,0.68326,0.616436,0.528654,0.600951,0.27374,0.00204552,0.842455,0.000186821,0.804767,0.300934,0.1993,0.000263253,0.614372,8.95423e-05,0.709821,5.88824e-06,0.59849,0.000376434,0.357121,0.0015698,0.306052,0.00147581,0.281533,0.65671,0.00162021,0.303959,0.0559356,0.610957,0.000118738,0.604585,7.66069e-06,0.00582383,0.224455,0.531311,0.000164307,0.520092,0.000802779,0.00518094,0.189222,0.0135167,0.188517,0.395702,0.0213004,0.00793527,0.201547,0.0120688,0.174786,0.471677,0.00131601,0.361389,0.00831176,0.234002,0.0673481,0.0961428,0.0780392,0.200339,0.0775105,0.35134,0.0349536,0.301295,0.0481355,0.0726577,0.124904,0.320191,0.0164668,0.195514,0.0460622,
220,0.717346,0.990967,0.905646,0.62942,0.979878,0.587783,0.975598,0.573774,0.850412,0.823566,0.6526,0.965679,0.918763,0.910689,0.796868,0.74536,0.511966,0.890842,0.675575,0.748883,0.810774,0.905803,0.361054,0.705366,0.636871,0.494148,0.573977,0.699068,0.583568,0.833125,0.437856,0.946431,0.217596,0.844002,0.584623,0.24159,0.297418,0.471328,0.00204552,0.825227,0.000186821,0.803327,0.283331,0.171657,8.95423e-05,0.698558,0.000263253,0.575967,5.88824e-06,0.587774,0.00110883,0.341787,0.0015698,0.289797,0.00147581,0.253571,0.637729,0.00162021,0.597441,0.000118738,0.577087,7.66069e-06,0.00582383,0.208121,0.50999,0.000802779,0.4943,0.000164307,0.286336,0.0365974,0.00824272,0.198417,0.462326,0.00131601,0.224753,0.0650157,0.0112041,0.172737,0.192403,0.0734138,0.0135167,0.168419,0.300026,0.0476441,0.381353,0.00844354,0.351199,0.0308543,0.0123909,0.171849,0.0718232,0.124633,0.357657,0.00831176,0.319959,0.0161066,0.0956007,0.0779399,0.19543,0.0458,
