mc_step,l = 0_K,l = 0_gamma,l = 1_K,l = 1_gamma,l = 2_K,l = 2_gamma,l = 3_K,l = 3_gamma,l = 4_K,l = 4_gamma,l = 5_K,l = 5_gamma,l = 6_K,l = 6_gamma,l = 7_K,l = 7_gamma,l = 8_K,l = 8_gamma,l = 9_K,l = 9_gamma,l = 10_K,l = 10_gamma,l = 11_K,l = 11_gamma,l = 12_K,l = 12_gamma,l = 13_K,l = 13_gamma,l = 14_K,l = 14_gamma,l = 15_K,l = 15_gamma,l = 16_K,l = 16_gamma,l = 17_K,l = 17_gamma,l = 18_K,l = 18_gamma,l = 19_K,l = 19_gamma,l = 20_K,l = 20_gamma,l = 21_K,l = 21_gamma,l = 22_K,l = 22_gamma,l = 23_K,l = 23_gamma,l = 24_K,l = 24_gamma,l = 25_K,l = 25_gamma,l = 26_K,l = 26_gamma,l = 27_K,l = 27_gamma,l = 28_K,l = 28_gamma,l = 29_K,l = 29_gamma,l = 30_K,l = 30_gamma,l = 31_K,l = 31_gamma,l = 32_K,l = 32_gamma,l = 33_K,l = 33_gamma,l = 34_K,l = 34_gamma,l = 35_K,l = 35_gamma,l = 36_K,l = 36_gamma,l = 37_K,l = 37_gamma,l = 38_K,l = 38_gamma,l = 39_K,l = 39_gamma,l = 40_K,l = 40_gamma,l = 41_K,l = 41_gamma,l = 42_K,l = 42_gamma,l = 43_K,l = 43_gamma,l = 44_K,l = 44_gamma,l = 45_K,l = 45_gamma,l = 46_K,l = 46_gamma,l = 47_K,l = 47_gamma,l = 48_K,l = 48_gamma,l = 49_K,l = 49_gamma,
2200,0.2498,0.249475,0.233028,0.241274,0.257419,0.249871,0.234781,0.245992,0.257051,0.24432,0.242161,0.261225,0.229384,0.249714,0.23711,0.240794,0.233999,0.221787,0.234623,0.207546,0.222727,0.187994,0.176303,0.182723,0.178099,0.147012,0.159074,0.121963,0.139077,0.0756195,0.105887,0.0539057,0.0877465,0.0413446,0.0555462,0.0305074,0.0440741,0.0233709,0.0303898,0.0182444,0.0249479,0.0160687,0.020523,0.0106755,0.015188,0.0100238,0.0179286,0.00888221,0.013534,0.00726154,0.0100748,0.00556516,0.00795274,0.00491854,0.00778251,0.00348483,0.00574866,0.00286717,0.00445912,0.00249341,0.00402617,0.00197948,0.00325054,0.00202715,0.00296725,0.00143283,0.00219971,0.0011262,0.00172907,0.000984352,0.00167255,0.000783806,0.00136472,0.000629461,0.000901001,0.000519064,0.000774591,0.000376258,0.000593142,0.000328589,0.000540044,0.000229369,0.000494803,0.000241029,0.000404802,0.000166396,0.000288561,0.000162533,0.000232303,0.000132205,0.00019315,9.65777e-05,0.000162378,8.16185e-05,0.000118708,6.51351e-05,9.7995e-05,5.4463e-05,7.56491e-05,4.1447e-05,
2400,0.29879,0.310686,0.270756,0.269211,0.297345,0.293476,0.289176,0.297178,0.303991,0.299065,0.309604,0.315155,0.282505,0.287765,0.276705,0.299875,0.26602,0.270369,0.282037,0.252648,0.262083,0.220553,0.207437,0.20065,0.210327,0.159392,0.169679,0.121963,0.139077,0.0756195,0.113321,0.0576689,0.0929932,0.0446361,0.064357,0.0305074,0.0471435,0.0247519,0.0332216,0.0182444,0.0249479,0.0160687,0.0217408,0.0106755,0.0171211,0.0100238,0.0179286,0.00888221,0.013534,0.00726154,0.0100748,0.00589906,0.00874802,0.00491854,0.00778251,0.00348483,0.00574866,0.00286717,0.00445912,0.00266821,0.0036431,0.00197948,0.00344343,0.00187093,0.00296725,0.00143283,0.00219971,0.00106693,0.00172907,0.000984352,0.00152202,0.000783806,0.00136472,0.000532238,0.000901001,0.000519064,0.000774591,0.000402525,0.000593142,0.000346025,0.000540044,0.00024627,0.000447725,0.000210714,0.000404802,0.000166396,0.000288561,0.000143713,0.000217285,0.000132205,0.00019315,9.65777e-05,0.000162378,8.16185e-05,0.000126622,6.51351e-05,9.7995e-05,4.54647e-05,7.56491e-05,3.89826e-05,
2600,0.360208,0.36742,0.311369,0.306387,0.366168,0.342124,0.350285,0.337012,0.326325,0.345391,0.352135,0.341366,0.309803,0.351022,0.31887,0.35985,0.319808,0.299143,0.31427,0.301691,0.311476,0.265124,0.244821,0.233049,0.253259,0.170534,0.202565,0.139961,0.152323,0.0859675,0.120876,0.0576689,0.100433,0.0410652,0.0722582,0.0305074,0.0527584,0.0247519,0.0351107,0.0171647,0.0264396,0.0160687,0.0243159,0.0114239,0.0185219,0.00911094,0.0179286,0.0096045,0.013534,0.00685892,0.0100748,0.00589906,0.00874802,0.00491854,0.00778251,0.00366236,0.00607867,0.00323492,0.00445912,0.00231623,0.00388597,0.00197948,0.00344343,0.00187093,0.00274397,0.00143283,0.00219971,0.00106693,0.00182688,0.000920028,0.00142725,0.000738779,0.00136472,0.000562502,0.000901001,0.000469727,0.000774591,0.000402525,0.000593142,0.000324731,0.000502572,0.00024627,0.000496228,0.000210714,0.000369892,0.000166396,0.000288561,0.000153858,0.000217285,0.000132205,0.00019315,9.65777e-05,0.000162378,8.16185e-05,0.000126622,6.92488e-05,0.000111937,4.54647e-05,8.48518e-05,3.89826e-05,
2800,0.422594,0.41094,0.338058,0.341864,0.404747,0.389555,0.419669,0.391074,0.353309,0.404396,0.386615,0.369594,0.348371,0.351022,0.347858,0.35985,0.362885,0.299143,0.357093,0.322727,0.337538,0.295795,0.264572,0.254339,0.253259,0.186919,0.224013,0.139961,0.168177,0.0859675,0.120876,0.0576689,0.100433,0.0410652,0.0671576,0.0321261,0.0499711,0.0247519,0.0351107,0.0171647,0.0293295,0.0160687,0.022907,0.0130453,0.0185219,0.00911094,0.0179286,0.00797277,0.013534,0.00685892,0.0100748,0.00589906,0.00874802,0.00491854,0.00778251,0.00366236,0.00607867,0.00323492,0.00445912,0.00249404,0.0041732,0.00197948,0.00322662,0.00170417,0.00274397,0.00143283,0.00219971,0.00106693,0.00170508,0.000920028,0.00131307,0.000790494,0.00136472,0.000562502,0.000825433,0.000469727,0.000705372,0.000402525,0.000593142,0.000324731,0.00047059,0.00024627,0.000496228,0.000210714,0.000369892,0.000166396,0.000288561,0.00014328,0.000217285,0.000132205,0.00019315,9.65777e-05,0.000162378,8.16185e-05,0.000126622,5.99632e-05,0.000111937,4.54647e-05,8.48518e-05,3.89826e-05,
3000,0.456402,0.41094,0.387913,0.397374,0.461243,0.389555,0.490975,0.426136,0.393151,0.436442,0.40881,0.369594,0.400626,0.410425,0.376965,0.35985,0.420066,0.335869,0.357093,0.303627,0.369515,0.273258,0.309927,0.254339,0.293092,0.186919,0.27384,0.128223,0.188295,0.0859675,0.128524,0.0576689,0.100433,0.0442177,0.0724563,0.0280309,0.0499711,0.0260546,0.0351107,0.0171647,0.0310548,0.0160687,0.022907,0.0130453,0.0185219,0.0095863,0.0179286,0.00853168,0.014573,0.00685892,0.0100748,0.00589906,0.00874802,0.00491854,0.00778251,0.00366236,0.00607867,0.00345058,0.00445912,0.00249404,0.0041732,0.00185916,0.00322662,0.00160542,0.00274397,0.00143283,0.00219971,0.000946316,0.00170508,0.000853301,0.00139159,0.000790494,0.00136472,0.000600002,0.000883133,0.000439703,0.000740641,0.000402525,0.000593142,0.000358168,0.000513282,0.000261094,0.000496228,0.000192037,0.000369892,0.000166396,0.000288561,0.000123673,0.000217285,0.000123792,0.00019315,9.65777e-05,0.000162378,8.16185e-05,0.000141871,5.64887e-05,0.000111937,4.83541e-05,7.49365e-05,4.36886e-05,
3200,0.456402,0.434422,0.460265,0.452505,0.461243,0.431051,0.490975,0.474838,0.440329,0.497544,0.429449,0.422176,0.400626,0.457869,0.376965,0.378182,0.467436,0.375159,0.388339,0.349171,0.369515,0.299066,0.333627,0.275621,0.293092,0.209116,0.290214,0.142165,0.188295,0.0977772,0.128524,0.0615135,0.107463,0.0411225,0.0788378,0.0306184,0.0499711,0.0224471,0.0376532,0.0171647,0.0276507,0.0160687,0.022907,0.0120307,0.0197567,0.0095863,0.0179286,0.00853168,0.0153276,0.00685892,0.010815,0.00559833,0.0092479,0.00491854,0.00832894,0.00366236,0.00574711,0.00306718,0.00445912,0.00225776,0.00391044,0.00185916,0.00296981,0.00160542,0.00260149,0.00143283,0.00203643,0.000994091,0.00170508,0.000726947,0.00151013,0.000711444,0.00118095,0.000600002,0.000883133,0.000439703,0.000740641,0.000368907,0.000593142,0.000358168,0.000513282,0.000261094,0.000496228,0.000192037,0.000369892,0.000166396,0.000288561,0.00013151,0.000184471,0.000123792,0.00019315,9.65777e-05,0.000162378,8.16185e-05,0.000141871,6.15727e-05,0.000111937,5.29999e-05,7.49365e-05,4.36886e-05,
3400,0.456402,0.486552,0.460265,0.48853,0.510848,0.431051,0.490975,0.474838,0.477409,0.497544,0.460913,0.422176,0.443045,0.457869,0.421063,0.400712,0.467436,0.414462,0.388339,0.349171,0.369515,0.317986,0.333627,0.275621,0.293092,0.209116,0.290214,0.142165,0.158564,0.0977772,0.128524,0.0659679,0.0983126,0.0451101,0.0743817,0.0337936,0.0499711,0.0235906,0.0412392,0.0171647,0.0305286,0.0160687,0.022907,0.0127112,0.0208386,0.0101152,0.0179286,0.00805864,0.0162035,0.00685892,0.010815,0.00519118,0.00979884,0.00491854,0.00741106,0.00366236,0.00625327,0.00287843,0.00478342,0.00225776,0.00391044,0.00202184,0.00320624,0.00160542,0.00274783,0.00128955,0.00215862,0.000924505,0.00170508,0.000726947,0.00151013,0.000711444,0.00112126,0.000600002,0.000883133,0.000439703,0.000740641,0.000346773,0.000555681,0.000358168,0.000513282,0.000261094,0.000496228,0.000192037,0.000369892,0.000166396,0.000288561,0.00013151,0.000184471,0.000123792,0.00019315,9.14947e-05,0.000177109,8.16185e-05,0.000141871,6.15727e-05,0.000111937,5.29999e-05,7.49365e-05,4.61728e-05,
3600,0.480423,0.486552,0.460265,0.48853,0.510848,0.431051,0.490975,0.516705,0.503749,0.454394,0.460913,0.422176,0.443045,0.499805,0.421063,0.400712,0.50483,0.414462,0.410052,0.349171,0.39063,0.334722,0.359576,0.308194,0.32958,0.237408,0.290214,0.15713,0.175617,0.107763,0.143558,0.0659679,0.0983126,0.0451101,0.0743817,0.0337936,0.0499711,0.0235906,0.0412392,0.0171647,0.0305286,0.0169278,0.0214428,0.0127112,0.0208386,0.0101152,0.0179286,0.00805864,0.0162035,0.00685892,0.010815,0.00519118,0.00918773,0.00491854,0.00741106,0.00366236,0.00565663,0.00287843,0.00478342,0.00225776,0.00367582,0.00183987,0.00294727,0.00160542,0.00240366,0.00128955,0.00215862,0.000924505,0.00170508,0.000726947,0.00139886,0.000711444,0.0010549,0.000600002,0.00100877,0.000466171,0.000778996,0.000323917,0.000612899,0.000358168,0.000513282,0.000261094,0.000470012,0.000192037,0.000369892,0.000175292,0.000269324,0.000143969,0.000184471,0.000123792,0.000209929,9.63865e-05,0.000177109,8.16185e-05,0.000141871,5.79286e-05,0.000111937,5.00244e-05,8.24302e-05,4.34025e-05,
3800,0.505489,0.526621,0.460265,0.48853,0.510848,0.459787,0.490975,0.516705,0.503749,0.454394,0.531345,0.457928,0.479893,0.499805,0.421063,0.461896,0.543585,0.440725,0.410052,0.37139,0.438589,0.334722,0.359576,0.329738,0.358014,0.237408,0.317224,0.15713,0.195688,0.102269,0.13524,0.0659679,0.0983126,0.0451101,0.0743817,0.0337936,0.0499711,0.0235906,0.0439885,0.0171647,0.0327489,0.0182444,0.0239892,0.0114401,0.0208386,0.0101152,0.0179286,0.00805864,0.0162035,0.00721677,0.00984383,0.00519118,0.00918773,0.00491854,0.00741106,0.00366236,0.0053381,0.00287843,0.00478342,0.00225776,0.00367582,0.00183987,0.00311569,0.00172372,0.00240366,0.00128955,0.00203461,0.000924505,0.00161208,0.000726947,0.00139886,0.0006682,0.001179,0.000600002,0.00100877,0.000509557,0.000732677,0.000369775,0.000645157,0.000358168,0.000513282,0.000261094,0.000470012,0.000192037,0.000341505,0.000175292,0.000269324,0.000152234,0.000173278,0.000123792,0.000189818,8.85328e-05,0.000177109,8.16185e-05,0.000141871,5.79286e-05,0.000111937,5.00244e-05,8.24302e-05,4.34025e-05,
4000,0.505489,0.526621,0.489555,0.48853,0.510848,0.488774,0.490975,0.516705,0.503749,0.484687,0.531345,0.457928,0.511885,0.499805,0.421063,0.461896,0.543585,0.463368,0.4489,0.406761,0.438589,0.334722,0.388071,0.349382,0.386516,0.237408,0.317224,0.15713,0.206362,0.11136,0.13524,0.0659679,0.0983126,0.0475391,0.0743817,0.032039,0.054413,0.0235906,0.0439885,0.0171647,0.0327489,0.0182444,0.0239892,0.0114401,0.0185421,0.00950035,0.0160327,0.00805864,0.0162035,0.00721677,0.0105329,0.00519118,0.00918773,0.00434379,0.00741106,0.00366236,0.00505609,0.00287843,0.00508553,0.00225776,0.00367582,0.00183987,0.00311569,0.00172372,0.00240366,0.00119852,0.00203461,0.000924505,0.00161208,0.000726947,0.00131607,0.000706195,0.00107703,0.000600002,0.00100877,0.000509557,0.000732677,0.000369775,0.000600803,0.000329239,0.000561468,0.000261094,0.000470012,0.000192037,0.000341505,0.000163479,0.000269324,0.000152234,0.000192339,0.000115127,0.00019989,8.85328e-05,0.000177109,8.16185e-05,0.000141871,6.25192e-05,0.000104241,5.00244e-05,7.49953e-05,4.34025e-05,
4200,0.505489,0.526621,0.489555,0.456606,0.510848,0.488774,0.490975,0.516705,0.503749,0.484687,0.565014,0.493082,0.511885,0.499805,0.421063,0.461896,0.543585,0.463368,0.4489,0.406761,0.438589,0.368782,0.388071,0.349382,0.407599,0.237408,0.317224,0.15713,0.217395,0.11136,0.145582,0.0659679,0.0983126,0.0475391,0.0791151,0.032039,0.054413,0.0257138,0.0439885,0.0171647,0.0327489,0.0182444,0.0239892,0.0114401,0.019526,0.00950035,0.0169878,0.00805864,0.0172286,0.00721677,0.0105329,0.00519118,0.00918773,0.00434379,0.00741106,0.0040606,0.00505609,0.00287843,0.00508553,0.00225776,0.00367582,0.00172915,0.00311569,0.00155135,0.00240366,0.00119852,0.00203461,0.000924505,0.00161208,0.000777696,0.00124814,0.000652076,0.00107703,0.000554288,0.00100877,0.000509557,0.000786831,0.000369775,0.000600803,0.000329239,0.000561468,0.000261094,0.000437112,0.000213161,0.000358902,0.000180175,0.000304336,0.000135488,0.000192339,0.000115127,0.00019989,9.64406e-05,0.000177109,8.16185e-05,0.000132413,6.25192e-05,0.000104241,5.00244e-05,7.49953e-05,3.84301e-05,
